Block,Time,BSIUL,CHAMERA1,KHSTPP-I,KISHANGANGA,KKNPPU2,KOLDAM,RAPPB,RIHAND3,SEWA2,TANDA2,DADRI_LF,KUDGI,MAPS,NLCEXP,PARBATI3,RAPPC,SALAL,UNCHAHAR1,ANTA_RF,DADRI_CRF,FSTPP I & II,NNTPP,NTPL,RSTPSU1TO6,URI2,AURY_GF,RIHAND1,SIMHST2,TALST2,UNCHAHAR2,UNCHAHAR3,URI,ANTA_GF,DADRT2,JHAJJAR,NAPP,NJPC,NLCTS2EXP,TelanganaSTPP,UNCHAHAR4,VALLURNTECL,AURY_CRF,AURY_RF,DADRI_RF,BRBCL,CHAMERA2,CHAMERA3,KGSU1AND2,KOTESHWR,NLCIIST2,RSTPSU7,SASAN,TALA,TEHRI,AURY_LF,DADRI_GF,KKNP,RAMPUR,RIHAND2,SINGRAULI_HYDRO,TANAKPUR,ANTA_CRF,DHAULIGNGA,DULHASTI,KGSU3AND4,KHSTPP-II,NLCIIST1,SIMHST1,SINGRAULI,ANTA_LF
20,04:45-05:00,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,42.74,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,0.66,0,341.57,436.2,42.08,46.78,0,0,0,0,0,70.16,66.85,20,2.4,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.76,0,9.13,16.48,0,139.52,0,0,139.68,0

21,05:00-05:15,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,42.74,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,0.66,0,341.57,436.2,42.08,46.78,0,0,0,0,0,70.16,66.85,20,2.4,0,0,8.87,0,0,418.77,0,14.93,0,0,0,0,118.76,0,5.76,0,9.13,16.48,0,139.52,0,0,139.68,0

22,05:15-05:30,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,42.74,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,0.66,0,341.57,436.2,42.08,70.17,0,0,0,0,0,70.16,66.85,20,2.4,0,0,8.87,0,0,418.77,0,30.87,0,0,0,0,118.76,0,5.76,0,9.13,16.48,0,139.52,0,0,139.68,0

23,05:30-05:45,1.1,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,42.74,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,0.66,0,341.57,436.2,42.08,93.56,0,0,0,0,0,70.16,66.85,20,2.4,9.68,0,8.87,0,0,418.77,0,30.87,0,0,0,0,118.76,0,5.76,0,9.13,16.48,0,141.09,0,0,139.68,0

24,05:45-06:00,2.2,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,42.74,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,0.66,0,341.57,436.2,42.08,116.95,0,0,0,0,0,70.16,66.85,20,4,9.68,0,8.87,0,0,418.77,0,46.31,0,0,0,0,118.76,0,5.76,0,18.27,32.96,0,141.09,0,0,139.68,0

25,06:00-06:15,3.3,11.85,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,3.18,52.29,12.78,20.56,41.68,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,0.66,0,341.57,462,42.08,140.34,0,0,0,0,0,70.16,66.85,20,12,19.36,0,8.87,0,0,418.77,0,62.24,0,0,0,0,118.76,0,5.76,0,27.4,32.96,0,141.09,0,0,139.68,0

26,06:15-06:30,19.56,14.05,44.92,0,0,0,0,124.32,5.27,0,21.92,0,0,0,16.55,52.29,13.95,20.56,41.68,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,0.66,0,341.57,462,42.08,140.34,0,0,0,0,0,70.16,66.85,20,39.51,29.06,0,19.72,0,0,418.77,0,62.24,0,0,0,0,118.76,0,11.91,0,36.55,49.43,0,141.09,0,0,139.68,0

27,06:30-06:45,19.56,14.05,44.92,0,0,0,0,124.32,10.54,0,21.92,0,0,0,16.55,52.29,68.56,20.56,41.68,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,0.66,0,341.57,473.55,42.08,140.34,0,0,0,0,0,70.16,66.85,20,39.51,29.06,0,19.72,0,0,418.77,0,62.24,0,0,0,0,118.76,0,11.91,0,36.55,49.43,0,141.09,0,0,139.68,0

28,06:45-07:00,19.56,14.05,44.92,0,0,0,0,124.32,10.54,0,21.92,0,0,0,16.55,52.29,68.56,20.56,41.68,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,0.66,0,341.57,473.55,42.08,140.34,0,0,0,0,0,70.16,66.85,20,39.51,29.06,0,19.72,0,0,418.77,0,62.24,0,0,0,0,118.76,0,5.76,0,36.55,49.43,0,141.09,0,0,139.68,0

29,07:00-07:15,19.56,14.05,44.92,0,0,0,0,124.32,10.54,0,21.92,0,0,0,16.55,52.29,68.56,20.56,41.68,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,35.33,0,341.57,485.1,42.08,140.34,0,0,0,0,0,70.16,66.85,20,39.51,29.06,0,19.72,0,0,418.77,0,62.24,0,0,0,0,118.76,0,5.76,0,36.55,49.43,0,141.09,0,0,139.68,0

30,07:15-07:30,19.56,11.85,44.92,0,0,0,0,124.32,5.27,0,21.92,0,0,0,16.55,52.29,68.56,20.56,41.68,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,35.33,0,341.57,485.1,42.08,140.34,0,0,0,0,0,70.16,66.85,20,39.51,29.06,0,19.72,0,0,418.77,0,62.24,0,0,0,0,118.76,0,5.76,0,36.55,49.43,0,141.09,0,0,139.68,0

31,07:30-07:45,1.1,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,16.55,52.29,13.95,20.56,41.68,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,1.66,0,341.57,496.65,42.08,116.95,0,0,0,0,0,70.16,66.85,20,26.34,29.06,0,8.87,0,0,418.77,0,46.31,0,0,0,0,118.76,0,5.13,0,27.4,32.96,0,141.09,0,0,139.68,0

32,07:45-08:00,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,3.18,52.29,12.78,20.56,41.68,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,1.11,0,341.57,496.65,42.08,93.56,0,0,0,0,0,70.16,66.85,20,12,29.06,0,8.87,0,0,418.77,0,30.87,0,0,0,0,118.76,0,5.13,0,18.27,32.96,0,141.09,0,0,139.68,0

33,08:00-08:15,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,41.68,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,1.11,0,341.57,508.2,42.08,70.17,0,0,0,0,0,70.16,66.85,20,12,19.36,0,8.87,0,0,418.77,0,14.93,0,0,0,0,118.76,0,5.13,0,9.13,32.96,0,141.09,0,0,139.68,0

34,08:15-08:30,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,41.68,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,1.11,0,341.57,508.2,42.08,40.25,0,0,0,0,0,70.16,66.85,20,12,9.68,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.13,0,0,32.96,0,141.09,0,0,139.68,0

35,08:30-08:45,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,41.68,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,1.11,0,341.57,531.3,42.08,40.25,0,0,0,0,0,70.16,66.85,20,2.4,9.68,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.13,0,0,32.96,0,141.09,0,0,139.68,0

36,08:45-09:00,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,41.68,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,1.11,0,341.57,542.85,42.08,40.25,0,0,0,0,0,70.16,66.85,20,2.4,9.68,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.13,0,0,32.96,0,141.09,0,0,139.68,0

37,09:00-09:15,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,41.68,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,1.11,0,341.57,554.4,42.08,23.39,0,0,0,0,0,70.16,66.85,20,2.4,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.13,0,0,16.48,0,141.09,0,0,139.68,0

38,09:15-09:30,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,41.68,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,1.11,0,341.57,554.4,42.08,23.39,0,0,0,0,0,70.16,66.85,20,2.4,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.13,0,0,16.48,0,141.09,0,0,139.68,0

39,09:30-09:45,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,41.68,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,35.33,0,341.57,565.95,42.08,0,0,0,0,0,0,70.16,66.85,20,2.4,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.13,0,0,16.48,0,141.09,0,0,139.68,0

40,09:45-10:00,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,41.68,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,35.33,0,341.57,577.5,42.08,0,0,0,0,0,0,70.16,66.85,20,2.4,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.13,0,0,16.48,0,141.09,0,0,139.68,0

41,10:00-10:15,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,41.48,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,2.76,0,341.57,600.6,42.08,0,0,0,0,0,0,70.16,66.85,20,2.4,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.76,0,0,16.48,0,141.09,0,0,139.68,0

42,10:15-10:30,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,41.48,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,1.11,0,341.57,623.7,42.08,0,0,0,0,0,0,70.16,66.85,20,2.4,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.76,0,0,16.48,0,141.09,0,0,139.68,0

43,10:30-10:45,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,41.48,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,1.11,0,341.57,646.8,42.08,0,0,0,0,0,0,70.16,66.85,20,2.4,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.76,0,0,16.48,0,141.09,0,0,139.68,0

44,10:45-11:00,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,41.48,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,1.11,0,341.57,654.31,42.08,0,0,0,0,0,0,70.16,66.85,20,2.4,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.76,0,0,16.48,0,141.09,0,0,139.68,0

45,11:00-11:15,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,41.48,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,2.21,0,341.57,654.31,42.08,0,0,0,0,0,0,70.05,66.85,20,2.4,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.76,0,0,16.48,0,141.09,0,0,139.68,0

46,11:15-11:30,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,41.48,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,35.33,0,341.57,654.31,42.08,0,0,0,0,0,0,70.05,66.85,20,2.4,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.76,0,0,16.48,0,141.09,0,0,139.68,0

47,11:30-11:45,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,41.48,0,20.8,0,0,0,10.76,0,92,0,0,21.19,26.39,35.33,0,341.57,654.31,42.08,0,0,0,0,0,0,70.05,66.85,20,2.4,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.13,0,0,16.48,0,141.09,0,0,139.68,0

48,11:45-12:00,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,41.48,0,20.8,0,0,0,10.76,0,92,0,0,21.19,26.39,2.21,0,341.57,654.31,42.08,0,0,0,0,0,0,70.05,66.85,20,2.4,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,11.91,0,0,16.48,0,141.09,0,0,139.68,0

49,12:00-12:15,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,41.16,0,20.8,0,0,0,10.76,0,92,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,0,0,0,0,0,0,70.05,65.76,20,2.4,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.13,0,0,16.48,0,141.09,0,0,139.68,0

50,12:15-12:30,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,41.16,0,20.8,0,0,0,10.76,0,92,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,0,0,0,0,0,0,70.05,65.76,20,2.4,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.13,0,0,16.48,0,141.09,0,0,139.68,0

51,12:30-12:45,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,41.16,0,20.8,0,0,0,10.76,0,92,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,0,0,0,0,0,0,70.05,65.76,20,2.4,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.13,0,0,16.48,0,141.09,0,0,139.68,0

52,12:45-13:00,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,41.16,0,20.8,0,0,0,10.76,0,92,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,0,0,0,0,0,0,70.05,65.76,20,2.4,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.13,0,0,16.48,0,141.09,0,0,139.68,0

53,13:00-13:15,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,41.16,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,0,0,0,0,0,0,70.05,65.76,20,2.4,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,11.91,0,0,16.48,0,141.09,0,0,133.5,0

54,13:15-13:30,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,41.16,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,0,0,0,0,0,0,70.05,65.76,20,2.4,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,11.91,0,0,16.48,0,141.09,0,0,133.5,0

55,13:30-13:45,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,41.16,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,0,0,0,0,0,0,70.05,65.76,20,2.4,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.76,0,0,16.48,0,125.88,0,0,133.5,0

56,13:45-14:00,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,41.16,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,0,0,0,0,0,0,70.05,65.76,20,2.4,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.76,0,0,16.48,0,125.88,0,0,133.5,0

57,14:00-14:15,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,41.16,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,0,0,0,0,0,0,70.05,65.76,20,2.4,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.76,0,0,16.48,0,125.88,0,0,133.5,0

58,14:15-14:30,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,41.16,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,0,0,0,0,0,0,70.05,65.76,20,2.4,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.76,0,0,16.48,0,125.88,0,0,133.5,0

59,14:30-14:45,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,20.91,20.56,41.16,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,0,0,0,0,0,0,70.05,65.76,20,2.4,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.76,0,0,16.48,0,125.88,0,0,133.5,0

60,14:45-15:00,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,20.91,20.56,41.16,0,20.8,0,0,0,4.57,0,92,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,0,0,0,0,0,0,70.05,65.76,20,2.4,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.76,0,0,16.48,0,125.88,0,0,133.5,0

61,15:00-15:15,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,20.91,20.56,41.16,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,0,0,0,0,0,0,70.05,65.76,20,2.4,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.76,0,0,16.48,0,125.88,0,0,133.5,0

62,15:15-15:30,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,20.91,20.56,41.16,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,0,0,0,0,0,0,70.05,65.76,20,2.4,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.76,0,0,16.48,0,125.88,0,0,133.5,0

63,15:30-15:45,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,20.91,20.56,41.16,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,23.39,0,0,0,0,0,70.05,65.76,20,2.4,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.76,0,0,16.48,0,125.88,0,0,133.5,0

