Block,Time Block,JHAJJAR,BSIUL,CHAMERA3,DHAULIGNGA,CHAMERA2,FSTPP I & II,DULHASTI,DADRT2,CHAMERA1,BRBCL,DADRI_LF,DADRI_RF,SASAN,TEHRI,TANDA2,SIMHST1,SINGRAULI_HYDRO,RSTPSU7,SALAL,SEWA2,SIMHST2,TALST2,SINGRAULI,TANAKPUR,TEHRIPSP,TelanganaSTPP,TALA,UNCHAHAR2,UNCHAHAR1,ANTA_CRF,ANTA_RF,AURY_LF,URI,ANTA_LF,AURY_GF,DADRI_CRF,UNCHAHAR4,VALLURNTECL,ANTA_GF,AURY_CRF,DADRI_GF,AURY_RF,URI2,UNCHAHAR3,NAPP,KUDGI,NJPC,NLCEXP,MAPS,RIHAND1,RAPPB,RSTPSU1TO6,NLCIIST1,RAPPD,NLCIIST2,RAMPUR,RIHAND3,NLCTS2EXP,RAPPC,NNTPP,NTPL,PARBATI3,RIHAND2,PARBATI2,KGSU1AND2,KGSU3AND4,KHSTPP-I,KKNP,KHSTPP-II,KISHANGANGA,KOTESHWR,KKNPPU2,KOLDAM,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
12,02:45-03:00,230.35,18.77,32.58,40.75,45.23,9.76,51.71,4.94,40.46,14.56,0,0,401.94,72.52,1.58,0,0,0,81.42,17.6,0,0,78.67,12.53,0,0,19.55,23.76,11.95,0,0,0,29.67,0,0,0,0.59,0,0,0,0,0,23.94,14.62,23.02,0,168.72,0,0,39.62,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,35.68,104.49,49.98,0,0,28.06,0,60.57,2.23,38.94,0,8.27,0,0,0,0,0

13,03:00-03:15,230.35,18.77,32.58,40.75,45.23,9.76,51.71,4.94,40.46,14.76,0,0,401.94,72.52,1.58,0,0,0,79.18,17.6,0,0,89.85,11.43,0,0,19.62,23.76,11.83,0,0,0,29.67,0,0,0,0.59,0,0,0,0,0,23.94,14.62,23.02,0,168.72,0,0,39.62,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,35.68,104.49,49.98,0,0,28.06,0,81.14,2.23,19.47,0,8.27,0,0,0,0,0

14,03:15-03:30,230.35,18.77,32.58,40.75,45.23,9.76,51.71,4.94,40.46,17.14,0,0,401.94,72.52,1.58,0,0,0,79.18,17.6,0,0,95.09,11.43,0,0,19.62,23.76,11.83,0,0,0,29.67,0,0,0,0.59,0,0,0,0,0,23.94,14.62,23.02,0,168.72,0,0,39.62,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,35.68,104.49,49.98,0,0,28.06,0,81.14,2.23,19.47,0,8.27,0,0,0,0,0

15,03:30-03:45,230.35,18.77,32.58,40.75,45.23,9.76,51.71,4.94,40.46,15.03,0,0,401.94,72.52,1.58,0,0,0,79.18,17.6,0,0,95.09,11.43,0,0,19.62,23.76,11.83,0,0,0,29.67,0,0,0,0.59,0,0,0,0,0,23.94,14.62,23.02,0,168.72,0,0,39.62,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,35.68,104.49,47.28,0,0,28.06,0,81.14,2.23,19.47,0,8.27,0,0,0,0,0

16,03:45-04:00,230.35,18.77,32.58,40.75,45.23,9.76,51.71,4.94,40.46,15.85,0,0,401.94,72.52,1.58,0,0,0,79.18,17.6,0,0,95.09,11.43,0,0,19.58,23.76,11.83,0,0,0,29.67,0,0,0,0.59,0,0,0,0,0,23.94,14.62,23.02,0,168.72,0,0,39.62,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,35.68,104.49,47.28,0,0,28.06,0,81.14,2.23,19.47,0,8.27,0,0,0,0,0

17,04:00-04:15,230.35,18.77,32.58,40.75,45.23,9.76,51.71,4.94,40.46,17.39,0,0,401.94,72.52,1.58,0,0,0,79.18,17.6,0,0,105.56,11.43,0,0,19.58,23.76,11.83,0,0,0,24.37,0,0,0,0.59,0,0,0,0,0,23.94,14.62,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,35.68,120.23,47.28,0,0,28.06,0,81.14,2.23,19.47,0,8.27,0,0,0,0,0

18,04:15-04:30,230.35,18.77,32.58,40.75,45.23,9.76,51.71,4.94,40.46,17.32,0,0,401.94,72.52,1.58,0,0,0,79.18,17.6,0,0,95.09,11.43,0,0,19.58,23.76,11.83,0,0,0,24.37,0,0,0,0.59,0,0,0,0,0,23.94,14.62,23.02,0,168.72,0,0,45.25,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,35.68,120.23,47.28,0,0,28.06,0,81.14,2.23,19.47,0,8.27,0,0,0,0,0

19,04:30-04:45,230.35,18.77,32.58,40.75,45.23,9.76,51.71,4.94,40.46,17.23,0,0,401.94,72.52,1.58,0,0,0,79.18,17.6,0,0,95.09,11.43,0,0,19.36,23.76,11.83,0,0,0,24.37,0,0,0,0.59,0,0,0,0,0,23.94,14.62,23.02,0,168.72,0,0,44.27,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,35.68,120.23,47.28,0,0,28.06,0,81.14,2.23,19.47,0,8.27,0,0,0,0,0

20,04:45-05:00,230.35,18.77,32.58,40.75,45.23,9.76,51.71,4.94,40.46,19.19,0,0,401.94,72.52,1.58,0,0,0,79.18,17.6,0,0,95.09,11.43,0,0,19.22,23.76,11.83,0,0,0,24.37,0,0,0,0.59,0,0,0,0,0,23.94,14.62,23.02,0,168.72,0,0,39.62,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,35.68,116.69,47.28,0,0,28.06,0,81.14,2.23,19.47,0,8.27,0,0,0,0,0

21,05:00-05:15,230.35,12.52,32.58,40.75,45.23,9.76,51.71,4.94,40.46,23.99,0,0,401.94,72.52,1.58,0,0,0,79.18,17.6,0,0,95.09,11.43,0,0,19.07,23.76,11.83,0,0,0,29.67,0,0,0,0.59,0,0,0,0,0,23.94,14.62,23.02,0,168.72,0,0,39.99,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,35.68,120.23,47.28,0,0,24.49,0,81.14,2.23,19.47,0,8.27,0,0,0,0,0

22,05:15-05:30,230.35,12.52,32.58,40.75,45.23,9.76,51.71,4.94,40.46,23.99,0,0,401.94,72.52,1.58,0,0,0,79.18,17.6,0,0,104.71,11.43,0,0,18.94,23.76,11.83,0,0,0,29.67,0,0,0,0.59,0,0,0,0,0,23.94,14.62,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,35.68,120.23,47.28,0,0,24.49,0,81.14,2.23,19.47,0,8.27,0,0,0,0,0

23,05:30-05:45,230.35,12.52,32.58,40.75,45.23,9.76,51.71,4.94,40.46,23.99,0,0,401.94,72.52,1.58,0,0,0,79.18,17.6,0,0,101.09,11.43,0,0,18.76,23.76,11.83,0,0,0,29.67,0,0,0,0.59,0,0,0,0,0,35.92,14.62,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,35.68,120.23,47.28,0,0,24.49,0,81.14,2.23,19.47,0,8.27,0,0,0,0,0

24,05:45-06:00,230.35,12.52,32.58,40.75,45.23,9.76,51.71,4.94,40.46,18.5,0,0,401.94,72.52,1.58,0,0,0,79.18,17.6,0,0,95.09,11.43,0,0,18.51,23.76,11.83,0,0,0,29.67,0,0,0,0.59,0,0,0,0,0,35.92,14.62,23.02,0,168.72,0,0,39.62,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,35.68,112.93,47.28,0,0,24.49,0,81.14,2.23,19.47,0,8.27,0,0,0,0,0

25,06:00-06:15,230.35,12.52,32.58,40.75,45.23,9.76,51.71,4.94,40.46,20.16,0,0,401.94,72.52,1.58,0,0,0,79.18,17.6,0,0,100.74,11.43,0,0,18.37,23.76,11.83,0,0,0,29.67,0,0,0,0.59,0,0,0,0,0,23.94,14.62,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,35.68,120.23,47.28,0,0,28.06,0,81.14,2.23,19.47,0,8.27,0,0,0,0,0

26,06:15-06:30,230.35,12.52,32.58,40.75,45.23,9.76,51.71,4.94,40.46,23.99,0,0,401.94,72.52,1.58,0,0,0,79.18,17.6,0,0,105.61,11.43,0,0,18.23,23.76,11.83,0,0,0,29.67,0,0,0,0.59,0,0,0,0,0,23.94,14.62,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,35.68,120.23,47.28,0,0,28.06,0,81.14,2.23,19.47,0,8.27,0,0,0,0,0

27,06:30-06:45,230.35,12.52,32.58,40.75,45.23,9.76,51.71,4.94,40.46,23.99,0,0,401.94,72.52,1.58,0,0,0,79.18,17.6,0,0,108.27,11.43,0,0,18.15,23.76,11.83,0,0,0,50.26,0,0,0,0.59,0,0,0,0,0,35.92,14.62,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,35.68,120.23,47.28,0,0,28.06,0,86.4,2.23,19.47,0,8.27,0,0,0,0,0

28,06:45-07:00,230.35,12.52,32.58,40.75,45.23,9.76,51.71,4.94,40.46,20.16,0,0,401.94,72.52,1.58,0,0,0,79.18,17.6,0,0,108.27,11.43,0,0,18.23,23.76,11.83,0,0,0,50.26,0,0,0,0.59,0,0,0,0,0,35.92,14.62,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,35.68,120.23,47.28,0,0,28.06,0,84.56,2.23,19.47,0,8.27,0,0,0,0,0

29,07:00-07:15,230.35,12.52,32.58,40.75,45.23,9.76,51.71,4.94,40.46,17.94,0,0,401.94,72.52,1.58,0,0,0,79.18,17.6,0,0,78.67,11.43,0,0,18.23,23.76,11.83,0,0,0,50.26,0,0,0,0.59,0,0,0,0,0,23.94,14.62,23.02,0,168.72,0,0,25.95,0,0,0,22.73,0,5.44,92.24,0,62.79,0,0,35.68,80.29,47.28,0,0,28.06,0,60.57,2.23,19.47,0,8.27,0,0,0,0,0

30,07:15-07:30,230.35,12.52,32.58,40.75,45.23,9.76,51.71,4.94,40.46,21.12,0,0,401.94,72.52,1.58,0,0,0,79.18,17.6,0,0,78.67,11.43,0,0,18.23,23.76,11.96,0,0,0,36.02,0,0,0,0.59,0,0,0,0,0,23.94,14.62,23.02,0,168.72,0,0,25.95,0,0,0,22.73,0,5.44,92.24,0,62.79,0,0,35.68,80.29,47.28,0,0,28.06,0,60.57,2.23,19.47,0,8.27,0,0,0,0,0

31,07:30-07:45,230.35,12.52,32.58,40.75,45.23,9.76,51.71,4.94,40.46,17.94,0,0,401.94,72.52,1.58,0,0,0,79.18,17.6,0,0,78.67,11.43,0,0,18.23,23.86,12.49,0,0,0,36.02,0,0,0,0.59,0,0,0,0,0,23.94,15.44,23.02,0,168.72,0,0,25.95,0,0,0,22.73,0,5.44,92.24,0,62.79,0,0,35.68,80.29,47.28,0,0,24.67,0,60.57,2.23,19.47,0,8.27,0,0,0,0,0

32,07:45-08:00,230.35,12.52,32.58,40.75,45.23,9.76,51.71,4.94,40.46,16.69,0,0,401.94,72.52,1.58,0,0,0,79.18,17.6,0,0,78.67,11.43,0,0,18.23,23.86,12.49,0,0,0,36.02,0,0,0,0.59,0,0,0,0,0,23.94,15.44,23.02,0,168.72,0,0,25.95,0,0,0,22.73,0,5.44,92.24,0,62.79,0,0,35.68,80.29,47.28,0,0,24.49,0,52.19,2.23,19.47,0,8.27,0,0,0,0,0

33,08:00-08:15,230.35,12.52,32.58,40.75,45.23,9.76,51.71,4.94,40.46,18.75,0,0,366.19,72.52,1.58,0,0,0,79.18,17.6,0,0,78.67,11.43,0,0,18.23,28.79,12.86,0,0,0,50.26,0,0,0,0.59,0,0,0,0,0,23.94,15.44,23.02,0,168.72,0,0,25.95,0,0,0,22.73,0,5.44,92.24,0,62.79,0,0,35.68,80.29,47.28,0,0,24.49,0,52.19,2.23,19.47,0,8.27,0,0,0,0,0

34,08:15-08:30,230.35,12.52,32.58,40.75,45.23,9.76,51.71,4.94,40.46,21.9,0,0,366.19,72.52,1.58,0,0,0,79.18,17.6,0,0,78.67,11.43,0,0,18.23,28.79,12.51,0,0,0,50.26,0,0,0,0.59,0,0,0,0,0,23.94,15.44,23.02,0,168.72,0,0,25.95,0,0,0,22.73,0,5.44,92.24,0,62.79,0,0,35.68,80.29,47.28,0,0,25.37,0,52.19,2.23,19.47,0,8.27,0,0,0,0,0

35,08:30-08:45,230.35,12.52,32.58,40.75,45.23,9.76,51.71,4.94,40.46,22.08,0,0,366.19,54.39,1.58,0,0,0,79.18,17.6,0,0,78.67,11.43,0,0,21.02,28.79,12.51,0,0,0,50.26,0,0,0,0.59,0,0,0,0,0,35.92,15.44,23.02,0,168.72,0,0,25.95,0,0,0,22.73,0,5.44,92.24,0,62.79,0,0,35.68,80.29,47.28,0,0,29.73,0,56.04,2.23,19.47,0,8.27,0,0,0,0,0

36,08:45-09:00,230.35,12.52,32.58,40.75,45.23,9.76,51.71,4.94,40.46,18.93,0,0,366.19,36.26,1.58,0,0,0,79.18,17.6,0,0,78.67,11.43,0,0,21.02,28.79,12.51,0,0,0,36.02,0,0,0,0.59,0,0,0,0,0,35.92,15.44,23.02,0,168.72,0,0,25.95,0,0,0,22.73,0,5.44,92.24,0,62.79,0,0,35.68,80.29,47.28,0,0,29.73,0,56.04,2.23,19.47,0,8.27,0,0,0,0,0

37,09:00-09:15,230.35,18.77,32.58,40.75,45.23,9.76,51.71,4.94,40.46,16.51,0,0,366.19,18.13,1.58,0,0,0,79.18,17.6,0,0,60.05,11.43,0,0,21.02,28.79,12.51,0,0,0,25.43,0,0,0,0.59,0,0,0,0,0,26.93,15.44,23.02,0,168.72,0,0,25.95,0,0,0,22.73,0,5.44,92.24,0,62.79,0,0,35.68,80.29,47.28,0,0,29.73,0,60.98,2.23,19.47,0,8.27,0,0,0,0,0

38,09:15-09:30,230.35,18.77,32.58,40.75,45.23,9.76,51.71,4.94,40.46,18.39,0,0,366.19,0,1.58,0,0,0,79.18,17.6,0,0,60.05,11.43,0,0,21.02,28.79,12.51,0,0,0,25.43,0,0,0,0.59,0,0,0,0,0,26.93,15.44,23.02,0,168.72,0,0,25.95,0,0,0,22.73,0,5.44,92.24,0,62.79,0,0,35.68,80.29,47.28,0,0,29.73,0,60.98,2.23,9.73,0,8.27,0,0,0,0,0

39,09:30-09:45,230.35,18.77,32.58,40.75,45.23,9.76,51.71,4.94,40.46,19.07,0,0,366.19,0,1.58,0,0,0,79.18,17.6,0,0,60.05,11.43,0,0,21.23,28.79,12.51,0,0,0,25.43,0,0,0,0.59,0,0,0,0,0,26.93,15.44,23.02,0,168.72,0,0,25.95,0,0,0,22.73,0,5.44,92.24,0,62.79,0,0,35.68,80.29,34.45,0,0,29.73,0,60.98,2.23,9.73,0,8.27,0,0,0,0,0

40,09:45-10:00,230.35,18.77,32.58,40.75,45.23,9.76,51.71,4.94,40.46,20.73,0,0,366.19,0,1.58,0,0,0,79.18,17.6,0,0,60.05,11.43,0,0,21.23,28.79,12.51,0,0,0,25.43,0,0,0,0.59,0,0,0,0,0,26.93,15.44,23.02,0,168.72,0,0,25.95,0,0,0,22.73,0,5.44,92.24,0,62.79,0,0,35.68,80.29,34.45,0,0,29.73,0,60.98,2.23,9.73,0,8.27,0,0,0,0,0

41,10:00-10:15,230.35,18.77,32.58,40.75,45.23,9.76,51.71,4.94,40.46,18.24,0,0,366.19,0,1.58,0,0,0,79.18,17.6,0,0,60.05,11.43,0,0,21.23,28.79,12.51,0,0,0,29.67,0,0,0,0.59,0,0,0,0,0,26.93,15.44,23.02,0,168.72,0,0,25.95,0,0,0,22.73,0,5.44,92.24,0,62.79,0,0,35.68,80.29,34.45,0,0,29.73,0,60.98,2.23,9.73,0,8.27,0,0,0,0,0

42,10:15-10:30,230.35,18.77,32.58,40.75,45.23,9.76,51.71,4.94,40.46,16.77,0,0,366.19,0,1.58,0,0,0,79.18,17.6,0,0,60.05,11.43,0,0,21.23,28.79,12.51,0,0,0,29.67,0,0,0,0.59,0,0,0,0,0,26.93,15.44,23.02,0,168.72,0,0,25.95,0,0,0,22.73,0,5.44,92.24,0,62.79,0,0,35.68,80.29,34.45,0,0,29.73,0,60.98,2.23,9.73,0,8.27,0,0,0,0,0

43,10:30-10:45,230.35,18.77,32.58,40.75,45.23,9.76,51.71,4.94,40.46,16.46,0,0,366.19,0,1.58,0,0,0,79.18,17.6,0,0,60.05,11.43,0,0,21.24,28.79,12.19,0,0,0,33.91,0,0,0,0.59,0,0,0,0,0,26.93,15.44,23.02,0,168.72,0,0,25.95,0,0,0,22.73,0,5.44,70.21,0,62.79,0,0,35.68,66.61,34.45,0,0,29.73,0,60.98,2.23,9.73,0,8.27,0,0,0,0,0

44,10:45-11:00,230.35,18.77,32.58,40.75,45.23,9.76,51.71,4.94,40.46,15.02,0,0,366.19,0,1.58,0,0,0,79.18,17.6,0,0,60.05,11.43,0,0,21.24,28.79,12.19,0,0,0,33.91,0,0,0,0.59,0,0,0,0,0,26.93,15.44,23.02,0,168.72,0,0,25.95,0,0,0,22.73,0,5.44,70.21,0,62.79,0,0,35.68,66.61,34.45,0,0,29.73,0,60.98,2.23,9.73,0,8.27,0,0,0,0,0

45,11:00-11:15,230.35,18.77,32.58,40.75,45.23,9.76,51.71,4.94,40.46,16.27,0,0,354.34,0,1.58,0,0,0,79.18,17.6,0,0,60.05,11.43,0,0,21.39,28.79,12.86,0,0,0,38.15,0,0,0,0.59,0,0,0,0,0,26.93,15.44,23.02,0,168.72,0,0,25.95,0,0,0,22.73,0,5.44,69.29,0,62.79,0,0,35.68,66.61,34.45,0,0,29.73,0,58.18,2.23,9.73,0,8.27,0,0,0,0,0

46,11:15-11:30,230.35,18.77,32.58,40.75,45.23,9.76,51.71,4.94,40.46,15.09,0,0,340.18,0,1.58,0,0,0,79.18,17.6,0,0,60.05,11.43,0,0,21.39,28.79,12.86,0,0,0,38.15,0,0,0,0.59,0,0,0,0,0,26.93,15.44,23.02,0,168.72,0,0,25.95,0,0,0,22.73,0,5.44,69.29,0,62.79,0,0,35.68,66.61,34.45,0,0,29.73,0,58.18,2.23,9.73,0,8.27,0,0,0,0,0

47,11:30-11:45,230.35,18.77,32.58,40.75,45.23,9.76,51.71,4.94,40.46,15.46,0,0,340.18,0,1.58,0,0,0,79.18,17.6,0,0,60.05,11.43,0,0,21.24,28.79,12.86,0,0,0,29.67,0,0,0,0.59,0,0,0,0,0,26.93,15.44,23.02,0,168.72,0,0,25.95,0,0,0,22.73,0,5.44,69.29,0,62.79,0,0,35.68,66.61,34.45,0,0,29.73,0,60.98,2.23,9.73,0,8.27,0,0,0,0,0

48,11:45-12:00,230.35,18.77,32.58,40.75,45.23,9.76,51.71,4.94,40.46,19.37,0,0,364.18,0,1.58,0,0,0,79.18,17.6,0,0,68.45,11.43,0,0,21.24,28.79,12.86,0,0,0,29.67,0,0,0,0.59,0,0,0,0,0,26.93,15.44,23.02,0,168.72,0,0,28.45,0,0,0,22.73,0,5.44,69.29,0,62.79,0,0,35.68,82.35,34.45,0,0,29.73,0,60.98,2.23,19.47,0,8.27,0,0,0,0,0

49,12:00-12:15,230.35,18.77,32.58,40.75,45.23,9.76,51.71,4.94,40.46,23.99,0,0,378.82,18.13,1.58,0,0,0,79.18,17.6,0,0,66.7,11.43,0,0,21.28,28.79,12.86,0,0,0,29.67,0,0,0,0.59,0,0,0,0,0,26.93,15.44,23.02,0,168.72,0,0,28.45,0,0,0,22.73,0,5.44,69.29,0,62.79,0,0,35.68,82.35,34.45,0,0,29.73,0,60.98,4.45,19.47,0,8.27,0,0,0,0,0

50,12:15-12:30,230.35,18.77,32.58,40.75,45.23,9.76,51.71,4.94,40.46,23.99,0,0,378.82,36.26,1.58,0,0,0,79.18,17.6,0,0,66.55,11.43,0,0,21.34,28.79,12.86,0,0,0,29.67,0,0,0,0.59,0,0,0,0,0,26.93,15.44,23.02,0,168.72,0,0,28.45,0,0,0,22.73,0,5.44,69.29,0,62.79,0,0,35.68,82.35,34.45,0,0,29.73,0,60.98,4.45,19.47,0,8.27,0,0,0,0,0

51,12:30-12:45,230.35,18.77,32.58,40.75,45.23,9.76,51.71,4.94,40.46,21.12,0,0,378.82,36.26,1.58,0,0,0,79.18,17.6,0,0,67.42,11.43,0,0,21.5,28.79,12.86,0,0,0,29.67,0,0,0,0.59,0,0,0,0,0,26.93,15.44,23.02,0,168.72,0,0,28.45,0,0,0,22.73,0,5.44,69.29,0,62.79,0,0,35.68,82.35,48.62,0,0,29.73,0,60.98,0,19.47,0,8.27,0,0,0,0,0

52,12:45-13:00,230.35,12.52,32.58,40.75,45.23,9.76,51.71,4.94,40.46,21.12,0,0,378.82,36.26,1.58,0,0,0,79.18,17.6,0,0,60.05,11.43,0,0,21.67,28.79,12.86,0,0,0,29.67,0,0,0,0.59,0,0,0,0,0,26.93,15.44,23.02,0,168.72,0,0,26.52,0,0,0,22.73,0,5.44,69.29,0,62.79,0,0,35.68,82.35,48.62,0,0,29.73,0,60.98,0,19.47,0,8.27,0,0,0,0,0

