Column1,Time,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/31072042/L_NR_2023_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,GNA/NR/2024/09/01/9821,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/09/01/6566,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/09/01/7908,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/09/16/2535,NR/30092023/31122025/SH-07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/09/01/6020,GNA/NR/2024/09/01/8090,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,GNA/NR/2024/09/01/2171,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/09/01/7119,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,NR/01082024/30092024/LT_MEJA_DELHI,L_NR_2019_19
7,01:30-01:45,9.6,0,0,0,0,0,0,10.67,25,0,0,0,0,8,25,0,32,10.66,32.86,4.27,30.28,24.16,8.3,0,205.4,163.08,24.08,273.25,96.64,8.78,24.08,100.68,0,5.67,70.44,2.42,5.23,17.47,0,0,87.17,7.95,0

8,01:45-02:00,8.4,0,0,0,0,0,0,10.67,25,0,0,0,0,7.66,25,0,32,10.66,32.86,4.27,30.28,24.16,8.3,0,176.41,163.08,24.08,273.25,96.64,8.78,24.08,100.68,0,5.67,70.44,2.42,5.23,17.47,0,0,68.16,7.95,0

9,02:00-02:15,7.4,0,0,0,0,0,0,10.67,24.33,0,0,0,0,7.34,24.33,0,32,10.66,32.86,4.27,30.28,24.16,8.21,0,176.41,163.08,24.08,273.25,96.64,8.78,24.08,100.68,0,5.67,70.44,2.42,5.07,17.47,0,0,68.16,7.95,0

10,02:15-02:30,7.4,0,0,0,0,0,0,10.5,23.67,0,0,0,0,7.34,23.67,0,31.5,10.5,32.86,4.27,29.26,24.16,8.21,0,148.82,163.08,24.08,273.25,96.64,8.78,24.08,100.68,0,5.67,70.44,2.42,5.07,17.47,0,0,68.16,7.95,0

11,02:30-02:45,7.4,0,0,0,0,0,0,8.33,22.67,0,0,0,0,7,22.67,0,25,8.34,32.86,4.27,29.26,24.16,8.21,0,148.82,163.08,24.08,273.25,96.64,8.78,24.08,100.68,0,5.05,70.44,2.42,5.07,17.47,0,0,68.16,7.95,0

12,02:45-03:00,7.4,0,0,0,0,0,0,8,22.67,0,0,0,0,6.66,22.67,0,24,8,32.86,4.27,29.26,24.16,8.21,0,148.82,163.08,24.08,273.25,96.64,8.78,24.08,100.68,0,5.05,70.44,2.42,5.07,17.47,0,0,68.16,7.95,0

13,03:00-03:15,7.4,0,0,0,0,0,0,7.83,24,0,0,0,0,6.66,24,0,23.5,7.84,0,4.09,29.26,24.16,8.12,0,148.82,163.08,24.08,273.25,96.64,8.78,24.08,86.98,0,5.05,70.44,2.42,5.07,17.47,0,0,57.69,7.95,0

14,03:15-03:30,7.4,0,0,0,0,0,0,7.67,22.67,0,0,0,0,7,22.67,0,23,7.66,0,4.09,29.26,24.16,8.12,0,148.82,163.08,24.08,273.25,96.64,8.78,24.08,86.98,0,5.05,70.44,2.42,5.07,17.47,0,0,57.69,7.95,0

15,03:30-03:45,7.4,0,0,0,0,0,0,7.67,21.33,0,0,0,0,7,21.33,0,23,7.66,0,4.09,29.26,24.16,8.12,0,148.82,163.08,24.08,231.94,96.64,8.78,24.08,82.14,0,5.21,70.44,2.42,5.07,17.47,0,0,57.69,7.95,0

16,03:45-04:00,7.4,0,0,0,0,0,0,7.5,20.33,0,0,0,0,7.34,20.33,0,22.5,7.5,0,4.09,29.26,24.16,8.12,0,148.82,163.08,24.08,193.28,96.64,8.78,24.08,86.98,0,5.21,70.44,2.42,5.07,17.47,0,0,57.69,7.95,0

17,04:00-04:15,7.4,0,0,0,0,0,0,7,21,0,0,0,0,7.66,21,0,21,7,0,3.9,29.26,24.16,8.03,0,148.82,163.08,24.08,150.28,96.64,8.78,24.08,77.31,0,5.21,70.44,2.42,4.92,17.47,0,0,57.69,7.95,0

18,04:15-04:30,7.4,0,0,0,0,0,0,7,20.33,0,0,0,0,7.66,20.33,0,21,7,0,3.9,29.26,24.16,8.03,0,148.82,163.08,24.08,150.28,96.64,8.78,24.08,77.31,0,5.21,70.44,2.42,4.92,17.47,0,0,57.69,7.95,0

19,04:30-04:45,7.4,0,0,0,0,0,0,7,21,0,0,0,0,8,21,0,21,7,0,3.9,29.26,24.16,8.03,0,148.82,163.08,24.08,150.28,96.64,8.78,24.08,77.31,0,5.21,70.44,2.42,4.92,17.47,0,0,57.69,7.95,0

20,04:45-05:00,7.4,0,0,0,0,0,0,7,22,0,0,0,0,8.34,22,0,21,7,0,3.9,29.26,24.16,8.03,0,148.82,163.08,24.08,150.28,96.64,8.78,24.08,83.11,0,5.21,70.44,2.42,4.92,17.47,0,0,57.69,7.95,0

21,05:00-05:15,7.4,0,0,0,0,0,0,7,18.33,0,0,0,0,8.66,18.33,0,21,7,0,3.9,29.26,24.16,8.03,0,148.82,163.08,24.08,150.28,96.64,8.78,24.08,83.11,0,5.21,70.44,2.42,4.92,17.47,0,0,57.69,7.95,0

22,05:15-05:30,7.4,0,0,0,0,0,0,7,17.67,0,0,0,0,8.66,17.67,0,21,7,0,3.9,29.26,24.16,8.03,0,148.82,163.08,24.08,193.28,96.64,8.78,24.08,83.11,0,5.21,70.44,2.42,4.92,17.47,0,0,57.69,7.95,0

23,05:30-05:45,7.4,0,0,0,0,0,0,7,17.33,0,0,0,0,8.66,17.33,0,21,7,0,3.9,29.26,24.16,8.03,0,192.75,163.08,24.08,231.94,96.64,8.78,24.08,83.11,0,5.21,70.44,2.42,4.92,17.47,0,0,76.63,7.95,0

24,05:45-06:00,7.4,0,0,0,0,0,0,7.5,16.67,0,0,0,0,8.66,16.67,0,22.5,7.5,0,3.9,29.26,24.16,8.03,0,192.75,163.08,24.08,273.25,96.64,8.78,24.08,86.98,0,5.21,70.44,2.42,4.92,17.47,0,0,76.63,7.95,0

25,06:00-06:15,7.4,0,0,1,0,0,0,7,16.33,0,6.25,3,0,8.66,16.33,11.11,21,7,0,3.9,29.26,24.16,7.93,0,220.34,0,24.08,273.25,96.64,8.78,24.08,100.68,0,5.05,70.44,2.42,4.76,17.47,0,0,87.17,7.95,0

26,06:15-06:30,7.4,1,0,2,0,0,0,7,16,0,13.39,8,1,8.34,16,21.58,21,7,0,3.9,29.26,24.16,7.93,0,220.34,0,24.08,273.25,96.64,8.78,24.08,100.68,0,5.05,70.44,2.42,4.76,17.47,0,0,87.17,7.95,2.48

27,06:30-06:45,7.4,3,0.88,5,2,0.18,1,7,16,2,22.31,11,4,6,16,29.7,21,7,0,3.9,30.28,24.16,7.93,0,220.34,0,24.08,273.25,96.64,8.78,24.08,100.68,0.42,5.05,70.44,2.42,4.76,17.47,0.41,0.41,87.17,7.95,8.14

28,06:45-07:00,7.4,4,4.23,8,3,0.85,3,7,17,3,29.45,14,7,6.34,17,33,21,7,0,3.9,30.28,24.16,7.93,0,220.34,0,24.08,273.25,96.64,8.78,24.08,100.68,0.76,5.05,70.44,2.42,4.76,17.47,0.74,0.74,87.17,7.95,13.76

29,07:00-07:15,7.4,5,10.23,10,7,2.04,6,7,14,5,33,17,14,6.66,14,33,21,7,0,3.72,30.28,24.16,7.93,0,248.85,0,24.08,273.25,96.64,8.78,24.08,100.68,1.28,5.05,66.28,2.42,4.76,17.47,1.25,1.25,87.17,7.95,19.75

30,07:15-07:30,7.4,7,18.6,15,10,3.72,10,7,14,7,33,24,25,6.66,14,33,21,7,0,3.72,30.28,24.16,7.93,0,248.85,0,24.08,273.25,96.64,8.78,24.08,100.68,2.01,5.05,70.44,2.42,4.76,17.47,1.96,1.96,87.17,7.95,27.25

31,07:30-07:45,7.4,9,33.33,18,15,6.66,16,7,14,8,32.66,32.67,39,7,14,32.67,21,7,0,3.72,30.28,24.16,7.93,0,259.83,0,24.08,273.25,96.64,8.78,24.08,100.68,2.89,5.05,70.44,2.42,4.76,17.47,2.82,2.82,87.17,7.95,39.95

32,07:45-08:00,7.4,12,50.18,25,19,10.03,22,7,14,11,33,33,53,7.34,14,33,21,7,0,3.72,31.29,24.16,7.93,0,169.12,0,24.08,231.94,96.64,8.78,24.08,100.68,3.57,5.05,70.44,2.42,4.76,17.47,3.49,3.49,57.69,7.95,50.23

33,08:00-08:15,7.4,15,68.78,32,25,13.75,27,7,14,16,33,33,63,7.34,14,33,21,7,0,3.72,31.29,24.16,7.84,0,169.12,0,24.08,193.28,96.64,8.78,24.08,100.68,4.56,5.05,70.44,2.42,4.61,17.47,4.45,4.45,57.69,7.95,60.41

34,08:15-08:30,7.4,19,88.97,39,31,17.79,33,7,14,19,33,33,77,7.34,14,33,21,7,0,3.72,31.28,24.16,7.84,0,169.12,0,24.08,150.28,96.64,8.78,24.08,100.68,5.64,5.05,70.44,2.42,4.61,17.47,5.5,5.5,57.69,7.95,69.85

35,08:30-08:45,7.4,22,108.01,46,39,21.6,40,7,18,23,33,33,95,7.34,18,33,21,7,0,3.72,31.28,24.16,7.84,0,169.12,0,24.08,150.28,96.64,8.78,24.08,100.68,6.67,5.05,70.44,2.42,4.61,17.47,6.5,6.5,57.69,7.95,78.57

36,08:45-09:00,7.4,25,127.18,53,46,25.43,46,7,18.33,26,33,33,109,7,18.33,33,21,7,0,3.72,31.28,24.16,7.84,0,169.12,0,24.08,150.28,96.64,8.78,24.08,100.68,7.71,5.21,70.44,2.42,4.61,17.47,7.53,7.53,57.69,7.95,86.78

37,09:00-09:15,7.4,28,143.39,60,54,28.68,52,7,17.33,29,33,33,123,7,17.33,33,21,7,0,3.72,31.28,24.16,7.84,0,169.12,0,24.08,150.28,96.64,12.45,24.08,100.68,8.62,5.21,70.44,2.42,4.61,24.75,8.41,8.41,57.69,7.95,93.97

38,09:15-09:30,7.4,32,158.64,66,60,31.73,49,7,17.33,32,33,33,116,7,17.33,33,21,7,0,3.72,31.28,24.16,7.84,0,169.12,0,24.08,150.28,96.64,12.45,24.08,100.68,9.54,5.21,70.44,2.42,4.61,24.75,9.31,9.31,57.69,7.95,99.97

39,09:30-09:45,7.4,35,173.67,72,67,34.73,63,7,17.33,36,33,33,147,7.34,17.33,33,21,7,0,3.72,31.29,24.16,7.84,0,169.12,0,24.08,150.28,96.64,12.45,24.08,100.68,10.46,5.21,70.44,2.42,4.61,24.75,10.2,10.2,57.69,7.95,105.35

40,09:45-10:00,7.4,37,187.68,77,72,37.54,67,7,17,38,33,33,158,7.34,17,33,21,7,0,3.72,31.29,24.16,7.84,0,169.12,0,24.08,150.28,96.64,12.45,24.08,82.14,11.61,5.21,70.44,2.42,4.61,24.75,11.33,11.33,57.69,7.95,110.25

41,10:00-10:15,7,39,208.33,83,79,41.67,73,7,16.67,40,33,33,172,7.34,16.67,33,21,7,0,3.72,30.29,24.16,7.75,0,169.12,0,24.08,150.28,96.64,12.45,24.08,72.48,12.25,5.21,70.44,2.42,4.46,24.75,11.96,11.96,57.69,7.95,113.57

42,10:15-10:30,7,41,220.83,87,83,44.17,78,7,16.33,41,33,33,182,7.34,16.33,33,21,7,0,3.72,30.29,24.16,7.75,0,169.12,0,24.08,150.28,96.64,12.45,24.08,82.14,13.39,5.21,70.44,2.42,4.46,24.75,13.06,13.06,57.69,7.95,115.89

43,10:30-10:45,7,43,229.17,90,87,45.83,79,7,16,43,33,33,186,7.34,16,33,21,7,0,3.72,28.27,24.16,7.75,0,169.12,0,24.08,193.28,96.64,12.45,24.08,82.14,13.9,5.21,70.44,2.42,4.46,24.75,13.56,13.56,57.69,7.95,120.43

44,10:45-11:00,7,44,230,93,89,46,82,7,15.67,44,33,33,193,7.34,15.67,33,21,7,0,3.72,28.27,24.16,7.75,0,169.12,0,24.08,231.94,96.64,12.45,24.08,82.14,14.83,5.21,70.44,2.42,4.46,24.75,14.47,14.47,57.69,7.95,126.75

45,11:00-11:15,7,45,230,95,91,46,82,7,25,45,33,33,193,7.34,25,33,21,7,0,3.72,27.76,24.16,7.75,0,198.11,0,24.08,273.25,96.64,12.45,24.08,82.14,14.96,5.52,70.44,2.42,4.46,24.75,14.6,14.6,76.63,7.95,129.38

46,11:15-11:30,7,45,230,95,91,46,82,7,25.33,46,33,33,193,7.34,25.33,33,21,7,0,3.72,27.76,24.16,7.75,0,198.11,0,24.08,273.25,96.64,12.45,24.08,91.81,15.27,5.52,70.44,2.42,4.46,24.75,14.9,14.9,76.63,7.95,128.23

47,11:30-11:45,7,45,230,95,91,46,82,7,25.67,46,33,33,193,7.34,25.67,33,21,7,0,3.72,27.76,24.16,7.75,0,198.11,0,26.91,273.25,96.64,12.45,26.91,75.38,15.27,5.52,70.44,2.42,4.46,24.75,14.9,14.9,76.63,7.95,127.59

48,11:45-12:00,7,45,230,95,91,46,82,7,25.67,46,33,33,193,7.34,25.67,33,21,7,0,3.72,27.76,24.16,7.75,0,225.12,0,26.91,273.25,96.64,12.45,26.91,93.74,15.27,5.52,70.44,2.42,4.46,24.75,14.9,14.9,76.63,7.95,127.66

49,12:00-12:15,9,45,230,95,91,46,82,7,26,46,33,33,193,10,26,33,21,7,0,3.9,27.76,24.16,7.65,0,225.12,0,26.91,273.25,96.64,12.45,26.91,54.12,15.27,5.67,70.44,2.42,4.46,24.75,14.9,14.9,76.63,7.95,129.76

50,12:15-12:30,9,45,230,95,91,46,82,7,26.33,46,33,33,193,10.34,26.33,33,21,7,0,3.9,27.76,24.16,7.65,0,225.12,0,26.91,273.25,96.64,12.45,26.91,54.12,15.27,5.67,70.44,2.42,4.46,24.75,14.9,14.9,76.63,7.95,129

51,12:30-12:45,9,45,230,95,91,46,82,7,27.33,46,33,33,193,10.66,27.33,33,21,7,0,3.9,27.76,24.16,7.65,0,225.12,0,26.91,273.25,96.64,12.45,26.91,54.12,15.27,5.67,70.44,2.42,4.46,24.75,14.9,14.9,76.63,7.95,127.13

52,12:45-13:00,9,45,230,95,91,46,82,7,28.33,46,33,33,193,11,28.33,33,21,7,0,3.9,27.76,24.16,7.65,0,225.12,0,26.91,273.25,96.64,12.45,26.91,54.12,15.27,5.67,70.44,2.42,4.46,24.75,14.9,14.9,76.63,7.95,124.38

53,13:00-13:15,9,43,230,90,91,46,82,7,28.67,46,33,33,193,11,28.67,33,21,7,0,4.09,28.27,24.16,7.65,0,169.12,0,26.91,273.25,96.64,12.45,26.91,54.12,15.27,5.67,70.44,2.42,4.84,24.75,14.9,14.9,76.63,7.95,122.05

54,13:15-13:30,9,43,230,90,91,46,82,7,29,46,33,33,193,11,29,33,21,7,0,4.09,28.27,24.16,7.65,0,169.12,0,26.91,273.25,96.64,12.45,26.91,54.12,15.27,5.67,70.44,2.42,4.84,24.75,14.9,14.9,76.63,7.95,119.03

55,13:30-13:45,9.4,43,230,90,86,46,81,7,29.33,43,33,33,189,11,29.33,33,21,7,0,4.09,28.27,24.16,7.65,0,167.98,0,26.91,273.25,96.64,12.45,26.91,53.15,15.27,5.67,70.44,2.42,4.84,24.75,14.9,14.9,76.63,7.95,122.4

56,13:45-14:00,10,41,230,87,86,46,79,7,30.67,42,33,33,186,11,30.67,33,21,7,0,4.09,28.27,24.16,7.65,0,223.98,0,26.91,273.25,96.64,12.45,26.91,75.38,15.01,5.67,70.44,2.42,4.84,24.75,14.65,14.65,76.63,7.95,117.99

57,14:00-14:15,11,40,230,83,83,46,76,7,31.67,40,33,33,179,11,31.67,33,21,7,0,4.37,28.27,24.16,7.84,0,225.12,0,26.91,273.25,96.64,12.45,26.91,82.14,14.92,5.67,70.44,2.42,5.23,24.75,14.55,14.55,87.17,7.95,113.36

58,14:15-14:30,11.41,38,220.95,79,82,44.19,73,7,32.67,39,33,33,172,11,32.67,33,21,7,0,4.37,28.27,24.16,7.84,0,225.12,0,26.91,273.25,96.64,12.45,26.91,84.08,14.51,5.67,70.44,2.42,5.23,24.75,14.15,14.15,87.17,7.95,108.41

59,14:30-14:45,12.01,36,211.79,76,78,42.36,69,7,34,38,33,33,161,11.34,34,33,21,7,0,4.37,28.27,24.16,7.84,0,225.12,0,26.91,273.25,96.64,12.45,26.91,86.01,14.12,5.9,70.44,2.42,5.23,24.75,13.78,13.78,87.17,7.95,103

60,14:45-15:00,12.01,34,201.73,72,75,40.34,66,7,36.67,36,33,33,154,11.66,36.67,33,21,7,0,4.37,28.27,24.16,7.84,0,225.12,0,26.91,273.25,96.64,12.45,26.91,85.04,13.46,5.9,70.44,2.42,5.23,24.75,13.12,13.12,87.17,7.95,96.66

61,15:00-15:15,12.01,32,180.27,67,70,36.05,63,7,29.33,34,33,33,147,8.34,29.33,33,21,7,0,4.55,29.27,24.16,8.21,0,225.12,0,24.08,273.25,96.64,12.45,24.08,100.68,12.53,6.22,70.44,2.42,5.77,24.75,12.22,12.22,87.17,7.95,79.42

62,15:15-15:30,12.01,30,168.16,62,65,33.63,57,7,30.67,32,33,33,133,8.66,30.67,33,21,7,0,4.55,28.26,24.16,8.21,0,225.12,0,24.08,273.25,96.64,12.45,24.08,100.68,11.6,6.22,70.44,2.42,5.77,24.75,11.32,11.32,87.17,7.95,74.74

63,15:30-15:45,12.01,24,155.31,50,62,31.06,49,9.5,31.67,29,33,33,116,10,31.67,33,28.5,9.5,0,4.55,28.26,24.16,8.21,0,225.12,0,24.08,273.25,96.64,12.45,24.08,100.68,10.68,6.22,70.44,2.42,5.77,24.75,10.42,10.42,87.17,7.95,68.47

64,15:45-16:00,12.01,20,142.13,43,55,28.42,43,9.83,32,27,33,33,102,10.66,32,33,29.5,9.84,0,4.55,29.26,24.16,8.21,0,259.83,0,24.08,273.25,96.64,12.45,24.08,100.68,9.76,6.22,70.44,2.42,5.77,24.75,9.52,9.52,87.17,7.95,61.64

65,16:00-16:15,12.01,18,129.1,37,49,25.82,37,9.83,32.67,23,33,33,88,11.66,32.67,33,29.5,9.84,0,4.55,29.26,24.16,8.48,0,259.83,0,24.08,273.25,96.64,12.45,24.08,100.68,8.67,6.46,70.44,2.42,6.15,24.75,8.45,8.45,87.17,7.95,53.81

66,16:15-16:30,12.01,15,113.95,30,43,22.79,34,10,34,20,33,33,81,12,34,33,30,10,0,4.55,29.26,24.16,8.48,0,259.83,0,24.08,273.25,96.64,12.45,24.08,100.68,7.79,6.46,115.5,2.42,6.15,24.75,7.6,7.6,87.17,7.95,45.3

67,16:30-16:45,10.4,11,96.89,24,34,19.38,30,10.33,34.67,17,33,33,70,12.34,34.67,33,31,10.34,0,4.55,29.26,24.16,8.48,0,259.83,0,26.78,273.25,96.64,12.45,26.78,100.68,6.87,6.46,115.5,2.42,6.15,24.75,6.7,6.7,75.38,7.95,41.93

68,16:45-17:00,9.6,8,79.61,17,30,15.92,24,10.17,36,14,26.78,20,56,12.66,36,33,30.5,10.16,0,4.55,29.26,24.16,8.48,0,259.83,0,26.78,273.25,96.64,12.45,26.78,100.68,5.84,6.46,115.5,2.42,6.15,24.75,5.7,5.7,75.38,7.95,32.05

69,17:00-17:15,9.2,6,64.66,14,24,12.93,18,10.33,36.33,11,22.31,14,42,12.66,36.33,33,31,10.34,0,4.65,29.77,24.16,8.67,0,259.83,0,24.66,273.25,96.64,12.45,24.66,85.91,4.86,6.46,115.5,2.42,6.3,24.75,4.75,4.75,75.38,7.95,22.93

70,17:15-17:30,9,5,50.24,12,19,10.05,12,10.33,36,8,9.55,7,28,13,36,33,31,10.34,0,4.65,29.77,24.16,8.67,0,259.83,0,24.66,273.25,96.64,12.45,24.66,85.91,3.97,6.46,115.5,2.42,6.3,24.75,3.88,3.88,75.38,7.95,14.52

71,17:30-17:45,10,5,36.65,9,16,7.33,7,8.33,35.67,7,0.89,2,18,13.34,35.67,26.45,25,8.34,0,4.65,29.77,24.16,8.67,0,220.34,0,16.67,273.25,96.64,12.45,16.67,85.91,3.03,6.46,115.5,2.42,6.3,24.75,2.95,2.95,75.38,7.95,7.3

72,17:45-18:00,8,3,23.27,7,12,4.65,3,8.33,35.33,5,0,0,7,13.34,35.33,15.87,25,8.34,0,4.65,29.77,24.16,8.67,0,220.34,0,16.67,273.25,96.64,12.45,16.67,85.91,2.18,6.46,115.5,2.42,6.3,24.75,2.13,2.13,75.38,7.95,1.32

73,18:00-18:15,7.4,1,14.26,2,7,2.85,1,8.67,35,3,0,0,4,13.34,35,0,26,8.66,0,4.83,29.77,24.16,8.67,0,220.34,0,32,273.25,96.64,12.45,1.35,85.91,1.66,6.46,115.5,2.42,6.3,24.75,1.62,1.62,75.38,7.95,0

74,18:15-18:30,7.2,0,6.83,0,3,1.37,0,8.67,35,2,0,0,1,13.34,35,0,26,8.66,0,4.83,29.77,24.16,8.67,0,220.34,0,32,273.25,96.64,12.45,1.35,85.91,1.18,6.46,115.5,2.42,6.3,24.75,1.16,1.16,75.38,7.95,0

75,18:30-18:45,7.2,0,2.05,0,2,0.41,0,8.67,35,0,0,0,0,10.66,35,0,26,8.66,0,4.83,29.77,24.16,8.67,0,220.34,0,32,273.25,96.64,12.45,1.35,85.91,0.6,6.84,115.5,2.42,6.92,24.75,0.58,0.58,75.38,7.95,0

76,18:45-19:00,7.2,0,0.31,0,0,0.06,0,8.83,35,0,0,0,0,10.66,35,0,26.5,8.84,0,4.83,29.77,24.16,8.67,0,220.34,0,32,273.25,96.64,12.45,1.35,85.91,0.22,6.84,115.5,2.42,6.92,24.75,0.21,0.21,75.38,7.95,0

77,19:00-19:15,7.2,0,0.23,0,0,0.04,0,9,35,0,0,0,0,10.66,35,0,27,9,0,4.83,29.77,24.16,8.67,0,220.34,0,32,273.25,96.64,12.45,32,85.91,0,6.84,115.5,2.42,6.76,24.75,0,0,75.38,7.95,0

78,19:15-19:30,7.2,0,0,0,0,0,0,8.67,35,0,0,0,0,11,35,0,26,8.66,0,4.83,29.77,24.16,8.67,0,220.34,0,32,273.25,96.64,12.45,32,85.91,0,6.84,115.5,2.42,6.76,24.75,0,0,75.38,7.95,0

79,19:30-19:45,7.2,0,0,0,0,0,0,8.83,35,0,0,0,0,11,35,0,26.5,8.84,0,4.83,29.77,24.16,8.67,0,220.34,0,32,273.25,96.64,12.45,32,85.91,0,6.84,115.5,2.42,6.76,24.75,0,0,75.38,7.95,0

80,19:45-20:00,7.2,0,0,0,0,0,0,9.33,35,0,0,0,0,11,35,0,28,9.34,0,4.83,29.77,24.16,8.67,0,220.34,0,32,273.25,96.64,12.45,32,85.91,0,6.84,115.5,2.42,6.76,24.75,0,0,75.38,7.95,0

81,20:00-20:15,7.2,0,0,0,0,0,0,8.83,35,0,0,0,0,11.34,35,0,26.5,8.84,0,4.93,30.79,24.16,8.58,0,220.34,0,32,273.25,96.64,12.45,32,85.91,0,6.69,115.5,2.42,6.76,24.75,0,0,75.38,7.95,0

82,20:15-20:30,7.2,0,0,0,0,0,0,9,34.67,0,0,0,0,11.34,34.67,0,27,9,0,4.93,30.79,24.16,8.58,0,220.34,0,32,273.25,96.64,12.45,32,85.91,0,6.69,115.5,2.42,6.76,24.75,0,0,75.38,7.95,0

83,20:30-20:45,7.2,0,0,0,0,0,0,9.33,37,0,0,0,0,12,37,0,28,9.34,0,4.93,30.79,24.16,8.58,0,220.34,0,32,273.25,96.64,12.45,32,85.91,0,6.69,115.5,2.42,6.76,24.75,0,0,75.38,7.95,0

