Block,Time Block,RAMPUR,RAPPC,NTPL,PARBATI3,RAPPB,KGSU3AND4,KUDGI,NLCEXP,NLCIIST2,NJPC,NNTPP,NLCIIST1,NLCTS2EXP,TALST2,UNCHAHAR1,TANAKPUR,TelanganaSTPP,TANDA2,TEHRI,MAPS,KHSTPP-II,KKNP,KKNPPU2,KISHANGANGA,KOTESHWR,KOLDAM,KHSTPP-I,NAPP,DADRI_RF,DADRI_LF,FSTPP I & II,JHAJJAR,KGSU1AND2,TALA,SASAN,RIHAND1,SIMHST1,RSTPSU1TO6,SIMHST2,RSTPSU7,SALAL,SEWA2,SINGRAULI,RIHAND3,SINGRAULI_HYDRO,RIHAND2,DULHASTI,DADRT2,DHAULIGNGA,BSIUL,CHAMERA3,CHAMERA1,CHAMERA2,BRBCL,VALLURNTECL,ANTA_CRF,UNCHAHAR4,ANTA_RF,AURY_LF,URI2,DADRI_GF,ANTA_LF,UNCHAHAR3,AURY_GF,DADRI_CRF,ANTA_GF,UNCHAHAR2,URI,AURY_CRF,AURY_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13.16,5.54,0,0,0,0,142.56,0,0,0,8.53,0,36.11,42.1,0,0,14.92,229.81,0,0,335.47,88.44,0,0,0,0,1.35,0,134.28,59.75,0.62,114.16,15.84,265.32,0,0,0,0,0,10.85,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.43,0,0,0,0,0,0,0

7,01:30-01:45,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13.16,0,0,0,0,0,142.56,0,0,0,8.53,0,36.11,42.1,0,0,13.59,229.81,0,0,345.2,88.44,0,0,0,0,1.35,0,134.28,59.75,0.62,114.16,0,265.32,0,0,0,0,0,11.01,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.43,0,0,0,0,0,0,0

8,01:45-02:00,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13.16,0,0,0,0,0,142.56,0,0,0,8.53,0,30.76,42.1,0,0,13.59,229.81,0,0,364.67,88.44,0,0,0,0,1.35,0,134.28,59.75,0.62,114.16,0,265.32,0,0,0,0,0,11.52,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.43,0,0,0,0,0,0,0

9,02:00-02:15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13.16,0,0,0,0,0,142.56,0,0,0,8.53,0,30.76,42.1,0,0,13.59,229.81,0,0,381.13,88.44,0,0,0,0,1.35,0,134.28,59.75,0.62,114.16,0,265.32,0,0,0,0,0,9.79,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.43,0,0,0,0,0,0,0

10,02:15-02:30,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13.16,0,0,0,0,0,142.56,0,0,0,8.53,0,30.76,42.1,0,0,13.59,229.81,0,0,389.14,88.44,0,0,0,0,1.35,0,134.28,59.75,0.62,114.16,0,265.32,0,0,0,0,0,10.66,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.43,0,0,0,0,0,0,0

11,02:30-02:45,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13.16,0,0,0,0,0,142.56,0,0,0,8.53,0,30.54,42.1,0,0,13.59,229.81,0,0,396.03,88.44,0,0,0,0,1.35,0,134.28,59.75,0.62,114.16,0,265.32,0,0,0,0,0,13.87,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.43,0,0,0,0,0,0,0

12,02:45-03:00,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13.16,0,0,0,0,0,142.56,0,0,0,8.53,0,30.54,42.1,0,0,13.59,229.81,0,0,401.79,88.44,0,0,0,0,1.35,0,134.28,59.75,0.62,114.16,0,265.32,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.43,0,0,0,0,0,0,0

13,03:00-03:15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13.16,0,0,0,0,0,142.56,0,0,0,8.53,0,30.54,42.1,0,0,14.92,229.81,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,59.75,0.62,114.16,0,265.32,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.43,0,0,0,0,0,0,0

14,03:15-03:30,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13.16,0,0,0,0,0,142.56,0,0,0,8.53,0,30.54,42.1,0,0,14.92,229.81,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,59.75,0.62,114.16,0,265.32,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.43,0,0,0,0,0,0,0

15,03:30-03:45,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13.16,0,0,0,0,0,142.56,0,0,0,8.53,0,30.54,42.1,0,0,14.92,229.81,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,59.75,0.62,114.16,0,265.32,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.43,0,0,0,0,0,0,0

16,03:45-04:00,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13.16,0,0,0,0,0,142.56,0,0,0,8.53,0,30.54,42.1,0,0,14.92,229.81,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,59.75,0.62,114.16,0,265.32,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.43,0,0,0,0,0,0,0

17,04:00-04:15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13.16,0,0,0,0,0,142.56,0,0,0,8.53,0,30.54,42.1,0,0,14.92,229.81,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,59.75,0.62,114.16,0,265.32,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.43,0,0,0,0,0,0,0

18,04:15-04:30,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13.15,0,0,0,0,0,142.56,0,0,0,8.53,0,30.54,42.1,0,0,14.92,229.81,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,59.75,0.62,114.16,0,265.32,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.43,0,0,0,0,0,0,0

19,04:30-04:45,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13.15,0,0,0,12.11,0,142.56,0,0,0,8.53,0,36.11,42.1,0,0,14.92,229.81,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,59.75,0.62,114.16,0,265.32,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.43,0,0,0,0,0,0,0

20,04:45-05:00,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13.58,0,0,0,12.11,0,142.56,0,0,0,8.53,0,43.76,42.1,0,0,17.8,229.81,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,59.75,0.62,114.16,0,332.61,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,28.36,0.43,0,0,0,0,0,0,0

21,05:00-05:15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13.58,0,0,0,24.22,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,17.8,229.81,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,59.75,0.62,114.16,0,361.45,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,28.36,0.43,0,0,0,0,0,0,0

22,05:15-05:30,0,25,0,0,0,0,0,0,0,0,0,0,0,0,17.22,0,0,0,36.34,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,17.8,229.81,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,59.75,0.62,114.16,0,361.45,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,35.22,0.43,0,0,0,0,0,0,0

23,05:30-05:45,0,25,0,0,0,0,0,0,0,0,0,0,0,0,17.22,0,0,0,36.34,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,19.49,275.17,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,59.75,0.66,114.16,15.84,380.67,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,36.16,0.43,0,0,0,0,0,0,0

24,05:45-06:00,0,25,0,0,0,0,0,0,0,20.03,0,0,0,0,19.09,0,0,0,36.34,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,20,342.81,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,59.75,0.66,114.16,15.84,452.16,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,40.75,0.43,0,0,0,0,0,0,0

25,06:00-06:15,0,25,0,3.43,0,0,0,0,0,40.06,0,0,0,0,19.21,0,0,0,36.34,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,20,411.56,0,0,402.56,88.44,0,0,0,0,8.93,0,134.28,59.75,0.66,114.16,15.84,579.14,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,40.75,0.43,0,0,0,0,0,0,0

26,06:15-06:30,0,25,0,15.9,0,0,0,0,0,55.8,0,0,0,0,19.21,0,0,0,48.45,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,20,417.83,0,0,402.56,88.44,0,0,0,0,53.61,5.07,134.28,59.75,0.66,114.16,15.84,656.36,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,40.75,0.43,0,0,0,0,0,0,0

27,06:30-06:45,0,25,0,15.9,0,0,0,0,0,80.11,0,0,0,0,19.21,0,0,0,48.45,0,142.56,0,0,0,17.06,0,43.77,42.1,0,0,20,417.83,0,0,402.56,88.44,0,0,0,0,53.61,10.12,134.28,59.75,0.66,114.16,31.68,656.37,0,2.11,9.31,12.69,5.12,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,40.75,0.43,0,0,0,0,0,0,0

28,06:45-07:00,0,25,0,15.9,0,0,0,0,0,109.24,0,0,0,0,19.21,0,0,0,48.45,0,142.56,0,0,0,37.54,0,43.77,42.1,0,0,20,417.83,0,0,402.56,88.44,0,0,0,0,53.61,10.12,134.28,59.75,0.66,114.16,31.68,656.37,7.61,12.54,18.63,23.16,37.98,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,40.75,1.07,0,0,0,0,0,0,0

29,07:00-07:15,0,25,0,15.9,0,0,0,0,0,109.24,0,0,0,0,19.21,0,0,0,48.45,0,142.56,0,0,0,37.54,0,43.77,42.1,0,0,20,417.83,0,0,402.56,88.44,0,0,0,0,53.61,10.12,134.28,59.75,0.66,114.16,31.68,656.37,17.56,12.54,18.63,23.16,37.98,14.42,0,0,0,0,0,10.34,0,0,0,0,0,0,40.75,1.07,0,0,0,0,0,0,0

30,07:15-07:30,0,25,0,15.9,0,0,0,0,0,109.24,0,0,0,0,19.21,0,0,0,48.45,0,142.56,0,0,0,37.54,0,43.77,42.1,0,0,20,417.83,0,0,402.56,88.44,0,0,0,0,8.93,10.12,134.28,59.75,0.66,114.16,31.68,656.37,26.35,12.54,18.63,25.6,37.98,14.42,0,0,0,0,0,10.34,0,0,0,0,0,0,40.75,3.18,0,0,0,0,0,0,0

31,07:30-07:45,0,25,0,15.9,0,0,0,0,0,109.24,0,0,0,0,19.21,0,0,0,48.45,0,142.56,0,0,0,37.54,0,43.77,42.1,0,0,20,417.83,0,0,402.56,88.44,0,0,0,0,1.35,10.12,134.28,59.75,0.66,114.16,31.68,656.37,26.35,12.54,18.63,26.96,37.98,14.42,0,0,0,0,0,10.34,0,0,0,0,0,0,40.75,25.46,0,0,0,0,0,0,0

32,07:45-08:00,0,25,0,3.67,0,0,0,0,0,109.24,0,0,0,0,19.21,0,0,0,48.45,0,142.56,0,0,0,37.54,0,43.77,42.1,0,0,20,417.83,0,0,402.56,88.44,0,0,0,0,1.35,10.12,134.28,59.75,0.66,114.16,31.68,656.37,26.35,12.54,18.63,23.16,37.98,14.42,0,0,0,0,0,10.34,0,0,0,0,0,0,40.75,25.46,0,0,0,0,0,0,0

33,08:00-08:15,0,25,0,0,0,0,0,0,0,109.24,0,0,0,0,19.21,5.54,0,0,48.45,0,142.56,0,0,0,37.54,0,43.77,42.1,0,0,20,417.83,0,0,402.56,88.44,0,0,0,0,1.35,10.12,134.28,59.75,0.66,114.16,31.68,656.37,26.35,12.54,18.63,23.16,37.98,14.42,0,0,0,0,0,10.34,0,0,0,0,0,0,40.75,25.46,0,0,0,0,0,0,0

34,08:15-08:30,0,25,0,0,0,0,0,0,0,109.24,0,0,0,0,19.21,5.54,0,0,48.45,0,142.56,0,0,0,17.06,0,43.77,42.1,0,0,20,417.83,0,0,402.56,88.44,0,0,0,0,1.35,10.12,134.28,59.75,0.66,114.16,15.84,656.37,17.56,2.11,9.31,12.69,2.56,14.42,0,0,0,0,0,10.34,0,0,0,0,0,0,40.75,1.07,0,0,0,0,0,0,0

35,08:30-08:45,0,25,0,0,0,0,0,0,0,80.2,0,0,0,0,19.21,5.54,0,0,36.34,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,20,417.83,0,0,402.56,88.44,0,0,0,0,1.35,5.07,134.28,59.75,0.66,114.16,15.84,656.37,8.76,0,0,12.69,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,40.75,1.07,0,0,0,0,0,0,0

36,08:45-09:00,0,25,0,0,0,0,0,0,0,60.09,0,0,0,0,19.21,5.54,0,0,36.34,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,20,417.83,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,59.75,0.66,114.16,15.84,656.37,8.76,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,40.75,1.07,0,0,0,0,0,0,0

37,09:00-09:15,0,25,0,0,0,0,0,0,0,40.06,0,0,0,0,17.87,5.54,0,0,36.34,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,17.8,416.94,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,59.75,0.66,114.16,15.84,656.37,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,35.29,1.07,0,0,0,0,0,0,0

38,09:15-09:30,0,25,0,0,0,0,0,0,0,18.21,0,0,0,0,17.87,5.54,0,0,36.34,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,17.8,416.16,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,51.99,0.66,114.16,15.84,656.37,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,35.2,1.07,0,0,0,0,0,0,0

39,09:30-09:45,0,25,0,0,0,0,0,0,0,0,0,0,0,0,17.87,0,0,0,36.34,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,20,416.16,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,43.11,0.66,114.16,15.84,656.37,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,35.2,1.07,0,0,0,0,0,0,0

40,09:45-10:00,0,25,0,0,0,0,0,0,0,0,0,0,0,0,17.87,0,0,0,36.34,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,20,416.16,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.66,114.16,15.84,587.35,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,35.2,1.07,0,0,0,0,0,0,0

41,10:00-10:15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,24.22,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,18.32,365.47,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.66,114.16,0,448.43,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,35.2,1.07,0,0,0,0,0,0,0

42,10:15-10:30,0,25,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,24.22,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,17.8,277.11,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.66,114.16,0,428.74,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,35.2,25.46,0,0,0,0,0,0,0

43,10:30-10:45,0,25,0,0,0,0,0,0,0,0,0,0,0,0,16.01,0,0,0,24.22,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,17.8,230.01,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.66,114.16,0,380.67,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,35.2,25.46,0,0,0,0,0,0,0

44,10:45-11:00,0,25,0,0,0,0,0,0,0,0,0,0,0,0,16.01,0,0,0,24.22,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,19.05,229.81,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.66,114.16,0,361.45,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,35.2,2.65,0,0,0,0,0,0,0

45,11:00-11:15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,12.57,0,0,0,24.22,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,20,229.81,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.66,114.16,0,361.45,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,27.4,0.53,0,0,0,0,0,0,0

46,11:15-11:30,0,25,0,0,0,0,0,0,0,0,0,0,0,0,12.57,0,0,0,24.22,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,20,229.81,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.66,114.16,0,361.45,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,27.4,0.53,0,0,0,0,0,0,0

47,11:30-11:45,0,25,0,0,0,0,0,0,0,0,0,0,0,0,12.57,0,0,0,24.22,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,20,229.81,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.68,114.16,0,361.45,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,27.4,0.53,0,0,0,0,0,0,0

48,11:45-12:00,0,25,0,0,0,0,0,0,0,0,0,0,0,0,12.28,0,0,0,24.22,0,142.56,0,0,0,8.53,0,38.2,42.1,0,0,17.8,229.81,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.68,114.16,0,361.45,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.53,0,0,0,0,0,0,0

49,12:00-12:15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13.01,0,0,0,24.22,0,125.57,0,0,0,8.53,0,38.2,42.1,0,0,17.8,229.81,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.68,114.16,0,361.45,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.53,0,0,0,0,0,0,0

50,12:15-12:30,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13.01,0,0,0,12.05,0,125.57,0,0,0,8.53,0,38.2,42.1,0,0,17.8,229.81,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.68,114.16,0,284.54,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.53,0,0,0,0,0,0,0

51,12:30-12:45,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13.01,0,0,0,0,0,125.57,0,0,0,8.53,0,38.2,42.1,0,0,17.8,229.81,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.68,114.16,0,265.32,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,11.14,0,0,0,0,0,0,0

52,12:45-13:00,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13.01,0,0,0,0,0,102.98,0,0,0,8.53,0,30.54,42.1,0,0,15.52,229.81,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.68,114.16,0,265.32,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,11.14,0,0,0,0,0,0,0

53,13:00-13:15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13.28,0,0,0,0,0,119.97,0,0,0,8.53,0,30.54,42.1,0,0,13.59,229.81,0,0,402.56,88.44,0,0,0,0,8.93,0,134.28,34.88,0.68,114.16,0,265.32,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.53,0,0,0,0,0,0,0

54,13:15-13:30,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13.28,0,0,0,0,0,119.97,0,0,0,8.53,0,30.54,42.1,0,0,13.59,229.81,0,0,402.56,88.44,0,0,0,0,53.61,0,134.28,34.88,0.68,114.16,0,265.32,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.53,0,0,0,0,0,0,0

55,13:30-13:45,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13.28,0,0,0,0,0,119.97,0,0,0,8.53,0,36.11,42.1,0,0,14.92,229.81,0,0,402.56,88.44,0,0,0,0,53.61,0,134.28,34.88,0.68,114.16,0,265.32,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.53,0,0,0,0,0,0,0

56,13:45-14:00,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13.28,0,0,0,0,0,119.97,0,0,0,8.53,0,36.11,42.1,0,0,14.92,229.81,0,0,402.56,88.44,0,0,0,0,53.61,0,134.28,34.88,0.68,114.16,0,265.32,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.53,0,0,0,0,0,0,0

57,14:00-14:15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13.28,0,0,0,11.93,0,119.97,0,0,0,8.53,0,30.2,42.1,0,0,14.92,229.81,0,0,402.56,88.44,0,0,0,0,53.61,0,134.28,34.88,0.68,114.16,0,265.32,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.53,0,0,0,0,0,0,0

58,14:15-14:30,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13.28,0,0,0,23.87,0,119.97,0,0,0,8.53,0,29.8,42.1,0,0,14.92,229.81,0,0,402.56,88.44,0,0,0,0,8.93,0,134.28,34.88,0.68,114.16,0,265.32,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.53,0,0,0,0,0,0,0

59,14:30-14:45,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13.28,0,0,0,23.87,0,119.97,0,0,0,8.53,0,29.8,42.1,0,0,14.92,229.81,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.68,114.16,0,265.32,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.53,0,0,0,0,0,0,0

60,14:45-15:00,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13.28,0,0,0,23.87,0,119.97,0,0,0,8.53,0,29.8,42.1,0,0,14.92,229.81,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.68,114.16,0,332.27,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.53,0,0,0,0,0,0,0

61,15:00-15:15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,12.81,0,0,0,23.87,0,119.97,0,0,0,8.53,0,29.8,42.1,0,0,14.92,229.81,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.68,114.16,0,361.45,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.53,0,0,0,0,0,0,0

62,15:15-15:30,0,25,0,0,0,0,0,0,0,0,0,0,0,0,12.81,0,0,0,23.87,0,119.97,0,0,0,8.53,0,29.8,42.1,0,0,14.92,229.81,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.68,114.16,0,361.45,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.53,0,0,0,0,0,0,0

63,15:30-15:45,0,25,0,0,0,0,0,0,0,0,0,0,0,0,12.43,0,0,0,23.87,0,119.97,0,0,0,8.53,0,29.8,42.1,0,0,14.92,229.81,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.68,114.16,0,361.45,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.53,0,0,0,0,0,0,0

