Block,Time,KHSTPP-I,KKNP,NAPP,PARBATI3,SASAN,TEHRI,URI,CHAMERA1,DADRT2,KGSU3AND4,KKNPPU2,KUDGI,RSTPSU1TO6,SIMHST1,TALST2,UNCHAHAR4,URI2,BRBCL,CHAMERA2,KOTESHWR,MAPS,SALAL,UNCHAHAR1,ANTA_LF,ANTA_RF,AURY_RF,DADRI_CRF,DADRI_LF,KHSTPP-II,NLCEXP,NLCTS2EXP,SINGRAULI_HYDRO,TALA,VALLURNTECL,ANTA_GF,DHAULIGNGA,KOLDAM,NLCIIST2,NNTPP,RAMPUR,RAPPB,RAPPC,SINGRAULI,AURY_CRF,KGSU1AND2,RIHAND1,RIHAND2,SIMHST2,TANDA2,TelanganaSTPP,UNCHAHAR2,UNCHAHAR3,AURY_GF,AURY_LF,DADRI_RF,BSIUL,CHAMERA3,DULHASTI,FSTPP I & II,JHAJJAR,NJPC,TANAKPUR,ANTA_CRF,KISHANGANGA,NLCIIST1,NTPL,RIHAND3,RSTPSU7,SEWA2,DADRI_GF
15,03:30-03:45,44.92,0,41.97,0,410.62,0,0.66,0,341.57,0,0,0,0,0,0,0,4.57,20,2.4,8.87,0,2.33,20.56,0,42.84,70.37,0,22.47,141.41,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,654.31,0,5.13,0,0,0,0,124.32,0,0,0

16,03:45-04:00,44.92,0,41.97,0,410.62,0,0.66,0,341.57,0,0,0,0,0,0,0,4.57,20,2.4,8.87,0,2.33,20.56,0,42.84,70.37,0,22.47,141.41,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,654.31,0,5.13,0,0,0,0,124.32,0,0,0

17,04:00-04:15,44.92,0,41.97,0,410.62,0,0.66,0,341.57,0,0,0,0,0,0,0,4.57,20,2.4,8.87,0,2.33,20.56,0,42.84,70.37,0,22.47,141.41,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,654.31,0,5.13,0,0,0,0,124.32,0,0,0

18,04:15-04:30,44.92,0,41.97,0,410.62,0,0.66,0,341.57,0,0,0,0,0,0,0,4.57,20,2.4,8.87,0,2.33,20.56,0,42.84,70.37,0,22.47,141.41,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,654.31,0,5.13,0,0,0,0,124.32,0,0,0

19,04:30-04:45,44.92,0,41.97,0,410.62,0,0.66,0,341.57,0,0,0,0,0,0,0,4.57,20,2.4,8.87,0,2.33,20.56,0,42.84,70.37,0,22.47,141.41,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,654.31,23.39,5.13,0,0,0,0,124.32,0,0,0

20,04:45-05:00,44.92,0,41.97,0,410.62,0,0.66,0,341.57,0,0,0,0,0,0,0,4.57,20,2.4,8.87,0,2.33,20.56,0,42.84,70.37,0,22.47,141.41,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,654.31,46.78,5.13,0,0,0,0,124.32,0,0,0

21,05:00-05:15,44.92,0,41.97,0,410.62,14.93,0.66,0,341.57,0,0,0,0,0,0,0,4.57,20,2.4,8.87,0,2.33,20.56,0,42.84,70.37,0,22.47,141.41,0,0,0,0,0,0,9.13,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,654.31,46.78,5.13,0,0,0,0,124.32,0,0,0

22,05:15-05:30,44.92,0,41.97,0,410.62,30.87,0.66,0,341.57,0,0,0,0,0,0,0,4.57,20,2.4,8.87,0,2.33,20.56,0,42.84,70.37,0,22.47,141.41,0,0,0,0,0,0,9.13,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,654.31,70.17,5.13,0,0,0,0,124.32,0,0,0

23,05:30-05:45,44.92,0,41.97,0,410.62,30.87,0.66,0,341.57,0,0,0,0,0,0,0,4.57,20,2.4,8.87,0,2.33,20.56,0,42.84,70.37,0,22.47,141.41,0,0,0,0,0,0,9.13,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,654.31,93.56,10.25,0,0,0,0,124.32,0,0,0

24,05:45-06:00,44.92,0,41.97,0,410.62,46.31,0.66,0,341.57,0,0,0,0,0,0,0,4.57,20,4,8.87,0,13.95,20.56,0,42.84,70.37,0,22.47,141.41,0,0,0,0,0,0,18.27,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,1.1,9.68,16.48,20.8,654.31,116.95,10.25,0,0,0,0,124.32,0,0,0

25,06:00-06:15,44.92,0,41.97,3.82,410.62,62.24,1.66,11.85,341.57,0,0,0,0,0,0,0,4.57,20,15.99,8.87,0,69.72,20.56,0,42.84,70.37,0,22.47,141.41,0,0,0,0,0,0,27.4,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,3.3,19.36,32.96,20.8,654.31,140.34,5.13,0,0,0,0,124.32,0,0,0

26,06:15-06:30,44.92,0,41.97,16.55,410.62,62.24,35.33,28.05,341.57,0,0,0,0,0,0,0,4.57,20,39.51,19.72,0,69.72,20.56,0,42.84,70.37,0,22.47,141.41,0,0,0,0,0,0,36.55,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,19.56,29.06,49.43,20.8,654.31,140.34,5.13,0,0,0,0,124.32,0,5.27,0

27,06:30-06:45,44.92,0,41.97,16.55,410.62,62.24,35.33,42.1,341.57,0,0,0,0,0,0,0,4.57,20,39.51,19.72,0,69.72,20.56,0,42.84,70.37,0,22.47,141.41,0,0,0,0,0,0,36.55,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,19.56,29.06,49.43,20.8,654.31,140.34,5.13,0,0,0,0,124.32,0,10.54,0

28,06:45-07:00,44.92,0,41.97,16.55,410.62,62.24,1.11,42.1,341.57,0,0,0,0,0,0,0,4.57,20,39.51,19.72,0,69.72,20.56,0,42.84,70.37,0,22.47,141.41,0,0,0,0,0,0,36.55,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,19.56,29.06,49.43,20.8,654.31,140.34,5.13,0,0,0,0,124.32,0,10.54,0

29,07:00-07:15,44.92,0,41.97,16.55,410.62,62.24,1.11,39.5,341.57,0,0,0,0,0,0,0,4.57,20,39.51,19.72,0,13.95,20.56,0,42.84,70.37,0,22.47,141.41,0,0,0,0,0,0,36.55,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,19.56,29.06,49.43,20.8,654.31,140.34,5.13,0,0,0,0,124.32,0,10.54,0

30,07:15-07:30,44.92,0,41.97,16.55,410.62,62.24,1.11,28.05,341.57,0,0,0,0,0,0,0,4.57,20,39.51,19.72,0,12.78,20.56,0,42.84,70.37,0,22.47,141.41,0,0,0,0,0,0,36.55,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,19.56,29.06,49.43,20.8,654.31,140.34,5.13,0,0,0,0,124.32,0,5.27,0

31,07:30-07:45,44.92,0,41.97,16.55,410.62,46.31,1.11,11.85,341.57,0,0,0,0,0,0,0,4.57,20,12,8.87,0,12.78,20.56,0,42.84,70.37,0,22.47,141.41,0,0,0,0,0,0,27.4,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,2.2,19.36,32.96,20.8,654.31,116.95,5.13,0,0,0,0,124.32,0,0,0

32,07:45-08:00,44.92,0,41.97,3.56,410.62,30.87,1.11,0,341.57,0,0,0,0,0,0,0,4.57,20,2.4,8.87,0,12.78,20.56,0,42.84,70.37,0,22.47,141.41,0,0,0,0,0,0,18.27,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,9.68,32.96,20.8,654.31,93.56,5.13,0,0,0,0,124.32,0,0,0

33,08:00-08:15,44.92,0,41.97,0,410.62,14.93,1.11,0,341.57,0,0,0,0,0,0,0,4.57,20,2.4,8.87,0,12.78,20.56,0,42.63,70.37,0,22.47,141.41,0,0,0,0,0,0,9.13,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,9.68,16.48,20.8,654.31,70.17,10.25,0,0,0,0,124.32,0,0,0

34,08:15-08:30,44.92,0,41.97,0,410.62,0,1.11,0,341.57,0,0,0,0,0,0,0,4.57,20,2.4,8.87,0,12.78,20.56,0,42.63,70.37,0,22.47,141.41,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,9.68,16.48,20.8,654.31,40.25,5.13,0,0,0,0,124.32,0,0,0

35,08:30-08:45,44.92,0,41.97,0,410.62,0,1.11,0,341.57,0,0,0,0,0,0,0,4.57,20,2,8.87,0,12.78,20.56,0,42.63,70.37,0,22.47,141.41,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,654.31,40.25,5.13,0,0,0,0,124.32,0,0,0

36,08:45-09:00,44.92,0,41.97,0,410.62,0,1.11,0,341.57,0,0,0,0,0,0,0,4.57,20,2,8.87,0,12.78,20.56,0,42.63,70.37,0,22.47,141.41,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,654.31,40.25,5.13,0,0,0,0,124.32,0,0,0

37,09:00-09:15,44.92,0,41.97,0,410.62,0,35.33,0,341.57,0,0,0,0,0,0,0,4.57,20,2,8.87,0,12.78,20.56,0,42.42,70.37,0,22.47,141.41,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,654.31,23.39,5.13,0,0,0,0,124.32,0,0,0

38,09:15-09:30,44.92,0,41.97,0,410.62,0,35.33,0,341.57,0,0,0,0,0,0,0,4.57,20,2,8.87,0,12.78,20.56,0,42.42,70.37,0,22.47,141.41,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,654.31,23.39,5.13,0,0,0,0,124.32,0,0,0

39,09:30-09:45,44.92,0,41.97,0,410.62,0,2.21,0,341.57,0,0,0,0,0,0,0,4.57,20,2,8.87,0,12.78,20.56,0,42.42,70.37,0,22.47,141.41,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,654.31,0,5.13,0,0,0,0,124.32,0,0,0

40,09:45-10:00,44.92,0,41.97,0,410.62,0,1.11,0,341.57,0,0,0,0,0,0,0,4.57,20,2,8.87,0,12.78,20.56,0,42.42,70.37,0,22.47,141.41,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,654.31,0,5.13,0,0,0,0,124.32,0,0,0

41,10:00-10:15,44.92,0,41.97,0,410.62,0,1.11,0,378.75,0,0,0,0,0,0,0,4.57,20,2,8.87,0,12.78,20.56,0,42,70.37,0,22.47,141.41,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,0,5.13,0,0,0,0,124.32,0,0,0

42,10:15-10:30,44.92,0,41.97,0,410.62,0,1.11,0,378.75,0,0,0,0,0,0,0,4.57,20,2,8.87,0,12.78,20.56,0,42,70.37,0,22.47,141.41,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,0,5.13,0,0,0,0,124.32,0,0,0

43,10:30-10:45,44.92,0,41.97,0,410.62,0,1.11,0,393.62,0,0,0,0,0,0,0,4.57,20,2,8.87,0,12.78,20.56,0,42,70.37,0,22.47,141.41,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,0,5.13,0,0,0,0,124.32,0,0,0

44,10:45-11:00,44.92,0,41.97,0,410.62,0,35.33,0,393.62,0,0,0,0,0,0,0,4.57,20,2,8.87,0,12.78,20.56,0,42,70.37,0,22.47,141.41,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,0,5.13,0,0,0,0,124.32,0,0,0

45,11:00-11:15,44.92,0,41.97,0,410.62,0,35.33,0,408.49,0,0,0,0,0,0,0,10.76,20,2,8.87,0,12.78,20.56,0,42,70.37,0,22.47,141.41,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,0,10.25,0,0,0,0,124.32,0,0,0

46,11:15-11:30,44.92,0,41.97,0,410.62,0,2.76,0,408.49,0,0,0,0,0,0,0,10.76,20,2,8.87,0,12.78,20.56,0,42,70.37,0,22.47,141.41,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,0,5.13,0,0,0,0,124.32,0,0,0

47,11:30-11:45,44.92,0,41.97,0,410.62,0,1.11,0,423.37,0,0,0,0,0,0,0,10.76,20,2,8.87,0,12.78,20.56,0,42,70.37,0,22.47,141.41,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,0,5.13,0,0,0,0,124.32,0,0,0

48,11:45-12:00,44.92,0,41.97,0,410.62,0,1.11,0,423.37,0,0,0,0,0,0,0,10.76,20,2,8.87,0,12.78,20.56,0,42,70.37,0,22.47,141.41,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,0,5.13,0,0,0,0,124.32,0,0,0

49,12:00-12:15,44.92,0,41.97,0,410.62,0,1.11,0,438.23,0,0,0,0,0,0,0,10.76,20,2,8.87,0,12.78,20.56,0,41.37,70.37,0,22.47,141.41,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,0,10.25,0,0,0,0,124.32,0,0,0

50,12:15-12:30,44.92,0,41.97,0,410.62,0,1.11,0,438.23,0,0,0,0,0,0,0,10.76,20,2,8.87,0,12.78,20.56,0,41.37,70.37,0,22.47,141.41,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,0,5.13,0,0,0,0,124.32,0,0,0

51,12:30-12:45,44.92,0,41.97,0,410.62,0,1.11,0,453.1,0,0,0,0,0,0,0,4.57,20,2,8.87,0,2.33,20.56,0,41.37,70.37,0,22.47,144.77,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,0,5.13,0,0,0,0,124.32,0,0,0

52,12:45-13:00,44.92,0,41.97,0,410.62,0,1.11,0,453.1,0,0,0,0,0,0,0,4.57,20,2,8.87,0,2.33,20.56,0,41.37,70.37,0,22.47,144.77,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,0,5.13,0,0,0,0,124.32,0,0,0

53,13:00-13:15,44.92,0,41.97,0,410.62,0,1.11,0,467.98,0,0,0,0,0,0,0,4.57,20,2,8.87,0,2.33,20.56,0,41.37,70.37,0,22.47,144.77,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,0,10.25,0,0,0,0,124.32,0,0,0

54,13:15-13:30,44.92,0,41.97,0,410.62,0,1.11,0,467.98,0,0,0,0,0,0,0,4.57,20,2,8.87,0,2.33,20.56,0,41.37,70.37,0,22.47,144.77,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,45,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,0,5.76,0,0,0,0,124.32,0,0,0

55,13:30-13:45,44.92,0,41.97,0,414,0,1.11,0,482.84,0,0,0,0,0,0,0,4.57,20,2,8.87,0,2.33,20.56,0,41.37,70.37,0,22.47,144.77,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,65,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,0,5.76,0,0,0,0,124.32,0,0,0

56,13:45-14:00,44.92,0,41.97,0,414,0,1.11,0,482.84,0,0,0,0,0,0,0,4.57,20,2,8.87,0,2.33,20.56,0,41.37,70.37,0,22.47,144.77,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,70,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,0,5.76,0,0,0,0,124.32,0,0,0

57,14:00-14:15,44.92,0,41.97,0,414,0,0.66,0,497.72,0,0,0,0,0,0,0,4.57,20,2,8.87,0,2.33,20.56,0,40.95,70.37,0,22.47,144.77,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,75,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,0,5.76,0,0,0,0,124.32,0,0,0

58,14:15-14:30,44.92,0,41.97,0,414,0,0.66,0,497.72,0,0,0,0,0,0,0,4.57,20,2,8.87,0,2.33,20.56,0,40.95,70.37,0,22.47,144.77,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,75,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,0,5.76,0,0,0,0,124.32,0,0,0

59,14:30-14:45,44.92,0,41.97,0,414,0,0.66,0,520.02,0,0,0,0,0,0,0,4.57,20,2,8.87,0,2.33,20.56,0,40.95,70.37,0,22.47,144.77,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,80,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,0,5.76,0,0,0,0,124.32,0,0,0

60,14:45-15:00,44.92,0,41.97,0,414,0,0.66,0,550.23,0,0,0,0,0,0,0,4.57,20,2,8.87,0,2.33,20.56,0,40.95,70.37,0,22.47,144.77,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,80,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,0,5.76,0,0,0,0,124.32,0,0,0

61,15:00-15:15,44.92,0,41.97,0,414,0,0.66,0,550.23,0,0,0,0,0,0,0,4.57,20,2,8.87,0,2.33,20.56,0,40.95,70.37,0,22.47,144.77,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,85,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,0,5.76,0,0,0,0,124.32,0,0,0

62,15:15-15:30,44.92,0,41.97,0,414,0,0.66,0,550.23,0,0,0,0,0,0,0,4.57,20,2,8.87,0,2.33,20.56,0,40.95,70.37,0,22.47,144.77,0,0,0,0,0,0,0,0,0,0,0,0,52.41,139.68,0,0,85,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,0,5.76,0,0,0,0,124.32,0,0,0

63,15:30-15:45,44.92,0,41.97,0,414,0,0.66,0,550.23,0,0,0,0,0,0,0,4.57,20,2,8.87,0,2.33,20.56,0,40.95,70.37,0,22.47,144.77,0,0,0,0,0,0,9.13,0,0,0,0,0,52.41,139.68,0,0,90,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,32.96,20.8,429.66,23.39,10.25,0,0,0,0,124.32,0,0,0

