Block,Time Block,JHAJJAR,KGSU1AND2,DADRI_LF,AURY_LF,DADRI_GF,DADRI_CRF,DADRI_RF,AURY_RF,DULHASTI,DHAULIGNGA,FSTPP I & II,KOTESHWR,KOLDAM,BSIUL,CHAMERA1,BRBCL,DADRT2,CHAMERA3,CHAMERA2,AURY_GF,AURY_CRF,URI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,UNCHAHAR2,ANTA_LF,ANTA_GF,ANTA_CRF,ANTA_RF,SIMHST1,RSTPSU7,SALAL,SEWA2,SASAN,SIMHST2,SINGRAULI,SINGRAULI_HYDRO,TALST2,TANAKPUR,TelanganaSTPP,TALA,TEHRI,TANDA2,RIHAND3,RIHAND2,RIHAND1,RAPPC,RSTPSU1TO6,RAPPB,KKNP,KHSTPP-II,KISHANGANGA,KKNPPU2,NNTPP,NTPL,NAPP,PARBATI3,NLCEXP,NLCIIST1,NJPC,NLCIIST2,MAPS,RAMPUR,NLCTS2EXP,KUDGI,KGSU3AND4,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
11,02:30-02:45,344,0,0,0,0,0,0,0,0,0,9.57,8.49,0,0,0,13.96,359.42,0,0,0,0,0.84,11.02,0,0,4.12,13.87,22.28,0,0,0,0,0,0,1.34,0,400.3,0,66.22,0,0,0,0,0,0,0,108.66,100.93,62.7,51.55,0,0,0,77.97,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,18.3,0,0,0,0,0

12,02:45-03:00,344,0,0,0,0,0,0,0,0,0,9.57,8.49,0,0,0,15.36,359.42,0,0,0,0,0.84,11.02,0,0,4.12,13.87,22.28,0,0,0,0,0,0,1.34,0,400.3,0,66.22,0,0,0,0,0,0,0,118.84,103.8,60.51,51.55,0,0,0,77.97,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,18.3,0,0,0,0,0

13,03:00-03:15,344,0,0,0,0,0,0,0,0,0,9.57,8.49,0,0,0,14.64,359.42,0,0,0,0,0.84,11.02,0,0,4.12,13.87,22.28,0,0,0,0,0,0,1.34,0,400.3,0,66.22,0,0,1.47,0,0,0,0,86.65,90.43,60.44,51.55,0,0,0,77.97,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,18.3,0,0,0,0,0

14,03:15-03:30,344,0,0,0,0,0,0,0,0,0,9.57,8.49,0,0,0,14.85,359.42,0,0,0,0,0.84,11.02,0,0,4.12,13.87,22.28,0,0,0,0,0,0,1.34,0,400.3,0,69.86,0,0,1.47,0,0,0,0,93.61,90.43,60.44,51.55,0,0,0,77.97,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,18.3,0,0,0,0,0

15,03:30-03:45,344,0,0,0,0,0,0,0,0,0,9.57,8.49,0,0,0,14.46,359.42,0,0,0,0,0.84,11.02,0,0,4.12,13.87,22.28,0,0,0,0,0,0,1.34,0,400.3,0,69.86,0,0,1.47,0,0,0,0,101.26,90.43,60.44,51.55,0,0,0,77.97,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,18.3,0,0,0,0,0

16,03:45-04:00,344,0,0,0,0,0,0,0,0,0,9.57,8.49,0,0,0,15.4,359.42,0,0,0,0,0.84,11.02,0,0,4.12,13.87,22.28,0,0,0,0,0,0,1.34,0,400.3,0,91.3,0,0,1.47,0,0,0,0,106.99,90.43,60.44,51.55,0,0,0,77.97,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,18.3,0,0,0,0,0

17,04:00-04:15,344,0,0,0,0,0,0,0,0,0,9.57,8.49,0,0,0,16.86,359.42,0,0,0,0,0.84,11.02,0,0,4.12,13.87,22.28,0,0,0,0,0,0,1.34,0,400.3,0,91.3,0,0,1.47,0,0,0,0,118.84,111.54,60.44,51.55,0,0,0,77.97,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,18.3,0,0,0,0,0

18,04:15-04:30,344,0,0,0,0,0,0,0,0,0,9.57,8.49,0,0,0,18.06,359.42,0,0,0,0,0.84,11.02,0,0,4.12,13.87,22.28,0,0,0,0,0,0,1.34,0,400.3,0,91.3,0,0,1.47,0,0,0,0,118.84,113.51,60.44,51.55,0,0,0,77.97,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,18.3,0,0,0,0,0

19,04:30-04:45,344,0,0,0,0,0,0,0,0,0,9.57,8.49,0,0,0,19.12,359.42,0,0,0,0,0.84,11.02,0,0,4.12,13.87,22.28,0,0,0,0,0,0,1.34,0,400.3,0,102.59,0,0,1.47,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,77.97,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,18.3,0,0,0,0,0

20,04:45-05:00,344,0,0,0,0,0,0,0,0,0,9.57,8.49,0,0,0,19.12,359.42,0,0,0,0,0.84,11.02,0,0,4.12,13.87,22.28,0,0,0,0,0,0,1.34,0,400.3,0,102.59,0,0,1.47,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,77.97,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,18.3,0,0,0,0,0

21,05:00-05:15,344,0,0,0,0,0,0,0,0,0,9.57,8.49,0,0,0,19.12,359.42,0,0,0,0,0.84,11.48,0,0,4.12,13.87,22.28,0,0,0,0,0,0,1.34,0,400.3,0,102.59,0,0,1.47,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,92.26,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,18.3,0,0,0,0,0

22,05:15-05:30,344,0,0,0,0,0,0,0,0,0,9.57,8.49,0,0,0,19.12,359.42,0,0,0,0,0.84,11.48,0,0,4.12,13.87,22.28,0,0,0,0,0,0,1.34,0,400.3,0,102.59,0,0,1.47,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,92.47,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,18.3,0,0,0,0,0

23,05:30-05:45,344,0,0,0,0,0,0,0,0,0,10.5,8.49,0,0,0,19.12,359.42,0,0,0,0,0.84,11.48,0,0,4.12,13.87,22.28,0,0,0,0,0,0,8.88,0,400.3,0,117.2,0,0,1.47,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,111.54,0,0,0,0,42.37,0,0,0,19.91,0,0,0,0,0,0,25.98,0,0,0,0,0

24,05:45-06:00,344,0,0,0,0,0,0,0,0,0,13.8,8.49,0,0,0,19.12,359.42,0,0,0,0,0.84,11.48,0,0,4.12,13.87,22.28,0,0,0,0,0,0,39.99,0,400.3,0,120.41,0,0,1.47,0,0,14.87,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,44.36,0,0,0,0,0,0,32.49,0,0,0,0,0

25,06:00-06:15,465.32,0,0,0,0,0,0,0,15.75,8.74,15.94,8.49,0,0,0,19.12,410.97,0,0,0,0,0.84,16.49,0,0,4.12,21.31,33.82,0,0,0,0,0,0,39.99,0,400.3,0,120.41,0,0,1.47,0,0,14.87,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,3.65,0,0,67.08,0,0,0,0,0,0,32.49,0,0,0,0,0

26,06:15-06:30,553.27,0,0,0,0,0,0,0,31.5,17.46,15.94,8.49,0,1.05,0,19.12,522.09,0,2.55,0,0,0.84,16.65,0,0,4.12,24.36,40.52,0,0,0,0,0,0,39.99,0,400.3,0,120.41,0,0,1.47,0,0,29.75,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,15.82,0,0,67.08,0,0,0,0,0,0,32.49,0,0,0,0,0

27,06:30-06:45,622.02,0,0,0,0,0,0,0,31.5,26.2,15.94,8.49,0,6.23,11.48,19.12,598.3,9.24,7.65,0,0,0.84,18.89,0,0,4.12,25.23,40.52,0,0,0,0,0,0,39.99,0,400.3,0,120.41,0,0,1.47,0,0,44.62,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,15.82,0,0,89.43,0,0,0,0,0,0,32.49,0,0,0,0,0

28,06:45-07:00,625.45,0,0,0,0,0,0,0,31.5,26.2,15.94,9.43,0,12.46,11.71,19.12,652.68,18.53,25.18,0,0,0.84,19.65,0,0,4.12,25.23,40.52,0,0,0,0,0,0,39.99,0,400.3,0,120.41,0,0,1.47,0,0,59.5,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,15.82,0,0,89.43,0,0,0,0,0,0,32.49,0,0,0,0,0

29,07:00-07:15,625.45,0,0,0,0,0,0,0,31.5,26.2,15.94,9.43,0,12.46,26.86,19.12,652.68,18.53,25.18,0,0,25.32,19.65,0,0,4.12,25.23,40.52,0,0,0,0,0,0,39.99,7.55,400.3,0,120.41,0,0,1.47,0,0,59.5,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,15.82,0,0,108.63,0,0,0,0,0,0,32.49,0,0,0,0,0

30,07:15-07:30,625.45,0,0,0,0,0,0,0,31.5,26.2,15.94,9.43,0,12.46,26.86,19.12,652.68,18.53,25.18,0,0,25.32,19.65,0,0,4.12,25.23,40.52,0,0,0,0,0,0,8.88,15.11,400.3,0,120.41,0,0,1.47,0,0,59.5,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,15.82,0,0,108.63,0,0,0,0,0,0,32.49,0,0,0,0,0

31,07:30-07:45,625.45,0,0,0,0,0,0,0,31.5,26.2,15.94,9.43,0,12.46,26.86,19.12,652.68,18.53,25.18,0,0,25.32,19.65,0,0,4.12,25.23,40.52,0,0,0,0,0,0,1.34,15.11,400.3,0,120.41,0,0,1.47,0,0,59.5,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,15.82,0,0,108.63,0,0,0,0,0,0,32.49,0,0,0,0,0

32,07:45-08:00,625.45,0,0,0,0,0,0,0,31.5,26.2,15.94,9.43,0,12.46,26.86,19.12,652.68,18.53,25.18,0,0,4.22,19.65,0,0,4.12,25.23,40.52,0,0,0,0,0,0,1.34,15.11,400.3,0,120.41,0,0,1.47,0,0,59.5,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,3.4,0,0,108.63,0,0,0,0,0,0,32.49,0,0,0,0,0

33,08:00-08:15,625.45,0,0,0,0,0,0,0,31.5,26.2,15.94,9.43,0,12.46,26.86,19.12,652.68,18.53,25.18,0,0,2.11,19.65,0,0,4.12,25.23,40.52,0,0,0,0,0,0,1.34,15.11,400.3,0,120.41,0,0,1.47,0,0,59.5,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,108.63,0,0,0,0,0,0,32.49,0,0,0,0,0

34,08:15-08:30,625.45,0,0,0,0,0,0,0,31.5,26.2,15.94,9.43,0,12.46,26.86,19.12,652.68,18.53,25.18,0,0,2.11,19.65,0,0,4.12,25.23,40.52,0,0,0,0,0,0,1.34,8.92,400.3,0,120.41,0,0,1.47,0,0,59.5,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,108.63,0,0,0,0,0,0,32.49,0,0,0,0,0

35,08:30-08:45,625.45,0,0,0,0,0,0,0,31.5,8.74,15.94,8.49,0,2.1,11.48,19.12,652.68,9.24,12.59,0,0,25.32,19.65,0,0,4.12,25.23,40.52,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,1.47,0,0,59.5,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,89.43,0,0,0,0,0,0,32.49,0,0,0,0,0

36,08:45-09:00,625.45,0,0,0,0,0,0,0,31.5,0,15.94,8.49,0,0,0,19.12,652.68,0,12.59,0,0,25.32,19.65,0,0,4.12,25.23,40.52,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,1.47,0,0,44.62,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,67.08,0,0,0,0,0,0,32.49,0,0,0,0,0

37,09:00-09:15,625.45,0,0,0,0,0,0,0,31.5,0,15.94,8.49,0,0,0,19.12,652.68,0,3.18,0,0,25.32,19.65,0,0,18,25.23,40.52,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0,0,0,44.62,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,44.73,0,0,0,0,0,0,32.49,0,0,0,0,0

38,09:15-09:30,625.45,0,0,0,0,0,0,0,31.5,0,15.94,8.49,0,0,0,19.12,652.68,0,0,0,0,25.32,19.65,0,0,18,25.23,40.52,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0,0,0,29.75,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,20.82,0,0,0,0,0,0,32.49,0,0,0,0,0

39,09:30-09:45,625.45,0,0,0,0,0,0,0,15.75,0,15.94,8.49,0,0,0,19.12,652.68,0,0,0,0,4.22,19.65,0,0,18,25.23,40.52,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0,0,0,29.75,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

40,09:45-10:00,625.45,0,0,0,0,0,0,0,15.75,0,15.94,8.49,0,0,0,19.12,652.68,0,0,0,0,2.11,19.65,0,0,18,25.23,40.52,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0,0,0,13.98,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

41,10:00-10:15,625.45,0,0,0,0,0,0,0,15.75,0,15.94,8.49,0,0,0,19.12,652.68,0,0,0,0,2.11,19.65,0,0,18,25.23,40.52,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

42,10:15-10:30,625.45,0,0,0,0,0,0,0,15.75,0,15.94,8.49,0,0,0,19.12,610.8,0,0,0,0,2.11,19.65,0,0,18,25.23,40.52,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

43,10:30-10:45,610.78,0,0,0,0,0,0,0,15.75,0,15.94,8.49,0,0,0,19.12,572.56,0,0,0,0,2.11,19.65,0,0,4.12,25.23,40.52,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

44,10:45-11:00,595.49,0,0,0,0,0,0,0,15.75,0,15.94,8.49,0,0,0,19.12,572.56,0,0,0,0,2.11,19.65,0,0,4.12,25.23,35.96,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

45,11:00-11:15,595.49,0,0,0,0,0,0,0,0,0,14.04,8.49,0,0,0,17.77,572.56,0,0,0,0,1.06,17.53,0,0,4.12,22.6,35.96,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

46,11:15-11:30,512.78,0,0,0,0,0,0,0,0,0,15.94,8.49,0,0,0,16.92,568.4,0,0,0,0,1.06,17.53,0,0,4.12,22.47,35.96,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

47,11:30-11:45,424.84,0,0,0,0,0,0,0,0,0,15.94,8.49,0,0,0,19.12,467.67,0,0,0,0,1.06,17.53,0,0,4.12,22.47,35.96,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0.49,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

48,11:45-12:00,347.41,0,0,0,0,0,0,0,0,0,15.94,8.49,0,0,0,19.12,368.05,0,0,0,0,1.06,17.53,0,0,4.12,25.23,35.96,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0.49,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

49,12:00-12:15,347.41,0,0,0,0,0,0,0,0,0,15.94,8.49,0,0,0,19.12,312.92,0,0,0,0,6.34,17.53,0,0,4.12,25.23,35.96,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0.49,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

50,12:15-12:30,347.41,0,0,0,0,0,0,0,0,0,15.94,8.49,0,0,0,19.12,253.31,0,0,0,0,6.34,17.53,0,0,4.12,25.23,35.96,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0.49,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

51,12:30-12:45,347.41,0,0,0,0,0,0,0,0,0,15.94,8.49,0,0,0,19.12,253.31,0,0,0,0,3.16,17.53,0,0,4.12,25.23,35.96,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0.49,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

52,12:45-13:00,347.41,0,0,0,0,0,0,0,0,0,15.94,8.49,0,0,0,17.6,253.31,0,0,0,0,3.16,17.53,0,0,4.12,25.23,35.96,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0.49,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

53,13:00-13:15,344,0,0,0,0,0,0,0,0,0,13.62,8.49,0,0,0,19.12,253.31,0,0,0,0,3.16,14.05,0,0,4.12,18.24,22.28,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0.49,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

54,13:15-13:30,344,0,0,0,0,0,0,0,0,0,13.62,8.49,0,0,0,19.12,253.31,0,0,0,0,3.16,13.98,0,0,4.12,18.24,22.28,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0.49,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

55,13:30-13:45,344,0,0,0,0,0,0,0,0,0,9.57,8.49,0,0,0,19.12,253.31,0,0,0,0,1.06,11.48,0,0,4.12,13.87,22.28,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0.49,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,124.87,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,29.02,0,0,0,0,0

56,13:45-14:00,344,0,0,0,0,0,0,0,0,0,9.57,8.49,0,0,0,19.12,253.31,0,0,0,0,1.06,11.48,0,0,4.12,13.87,22.28,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0.49,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,124.87,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,29.02,0,0,0,0,0

57,14:00-14:15,344,0,0,0,0,0,0,0,0,0,9.57,8.49,0,0,0,19.12,253.31,0,0,0,0,1.06,11.48,0,0,4.12,13.87,22.28,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0.49,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,124.87,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,29.02,0,0,0,0,0

58,14:15-14:30,344,0,0,0,0,0,0,0,0,0,9.57,8.49,0,0,0,19.12,253.31,0,0,0,0,1.06,11.48,0,0,4.12,13.87,22.28,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0.49,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,124.87,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,29.02,0,0,0,0,0

59,14:30-14:45,344,0,0,0,0,0,0,0,0,0,9.57,8.49,0,0,0,19.12,253.31,0,0,0,0,4.22,11.48,0,0,4.12,13.87,22.28,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0.49,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,140.67,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

60,14:45-15:00,344,0,0,0,0,0,0,0,0,0,9.57,8.49,0,0,0,19.12,253.31,0,0,0,0,4.22,11.48,0,0,4.12,13.87,22.28,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0.49,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

61,15:00-15:15,344,0,0,0,0,0,0,0,0,0,9.57,8.49,0,0,0,19.12,339.49,0,0,0,0,4.22,11.48,0,0,4.12,13.87,22.28,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

62,15:15-15:30,344,0,0,0,0,0,0,0,0,0,9.57,8.49,0,0,0,19.12,359.16,0,0,0,0,4.22,11.48,0,0,4.12,13.87,22.28,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

