Block,Time Block,SIMHST1,SIMHST2,SINGRAULI,KKNPPU2,KOLDAM,KGSU1AND2,KGSU3AND4,KHSTPP-II,KISHANGANGA,JHAJJAR,KKNP,KHSTPP-I,RAMPUR,PARBATI3,NTPL,RAPPC,PARBATI2,RAPPB,DULHASTI,DHAULIGNGA,FSTPP I & II,NLCTS2EXP,NNTPP,RIHAND2,RSTPSU7,SALAL,SEWA2,RIHAND1,RAPPD,SASAN,RIHAND3,RSTPSU1TO6,NJPC,NLCIIST1,NLCIIST2,NLCEXP,DADRT2,CHAMERA3,CHAMERA1,CHAMERA2,NAPP,BSIUL,BRBCL,ANTA_LF,AURY_GF,DADRI_GF,ANTA_GF,AURY_CRF,DADRI_CRF,DADRI_RF,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_LF,UNCHAHAR4,UNCHAHAR3,VALLURNTECL,UNCHAHAR2,URI2,URI,UNCHAHAR1,MAPS,KUDGI,KOTESHWR,TALA,TANAKPUR,TEHRIPSP,TEHRI,TelanganaSTPP,SINGRAULI_HYDRO,TALST2,TANDA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,0,72.35,0,8.33,0,0,94.16,6.73,342.5,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,78.52,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,661.38,32.77,40.69,45.48,23.51,18.88,13.64,0,0,0,0,0,0,0,0,0,0,0,0,1.68,22.99,0,36.87,36.11,46.88,18.12,0,0,43.52,23.55,11.5,185.89,79.5,0,0,0,5.36,0,0,0,0,0

7,01:30-01:45,0,0,72.35,0,8.33,0,0,94.16,6.73,291.34,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,78.52,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,591.4,32.77,40.69,45.48,23.51,18.88,13.8,0,0,0,0,0,0,0,0,0,0,0,0,1.68,26.43,0,36.92,36.11,46.88,18.12,0,0,43.52,23.55,11.5,185.89,79.5,0,0,0,5.36,0,0,0,0,0

8,01:45-02:00,0,0,72.35,0,8.33,0,0,94.16,6.73,291.34,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,78.52,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,490.82,32.77,40.69,45.48,23.51,18.88,13.05,0,0,0,0,0,0,0,0,0,0,0,0,1.94,22.99,0,36.87,36.11,46.88,18.12,0,0,43.52,23.55,11.5,185.89,79.5,0,0,0,5.36,0,0,0,0,0

9,02:00-02:15,0,0,72.35,0,8.33,0,0,94.16,6.73,283.55,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,78.52,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,381.44,32.77,40.69,45.48,23.51,18.88,12.86,0,0,0,0,0,0,0,0,0,0,0,0,1.47,25.77,0,41.65,36.11,50.54,19.46,0,0,43.52,23.55,12.66,185.89,79.5,0,0,0,2.52,0,0,0,0,0

10,02:15-02:30,0,0,72.35,0,8.33,0,0,94.16,6.73,283.55,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,78.52,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,381.44,32.77,40.69,45.48,23.51,18.88,14.04,0,0,0,0,0,0,0,0,0,0,0,0,1.47,25.77,0,41.65,36.11,50.54,19.46,0,0,43.52,23.55,12.66,185.89,79.5,0,0,0,2.52,0,0,0,0,0

11,02:30-02:45,0,0,72.35,0,8.33,0,0,94.16,6.73,253.51,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,78.52,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,374.68,32.77,40.69,45.48,23.51,18.88,13.71,0,0,0,0,0,0,0,0,0,0,0,0,1.33,25.77,0,41.65,36.11,50.54,19.07,0,0,43.52,23.41,12.66,185.89,79.5,0,0,0,2.52,0,0,0,0,0

12,02:45-03:00,0,0,72.35,0,8.33,0,0,94.16,6.73,253.51,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,78.52,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,374.68,32.77,40.69,45.48,23.51,18.88,17.11,0,0,0,0,0,0,0,0,0,0,0,0,1.33,25.77,0,41.65,36.11,50.54,19.07,0,0,43.52,23.41,12.66,185.89,79.5,0,0,0,2.52,0,0,0,0,0

13,03:00-03:15,0,0,72.35,0,8.33,0,0,94.16,6.73,251.58,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.27,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,422.95,32.77,40.69,45.48,23.51,18.88,16.68,0,0,0,0,0,0,0,0,0,0,0,0,1.33,25.77,0,41.65,32.36,46.88,19.07,0,0,43.52,23.41,12.66,185.89,79.5,0,0,0,2.52,0,0,0,0,0

14,03:15-03:30,0,0,72.35,0,8.33,0,0,94.16,6.73,251.58,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.27,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,490.52,32.77,40.69,45.48,23.51,18.88,17.78,0,0,0,0,0,0,0,0,0,0,0,0,1.33,25.77,0,41.65,32.36,46.88,19.07,0,0,43.52,23.41,12.66,185.89,79.5,0,0,0,2.52,0,0,0,0,0

15,03:30-03:45,0,0,72.35,0,8.33,0,0,94.16,6.73,251.58,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.27,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,490.52,32.77,40.69,45.48,23.51,18.88,16.14,0,0,0,0,0,0,0,0,0,0,0,0,1.33,25.77,0,41.65,32.36,17.06,19.07,0,0,43.52,23.41,12.66,185.89,79.5,0,0,0,2.52,0,0,0,0,0

16,03:45-04:00,0,0,72.35,0,8.33,0,0,94.16,6.73,251.58,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.27,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,471.21,32.77,40.69,45.48,23.51,18.88,17.77,0,0,0,0,0,0,0,0,0,0,0,0,1.33,25.77,0,41.65,32.36,6.4,19.07,0,0,43.52,23.41,12.66,185.89,79.5,0,0,0,2.52,0,0,0,0,0

17,04:00-04:15,0,0,72.35,0,8.33,0,0,94.16,4.49,251.58,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.84,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,471.21,32.77,40.69,45.48,23.51,18.88,18.8,0,0,0,0,0,0,0,0,0,0,0,0,1.33,25.77,0,41.65,32.36,6.4,19.07,0,0,43.52,23.41,12.66,185.89,79.5,0,0,0,2.52,0,0,0,0,0

18,04:15-04:30,0,0,72.35,0,8.33,0,0,94.16,4.49,251.58,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.84,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,422.95,32.77,40.69,45.48,23.51,18.88,20.87,0,0,0,0,0,0,0,0,0,0,0,0,1.33,25.77,0,41.65,32.36,17.06,19.07,0,0,43.52,23.41,12.66,185.89,79.5,0,0,0,2.52,0,0,0,0,0

19,04:30-04:45,0,0,72.35,0,8.33,0,0,94.16,4.49,251.58,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.84,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,422.95,32.77,40.69,45.48,23.51,18.88,20.88,0,0,0,0,0,0,0,0,0,0,0,0,1.33,25.77,0,41.65,32.36,46.88,19.07,0,0,43.52,23.41,12.66,185.89,79.5,0,0,0,2.52,0,0,0,0,0

20,04:45-05:00,0,0,72.35,0,8.33,0,0,94.16,4.49,254.47,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.84,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,422.95,32.77,40.69,45.48,23.51,18.88,22.1,0,0,0,0,0,0,0,0,0,0,0,0,1.33,25.77,0,41.65,32.36,46.88,19.07,0,0,43.52,23.22,12.66,185.89,79.5,0,0,0,2.52,0,0,0,0,0

21,05:00-05:15,0,0,72.35,0,8.33,0,0,94.16,4.49,283.55,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.84,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,463.49,32.77,40.69,45.48,23.51,18.88,20.41,0,0,0,0,0,0,0,0,0,0,0,0,1.33,25.77,0,41.65,32.36,50.54,19.07,0,0,43.52,22.76,11.5,185.89,79.5,0,0,0,2.52,0,0,0,0,0

22,05:15-05:30,0,0,72.35,0,8.33,0,0,94.16,4.49,283.55,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.84,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,501.27,32.77,40.69,45.48,23.51,18.88,20.56,0,0,0,0,0,0,0,0,0,0,0,0,1.19,25.77,0,41.65,32.36,50.54,19.07,0,0,43.52,22.72,11.5,185.89,79.5,0,0,0,2.52,0,0,0,0,0

23,05:30-05:45,0,0,72.35,0,8.33,0,0,94.16,4.49,283.55,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.84,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,568.84,32.77,40.69,45.48,23.51,18.88,24.12,0,0,0,0,0,0,0,0,0,0,0,0,1.2,24.87,0,41.17,32.36,50.54,19.07,0,0,43.52,22.57,11.5,185.89,79.5,0,0,0,2.52,0,0,0,0,0

24,05:45-06:00,0,0,72.35,0,8.33,0,0,94.16,4.49,341.47,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.84,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,636.41,32.77,40.69,45.48,23.51,18.88,23.17,0,0,0,0,0,0,0,0,0,0,0,0,1.2,24.87,0,41.17,32.36,50.54,18.48,0,0,43.52,22.42,11.5,185.89,79.5,0,0,0,2.52,0,0,0,0,0

25,06:00-06:15,0,0,72.35,0,8.33,0,0,94.16,4.49,399.38,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.84,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,662.27,32.77,40.69,45.48,23.51,18.88,23.17,0,0,0,0,0,0,0,0,0,0,0,0,1.2,24.87,0,41.17,32.36,46.88,18.48,0,0,43.52,22.42,11.5,185.89,79.5,0,0,0,2.52,0,0,0,0,0

26,06:15-06:30,0,0,72.35,0,8.33,0,0,94.16,4.49,450.54,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.84,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,655.05,32.77,40.69,45.48,23.51,18.88,24.12,0,0,0,0,0,0,0,0,0,0,0,0,1.2,24.87,0,41.17,32.36,46.88,18.48,0,0,43.52,22.25,11.5,185.89,79.5,0,0,0,2.52,0,0,0,0,0

27,06:30-06:45,0,0,72.35,0,8.33,0,0,94.16,4.49,450.54,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.84,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,655.05,32.77,40.69,45.48,23.51,18.88,23.17,0,0,0,0,0,0,0,0,0,0,0,0,1.2,24.87,0,41.17,32.36,46.88,18.48,0,0,43.52,22.23,11.5,185.89,79.5,0,0,0,2.52,0,0,0,0,0

28,06:45-07:00,0,0,72.35,0,8.33,0,0,94.16,4.49,450.54,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.84,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,662.27,32.77,40.69,45.48,23.51,18.88,21.24,0,0,0,0,0,0,0,0,0,0,0,0,1.2,24.87,0,41.17,32.36,46.88,18.48,0,0,43.52,22.23,11.5,185.89,79.5,0,0,0,2.52,0,0,0,0,0

29,07:00-07:15,0,0,72.35,0,8.33,0,0,94.16,4.49,450.54,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.84,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,597.05,32.77,40.69,45.48,23.51,18.88,24.12,0,0,0,0,0,0,0,0,0,0,0,0,1.48,24.87,0,41.17,32.36,46.88,18.48,0,0,43.52,22.27,11.5,185.89,79.5,0,0,0,2.52,0,0,0,0,0

30,07:15-07:30,0,0,72.35,0,8.33,0,0,94.16,4.49,392.63,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.84,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,525.4,32.77,40.69,45.48,23.51,18.88,23.17,0,0,0,0,0,0,0,0,0,0,0,0,1.48,24.87,0,41.17,32.36,46.88,20.49,0,0,43.52,22.27,11.5,185.89,79.5,0,0,0,2.52,0,0,0,0,0

31,07:30-07:45,0,0,72.35,0,8.33,0,0,82.76,4.49,334.71,0,39.94,5.48,50.23,0,62.85,24.8,0,36.99,40.99,16.87,0,0,120.92,0,76.84,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,415.22,32.77,40.69,45.48,23.51,18.88,21.24,0,0,0,0,0,0,0,0,0,0,0,0,1.47,23.01,0,38.25,32.36,46.88,17.71,0,0,43.52,22.12,3.72,185.89,79.5,0,0,0,2.52,0,0,0,0,0

32,07:45-08:00,0,0,72.35,0,8.33,0,0,94.16,4.49,254.47,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,16.87,0,0,120.92,0,76.84,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,309.04,32.77,40.69,45.48,23.51,18.88,18.53,0,0,0,0,0,0,0,0,0,0,0,0,1.47,22.34,0,36.14,32.36,46.88,17.71,0,0,43.52,22.13,3.72,185.89,79.5,0,0,0,2.52,0,0,0,0,0

33,08:00-08:15,0,0,72.35,0,8.33,0,0,90.14,4.49,241.92,0,40.11,5.48,50.23,0,62.85,24.8,0,36.99,40.99,16.87,0,0,120.92,0,76.84,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,202.86,32.77,40.69,45.48,23.51,18.88,20.63,0,0,0,0,0,0,0,0,0,0,0,0,1.47,18.83,0,30.69,32.36,46.88,15.11,0,0,43.52,22.27,3.72,185.89,79.5,0,0,0,2.52,0,0,0,0,0

34,08:15-08:30,0,0,72.35,0,8.33,0,0,94.16,4.49,241.92,0,39.86,5.48,50.23,0,62.85,24.8,0,36.99,40.99,16.87,0,0,120.92,0,76.84,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,125.63,32.77,40.69,45.48,23.51,18.88,20.97,0,0,0,0,0,0,0,0,0,0,0,0,1.47,18.83,0,30.69,32.36,46.88,14.53,0,0,43.52,22.34,11.5,100.37,79.5,0,0,0,2.52,0,0,0,0,0

35,08:30-08:45,0,0,72.35,0,8.33,0,0,94.16,4.49,241.92,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,16.87,0,0,120.92,0,76.84,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,125.63,32.77,40.69,45.48,23.51,18.88,20.06,0,0,0,0,0,0,0,0,0,0,0,0,1.47,18.83,0,30.69,32.36,46.88,14.53,0,0,43.52,22.76,11.5,0,39.75,0,0,0,2.52,0,0,0,0,0

36,08:45-09:00,0,0,72.35,0,8.33,0,0,94.16,4.49,241.92,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,16.87,0,0,120.92,0,76.84,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,125.63,32.77,40.69,45.48,23.51,18.88,18.4,0,0,0,0,0,0,0,0,0,0,0,0,1.47,18.83,0,30.69,32.36,46.88,14.53,0,0,43.52,22.91,11.5,0,0,0,0,0,2.52,0,0,0,0,0

37,09:00-09:15,0,0,72.35,0,8.33,0,0,94.16,4.49,241.92,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,13.86,0,0,120.92,0,76.84,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,125.63,32.77,40.69,45.48,23.51,18.88,19.4,0,0,0,0,0,0,0,0,0,0,0,0,1.47,18.83,0,30.69,32.36,40.49,14.53,0,0,43.52,23.27,11.5,0,0,0,0,0,2.52,0,0,0,0,0

38,09:15-09:30,0,0,72.35,0,8.33,0,0,94.16,4.49,241.92,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,13.86,0,0,120.92,0,76.84,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,125.63,32.77,40.69,45.48,23.51,18.88,18.48,0,0,0,0,0,0,0,0,0,0,0,0,1.47,18.83,0,30.69,32.36,40.49,14.53,0,0,43.52,23.29,11.5,0,0,0,0,0,2.52,0,0,0,0,0

39,09:30-09:45,0,0,72.35,0,8.33,0,0,94.16,4.49,241.92,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,13.86,0,0,120.92,0,76.84,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,125.63,32.77,40.69,45.48,23.51,18.88,19.79,0,0,0,0,0,0,0,0,0,0,0,0,1.47,18.83,0,30.69,32.36,50.54,14.53,0,0,43.52,23.33,11.5,0,0,0,0,0,2.52,0,0,0,0,0

40,09:45-10:00,0,0,72.35,0,8.33,0,0,81.61,2.25,241.92,0,37.88,5.48,50.23,0,62.85,24.8,0,36.99,40.99,13.86,0,0,120.92,0,76.84,17.7,45.65,38.67,331.21,126.3,0,169.7,0,0,0,125.63,32.77,40.69,45.48,23.51,18.88,22,0,0,0,0,0,0,0,0,0,0,0,0,1.47,18.83,0,30.69,32.36,50.54,14.53,0,0,43.52,23.95,11.5,0,0,0,0,0,2.52,0,0,0,0,0

41,10:00-10:15,0,0,72.35,0,8.33,0,0,94.16,0.62,249.71,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,13.86,0,0,120.92,0,76.84,17.7,45.65,38.67,335.89,126.3,0,169.7,0,0,0,128.83,32.77,40.69,45.48,23.51,18.88,20.94,0,0,0,0,0,0,0,0,0,0,0,0,1.94,19.49,0,31.42,32.36,50.54,14.94,0,0,43.52,26.2,11.5,0,0,0,0,0,2.88,0,0,0,0,0

42,10:15-10:30,0,0,72.35,0,8.33,0,0,94.16,0,249.71,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,13.86,0,0,120.92,0,76.84,17.7,45.65,38.67,336.87,126.3,0,169.7,0,0,0,128.83,32.77,40.69,45.48,23.51,18.88,20.83,0,0,0,0,0,0,0,0,0,0,0,0,1.94,19.49,0,31.42,32.36,50.54,14.94,0,0,43.52,26.23,11.5,0,0,0,0,0,3.25,0,0,0,0,0

43,10:30-10:45,0,0,72.35,0,8.33,0,0,94.16,0,257.44,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,13.86,0,0,120.92,0,76.84,17.7,45.65,38.67,336.87,126.3,0,169.7,0,0,0,195.43,32.77,40.69,45.48,23.51,18.88,17.79,0,0,0,0,0,0,0,0,0,0,0,0,1.94,19.49,0,31.42,32.36,45.29,14.94,0,0,43.52,27.11,11.5,0,0,0,0,0,3.66,0,0,0,0,0

44,10:45-11:00,0,0,72.35,0,8.33,0,0,94.16,0,257.44,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,13.86,0,0,120.92,0,76.84,17.7,45.65,38.67,336.87,126.3,0,169.7,0,0,0,243.7,32.77,40.69,45.48,23.51,18.88,17.78,0,0,0,0,0,0,0,0,0,0,0,0,1.94,19.49,0,31.42,32.36,45.29,14.94,0,0,43.52,27.13,11.5,0,0,0,0,0,4.02,0,0,0,0,0

45,11:00-11:15,0,0,72.35,0,8.33,0,0,94.16,0,257.44,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,13.86,0,0,120.92,0,76.27,17.7,45.65,38.67,336.87,126.3,0,169.7,0,0,0,221.98,32.77,40.69,45.48,23.51,18.88,16.94,0,0,0,0,0,0,0,0,0,0,0,0,1.94,19.49,0,31.42,32.36,45.29,14.94,0,0,43.52,27.24,11.5,0,0,0,0,0,4.48,0,0,0,0,0

46,11:15-11:30,0,0,72.35,0,8.33,0,0,94.16,0,257.44,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,13.86,0,0,120.92,0,76.27,17.7,45.65,38.67,336.87,126.3,0,169.7,0,0,0,147.17,32.77,40.69,45.48,23.51,18.88,14.72,0,0,0,0,0,0,0,0,0,0,0,0,1.94,19.49,0,31.42,32.36,45.29,14.94,0,0,43.52,27.24,11.5,0,0,0,0,0,4.69,0,0,0,0,0

47,11:30-11:45,0,0,72.35,0,8.33,0,0,94.16,0,257.44,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,13.86,0,0,120.92,0,61.7,17.7,45.65,38.67,336.87,126.3,0,169.7,0,0,0,104.7,32.77,40.69,45.48,23.51,18.88,15.35,0,0,0,0,0,0,0,0,0,0,0,0,1.94,19.49,0,31.42,32.36,45.29,14.94,0,0,43.52,27.24,11.5,0,0,0,0,0,4.69,0,0,0,0,0

48,11:45-12:00,0,0,72.35,0,8.33,0,0,94.16,0,257.44,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,13.86,0,0,120.92,0,72.9,17.7,45.65,38.67,336.87,126.3,0,169.7,0,0,0,104.7,32.77,40.69,45.48,23.51,18.88,18.14,0,0,0,0,0,0,0,0,0,0,0,0,1.94,19.49,0,31.42,32.36,45.29,14.94,0,0,43.52,27.24,11.5,0,0,0,0,0,4.69,0,0,0,0,0

49,12:00-12:15,0,0,72.35,0,8.33,0,0,94.16,0,250,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,13.86,0,0,120.92,0,76.84,17.7,45.65,38.67,336.87,126.3,0,169.7,0,0,0,104.7,32.77,40.69,45.48,23.51,18.88,20.45,0,0,0,0,0,0,0,0,0,0,0,0,1.94,19.49,0,31.42,32.36,45.29,14.94,0,0,43.52,27.24,3.72,0,0,0,0,0,4.69,0,0,0,0,0

50,12:15-12:30,0,0,72.35,0,8.33,0,0,94.16,0,250,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,13.86,0,0,120.92,0,76.84,17.7,45.65,38.67,336.87,126.3,0,169.7,0,0,0,104.7,32.77,40.69,45.48,23.51,18.88,24.12,0,0,0,0,0,0,0,0,0,0,0,0,1.94,19.49,0,31.42,32.36,45.29,14.94,0,0,43.52,27.27,3.72,0,3.73,0,0,0,4.69,0,0,0,0,0

51,12:30-12:45,0,0,72.35,0,8.33,0,0,94.16,0,250,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,13.86,0,0,120.92,0,76.84,17.7,45.65,38.67,336.87,126.3,0,169.7,0,0,0,104.7,32.77,40.69,45.48,23.51,18.88,18.16,0,0,0,0,0,0,0,0,0,0,0,0,1.94,19.49,0,31.42,32.36,45.29,14.94,0,0,43.52,27.04,3.72,124.47,52.11,0,0,0,4.69,0,0,0,0,0

52,12:45-13:00,0,0,72.35,0,8.33,0,0,94.16,0,250,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,13.86,0,0,120.92,0,76.84,17.7,45.65,38.67,336.87,126.3,0,169.7,0,0,0,104.7,32.77,40.69,45.48,23.51,18.88,15.32,0,0,0,0,0,0,0,0,0,0,0,0,1.94,19.49,0,31.42,32.36,45.29,14.94,0,0,43.52,27.11,11.5,185.89,79.5,0,0,0,4.69,0,0,0,0,0

