Block,Time,TEHRI,ANTA_GF,UNCHAHAR3,KISHANGANGA,KOLDAM,SEWA2,DADRI_GF,DADRI_CRF,AURY_LF,RAPPC,ANTA_LF,CHAMERA1,RIHAND3,UNCHAHAR2,UNCHAHAR4,RIHAND1,SINGRAULI,BSIUL,SALAL,RAPPB,DADRI_LF,DADRI_RF,JHAJJAR,NAPP,DADRT2,AURY_CRF,DHAULIGNGA,NJPC,RIHAND2,CHAMERA2,SINGRAULI_HYDRO,RAMPUR,ANTA_CRF,URI,ANTA_RF,PARBATI3,KOTESHWR,CHAMERA3,TANAKPUR,AURY_GF,AURY_RF,DULHASTI,URI2,TANDA2,UNCHAHAR1,KAWAS-RLNG,VSTPS IV,NNTPP,NLCTS2EXP,GANDHAR-APM,MOUDA_II,GANDHAR-RLNG,GANDHAR-NAPM,SIMHST2,RSTPSU1TO6,GADARWARA-I,KAWAS-NAPM,KKNP,TALST2,KHSTPP-II,KAWAS-zLIQ,RSTPSU7,NTPL,VSTPS III,SOLAPUR,NLCEXP,KHSTPP-I,SIPAT I,KUDGI,GANDHAR-ComGas,VALLURNTECL,FSTPP I & II,BRBCL,VSTPS I,KHARGONE-I,NLCIIST1,SIPAT II,KGSU3AND4,KAWAS-ComGas,NLCIIST2,KGSU1AND2,TALA,TAPS-II,KSTPS I&II,MAPS,SASAN,LARA-I,KAPS,KAWAS-APM,KSTPS7,VSTPS V,MOUDA,VSTPS II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
27,06:30-06:45,0.000000,0.000000,12.475835,2.468554,2.058772,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,14.326548,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,258.357936,42.944116,182.594371,0.000000,19.185787,59.430214,58.386055,42.217017,0.981517,1.148641,0.000000,47.531340,0.000000,6.719172,0.000000,20.432166,1.115431,0.000000,0.000000,52.153427,31.101135,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.663139,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.01,1.895994,2.548000,0.79,42.279750,5.141006,7.68,0.000000,2.30,8.808700,14.512451,2.244496,3.427338,1.16,0.904723,1.05,0.000000,0.44,1.94,0.000000,2.702613,2.872831,0.23,405.159975,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

28,06:45-07:00,0.000000,0.000000,12.475835,2.468554,2.058772,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,14.326548,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,239.065986,42.944116,182.594371,0.000000,19.185787,59.430214,58.386054,42.217017,0.981517,1.148641,0.000000,47.531340,0.000000,3.762736,0.000000,20.432166,1.115431,0.000000,0.000000,52.153427,31.101135,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.663139,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,89.775099,0.000000,1.88,1.01,1.895994,2.548000,0.79,26.309228,5.141006,7.68,0.000000,2.30,8.808700,14.512451,2.244496,3.427338,1.16,0.904723,1.05,0.000000,0.44,1.94,0.000000,2.702613,2.872831,0.23,405.159975,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

29,07:00-07:15,0.000000,0.000000,12.475835,2.468554,1.029386,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,21.729789,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,239.065986,42.944116,182.594371,0.000000,19.185787,73.396315,58.386054,42.217017,0.981517,1.415290,0.000000,47.531340,0.000000,3.762736,0.000000,20.432166,1.115431,0.000000,0.000000,52.153427,28.273759,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.663139,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,89.775099,0.000000,1.88,1.14,1.895994,2.714174,0.79,26.309228,5.141006,7.68,0.000000,2.30,2.902500,14.512451,2.244496,3.427338,1.13,0.904723,1.05,0.000000,0.43,1.94,0.000000,2.702613,2.872831,0.23,405.159975,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

30,07:15-07:30,0.000000,0.000000,12.475835,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,21.729789,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,239.065986,42.944116,182.594371,0.000000,19.185787,97.861752,58.386054,42.217017,0.981517,1.887053,0.000000,47.531340,0.000000,3.762736,0.000000,20.432166,1.115431,0.000000,0.000000,52.153427,21.205320,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.663139,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,89.775099,0.000000,1.88,1.34,1.895994,2.714174,0.79,26.309228,5.141006,7.68,0.000000,2.30,2.902500,14.512451,2.244496,3.427338,1.13,0.904723,1.05,0.000000,0.43,1.94,0.000000,2.702613,2.872831,0.23,405.159975,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

31,07:30-07:45,0.000000,0.000000,12.475835,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,21.729789,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,239.065986,42.944116,182.594371,0.000000,19.185787,97.861752,58.386054,42.217017,0.981517,1.887053,0.000000,47.531340,0.000000,3.762736,0.000000,20.432166,1.115431,0.000000,0.000000,52.153427,11.309504,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.663139,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,46.546425,0.000000,1.88,1.40,1.895994,3.046522,0.79,14.889392,5.141006,7.68,0.000000,2.30,2.902500,14.512451,2.244496,3.427338,1.13,0.904723,1.05,0.000000,0.43,1.94,0.000000,2.702613,2.872831,0.23,405.159975,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

32,07:45:08:00,0.000000,0.000000,12.475835,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,21.729789,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,239.065986,42.944116,182.594371,0.000000,19.185787,97.861752,58.386054,42.217017,0.981517,1.887053,0.000000,47.531340,0.000000,3.762736,0.000000,20.432166,1.115431,0.000000,0.000000,52.153427,5.654752,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.663139,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,46.546425,0.000000,1.88,1.40,1.895994,3.212696,0.79,12.606525,5.141006,7.68,0.000000,2.30,2.902500,14.512451,2.244496,3.427338,1.13,0.904723,1.05,0.000000,0.43,1.94,0.000000,2.702613,2.872831,0.23,405.159975,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

33,08:00-08:15,0.000000,0.000000,12.475835,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,13.425659,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,239.065986,42.944116,182.594371,0.000000,19.185787,97.861752,58.386054,42.217017,0.981517,1.887053,0.000000,47.531340,0.000000,3.762736,0.000000,20.432166,1.115431,0.000000,0.000000,52.153427,0.000000,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.663139,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,46.546425,0.000000,1.88,1.40,1.895994,3.378870,0.79,12.606525,5.141006,7.68,0.000000,2.30,2.902500,14.512451,2.244496,3.427338,1.13,0.904723,1.05,0.000000,0.43,1.94,0.000000,2.702613,2.872831,0.23,405.159975,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

34,08:15-08:30,0.000000,0.000000,12.475835,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,19.542381,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,239.065986,42.944116,182.594371,0.000000,9.592894,97.861752,58.386054,42.217017,0.981517,1.887053,0.000000,47.531340,0.000000,3.762736,0.000000,20.432166,1.115431,0.000000,0.000000,52.153427,0.000000,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.663139,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,46.546425,0.000000,1.88,1.40,1.895994,3.427337,0.79,12.606525,5.141006,7.68,0.000000,2.30,2.902500,14.512451,2.244496,3.427338,1.13,0.904723,1.05,0.000000,0.43,1.94,0.000000,2.702613,2.872831,0.23,405.159975,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

35,08:30-08:45,0.000000,0.000000,12.499283,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,21.673633,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,239.065986,42.944116,182.657433,0.000000,0.000000,73.396315,58.386055,42.217017,0.981517,1.415290,0.000000,47.531340,0.000000,3.762736,0.000000,20.432166,1.115431,0.000000,0.000000,52.153427,0.000000,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.663139,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,46.546425,0.000000,1.88,1.40,1.895994,3.427337,0.79,12.606525,5.141006,7.68,0.000000,2.30,2.902500,14.512451,2.244496,3.427338,1.13,0.904723,1.05,0.000000,0.43,1.94,0.000000,2.702613,2.872831,0.23,405.159975,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

36,08:45:09:00,0.000000,0.000000,12.499283,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,21.673633,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,239.065986,42.944116,182.657433,0.000000,0.000000,68.245696,58.386055,42.217017,0.981517,1.312733,0.000000,47.531340,0.000000,3.762736,0.000000,20.432166,1.115431,0.000000,0.000000,52.153427,0.000000,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.663139,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,46.546425,0.000000,1.88,1.40,1.895994,3.427337,0.79,12.606525,5.141006,7.68,0.000000,2.30,2.902500,14.512451,2.244496,3.427338,1.13,0.904723,1.05,0.000000,0.43,1.94,0.000000,2.702613,2.872831,0.23,405.159975,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

37,09:00:09:15,0.000000,0.000000,12.499283,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,20.831102,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,239.065986,42.944116,182.636409,0.000000,0.000000,59.430214,58.386055,28.144679,0.981517,1.148641,0.000000,47.531340,0.000000,3.762736,0.000000,20.432166,1.115431,0.000000,0.000000,52.153427,0.000000,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.663139,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,46.546425,0.000000,1.88,1.40,1.895994,3.427337,0.79,12.606525,5.141006,7.68,0.000000,2.30,2.902500,14.512451,2.244496,3.427338,1.13,0.904723,1.05,0.000000,0.43,1.94,0.000000,2.702613,2.872831,0.23,405.159975,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

38,09:15-09:30,0.000000,0.000000,12.499283,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,20.831102,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,239.065986,42.944116,182.625895,0.000000,0.000000,39.620143,58.386055,28.144679,0.981517,0.765760,0.000000,51.269760,0.000000,3.762736,0.000000,20.432166,1.115431,0.000000,0.000000,52.153427,0.000000,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.663139,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,46.546425,0.000000,1.88,1.40,1.895994,3.427337,0.79,12.606525,5.141006,7.68,0.000000,2.30,2.902500,14.512451,2.244496,3.427338,1.13,0.904723,1.05,0.000000,0.43,1.94,0.000000,2.702613,2.872831,0.23,405.159975,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

39,09:30-09:45,0.000000,0.000000,12.440331,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,20.831102,0.000000,77.368016,139.345891,0.000000,64.643512,0.000000,0.000000,0.000000,239.065986,42.944116,182.475687,0.000000,0.000000,19.810071,58.386055,28.144679,0.981517,0.382880,0.000000,51.269760,0.000000,3.762736,0.000000,20.432166,1.115431,0.000000,0.000000,52.153427,0.000000,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.663139,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,108.612421,0.000000,1.88,1.40,1.895994,3.427337,0.79,19.142568,5.141006,7.68,0.000000,2.30,2.902500,14.512451,2.244496,3.427338,1.13,0.904723,1.05,0.000000,0.43,1.94,0.000000,2.702613,2.872831,0.23,405.159975,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

40,09:45-10:00,0.000000,0.000000,12.440331,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,20.831102,0.000000,77.368016,139.345891,0.000000,64.643512,0.000000,0.000000,0.000000,239.065986,42.944116,182.464904,0.000000,0.000000,0.000000,58.386055,28.144679,0.981517,0.000000,0.000000,47.531340,0.000000,3.762736,0.000000,20.432166,1.115431,0.000000,0.000000,52.153427,0.000000,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.663139,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,108.612421,0.000000,1.88,1.40,1.895994,3.427337,0.79,19.142568,5.141006,7.68,0.000000,2.30,2.902500,14.512451,2.244496,3.427338,1.16,0.904723,1.05,0.000000,0.44,1.94,0.000000,2.702613,2.872831,0.23,405.159975,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

41,10:00-10:15,0.000000,0.000000,13.606320,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,12.364488,0.000000,77.368016,139.345891,0.000000,64.643512,0.000000,0.000000,0.000000,238.969236,42.944116,182.352868,0.000000,0.000000,0.000000,58.386055,28.144679,0.981517,0.000000,0.000000,47.531340,0.000000,3.762736,0.000000,20.432166,8.551636,0.000000,0.000000,52.153427,0.000000,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.663139,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,108.612421,0.000000,1.88,1.40,1.895994,3.427337,0.79,19.142568,5.141006,7.68,0.000000,2.30,2.902500,14.512451,2.244496,3.427338,1.16,0.904723,1.05,0.000000,0.44,1.94,0.000000,2.702613,2.872831,0.23,405.159975,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

42,10:15-10:30,0.000000,0.000000,13.606320,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,12.364488,0.000000,77.368016,139.345891,0.000000,64.643512,0.000000,0.000000,0.000000,238.969236,42.944116,182.338494,0.000000,0.000000,0.000000,58.386055,28.144679,0.981517,0.000000,0.000000,47.531340,0.000000,3.762736,0.000000,20.432166,8.551636,0.000000,0.000000,52.153427,0.000000,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.663139,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.40,1.895994,3.427337,0.79,29.211534,5.141006,7.68,0.000000,2.30,9.055800,14.512451,2.244496,3.427338,1.21,0.904723,1.05,0.000000,0.45,1.94,0.000000,2.702613,2.872831,0.23,405.159975,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

43,10:30-10:45,0.000000,0.000000,13.606320,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,12.364488,0.000000,77.368016,139.345891,0.000000,51.714810,0.000000,0.000000,0.000000,239.065986,42.944116,182.352868,0.000000,0.000000,0.000000,58.386055,28.144679,0.981517,0.000000,0.000000,47.531340,0.000000,3.762736,0.000000,20.432166,8.551636,0.000000,0.000000,52.153427,0.000000,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.663139,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.40,1.895994,3.427337,0.79,41.920059,5.141006,7.68,0.000000,2.30,18.832000,14.512451,2.244496,3.427338,1.21,0.904723,1.05,0.000000,0.45,1.94,0.000000,2.702613,2.872831,0.23,405.159975,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

44,10:45-11:00,0.000000,0.000000,13.606320,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,12.513261,0.000000,77.368016,139.345891,0.000000,51.714810,0.000000,0.000000,0.000000,239.065986,42.944116,181.612408,0.000000,0.000000,0.000000,58.386055,28.144679,0.981517,0.000000,0.000000,47.531340,0.000000,3.762736,0.000000,20.432166,8.551636,0.000000,0.000000,52.153427,0.000000,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.663139,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.40,1.895994,3.427337,0.79,42.943262,5.141006,7.68,0.000000,2.30,18.832000,14.336797,2.244496,3.427338,1.21,0.904723,1.05,0.000000,0.45,1.94,0.000000,2.702613,2.872831,0.23,405.159975,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

45,11:00-11:15,0.000000,0.000000,13.606320,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,24.877231,0.000000,77.368016,139.345891,0.000000,51.714810,0.000000,0.000000,0.000000,239.065986,42.944116,182.415310,0.000000,0.000000,0.000000,58.386055,28.144679,1.001148,0.000000,0.000000,47.531340,0.000000,0.000000,0.000000,20.432166,2.974482,0.000000,0.000000,52.153427,0.000000,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.690594,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.40,1.895994,3.427337,0.79,42.943262,5.141006,7.68,0.000000,2.30,18.832000,14.512451,2.244496,3.427338,1.21,0.904723,1.05,0.000000,0.45,1.94,0.000000,2.702613,2.872831,0.23,405.159975,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

46,11:15-11:30,0.000000,0.000000,13.606320,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,24.877231,0.000000,77.368016,139.345891,0.000000,51.714810,0.000000,0.000000,0.000000,239.065986,42.944116,182.499213,0.000000,0.000000,0.000000,58.386055,28.144679,1.001148,0.000000,0.000000,47.531340,0.000000,0.000000,8.429695,20.432166,2.974482,0.000000,0.000000,52.153427,0.000000,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.690594,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.40,1.895994,3.427337,0.79,42.943262,5.141006,7.68,0.000000,2.30,18.832000,14.512451,2.244496,3.427338,1.21,0.904723,1.05,0.000000,0.45,1.94,0.000000,2.702613,2.872831,0.23,405.159975,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

47,11:30-11:45,0.000000,0.000000,13.606320,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,24.877231,0.000000,77.368016,139.345891,0.000000,51.714810,0.000000,0.000000,0.000000,268.090986,42.944116,182.486999,0.000000,0.000000,0.000000,58.386055,28.144679,1.001148,0.000000,0.000000,47.531340,0.000000,0.000000,8.429695,20.432166,2.974482,0.000000,0.000000,52.153427,0.000000,2.360797,0.000000,0.000000,2.596468,0.14,0.69,0.000000,2.690594,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.40,1.895994,3.427337,0.79,42.943262,5.141006,7.68,0.000000,2.30,18.832000,14.512451,2.234056,3.427338,1.21,0.904723,1.05,0.000000,0.45,1.94,0.000000,2.702613,2.872831,0.23,405.159975,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

48,11:45-12:00,0.000000,0.000000,13.606320,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,24.877231,0.000000,77.368016,139.345891,0.000000,51.714810,0.000000,0.000000,0.000000,268.090986,42.944116,182.499213,0.000000,0.000000,0.000000,58.386055,28.144679,1.001148,0.000000,0.000000,47.531340,0.000000,0.000000,8.429695,20.432166,2.974482,0.000000,0.000000,52.153427,0.000000,2.360797,0.000000,0.000000,2.596468,0.14,0.69,0.000000,2.690594,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.40,1.895994,3.427337,0.79,42.943262,5.141006,7.68,0.000000,2.30,18.832000,14.512451,2.234056,3.427338,1.21,0.904723,1.05,0.000000,0.45,1.94,0.000000,2.702613,2.872831,0.23,405.159975,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

49,12:00-12:15,0.000000,0.000000,13.606320,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,24.877231,0.000000,77.368016,139.345891,0.000000,51.714810,0.000000,0.000000,0.000000,268.090986,42.944116,182.486999,0.000000,0.000000,0.000000,58.386055,28.144679,0.981517,0.000000,0.000000,47.531340,0.000000,0.000000,8.429695,20.432166,2.974482,0.000000,0.000000,52.153427,0.000000,2.360797,0.000000,0.000000,2.596468,0.14,0.69,0.000000,2.690594,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.29,1.895994,3.427337,0.79,42.283620,5.141006,7.68,0.000000,2.30,18.832000,14.512451,2.234056,3.427338,1.21,0.904723,1.05,0.000000,0.45,1.94,0.000000,2.702613,2.872831,0.23,383.347688,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

50,12:15-12:30,0.000000,0.000000,13.606320,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,24.877231,0.000000,77.368016,139.345891,0.000000,82.069155,0.000000,0.000000,0.000000,268.090986,42.944116,182.499213,0.000000,0.000000,0.000000,58.386055,28.144679,0.981517,0.000000,0.000000,47.531340,0.000000,0.000000,8.429695,20.432166,2.974482,0.000000,0.000000,52.153427,0.000000,2.360797,0.000000,0.000000,2.596468,0.14,0.75,0.000000,2.690594,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.29,1.895994,3.427337,0.79,42.283620,5.141006,7.68,0.000000,2.30,18.832000,14.512451,2.234056,3.427338,1.21,0.904723,1.05,0.000000,0.45,1.94,0.000000,2.702613,2.872831,0.23,364.626562,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

51,12:30-12:45,0.000000,0.000000,13.606320,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,24.877231,0.000000,77.368016,139.345891,0.000000,82.069155,0.000000,0.000000,0.000000,268.090986,42.944116,182.486999,0.000000,0.000000,0.000000,58.386055,28.144679,0.981517,0.000000,0.000000,47.531340,0.000000,0.000000,8.429695,20.432166,2.974482,0.000000,0.000000,52.153427,0.000000,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.690594,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.29,1.895994,3.427337,0.79,42.283620,5.141006,7.68,0.000000,2.30,18.832000,14.512451,2.234056,3.427338,1.21,0.904723,1.05,0.000000,0.45,1.94,0.000000,2.702613,2.872831,0.23,337.633312,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

52,12:45-13:00,0.000000,0.000000,13.606320,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,24.877231,0.000000,77.368016,139.345891,0.000000,82.069155,0.000000,0.000000,0.000000,239.065986,42.944116,182.499213,0.000000,0.000000,0.000000,58.386055,28.144679,0.981517,0.000000,0.000000,51.269760,0.000000,0.000000,8.429695,20.432166,2.974482,0.000000,0.000000,52.153427,0.000000,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.690594,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.29,1.895994,3.427337,0.79,42.283620,5.141006,7.68,0.000000,2.30,18.832000,14.512451,2.234056,3.427338,1.15,0.904723,1.05,0.000000,0.44,1.94,0.000000,2.702613,2.872831,0.23,337.633312,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

53,13:00-13:15,0.000000,0.000000,13.054081,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,12.292765,0.000000,77.368016,139.345891,0.000000,82.069155,0.000000,0.000000,0.000000,239.065986,42.944116,182.486999,0.000000,0.000000,0.000000,58.386055,28.144679,0.981517,0.000000,0.000000,51.269760,0.000000,0.000000,8.429695,20.432166,2.974482,0.000000,0.000000,52.153427,0.000000,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.690594,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.29,1.895994,3.427337,0.81,42.283620,5.141006,7.68,0.000000,2.30,18.832000,14.512451,2.234056,3.427338,1.15,0.904723,1.05,0.000000,0.44,1.94,0.000000,2.702613,2.872831,0.23,337.633312,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

54,13:15-13:30,0.000000,0.000000,13.054081,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,12.292765,0.000000,77.368016,139.345891,0.000000,82.069155,0.000000,0.000000,0.000000,239.065986,42.944116,182.499213,0.000000,0.000000,0.000000,58.386055,28.144679,0.981517,0.000000,0.000000,47.531340,0.000000,0.000000,8.429695,20.432166,2.974482,0.000000,0.000000,52.153427,0.000000,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.690594,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.29,1.895994,3.427337,0.81,42.283620,5.141006,7.68,0.000000,2.30,18.832000,14.512451,2.234056,3.427338,1.15,0.904723,1.05,0.000000,0.44,1.94,0.000000,2.702613,2.872831,0.23,337.633312,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

