Block,Time,BSIUL,KKNP,KKNPPU2,KOTESHWR,NLCTS2EXP,RSTPSU7,SEWA2,UNCHAHAR1,URI2,AURY_CRF,AURY_GF,AURY_RF,BRBCL,KGSU1AND2,KHSTPP-I,KOLDAM,KUDGI,NTPL,RIHAND1,SALAL,SASAN,TANDA2,TelanganaSTPP,ANTA_RF,DHAULIGNGA,RAPPC,RSTPSU1TO6,TALST2,UNCHAHAR3,URI,DADRI_GF,CHAMERA3,DADRT2,FSTPP I & II,KGSU3AND4,RAPPB,RIHAND2,RIHAND3,SINGRAULI,TEHRI,UNCHAHAR2,VALLURNTECL,NAPP,NLCIIST1,PARBATI3,SINGRAULI_HYDRO,TALA,TANAKPUR,ANTA_CRF,ANTA_LF,CHAMERA2,JHAJJAR,KISHANGANGA,NLCIIST2,ANTA_GF,CHAMERA1,DULHASTI,KHSTPP-II,NNTPP,RAMPUR,SIMHST1,SIMHST2,DADRI_CRF,MAPS,NJPC,NLCEXP,UNCHAHAR4,AURY_LF,DADRI_LF,DADRI_RF
65,16:00-16:15,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,9.29,393.75,0,0,42.32,0,53.42,0,0,26.4,1.11,0,0,683.14,15.01,0,0,118.76,124.33,139.69,45.55,42.39,0,43.79,0,0,0.38,0,0.51,0,0,0,434.65,0,0,0,0,0,148.3,0,0,0,0,0,0,23.39,0,0,0,23.56,69.05

66,16:15-16:30,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,27.89,393.75,0,0,42.32,0,53.42,0,0,26.4,1.11,0,0,683.14,15.01,0,0,118.76,124.33,139.69,45.55,42.39,0,43.79,0,0,0.38,0,0.51,0,0,0,434.65,0,0,0,0,0,148.3,0,0,0,0,0,0,23.39,0,0,0,23.56,69.05

67,16:30-16:45,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,27.89,393.75,0,0,42.32,0,53.42,0,0,26.4,1.11,0,9.68,683.14,15.01,0,0,118.76,124.33,139.69,45.55,42.39,0,43.79,0,0,0.38,0,0.51,0,0,0,434.65,0,0,0,0,0,148.3,0,0,0,0,0,0,42.05,0,0,0,23.56,69.05

68,16:45-17:00,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,83.8,27.89,393.75,0,0,42.32,0,53.42,0,0,26.4,1.11,0,9.68,683.14,15.01,0,0,118.76,124.33,139.69,45.55,42.39,0,43.79,0,0,0.38,0,0.51,0,0,0,434.65,0,0,0,0,0,148.3,0,0,0,0,0,0,42.61,0,0,0,23.56,69.05

69,17:00-17:15,0,0,0,17.75,0,0,0,10.28,4.31,0,0,53.75,20,0,32.78,0,0,0,87.8,27.89,393.75,0,0,42.63,7.92,53.42,0,0,26.4,1.11,0,9.68,683.14,15.01,0,0,118.76,124.33,139.69,45.55,42.39,0,43.79,0,0,0.38,0,0.51,0,0,0,434.65,0,0,0,0,16.48,148.3,0,0,0,0,0,0,70.17,0,0,0,23.56,69.05

70,17:15-17:30,2.2,0,0,26.62,0,0,0,10.28,4.31,0,0,53.75,20,0,32.78,0,0,0,92,27.89,393.75,0,0,42.95,16.11,53.42,0,0,26.4,1.11,0,9.68,682.79,15.01,0,0,118.76,124.33,139.69,45.55,42.39,0,43.79,0,0,0.38,0,0.51,0,0,3.74,434.65,0,0,0,13.24,32.96,148.3,0,0,0,0,0,0,93.56,0,0,0,23.56,69.05

71,17:30-17:45,13.04,0,0,39.05,0,0,7.9,10.28,4.31,0,0,53.75,20,0,32.78,0,0,0,92,27.89,393.75,0,0,43.47,27.41,53.42,0,0,26.4,1.11,0,19.38,682.79,15.01,0,0,118.76,124.33,139.69,60.48,42.39,0,43.79,0,0,0.38,0,0.51,0,0,26.34,434.65,0,0,0,24.09,32.96,148.3,0,0,0,0,0,0,93.56,0,0,0,23.56,69.05

72,17:45-18:00,13.04,0,0,39.05,0,0,7.9,10.28,4.31,0,0,53.75,20,0,32.78,0,0,0,92,8.13,393.75,0,0,43.47,27.41,53.42,0,0,26.4,1.11,0,19.38,682.79,15.01,0,0,118.76,124.33,139.69,60.48,42.39,0,43.79,0,0,0.38,0,0.51,0,0,26.34,434.65,0,0,0,24.09,32.96,148.3,0,0,0,0,0,0,93.56,0,0,0,23.56,69.05

73,18:00-18:15,13.04,0,0,39.05,0,0,7.9,10.28,4.31,0,0,53.75,20,0,32.78,0,0,0,92,8.13,393.75,0,0,43.47,27.41,53.42,0,0,26.4,1.11,0,19.38,682.79,15.01,0,0,118.76,124.33,139.69,60.48,42.39,0,43.79,0,0,0.38,0,0,0,0,39.51,434.65,0,0,0,24.09,32.96,148.3,0,0,0,0,0,0,93.56,0,0,0,23.56,69.05

74,18:15-18:30,13.04,0,0,39.05,0,0,7.9,10.28,4.31,0,0,53.75,20,0,32.78,0,0,0,92,8.13,393.75,0,0,43.47,27.41,53.42,0,0,26.4,1.11,0,19.38,682.79,15.01,0,0,118.76,124.33,139.69,60.48,42.39,0,43.79,0,0,0.38,0,0,0,0,39.51,434.65,0,0,0,13.24,32.96,148.3,0,0,0,0,0,0,93.56,0,0,0,23.56,69.05

75,18:30-18:45,13.04,0,0,39.05,0,0,7.9,10.28,4.31,0,0,53.75,20,0,32.78,0,0,0,92,8.13,393.75,0,0,43.68,15.85,53.42,0,0,26.4,3.31,0,19.38,682.79,15.01,0,0,118.76,124.33,139.69,60.48,42.39,0,43.79,0,0,0.58,0,0,0,0,39.51,434.65,0,0,0,0,32.96,148.3,0,0,0,0,0,0,93.56,0,0,0,23.56,69.05

76,18:45-19:00,13.04,0,0,39.05,0,0,0,10.28,4.31,0,0,53.75,20,0,32.78,0,0,0,92,8.13,393.75,0,0,43.68,9.11,53.42,0,0,26.4,3.31,0,19.38,682.79,15.01,0,0,118.76,124.33,139.69,60.48,42.39,0,43.79,0,0,0.58,0,0,0,0,39.51,434.65,0,0,0,0,32.96,148.3,0,0,0,0,0,0,93.56,0,0,0,23.56,69.05

77,19:00-19:15,2.2,0,0,39.05,0,0,0,10.28,4.31,0,0,53.75,20,0,32.78,0,0,0,92,1.4,405,0,0,43.68,0,53.42,0,0,26.4,26.49,0,9.68,682.79,16.41,0,0,118.76,124.33,139.69,60.48,42.39,0,43.79,0,3.82,0.38,0,0,0,0,2.66,434.65,0,0,0,0,16.48,148.3,0,0,0,0,0,0,70.17,0,0,0,23.56,69.05

78,19:15-19:30,0,0,0,39.05,0,0,0,10.28,4.31,0,0,53.75,20,0,32.78,0,0,0,92,1.4,405,0,0,43.68,0,53.42,0,0,26.4,26.49,0,9.68,682.79,17.79,0,0,118.76,124.33,139.69,60.48,42.39,0,43.79,0,16.54,0.38,0,0,0,0,0,434.65,0,0,0,0,16.48,148.3,0,0,0,0,0,0,70.17,0,0,0,23.56,69.05

79,19:30-19:45,0,0,0,39.05,0,0,0,10.28,4.31,0,0,53.75,20,0,32.78,0,0,0,92,1.4,405,0,0,43.79,0,53.42,0,0,26.4,26.49,0,0,682.79,19.46,0,0,118.76,124.33,139.69,45.55,42.39,0,43.79,0,16.54,0.38,0,0,0,0,0,434.65,0,0,0,0,16.48,148.3,0,0,0,0,0,0,46.78,0,0,0,23.56,69.05

80,19:45-20:00,0,0,0,39.05,0,0,0,10.28,4.31,0,0,53.75,20,0,32.78,0,0,0,92,1.4,405,0,0,43.79,0,53.42,0,0,26.4,4.41,0,0,682.79,19.46,0,0,118.76,124.33,139.69,45.55,42.39,0,43.79,0,16.54,0.38,0,0,0,0,0,434.65,0,0,0,0,16.48,148.3,0,0,0,0,0,0,23.29,0,0,0,23.56,69.05

81,20:00-20:15,0,0,0,39.05,0,0,0,10.28,10.76,0,0,53.75,20,0,32.78,0,0,0,92,1.4,405,0,0,43.79,0,53.42,0,0,26.4,2.21,0,0,683.14,19.46,0,0,118.76,124.33,139.69,45.55,42.39,0,43.79,0,16.54,0.38,0,0,0,0,0,434.65,0,0,0,0,16.48,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

82,20:15-20:30,0,0,0,39.05,0,0,0,10.28,10.76,0,0,53.75,20,0,32.78,0,0,0,92,1.4,405,0,0,43.79,0,53.42,0,0,26.4,2.21,0,0,683.14,19.46,0,0,118.76,124.33,139.69,45.55,42.39,0,43.79,0,16.54,0.38,0,0,0,0,0,434.65,0,0,0,0,16.48,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

83,20:30-20:45,0,0,0,19.72,0,0,0,10.28,10.76,0,0,53.75,20,0,32.78,0,0,0,92,1.4,405,0,0,43.79,0,53.42,0,0,26.4,26.49,0,0,683.14,19.46,0,0,118.76,124.33,139.69,45.55,42.39,0,43.79,0,16.54,0.38,0,0,0,0,0,434.65,0,0,0,0,16.48,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

84,20:45-21:00,0,0,0,8.87,0,0,0,10.28,10.76,0,0,53.75,20,0,32.78,0,0,0,92,1.4,405,0,0,43.79,0,53.42,0,0,26.4,26.49,0,0,683.14,19.46,0,0,118.76,124.33,139.69,45.55,42.39,0,43.79,0,3.57,0.38,0,0,0,0,0,434.65,0,0,0,0,16.48,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

85,21:00-21:15,0,0,0,8.87,0,0,0,10.28,10.76,0,0,53.75,20,0,32.78,0,0,0,92,1.4,405,0,0,43.89,0,53.42,0,0,26.4,26.49,0,0,683.14,19.46,0,0,118.76,124.33,139.69,45.55,42.39,0,43.79,0,0,0.58,0,0,0,0,0,434.65,0,0,0,0,16.48,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

86,21:15-21:30,0,0,0,8.87,0,0,0,10.28,10.76,0,0,53.75,20,0,32.78,0,0,0,92,1.4,405,0,0,43.89,0,53.42,0,0,26.4,5.52,0,0,683.14,19.46,0,0,118.76,124.33,139.69,45.55,42.39,0,43.79,0,0,0.58,0,0,0,0,0,434.65,0,0,0,0,16.48,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

87,21:30-21:45,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,32.78,0,0,0,92,1.4,405,0,0,43.89,0,53.42,0,0,26.4,3.31,0,0,683.14,19.46,0,0,118.76,124.33,139.69,15.18,42.39,0,43.79,0,0,0.58,0,0,0,0,0,434.65,0,0,0,0,16.48,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

88,21:45-22:00,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,32.78,0,0,0,92,1.4,405,0,0,43.89,0,53.42,0,0,26.4,3.31,0,0,683.14,19.46,0,0,118.76,124.33,139.69,15.18,42.39,0,43.79,0,0,0.58,0,0,0,0,0,434.65,0,0,0,0,16.48,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

89,22:00-22:15,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,32.78,0,0,0,92,1.4,405,0,0,43.99,0,53.42,0,0,26.4,8.28,0,0,683.14,20.8,0,0,118.76,124.33,139.69,15.18,42.39,0,43.79,0,0,0.58,0,0,0,0,0,434.65,0,0,0,0,16.48,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

90,22:15-22:30,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,32.78,0,0,0,92,1.4,405,0,0,44.21,0,53.42,0,0,26.4,8.28,0,0,683.14,20.8,0,0,118.76,124.33,139.69,0,42.39,0,43.79,0,0,0.58,0,0,0,0,0,434.65,0,0,0,0,16.48,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

91,22:30-22:45,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,33.38,0,0,0,92,1.4,405,0,0,44.21,0,53.42,0,0,26.4,8.28,0,0,683.14,20.8,0,0,118.76,124.33,139.69,0,42.39,0,43.79,0,0,0.58,0,0,0,0,0,434.65,0,0,0,0,16.48,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

92,22:45-23:00,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,33.38,0,0,0,92,1.4,405,0,0,44.21,0,53.42,0,0,26.4,8.28,0,0,683.14,20.8,0,0,118.76,124.33,139.69,0,42.39,0,43.79,0,0,0.58,0,0,0,0,0,434.65,0,0,0,0,16.48,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

93,23:00-23:15,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,33.38,0,0,0,92,1.4,405,0,0,44.21,0,53.42,0,0,26.4,3.31,0,0,683.14,20.8,0,0,118.76,124.33,139.69,0,42.39,0,43.79,0,0,0.58,0,0,0,0,0,434.65,0,0,0,0,16.48,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

94,23:15-23:30,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,33.38,0,0,0,92,1.4,405,0,0,44.42,0,53.42,0,0,26.4,3.31,0,0,683.14,20.8,0,0,118.76,124.33,139.69,0,42.39,0,43.79,0,0,0.58,0,0,0,0,0,434.65,0,0,0,0,16.48,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

95,23:30-23:45,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,33.38,0,0,0,92,1.4,405,0,0,44.42,0,53.42,0,0,26.4,3.31,0,0,683.14,20.8,0,0,118.76,124.33,139.69,0,42.39,0,43.79,0,0,0.58,0,0,0,0,0,434.65,0,0,0,0,16.48,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

96,23:45-24:00,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,33.38,0,0,0,92,1.4,405,0,0,44.42,0,53.42,0,0,26.4,3.31,0,0,683.14,20.8,0,0,118.76,124.33,139.69,0,42.39,0,43.79,0,0,0.58,0,0,0,0,0,434.65,0,0,0,0,16.48,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

