Block,Time Block,RAPPB,RAPPC,RIHAND1,RIHAND3,RIHAND2,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,PARBATI3,RAMPUR,NLCEXP,NLCIIST1,MAPS,KOTESHWR,KUDGI,KOLDAM,NAPP,UNCHAHAR3,KGSU1AND2,KGSU3AND4,ANTA_RF,AURY_GF,DADRI_CRF,AURY_RF,AURY_LF,DADRI_GF,AURY_CRF,DADRI_RF,DADRI_LF,VALLURNTECL,ANTA_CRF,ANTA_GF,ANTA_LF,KKNPPU2,KISHANGANGA,KHSTPP-II,KKNP,KHSTPP-I,UNCHAHAR4,URI,URI2,JHAJJAR,BRBCL,CHAMERA1,CHAMERA2,DADRT2,DULHASTI,FSTPP I & II,CHAMERA3,DHAULIGNGA,BSIUL,SALAL,RSTPSU7,RSTPSU1TO6,SIMHST1,SIMHST2,TANDA2,TEHRI,TALST2,TALA,TANAKPUR,UNCHAHAR1,SINGRAULI_HYDRO,UNCHAHAR2,TelanganaSTPP,SINGRAULI,SEWA2,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,25,88.44,34.88,114.16,18.21,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.44,0,43.77,0,0.63,4.14,228.26,14.73,0,0,265.32,0,16.04,0,0,0,1.35,0,0,0,0,0,0,0,0,5.54,13.48,0.68,23.18,0,134.28,0,402.56,0,0,0,0,0

7,01:30-01:45,0,25,88.44,39,114.16,18.21,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.44,0,43.77,0,0.63,4.14,228.26,13.75,0,0,265.32,0,16.04,0,0,0,1.35,0,0,0,0,0,0,0,0,0,13.16,0.68,22.41,0,134.28,0,402.56,0,0,0,0,0

8,01:45-02:00,0,25,88.44,47.6,114.16,18.21,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.44,0,43.77,0,0.63,4.14,228.26,11.76,0,0,265.32,0,16.04,0,0,0,1.35,0,0,0,0,0,0,0,0,0,13.16,0.68,22.41,0,134.28,0,402.56,0,0,0,0,0

9,02:00-02:15,0,25,88.44,49.62,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.44,0,40.35,0,0.53,4.14,228.26,11.94,0,0,265.32,0,11.28,0,0,0,1.35,0,0,0,0,0,0,0,0,0,12.93,0.68,22.41,0,134.28,0,402.56,0,0,0,0,0

10,02:15-02:30,0,25,88.44,49.62,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.85,0,31.72,0,0.53,4.14,228.26,11.69,0,0,265.32,0,11.28,0,0,0,1.35,0,0,0,0,0,0,0,0,0,12.93,0.68,22.41,0,134.28,0,402.56,0,0,0,0,0

11,02:30-02:45,0,25,88.44,49.62,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.44,0,31.72,0,0.53,4.14,228.26,12.01,0,0,265.32,0,11.2,0,0,0,1.35,0,0,0,0,0,0,0,0,0,13.36,0.68,22.41,0,134.28,0,402.56,0,0,0,0,0

12,02:45-03:00,0,25,88.44,49.62,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.44,0,31.72,0,0.53,4.14,228.26,11.7,0,0,265.32,0,11.2,0,0,0,1.35,0,0,0,0,0,0,0,0,0,13.36,0.68,22.41,0,134.28,0,402.56,0,0,0,0,0

13,03:00-03:15,0,25,88.44,49.62,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.44,0,31.72,0,0.53,4.14,228.26,13.52,0,0,265.32,0,14.92,0,0,0,1.35,0,0,0,0,0,0,0,0,0,13.36,0.68,22.41,0,134.28,0,402.56,0,0,0,0,0

14,03:15-03:30,0,25,88.44,49.62,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,7.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.44,0,31.72,0,0.53,4.14,228.26,16.66,0,0,265.32,0,14.92,0,0,0,1.35,0,0,0,0,0,0,0,0,0,13.36,0.68,22.41,0,134.28,0,402.56,0,0,0,0,0

15,03:30-03:45,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,11.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,31.72,0,0.53,4.14,228.26,18.8,0,0,265.32,0,12.9,0,0,0,1.35,0,0,0,0,0,0,0,0,0,13.36,0.68,22.41,0,134.28,0,402.56,0,0,0,0,0

16,03:45-04:00,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,11.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,31.72,0,0.53,4.14,228.26,19.23,0,0,265.32,0,12.9,0,0,0,1.35,0,0,0,0,0,0,0,0,0,13.36,0.68,22.41,0,134.28,0,402.56,0,0,0,0,0

17,04:00-04:15,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,31.72,0,0.53,4.14,228.26,19.23,0,0,265.32,0,14.89,0,0,0,1.35,0,0,0,0,0,0,0,0,0,13.36,0.68,22.41,0,134.28,0,402.56,0,0,0,0,0

18,04:15-04:30,0,25,88.44,59.75,114.16,20.03,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,0.53,4.14,228.26,19.23,0,0,265.32,0,16.04,0,0,0,1.35,0,0,0,0,0,0,0,0,0,13.42,0.68,27.15,0,134.28,0,402.56,0,0,0,0,0

19,04:30-04:45,0,25,88.44,59.75,114.16,20.03,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,16.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,0.53,4.14,228.26,19.23,0,0,265.32,0,16.04,0,0,0,1.35,0,0,0,0,0,11.99,0,0,0,13.42,0.68,27.15,0,134.28,0,402.56,0,0,0,0,0

20,04:45-05:00,0,25,88.44,59.75,114.16,20.03,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,17.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,0.53,4.14,228.26,19.23,0,0,302.49,0,16.04,0,0,0,1.35,0,0,0,0,0,11.99,0,0,0,13.42,0.68,27.15,0,134.28,0,402.56,0,0,0,0,0

21,05:00-05:15,0,25,88.44,59.75,114.16,20.03,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,21.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,0.53,4.14,228.26,19.23,0,0,361.45,0,19.49,0,0,0,1.35,0,0,0,0,0,23.98,0,0,0,13.42,0.68,27.15,0,134.28,0,402.56,0,0,0,0,0

22,05:15-05:30,0,25,88.44,59.75,114.16,20.03,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,21.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,0.53,4.14,287.86,19.23,0,0,361.45,0,15.78,0,0,0,1.35,0,0,0,0,0,35.97,0,0,0,11.41,0.68,22.41,0,134.28,0,402.56,0,0,0,0,0

23,05:30-05:45,0,25,88.44,59.75,114.16,40.06,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,24.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,0.53,4.14,350.17,19.23,0,0,399.9,15.84,20,0,0,0,8.93,0,0,0,0,0,35.97,0,0,0,14.21,0.68,28.47,0,134.28,0,402.56,0,0,0,0,0

24,05:45-06:00,0,25,88.44,59.75,114.16,40.06,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,0.53,4.14,416.75,19.23,0,0,512.87,15.84,20,0,0,0,53.61,0,0,0,0,0,35.97,0,0,0,19.21,0.68,40.75,0,134.28,0,402.56,0,0,0,0,0

25,06:00-06:15,0,25,88.44,59.75,114.16,40.06,0,0,0,0,3.43,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,0.53,4.53,417.83,19.23,0,0,551.32,15.84,20,0,0,0,53.61,0,0,0,0,0,35.97,0,0,0,19.21,0.68,40.75,0,134.28,0,402.56,0,0,0,0,0

26,06:15-06:30,0,25,88.44,59.75,114.16,55.8,0,0,0,0,15.9,0,0,0,0,17.06,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,0.53,4.53,417.83,19.23,0,0,596.62,15.84,20,0,0,0,53.61,0,0,0,0,0,47.97,0,0,0,19.21,0.68,40.75,0,134.28,5.07,402.56,0,0,0,0,0

27,06:30-06:45,0,25,88.44,59.75,114.16,80.11,0,0,0,0,15.9,0,0,0,0,25.59,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,0.53,4.53,417.83,19.23,13.51,5.12,656.7,31.68,20,1.22,0,2.11,53.61,0,0,0,0,0,47.97,0,0,0,19.21,0.68,40.75,0,134.28,10.12,402.56,0,0,0,0,0

28,06:45-07:00,0,25,88.44,59.75,114.16,109.24,0,0,0,0,15.9,0,0,0,0,37.54,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,0.53,4.53,417.83,19.23,27.01,37.98,656.7,47.52,20,27.94,0,12.54,8.93,0,0,0,0,0,47.97,0,0,0,19.21,0.68,40.75,0,134.28,10.12,402.56,0,0,0,0,0

29,07:00-07:15,0,25,88.44,59.75,114.16,109.24,0,0,0,0,15.9,0,0,0,0,37.54,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,3.18,4.53,417.83,19.23,27.01,37.98,656.7,47.52,20,27.94,0,18.8,1.35,0,0,0,0,0,47.97,0,0,0,19.21,0.68,40.75,0,134.28,10.12,402.56,0,0,0,0,0

30,07:15-07:30,0,25,88.44,59.75,114.16,109.24,0,0,0,0,15.9,0,0,0,0,37.54,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,25.46,18.1,417.83,19.23,27.01,37.98,656.7,47.52,20,27.94,0,18.8,1.35,0,0,0,0,0,47.97,0,0,0,19.21,0.68,40.75,0,134.28,10.12,402.56,0,0,0,0,0

31,07:30-07:45,0,25,88.44,59.75,114.16,109.24,0,0,0,0,15.9,0,0,0,0,37.54,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,25.46,18.1,417.83,19.23,27.01,37.98,656.7,47.52,20,27.94,0,18.8,1.35,0,0,0,0,0,47.97,0,0,0,19.21,0.68,40.75,0,134.28,10.12,402.56,0,0,0,0,0

32,07:45-08:00,0,25,88.44,59.75,114.16,109.24,0,0,0,0,3.67,0,0,0,0,37.54,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,25.46,18.1,417.83,19.23,27.01,37.98,656.7,47.52,20,27.94,0,18.8,1.35,0,0,0,0,0,47.97,0,0,0,19.21,0.68,40.75,0,134.28,10.12,402.56,0,0,0,0,0

33,08:00-08:15,0,25,88.44,59.75,114.16,109.24,0,0,0,0,0,0,0,0,0,37.54,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,25.46,18.1,417.83,19.23,27.01,37.98,656.7,47.52,20,27.94,0,18.8,1.35,0,0,0,0,0,47.97,0,0,5.54,19.21,0.68,40.75,0,134.28,10.12,402.56,0,0,0,0,0

34,08:15-08:30,0,25,88.44,59.75,114.16,109.24,0,0,0,0,0,0,0,0,0,17.26,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,3.18,18.1,417.83,19.23,27.01,2.56,656.7,31.68,20,1.22,0,3.17,1.35,0,0,0,0,0,47.97,0,0,5.54,19.21,0.68,40.75,0,134.28,10.12,402.56,0,0,0,0,0

35,08:30-08:45,0,25,88.44,59.75,114.16,80.2,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,1.07,18.1,417.83,19.23,13.51,12.66,656.7,15.84,20,0,0,0,1.35,0,0,0,0,0,35.25,0,0,5.54,19.21,0.68,40.75,0,134.28,5.07,402.56,0,0,0,0,0

36,08:45-09:00,0,25,88.44,59.75,114.16,60.09,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,1.07,4.53,417.83,19.23,0,12.66,656.7,0,20,0,0,0,1.35,0,0,0,0,0,35.25,0,0,5.54,19.21,0.68,40.75,0,134.28,0,402.56,0,0,0,0,0

37,09:00-09:15,0,25,88.44,59.75,114.16,40.06,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,1.07,4.53,417.83,19.23,0,12.66,656.7,0,20,0,0,0,1.35,0,0,0,0,0,35.25,0,0,5.54,19.21,0.68,40.75,0,134.28,0,402.56,0,0,0,0,0

38,09:15-09:30,0,25,88.44,59.75,114.16,18.21,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,1.07,4.53,417.83,19.23,0,0,656.7,0,20,0,0,0,1.35,0,0,0,0,0,35.25,0,0,5.54,19.21,0.68,40.75,0,134.28,0,402.56,0,0,0,0,0

39,09:30-09:45,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,1.07,9.06,397.25,19.23,0,0,571.36,0,20,0,0,0,1.35,0,0,0,0,0,35.25,0,0,0,19.21,0.68,40.75,0,134.28,0,402.56,0,0,0,0,0

40,09:45-10:00,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,3.18,9.06,397.25,19.23,0,0,481,0,20,0,0,0,1.35,0,0,0,0,0,35.25,0,0,0,19.21,0.68,40.75,0,134.28,0,402.56,0,0,0,0,0

41,10:00-10:15,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,25.46,18.1,340.56,19.23,0,0,428.74,0,20,0,0,0,1.35,0,0,0,0,0,35.25,0,0,0,16.52,0.68,33.28,0,134.28,0,402.56,0,0,0,0,0

42,10:15-10:30,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,25.46,18.1,280.96,19.23,0,0,428.74,0,20,0,0,0,1.35,0,0,0,0,0,23.98,0,0,0,16.52,0.68,33.28,0,134.28,0,402.56,0,0,0,0,0

43,10:30-10:45,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,25.46,18.1,230.97,19.23,0,0,428.74,0,20,0,0,0,1.35,0,0,0,0,0,23.73,0,0,0,15.29,0.68,33.28,0,134.28,0,402.56,0,0,0,0,0

44,10:45-11:00,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,3.18,18.1,230.97,19.23,0,0,361.45,0,20,0,0,0,1.35,0,0,0,0,0,23.49,0,0,0,15.29,0.68,33.28,0,134.28,0,402.56,0,0,0,0,0

45,11:00-11:15,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,1.07,9.06,230.97,19.23,0,0,361.45,0,20,0,0,0,1.35,0,0,0,0,0,23.49,0,0,0,15.29,0.68,33.28,0,134.28,0,402.56,0,0,0,0,0

46,11:15-11:30,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,1.07,9.06,230.97,19.23,0,0,361.45,0,20,0,0,0,1.35,0,0,0,0,0,23.49,0,0,0,15.29,0.68,33.28,0,134.28,0,402.56,0,0,0,0,0

47,11:30-11:45,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,38.42,0,1.07,9.06,230.97,19.23,0,0,361.45,0,20,0,0,0,1.35,0,0,0,0,0,23.49,0,0,0,15.29,0.68,33.28,0,134.28,0,402.56,0,0,0,0,0

48,11:45-12:00,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,38.42,0,3.18,9.06,230.97,19.23,0,0,361.45,0,20,0,0,0,11.17,0,0,0,0,0,23.49,0,0,0,15.29,0.68,33.28,0,134.28,0,402.56,0,0,0,0,0

49,12:00-12:15,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,38.42,0,25.46,18.1,230.97,19.23,0,0,361.45,0,17.8,0,0,0,67.02,0,0,0,0,0,23.49,0,0,0,15.86,0.68,33.28,0,134.28,0,402.56,0,0,0,0,0

50,12:15-12:30,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,38.42,0,25.46,18.1,228.26,19.23,0,0,284.54,0,17.8,0,0,0,67.02,0,0,0,0,0,11.99,0,0,0,11.97,0.68,22.41,0,134.28,0,402.56,0,0,0,0,0

51,12:30-12:45,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,3.18,9.06,228.26,19.23,0,0,265.32,0,17.8,0,0,2.11,67.02,0,0,0,0,0,0,0,0,0,11.97,0.68,22.41,0,134.28,0,402.56,0,0,0,0,0

52,12:45-13:00,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,1.07,9.06,228.26,19.23,0,0,265.32,0,17.8,0,0,6.27,67.02,0,0,0,0,0,0,0,0,0,11.97,0.68,22.41,0,134.28,0,402.56,0,0,0,0,0

53,13:00-13:15,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,1.07,9.06,228.26,19.23,0,0,265.32,0,17.8,0,0,6.27,8.93,0,0,0,0,0,0,0,0,0,11.97,0.68,22.41,0,134.28,0,402.56,0,0,0,0,0

54,13:15-13:30,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,1.07,9.06,228.26,19.23,0,0,265.32,0,17.8,0,0,6.27,2.24,0,0,0,0,0,0,0,0,0,11.97,0.68,22.41,0,134.28,0,402.56,0,0,0,0,0

55,13:30-13:45,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,37.46,0,1.07,9.06,228.26,19.23,0,0,265.32,0,17.8,0,0,6.27,2.24,0,0,0,0,0,0,0,0,0,11.97,0.68,22.41,0,134.28,0,402.56,0,0,0,0,0

56,13:45-14:00,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,37.46,0,1.07,9.06,228.26,19.23,0,0,265.32,0,17.8,0,0,6.27,2.24,0,0,0,0,0,0,0,0,0,11.97,0.68,22.41,0,134.28,10.12,402.56,0,0,0,0,0

57,14:00-14:15,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,37.46,0,1.07,9.06,228.26,19.23,0,0,265.32,0,17.8,0,0,6.27,2.24,0,0,0,0,0,11.75,0,0,0,11.97,0.68,22.41,0,128.33,15.2,402.56,0,0,0,0,0

58,14:15-14:30,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,37.46,0,1.07,4.14,228.26,19.23,0,0,265.32,0,17.8,0,0,6.27,2.24,0,0,0,0,0,23.98,0,0,0,11.97,0.68,22.41,0,128.33,15.2,402.56,0,0,0,0,0

59,14:30-14:45,0,25,88.25,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,37.46,0,12.74,9.06,228.26,19.23,0,0,265.32,0,17.8,0,0,6.27,2.24,0,0,0,0,0,23.98,0,0,0,11.97,0.68,22.41,0,128.33,15.2,402.56,0,0,0,0,0

60,14:45-15:00,0,25,88.25,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,37.46,0,12.74,9.06,228.26,19.23,0,0,332.61,0,17.8,0,0,6.27,2.24,0,0,0,0,0,23.98,0,0,0,11.97,0.68,22.41,0,128.33,15.2,402.56,0,0,0,0,0

61,15:00-15:15,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,5.31,9.06,228.26,19.23,0,0,361.45,0,17.8,0,0,6.27,2.24,0,0,0,0,0,23.98,0,0,0,11.97,0.68,22.41,0,128.33,15.2,402.56,0,0,0,0,0

62,15:15-15:30,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,2.12,9.06,228.26,19.23,0,0,361.45,0,17.8,0,0,6.27,2.24,0,0,0,0,0,23.98,0,0,0,11.97,0.68,22.41,0,128.33,15.2,402.56,0,0,0,0,0

