Block,Time Block,NTPL,PARBATI3,PARBATI2,RAMPUR,KHSTPP-II,KKNP,KISHANGANGA,KOTESHWR,KKNPPU2,KOLDAM,KUDGI,MAPS,NLCTS2EXP,NAPP,NNTPP,NLCIIST1,NLCIIST2,NLCEXP,NJPC,KGSU3AND4,KHSTPP-I,DADRI_RF,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,CHAMERA2,CHAMERA3,DHAULIGNGA,DADRT2,AURY_LF,ANTA_LF,DADRI_GF,AURY_RF,DADRI_CRF,AURY_GF,ANTA_RF,AURY_CRF,DADRI_LF,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,ANTA_GF,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,ANTA_CRF,URI2,UNCHAHAR3,BSIUL,BRBCL,CHAMERA1,TANDA2,TALST2,TANAKPUR,TALA,SINGRAULI,SINGRAULI_HYDRO,RIHAND2,SIMHST2,RSTPSU7,RIHAND1,SALAL,SEWA2,RAPPB,RSTPSU1TO6,RAPPD,RIHAND3,SASAN,RAPPC,SIMHST1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,0,0,0,5.3,142.81,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,133.21,0,37.79,0,10.72,57.3,355.62,0,0,0,0,7.35,0,0,0,0,0,0,0,0,0,0,23.83,49.44,0,0,11.87,2.14,0,0,36.69,16.32,6.28,14.44,0,5.32,0,2.35,6.51,144.78,1.04,119.97,0,0,93.63,62.66,0,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

56,13:45-14:00,0,0,0,5.3,142.81,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,133.21,0,37.79,0,10.72,57.3,355.62,0,0,0,0,7.35,0,0,0,0,0,0,0,0,0,0,23.83,49.44,0,0,11.87,2.14,0,0,36.69,16.32,6.28,14.44,0,5.32,0,2.35,6.51,144.78,1.04,119.97,0,0,93.63,62.66,0,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

57,14:00-14:15,0,0,0,5.3,142.81,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,133.21,0,37.79,0,10.72,57.3,355.62,0,0,0,0,7.35,0,0,0,0,0,0,0,0,0,0,23.83,49.44,0,0,11.87,2.14,0,0,36.69,16.32,6.28,14.44,0,5.32,0,2.35,7.08,144.78,1.04,119.97,0,0,93.63,62.66,0,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

58,14:15-14:30,0,0,0,5.3,142.81,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,133.21,0,37.79,0,10.72,57.3,355.62,0,0,0,0,7.35,0,0,0,0,0,0,0,0,0,0,23.83,49.44,0,0,11.87,2.14,0,0,36.69,16.32,6.28,14.44,0,5.32,0,2.35,7.08,144.78,1.04,119.97,0,0,93.63,62.66,0,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

59,14:30-14:45,0,0,0,5.3,142.81,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,133.21,0,37.79,0,11.86,57.3,355.62,0,0,0,0,7.35,0,0,0,0,0,0,0,0,0,0,23.83,49.44,0,0,11.87,2.14,0,0,36.69,16.32,6.28,14.44,0,5.32,0,2.35,7.65,144.78,1.04,119.97,0,0,93.63,62.66,0,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

60,14:45-15:00,0,0,0,5.3,142.81,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,133.21,0,37.79,0,11.86,57.3,355.62,0,0,0,0,7.35,0,0,0,0,0,0,0,0,0,0,23.83,49.44,0,0,11.87,2.14,0,0,36.69,16.32,6.28,14.44,0,5.32,0,2.35,7.65,144.78,1.04,119.97,0,0,93.63,62.66,0,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

61,15:00-15:15,0,0,0,5.3,142.81,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,133.21,0,37.79,0,11.86,57.3,367.85,0,0,0,0,64.3,0,0,0,0,0,0,0,0,0,0,37.09,49.44,0,0,18.33,2.14,0,0,36.69,23.15,6.28,14.44,0,5.32,0,2.35,7.65,144.78,1.04,119.97,0,0,93.63,62.66,0,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

62,15:15-15:30,0,0,0,5.3,142.81,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,133.21,0,37.79,0,11.86,57.3,367.85,0,0,0,0,122.08,0,0,0,0,0,0,0,0,0,0,37.09,49.44,0,0,18.33,2.14,0,0,36.69,23.15,6.28,14.44,0,5.32,0,2.35,7.65,144.78,1.04,119.97,0,0,93.63,62.66,0,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

63,15:30-15:45,0,0,0,5.3,142.81,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,133.21,0,37.79,0,11.86,57.3,397.43,0,0,0,0,114.86,0,0,0,0,0,0,0,0,0,0,37.09,49.44,0,0,18.33,2.14,0,0,36.69,23.15,6.28,14.44,0,5.32,0,2.35,7.65,144.78,1.04,119.97,0,0,93.63,62.66,0,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

64,15:45-16:00,0,0,0,4.72,142.81,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,118.65,0,37.79,0,11.86,57.3,397.53,0,0,0,0,254.49,0,0,0,0,0,0,0,0,0,0,37.09,49.44,0,0,18.33,2.14,0,0,36.69,23.15,6.28,14.44,0,5.32,0,2.35,7.65,144.78,1.04,119.97,0,0,93.63,62.66,0,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

65,16:00-16:15,0,0,0,4.72,142.81,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,118.65,0,43.85,0,13.77,57.3,397.53,0,0,0,0,357.82,0,0,0,0,0,0,0,0,0,0,42.84,49.44,0,0,20.69,2.14,0,0,36.69,26.66,6.28,14.44,0,5.32,0,4.19,6.51,144.78,1.04,119.97,0,0,93.63,62.66,0,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

66,16:15-16:30,0,0,0,4.72,142.81,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,118.65,0,43.85,0,13.77,57.3,397.87,0,0,0,0,357.82,0,0,0,0,0,0,0,0,0,0,42.84,49.44,0,0,21.13,2.14,0,0,36.69,26.66,6.28,14.44,0,5.32,0,4.19,6.51,144.78,1.04,119.97,0,0,93.63,62.66,0,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

67,16:30-16:45,0,0,0,4.72,142.81,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,118.65,0,43.85,0,13.77,57.3,439.15,0,15.67,0,0,355.84,0,0,0,0,0,0,0,0,0,0,42.84,49.44,0,0,21.13,2.14,0,0,36.69,26.66,12.56,14.44,0,5.32,0,4.19,5.66,144.78,1.04,119.97,0,0,93.63,62.66,0,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

68,16:45-17:00,0,0,0,4.72,142.81,0,8.31,10.04,0,1.89,0,0,0,24.82,0,0,0,0,118.65,0,43.85,0,13.77,57.3,561.58,0,15.67,0,0,307.69,0,0,0,0,0,0,0,0,0,0,42.84,49.44,10.04,0,21.13,2.14,0,0,36.69,26.66,12.56,14.44,0,5.32,0,4.19,5.66,144.78,1.04,119.97,0,0,93.63,76.44,0,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

69,17:00-17:15,0,0,7.24,4.72,142.81,0,8.31,10.04,0,1.94,0,0,0,24.82,0,0,0,0,118.65,0,43.85,0,13.77,57.3,645.86,0,15.67,0,0,312.69,0,0,0,0,0,0,0,0,0,0,42.84,49.44,10.04,0,21.13,2.14,0,0,36.69,26.66,12.56,14.44,0,5.32,0,4.19,5.66,144.78,1.04,119.97,0,0,93.63,76.44,6.07,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

70,17:15-17:30,0,0,14.46,4.72,142.81,0,8.31,10.04,0,1.94,0,0,0,24.82,0,0,0,0,118.65,0,43.85,0,13.77,57.3,645.86,0,15.67,11.24,0,312.69,0,0,0,0,0,0,0,0,0,0,42.84,49.44,10.04,0,21.13,2.14,0,0,36.69,26.66,12.56,14.44,0,5.32,0,4.19,4.78,144.78,1.04,119.97,0,0,93.63,76.44,12.14,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

71,17:30-17:45,0,4.13,21.71,4.72,142.81,0,8.31,10.04,0,4.2,0,0,0,24.82,0,0,0,0,118.65,0,43.85,0,13.77,57.3,549.16,0,31.33,22.47,0,312.69,0,0,0,0,0,0,0,0,0,0,42.84,49.44,20.1,0,21.13,2.14,0,0,36.69,26.66,12.56,14.44,0,5.32,0,4.19,4.55,144.78,1.04,119.97,0,0,93.63,76.44,18.2,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

72,17:45-18:00,0,18.91,21.71,4.24,142.81,0,8.31,10.04,0,6.92,0,0,0,24.82,0,0,0,0,106.58,0,43.85,0,13.77,57.3,549.12,0,31.33,22.47,10.54,360.84,0,0,0,0,0,0,0,0,0,0,42.84,49.44,29.68,0,21.13,2.14,0,0,36.69,26.66,12.56,14.44,12.17,5.32,0,4.19,4.25,144.78,1.04,119.97,0,0,93.63,76.44,18.2,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

73,18:00-18:15,0,18.91,28.95,4.24,142.81,0,8.31,10.04,0,9.24,0,0,0,24.82,0,0,0,0,106.58,0,43.85,0,13.77,57.3,549.24,0,47,22.47,10.54,418.62,0,0,0,0,0,0,0,0,0,0,42.84,48.37,31.07,0,21.13,2.14,0,0,38.67,26.66,12.56,14.44,12.17,5.32,0,4.19,4.25,144.78,1.04,119.97,0,0,93.63,76.44,18.2,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

74,18:15-18:30,0,19.2,36.18,4.24,142.81,0,8.31,10.04,0,9.24,0,0,0,24.82,0,0,0,0,106.58,0,43.85,0,13.77,57.3,498.83,0,47,22.47,21.07,476.4,0,0,0,0,0,0,0,0,0,0,42.09,48.37,31.07,0,21.13,1.34,0,0,38.67,26.66,12.56,14.44,16.74,5.32,0,4.19,4.25,144.78,1.04,119.97,0,0,93.63,76.44,18.2,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

75,18:30-18:45,0,26.6,36.18,4.24,142.81,0,8.31,20.08,0,9.24,0,0,0,24.82,0,0,0,0,106.58,0,43.85,0,13.77,57.3,498.83,0,47,33.7,42.16,464.36,0,0,0,0,0,0,0,0,0,0,42.09,34.55,31.07,0,21.13,1.34,0,0,38.67,26.66,12.56,14.44,16.74,5.32,0,4.19,4.53,144.78,1.04,119.97,0,0,93.63,76.44,18.2,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

76,18:45-19:00,0,75.91,43.41,6.26,142.81,0,8.36,33.47,0,9.24,0,0,0,24.82,0,0,0,0,159.85,0,43.85,0,13.77,58,498.83,0,48.53,35.48,42.16,457.14,0,0,0,0,0,0,0,0,0,0,42.09,34.55,31.07,0,21.13,1.34,0,0,38.67,26.66,19.7,14.44,41.54,5.32,0,4.19,4.53,144.78,1.04,119.97,0,0,93.63,76.44,19.35,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

77,19:00-19:15,0,75.91,43.41,6.26,142.81,0,8.36,33.47,0,9.24,0,0,0,24.82,0,0,0,0,159.85,0,43.85,0,13.77,58,498.83,0,48.53,35.48,42.16,408.99,0,0,0,0,0,0,0,0,0,0,42.09,34.55,31.07,0,21.13,1.34,0,0,38.67,26.66,19.7,14.44,41.54,5.32,0,2.35,3.4,144.78,1.04,119.97,0,0,93.63,76.44,19.35,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

78,19:15-19:30,0,75.91,43.41,6.26,142.81,0,8.36,33.47,0,9.24,0,0,0,24.82,0,0,0,0,159.85,0,43.85,0,13.77,58,498.83,0,48.53,35.48,42.16,360.84,0,0,0,0,0,0,0,0,0,0,42.09,34.55,31.07,0,21.13,1.34,0,0,38.67,26.66,19.7,14.44,41.54,5.32,0,2.35,3.4,144.78,1.04,119.97,0,0,93.63,76.44,19.35,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

79,19:30-19:45,0,75.91,43.41,6.26,142.81,0,8.36,33.47,0,9.24,0,0,0,24.82,0,0,0,0,159.85,0,43.85,0,13.77,58,498.83,0,48.53,35.48,42.16,324.1,0,0,0,0,0,0,0,0,0,0,42.09,34.55,31.07,0,21.13,1.34,0,0,38.67,26.66,19.7,14.44,41.54,5.32,0,2.35,3.4,144.78,1.04,119.97,0,0,93.63,76.44,19.35,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

80,19:45-20:00,0,75.91,43.41,6.26,142.81,0,8.36,33.47,0,9.24,0,0,0,24.82,0,0,0,0,159.85,0,43.85,0,13.77,58,498.83,0,48.53,35.48,42.16,312.69,0,0,0,0,0,0,0,0,0,0,42.09,34.55,31.07,0,21.13,1.34,0,0,38.67,26.66,19.7,14.44,41.54,5.32,0,2.35,3.4,144.78,1.04,119.97,0,0,93.63,76.44,19.35,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

81,20:00-20:15,0,75.91,43.41,6.26,142.81,0,8.36,33.47,0,9.24,0,0,0,24.82,0,0,0,0,159.85,0,43.85,0,13.77,58,498.83,0,48.53,35.48,42.16,312.69,0,0,0,0,0,0,0,0,0,0,42.09,34.55,31.07,0,21.13,1.34,0,0,38.67,26.66,19.7,14.44,41.54,5.32,0,1.11,3.4,144.78,1.04,119.97,0,0,93.63,73.85,19.35,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

82,20:15-20:30,0,75.91,43.41,6.26,142.81,0,8.36,33.47,0,9.24,0,0,0,24.82,0,0,0,0,159.85,0,43.85,0,13.77,58,498.83,0,48.53,35.48,42.16,367.07,0,0,0,0,0,0,0,0,0,0,42.09,34.55,31.07,0,21.13,1.34,0,0,38.67,26.66,19.7,14.44,41.54,5.32,0,1.11,3.4,144.78,1.04,119.97,0,0,93.63,73.85,19.35,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

83,20:30-20:45,0,14.78,28.95,4.51,142.81,0,8.31,30.12,0,9.24,0,0,0,24.82,0,0,0,0,113.25,0,43.85,0,13.77,57.3,498.83,0,47,33.73,42.16,457.14,0,0,0,0,0,0,0,0,0,0,42.09,34.55,31.07,0,21.13,1.34,0,0,38.67,26.66,12.56,14.44,29.67,5.32,0,1.11,3.4,144.78,1.04,119.97,0,0,93.63,73.85,18.2,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

84,20:45-21:00,0,13.3,28.95,4.51,142.81,0,8.31,30.12,0,9.24,0,0,0,24.82,0,0,0,0,113.25,0,43.85,0,13.77,57.3,498.83,0,47,33.73,42.16,505.29,0,0,0,0,0,0,0,0,0,0,42.09,34.55,31.07,0,21.13,1.34,0,0,38.67,26.66,12.56,14.44,29.67,5.32,0,1.11,3.4,144.78,1.04,119.97,0,0,93.63,73.85,18.2,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

85,21:00-21:15,0,14.78,28.95,4.51,142.81,0,8.31,30.12,0,9.24,0,0,0,24.82,0,0,0,0,113.25,0,43.85,0,13.77,57.3,498.83,0,47,33.73,42.16,528.61,0,0,0,0,0,0,0,0,0,0,42.09,34.55,31.07,0,21.13,1.34,0,0,36.69,26.66,12.56,14.44,29.67,5.32,0,1.11,3.4,144.78,1.04,119.97,0,0,93.63,73.85,18.2,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

86,21:15-21:30,0,75.91,43.41,6.26,142.81,0,8.36,33.47,0,9.24,0,0,0,24.82,0,0,0,0,159.85,0,43.85,0,13.77,58,498.83,0,48.53,35.48,42.16,528.61,0,0,0,0,0,0,0,0,0,0,42.09,34.55,31.07,0,21.13,1.34,0,0,36.69,26.66,19.7,14.44,41.54,5.32,0,1.11,3.4,144.78,1.04,119.97,0,0,93.63,73.85,19.35,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

87,21:30-21:45,0,75.91,43.41,6.26,142.81,0,8.36,33.47,0,9.24,0,0,0,24.82,0,0,0,0,159.85,0,43.85,0,13.77,58,498.83,0,48.53,35.48,42.16,528.61,0,0,0,0,0,0,0,0,0,0,42.09,35.08,31.07,0,21.13,1.34,0,0,36.69,26.66,19.7,14.44,41.54,5.32,0,0,3.4,144.78,1.04,119.97,0,0,93.63,73.85,19.35,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

88,21:45-22:00,0,75.91,43.41,6.26,142.81,0,8.36,33.47,0,9.24,0,0,0,24.82,0,0,0,0,159.85,0,43.85,0,13.77,58,498.83,0,48.53,35.48,42.16,528.61,0,0,0,0,0,0,0,0,0,0,42.09,35.08,31.07,0,21.13,1.34,0,0,36.69,26.66,19.7,14.44,41.54,5.32,0,0,3.4,144.78,1.04,119.97,0,0,93.63,73.85,19.35,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

89,22:00-22:15,0,75.91,43.41,6.26,142.81,0,8.36,33.47,0,9.24,0,0,0,24.82,0,0,0,0,159.85,0,43.85,0,13.77,58,498.83,0,48.53,35.48,42.16,528.61,0,0,0,0,0,0,0,0,0,0,42.09,35.08,31.07,0,21.13,1.34,0,0,36.69,26.66,19.7,14.44,41.54,5.32,0,0,3.4,144.78,1.04,119.97,0,0,93.63,71.62,19.35,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

90,22:15-22:30,0,75.91,43.41,6.26,142.81,0,8.36,33.47,0,9.24,0,0,0,24.82,0,0,0,0,159.85,0,43.85,0,13.77,58,498.83,0,48.53,35.48,42.16,528.61,0,0,0,0,0,0,0,0,0,0,42.09,35.08,31.07,0,21.13,1.34,0,0,36.69,26.66,19.7,14.44,41.54,5.32,0,0,3.4,144.78,1.04,119.97,0,0,93.63,71.62,19.35,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

91,22:30-22:45,0,35.47,21.71,4.93,142.81,0,8.31,20.08,0,9.24,0,0,0,24.82,0,0,0,0,124.04,0,43.85,0,13.77,57.3,498.83,0,47,33.73,42.16,528.61,0,0,0,0,0,0,0,0,0,0,42.09,35.08,31.07,0,21.13,1.34,0,0,36.69,26.66,6.28,14.44,40.59,5.32,0,0,6.8,144.78,1.04,119.97,0,0,93.63,71.62,12.14,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

92,22:45-23:00,0,35.47,18.09,3.85,142.81,0,8.31,10.04,0,9.24,0,0,0,24.82,0,0,0,0,97.08,0,43.85,0,13.77,57.3,498.83,0,47,33.73,42.16,528.61,0,0,0,0,0,0,0,0,0,0,42.09,35.08,31.07,0,21.13,1.34,0,0,36.69,26.66,6.28,14.44,40.59,5.32,0,0,6.8,144.78,1.04,119.97,0,0,93.63,71.62,6.07,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

93,23:00-23:15,0,20.69,18.09,2.99,142.81,0,8.31,10.04,0,9.24,0,0,0,24.82,0,0,0,0,75.5,0,43.85,0,13.77,57.3,498.83,0,47,33.73,10.54,528.61,0,0,0,0,0,0,0,0,0,0,42.09,35.08,31.07,0,21.13,1.34,0,0,36.69,26.66,6.28,14.44,40.59,5.32,0,0,6.8,144.78,1.04,119.97,0,0,93.63,71.62,0,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

94,23:15-23:30,0,20.69,18.09,2.99,142.81,0,8.31,10.04,0,9.24,0,0,0,24.82,0,0,0,0,75.5,0,43.85,0,13.77,57.3,498.83,0,47,33.73,10.54,528.61,0,0,0,0,0,0,0,0,0,0,42.09,35.08,31.07,0,21.13,1.34,0,0,36.69,26.66,6.28,14.44,40.59,5.32,0,0,6.8,144.78,1.04,119.97,0,0,93.63,71.62,0,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

95,23:30-23:45,0,20.69,18.09,2.99,142.81,0,8.31,10.04,0,9.24,0,0,0,24.82,0,0,0,0,75.5,0,43.85,0,13.77,57.3,498.83,0,47,33.73,10.54,528.61,0,0,0,0,0,0,0,0,0,0,42.09,35.08,31.07,0,21.13,1.34,0,0,36.69,26.66,6.28,14.44,40.59,5.32,0,0,6.8,144.78,1.04,119.97,0,0,93.63,71.62,0,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

96,23:45-24:00,0,20.69,18.09,2.99,142.81,0,8.31,10.04,0,9.24,0,0,0,24.82,0,0,0,0,75.5,0,43.85,0,13.77,57.3,498.83,0,47,33.73,10.54,528.61,0,0,0,0,0,0,0,0,0,0,42.09,35.08,31.07,0,21.13,1.34,0,0,36.69,26.66,6.28,14.44,36.52,5.32,0,0,6.8,144.78,1.04,119.97,0,0,93.63,71.62,0,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

