Block,Time,KHSTPP-II,KKNP,KOTESHWR,NJPC,SASAN,SINGRAULI_HYDRO,ANTA_CRF,DADRI_GF,BRBCL,FSTPP I & II,NLCIIST2,NLCTS2EXP,RAMPUR,RAPPB,SINGRAULI,TEHRIPSP,UNCHAHAR4,ANTA_RF,CHAMERA3,KOLDAM,KUDGI,NNTPP,RAPPC,RIHAND1,SIMHST1,TANAKPUR,TEHRI,UNCHAHAR2,URI2,ANTA_LF,DADRI_CRF,DADRI_RF,BSIUL,CHAMERA1,JHAJJAR,KHSTPP-I,PARBATI2,AURY_RF,DULHASTI,KGSU3AND4,KISHANGANGA,KKNPPU2,MAPS,NLCEXP,NLCIIST1,RSTPSU7,SALAL,SEWA2,SIMHST2,TALA,UNCHAHAR1,VALLURNTECL,KGSU1AND2,NTPL,RAPPD,URI,CHAMERA2,DADRT2,NAPP,RSTPSU1TO6,TALST2,TANDA2,ANTA_GF,AURY_GF,DHAULIGNGA,PARBATI3,RIHAND2,RIHAND3,TelanganaSTPP,UNCHAHAR3,AURY_CRF,AURY_LF,DADRI_LF
6,01:15-01:30,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,1.74,52.34,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,44.52,37.41,0,0,106.06,19.56,42.15,667.27,45.53,25.69,82.48,38.32,0,6.97,0,0,0,0,0,81.34,18.34,0,24.4,21.65,0,0,0,40.06,48.57,47.12,689.39,24.36,0,0,5.73,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

7,01:30-01:45,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,1.74,52.34,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,44.52,37.41,0,0,106.06,19.56,42.15,667.27,45.53,25.69,82.48,38.32,0,6.97,0,0,0,0,0,81.34,18.34,0,24.4,21.65,0,0,0,40.06,48.57,47.12,689.39,24.36,0,0,5.73,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

8,01:45-02:00,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,2.94,52.34,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,44.52,37.41,0,0,106.06,19.56,42.15,667.27,45.53,25.69,82.48,38.32,0,6.97,0,0,0,0,0,81.34,18.34,0,24.4,21.65,0,0,0,40.06,48.57,47.12,689.39,24.36,0,0,5.73,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

9,02:00-02:15,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,2.94,52.6,33.95,8.63,0,0,65.11,48.09,0,13.11,82.36,44.52,37.41,0,0,106.06,19.56,42.15,667.27,45.53,25.69,82.48,38.32,0,6.97,0,0,0,0,0,81.34,18.34,0,24.4,20.16,0,0,0,40.06,52.36,47.12,689.39,24.36,0,0,5.73,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

10,02:15-02:30,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,2.94,52.6,33.95,8.63,0,0,65.11,48.09,0,13.11,82.36,44.52,37.41,0,0,106.06,19.56,42.15,667.27,45.53,25.69,82.48,38.32,0,6.97,0,0,0,0,0,81.34,18.34,0,24.4,20.16,0,0,0,40.06,52.36,47.12,689.39,24.36,0,0,5.73,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

11,02:30-02:45,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,2.94,52.6,33.95,8.63,0,0,65.11,48.09,0,13.11,82.36,44.52,37.41,0,0,106.06,19.56,42.15,667.27,45.53,25.69,82.48,38.32,0,6.97,0,0,0,0,0,81.34,18.34,0,24.25,20.16,0,0,0,40.06,52.36,47.12,689.39,24.36,0,0,5.73,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

12,02:45-03:00,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,2.94,52.6,33.95,8.63,0,0,65.11,48.09,0,13.11,82.36,44.52,37.41,0,0,106.06,19.56,42.15,667.27,45.53,25.69,82.48,38.32,0,6.97,0,0,0,0,0,81.34,18.34,0,24.25,20.16,0,0,0,40.06,52.36,47.12,689.39,24.36,0,0,5.73,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

13,03:00-03:15,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,2.94,52.6,33.95,8.63,0,0,65.11,48.09,0,13.11,82.36,44.52,33.52,0,0,106.06,19.56,42.15,667.27,45.53,25.69,82.48,38.32,0,6.97,0,0,0,0,0,79.01,18.34,0,24.25,20.16,0,0,0,40.06,48.57,47.12,689.39,24.36,0,0,5.73,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

14,03:15-03:30,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,2.94,52.6,33.95,8.63,0,0,65.11,48.09,0,13.11,82.36,44.52,33.52,0,0,106.06,19.56,42.15,667.27,45.53,25.69,82.48,38.32,0,6.97,0,0,0,0,0,79.01,18.34,0,24.25,20.16,0,0,0,40.06,48.57,47.12,689.39,24.36,0,0,5.73,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

15,03:30-03:45,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,2.94,52.6,33.95,8.63,0,0,65.11,48.09,0,13.11,82.36,44.52,33.52,0,0,106.06,19.56,42.15,667.27,45.53,25.69,82.48,38.32,0,6.97,0,0,0,0,0,79.01,18.34,0,24.25,20.16,0,0,0,40.06,17.67,47.12,689.39,24.36,0,0,5.73,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

16,03:45-04:00,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,2.94,52.6,33.95,8.63,0,0,65.11,48.09,0,13.11,82.36,44.52,33.52,0,0,106.06,19.56,42.15,667.27,45.53,25.69,82.48,38.32,0,6.97,0,0,0,0,0,79.01,18.34,0,24.25,20.16,0,0,0,40.06,6.63,47.12,689.39,24.36,0,0,5.73,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

17,04:00-04:15,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,2.94,52.85,33.95,8.63,0,0,65.11,48.09,0,13.11,82.36,44.52,33.52,0,0,106.06,19.56,42.15,667.27,45.53,25.69,82.48,38.32,0,4.65,0,0,0,0,0,79.6,18.34,0,24.25,20.16,0,0,0,40.06,6.63,47.12,689.39,24.36,0,0,5.73,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

18,04:15-04:30,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,2.94,52.85,33.95,8.63,0,0,65.11,48.09,0,13.11,82.36,44.52,33.52,0,0,106.06,19.56,42.15,667.27,45.53,25.69,82.48,38.32,0,4.65,0,0,0,0,0,79.6,18.34,0,24.25,20.16,0,0,0,40.06,17.67,47.12,689.39,24.36,0,0,5.73,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

19,04:30-04:45,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,2.94,52.85,33.95,8.63,0,0,65.11,48.09,0,13.11,82.36,44.52,33.52,0,0,106.06,19.56,42.15,667.27,45.53,25.69,82.48,38.32,0,4.65,0,0,0,0,0,79.6,18.34,0,24.25,20.16,0,0,0,40.06,48.57,47.12,689.39,24.36,0,0,5.73,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

20,04:45-05:00,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,2.94,52.85,33.95,8.63,0,0,65.11,48.09,0,13.11,82.36,44.52,33.52,0,0,106.06,19.56,42.15,667.27,45.53,25.69,82.48,38.32,0,4.65,0,0,0,0,0,79.6,18.34,0,24.05,20.16,0,0,0,40.06,48.57,47.12,689.39,24.36,0,0,5.73,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

21,05:00-05:15,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,2.94,52.85,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,44.52,33.52,0,0,106.06,19.56,42.15,667.27,45.53,25.69,82.48,38.32,0,4.65,0,0,0,0,0,79.6,18.34,0,23.58,20.16,0,0,0,40.06,52.36,47.12,689.39,24.36,0,0,5.73,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

22,05:15-05:30,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,1.23,52.85,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,44.52,33.52,0,0,106.06,19.56,42.15,667.27,45.53,25.69,82.48,38.32,0,4.65,0,0,0,0,0,79.6,18.34,0,23.54,20.16,0,0,0,40.06,52.36,47.12,689.39,24.36,0,0,5.73,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

23,05:30-05:45,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,1.24,52.85,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,42.7,33.52,0,0,106.06,19.56,42.15,667.27,45.53,25.69,82.48,38.32,0,4.65,0,0,0,0,0,79.6,18.34,0,23.38,20.16,0,0,0,40.06,52.36,47.12,689.39,24.36,0,0,5.73,0,0,42.46,52.04,125.27,130.84,0,26.42,0,0,0

24,05:45-06:00,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,1.24,52.85,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,42.7,33.52,0,0,106.06,19.56,42.15,667.27,45.53,25.69,82.48,38.32,0,4.65,0,0,0,0,0,79.6,18.34,0,23.23,19.52,0,0,0,40.06,52.36,47.12,689.39,24.36,0,0,5.73,0,0,42.46,52.04,125.27,130.84,0,26.42,0,0,0

25,06:00-06:15,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,1.24,52.6,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,42.7,33.52,0,0,106.06,19.56,42.15,667.27,45.53,25.69,82.48,38.32,0,4.65,0,0,0,0,0,79.6,18.34,0,23.23,19.52,0,0,0,40.06,48.57,47.12,689.39,24.36,0,0,5.73,0,0,42.46,52.04,125.27,130.84,0,26.42,0,0,0

26,06:15-06:30,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,1.24,52.6,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,42.7,33.52,0,0,106.06,19.56,42.15,667.27,45.53,25.69,82.48,38.32,0,4.65,0,0,0,0,0,79.6,18.34,0,23.05,19.52,0,0,0,40.06,48.57,47.12,681.87,24.36,0,0,5.73,0,0,42.46,52.04,125.27,130.84,0,26.42,0,0,0

27,06:30-06:45,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,1.24,52.6,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,42.7,33.52,0,0,106.06,19.56,42.15,667.27,45.53,25.69,82.48,38.32,0,4.65,0,0,0,0,0,79.6,18.34,0,23.03,19.52,0,0,0,40.06,48.57,47.12,681.87,24.36,0,0,5.73,0,0,42.46,52.04,125.27,130.84,0,26.42,0,0,0

28,06:45-07:00,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,1.24,52.6,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,42.7,33.52,0,0,106.06,19.56,42.15,667.27,45.53,25.69,82.48,38.32,0,4.65,0,0,0,0,0,79.6,18.34,0,23.03,19.52,0,0,0,40.06,48.57,47.12,689.39,24.36,0,0,5.73,0,0,42.46,52.04,125.27,130.84,0,26.42,0,0,0

29,07:00-07:15,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,1.53,52.6,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,42.7,33.52,0,0,106.06,19.56,42.15,667.27,45.53,25.69,82.22,38.32,0,4.65,0,0,0,0,0,79.6,18.34,0,23.07,19.52,0,0,0,40.06,48.57,47.12,689.39,24.36,0,0,5.73,0,0,42.46,52.04,125.27,130.84,0,26.42,0,0,0

30,07:15-07:30,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,1.53,52.6,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,42.7,33.52,0,0,106.06,19.56,42.15,667.27,45.53,25.69,82.22,38.32,0,4.65,0,0,0,0,0,79.6,18.34,0,23.07,21.65,0,0,0,40.06,48.57,47.12,689.39,24.36,0,0,5.73,0,0,42.46,52.04,125.27,130.84,0,26.42,0,0,0

31,07:30-07:45,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,3.23,52.6,33.95,8.63,0,0,65.11,48.09,0,3.85,82.36,44.52,33.52,0,0,106.06,19.56,42.15,667.27,45.53,25.69,82.22,38.32,0,4.65,0,0,0,0,0,79.6,18.34,0,22.91,21.65,0,0,0,40.06,48.57,47.12,689.39,24.36,0,0,5.73,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

32,07:45-08:00,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,3.23,52.6,33.95,8.63,0,0,65.11,48.09,0,3.85,82.36,44.52,33.52,0,0,106.06,19.56,42.15,667.27,45.53,25.69,82.22,38.32,0,4.65,0,0,0,0,0,79.6,18.34,0,22.93,21.65,0,0,0,40.06,48.57,47.12,689.39,24.36,0,0,5.73,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

33,08:00-08:15,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,3.23,52.09,33.95,8.63,0,0,65.11,48.09,0,3.85,82.36,44.52,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,82.22,38.32,0,4.65,0,0,0,0,0,79.6,18.34,0,23.07,21.65,0,0,0,40.06,48.57,47.12,689.39,24.36,0,0,5.02,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

34,08:15-08:30,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,103.98,3.23,52.09,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,44.52,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,82.22,38.32,0,4.65,0,0,0,0,0,79.6,18.34,0,23.14,21.65,0,0,0,40.06,48.57,47.12,689.39,24.36,0,0,5.02,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

35,08:30-08:45,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,0,3.23,52.09,33.95,8.63,0,0,65.11,48.09,0,11.91,41.18,44.52,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,82.22,38.32,0,4.65,0,0,0,0,0,79.6,18.34,0,23.58,21.65,0,0,0,40.06,48.57,47.12,689.39,24.36,0,0,5.02,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

36,08:45-09:00,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,0,3.23,52.09,33.95,8.63,0,0,65.11,48.09,0,11.91,0,44.52,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,82.22,38.32,0,4.65,0,0,0,0,0,79.6,18.34,0,23.73,21.65,0,0,0,40.06,48.57,47.12,689.39,24.36,0,0,5.02,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

37,09:00-09:15,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,0,3.23,51.59,33.95,8.63,0,0,65.11,48.09,0,11.91,0,44.52,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,82.22,38.32,0,4.65,0,0,0,0,0,79.6,18.34,0,24.11,21.65,0,0,0,40.06,41.95,47.12,689.39,24.36,0,0,5.02,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

38,09:15-09:30,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,0,3.23,51.59,33.95,8.63,0,0,65.11,48.09,0,11.91,0,44.52,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,82.22,38.32,0,4.65,0,0,0,0,0,79.6,18.34,0,24.13,21.65,0,0,0,40.06,41.95,47.12,689.39,24.36,0,0,5.02,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

39,09:30-09:45,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,0,3.23,51.59,33.95,8.63,0,0,65.11,48.09,0,11.91,0,44.52,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,82.22,38.32,0,4.65,0,0,0,0,0,79.6,18.34,0,24.17,21.65,0,0,0,40.06,52.36,47.12,689.39,24.36,0,0,5.02,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

40,09:45-10:00,98.87,0,45.08,175.8,343.12,0,0,0,24.99,20.15,0,0,5.68,0,74.95,0,3.23,51.59,33.95,8.63,0,0,65.11,48.09,0,11.91,0,44.52,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,82.22,38.32,0,2.33,0,0,0,0,0,79.6,18.34,0,24.81,21.65,0,0,0,40.06,52.36,47.12,689.39,24.36,0,0,5.02,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

41,10:00-10:15,98.87,0,45.08,175.8,348.98,0,0,0,24.99,20.15,0,0,5.68,0,74.95,0,3.23,50.83,33.95,8.63,0,0,65.11,48.09,0,11.91,0,44.52,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,82.22,38.32,0,0.64,0,0,0,0,0,79.6,18.34,0,27.14,21.65,0,0,0,40.06,52.36,47.12,689.39,24.36,0,0,5.02,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

42,10:15-10:30,98.87,0,45.08,175.8,348.98,0,0,0,24.99,20.15,0,0,5.68,0,74.95,0,3.23,50.83,33.95,8.63,0,0,65.11,48.09,0,11.91,0,44.52,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,81.57,38.32,0,0,0,0,0,0,0,79.6,18.34,0,27.17,21.65,0,0,0,40.06,52.36,47.12,689.39,24.36,0,0,5.02,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

43,10:30-10:45,98.87,0,45.08,175.8,348.98,0,0,0,24.99,20.15,0,0,5.68,0,74.95,0,3.23,50.58,33.95,8.63,0,0,65.11,48.09,0,11.91,0,44.52,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,81.57,38.32,0,0,0,0,0,0,0,79.6,18.34,0,28.08,21.65,0,0,0,40.06,46.92,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

44,10:45-11:00,98.87,0,45.08,175.8,348.98,0,0,0,24.99,20.15,0,0,5.68,0,74.95,0,3.23,50.58,33.95,8.63,0,0,65.11,48.09,0,11.91,0,44.52,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,81.57,38.32,0,0,0,0,0,0,0,79.6,18.34,0,28.11,21.65,0,0,0,40.06,46.92,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

45,11:00-11:15,98.87,0,45.08,175.8,348.98,0,0,0,24.99,20.15,0,0,5.68,0,74.95,0,3.23,50.08,33.95,8.63,0,0,65.11,48.09,0,11.91,0,44.52,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,81.57,38.32,0,0,0,0,0,0,0,79.01,18.34,0,28.22,21.65,0,0,0,40.06,46.92,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

46,11:15-11:30,98.87,0,45.08,175.8,348.98,0,0,0,24.99,20.15,0,0,5.68,0,74.95,0,3.23,50.08,33.95,8.63,0,0,65.11,48.09,0,11.91,0,44.52,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,81.57,38.32,0,0,0,0,0,0,0,79.01,18.34,0,28.22,21.65,0,0,0,40.06,46.92,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

47,11:30-11:45,98.87,0,45.08,175.8,348.98,0,0,0,24.99,20.15,0,0,5.68,0,74.95,0,3.23,50.08,33.95,8.63,0,0,65.11,48.09,0,11.91,0,44.52,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,81.57,38.32,0,0,0,0,0,0,0,63.92,18.34,0,28.22,21.65,0,0,0,40.06,46.92,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

48,11:45-12:00,98.87,0,45.08,175.8,348.98,0,0,0,24.99,20.15,0,0,5.68,0,74.95,0,3.23,50.08,33.95,8.63,0,0,65.11,48.09,0,11.91,0,44.52,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,81.57,38.32,0,0,0,0,0,0,0,75.52,18.34,0,28.22,21.65,0,0,0,40.06,46.92,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

49,12:00-12:15,98.87,0,45.08,175.8,348.98,0,0,0,24.99,20.15,0,0,5.68,0,74.95,0,3.23,49.81,33.95,8.63,0,0,65.11,48.09,0,3.85,0,44.52,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,81.57,38.32,0,0,0,0,0,0,0,79.6,18.34,0,28.22,21.65,0,0,0,40.06,46.92,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

50,12:15-12:30,98.87,0,45.08,175.8,348.98,0,0,0,24.99,20.15,0,0,5.68,0,74.95,0,3.23,49.81,33.95,8.63,0,0,65.11,48.09,0,3.85,3.86,44.52,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,81.57,38.32,0,0,0,0,0,0,0,79.6,18.34,0,28.25,21.65,0,0,0,40.06,46.92,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

51,12:30-12:45,98.87,0,45.08,175.8,348.98,0,0,0,24.99,20.15,0,0,5.68,0,74.95,128.94,3.23,49.81,33.95,8.63,0,0,65.11,48.09,0,3.85,53.98,44.52,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,81.57,38.32,0,0,0,0,0,0,0,79.6,18.34,0,28.01,21.65,0,0,0,40.06,46.92,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

52,12:45-13:00,98.87,0,45.08,175.8,348.98,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,3.23,49.81,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,44.52,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,81.57,38.32,0,0,0,0,0,0,0,79.6,18.34,0,28.08,21.65,0,0,0,40.06,46.92,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

53,13:00-13:15,98.87,0,45.08,175.8,348.98,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,3.23,49.56,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,44.52,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,81.57,38.32,0,0,0,0,0,0,0,79.6,18.34,0,27.85,21.65,0,0,0,40.06,47.47,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

