Block,Time Block,JHAJJAR,KUDGI,KGSU1AND2,KGSU3AND4,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KHSTPP-I,KISHANGANGA,NJPC,MAPS,NLCEXP,NAPP,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,CHAMERA3,BRBCL,CHAMERA2,CHAMERA1,BSIUL,ANTA_CRF,ANTA_RF,URI2,UNCHAHAR3,ANTA_LF,AURY_GF,AURY_LF,UNCHAHAR2,URI,ANTA_GF,AURY_CRF,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,DADRI_LF,DADRI_GF,DADRI_CRF,DADRI_RF,AURY_RF,PARBATI3,PARBATI2,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,RIHAND2,SASAN,RIHAND1,RAPPB,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,RAPPD,RSTPSU7,SEWA2,SINGRAULI,SALAL,RAMPUR,RIHAND3,RAPPC,TALST2,TANAKPUR,TelanganaSTPP,TALA,TEHRI,TANDA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
20,04:45-05:00,377.19,0,0,0,10.08,142.77,0,0,9.26,30.08,8.34,174.74,0,0,24.77,21.14,13.81,56.69,46.98,33.84,19.32,47.15,40.72,12.6,0,0,36.8,16.89,0,0,0,27.73,49.06,0,0,14.23,0,1.77,0,0,0,0,0,56.33,47.18,0,0,0,0,0,117.04,391.23,91.77,0,0,0.97,0,0,0,0,0,100.79,76.32,6.74,123.3,65.41,0,1.73,0,2.27,19.53,3.05,0,0,0,0,0

21,05:00-05:15,354.86,0,0,0,10.08,123.45,0,0,9.26,30.08,8.34,174.74,0,0,24.77,21.14,13.81,56.69,12.2,33.84,19.32,47.15,40.72,12.6,0,0,36.8,16.89,0,0,0,27.73,49.06,0,0,14.23,0,1.77,0,0,0,0,0,56.33,47.18,0,0,0,0,0,117.04,391.23,91.77,0,0,0.97,0,0,0,0,0,100.79,76.32,6.74,123.3,65.41,0,1.73,0,2.27,19.53,3.05,0,0,0,0,0

22,05:15-05:30,354.86,0,0,0,10.08,142.77,0,0,9.26,30.08,8.34,174.74,0,0,24.77,21.14,13.81,56.69,4.97,33.84,19.32,47.15,40.72,12.6,0,0,36.8,16.89,0,0,0,27.73,49.06,0,0,14.23,0,1.77,0,0,0,0,0,56.33,47.18,0,0,0,0,0,117.04,391.23,91.77,0,0,0.97,0,0,0,0,0,100.79,76.32,6.74,123.3,65.41,0,1.73,0,2.27,19.53,3.05,0,0,0,0,0

23,05:30-05:45,377.19,0,0,0,10.08,123.45,0,0,9.26,30.08,8.34,174.74,0,0,24.77,21.14,13.81,56.69,32.53,33.84,19.32,47.15,40.72,12.6,0,0,36.8,16.89,0,0,0,27.73,49.06,0,0,14.23,0,1.77,0,0,0,0,0,56.33,47.18,0,0,0,0,0,117.04,391.23,91.77,0,0,0.97,0,0,0,0,0,100.79,76.32,6.74,123.3,65.41,0,1.73,0,1.61,19.53,3.05,0,0,0,0,0

24,05:45-06:00,377.19,0,0,0,10.08,142.77,0,0,9.26,30.08,8.34,174.74,0,0,24.77,21.14,13.81,56.69,62.43,33.84,19.32,47.15,40.72,12.6,0,0,36.8,16.89,0,0,0,27.73,49.06,0,0,14.23,0,1.77,0,0,0,0,0,56.33,47.18,0,0,0,0,0,117.04,391.23,91.77,0,0,0.97,0,0,0,0,0,100.79,76.32,6.74,123.3,65.41,0,1.73,0,0.85,19.53,3.05,0,0,0,0,0

25,06:00-06:15,377.19,0,0,0,10.08,128.11,0,0,9.26,30.08,8.34,174.74,0,0,24.77,21.14,13.81,56.69,62.43,33.84,19.32,47.15,40.72,12.6,0,0,36.8,16.89,0,0,0,27.73,49.06,0,0,14.23,0,1.77,0,0,0,0,0,56.33,47.18,0,0,0,0,0,117.04,391.23,91.77,0,0,0.99,0,0,0,0,0,100.79,76.32,6.74,123.3,65.41,0,1.73,0,0.85,19.53,3.05,0,0,0,0,0

26,06:15-06:30,377.19,0,0,0,10.08,123.45,0,0,9.26,30.08,8.34,174.74,0,0,24.77,21.14,13.81,56.69,62.43,33.84,19.32,47.15,40.72,12.6,0,0,36.8,16.89,0,0,0,27.73,49.06,0,0,14.23,0,1.77,0,0,0,0,0,56.33,47.18,0,0,0,0,0,117.04,391.23,91.77,0,0,0.99,0,0,0,0,0,100.79,76.32,6.74,123.3,65.41,0,1.98,0,0.85,19.53,3.05,0,0,0,0,0

27,06:30-06:45,377.19,0,0,0,10.08,123.45,0,0,9.26,30.08,8.34,174.74,0,0,24.77,21.14,13.81,56.69,62.43,33.84,19.32,47.15,40.72,12.6,0,0,36.8,16.89,0,0,0,27.73,49.06,0,0,14.23,0,1.77,0,0,0,0,0,56.33,47.18,0,0,0,0,0,117.04,391.23,91.77,0,0,0.99,0,0,0,0,0,100.79,76.32,6.74,123.3,65.41,0,1.98,0,2.75,19.53,3.05,0,0,0,0,0

28,06:45-07:00,377.19,0,0,0,10.08,123.45,0,0,9.26,30.08,8.34,174.74,0,0,24.77,21.14,13.81,56.69,62.43,33.84,19.32,47.15,40.72,12.6,0,0,36.8,16.89,0,0,0,27.73,49.06,0,0,14.23,0,1.77,0,0,0,0,0,56.33,47.18,0,0,0,0,0,117.04,391.23,91.77,0,0,0.99,0,0,0,0,0,99.18,76.32,6.74,123.3,65.41,0,1.98,0,2.75,19.53,3.05,0,0,0,0,0

29,07:00-07:15,335.54,0,0,0,10.08,123,0,0,9.26,25.77,8.34,174.74,0,0,24.77,21.14,10.75,56.69,143.9,33.84,19.32,47.15,40.72,18.89,0,0,36.8,15.83,0,0,0,24.28,49.06,0,0,11.91,0,1.22,0,0,0,0,0,56.33,47.18,0,0,0,0,0,106.23,391.23,64.19,0,0,0.99,0,0,0,0,0,88.67,76.32,6.74,123.3,65.41,0,1.98,0,1.14,19.53,1.67,0,0,0,0,0

30,07:15-07:30,335.54,0,0,0,10.08,103.27,0,0,9.26,25.81,8.34,174.74,0,0,24.77,21.14,10.75,56.69,84.34,33.84,19.32,47.15,40.72,18.89,0,0,36.8,15.83,0,0,0,24.09,49.06,0,0,11.91,0,0.7,0,0,0,0,0,56.33,47.18,0,0,0,0,0,77.37,391.23,51.66,0,0,0.99,0,0,0,0,0,84.65,76.32,6.74,108.81,65.41,0,1.98,0,1.14,19.53,1.67,0,0,0,0,0

31,07:30-07:45,335.54,0,0,0,10.08,79.58,0,0,9.26,25.81,8.34,174.74,0,0,24.77,21.14,10.75,56.69,25.38,33.84,19.32,47.15,40.72,18.89,0,0,36.8,15.83,0,0,0,24.09,49.06,0,0,11.91,0,0.7,0,0,0,0,0,56.33,47.18,0,0,0,0,0,77.37,365.02,51.66,0,0,0.99,0,0,0,0,0,84.65,76.32,6.74,79.03,65.41,0,6.06,0,1.14,9.77,1.67,0,0,0,0,0

32,07:45-08:00,335.54,0,0,0,10.08,78.8,0,0,9.26,25.81,8.34,174.74,0,0,24.77,21.14,10.75,56.69,4.97,33.84,19.32,47.15,40.72,18.89,0,0,36.8,15.83,0,0,0,24.09,49.06,0,0,11.91,0,0.7,0,0,0,0,0,56.33,47.18,0,0,0,0,0,66.19,350.47,51.66,0,0,0.99,0,0,0,0,0,61.82,76.32,6.74,69.48,65.41,0,6.06,0,1.14,9.77,1.67,0,0,0,0,0

33,08:00-08:15,314.29,0,0,0,10.08,78.8,0,0,9.26,27.27,8.34,174.74,0,0,24.77,21.14,10.75,56.69,4.97,33.84,19.32,47.15,40.72,12.6,0,0,36.8,15.83,0,0,0,24.09,51.19,0,0,12.78,0,0.7,0,0,0,0,0,41.5,47.18,0,0,0,0,0,66.19,337.53,51.66,0,0,0.99,0,0,0,0,0,61.82,76.32,6.74,69.48,65.41,0,6.06,0,1.14,9.3,1.67,0,0,0,0,0

34,08:15-08:30,314.29,0,0,0,10.08,78.8,0,0,9.26,27.27,8.34,174.74,0,0,24.77,21.14,10.75,56.69,4.97,33.84,19.32,47.15,40.72,12.6,0,0,36.8,15.83,0,0,0,24.09,51.19,0,0,12.78,0,0.7,0,0,0,0,0,41.5,47.18,0,0,0,0,0,66.19,335.98,51.66,0,0,0.99,0,0,0,0,0,61.82,76.32,6.74,69.48,65.41,0,6.06,0,1.14,0,1.67,0,0,0,0,0

35,08:30-08:45,314.29,0,0,0,10.08,78.8,0,0,9.26,27.27,8.34,174.74,0,0,24.77,21.14,10.75,56.69,4.97,33.84,19.32,47.15,40.72,12.6,0,0,36.8,15.83,0,0,0,24.09,51.19,0,0,12.78,0,0.7,0,0,0,0,0,41.5,39.92,0,0,0,0,0,66.19,335.98,51.66,0,0,0.99,0,0,0,0,0,61.82,76.32,6.74,69.48,65.41,0,2.97,0,1.14,0,1.67,0,0,0,0,0

36,08:45-09:00,314.29,0,0,0,10.08,78.8,0,0,9.26,27.27,8.34,174.74,0,0,24.77,21.14,10.75,56.69,4.97,33.84,19.32,47.15,40.72,12.6,0,0,36.8,15.83,0,0,0,24.09,51.19,0,0,12.78,0,0.7,0,0,0,0,0,41.5,39.92,0,0,0,0,0,66.19,335.98,51.66,0,0,0.99,0,0,0,0,0,61.82,76.32,6.74,69.48,65.41,0,2.97,0,1.14,0,1.67,0,0,0,0,0

37,09:00-09:15,314.29,0,0,0,10.08,78.8,0,0,9.26,27.27,8.34,174.74,0,0,24.77,21.14,10.75,56.69,4.97,33.84,19.32,47.15,40.72,12.6,0,0,36.8,15.83,0,0,0,24.09,51.19,0,0,12.78,0,0.7,0,0,0,0,0,41.5,39.92,0,0,0,0,0,66.19,335.98,51.66,0,0,0.99,0,0,0,0,0,61.82,76.32,6.74,69.48,65.41,0,2.47,0,1.14,0,1.67,0,0,0,0,0

38,09:15-09:30,314.29,0,0,0,10.08,78.8,0,0,9.26,27.27,8.34,174.74,0,0,24.77,21.14,10.75,56.69,4.97,33.84,19.32,47.15,40.72,12.6,0,0,36.8,15.83,0,0,0,24.09,51.19,0,0,12.78,0,0.7,0,0,0,0,0,41.5,39.92,0,0,0,0,0,66.19,335.98,51.66,0,0,0.99,0,0,0,0,0,61.82,76.32,6.74,69.48,65.41,0,2.47,0,1.14,0,1.67,0,0,0,0,0

39,09:30-09:45,254.4,0,0,0,10.08,96.89,0,0,9.26,28.03,8.34,174.74,0,0,24.77,21.14,10.75,56.69,4.97,33.84,19.32,47.15,40.72,10.63,0,0,36.8,15.83,0,0,0,24.09,51.19,0,0,12.78,0,0.7,0,0,0,0,0,41.5,39.92,0,0,0,0,0,66.19,335.98,51.66,0,0,0.99,0,0,0,0,0,61.82,76.32,6.74,69.48,65.41,0,2.47,0,1.99,0,1.67,0,0,0,0,0

40,09:45-10:00,254.4,0,0,0,10.08,96.89,0,0,9.26,28.03,8.34,174.74,0,0,24.77,21.14,10.75,56.69,4.97,33.84,19.32,47.15,23.44,10.63,0,0,36.8,15.83,0,0,0,24.09,51.19,0,0,12.78,0,0.7,0,0,0,0,0,41.5,39.92,0,0,0,0,0,66.19,335.98,51.66,0,0,0.99,0,0,0,0,0,61.82,76.32,6.74,69.48,65.41,0,2.47,0,1.99,0,1.67,0,0,0,0,0

41,10:00-10:15,254.4,0,0,0,10.08,96.89,0,0,9.26,28.03,8.34,174.74,0,0,24.77,21.17,10.75,56.69,4.97,33.84,19.32,47.15,23.44,10.63,0,0,36.8,15.83,0,0,0,24.09,51.19,0,0,12.78,0,0.7,0,0,0,0,0,37.94,30.13,0,0,0,0,0,66.19,335.98,51.66,0,0,0.99,0,0,0,0,0,61.82,76.32,6.74,69.48,65.41,0,2.47,0,1.99,0,1.67,0,0,0,0,0

42,10:15-10:30,230.25,0,0,0,10.08,96.89,0,0,9.26,28.03,8.34,174.74,0,0,24.77,21.17,10.75,56.69,4.97,33.84,19.32,47.15,11.6,10.63,0,0,36.8,15.83,0,0,0,24.09,51.19,0,0,12.78,0,0.7,0,0,0,0,0,37.94,30.13,0,0,0,0,0,66.19,335.98,51.66,0,0,0.99,0,0,0,0,0,61.82,76.32,6.74,69.48,65.41,0,2.47,0,1.99,0,1.67,0,0,0,0,0

43,10:30-10:45,230.25,0,0,0,10.08,96.89,0,0,9.26,28.03,8.34,174.74,0,0,24.77,21.17,10.75,56.69,4.97,33.84,19.32,47.15,0,6.3,0,0,36.8,15.83,0,0,0,24.09,51.19,0,0,12.78,0,0.7,0,0,0,0,0,37.94,30.13,0,0,0,0,0,66.19,335.98,51.66,0,0,0.99,0,0,0,0,0,61.82,76.32,6.74,69.48,65.41,0,2.47,0,1.99,0,1.67,0,0,0,0,0

44,10:45-11:00,230.25,0,0,0,10.08,96.89,0,0,9.26,28.03,8.34,174.74,0,0,24.77,21.14,10.75,56.69,4.97,33.84,19.32,47.15,0,6.3,0,0,36.8,15.83,0,0,0,24.09,51.19,0,0,12.78,0,0.7,0,0,0,0,0,37.94,30.13,0,0,0,0,0,66.19,335.98,51.66,0,0,0.99,0,0,0,0,0,61.82,76.32,6.74,69.48,65.41,0,2.47,0,1.99,0,1.67,0,0,0,0,0

45,11:00-11:15,230.25,0,0,0,10.08,96.89,0,0,9.26,28.03,8.34,174.74,0,0,24.77,21.14,10.75,56.69,4.97,33.84,19.32,47.15,0,6.3,0,0,36.8,15.83,0,0,0,24.08,49.06,0,0,12.78,0,0.7,0,0,0,0,0,37.94,30.13,0,0,0,0,0,66.19,335.98,51.66,0,0,0.99,0,0,0,0,0,60.86,51.63,6.74,69.48,65.41,0,2.47,0,1.99,0,1.67,0,0,0,0,0

46,11:15-11:30,230.25,0,0,0,10.08,96.89,0,0,9.26,28.03,8.34,174.74,0,0,24.77,21.14,10.75,56.69,4.97,33.84,19.32,47.15,0,6.3,0,0,36.8,15.83,0,0,0,24.08,49.06,0,0,12.78,0,0.7,0,0,0,0,0,37.94,30.13,0,0,0,0,0,72.38,335.98,51.66,0,0,0.99,0,0,0,0,0,60.86,51.63,6.74,79.03,65.41,0,2.47,0,1.99,0,1.67,0,0,0,0,0

47,11:30-11:45,230.25,0,0,0,10.08,96.89,0,0,9.26,28.03,8.34,174.74,0,0,24.77,21.14,10.75,56.69,4.97,33.84,19.32,47.15,0,6.3,0,0,36.8,15.83,0,0,0,24.08,49.06,0,0,12.78,0,0.7,0,0,0,0,0,37.94,30.13,0,0,0,0,0,77.37,335.98,51.66,0,0,0.99,0,0,0,0,0,73.42,51.63,6.74,79.03,65.41,0,2.47,0,1.99,0,1.67,0,0,0,0,0

48,11:45-12:00,230.25,0,0,0,10.08,96.89,0,0,9.26,28.03,8.34,174.74,0,0,24.77,21.14,10.75,56.69,4.97,33.84,19.32,47.15,0,6.3,0,0,36.8,15.83,0,0,0,24.08,49.06,0,0,12.78,0,0.7,0,0,0,0,0,37.94,30.13,0,0,0,0,0,77.37,341.78,51.66,0,0,0.99,0,0,0,0,0,78.25,51.63,6.74,79.03,65.41,0,2.47,0,1.99,0,1.67,0,0,0,0,0

49,12:00-12:15,230.25,0,0,0,10.08,96.89,0,0,9.26,28.03,8.34,174.74,0,0,24.77,10.58,10.75,56.69,4.97,33.84,19.32,47.15,0,6.3,0,0,36.8,15.83,0,0,0,24.08,49.06,0,0,12.78,0,0.7,0,0,0,0,0,37.94,30.13,0,0,0,0,0,77.37,387.74,51.66,0,0,0.97,0,0,0,0,0,84.65,67.35,6.74,79.03,65.41,0,2.47,0,2.56,0,1.67,0,0,0,0,0

50,12:15-12:30,230.25,0,0,0,10.08,96.89,0,0,9.26,28.03,8.34,174.74,0,0,24.77,10.58,10.75,56.69,4.97,33.84,19.32,47.15,0,6.3,0,0,36.8,15.83,0,0,0,24.08,49.06,0,0,12.78,0,0.7,0,0,0,0,0,37.94,30.13,0,0,0,0,0,92.82,392.03,59.79,0,0,0.97,0,0,0,0,0,84.65,77.45,6.74,79.03,65.41,0,2.47,0,2.56,0,1.67,0,0,0,0,0

51,12:30-12:45,230.25,0,0,0,10.08,96.89,0,0,9.26,28.03,8.34,174.74,0,0,24.77,10.58,10.75,56.69,4.97,33.84,19.32,47.15,0,6.3,0,0,36.8,15.83,0,0,0,24.08,49.06,0,0,12.78,0,0.7,0,0,0,0,0,37.94,30.13,0,0,0,0,0,92.82,392.03,61.72,0,0,0.97,0,0,0,0,0,89.48,81.38,6.74,79.03,65.41,0,5.45,0,2.56,0,1.67,0,0,0,0,0

52,12:45-13:00,230.25,0,0,0,10.08,96.89,0,0,9.26,28.03,8.34,174.74,0,0,24.77,10.58,10.75,56.69,4.97,33.84,19.32,47.15,0,6.3,0,0,36.8,15.83,0,0,0,24.08,49.06,0,0,12.78,0,0.7,0,0,0,0,0,37.94,30.13,0,0,0,0,0,92.82,392.03,61.72,0,0,0.97,0,0,0,0,0,84.65,81.38,6.74,79.03,65.41,0,5.45,0,2.56,0,1.67,0,0,0,0,0

53,13:00-13:15,230.25,0,0,0,10.08,96.89,0,0,9.26,28.03,8.34,174.74,0,0,24.77,10.58,10.75,56.69,4.97,33.84,19.32,47.15,0,6.3,0,0,36.8,15.83,0,0,0,24.08,49.06,0,0,12.78,0,0.7,0,0,0,0,0,37.94,30.13,0,0,0,0,0,77.37,365.83,51.66,0,0,0.97,0,0,0,0,0,84.65,81.38,6.74,79.03,65.41,0,5.45,0,2.56,0,1.67,0,0,0,0,0

