Block,Time,KOTESHWR,NLCTS2EXP,RIHAND3,RSTPSU7,SINGRAULI_HYDRO,UNCHAHAR1,ANTA_LF,BSIUL,DADRT2,DHAULIGNGA,JHAJJAR,MAPS,RSTPSU1TO6,SIMHST1,TANAKPUR,UNCHAHAR3,UNCHAHAR4,URI,URI2,ANTA_GF,DADRI_GF,DULHASTI,KGSU3AND4,KHSTPP-I,KHSTPP-II,KOLDAM,TALST2,CHAMERA1,KGSU1AND2,NAPP,NLCEXP,NTPL,RAPPC,SALAL,SASAN,TelanganaSTPP,UNCHAHAR2,NNTPP,RIHAND1,SINGRAULI,TALA,AURY_CRF,AURY_GF,CHAMERA3,FSTPP I & II,KISHANGANGA,RAPPB,RIHAND2,SEWA2,SIMHST2,TEHRI,AURY_RF,DADRI_LF,BRBCL,CHAMERA2,KUDGI,NJPC,NLCIIST2,RAMPUR,VALLURNTECL,ANTA_CRF,DADRI_CRF,KKNP,KKNPPU2,NLCIIST1,PARBATI3,TANDA2,ANTA_RF,AURY_LF,DADRI_RF
58,14:15-14:30,9.66,0,127.6,0,0,20.96,0,6.52,686.07,40.4,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,2.43,0,0,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,11.9,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.58,0,20.01,28.34,0,167.1,0,3.54,0,0,0,0,0,0,3.51,2.89,46.37,0,96.19

59,14:30-14:45,9.66,0,127.6,0,0,20.96,0,6.52,686.07,40.4,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,2.43,0,13.35,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,11.88,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.58,0,20.01,28.34,0,167.1,0,3.54,0,0,0,0,0,0,3.51,2.89,46.37,0,96.19

60,14:45-15:00,9.66,0,127.6,0,0,20.96,0,6.52,686.07,40.4,413.81,0,0,0,8.33,27.05,1.62,35.33,32.51,0,0,53.79,0,33.69,98.87,2.43,0,13.35,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,12.02,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.58,0,20.01,28.34,0,167.1,0,3.54,0,0,0,0,0,0,3.51,2.89,46.37,0,96.19

61,15:00-15:15,9.66,0,127.6,0,0,20.96,0,6.52,686.07,40.4,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,2.43,0,14.05,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,12.09,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.58,0,20.01,28.34,0,167.1,0,3.54,0,0,0,0,0,0,3.51,2.89,46.37,0,96.19

62,15:15-15:30,9.66,0,127.6,0,0,20.96,0,6.52,686.07,40.4,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,2.43,0,14.05,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,12,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.58,0,20.01,28.34,0,167.1,0,3.54,0,0,0,0,0,0,3.51,2.89,46.37,0,96.19

63,15:30-15:45,9.66,0,127.6,0,0,20.96,0,6.52,686.07,40.4,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,2.43,0,14.05,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,11.94,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.58,0,20.01,28.34,0,167.1,0,3.54,0,0,0,0,0,0,3.51,2.89,46.37,0,96.19

64,15:45-16:00,9.66,0,127.6,0,0,20.96,0,6.52,686.07,40.4,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,3.64,0,14.05,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,11.85,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.58,0,20.01,28.34,0,167.1,0,3.54,0,0,0,0,0,0,3.51,2.89,46.37,0,96.19

65,16:00-16:15,9.66,0,127.6,0,0,20.96,0,6.52,686.07,40.4,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,3.64,0,28.1,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,11.85,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.58,0,20.01,28.34,0,167.1,0,3.54,0,0,0,0,0,0,3.51,2.89,45.18,0,96.19

66,16:15-16:30,9.66,0,127.6,0,0,20.96,0,6.52,686.07,40.4,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,3.64,0,28.1,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,9.74,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.58,0,20.01,28.34,0,167.1,0,3.54,0,0,0,0,0,0,3.51,2.89,45.18,0,96.19

67,16:30-16:45,9.66,0,127.6,0,0,20.96,0,6.52,686.07,40.4,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,3.64,0,28.1,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,9.74,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.58,0,20.01,28.34,0,167.1,0,3.54,0,0,0,0,0,0,3.51,2.89,45.18,0,96.19

68,16:45-17:00,9.66,0,127.6,0,0,20.96,0,6.52,686.07,40.4,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,3.64,0,28.1,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,9.67,0,0,21.37,20.8,4.32,0,121.71,17.37,0,17,77.58,0,20.01,28.34,0,167.1,0,3.54,0,0,0,0,0,0,3.51,2.89,45.18,0,96.19

69,17:00-17:15,9.66,0,127.6,0,0,20.96,0,6.52,686.07,40.4,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,3.64,0,28.1,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,9.15,0,0,21.37,20.8,4.32,0,121.71,17.37,0,17,77.58,0,20.01,28.34,0,167.1,0,3.54,0,0,0,0,0,0,3.51,2.89,45.18,0,96.19

70,17:15-17:30,9.66,0,127.6,0,0,20.96,0,6.52,686.07,40.4,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,3.64,0,28.1,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,8.82,0,0,21.37,20.8,4.32,0,121.71,17.37,0,17,77.58,0,20.01,28.34,0,167.1,0,3.54,0,0,0,0,0,0,3.51,2.89,45.18,0,96.19

71,17:30-17:45,9.66,0,127.6,0,0,20.96,0,1.1,686.07,40.4,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,4.85,0,28.1,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,9.38,0,0,21.37,20.8,4.32,0,121.71,17.37,0,17,77.58,0,20.01,26.85,0,167.1,0,3.54,0,0,0,0,0,0,3.51,2.89,45.18,0,96.19

72,17:45-18:00,9.66,0,127.6,0,0,20.96,0,1.1,686.07,40.4,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,4.85,0,28.1,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,9.2,0,0,21.37,20.8,4.32,0,121.71,17.37,0,17,77.58,0,20.01,26.85,0,167.1,0,3.54,0,0,0,0,0,0,7.03,2.89,45.18,0,96.19

73,18:00-18:15,9.66,0,127.6,0,0,20.96,0,6.52,686.07,40.4,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,4.85,0,42.15,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,8.91,0,0,21.37,20.8,4.32,0,121.71,17.37,0,17,77.45,0,20.01,26.85,0,167.1,0,3.54,0,0,0,0,0,0,11.24,2.89,45.77,0,96.19

74,18:15-18:30,28.98,0,127.6,0,0,20.96,0,6.52,686.07,40.4,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,4.85,0,42.15,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,8.61,0,0,21.37,20.8,4.32,0,121.71,17.37,0,51.01,77.45,0,20.01,26.85,0,167.1,0,3.54,0,0,0,0,0,0,54.11,2.89,45.77,0,96.19

75,18:30-18:45,38.64,0,127.6,0,0,20.96,0,20.21,686.07,41.42,413.81,0,0,0,12.94,27.05,1.62,44.16,32.51,0,0,54.53,0,33.69,98.87,5.35,0,42.15,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,8.56,0,0,33.74,20.8,4.32,0,121.71,17.37,0,70.87,77.45,0,20.01,45.65,0,168.66,0,3.62,0,0,0,0,0,0,54.11,2.89,45.77,0,96.19

76,18:45-19:00,38.64,0,127.6,0,0,20.96,0,20.21,686.07,41.42,413.81,0,0,0,12.94,27.05,1.62,44.16,32.51,0,0,54.53,0,33.69,98.87,5.35,0,42.15,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,8.47,0,0,33.74,20.8,4.32,0,121.71,17.37,0,70.87,77.45,0,20.01,45.65,0,168.66,0,3.62,0,0,0,0,0,0,54.11,2.89,46.13,0,96.19

77,19:00-19:15,38.64,0,127.6,0,0,20.96,0,20.21,686.07,41.42,413.81,0,0,0,12.94,27.05,0,44.16,32.51,0,0,54.53,0,33.69,98.87,5.35,0,42.15,0,44.62,0,0,60.53,79.6,326.25,0,42.4,0,40.13,101.27,8.68,0,0,33.74,20.8,4.32,0,121.71,17.37,0,70.87,77.45,0,20,45.65,0,168.66,0,3.62,0,0,0,0,0,0,54.11,2.89,46.37,0,96.19

78,19:15-19:30,38.64,0,127.6,0,0,20.57,0,20.21,682.83,41.42,406.41,0,0,0,12.94,26.42,0,44.16,32.51,0,0,54.53,0,33.69,98.87,5.35,0,42.15,0,44.62,0,0,60.53,79.6,326.25,0,42.4,0,40.13,101.27,8.64,0,0,33.74,20.8,4.32,0,121.71,17.37,0,70.87,77.45,0,20,45.65,0,168.66,0,3.62,0,0,0,0,0,0,54.11,2.89,46.37,0,96.19

79,19:30-19:45,38.64,0,127.6,0,0,20.57,0,20.21,682.83,41.42,406.41,0,0,0,12.94,26.42,0,44.16,32.51,0,0,54.53,0,33.69,98.87,5.35,0,42.15,0,44.62,0,0,60.53,79.6,326.25,0,42.4,0,40.13,101.27,8.8,0,0,33.74,20.8,4.32,0,121.71,17.37,0,70.87,77.45,0,20,45.65,0,168.66,0,3.62,0,0,0,0,0,0,54.11,2.89,46.37,0,96.19

80,19:45-20:00,38.64,0,127.6,0,0,20.57,0,20.21,682.83,41.42,406.41,0,0,0,12.94,26.42,0,44.16,32.51,0,0,54.53,0,33.69,98.87,5.35,0,42.15,0,44.62,0,0,60.53,79.6,326.25,0,42.4,0,40.13,101.27,9.15,0,0,33.74,20.8,4.32,0,121.71,17.37,0,70.87,77.45,0,20,45.65,0,168.66,0,3.62,0,0,0,0,0,0,21.08,2.89,46.37,0,96.19

81,20:00-20:15,38.64,0,127.6,0,0,20.57,0,20.21,682.83,41.42,406.41,0,0,0,11.53,26.42,0,44.16,32.51,0,0,54.53,0,33.69,98.87,5.35,0,42.15,0,44.62,0,0,60.53,79.6,326.25,0,42.4,0,40.13,101.27,9.2,0,0,33.74,20.8,4.32,0,121.71,17.37,0,70.87,77.45,0,20,45.65,0,168.66,0,3.62,0,0,0,0,0,0,17.56,2.89,46.37,0,96.19

82,20:15-20:30,38.64,0,127.6,0,0,20.57,0,20.21,682.83,41.42,406.41,0,0,0,11.53,26.42,0,44.16,32.51,0,0,54.53,0,33.69,98.87,5.35,0,42.15,0,44.62,0,0,60.53,79.6,326.25,0,42.4,0,40.13,101.27,9.23,0,0,33.74,20.8,4.32,0,121.71,17.37,0,70.87,77.45,0,20,45.65,0,168.66,0,3.62,0,0,0,0,0,0,17.56,2.89,46.37,0,96.19

83,20:30-20:45,28.98,0,127.6,0,0,20.57,0,6.52,682.83,40.4,406.41,0,0,0,11.53,26.42,0,44.16,32.51,0,0,53.79,0,33.69,98.87,5.35,0,42.15,0,44.62,0,0,60.53,79.6,326.25,0,42.4,0,40.13,101.27,9.35,0,0,32.08,20.8,4.32,0,121.71,17.37,0,70.87,77.45,0,20,44.22,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.37,0,96.19

84,20:45-21:00,28.98,0,127.6,0,0,20.57,0,6.52,682.83,40.4,406.41,0,0,0,12.94,26.42,0,44.16,32.51,0,0,53.79,0,33.69,98.87,5.35,0,42.15,0,44.62,0,0,60.53,79.6,326.25,0,42.4,0,40.13,101.27,9.53,0,0,32.08,20.8,4.32,0,121.71,17.37,0,70.87,77.45,0,20,44.22,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.37,0,96.19

85,21:00-21:15,28.98,0,127.6,0,0,20.57,0,6.52,682.83,40.4,406.41,0,0,0,12.94,26.42,0,43.61,32.51,0,0,53.79,0,33.69,98.87,5.35,0,42.15,0,44.62,0,0,60.53,79.6,326.25,0,42.4,0,40.13,101.27,9.62,0,0,32.08,20.8,4.32,0,121.71,17.37,0,70.87,77.45,0,20,44.22,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.37,0,96.19

86,21:15-21:30,28.98,0,127.6,0,0,20.57,0,6.52,682.83,40.4,406.41,0,0,0,12.94,26.42,0,43.61,32.51,0,0,53.79,0,33.69,98.87,5.35,0,42.15,0,44.62,0,0,60.53,79.6,326.25,0,42.4,0,40.13,101.27,9.76,0,0,32.08,20.8,4.32,0,121.71,17.37,0,70.87,77.45,0,20,44.22,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.37,0,96.19

87,21:30-21:45,28.98,0,127.6,0,0,20.57,0,6.52,682.83,40.4,406.41,0,0,0,12.94,26.42,0,43.61,32.51,0,0,53.79,0,33.69,98.87,5.35,0,42.15,0,44.62,0,0,60.53,79.6,326.25,0,42.4,0,40.13,101.27,9.97,0,0,32.08,20.8,4.32,0,121.71,17.37,0,70.87,77.45,0,20,44.22,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.37,0,96.19

88,21:45-22:00,28.98,0,127.6,0,0,20.57,0,6.52,682.83,40.4,406.41,0,0,0,12.94,26.42,0,43.61,32.51,0,0,53.79,0,33.69,98.87,5.35,0,42.15,0,44.62,0,0,60.53,79.6,326.25,0,42.4,0,40.13,101.27,10.21,0,0,32.08,20.8,4.32,0,121.71,17.37,0,70.87,77.45,0,20,44.22,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.37,0,96.19

89,22:00-22:15,38.64,0,127.6,0,0,20.57,0,20.21,682.83,41.42,406.41,0,0,0,12.94,26.42,0.02,43.61,32.51,0,0,54.53,0,33.69,98.87,5.35,0,42.15,0,44.62,0,0,60.53,79.6,326.25,0,42.4,0,40.13,101.27,10.41,0,0,33.74,20.8,4.32,0,121.71,17.37,0,70.87,77.45,0,20,45.65,0,168.66,0,3.62,0,0,0,0,0,0,17.56,2.89,46.96,0,96.19

90,22:15-22:30,38.64,0,127.6,0,0,20.57,0,20.21,682.83,41.42,406.41,0,0,0,11.53,26.42,0.02,43.61,32.51,0,0,54.53,0,33.69,98.87,5.35,0,42.15,0,44.62,0,0,60.53,79.6,326.25,0,42.4,0,40.13,101.27,10.37,0,0,33.74,20.8,4.32,0,121.71,17.37,0,70.87,77.45,0,20,45.65,0,168.66,0,3.62,0,0,0,0,0,0,17.56,2.89,46.96,0,96.19

91,22:30-22:45,38.64,0,127.6,0,0,20.57,0,20.21,684.52,41.42,413.81,0,0,0,11.53,26.42,0.02,43.61,32.51,0,0,54.53,0,33.69,98.87,5.35,0,42.15,0,44.62,0,0,60.53,79.6,326.25,0,42.4,0,40.13,101.27,10.49,0,0,33.74,20.8,4.32,0,121.71,17.37,0,70.87,77.45,0,20,45.65,0,168.66,0,3.62,0,0,0,0,0,0,17.56,2.89,46.96,0,96.19

92,22:45-23:00,38.64,0,127.6,0,0,20.66,0,20.21,682.88,41.42,406.41,0,0,0,11.53,26.45,0.02,43.61,32.51,0,0,54.53,0,33.69,98.87,5.35,0,42.15,0,44.62,0,0,60.53,79.6,326.25,0,42.41,0,40.13,101.27,10.49,0,0,33.74,20.8,4.32,0,121.71,17.37,0,70.87,77.45,0,20,45.65,0,168.66,0,3.62,0,0,0,0,0,0,17.56,2.89,46.96,0,96.19

93,23:00-23:15,19.32,0,127.6,0,0,20.66,0,6.52,682.88,40.4,406.41,0,0,0,11.53,26.45,0.02,43.61,32.51,0,0,53.79,0,33.69,98.87,5.35,0,42.15,0,44.62,0,0,60.53,79.6,326.25,0,42.41,0,40.13,101.27,10.35,0,0,10.69,20.8,4.32,0,121.71,17.37,0,51.01,77.45,0,20,14.74,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,48.13,0,96.19

94,23:15-23:30,9.66,0,127.6,0,0,20.66,0,6.52,682.88,40.4,406.41,0,0,0,11.53,26.45,0.02,43.61,32.51,0,0,53.79,0,33.69,98.87,5.35,0,42.15,0,44.62,0,0,60.53,79.6,326.25,0,42.41,0,40.13,101.27,10.23,0,0,0,20.8,4.32,0,121.71,17.37,0,51.01,77.45,0,20,0,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,48.13,0,96.19

95,23:30-23:45,9.66,0,127.6,0,0,20.66,0,6.52,682.88,40.4,406.41,0,0,0,11.53,26.45,0.02,43.61,32.51,0,0,53.79,0,33.69,98.87,5.35,0,42.15,0,44.62,0,0,60.53,79.6,326.25,0,42.41,0,40.13,101.27,10.37,0,0,0,20.8,4.32,0,121.71,17.37,0,51.01,77.45,0,20,0,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,48.13,0,96.19

96,23:45-24:00,9.66,0,127.6,0,0,20.66,0,6.52,686.07,40.4,413.81,0,0,0,11.53,26.45,0.02,43.61,32.51,0,0,53.79,0,33.69,98.87,5.35,0,42.15,0,44.62,0,0,60.53,79.6,326.25,0,42.41,0,40.13,101.27,10.58,0,0,0,20.8,4.32,0,121.71,17.37,0,51.01,77.45,0,20,0,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,48.13,0,96.19

