Column1,Block,NR/2025/24882/A/52997,NR/30092023/31122025/SH-07,NR/2025/25070/A/53287,ER/2025/15683/A/53232,GNA/WR/2025/01/01/8625,NR/30092023/26122029/SH-06,WR/2025/26047/A/53239,NER/2025/2918/A/53234,GNA/WR/2024/11/01/4200,NR/2024/24418/A/53217,GNA/WR/2025/01/01/9606,NR/2025/24992/A/52996,NR/2025/25246/C,NR/2025/25247/C,GNA/NR/2025/02/01/5886,GNA/NR/2025/02/01/9969,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/SR/2025/02/01/6460,GNA/NR/2025/02/01/4863,GNA/SR/2025/02/01/7432,GNA/NR/2025/02/01/2594,GNA/NR/2025/02/01/2143,Total
35,08:30-08:45,4.8,32,28.8,7.33,0,32,0,9.16,0,0.86,0,9.6,0,0,13.44,43.2,1.39,75,13.44,0,36.48,36.48,343.98

36,08:45-09:00,4.8,32,28.8,7.33,0,32,0,9.16,0,0.86,0,9.6,0,0,13.44,43.2,1.39,75,13.44,0,36.48,36.48,343.98

37,09:00-09:15,4.8,5.08,28.8,7.33,0,32,0,9.16,0,0.86,0,9.6,0,0,13.44,43.2,1.39,75,13.44,0,36.48,36.48,317.06

38,09:15-09:30,4.8,5.08,28.8,7.33,0,32,0,9.16,0,0.86,0,9.6,0,0,13.44,43.2,1.39,75,13.44,0,36.48,36.48,317.06

39,09:30-09:45,4.8,5.08,28.8,7.33,0,32,0,9.16,0,0.86,0,9.6,14.4,38.4,8.64,25.92,1.39,75,8.64,0,25.92,25.92,321.86

40,09:45-10:00,4.8,10.86,28.8,7.33,0,32,0,9.16,0,0.86,0,9.6,14.4,38.4,8.64,25.92,1.39,75,8.64,0,25.92,25.92,327.64

41,10:00-10:15,3.84,26.99,28.8,7.33,0,26.99,0,9.16,0,0.86,0,5.76,14.4,38.4,8.64,23.04,1.39,75,8.64,0,23.04,23.04,325.32000000000005

42,10:15-10:30,3.84,26.99,28.8,7.33,0,26.99,0,9.16,0,0.86,0,5.76,14.4,38.4,8.64,23.04,1.39,75,8.64,0,23.04,23.04,325.32000000000005

43,10:30-10:45,3.84,26.99,28.8,7.33,0,26.99,0,9.16,0,0.86,0,5.76,14.4,38.4,8.64,23.04,1.39,75,8.64,0,23.04,23.04,325.32000000000005

44,10:45-11:00,3.84,26.99,28.8,7.33,0,26.99,0,9.16,0,0.86,0,5.76,14.4,38.4,8.64,23.04,1.39,75,8.64,0,23.04,23.04,325.32000000000005

45,11:00-11:15,3.84,26.99,28.8,7.33,0,26.99,0,9.16,0,0.86,0,5.76,14.4,38.4,8.64,23.04,1.39,75,8.64,0,23.04,23.04,325.32000000000005

46,11:15-11:30,3.84,26.99,28.8,7.33,0,26.99,0,9.16,0,0.86,0,5.76,14.4,38.4,8.64,23.04,1.39,75,8.64,0,23.04,23.04,325.32000000000005

47,11:30-11:45,3.84,26.99,28.8,7.33,0,26.99,0,9.16,0,0.86,0,5.76,14.4,38.4,8.64,23.04,1.39,75,8.64,0,23.04,23.04,325.32000000000005

48,11:45-12:00,3.84,26.99,28.8,7.33,0,26.99,0,9.16,0,0.86,0,5.76,14.4,38.4,8.64,23.04,1.39,75,8.64,0,23.04,23.04,325.32000000000005

49,12:00-12:15,3.84,26.99,28.8,7.33,0,26.99,0,9.16,0,0.86,0,5.76,14.4,38.4,8.64,23.04,1.49,75,8.64,0,23.04,23.04,325.4200000000001

50,12:15-12:30,3.84,26.99,28.8,7.33,0,26.99,0,9.16,0,0.86,0,5.76,14.4,38.4,8.64,23.04,1.49,75,8.64,0,23.04,23.04,325.4200000000001

51,12:30-12:45,3.84,26.99,28.8,7.33,0,26.99,0,9.16,0,0.86,0,5.76,14.4,38.4,8.64,23.04,1.49,75,8.64,0,23.04,23.04,325.4200000000001

52,12:45-13:00,3.84,26.99,28.8,7.33,0,26.99,0,9.16,0,0.86,0,5.76,14.4,38.4,8.64,23.04,1.49,75,8.64,0,23.04,23.04,325.4200000000001

53,13:00-13:15,3.84,26.99,28.8,7.33,0,26.99,0,9.16,0,0.86,0,5.76,14.4,38.4,8.64,23.04,1.39,75,8.64,0,23.04,23.04,325.32000000000005

54,13:15-13:30,3.84,26.99,28.8,7.33,0,26.99,0,9.16,0,0.86,0,5.76,14.4,38.4,8.64,23.04,1.39,75,8.64,0,23.04,23.04,325.32000000000005

55,13:30-13:45,3.84,26.99,28.8,7.33,0,26.99,0,9.16,0,0.86,0,5.76,14.4,38.4,8.64,23.04,1.39,75,8.64,0,23.04,23.04,325.32000000000005

56,13:45-14:00,3.84,26.99,28.8,7.33,0,26.99,0,9.16,0,0.86,0,5.76,14.4,38.4,8.64,23.04,1.39,75,8.64,0,23.04,23.04,325.32000000000005

57,14:00-14:15,3.84,26.99,28.8,7.33,0,26.99,0,9.16,0,0.86,0,5.76,13.35,38.4,8.64,23.04,1.39,75,8.64,0,23.04,23.04,324.27

58,14:15-14:30,3.84,26.99,28.8,7.33,0,26.99,0,9.16,0,0.86,0,5.76,13.35,38.4,8.64,23.04,1.39,75,8.64,0,23.04,23.04,324.27

59,14:30-14:45,3.84,26.99,28.8,7.33,0,26.99,0,9.16,0,0.86,0,5.76,6.14,38.4,8.64,23.04,1.39,75,8.64,0,23.04,23.04,317.05999999999995

60,14:45-15:00,3.84,26.99,28.8,7.33,0,26.99,0,9.16,0,0.86,0,5.76,6.91,38.4,8.64,23.04,1.39,75,8.64,0,23.04,23.04,317.83000000000004

61,15:00-15:15,3.84,26.99,28.8,7.33,0,26.99,0,9.16,0,0.67,0,5.76,13.35,38.4,8.64,23.04,1.39,75,8.64,0,23.04,23.04,324.08000000000004

62,15:15-15:30,3.84,26.99,28.8,7.33,0,26.99,0,9.16,0,0.67,0,5.76,13.35,38.4,8.64,23.04,1.39,75,8.64,0,23.04,23.04,324.08000000000004

63,15:30-15:45,3.84,26.99,28.8,7.33,0,26.99,0,9.16,0,0.67,0,5.76,13.44,38.4,8.64,23.04,1.39,75,8.64,0,23.04,23.04,324.16999999999996

64,15:45-16:00,3.84,26.99,28.8,7.33,0,26.99,0,9.16,0,0.67,0,5.76,13.54,38.4,8.64,23.04,1.39,75,8.64,0,23.04,23.04,324.27

65,16:00-16:15,3.84,26.99,28.8,7.33,0,26.99,0,9.16,0,0.53,0,5.76,13.54,38.4,8.64,23.04,1.39,75,8.64,0,23.04,23.04,324.13

66,16:15-16:30,3.84,26.99,28.8,7.33,0,26.99,0,9.16,0,0.53,0,5.76,15.17,35.43,8.64,23.04,1.39,75,8.64,0,23.04,23.04,322.78999999999996

67,16:30-16:45,3.84,26.99,28.8,7.33,0,26.99,0,9.16,0,0.53,0,5.76,24,27.46,8.64,23.04,1.39,75,8.64,0,23.04,23.04,323.65

68,16:45-17:00,3.84,26.99,28.8,7.33,0,26.99,0,9.16,0,0.53,0,5.76,19.49,18.82,8.64,23.04,1.39,75,8.64,0,23.04,23.04,310.5

69,17:00-17:15,4.8,26.99,28.8,7.33,0,26.99,0,9.16,0,0.53,0,9.6,0,0,8.64,28.8,1.49,75,8.64,0,28.8,28.8,294.37

70,17:15-17:30,4.8,26.99,28.8,7.33,0,26.99,0,9.16,0,0.53,0,9.6,0,0,8.64,28.8,1.49,75,8.64,0,28.8,28.8,294.37

71,17:30-17:45,4.8,26.12,28.8,7.33,0,32,0,9.16,0,0.53,0,9.6,0,0,8.64,28.8,1.49,75,8.64,0,28.8,28.8,298.51000000000005

72,17:45-18:00,4.8,26.12,28.8,7.33,0,32,0,9.16,0,0.53,0,9.6,0,0,8.64,28.8,1.49,75,8.64,0,28.8,28.8,298.51000000000005

73,18:00-18:15,4.8,32,28.8,7.33,0,32,38.4,9.16,50,0.53,200,9.6,0,0,8.64,36.48,1.39,75,8.64,0,36.48,36.48,615.73

74,18:15-18:30,4.8,32,28.8,7.33,0,32,38.4,9.16,50,0.53,200,9.6,0,0,8.64,36.48,1.39,75,8.64,0,36.48,36.48,615.73

75,18:30-18:45,4.8,31,28.8,7.33,0,31,38.4,9.16,50,0.53,200,9.6,0,0,8.64,36.48,1.39,75,8.64,50,36.48,36.48,663.73

76,18:45-19:00,4.8,31,28.8,7.33,0,31,38.4,9.16,50,0.53,200,9.6,0,0,8.64,36.48,1.39,75,8.64,50,36.48,36.48,663.73

77,19:00-19:15,4.8,31,28.8,7.33,0,31,38.4,9.16,50,0.62,200,9.6,0,0,8.64,36.48,1.39,75,8.64,50,36.48,36.48,663.82

78,19:15-19:30,4.8,31,28.8,7.33,0,31,38.4,9.16,50,0.62,200,9.6,0,0,8.64,36.48,1.39,75,8.64,50,36.48,36.48,663.82

79,19:30-19:45,4.8,31,28.8,7.33,0,31,38.4,9.16,50,0.62,200,9.6,0,0,8.64,36.48,1.39,75,8.64,50,36.48,36.48,663.82

80,19:45-20:00,4.8,32,28.8,7.33,0,32,38.4,9.16,50,0.62,200,9.6,0,0,8.64,36.48,1.39,75,8.64,50,36.48,36.48,665.82

81,20:00-20:15,3.84,26.12,28.8,7.33,0,32,38.4,9.16,50,0.62,150,5.76,0,0,8.64,31.68,1.49,75,8.64,50,31.68,31.68,590.8399999999999

82,20:15-20:30,3.84,26.12,28.8,7.33,0,32,38.4,9.16,50,0.62,150,5.76,0,0,8.64,31.68,1.49,75,8.64,50,31.68,31.68,590.8399999999999

83,20:30-20:45,3.84,26.12,28.8,7.33,0,32,38.4,9.16,50,0.62,150,5.76,0,0,8.64,28.8,1.49,75,8.64,50,28.8,28.8,582.1999999999998

84,20:45-21:00,3.84,26.12,28.8,7.33,0,32,38.4,9.16,50,0.62,150,5.76,0,0,8.64,28.8,1.49,75,8.64,50,28.8,28.8,582.1999999999998

85,21:00-21:15,3.84,26.99,28.8,7.33,0,26.99,38.4,9.16,50,0.58,150,5.76,0,0,8.64,25.92,1.39,75,8.64,50,25.92,25.92,569.28

86,21:15-21:30,3.84,26.99,28.8,7.33,0,26.99,38.4,9.16,50,0.58,150,5.76,0,0,8.64,25.92,1.39,75,8.64,50,25.92,25.92,569.28

87,21:30-21:45,3.84,26.99,28.8,7.33,0,26.99,38.4,9.16,50,0.58,150,5.76,0,0,8.64,25.92,1.39,75,8.64,50,25.92,25.92,569.28

88,21:45-22:00,3.84,26.99,28.8,7.33,0,26.99,38.4,9.16,50,0.58,150,5.76,0,0,8.64,25.92,1.39,75,8.64,50,25.92,25.92,569.28

89,22:00-22:15,3.84,26.99,17.28,7.33,0,26.99,38.4,9.16,50,0.53,150,5.76,0,0,8.64,23.04,1.39,75,8.64,50,23.04,23.04,549.0699999999999

90,22:15-22:30,3.84,26.99,17.28,7.33,0,26.99,38.4,9.16,50,0.53,150,5.76,0,0,8.64,23.04,1.39,75,8.64,50,23.04,23.04,549.0699999999999

91,22:30-22:45,3.84,26.99,17.28,7.33,0,26.99,38.4,9.16,50,0.53,150,5.76,0,0,8.64,23.04,1.39,75,8.64,50,23.04,23.04,549.0699999999999

92,22:45-23:00,3.84,26.99,17.28,7.33,0,26.99,38.4,9.16,50,0.53,150,5.76,0,0,8.64,23.04,1.39,75,8.64,50,23.04,23.04,549.0699999999999

93,23:00-23:15,3.84,26.99,17.28,7.33,0,26.99,38.4,9.16,50,0.48,150,5.76,0,0,8.64,23.04,1.39,75,8.64,50,23.04,23.04,549.0199999999999

94,23:15-23:30,3.84,26.99,17.28,7.33,0,26.99,38.4,9.16,50,0.48,150,5.76,0,0,8.64,23.04,1.39,75,8.64,50,23.04,23.04,549.0199999999999

95,23:30-23:45,3.84,26.99,17.28,7.33,0,26.99,38.4,9.16,50,0.48,150,5.76,0,0,8.64,23.04,1.39,75,8.64,50,23.04,23.04,549.0199999999999

96,23:45-24:00,3.84,26.99,17.28,7.33,0,26.99,38.4,9.16,50,0.48,150,5.76,0,0,8.64,23.04,1.39,75,8.64,50,23.04,23.04,549.0199999999999

