Block,Time Block,DHAULIGNGA,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,KOTESHWR,NLCTS2EXP,NAPP,NNTPP,KUDGI,NLCEXP,MAPS,NLCIIST1,NJPC,NLCIIST2,KKNPPU2,KOLDAM,TEHRI,TelanganaSTPP,UNCHAHAR2,ANTA_CRF,URI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,TEHRIPSP,URI2,UNCHAHAR3,KHSTPP-II,KKNP,KISHANGANGA,TANDA2,SINGRAULI,TALST2,TANAKPUR,TALA,SINGRAULI_HYDRO,BRBCL,DADRT2,CHAMERA1,CHAMERA3,BSIUL,CHAMERA2,RAMPUR,RIHAND3,SASAN,RAPPC,RIHAND2,RIHAND1,RAPPB,PARBATI3,SALAL,PARBATI2,RSTPSU1TO6,RAPPD,RSTPSU7,SIMHST1,SIMHST2,SEWA2,FSTPP I & II,DULHASTI,KGSU3AND4,JHAJJAR,KHSTPP-I,KGSU1AND2,NTPL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,43.25,0,45.62,17.1,0,3.09,0,37.45,26.61,93.75,0,6.69,5.33,109.33,0,10.59,27.69,0.63,11.25,562.45,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,53.6,0,0,23.2,0,0,0,11.74,17.64,53.23,0,440.14,43.76,0,0,0,0,0,0,0

7,01:30-01:45,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,43.25,0,45.62,17.1,0,3.09,0,37.45,26.61,93.75,0,6.69,5.33,109.33,0,10.59,27.69,0.63,9.72,512.69,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,53.6,0,0,23.2,0,0,0,11.74,17.64,53.23,0,482.67,43.76,0,0,0,0,0,0,0

8,01:45-02:00,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,43.25,0,45.62,17.1,0,3.09,0,37.45,26.61,93.75,0,6.69,5.33,109.33,0,10.59,27.69,0.63,9.34,433.88,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,53.6,0,0,23.2,0,0,0,11.74,17.64,53.23,0,373.2,43.76,0,0,0,0,0,0,0

9,02:00-02:15,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,43.25,0,45.62,17.1,0,3.09,0,37.45,26.61,93.75,0,6.69,5.33,109.33,0,10.59,27.69,0.63,10.02,452.16,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,51.37,0,0,23.2,0,0,0,11.74,17.64,53.23,0,315.54,43.27,0,0,0,0,0,0,0

10,02:15-02:30,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,43.25,0,45.62,17.1,0,3.09,0,37.45,26.61,93.75,0,6.69,5.33,109.33,0,10.59,27.69,0.63,11.82,417.39,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,51.37,0,0,23.2,0,0,0,11.74,17.64,53.23,0,278.46,43.27,0,0,0,0,0,0,0

11,02:30-02:45,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,43.25,0,45.62,17.1,0,3.09,0,37.45,26.61,93.75,0,6.69,5.33,109.33,0,10.59,27.69,0.63,12.83,384.88,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,51.37,0,0,23.2,0,0,0,11.74,17.64,53.23,0,252.84,43.27,0,0,0,0,0,0,0

12,02:45-03:00,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,43.25,0,45.62,17.1,0,3.09,0,37.45,26.61,93.75,0,6.69,5.33,109.33,0,10.59,27.69,0.63,15.97,365.66,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,51.37,0,0,23.2,0,0,0,11.74,17.64,53.23,0,252.84,43.27,0,0,0,0,0,0,0

13,03:00-03:15,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,43.25,0,45.62,15.43,0,3.09,0,35.53,26.61,93.75,0,6.69,5.33,109.33,0,9.48,27.41,0.63,16.43,392.11,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,51.37,0,0,23.2,0,0,0,11.74,17.64,53.23,0,252.84,43.27,0,0,0,0,0,0,0

14,03:15-03:30,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,43.25,0,45.62,15.43,0,3.09,0,35.53,26.61,93.75,0,6.69,5.33,109.33,0,9.48,27.41,0.63,17.88,436.78,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,51.37,0,0,23.2,0,0,0,11.74,17.64,53.23,0,252.84,43.27,0,0,0,0,0,0,0

15,03:30-03:45,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,43.25,0,45.62,15.43,0,3.09,0,35.53,26.61,93.75,0,6.69,5.33,109.33,0,9.48,27.41,0.63,18.01,437.74,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,51.37,0,0,23.2,0,0,0,11.74,17.64,53.23,0,252.84,43.27,0,0,0,0,0,0,0

16,03:45-04:00,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,41.81,0,45.62,15.43,0,3.09,0,35.53,26.61,93.75,0,6.69,5.33,109.33,0,9.48,27.41,0.63,16.32,434.86,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,51.37,0,0,23.2,0,0,0,11.74,17.64,53.23,0,252.84,43.27,0,0,0,0,0,0,0

17,04:00-04:15,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,43.25,0,45.62,17.1,0,3.09,0,35.53,26.61,93.75,0,6.69,5.33,109.33,0,9.48,27.41,0.63,16.82,359.89,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,51.37,0,0,23.2,0,0,0,11.74,17.64,53.23,0,243.23,43.27,0,0,0,0,0,0,0

18,04:15-04:30,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,43.25,0,45.62,17.1,0,3.09,0,35.53,26.61,93.75,0,6.69,5.33,109.33,0,9.48,27.41,0.63,17.71,359.89,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,51.37,0,0,23.2,0,0,0,11.74,17.64,53.23,0,243.23,43.27,0,0,0,0,0,0,0

19,04:30-04:45,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,43.25,0,45.62,17.1,0,3.09,0,35.53,26.61,93.75,0,6.69,5.33,109.33,0,10.59,27.41,0.63,19.83,389.69,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,51.37,0,0,23.2,0,0,0,11.74,17.64,53.23,0,243.23,43.27,0,0,0,0,0,0,0

20,04:45-05:00,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,43.25,0,45.62,17.1,0,3.09,0,35.53,26.61,93.75,0,6.69,5.33,109.33,0,10.59,27.41,0.63,20.75,370.47,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,51.37,0,0,23.2,0,0,0,11.74,17.64,53.23,0,243.23,43.27,0,0,0,0,0,0,0

21,05:00-05:15,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,43.25,0,45.62,17.1,0,3.09,0,35.53,26.61,93.75,0,6.69,5.33,109.33,0,11.45,26.96,0.63,24.02,308.96,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,51.37,0,0,23.2,0,0,0,11.74,17.64,53.23,0,252.84,43.27,0,0,0,0,0,0,0

22,05:15-05:30,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,43.25,0,45.62,17.05,0,3.09,0,35.53,26.61,93.75,0,6.69,5.33,109.33,0,11.45,26.77,0.63,24.02,322.08,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,51.37,0,0,23.2,0,0,0,11.74,17.64,53.23,0,268.21,43.27,0,0,0,0,0,0,0

23,05:30-05:45,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,43.25,0,45.62,17.1,0,3.09,0,35.53,26.61,93.75,0,6.69,5.33,109.33,0,11.45,26.61,0.63,24.02,409.85,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,51.37,0,0,23.2,0,0,0,11.74,17.64,53.23,0,285.64,43.27,0,0,0,0,0,0,0

24,05:45-06:00,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,43.25,0,45.62,17.1,0,3.09,0,35.53,26.61,93.75,0,6.69,5.33,109.33,0,11.45,26.33,0.63,19.66,473.44,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,51.37,0,0,23.2,0,0,0,11.74,17.64,53.23,0,285.64,43.27,0,0,0,0,0,0,0

25,06:00-06:15,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,43.25,0,45.62,17.1,0,3.09,0,35.53,26.61,93.75,0,6.69,5.33,109.33,0,11.45,26.06,0.63,20.52,439.53,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,51.37,0,0,23.2,0,0,0,11.74,17.64,53.23,0,343.3,43.27,0,0,0,0,0,0,0

26,06:15-06:30,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,43.25,0,50.93,17.1,0,3.09,0,35.53,26.61,93.75,0,6.69,5.33,109.33,0,11.45,25.73,0.63,24.02,439.53,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,51.37,0,0,23.2,0,0,0,11.74,17.64,53.23,0,400.97,43.27,0,0,0,0,0,0,0

27,06:30-06:45,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,43.25,0,50.93,17.1,0,3.09,0,35.53,26.61,93.75,0,6.69,5.33,109.33,0,11.45,25.71,0.63,24.02,494.28,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,51.37,0,0,23.2,0,0,0,11.74,17.64,53.23,0,391.64,43.27,0,0,0,0,0,0,0

28,06:45-07:00,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,43.25,0,50.93,15.61,0,3.09,0,35.53,26.61,93.75,0,6.69,5.33,109.33,0,11.45,25.95,0.63,19.75,433.76,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,51.37,0,0,23.2,0,0,0,11.74,17.64,53.23,0,333.97,43.27,0,0,0,0,0,0,0

29,07:00-07:15,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,43.25,0,45.62,16.64,0,3.09,0,35.53,26.61,93.75,0,6.69,5.33,109.33,0,11.45,26.11,0.63,20.17,327.34,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,51.37,0,0,23.2,0,0,0,11.74,17.64,53.23,0,273.02,43.54,0,0,0,0,0,0,0

30,07:15-07:30,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,42.33,0,45.62,18.04,0,3.09,0,35.53,26.61,93.75,0,6.69,5.33,109.33,0,11.45,26.23,0.63,22.86,221.99,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,51.37,0,0,23.2,0,0,0,11.74,17.64,53.23,0,273.02,43.54,0,0,0,0,0,0,0

31,07:30-07:45,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,41.73,0,45.62,18.04,0,3.09,0,35.53,26.61,93.75,0,6.69,5.33,109.33,0,11.45,26.42,0.63,19.7,117.08,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,51.37,0,0,23.2,0,0,0,11.74,17.64,53.23,0,273.02,43.54,0,0,0,0,0,0,0

32,07:45-08:00,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,42.62,0,45.62,18.04,0,3.09,0,35.53,26.61,93.75,0,6.69,5.33,109.33,0,11.45,26.71,0.63,21.52,11.98,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,39.1,0,0,23.2,0,0,0,11.74,17.64,53.23,0,273.02,43.54,0,0,0,0,0,0,0

33,08:00-08:15,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,37.7,0,45.62,18.04,0,3.09,0,35.53,23.11,93.75,0,6.69,5.33,109.33,0,11.45,26.71,0.63,20.79,8.13,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,39.1,0,0,23.2,0,0,0,11.74,15.6,53.23,0,243.23,43.54,0,0,0,0,0,0,0

34,08:15-08:30,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,37.64,0,50.93,18.04,0,3.09,0,35.53,23.11,93.75,0,6.69,5.33,109.33,0,11.45,26.71,0.63,23.12,8.13,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,39.1,0,0,23.2,0,0,0,11.74,15.6,53.23,0,243.23,43.54,0,0,0,0,0,0,0

35,08:30-08:45,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,37.64,0,50.93,18.04,0,3.09,0,35.53,22.98,93.75,0,6.69,5.33,109.33,0,11.45,26.71,0.63,21.38,8.13,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,39.1,0,0,23.2,0,0,0,11.74,15.6,53.23,0,243.23,43.54,0,0,0,0,0,0,0

36,08:45-09:00,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,37.64,0,50.93,18.04,0,3.09,0,35.53,22.98,93.75,0,6.69,5.33,109.33,0,11.45,26.71,0.63,23.25,8.13,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,39.1,0,0,23.2,0,0,0,11.74,15.6,53.23,0,243.23,43.54,0,0,0,0,0,0,0

37,09:00-09:15,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,30.17,0,50.93,13.88,0,2.43,0,35.53,17.72,93.75,0,6.69,5.33,109.33,0,11.45,28.18,0.63,20.36,8.13,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,39.1,0,0,23.2,0,0,0,11.74,12.68,53.23,0,235.54,43.54,0,0,0,0,0,0,0

38,09:15-09:30,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,30.17,0,45.62,13.28,0,2.43,0,35.53,16.13,93.75,0,6.69,5.33,109.33,0,11.45,28.33,0.63,20.17,8.13,40.51,0,0,0,0,125.75,324.37,63.04,120.4,94.5,0,0,39.1,0,0,23.2,0,0,0,11.74,10.94,53.23,0,235.54,43.54,0,0,0,0,0,0,0

39,09:30-09:45,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,32.09,0,45.62,14.88,0,3.09,0,35.53,19.55,93.75,0,6.69,5.33,109.33,0,11.45,29.39,0.63,21.5,8.13,40.51,0,0,0,0,125.75,328.88,63.04,120.4,94.5,0,0,39.1,0,0,23.2,0,0,0,11.74,13.04,53.23,0,235.54,41.04,0,0,0,0,0,0,0

40,09:45-10:00,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,32.09,0,45.62,14.88,0,3.09,0,35.53,19.55,93.75,0,6.69,5.33,109.33,0,11.45,29.39,0.63,23.72,8.13,40.51,0,0,0,0,125.75,329.77,63.04,120.4,94.5,0,0,39.1,0,0,23.2,0,0,0,11.74,13.04,53.23,0,235.54,41.04,0,0,0,0,0,0,0

41,10:00-10:15,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,32.09,0,45.62,14.88,0,3.09,0,35.53,19.55,81.14,0,6.69,5.33,109.33,0,10.99,29.52,0.63,20.96,8.13,40.51,0,0,0,0,125.75,329.77,63.04,120.4,94.5,0,4,39.1,0,0,23.2,0,0,0,11.74,13.04,53.23,0,235.54,43.54,0,0,0,0,0,0,0

42,10:15-10:30,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,32.09,0,45.62,14.88,0,3.09,0,35.53,19.55,81.14,0,6.69,5.33,109.33,0,10.99,29.52,0.63,20.62,8.13,40.51,0,0,0,0,125.75,329.77,63.04,120.4,94.5,0,18.29,39.1,0,0,23.2,0,0,0,11.74,13.04,53.23,0,235.54,43.54,0,0,0,0,0,0,0

43,10:30-10:45,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,32.09,0,34.48,14.88,0,3.09,0,35.53,19.55,81.14,0,6.69,5.33,109.33,0,10.99,29.36,0.63,17.01,8.13,40.51,0,0,0,0,125.75,329.77,63.04,120.4,94.5,0,36.58,39.1,0,0,23.2,0,0,0,11.74,13.04,53.23,0,235.54,43.54,0,0,0,0,0,0,0

44,10:45-11:00,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,32.09,0,45.62,14.88,0,3.09,0,35.53,19.55,81.14,0,6.69,5.33,109.33,0,10.99,29.36,0.63,15.74,8.13,40.51,0,0,0,0,125.75,329.77,63.04,120.4,94.5,0,36.58,39.1,0,0,23.2,0,0,0,11.74,13.04,53.23,0,235.54,43.54,0,0,0,0,0,0,0

45,11:00-11:15,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,30.17,0,50.93,13.28,0,2.43,0,35.53,16.13,68.06,0,6.69,4.4,97.7,0,9.6,30.2,0.63,15.75,8.13,40.51,0,0,0,0,92.56,329.77,63.04,96.51,64.94,0,36.58,39.1,0,0,23.2,0,0,0,11.74,10.94,53.23,0,235.54,34.68,0,0,0,0,0,0,0

46,11:15-11:30,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,30.17,0,50.93,13.28,0,2.43,0,35.53,16.13,64.84,0,6.69,4.4,97.7,0,9.6,29.07,0.63,16.66,8.13,40.51,0,0,0,0,92.56,329.77,63.04,96.51,64.94,0,36.58,39.1,0,0,23.2,0,0,0,11.74,12.88,53.23,0,235.54,34.68,0,0,0,0,0,0,0

47,11:30-11:45,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,30.17,0,45.62,13.28,0,2.43,0,35.53,16.13,64.84,0,6.69,4.12,109.33,0,11.45,30.5,0.63,19.94,8.13,40.51,0,0,0,0,125.75,329.77,63.04,120.4,94.5,0,36.58,39.1,0,0,23.2,0,0,0,11.74,12.88,53.23,0,235.54,34.68,0,0,0,0,0,0,0

48,11:45-12:00,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,30.17,0,45.62,13.28,0,2.43,0,35.53,16.13,64.84,0,6.69,4.12,109.33,0,11.45,30.5,0.63,21.37,8.13,40.51,0,0,0,0,125.75,329.77,63.04,120.4,94.5,0,36.58,39.1,0,0,23.2,0,0,0,11.74,12.88,53.23,0,235.54,34.68,0,0,0,0,0,0,0

49,12:00-12:15,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,30.17,0,45.62,13.28,0,2.43,0,35.53,16.13,74.96,0,6.69,4.12,109.33,0,11.45,30.5,0.63,23.8,8.13,40.51,0,0,0,0,125.75,329.77,63.04,120.4,94.5,0,36.58,39.1,0,0,23.2,0,0,0,11.74,10.94,53.23,0,235.54,34.9,0,0,0,0,0,0,0

50,12:15-12:30,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,30.17,0,45.62,13.28,0,2.43,0,35.53,16.13,74.96,0,6.69,4.12,109.33,0,11.45,30.5,0.63,23.48,8.13,40.51,0,0,0,0,125.75,329.77,63.04,120.4,94.5,0,36.58,39.1,0,0,23.2,0,0,0,11.74,10.94,53.23,0,235.54,34.9,0,0,0,0,0,0,0

51,12:30-12:45,40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,30.17,0,45.62,13.28,0,2.43,0,35.53,16.13,74.96,0,6.69,4.12,109.33,0,11.45,30.5,0.63,19.95,8.13,40.51,0,0,0,0,125.75,329.77,63.04,120.4,94.5,0,36.58,37.42,0,0,23.2,0,0,0,11.74,10.94,53.23,0,235.54,34.9,0,0,0,0,0,0,0

52,12:45-13:00,40.81,0,0,0,0,0,0,0,0,0,0,0,9.75,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,30.17,0,46.68,13.28,0,2.43,0,35.53,16.13,74.96,0,6.69,4.12,109.33,0,11.45,30.5,0.63,20.2,8.13,40.51,0,0,0,0,125.75,329.77,63.04,120.4,94.5,0,36.58,37.42,0,0,23.2,0,0,0,11.74,10.94,53.23,0,235.54,34.9,0,0,0,0,0,0,0

53,13:00-13:15,40.81,0,0,0,0,0,0,0,0,0,0,0,9.75,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,30.17,0,46.68,11.85,0,2.43,0,35.53,16.13,62.46,0,6.69,4.12,105.02,0,3.7,30.5,0.63,19.78,8.13,40.51,0,0,0,0,125.75,329.77,63.04,120.4,94.5,0,36.58,37.42,0,0,23.2,0,0,0,11.74,10.94,53.23,0,235.54,29.5,0,0,0,0,0,0,0

54,13:15-13:30,40.81,0,0,0,0,0,0,0,0,0,0,0,9.75,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,30.17,0,46.68,11.85,0,2.43,0,35.53,16.13,74.96,0,6.69,4.12,109.33,0,3.7,30.5,0.63,19.41,8.13,40.51,0,0,0,0,125.75,329.77,63.04,120.4,94.5,0,36.58,37.42,0,0,23.2,0,0,0,11.74,10.94,53.23,0,235.54,34.9,0,0,0,0,0,0,0

55,13:30-13:45,40.81,0,0,0,0,0,0,0,0,0,0,0,9.75,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,30.17,0,46.68,11.85,0,2.43,0,35.53,16.13,74.96,0,6.69,4.12,109.33,0,3.7,30.5,0.63,21.43,8.13,40.51,0,0,0,0,125.75,329.77,63.04,120.4,94.5,0,36.58,37.42,0,0,23.2,0,0,0,11.74,10.94,53.23,0,235.54,34.9,0,0,0,0,0,0,0

