Block,Time,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/24112044/L_NR_2020_07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/01102023/31052040/LT-31,WR/01102023/01102023/L_NR_2022_09,NR/01102023/22052037/LT-59,NR/01102023/13082046/L_NR_2021_12,NR/01102023/23072042/L_NR_2012_04,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/14082046/L_NR_2021_16,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/01102023/02012046/L_NR_2021_17,NR/01102023/25122043/GNA_MEJA_DELHI,NR/31102023/31102023/ HPX-TAMCTG-301023-05116,NR/01102023/30042040/GNA_LT_36
81,20:00-20:15,30.940000,74.130000,101.260000,12.48,2.780000,0,0,37.43,0,0,0.000000,29.67,2.330000,0,132.640000,29.67,0,11.18,0,0,12.47,9.18,0,0,0,25.320000,2.390000,0,0,237.830000,117.950000,0.000000,25.320000,0,0.000000,0.000000,0.000000

82,20:15-20:30,31.900000,74.130000,101.260000,15.67,2.780000,0,0,47.01,0,0,0.000000,39.34,2.330000,0,132.640000,39.34,0,11.34,0,0,15.67,7.74,0,0,0,25.320000,2.390000,0,0,237.830000,117.950000,0.000000,25.320000,0,0.000000,0.000000,0.000000

83,20:30-20:45,31.900000,74.130000,101.260000,15.34,2.780000,0,0,46.01,0,0,0.000000,38.67,2.330000,0,148.890000,38.67,0,11.68,0,0,15.33,7.44,0,0,0,25.320000,2.390000,0,0,246.100000,117.950000,0.000000,25.320000,0,0.000000,0.000000,0.000000

84,20:45-21:00,31.900000,74.130000,101.260000,15,2.780000,0,0,45.01,0,0,0.000000,38.34,2.330000,0,156.620000,38.34,0,12.01,0,0,15.01,7.21,0,0,0,25.320000,2.390000,0,0,246.100000,117.950000,0.000000,25.320000,0,0.000000,0.000000,0.000000

85,21:00-21:15,30.940000,74.130000,101.260000,7.5,2.750000,0,0,22.5,0,0,0.000000,24.01,2.330000,0,156.620000,24.01,0,7,0,0,7.5,7.21,0,0,0,25.320000,2.310000,0,0,246.100000,117.950000,0.000000,25.320000,0,0.000000,0.000000,0.000000

86,21:15-21:30,30.940000,74.130000,101.260000,7.5,2.750000,0,0,22.5,0,0,0.000000,23.34,2.330000,0,164.360000,23.34,0,7,0,0,7.5,7.21,0,0,0,25.320000,2.310000,0,0,246.100000,117.950000,0.000000,25.320000,0,0.000000,0.000000,0.000000

87,21:30-21:45,30.940000,74.130000,101.260000,7.5,2.750000,0,0,22.5,0,0,0.000000,22.67,2.330000,0,172.090000,22.67,0,7,0,0,7.5,7.21,0,0,0,25.320000,2.310000,0,0,246.100000,96.680000,0.000000,25.320000,0,0.000000,0.000000,0.000000

88,21:45-22:00,30.940000,74.130000,101.260000,7.5,2.750000,0,0,22.5,0,0,0.000000,22.84,2.330000,0,178.860000,22.84,0,7,0,0,7.5,7.21,0,0,0,25.320000,2.310000,0,0,246.100000,96.680000,0.000000,25.320000,0,0.000000,0.000000,0.000000

89,22:00-22:15,29.970000,74.130000,101.260000,7.5,2.750000,0,0,22.5,0,0,0.000000,22.17,2.250000,0,186.590000,22.17,0,7,0,0,7.5,7.21,0,0,0,25.320000,2.310000,0,0,246.100000,67.680000,0.000000,25.320000,0,0.000000,0.000000,0.000000

90,22:15-22:30,29.970000,74.130000,101.260000,7.5,2.750000,0,0,22.5,0,0,0.000000,18.34,2.250000,0,194.330000,18.34,0,7,0,0,7.5,7.21,0,0,0,25.320000,2.310000,0,0,246.100000,67.680000,0.000000,25.320000,0,0.000000,0.000000,0.000000

91,22:30-22:45,29.000000,74.130000,101.260000,7.5,2.750000,0,0,22.5,0,0,0.000000,18.67,2.250000,0,202.060000,18.67,0,7,0,0,7.5,7.21,0,0,0,25.320000,2.310000,0,0,246.100000,67.680000,0.000000,25.320000,0,0.000000,0.000000,0.000000

92,22:45-23:00,29.000000,59.120000,101.260000,7.5,2.750000,0,0,22.5,0,0,0.000000,19.01,2.250000,0,210.760000,19.01,0,7,0,0,7.5,7.21,0,0,0,25.320000,2.310000,0,0,246.100000,67.680000,0.000000,25.320000,0,0.000000,0.000000,0.000000

93,23:00-23:15,28.040000,59.120000,101.260000,7.5,2.750000,0,0,22.5,0,0,0.000000,19.28,2.250000,0,210.760000,19.28,0,7,0,0,7.5,7.21,0,0,0,25.320000,2.230000,0,0,246.100000,67.680000,0.000000,25.320000,0,0.000000,0.000000,0.000000

94,23:15-23:30,28.040000,59.120000,101.260000,7.5,2.750000,0,0,22.5,0,0,0.000000,19.51,2.250000,0,210.760000,19.51,0,7,0,0,7.5,7.21,0,0,0,25.320000,2.230000,0,0,246.100000,67.680000,0.000000,25.320000,0,0.000000,0.000000,0.000000

95,23:30-23:45,28.040000,59.120000,101.260000,7.5,2.750000,0,0,22.5,0,0,0.000000,19.66,2.250000,0,210.760000,19.66,0,7,0,0,7.5,7.21,0,0,0,25.320000,2.160000,0,0,246.100000,67.680000,0.000000,25.320000,0,0.000000,0.000000,0.000000

96,23:45-24:00,28.040000,59.120000,101.260000,7.5,2.750000,0,0,22.5,0,0,0.000000,19.95,2.250000,0,210.760000,19.95,0,7,0,0,7.5,7.21,0,0,0,25.320000,2.160000,0,0,246.100000,67.680000,0.000000,25.320000,0,0.000000,0.000000,0.000000

