Block,Time Block,KGSU3AND4,JHAJJAR,KGSU1AND2,ANTA_GF,UNCHAHAR2,URI,TEHRI,ANTA_CRF,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,TelanganaSTPP,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,NTPL,NNTPP,RAPPB,PARBATI3,RAMPUR,RSTPSU1TO6,RAPPC,SIMHST2,RSTPSU7,TALA,SALAL,SEWA2,SINGRAULI,RIHAND3,TANDA2,RIHAND2,SASAN,RIHAND1,TALST2,TANAKPUR,SIMHST1,SINGRAULI_HYDRO,NLCTS2EXP,NLCIIST2,DHAULIGNGA,FSTPP I & II,DULHASTI,KUDGI,MAPS,CHAMERA3,CHAMERA2,DADRT2,NLCEXP,NLCIIST1,NJPC,NAPP,CHAMERA1,BRBCL,BSIUL,KHSTPP-II,KKNP,KKNPPU2,KOTESHWR,KOLDAM,KISHANGANGA,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
23,05:30-05:45,0,231.19,0,0,15.13,1.38,0,0,14.87,0,0,4.26,19.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,128.07,119.26,0,113.93,392.83,43.83,0,6.01,0,0,0,0,0,14.02,15.81,0,0,0,0,411.64,0,0,38.16,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.38,0,0,0,0,0

24,05:45-06:00,0,231.19,0,0,17.53,1.38,14.93,0,14.87,0,0,4.26,21.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,128.07,119.26,0,113.93,392.83,43.83,0,6.01,0,0,0,0,0,14.02,15.81,0,0,0,0,512.63,0,0,54.51,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.38,0,0,0,0,0

25,06:00-06:15,0,282.13,0,0,17.53,1.38,27.56,0,17,0,0,4.26,21.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66,0,0,49.91,0,0,0,1.34,0,128.07,119.26,0,113.93,392.83,43.83,0,1.1,0,0,0,0,7.73,14.02,15.81,0,0,0,3.19,608.79,0,0,77.21,41.5,0,19.19,1.06,94.85,0,0,8.51,0,0,43.38,0,0,0,0,0

26,06:15-06:30,0,370.29,0,0,20.33,1.38,44.79,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.88,0,0,49.91,0,0,0,1.34,0,128.07,119.26,0,113.93,392.83,43.83,0,1.1,0,0,0,0,15.46,17.46,31.62,0,0,9.29,5.11,651.15,0,0,104.47,41.5,0,19.19,6.25,94.85,0,0,8.51,0,0,43.38,0,0,0,0,0

27,06:30-06:45,0,422.09,0,0,20.33,4.23,59.71,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.88,0,0,49.91,0,0,0,1.34,5.06,133.12,119.26,0,113.93,392.83,43.83,0,1.1,0,0,0,0,35.06,17.46,31.62,0,0,27.88,37.9,651.15,0,0,134.63,41.5,11.52,19.19,12.51,94.85,0,0,18.92,0,0,43.38,0,0,0,0,0

28,06:45-07:00,0,357.63,0,0,20.33,4.23,59.71,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.88,0,0,49.91,0,0,0,1.34,5.06,134,119.26,0,113.93,392.83,43.83,0,1.1,0,0,0,0,35.06,17.46,31.62,0,0,27.88,37.9,651.03,0,0,134.63,41.5,26.91,19.19,12.51,94.85,0,0,18.92,0,0,43.38,0,0,0,0,0

29,07:00-07:15,0,419.03,0,0,20.33,38.13,59.71,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.88,0,0,49.91,0,0,0,1.34,5.06,134,119.26,0,113.93,392.83,43.83,0,1.1,0,0,0,0,35.06,17.46,31.62,0,0,27.88,37.9,650.82,0,0,134.63,41.5,40.43,19.19,12.51,94.85,0,0,18.92,0,0,43.38,0,0,0,0,0

30,07:15-07:30,0,419.21,0,0,20.33,38.13,59.71,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.88,0,0,49.91,0,0,0,1.34,5.06,134,119.26,0,113.93,392.83,43.83,0,1.1,0,0,0,0,35.06,17.46,31.62,0,0,27.88,37.9,650.82,0,0,134.63,41.5,40.43,19.19,12.51,94.85,0,0,18.92,0,0,43.38,0,0,0,0,0

31,07:30-07:45,0,419.21,0,0,20.33,3.18,59.71,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.88,0,0,49.91,0,0,0,1.34,5.06,134,119.26,0,113.93,392.83,43.83,0,1.1,0,0,0,0,35.06,17.46,31.62,0,0,27.88,37.9,650.82,0,0,134.63,41.5,26.91,19.19,12.51,94.85,0,0,18.92,0,0,43.38,0,0,0,0,0

32,07:45-08:00,0,419.21,0,0,20.33,1.38,59.71,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,0,0,49.91,0,0,0,1.34,5.06,134,119.26,0,113.93,392.83,43.83,0,1.1,0,0,0,0,35.06,17.46,31.62,0,0,27.88,37.9,650.82,0,0,134.63,41.5,13.48,19.19,12.51,94.85,0,0,18.92,0,0,43.38,0,0,0,0,0

33,08:00-08:15,0,419.21,0,0,20.33,1.38,44.79,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,392.83,43.83,0,1.1,0,0,0,0,26.23,17.46,15.81,0,0,3.91,3.19,650.82,0,0,104.47,41.5,13.48,19.19,6.25,94.85,0,0,8.51,0,0,43.38,0,0,0,0,0

34,08:15-08:30,0,419.21,0,0,20.33,1.38,44.79,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,392.83,43.83,0,1.1,0,0,0,0,16.47,17.46,15.81,0,0,0,0,650.82,0,0,72.68,41.5,0,19.19,1.06,94.85,0,0,8.51,0,0,43.38,0,0,0,0,0

35,08:30-08:45,0,419.21,0,0,20.33,1.38,29.86,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,392.83,43.83,0,1.1,0,0,0,0,7.73,17.46,15.81,0,0,0,0,650.82,0,0,54.51,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.38,0,0,0,0,0

36,08:45-09:00,0,419.21,0,0,20.33,1.38,29.01,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,392.83,43.83,0,1.1,0,0,0,0,0,17.46,15.81,0,0,0,0,650.82,0,0,38.16,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.38,0,0,0,0,0

37,09:00-09:15,0,438.4,0,0,20.33,3.18,14.5,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,334.78,43.83,0,1.1,0,0,0,0,0,17.46,15.81,0,0,0,0,609.16,0,0,21.35,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.38,0,0,0,0,0

38,09:15-09:30,0,438.4,0,0,20.33,38.13,14.5,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,12.26,0,134,119.26,0,113.93,334.78,43.83,0,1.1,0,0,0,0,0,17.46,15.81,0,0,0,0,570.8,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.38,0,0,0,0,0

39,09:30-09:45,0,419.21,0,0,20.33,38.13,0,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,53.5,0,134,119.26,0,113.93,334.78,43.83,0,1.1,0,0,0,0,0,17.46,15.81,0,0,0,0,624.54,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.38,0,0,0,0,0

40,09:45-10:00,0,486.7,0,0,20.33,3.18,0,0,17,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,53.5,0,134,119.26,0,113.93,334.78,43.83,0,1.1,0,0,0,0,0,17.46,15.81,0,0,0,0,601.88,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.38,0,0,0,0,0

41,10:00-10:15,0,353.02,0,0,17.53,2.65,0,0,17,0,0,4.26,22.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,53.5,0,134,119.26,0,113.93,334.78,43.83,0,1.1,0,0,0,0,0,17.46,15.81,0,0,0,0,601.88,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.38,0,0,0,0,0

42,10:15-10:30,0,301.22,0,0,17.53,2.65,0,0,17,0,0,4.26,21.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,53.5,0,134,119.26,0,113.93,334.78,43.83,0,1.1,0,0,0,0,0,17.46,15.81,0,0,0,0,604.96,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.38,0,0,0,0,0

43,10:30-10:45,0,301.22,0,0,17.53,2.65,0,0,17,0,0,4.26,21.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,12.26,0,134,119.26,0,113.93,334.78,43.83,0,1.1,0,0,0,0,0,17.46,15.81,0,0,0,0,572.35,0,0,0,41.5,0,17.37,0,94.85,0,0,8.51,0,0,43.38,0,0,0,0,0

44,10:45-11:00,0,301.22,0,0,17.53,2.65,0,0,17,0,0,4.26,21.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,334.78,43.83,0,1.1,0,0,0,0,0,17.46,15.81,0,0,0,0,537.25,0,0,0,41.5,0,19.1,0,94.85,0,0,8.51,0,0,43.38,0,0,0,0,0

45,11:00-11:15,0,301.22,0,0,17.53,2.65,0,0,17,0,0,4.26,21.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,334.78,43.83,0,1.1,0,0,0,0,0,17.46,15.81,0,0,0,0,503.66,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.38,0,0,0,0,0

46,11:15-11:30,0,301.22,0,0,17.53,2.65,0,0,17,0,0,4.26,21.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,334.78,43.83,0,1.1,0,0,0,0,0,17.46,15.81,0,0,0,0,482.57,0,0,0,41.5,0,17.92,0,94.85,0,0,8.51,0,0,43.38,0,0,0,0,0

47,11:30-11:45,0,301.22,0,0,17.53,2.65,0,0,17,0,0,4.26,21.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,334.78,43.83,0,1.1,0,0,0,0,0,17.46,15.81,0,0,0,0,462.41,0,0,0,41.5,0,18.81,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

48,11:45-12:00,0,301.22,0,0,17.53,2.65,0,0,17,0,0,4.26,21.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,334.78,43.83,0,1.1,0,0,0,0,0,17.46,15.81,0,0,0,0,444.19,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

49,12:00-12:15,0,301.22,0,0,17.53,4.23,0,0,17,0,0,18.06,21.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,334.78,43.83,0,1.1,0,0,0,0,0,14.98,15.81,0,0,0,0,421.13,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

50,12:15-12:30,0,301.22,0,0,17.53,4.23,0,0,17,0,0,18.06,21.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,334.78,43.83,0,1.1,0,0,0,0,0,14.98,15.81,0,0,0,0,397.15,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

51,12:30-12:45,0,301.22,0,0,17.53,2.12,0,0,17,0,0,18.06,21.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,334.78,43.83,0,6.01,0,0,0,0,0,14.98,0,0,0,0,0,371.25,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

52,12:45-13:00,0,301.22,0,0,17.53,2.12,0,0,17,0,0,18.06,21.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,334.78,43.83,0,6.01,0,0,0,0,0,14.98,0,0,0,0,0,347.52,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

53,13:00-13:15,0,299.17,0,0,17.53,1.06,0,0,17,0,0,18.06,21.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,334.78,43.83,0,6.01,0,0,0,0,0,14.98,0,0,0,0,0,261.89,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

54,13:15-13:30,0,299.17,0,0,17.53,1.06,0,0,17,0,0,18.06,21.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,334.78,43.83,0,1.1,0,0,0,0,0,14.98,0,0,0,0,0,204.33,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

55,13:30-13:45,0,299.17,0,0,17.53,0.63,0,0,17,0,0,4.26,21.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,334.78,43.83,0,1.1,0,0,0,0,0,14.98,0,0,0,0,0,199.53,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

56,13:45-14:00,0,299.17,0,0,17.53,0.63,0,0,17,0,0,4.26,21.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,334.78,43.83,0,1.1,0,0,0,0,0,14.98,0,0,0,0,0,219.68,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

57,14:00-14:15,0,299.17,0,0,17.53,0.63,0,0,17,0,0,4.26,21.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,334.78,43.83,0,1.72,0,0,0,0,0,14.98,0,0,0,0,0,225.44,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

58,14:15-14:30,0,299.17,0,0,17.53,0.63,0,0,17,0,0,4.26,21.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,334.78,43.83,0,1.72,0,0,0,0,0,14.98,0,0,0,0,0,242.7,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

59,14:30-14:45,0,299.17,0,0,17.53,0.63,0,0,17,0,0,4.26,21.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,334.78,43.83,0,1.72,0,0,0,0,0,14.98,0,0,0,0,0,267.64,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

60,14:45-15:00,0,299.17,0,0,17.53,0.63,0,0,17,0,0,4.26,21.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,334.78,43.83,0,1.72,0,0,0,0,0,14.98,0,0,0,0,0,293.55,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

61,15:00-15:15,0,299.17,0,0,17.53,0.63,0,0,17,0,0,4.26,21.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,334.78,43.83,0,1.72,0,0,0,0,0,14.98,0,0,0,0,0,304.1,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

62,15:15-15:30,0,299.17,0,0,17.53,0.63,0,0,17,0,0,4.26,21.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,334.78,43.83,0,1.72,0,0,0,0,0,14.98,0,0,0,0,0,351.1,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

