Block,Time,BRBCL,DADRT2,KHSTPP-I,KISHANGANGA,KKNPPU2,MAPS,NNTPP,PARBATI3,VALLURNTECL,DADRI_LF,CHAMERA1,KOLDAM,RAMPUR,SASAN,TEHRI,ANTA_GF,AURY_RF,DULHASTI,KGSU1AND2,NLCTS2EXP,SINGRAULI_HYDRO,TALA,TANAKPUR,TelanganaSTPP,UNCHAHAR1,UNCHAHAR4,BSIUL,KKNP,RSTPSU1TO6,SALAL,SIMHST1,TALST2,ANTA_RF,CHAMERA2,CHAMERA3,DHAULIGNGA,JHAJJAR,KGSU3AND4,KHSTPP-II,KUDGI,NLCIIST2,RAPPD,RIHAND3,UNCHAHAR2,AURY_GF,AURY_LF,PARBATI2,SIMHST2,TEHRIPSP,ANTA_LF,AURY_CRF,DADRI_CRF,DADRI_RF,NAPP,NJPC,NLCIIST1,NTPL,RAPPB,RIHAND1,RSTPSU7,SINGRAULI,UNCHAHAR3,URI2,DADRI_GF,FSTPP I & II,KOTESHWR,NLCEXP,RAPPC,RIHAND2,SEWA2,TANDA2,URI,ANTA_CRF
9,02:00-02:15,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,45.04,0,82.27,58.01,0,0,1.13,21.76,12.17,0,21.83,3.98,13.04,0,0,85.41,0,0,51.93,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,40.23,0,20.8,10.44,0,68.56,126.8,18.93,7.07,38.64,0

10,02:15-02:30,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,45.04,0,82.27,58.01,0,0,1.13,21.73,12.17,0,21.83,3.98,13.04,0,0,85.41,0,0,51.93,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,40.23,0,20.8,10.44,0,68.56,126.8,18.93,7.07,38.64,0

11,02:30-02:45,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,45.04,0,82.27,58.01,0,0,1.13,21.73,12.17,0,21.83,3.98,13.04,0,0,85.41,0,0,51.93,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,40.23,0,20.8,10.44,0,68.56,126.8,18.93,7.07,38.64,0

12,02:45-03:00,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,45.04,0,82.27,58.01,0,0,1.13,21.73,12.17,0,21.83,3.98,13.04,0,0,85.41,0,0,51.93,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,40.23,0,20.8,10.44,0,68.56,126.8,18.66,7.07,38.64,0

13,03:00-03:15,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,45.04,0,82.27,58.01,0,0,1.13,21.81,11.91,0,21.83,2.82,13.04,0,0,81.92,0,0,52.32,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,32.18,0,20.8,10.44,0,68.56,126.8,12.62,7.07,38.64,0

14,03:15-03:30,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,45.04,0,82.27,58.01,0,0,1.13,21.81,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,52.32,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,32.18,0,20.8,10.44,0,68.56,126.8,6.31,7.07,38.64,0

15,03:30-03:45,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,45.04,0,82.27,58.01,0,0,1.11,21.81,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,52.32,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,32.18,0,20.8,10.44,0,68.56,126.8,0,7.07,35.33,0

16,03:45-04:00,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,45.04,0,82.27,58.01,0,0,1.11,21.66,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,52.32,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,32.18,0,20.8,10.44,0,68.56,126.8,0,7.07,35.33,0

17,04:00-04:15,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,33.77,0,82.27,58.01,0,0,1.11,21.64,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,52.32,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,40.23,0,20.8,10.44,0,68.56,126.8,0,7.07,35.33,0

18,04:15-04:30,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,33.77,0,82.27,58.01,0,0,1.11,21.5,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,52.32,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,40.23,0,20.8,10.44,0,68.56,126.8,0,7.07,35.33,0

19,04:30-04:45,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,33.77,0,82.27,58.01,0,0,1.11,20.99,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,52.32,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,40.23,0,20.8,10.44,0,68.56,126.8,0,7.07,35.33,0

20,04:45-05:00,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,33.77,0,82.27,58.01,0,0,1.11,20.72,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,52.32,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,40.23,0,20.8,10.44,0,68.56,126.8,0,7.07,35.33,0

21,05:00-05:15,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,33.77,0,82.27,58.01,0,0,1.11,20.46,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,52.32,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,32.18,0,20.8,10.44,0,68.56,126.8,0,7.07,35.33,0

22,05:15-05:30,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,33.77,0,82.27,58.01,0,0,1.11,20.25,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,52.32,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,32.18,0,20.8,10.44,0,68.56,126.8,0,7.07,35.33,0

23,05:30-05:45,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,33.77,0,82.27,58.01,0,0,1.11,21.99,11.91,0,21.83,2.22,13.04,0,0,81.92,0,0,52.32,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,44.82,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,28.16,0,20.8,10.44,0,68.56,126.8,0,5.49,35.33,0

24,05:45-06:00,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,33.77,0,82.27,58.01,0,0,1.11,21.85,11.91,0,21.83,2.22,13.04,0,0,81.92,0,0,52.32,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,28.16,0,20.8,10.44,0,68.56,126.8,0,5.49,35.33,0

25,06:00-06:15,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,33.77,0,82.27,58.01,0,0,1.11,21.78,11.91,0,21.83,2.22,13.04,0,0,81.92,0,0,52.32,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,44.82,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,28.16,0,20.8,10.44,0,68.56,126.8,0,5.49,35.33,0

26,06:15-06:30,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,33.77,0,82.27,58.01,0,0,1.11,21.7,11.91,0,21.83,2.22,13.04,0,0,81.92,0,0,52.32,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,44.82,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,28.16,0,20.8,10.44,0,68.56,126.8,0,5.49,35.33,0

27,06:30-06:45,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,33.77,0,82.27,58.01,0,0,1.11,21.85,11.91,0,21.83,2.22,13.04,0,0,81.92,0,0,52.32,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,44.82,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,28.16,0,20.8,10.44,0,68.56,126.8,0,5.49,35.33,0

28,06:45-07:00,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,22.52,0,82.27,58.01,0,0,1.11,21.97,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,52.32,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,28.16,0,20.8,10.44,0,68.56,126.8,0,7.07,35.33,0

29,07:00-07:15,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,11.25,0,82.27,58.01,0,0,1.11,23.4,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,51.93,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,28.16,0,20.8,10.44,0,68.56,126.8,0,7.07,35.33,0

30,07:15-07:30,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,23.4,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,51.93,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,28.16,0,20.8,10.44,0,68.56,126.8,0,7.07,35.33,0

31,07:30-07:45,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,23.43,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,51.93,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,28.16,0,20.8,10.44,0,68.56,126.8,0,7.07,35.33,0

32,07:45-08:00,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,23.5,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,51.93,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,28.16,0,20.8,10.44,0,68.56,126.8,0,7.07,35.33,0

33,08:00-08:15,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,23.58,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,51.27,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,28.16,0,20.8,10.44,0,68.56,126.8,0,7.07,38.64,0

34,08:15-08:30,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,23.58,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,51.27,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,28.16,0,20.8,10.44,0,68.56,126.8,0,7.07,38.64,0

35,08:30-08:45,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,23.58,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,51.27,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,28.16,0,20.8,10.44,0,68.56,126.8,0,7.07,38.64,0

36,08:45-09:00,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,23.58,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,51.27,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,28.16,0,20.8,10.44,0,68.56,126.8,0,7.07,38.64,0

37,09:00-09:15,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,22.64,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,51.27,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,28.16,0,20.8,10.44,0,68.56,126.8,0,7.07,52.36,0

38,09:15-09:30,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,22.64,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,51.27,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,28.16,0,20.8,10.44,0,68.56,126.8,0,7.07,52.36,0

39,09:30-09:45,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,25.26,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,51.27,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,28.16,0,20.8,10.44,0,68.56,126.8,0,7.07,52.36,0

40,09:45-10:00,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,25.26,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,51.27,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,28.16,0,20.8,10.44,0,68.56,126.8,0,7.07,52.36,0

41,10:00-10:15,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,25.54,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,51.27,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,40.23,0,20.8,10.44,0,68.56,126.8,0,7.07,35.33,0

42,10:15-10:30,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,25.54,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,51.27,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,40.23,0,20.8,10.44,0,68.56,126.8,0,7.07,35.33,0

43,10:30-10:45,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,24.64,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,51.27,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,40.23,0,20.8,10.44,0,68.56,126.8,0,7.07,35.33,0

44,10:45-11:00,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,24.64,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,51.27,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,40.23,0,20.8,10.44,0,68.56,126.8,0,7.07,35.33,0

45,11:00-11:15,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,24.64,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,50.62,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,28.16,0,20.8,10.44,0,68.56,126.8,0,7.07,47.47,0

46,11:15-11:30,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,24.64,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,50.62,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,28.16,0,20.8,10.44,0,68.56,126.8,0,7.07,47.47,0

47,11:30-11:45,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,24.64,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,50.62,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,28.16,0,20.8,10.44,0,68.56,126.8,0,7.07,35.33,0

48,11:45-12:00,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,24.64,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,50.62,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,28.16,0,20.8,10.44,0,68.56,126.8,0,7.07,35.33,0

49,12:00-12:15,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,26.08,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,49.95,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,28.16,0,20.8,10.44,0,68.56,126.8,0,7.07,35.33,0

50,12:15-12:30,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,26.08,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,49.95,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,28.16,0,20.8,10.44,0,68.56,126.8,0,7.07,35.33,0

51,12:30-12:45,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,26.08,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,49.95,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,28.16,0,20.8,10.44,0,68.56,126.8,0,7.07,44.16,0

52,12:45-13:00,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,26.08,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,49.95,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,28.16,0,20.8,10.44,0,68.56,126.8,0,7.07,44.16,0

53,13:00-13:15,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,26.08,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,49.95,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,32.18,0,20.8,10.44,0,68.56,126.8,0,7.07,44.16,0

54,13:15-13:30,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,26.08,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,49.3,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,32.18,0,20.8,10.44,0,68.56,126.8,0,7.07,44.16,0

