Column1,Time,GNA/NR/2025/09/01/2909,GNA/NR/2025/09/01/5084,GNA/NR/2025/06/07/5932,GNA/NR/2025/09/01/5590,GNA/NR/2025/09/01/7452,GNA/NR/2025/09/01/4602,GNA/NR/2025/09/01/8071,GNA/NR/2025/09/01/4314,NR/30092023/26122029/SH-06,GNA/NR/2025/07/01/8128,GNA/NR/2025/09/01/7215,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/09/01/6485,GNA/NR/2025/09/01/6755,NR/30092023/31122025/SH-07,GNA/NR/2025/07/01/1044,GNA/NR/2025/09/01/2039,GNA/NR/2025/09/01/9418,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/09/01/7691,GNA/NR/2025/09/01/7205,GNA/NR/2025/09/01/9239,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/2952,NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,GNARE/WR/2025/08/25/1832,GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668
7,01:30-01:45,20.48,0,-0,36.86,15.27,0,28.67,20.48,0,12.67,12.29,169.83,20.48,20.48,0,3.24,20.48,19.27,0,0,8.67,8.67,17.35,231.29,0,56.49,55.22,4.01,70.28,0,0,0,0,0,0,16.34,24.16,24.17,63.33,63.34,72.5,0,0,0,0,0,0,0,0,0,0,0,26.01,0

8,01:45-02:00,20.48,0,-0,36.86,15.27,0,28.67,20.48,0,12.67,12.29,169.83,20.48,20.48,0,3.24,20.48,19.27,0,0,8.67,8.67,17.35,231.29,0,56.49,55.22,4.01,70.28,0,0,0,0,0,0,16,24.16,24.17,62.67,62.66,72.5,0,0,0,0,0,0,0,0,0,0,0,26.01,0

9,02:00-02:15,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,169.83,20.48,20.48,0,3.24,20.48,19.27,0,0,8.67,8.67,17.35,231.29,0,56.49,55.22,4.69,70.28,0,0,0,0,0,0,14.61,20.83,20.83,53.85,53.84,62.51,0,0,0,0,0,0,0,0,0,0,0,26.01,0

10,02:15-02:30,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,169.83,20.48,20.48,0,3.24,20.48,19.27,0,0,8.67,8.67,17.35,231.29,0,56.49,55.22,4.65,70.28,0,0,0,0,0,0,14.19,20.67,20.67,53.75,53.75,61.99,0,0,0,0,0,0,0,0,0,0,0,26.01,0

11,02:30-02:45,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,169.83,20.48,20.48,0,3.22,20.48,19.27,0,3.71,8.67,8.67,17.35,232.04,0,56.49,55.22,4.65,70.28,0,0,0,0,0,0,13.81,20.5,20.5,53.3,53.29,61.5,0,0,0,0,0,0,0,0,0,0,0,26.01,0

12,02:45-03:00,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,169.83,20.48,20.48,0,3.22,20.48,19.27,0,3.71,8.67,8.67,17.35,193.49,0,56.49,55.22,4.65,70.28,0,0,0,0,0,0,13.48,20.33,20.33,52.74,52.75,61.01,0,0,0,0,0,0,0,0,0,0,0,26.01,0

13,03:00-03:15,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,143.43,20.48,20.48,0,3.22,20.48,19.27,0,3.71,8.67,8.67,17.35,154.94,0,47.81,55.22,4.65,70.28,0,0,0,0,0,0,21.67,20.17,20.17,51.9,51.91,60.49,0,0,0,0,0,0,0,0,0,0,0,33.01,0

14,03:15-03:30,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,143.43,20.48,20.48,0,3.22,20.48,19.27,0,3.71,8.67,8.67,17.35,149.86,0,47.81,55.22,4.65,70.28,0,0,0,0,0,0,21.33,20,20,50.57,50.56,60,0,0,0,0,0,0,0,0,0,0,0,32.61,0

15,03:30-03:45,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,143.43,20.48,20.48,0,3.22,20.48,19.27,0,3.71,8.67,8.67,17.35,149.86,0,47.81,55.22,4.65,70.28,0,0,0,0,0,0,21.33,25.3,25.3,49.72,49.73,75.88,0,0,0,0,0,0,0,0,0,0,0,32.01,0

16,03:45-04:00,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,143.43,20.48,20.48,0,3.22,20.48,19.27,0,3.71,8.67,8.67,17.35,149.86,0,47.81,55.22,4.65,70.28,0,0,0,0,0,0,21.33,24.58,24.58,48.67,48.66,73.71,0,0,0,0,0,0,0,0,0,0,0,31.41,0

17,04:00-04:15,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,143.43,20.48,20.48,0,3.22,20.48,19.27,0,3.71,8.67,8.67,17.35,149.86,0,47.81,55.22,4.64,70.28,0,0,0,0,0,0,21,23.38,23.38,60,60,70.11,0,0,0,0,0,0,0,0,0,0,0,31.01,0

18,04:15-04:30,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,143.43,20.48,20.48,0,3.22,20.48,19.27,0,3.71,8.67,8.67,17.35,149.86,0,47.81,55.22,4.64,70.28,0,0,0,0,0,0,21,22.2,22.2,59.33,59.34,66.62,0,0,0,0,0,0,0,0,0,0,0,30.61,0

19,04:30-04:45,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,143.43,20.48,20.48,0,3.22,20.48,19.27,0,3.71,8.67,8.67,17.35,149.86,0,47.81,55.22,4.64,70.28,0,0,0,0,0,0,21,21.08,21.08,58.33,58.34,63.23,0,0,0,0,0,0,0,0,0,0,0,33.01,0

20,04:45-05:00,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,143.43,20.48,20.48,0,3.22,20.48,19.27,0,3.71,8.67,8.67,17.35,149.86,0,47.81,55.22,4.64,70.28,0,0,0,0,0,0,20.67,19.97,19.97,57.33,57.34,59.91,0,0,0,0,0,0,0,0,0,0,0,32.41,0

21,05:00-05:15,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,143.43,20.48,20.48,0,3.22,20.48,19.27,0,3.71,8.67,8.67,17.35,149.86,0,47.81,55.22,4.64,70.28,0,0,0,0,0,0,20.67,19.52,19.52,56.67,56.66,58.53,0,0,0,0,0,0,0,0,0,0,0,32.01,0

22,05:15-05:30,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,143.43,20.48,20.48,0,3.22,20.48,19.27,0,3.71,8.67,8.67,17.35,149.86,0,47.81,55.22,4.64,70.28,0,0,0,0,0,0,20.67,19.01,19.01,56,56,57,0,0,0,0,0,0,0,0,0,0,0,31.41,0

23,05:30-05:45,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,143.43,20.48,20.48,0,3.22,20.48,19.27,0,3.71,8.67,8.67,17.35,149.86,0,47.81,55.22,4.4,70.28,0,0,0,0,0,0,20.33,18.55,18.55,55,55,55.66,0,0,0,0,0,0,0,0,0,0,0,28.01,0

24,05:45-06:00,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,143.43,20.48,20.48,0,3.22,20.48,19.27,0,3.71,8.67,8.67,17.35,149.86,0,47.81,55.22,4.4,70.28,0,0,0,0,0,0,20.33,18.09,18.09,54,54,54.24,0,0,0,0,0,0,0,0,0,0,0,27.61,0

25,06:00-06:15,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,143.43,20.48,20.48,0,3.22,20.48,19.27,0,3.71,8.67,8.67,17.35,188.41,0,47.81,55.22,4.4,70.28,0,0,0,0,0,0,20.33,20.87,20.87,53.33,53.34,62.63,1,0,0,1,0.01,0,0.06,1,4.13,0.02,2.77,27.21,0.36

26,06:15-06:30,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,143.43,20.48,20.48,0,3.22,20.48,19.27,0,3.71,8.67,8.67,17.35,226.96,0,47.81,55.22,4.4,70.28,0,0,0,0,0,1,20,20.48,20.48,52.67,52.66,61.43,2,1,1,2,0.09,0,0.45,2,9,2.01,5.92,26.81,1.16

27,06:30-06:45,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,143.43,20.48,20.48,0,3.22,20.48,19.27,0,3.71,8.67,8.67,17.35,234.13,0.37,47.81,55.22,4.4,70.28,0.48,0,0,0.48,0,4,20,20.29,20.29,52.67,52.66,60.85,4,2,2,3,0.44,0,2.17,5,15.08,4.72,10.8,29.01,2

28,06:45-07:00,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,143.43,20.48,20.48,0,3.22,20.48,19.27,0,3.71,8.67,8.67,17.35,224.24,0.55,47.81,55.22,4.4,70.28,0.71,0,0,0.71,0,10,20,20.01,20.01,52.67,52.66,60,7,4,4,4,0.64,0,3.21,7,22.38,8.06,17.67,28.41,3.05

29,07:00-07:15,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,143.43,20.48,20.48,0,3.22,20.48,19.27,0,3.71,8.67,8.67,17.35,199.65,0.77,47.81,55.22,4.4,70.28,0.99,0,0,0.99,0,18,20,21.31,21.31,52.67,52.66,63.94,11,6,6,5,2.1,0,10.52,11,29.92,11.73,26.31,27.61,6.09

30,07:15-07:30,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,143.43,20.48,20.48,0,3.22,20.48,19.27,0,3.71,8.67,8.67,17.35,161.1,1.01,47.81,55.22,4.4,70.28,1.3,0,0,1.3,0,30,20,22.72,22.72,52.67,52.66,68.14,13,9,8,7,3.43,0,17.12,16,32.4,15.46,32.4,26.41,8.5

31,07:30-07:45,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,143.43,20.48,20.48,0,3.22,20.48,19.27,0,3.71,8.67,8.67,17.35,149.86,1.25,47.81,55.22,4.4,70.28,1.62,0,0,1.62,0,32.26,20.15,24.18,24.18,53.21,53.22,72.52,16,12,6,7,4.93,0,24.65,12,32.27,21.41,32.27,21.8,10.92

32,07:45-08:00,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,143.43,20.48,20.48,0,3.22,20.48,19.27,0,3.71,8.67,8.67,17.35,149.86,1.56,47.81,55.22,4.4,70.28,2.01,0,0,2.01,0,32.6,21.55,25.91,25.91,54.78,54.78,77.72,17,15,8,8,6.49,0,32.42,15,32.6,21.41,32.6,20.87,13.34

33,08:00-08:15,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,143.43,20.48,20.48,0,3.22,20.48,19.27,0,3.71,14.6,14.6,28.98,149.86,1.94,47.81,55.22,4.64,70.28,2.5,0,0,2.5,0,33,23.25,27.69,27.69,62.33,62.34,83.08,23,19,11,12,8.13,0,40.62,22,33,21.41,33,19.95,20.7

34,08:15-08:30,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,143.43,20.48,20.48,0,3.22,20.48,19.27,0,3.71,14.6,14.6,28.98,149.86,2.39,47.81,55.22,4.64,70.28,3.08,0,0,3.08,0,33,24.04,26.9,26.9,62.67,62.66,80.71,27,25,14,16,9.77,0,48.83,29,33,27.25,33,19.52,27.29

35,08:30-08:45,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,143.43,20.48,20.48,0,3.22,20.48,19.27,0,3.71,14.6,14.6,28.98,149.86,1.85,47.81,55.22,4.64,70.28,2.4,0,0,2.4,0,33,24.45,26.55,26.55,63,63,79.65,27,28,16,8,11.41,0,57.03,32,33,31.15,33,19,28.28

36,08:45-09:00,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,143.43,20.48,20.48,0,3.22,20.48,19.27,0,3.71,14.6,14.6,28.98,149.86,2.22,47.81,55.22,4.64,70.28,2.87,0,0,2.87,0,33,24.71,26.1,26.1,63.33,63.34,78.3,31,31,18,9,13.05,0,65.23,37,33,36.99,33,18.35,32.9

37,09:00-09:15,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,143.43,20.48,20.48,0,4.61,20.48,19.27,0,0,14.6,14.6,28.98,149.86,2.64,47.81,55.22,8.53,70.28,3.43,0,0,3.43,0,33,25.22,25,25,64.28,64.28,75,44,36,20,12,15.91,0,79.55,40,33,51.14,33,17.53,41.14

38,09:15-09:30,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,143.43,20.48,20.48,0,4.61,20.48,19.27,0,0,14.6,14.6,28.98,149.86,3.12,47.81,55.22,8.53,70.28,4.04,0,0,4.04,0,33,25.8,25.33,25.33,64.83,64.82,76.01,50,40,23,14,18.36,0,91.77,45,33,55.25,33,16.77,44.28

39,09:30-09:45,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,143.43,20.48,20.48,0,4.61,20.48,19.27,0,0,14.6,14.6,28.98,149.86,3.58,47.81,55.22,8.53,70.28,4.64,0,0,4.64,0,33,26.48,24.54,24.54,65.33,65.33,73.63,44,52,24,16,26,0,129.99,49,33,59.89,33,24.01,47.37

40,09:45-10:00,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,12.67,12.29,143.43,20.48,20.48,0,4.61,20.48,19.27,0,0,14.6,14.6,28.98,149.86,3.89,47.81,55.22,8.53,70.28,5.03,0,0,5.03,0,33,27.18,25.02,25.02,65.74,65.75,75.04,50,57,26,17,28.41,0,142.03,52,33,64.72,33,24.41,50.26

41,10:00-10:15,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,9.9,12.29,143.43,20.48,20.48,0,4.61,20.48,19.27,0,0,14.6,14.6,28.98,149.86,4.05,47.81,55.22,6.65,70.28,5.24,0,0,5.24,0,33,29.76,22.8,22.8,66.03,66.04,68.4,50,60,27,18,35.79,0,178.95,53,33,69.01,33,25.01,75.66

42,10:15-10:30,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,9.9,12.29,143.43,20.48,20.48,0,4.61,20.48,19.27,0,0,14.6,14.6,28.98,149.86,4.46,47.81,55.22,6.65,70.28,5.78,0,0,5.78,0,33,30.61,23.51,23.51,66.28,66.27,70.55,52,64,27,18,38.24,0,191.18,53,33,72.85,33,25.41,79.88

43,10:30-10:45,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,9.9,12.29,143.43,20.48,20.48,0,4.61,20.48,19.27,0,0,14.6,14.6,28.98,149.86,4.68,47.81,55.22,6.65,70.28,6.05,0,0,6.05,0,33,30.75,24.23,24.23,66.5,66.49,72.66,43,67,28,18,40.57,0,202.82,57,33,85.95,33,30.01,98.33

44,10:45-11:00,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,9.9,12.29,143.43,20.48,20.48,0,4.61,20.48,19.27,0,0,14.6,14.6,28.98,149.86,4.89,47.81,55.22,6.65,70.28,6.32,0,0,6.32,0,33,30.57,24.94,24.94,66.72,66.71,74.81,45,70,30,18,42.3,0,211.47,60,33,88.56,33,30.01,100

45,11:00-11:15,20.48,61.44,-112.21,36.86,15.27,40.96,28.67,20.48,0,9.9,12.29,143.43,20.48,20.48,0,4.61,20.48,19.27,0,0,14.6,14.6,28.98,149.86,7.86,47.81,55.22,6.65,70.28,10.16,0,0,10.16,0,33,33.33,25.37,25.37,75.67,75.68,76.08,48,73,27,26,43.43,0,217.13,53,33,91.21,33,34.01,100

46,11:15-11:30,20.48,61.44,-112.21,36.86,15.27,40.96,28.67,20.48,0,9.9,12.29,143.43,20.48,20.48,0,4.61,20.48,19.27,0,0,14.6,14.6,28.98,149.86,8.1,47.81,55.22,6.65,70.28,10.49,0,0,10.49,0,33,32.67,26.36,26.36,75.64,75.65,79.1,48,76,27,27,43.43,0,217.13,55,33,93.48,33,34.01,100

47,11:30-11:45,20.48,61.44,-224.43,36.86,15.27,40.96,28.67,20.48,0,9.9,12.29,143.44,20.48,20.48,0,4.61,20.48,19.27,0,0,14.6,14.6,28.98,149.86,8.97,73.86,55.22,6.65,70.28,11.6,0,0,11.6,0,33,32,26.65,26.65,75.59,75.59,79.93,42,63,28,30,43.43,0,217.13,57,33,93.06,33,38.02,93.33

48,11:45-12:00,20.48,61.44,-224.43,36.86,15.27,40.96,28.67,20.48,0,9.9,12.29,143.44,20.48,20.48,0,4.61,20.48,19.27,0,0,14.6,14.6,28.98,149.86,9.69,60.79,55.22,6.65,70.28,12.53,0,0,12.53,0,33,31.33,26.5,26.5,75.53,75.54,79.52,42,66,29,32,43.43,0,217.13,59,33,82.45,33,38.02,93.33

49,12:00-12:15,20.48,61.44,-224.43,36.86,15.27,40.96,28.67,20.48,0,9.9,12.29,169.83,20.48,20.48,0,4.61,20.48,19.27,0,0,14.6,14.6,28.98,149.86,10.26,56.49,55.22,6.65,70.28,13.28,0,0,13.28,0,33,35.42,27.64,27.64,83.06,83.05,82.93,62,69,30,32,45,0,225,60,33,81.55,33,38.02,93.33

50,12:15-12:30,20.48,61.44,-224.43,36.86,15.27,40.96,28.67,20.48,0,9.9,12.29,169.83,20.48,20.48,0,4.61,20.48,19.27,0,0,14.6,14.6,28.98,149.86,10.46,56.49,55.22,6.65,70.28,13.54,0,0,13.54,0,33,34.65,27.49,27.49,83.03,83.02,82.46,62,69,30,32,45,0,225,60,33,79.78,33,38.02,93.33

51,12:30-12:45,20.48,61.44,-224.43,36.86,15.27,40.96,28.67,20.48,0,9.9,12.29,169.83,20.48,20.48,0,4.61,20.48,19.27,0,0,14.6,14.6,28.98,149.86,3.8,56.49,55.22,6.65,70.28,4.92,0,0,4.92,0,33,36.67,36.36,36.36,83,82.99,109.09,79,78,38,31,45,0,225,77,33,90.07,33,38.02,93.33

52,12:45-13:00,20.48,61.44,-224.43,36.86,15.27,40.96,28.67,20.48,0,9.9,12.29,169.83,20.48,20.48,0,4.61,20.48,19.27,0,0,14.6,14.6,28.98,149.86,3.81,56.49,55.22,6.65,70.28,4.94,0,0,4.94,0,33,36,35.55,35.55,83,82.99,106.64,79,78,39,32,45,0,225,79,33,90.32,33,38.02,93.33

53,13:00-13:15,20.48,61.44,-224.43,36.86,15.27,40.96,28.67,20.48,0,9.9,12.29,169.83,20.48,20.48,0,4.61,20.48,19.27,0,4.15,14.6,14.6,28.98,149.86,3.81,56.49,55.22,6.65,70.28,4.93,0,0,4.93,0,33,35.33,34.99,34.99,82.51,82.51,104.94,79,78,40,32,45,0,225,80,33,90.14,33,38.02,93.33

54,13:15-13:30,20.48,61.44,-224.43,36.86,15.27,40.96,28.67,20.48,0,9.9,12.29,169.83,20.48,20.48,0,4.61,20.48,19.27,0,4.15,14.6,14.6,28.98,149.86,3.79,56.49,55.22,6.65,70.28,4.9,0,0,4.9,0,33,34.67,34.4,34.4,81.81,81.81,103.17,79,78,40,32,44.17,0,220.83,80,33,90.03,33,38.02,93.3

55,13:30-13:45,20.48,61.44,-224.43,36.86,15.27,40.96,28.67,20.48,0,9.9,12.29,143.44,20.48,20.48,0,4.61,20.48,19.27,0,4.15,14.6,14.6,28.98,149.86,10.45,47.81,55.22,6.65,70.28,13.52,0,0,13.52,0,33,34,33.53,33.53,81.03,81.04,100.6,67,69,35,34,43.33,0,216.67,70,33,85.38,33,40.12,90.94

56,13:45-14:00,20.48,61.44,-112.21,36.86,15.27,40.96,28.67,20.48,0,9.9,12.29,143.44,20.48,20.48,0,4.61,20.48,19.27,0,4.15,14.6,14.6,28.98,149.86,10.09,47.81,55.22,6.65,70.28,13.05,0,0,13.05,0,33,33.33,33.04,33.04,80.92,80.92,99.09,67,69,34,35,41.67,0,208.33,69,33,80.71,33,43.55,88.97

57,14:00-14:15,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,9.9,12.29,143.44,20.48,20.48,0,4.61,20.48,19.27,0,4.15,14.6,14.6,28.98,188.41,9.81,47.81,55.22,6.65,70.28,12.69,0,0,12.69,0,33,32.67,33.47,33.47,80.74,80.74,100.4,72,69,33,32,40.92,0,204.57,67,33,76,33,44.05,85.19

58,14:15-14:30,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,9.9,12.29,143.44,20.48,20.48,0,4.61,20.48,19.27,0,4.15,14.6,14.6,28.98,195.73,9.48,47.81,55.22,6.65,70.28,12.27,0,0,12.27,0,33,31.67,33.1,33.1,80.8,80.8,99.28,70,67,33,32,39.61,0,198.02,67,33,71.42,33,43.81,81.85

59,14:30-14:45,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,9.9,12.29,143.44,20.48,20.48,0,4.61,20.48,19.27,0,4.15,14.6,14.6,28.98,198.75,9.17,47.81,55.22,6.65,70.28,11.87,0,0,11.87,0,33,36.67,32.79,32.79,80.95,80.96,98.36,63,69,33,32,38.12,0,190.61,67,33,72.03,33,43.8,100

60,14:45-15:00,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,9.9,12.29,143.44,20.48,20.48,0,4.61,20.48,19.27,0,4.15,14.6,14.6,28.98,202.3,9.01,47.81,55.22,6.65,70.28,11.66,0,0,11.66,0,33,36.67,33.16,33.16,81.13,81.14,99.47,58,69,32,32,37.01,0,185.03,65,33,60.88,33,43.82,100

61,15:00-15:15,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,9.9,12.29,143.44,20.48,20.48,0,4.61,20.48,19.27,0,4.15,14.6,14.6,28.98,214.46,8.51,47.81,55.22,6.65,70.28,11.01,0,0,11.01,0,33,36.67,32.59,32.59,81.25,81.25,97.79,55,69,32,32,30.53,0,152.66,63,33,60.05,33,43.85,100

62,15:15-15:30,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,9.9,12.29,143.44,20.48,20.48,0,4.61,20.48,19.27,0,4.15,14.6,14.6,28.98,253.01,8.17,47.81,55.22,6.65,70.28,10.59,0,0,10.59,0,33,36.67,32.22,32.22,81.4,81.4,96.66,53,67,30,31,28.6,0,143,60,33,56.89,33,43.33,96.67

63,15:30-15:45,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,9.9,12.29,143.44,20.48,20.48,0,0,20.48,19.27,0,4.15,14.6,14.6,28.98,271.04,8.02,47.81,55.22,6.65,70.28,10.38,0,0,10.38,0,33,36.67,30.11,30.11,80.82,80.82,90.31,53,57,29,28,26.61,0,133.04,59,33,54.3,33,44.2,93.33

