Block,Time,DULHASTI,KHSTPP-I,KHSTPP-II,KISHANGANGA,NAPP,RAPPB,SASAN,AURY_GF,FSTPP I & II,KKNPPU2,NLCIIST1,NTPL,TANDA2,TEHRI,URI,CHAMERA3,DADRT2,DHAULIGNGA,NLCIIST2,NLCTS2EXP,NNTPP,TALA,UNCHAHAR4,AURY_CRF,AURY_LF,DADRI_GF,BSIUL,JHAJJAR,MAPS,PARBATI3,RIHAND3,RSTPSU1TO6,SEWA2,ANTA_CRF,ANTA_GF,ANTA_LF,ANTA_RF,BRBCL,CHAMERA1,KGSU1AND2,NJPC,RAPPC,RIHAND2,UNCHAHAR2,VALLURNTECL,CHAMERA2,KGSU3AND4,KUDGI,NLCEXP,RSTPSU7,SINGRAULI_HYDRO,UNCHAHAR1,AURY_RF,DADRI_CRF,KKNP,KOLDAM,RAMPUR,RIHAND1,SALAL,SIMHST1,TANAKPUR,DADRI_RF,KOTESHWR,SIMHST2,SINGRAULI,TALST2,TelanganaSTPP,UNCHAHAR3,URI2,DADRI_LF
6,01:15-01:30,0,33.08,148.3,0,44,0,315,0,18.07,0,0,0,0,0,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,44.62,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,7.81,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

7,01:30-01:45,0,33.08,148.3,0,44,0,326.25,0,18.07,0,0,0,0,0,0.66,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,44.62,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,7.81,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

8,01:45-02:00,0,33.08,148.3,0,44,0,337.5,0,18.07,0,0,0,0,0,0.66,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,44.62,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,7.81,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

9,02:00-02:15,0,33.08,148.3,0,44,0,348.75,0,18.07,0,0,0,0,0,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,44.62,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

10,02:15-02:30,0,33.08,148.3,0,44,0,360,0,18.07,0,0,0,0,0,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,44.62,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

11,02:30-02:45,0,33.08,148.3,0,44,0,371.25,0,18.07,0,0,0,0,0,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,44.62,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,1.28,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

12,02:45-03:00,0,33.08,148.3,0,44,0,382.5,0,18.07,0,0,0,0,0,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,44.84,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,1.28,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

13,03:00-03:15,16.48,33.08,148.3,0,44,0,382.5,0,18.07,0,0,0,0,0,0.88,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,44.84,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,1.28,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

14,03:15-03:30,16.48,33.08,148.3,0,44,0,382.5,0,18.07,0,0,0,0,0,0.88,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,44.84,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,1.28,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

15,03:30-03:45,16.48,33.08,148.3,0,44,0,382.5,0,18.07,0,0,0,0,0,0.88,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,44.84,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,1.28,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

16,03:45-04:00,16.48,33.08,148.3,0,44,0,382.5,0,18.07,0,0,0,0,0,0.88,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,44.84,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,1.28,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

17,04:00-04:15,16.48,33.08,148.3,0,44,0,382.5,0,18.07,0,0,0,0,0,0.88,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,44.84,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,1.28,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

18,04:15-04:30,16.48,33.08,148.3,0,44,0,382.5,0,18.07,0,0,0,0,0,0.88,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,44.84,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,1.28,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

19,04:30-04:45,16.48,33.08,148.3,0,44,0,382.5,0,18.07,0,0,0,0,0,0.88,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,45.04,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,1.28,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

20,04:45-05:00,16.48,33.08,148.3,0,44,0,382.5,0,18.07,0,0,0,0,15.56,0.88,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,45.04,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,1.28,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

21,05:00-05:15,16.48,33.08,148.3,0,44,0,382.5,0,18.07,0,0,0,0,15.56,0.88,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,45.04,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,1.28,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

22,05:15-05:30,16.48,33.08,148.3,0,44,0,382.5,0,18.07,0,0,0,0,31.13,0.88,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,45.04,20,0,0,18.94,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,1.28,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

23,05:30-05:45,16.48,33.08,148.3,0,44,0,382.5,0,18.07,0,0,0,0,31.13,0.88,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,45.04,20,0,0,18.94,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,1.28,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

24,05:45-06:00,16.48,33.08,148.3,0,44,0,382.5,0,18.07,0,0,0,0,31.13,0.88,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,45.04,20,0,0,18.94,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,1.28,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

25,06:00-06:15,16.48,33.08,148.3,0,44,0,393.75,0,18.07,0,0,0,0,31.13,0.88,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,45.04,20,0,0,46.78,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,1.28,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

26,06:15-06:30,16.48,33.08,148.3,0,44,0,393.75,0,18.07,0,0,0,0,44.8,0.88,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,45.04,20,12.01,0,70.17,53.8,118.76,42.39,0,3.34,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,1.28,69.05,17.75,0,139.69,0,0,26.4,4.31,23.56

27,06:30-06:45,32.96,33.08,148.3,0,44,0,393.75,0,18.07,0,0,0,0,46.68,0.88,1.27,683.14,7.92,0,0,0,0,0,0,0,0,2.2,651.98,0,0,124.33,0,0,0,0,0,45.26,20,28.1,0,93.56,53.8,118.76,42.39,0,7.99,0,0,0,0,0,10.28,53.75,0,0,0,0,92,9.29,0,1.28,69.05,26.62,0,139.69,0,0,26.4,4.31,23.56

28,06:45-07:00,32.96,33.08,148.3,0,44,0,393.75,0,18.07,0,0,0,0,62.24,0.88,19.38,682.84,27.41,0,0,0,0,0,0,0,0,13.04,619.98,0,0,124.33,0,7.9,0,0,0,45.26,20,42.15,0,116.95,53.8,118.76,42.39,0,31.99,0,0,0,0,0,10.28,53.75,0,0,0,0,92,41.83,0,1.28,69.05,39.05,0,139.69,0,0,26.4,4.31,23.56

29,07:00-07:15,32.96,33.08,148.3,0,44,0,393.75,0,18.07,0,0,0,0,62.24,1.33,29.06,682.84,27.41,0,0,0,0,0,0,0,0,13.04,591.98,0,0,124.33,0,7.9,0,0,0,45.26,20,42.15,0,116.95,53.8,118.76,42.39,0,31.99,0,0,0,0,0,10.28,53.75,0,0,0,0,92,41.83,0,1.28,69.05,39.05,0,139.69,0,0,26.4,4.31,23.56

30,07:15-07:30,32.96,33.08,148.3,0,44,0,393.75,0,18.07,0,0,0,0,62.24,1.33,29.06,682.84,27.41,0,0,0,0,0,0,0,0,13.04,591.98,0,0,124.33,0,7.9,0,0,0,45.26,20,42.15,0,116.95,53.8,118.76,42.39,0,31.99,0,0,0,0,0,10.28,53.75,0,0,0,0,92,41.83,0,1.28,69.05,39.05,0,139.69,0,0,26.4,4.31,23.56

31,07:30-07:45,32.96,33.08,148.3,0,44,0,393.75,0,18.07,0,0,0,0,62.24,26.49,29.06,682.84,27.41,0,0,0,0,0,0,0,0,13.04,591.98,0,0,124.33,0,8.19,0,0,0,45.26,20,42.15,0,116.95,53.8,118.76,42.39,0,31.99,0,0,0,0,0,10.28,53.75,0,0,0,0,92,41.83,0,1.28,69.05,39.05,0,139.69,0,0,26.4,4.31,23.56

32,07:45-08:00,32.96,33.08,148.3,0,44,0,393.75,0,18.07,0,0,0,0,62.24,26.49,29.06,682.84,27.41,0,0,0,0,0,0,0,0,13.04,591.98,0,0,124.33,0,8.19,0,0,0,45.26,20,42.15,0,116.95,53.8,118.76,42.39,0,31.99,0,0,0,0,0,10.28,53.75,0,0,0,0,92,41.83,0,1.28,69.05,39.05,0,139.69,0,0,26.4,4.31,23.56

33,08:00-08:15,32.96,33.08,148.3,0,44,0,393.75,0,18.07,0,0,0,0,62.24,26.49,22.92,682.84,27.41,0,0,0,0,0,0,0,0,13.04,569.98,0,0,124.33,0,8.19,0,0,0,45.26,20,42.15,0,93.56,53.8,118.76,42.39,0,31.99,0,0,0,0,0,10.28,53.75,0,0,0,0,92,41.83,0,7.81,69.05,39.05,0,139.69,0,0,26.4,4.31,23.56

34,08:15-08:30,32.96,33.08,148.3,0,44,0,393.75,0,18.07,0,0,0,0,62.24,26.49,19.38,682.84,27.41,0,0,0,0,0,0,0,0,13.04,559.98,0,0,124.33,0,8.19,0,0,0,45.26,20,42.15,0,70.17,53.8,118.76,42.39,0,26.34,0,0,0,0,0,10.28,53.75,0,0,0,0,92,9.29,0,7.81,69.05,39.05,0,139.69,0,0,26.4,4.31,23.56

35,08:30-08:45,16.48,33.08,148.3,0,44,0,393.75,0,18.07,0,0,0,0,62.24,3.31,1.27,682.84,15.92,0,0,0,0,0,0,0,0,2.2,579.98,0,0,124.33,0,0,0,0,0,44.94,20,26.07,0,46.78,53.8,118.76,42.39,0,4,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,7.81,69.05,19.72,0,139.69,0,0,26.4,4.31,23.56

36,08:45-09:00,16.48,33.08,148.3,0,44,0,393.75,0,18.07,0,0,0,0,46.68,2.21,0,682.84,7.92,0,0,0,0,0,0,0,0,0,569.98,0,0,124.33,0,0,0,0,0,44.94,20,12.01,0,46.78,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,7.81,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

37,09:00-09:15,16.48,33.08,148.3,0,44,0,393.75,0,18.07,0,0,0,0,46.68,2.21,0,682.84,0,0,0,0,0,0,0,0,0,0,549.98,0,0,124.33,0,0,0,0,0,44.42,20,0,0,46.78,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

38,09:15-09:30,16.48,33.08,148.3,0,44,0,393.75,0,18.07,0,0,0,0,31.13,2.21,0,682.84,0,0,0,0,0,0,0,0,0,0,545.98,0,0,124.33,0,0,0,0,0,44.42,20,0,0,23.39,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

39,09:30-09:45,0,33.08,148.3,0,44,0,393.75,0,18.07,0,0,0,0,31.13,2.21,0,683.14,0,0,0,0,0,0,0,0,0,0,534.98,0,0,124.33,0,0,0,0,0,44.42,20,0,0,23.39,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

40,09:45-10:00,0,33.08,148.3,0,44,0,393.75,0,18.07,0,0,0,0,30.49,26.49,0,683.14,0,0,0,0,0,0,0,0,0,0,534.98,0,0,124.33,0,0,0,0,0,44.1,20,0,0,23.39,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

41,10:00-10:15,0,33.08,148.3,0,44,0,393.75,0,18.07,0,0,0,0,29.86,26.49,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,43.89,20,0,0,23.39,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

42,10:15-10:30,0,33.08,148.3,0,44,0,393.75,0,18.07,0,0,0,0,29.86,26.49,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,43.89,20,0,0,18.94,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,10.76,23.56

43,10:30-10:45,0,33.08,148.3,0,44,0,393.75,0,18.07,0,0,0,0,29.86,3.31,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,43.68,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,10.76,23.56

44,10:45-11:00,0,33.08,148.3,0,44,0,393.75,0,18.07,0,0,0,0,29.86,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,43.68,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,10.76,23.56

45,11:00-11:15,0,33.08,148.3,0,44,0,393.75,0,19.46,0,0,0,0,29.86,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,43.47,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,10.76,23.56

46,11:15-11:30,0,33.08,148.3,0,44,0,393.75,0,19.46,0,0,0,0,29.86,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,43.47,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,10.76,23.56

47,11:30-11:45,0,33.08,148.3,0,44,0,365.62,0,19.46,0,0,0,0,29.86,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,43.05,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,10.76,23.56

48,11:45-12:00,0,33.08,148.3,0,44,0,337.5,0,19.46,0,0,0,0,29.86,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,43.05,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

49,12:00-12:15,0,33.08,148.3,0,44,0,309.38,0,19.46,0,0,0,0,15.56,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,42.84,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

50,12:15-12:30,0,33.08,148.3,0,44,0,281.25,0,19.46,0,0,0,0,15.56,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,42.84,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

51,12:30-12:45,0,33.08,148.3,0,44,0,253.12,0,19.46,0,0,0,0,15.56,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,42.84,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

52,12:45-13:00,0,33.08,148.3,0,44,0,225,0,19.46,0,0,0,0,15.56,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,42.84,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

53,13:00-13:15,0,33.08,148.3,0,44,0,225,0,19.46,0,0,0,0,0,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,42.63,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

54,13:15-13:30,0,33.08,148.3,0,44,0,225,0,19.46,0,0,0,0,0,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,42.63,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

55,13:30-13:45,0,33.08,148.3,0,44,0,225,0,19.46,0,0,0,0,0,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,42.63,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

56,13:45-14:00,0,33.08,148.3,0,44,0,225,0,19.46,0,0,0,0,0,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,42.63,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

57,14:00-14:15,0,33.08,148.3,0,44,0,225,0,19.46,0,0,0,0,0,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,42.52,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

58,14:15-14:30,0,33.08,148.3,0,44,0,225,0,19.46,0,0,0,0,0,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,42.52,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

59,14:30-14:45,0,33.08,148.3,0,44,0,225,0,19.46,0,0,0,0,0,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,42.52,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

60,14:45-15:00,0,33.08,148.3,0,44,0,225,0,19.46,0,0,0,0,15.56,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,42.52,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

61,15:00-15:15,0,33.08,148.3,0,44,0,225,0,19.46,0,0,0,0,15.56,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,42.73,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

62,15:15-15:30,0,33.08,148.3,0,44,0,225,0,19.46,0,0,0,0,15.56,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,42.73,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

63,15:30-15:45,0,33.08,148.3,0,44,0,205.31,0,19.46,0,0,0,0,15.56,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,42.73,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

64,15:45-16:00,0,33.08,148.3,0,44,0,205.31,0,19.46,0,0,0,0,31.13,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,42.73,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

65,16:00-16:15,16.48,33.08,148.3,0,44,0,205.31,0,19.46,0,0,0,0,31.13,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,42.73,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

