Column1,Time,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/12/8022,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/12/3458,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/01/2868,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/06/01/7786,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/06/12/2531,GNA/NR/2025/06/01/7663,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_17,GNARE/SR/2025/01/13/4532,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,GNA/NR/2025/06/01/4444,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,GNA/NR/2025/06/01/9257,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/06/07/5932,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/06/01/5280,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/8964,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/8456,GNA/NR/2025/04/01/8510,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31052040/LT-31,GNA/NR/2025/06/01/7782,NR/01102023/22052037/LT-59,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06
8,01:45-02:00,62.81,170.07,24.16,24.16,37.69,48.32,29.16,130.74,48.32,29.5,0,60.88,48.32,0,0,43.42,0,57.96,0,87.16,29.5,24.16,100.67,273.22,-0,10.78,11.91,9.84,6.44,31.29,10.57,15.7,14.61,0,11.9,10.13,0,0,0,0,0,0,0,0,22,0,0,25,75,0,0,0,25

9,02:00-02:15,62.81,170.07,24.16,24.16,37.69,48.32,29.16,130.74,48.32,29.5,0,60.88,48.32,0,0,43.42,0,57.96,193.26,87.16,29.5,24.16,100.67,273.22,-0,10.78,11.91,9.37,6.44,31.29,10.57,15.7,14.24,0,11.9,9.74,0,0,0,0,0,0,0,0,22.33,0,0,24.17,72.49,0,0,0,24.17

10,02:15-02:30,62.81,170.07,24.16,24.16,37.69,48.32,29.16,130.74,48.32,29.5,0,60.88,48.32,0,0,43.42,0,57.96,193.26,87.16,29.5,24.16,100.67,273.22,-0,10.78,11.91,9.37,6.44,31.29,10.57,15.7,14.24,0,11.9,9.74,0,0,0,0,0,0,0,0,22.33,0,0,24,72,0,0,0,24

11,02:30-02:45,62.81,170.07,24.16,24.16,37.69,48.32,29.16,130.74,48.32,29.5,0,60.88,48.32,0,0,43.42,0,57.96,193.26,87.16,29.5,24.16,100.67,273.22,-0,10.78,11.91,9.37,6.44,31.29,10.57,15.7,14.24,0,11.9,10.13,0,0,0,0,0,0,0,0,22,0,0,24,72,0,0,0,24

12,02:45-03:00,62.81,170.07,24.16,24.16,37.69,48.32,29.16,130.74,48.32,29.5,0,60.88,48.32,0,0,43.42,0,57.96,193.26,87.16,29.5,24.16,100.67,273.22,-0,10.78,11.91,9.37,6.44,31.29,10.57,15.7,14.24,0,11.9,10.13,0,0,0,0,0,0,0,0,21.33,0,0,24.17,72.49,0,0,0,24.17

13,03:00-03:15,62.81,0,24.16,24.16,0,48.32,29.16,130.74,48.32,23.64,0,0,48.32,0,0,43.42,0,57.96,193.26,87.16,30,24.16,100.67,273.22,-0,10.4,11.91,8.44,6.44,31.29,10.57,15.7,13.88,0,11.9,10.13,0,0,0,0,0,0,0,0,21.33,0,0,24.5,73.5,0,0,0,24.5

14,03:15-03:30,62.81,0,24.16,24.16,0,48.32,29.16,130.74,48.32,23.64,0,0,48.32,0,0,43.42,0,57.96,193.26,87.16,30,24.16,100.67,273.22,-0,10.4,11.91,8.44,6.44,31.29,10.57,15.7,13.88,0,11.9,10.13,0,0,0,0,0,0,0,0,20.67,0,0,24.67,73.99,0,0,0,24.67

15,03:30-03:45,62.81,0,24.16,24.16,0,48.32,29.16,130.74,16.25,30,0,0,16.25,0,0,43.42,0,57.96,193.26,87.16,30,24.16,100.67,273.22,-0,10.78,11.91,8.44,6.44,31.29,10.57,15.7,13.88,0,11.9,10.13,0,0,0,0,0,0,0,0,20,0,0,25,75,0,0,0,25

16,03:45-04:00,62.81,0,24.16,24.16,0,48.32,29.16,130.74,16.25,30,0,0,16.25,0,0,43.42,0,57.96,193.26,87.16,30,24.16,100.67,273.22,-0,10.78,11.91,8.44,6.44,31.29,10.57,15.7,13.88,0,11.9,10.13,0,0,0,0,0,0,0,0,18,0,0,25.33,76.01,0,0,0,25.33

17,04:00-04:15,62.81,0,24.16,24.16,0,48.32,29.16,130.74,16.25,30,0,0,16.25,0,0,43.41,0,57.96,193.26,87.16,30,24.16,100.67,273.22,-0,10.4,11.91,7.5,6.44,31.29,10.57,15.7,13.5,0,11.9,9.74,0,0,0,0,0,0,0,0,17.67,0,0,24,72,0,0,0,24

18,04:15-04:30,62.81,0,24.16,24.16,0,48.32,29.16,130.74,16.25,30,0,0,16.25,0,0,43.41,0,57.96,193.26,87.16,30,24.16,100.67,273.22,-0,10.4,11.91,7.5,6.44,31.29,10.57,15.7,13.5,0,11.9,9.74,0,0,0,0,0,0,0,0,17,0,0,23.5,70.5,0,0,0,23.5

19,04:30-04:45,62.81,0,24.16,24.16,0,48.32,29.16,130.74,16.25,30,0,0,16.25,0,0,43.42,0,57.96,193.26,87.16,30,24.16,100.67,273.22,-0,10.4,11.91,7.5,6.44,31.29,10.57,15.7,13.5,0,11.9,9.74,0,0,0,0,0,0,0,0,18,0,0,23.33,70.01,0,0,0,23.33

20,04:45-05:00,62.81,0,24.16,24.16,0,48.32,29.16,130.74,16.25,30,0,0,16.25,0,0,43.42,0,57.96,193.26,87.16,30,24.16,100.67,273.22,-0,10.4,11.91,7.5,6.44,31.29,10.57,15.7,13.5,0,11.9,9.74,0,0,0,0,0,0,0,0,18.67,0,0,23.33,70.01,0,0,0,23.33

21,05:00-05:15,62.81,0,24.16,24.16,0,48.32,29.16,102.87,19.73,30,0,0,19.73,0,0,43.42,0,33.14,193.26,67.19,30,24.16,100.67,273.22,-0,10.4,11.91,7.03,6.44,31.29,10.57,15.7,13.23,0,11.9,9.74,0,0,0,0,0,0,0,0,18.67,0,0,23.33,70.01,0,0,0,23.33

22,05:15-05:30,62.81,0,24.16,24.16,0,48.32,29.16,130.74,34.05,30,0,0,34.05,0,0,43.42,0,57.96,193.26,87.16,30,24.16,100.67,273.22,-0,10.4,11.91,7.03,6.44,31.29,10.57,15.7,13.23,0,11.9,9.74,0,0,0,0,0,0,0,0,18.67,0,0,23.33,70.01,0,0,0,23.33

23,05:30-05:45,62.81,0,24.16,24.16,0,48.32,29.16,130.74,48.32,23.64,0,0,48.32,0,0,43.42,0,57.96,193.26,87.16,30,24.16,100.67,273.22,-0,10.4,11.91,7.03,6.44,30.27,10.57,15.7,13.23,0,11.9,9.74,0,0,0,1.55,0,0,0,0,25,0,0,28.5,85.5,0,0,0,28.5

24,05:45-06:00,62.81,0,24.16,24.16,0,48.32,29.16,130.74,48.32,23.64,0,0,48.32,0,0,43.42,0,57.96,193.26,87.16,30,24.16,100.67,273.22,-0,10.4,11.91,7.03,6.44,31.29,10.57,15.7,13.23,0,11.9,9.74,0,0,0,4.47,0,0,0,0,25,0,0,28.5,85.5,0,0,0,28.5

25,06:00-06:15,62.81,0,24.16,24.16,0,48.32,29.16,130.74,48.32,26.5,0,0,48.32,0.3,0,43.42,0,57.96,193.26,87.16,30,24.16,100.67,273.22,-0,10.02,11.91,6.56,6.44,30.28,10.57,15.7,13.23,0,11.9,9.35,0.71,1,0,7.16,1,1,3.53,1,21.33,9.51,0,23.17,69.49,0,9.69,0,23.17

26,06:15-06:30,62.81,0,24.16,24.16,0,48.32,29.16,130.74,48.32,26.5,0.85,0,48.32,0.3,1,43.42,1.1,43.01,193.26,87.16,30,24.16,100.67,273.22,-0,10.02,11.91,6.56,6.44,30.28,10.57,15.7,13.23,1.1,11.9,9.35,1.68,2,0,10.56,2,2,8.42,2,21.33,25.47,0,23.17,69.49,0,23.59,0,23.17

27,06:30-06:45,62.81,0,24.16,24.16,0,48.32,29.16,130.74,48.32,26.5,2.19,0,48.32,6.35,2,43.42,2.83,33.14,193.26,76.85,30,24.16,100.67,273.22,-0,10.02,11.91,6.56,6.44,29.27,10.57,15.7,13.23,2.83,11.9,9.35,2.8,3,0,15.26,3,4,13.99,3,21.67,33,0,23.83,71.51,0,33,3,23.83

28,06:45-07:00,62.81,0,24.16,24.16,0,48.32,29.16,130.74,48.32,26.5,2.95,0,48.32,9.36,3,43.42,3.83,33.14,193.26,67.19,30,24.16,100.67,273.22,-0,10.02,11.91,6.56,6.44,28.26,10.57,15.7,13.23,3.83,11.9,9.35,4.16,7,0,21.26,6,7,20.79,5,21.67,33,0,24.5,73.5,0,33,6,24.5

29,07:00-07:15,62.81,0,24.16,24.16,0,48.32,29.16,102.87,48.32,26.5,3.72,0,48.32,13.25,7,43.42,4.82,33.14,193.26,67.19,30,24.16,100.67,273.22,-0,9.63,11.91,6.56,6.44,28.26,10.57,15.7,13.04,4.82,11.9,9.12,5.98,15,0,28.29,9,12,29.91,7,22,33,0,24.83,74.51,0,33,10,24.83

30,07:15-07:30,62.81,0,24.16,24.16,0,48.32,29.16,102.87,48.32,26.5,4.5,0,48.32,18.18,9,43.42,5.83,33.14,193.26,67.19,30,24.16,100.67,273.22,-0,9.63,11.91,6.56,6.44,29.27,10.57,15.7,13.04,5.83,11.9,9.12,8.21,19,0,36.51,13,18,41.05,9,23,33,0,25.17,75.49,0,33,16,25.17

31,07:30-07:45,62.81,0,24.16,24.16,0,48.32,29.16,102.87,48.32,26.5,5.27,0,48.32,24.66,13,43.42,6.82,33.14,193.26,67.19,30,24.16,100.67,273.22,-0,9.63,11.91,6.56,6.44,29.27,10.57,15.7,13.04,6.82,11.9,9.12,10.92,27,0,45.59,25,22,54.61,14,24,33,0,28,84,0,33,25,28

32,07:45-08:00,62.81,0,24.16,24.16,0,48.32,29.16,102.87,48.32,26.5,6.14,0,48.32,30.84,17,43.42,7.96,33.14,193.26,67.19,30,24.16,100.67,273.22,-0,9.63,11.91,6.56,6.44,30.28,10.57,15.7,13.04,7.96,11.9,9.12,13.96,33,0,54.83,32,28,69.82,18,26.67,32.6,0,28.67,85.99,0,32.6,32.6,28.67

33,08:00-08:15,62.81,0,24.16,24.16,0,48.32,29.16,102.87,48.32,26.5,7.02,0,48.32,37.81,22,43.42,9.09,35.23,193.26,67.19,30,24.16,100.67,273.22,-0,9.63,11.91,6.09,6.44,30.28,10.57,15.7,12.95,9.09,11.9,8.8,17.22,43,0,63.71,38,36,86.07,21,28.67,33,0,29.83,89.51,0,33,33,29.83

34,08:15-08:30,62.81,0,24.16,24.16,0,48.32,29.16,102.87,48.32,26.5,7.9,0,48.32,44.82,25,43.42,10.22,35.23,193.26,67.19,30,24.16,100.67,273.22,-0,9.63,11.91,6.09,6.44,30.27,10.57,15.7,12.95,10.22,11.9,8.8,20.51,50,0,72.77,45,42,102.56,25,30,33,0,32,96,0,33,33,32

35,08:30-08:45,62.81,0,24.16,24.16,0,48.32,29.16,102.87,48.32,26.5,8.78,0,48.32,51.84,28,43.42,11.35,35.23,193.26,67.19,26.5,24.16,100.67,273.22,-0,9.63,11.91,6.09,6.44,30.27,10.57,15.7,12.95,11.35,11.9,8.8,23.85,57,0,82.48,52,48,119.22,27,21.67,33,0,25.17,75.49,0,33,33,25.17

36,08:45-09:00,62.81,0,24.16,24.16,0,48.32,29.16,102.87,48.32,26.5,9.44,0,48.32,58.6,32,43.42,12.2,35.23,193.26,67.19,26.5,24.16,100.67,273.22,-0,9.63,11.91,6.09,6.44,31.29,10.57,15.7,12.95,12.2,11.9,8.8,27.09,63,0,82.41,57,54,135.46,30,22.67,33,0,26.67,79.99,0,33,33,26.67

37,09:00-09:15,62.81,0,24.16,24.16,0,48.32,29.16,85.15,48.32,26.61,10,0,48.32,65.43,33,43.42,12.93,35.23,193.26,56.25,26.61,24.16,53.15,273.22,-77.48,9.25,11.91,6.09,0,31.29,10.57,15.7,12.76,12.93,11.9,8.8,30.21,67,0,90.31,63,60,151.06,32,22.93,33,0,28.67,85.99,0,33,33,28.67

38,09:15-09:30,62.81,0,24.16,24.16,0,48.32,29.16,85.15,48.32,26.61,10.55,0,48.32,71.28,37,43.42,13.66,35.23,193.26,56.25,26.61,24.16,53.15,273.22,-77.48,9.25,11.91,6.09,0,31.29,10.57,15.7,12.76,13.66,11.9,8.8,33.25,73,0,97.53,69,66,166.24,34,23.64,33,0,29.83,89.51,0,33,33,29.83

39,09:30-09:45,62.81,0,24.16,24.16,0,48.32,29.16,113.02,48.32,26.61,11.1,0,48.32,76.62,39,43.42,14.37,35.23,193.26,76.23,26.61,24.16,53.15,273.22,-77.48,9.25,11.91,6.09,0,31.29,10.57,15.7,12.76,14.37,11.9,8.8,36.04,78,0,104.55,74,70,180.22,36,24.48,33,0,32,96,0,33,33,32

40,09:45-10:00,62.81,0,24.16,24.16,0,48.32,29.16,113.02,48.32,26.61,11.48,0,48.32,81.7,41,43.42,14.86,35.23,193.26,59.15,26.61,24.16,53.15,273.22,-77.48,9.25,11.91,6.09,0,31.29,10.57,15.7,12.76,14.86,11.9,8.8,38.64,83,0,105.33,81,75,193.18,38,25.35,33,0,32.83,98.51,0,33,33,32.83

41,10:00-10:15,62.81,0,24.16,24.16,0,48.32,29.16,113.02,48.32,26.61,11.82,0,48.32,86.42,43,43.42,15.3,35.23,193.26,56.25,26.61,24.16,53.15,273.22,-77.48,9.25,11.91,6.09,0,31.29,6.04,8.98,12.67,15.3,11.9,8.57,41.67,87,0,115.38,85,78,208.33,40,24.74,33,0,33.17,99.49,0,33,33,33.17

42,10:15-10:30,62.81,0,24.16,24.16,0,48.32,29.16,113.02,48.32,26.61,12.21,0,48.32,90.68,45,43.42,15.81,35.23,193.26,56.25,26.61,24.16,53.15,273.22,-77.48,9.25,11.91,6.09,0,31.29,6.04,8.98,12.67,15.81,11.9,8.57,45,91,0,121.03,90,81,225,41,25.54,33,0,33.83,101.51,0,33,33,33.83

43,10:30-10:45,62.81,0,24.16,24.16,0,48.32,29.16,88.86,48.32,26.61,12.62,0,48.32,94.42,47,43.42,16.32,35.23,193.26,56.25,26.61,24.16,53.15,273.22,-77.48,9.25,11.91,6.09,0,31.29,6.04,8.98,12.67,16.32,11.9,8.57,46.67,93,0,125.62,93,82,233.33,42,30,33,0,35,105,0,33,33,35

44,10:45-11:00,62.81,0,24.16,24.16,0,48.32,29.16,85.15,48.32,26.61,12.8,0,48.32,97.13,48,43.42,16.56,35.23,193.26,56.26,26.61,24.16,53.15,273.22,-77.48,9.25,11.91,6.09,0,31.29,6.04,8.98,12.67,16.56,11.9,8.57,48.33,96,0,128.93,93,84,241.67,43,30,33,0,35.33,106.01,0,33,33,35.33

45,11:00-11:15,62.81,0,24.16,24.16,0,48.32,29.16,85.15,48.32,26.61,13,0,48.32,100,49,43.42,16.82,35.23,193.26,56.26,26.61,24.16,53.15,251.24,-77.48,9.25,11.91,5.15,0,31.29,6.04,8.98,12.58,16.82,11.9,8.57,49.17,98,0,132.25,96,85,245.83,45,32.67,33,0,35.67,106.99,0,33,33,35.67

46,11:15-11:30,62.81,0,24.16,24.16,0,48.32,29.16,85.15,48.32,26.61,13.21,0,48.32,100,49,43.42,17.09,35.23,193.26,56.26,26.61,24.16,53.15,231.91,-77.48,9.25,11.91,5.15,0,31.29,6.04,8.98,12.58,17.09,11.9,8.57,50,98,0,136.05,97,87,250,45,32.67,33,0,35.33,106.01,0,33,33,35.33

47,11:30-11:45,62.81,0,24.16,24.16,0,48.32,29.16,85.15,48.32,26.61,13.44,0,48.32,100,49,43.42,17.39,35.23,193.26,56.25,26.61,24.16,82.14,211.62,-77.48,9.25,11.91,5.15,0,31.29,6.04,8.98,12.58,17.39,11.9,8.57,50,98,0,136.64,97,88,250,45,32.33,33,0,39.22,117.68,0,33,33,39.22

48,11:45-12:00,62.81,0,24.16,24.16,0,48.32,29.16,85.15,48.32,26.61,13.44,0,48.32,100,49,43.42,17.38,35.23,193.26,56.26,26.61,24.16,100.67,211.62,-77.48,9.25,11.91,5.15,0,31.29,6.04,8.98,12.58,17.38,11.9,8.57,50,98,0,138.2,97,90,250,45,32,33,0,38.79,116.34,0,33,33,38.79

49,12:00-12:15,62.81,0,24.16,24.16,0,48.32,29.16,85.15,48.32,26.7,13.45,0,48.32,100,49,43.42,17.41,33.14,193.26,56.26,26.7,24.16,100.67,211.62,-77.48,9.09,11.91,6.09,0,31.29,3.24,4.35,12.39,17.41,11.9,8.57,50,98,0,140.05,97,90,250,45,31,33,0,36.51,109.51,0,33,33,36.51

50,12:15-12:30,62.81,0,24.16,24.16,0,48.32,29.16,85.15,48.32,0,13.48,0,48.32,100,49,43.42,17.46,33.14,193.26,56.26,26.7,24.16,100.67,211.62,-77.48,9.09,11.91,6.09,0,31.29,3.24,4.35,12.39,17.46,11.9,8.57,50,98,0,139.76,97,90,250,45,30.67,33,0,35.69,107.09,0,33,33,35.69

51,12:30-12:45,62.81,0,24.16,24.16,0,48.32,29.16,102.87,48.32,26.7,13.56,0,48.32,100,49,43.42,17.54,33.14,193.26,67.19,26.7,24.16,100.67,211.62,-77.48,10.02,11.91,6.09,0,31.29,3.24,4.35,12.39,17.54,11.9,8.57,50,98,0,141.32,97,90,250,45,32,33,0,35.22,105.66,0,33,33,35.22

52,12:45-13:00,62.81,0,24.16,24.16,0,48.32,29.16,102.87,48.32,26.7,13.41,0,48.32,100,49,43.42,17.35,33.14,193.26,67.19,26.7,24.16,100.67,211.62,-77.48,10.02,11.91,6.09,0,31.29,3.24,4.35,12.39,17.35,11.9,8.57,50,98,0,139.76,97,90,250,45,31.67,33,0,34.45,103.35,0,33,33,34.45

53,13:00-13:15,62.81,0,24.16,24.16,0,48.32,29.16,130.74,48.32,26.7,13.31,0,48.32,100,49,43.42,17.22,33.14,193.26,75.88,26.7,24.16,100.67,231.91,-77.48,10.4,11.91,6.09,0,31.29,3.24,4.35,12.3,17.22,11.9,8.73,50,98,0,126.44,97,90,250,45,31.33,33,0,33.84,101.52,0,33,33,33.84

54,13:15-13:30,62.81,0,24.16,24.16,0,48.32,29.16,130.74,48.32,26.7,13.26,0,48.32,100,48,43.42,17.15,33.14,193.26,75.88,26.7,24.16,100.67,251.24,-77.48,10.4,11.91,6.09,0,31.29,3.24,4.35,12.3,17.15,11.9,8.73,50,96,0,125.2,96,88,250,44,31,33,0,33.08,99.24,0,33,33,33.08

55,13:30-13:45,62.81,0,24.16,24.16,0,48.32,29.16,130.74,48.32,26.7,13.24,0,48.32,100,48,43.42,17.13,33.14,193.26,77.82,26.7,24.16,100.67,273.22,-77.48,10.4,11.91,6.09,0,31.29,3.24,4.35,12.3,17.13,11.9,8.96,50,95,0,122.75,95,87,250,43,32.33,33,0,32.38,97.13,0,33,33,32.38

56,13:45-14:00,62.81,0,24.16,24.16,0,48.32,29.16,130.74,48.32,26.7,13.02,0,48.32,100,46,43.42,16.85,33.14,193.26,81.68,26.7,24.16,100.67,273.22,-77.48,10.4,11.91,6.09,0,31.29,3.24,4.35,12.3,16.85,11.9,8.96,49.83,92,0,119.71,93,84,249.14,42,32,33,0,32.32,96.94,0,33,33,32.32

57,14:00-14:15,62.81,0,24.16,24.16,0,48.32,29.16,102.87,48.32,26.7,12.84,0,48.32,100,45,43.42,16.61,33.14,193.26,67.19,26.7,24.16,100.67,273.22,-77.48,10.78,11.91,6.37,0,31.29,3.24,4.35,12.2,16.61,11.9,9.35,48.98,90,0,116.16,92,81,244.9,41,31.67,33,0,31.08,93.24,0,33,33,31.08

58,14:15-14:30,62.81,0,24.16,24.16,0,48.32,29.16,102.87,48.32,26.7,12.68,0,48.32,97.8,44,43.42,16.42,33.14,193.26,67.19,26.7,24.16,100.67,273.22,-77.48,10.78,11.91,6.37,0,31.29,3.24,4.35,12.2,16.42,11.9,9.35,47.55,87,0,111.63,90,79,237.74,41,31,33,0,30.89,92.66,0,33,33,30.89

59,14:30-14:45,62.81,0,24.16,24.16,0,48.32,29.16,102.87,48.32,26.7,12.57,0,48.32,95.14,43,43.42,16.26,33.14,193.26,67.19,26.7,24.16,100.67,251.24,-77.48,10.78,11.91,6.37,0,31.29,3.24,4.35,12.2,16.26,11.9,9.74,45.99,87,0,105.97,89,78,229.94,39,31,33,0,32.67,97.99,0,33,33,32.67

60,14:45-15:00,62.81,0,24.16,24.16,0,48.32,29.16,102.87,48.32,26.7,12.22,0,48.32,92.04,42,43.42,15.81,33.14,193.26,67.19,26.7,24.16,100.67,273.22,-77.48,10.78,11.91,6.37,0,31.29,3.24,4.35,12.2,15.81,11.9,9.74,44.28,83,0,96.27,87,75,221.4,38,31,33,0,32.83,98.51,0,33,33,32.83

61,15:00-15:15,62.81,0,24.16,24.16,0,48.32,29.16,102.87,48.32,26.7,11.47,0,48.32,88.5,39,43.42,14.84,33.14,193.26,67.19,26.7,24.16,100.67,273.22,-77.48,10.78,11.91,7.03,0,31.29,3.24,4.35,12.58,14.84,11.9,10.13,42.1,79,0,89.6,85,72,210.49,37,31,33,0,33,99,0,33,33,33

62,15:15-15:30,62.81,0,24.16,24.16,0,48.32,29.16,102.87,48.32,26.7,10.72,0,48.32,84.04,37,43.42,13.87,33.14,193.26,67.19,26.7,24.16,100.67,273.22,-77.48,10.78,11.91,7.03,0,31.29,3.24,4.35,12.58,13.87,11.9,10.13,40.16,75,0,83.33,79,67,200.79,36,31,33,0,33.17,99.49,0,33,33,33.17

63,15:30-15:45,62.81,0,24.16,24.16,0,48.32,29.16,102.87,48.32,24.1,9.96,0,48.32,79.33,35,43.42,12.89,33.14,193.26,67.19,24.1,24.16,100.67,273.22,-77.48,10.78,11.91,7.03,0,31.29,6.04,8.98,12.58,12.89,11.9,10.13,37.81,70,0,76.75,71,63,189.06,33,31,33,0,33.33,100.01,0,33,33,33.33

64,15:45-16:00,62.81,0,24.16,24.16,0,48.32,29.16,102.87,48.32,24.1,9.09,0,48.32,74.53,32,43.42,11.76,33.14,193.26,67.19,24.1,24.16,100.67,273.22,-77.48,10.78,11.91,7.03,0,31.29,6.04,8.98,12.58,11.76,11.9,10.13,35.13,63,0,69.62,66,58,175.65,32,31,33,0,33.83,101.51,0,33,33,33.83

