Column1,Time,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/08032047/L_NR_2021_14,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,GNA/NR/2025/07/01/1044,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/2952,NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/8139,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,GNA/NR/2025/07/01/8128,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,GNA/NR/2025/07/01/1192,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,GNA/NR/2025/07/01/2786,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/8154,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/3109,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,GNA/NR/2025/07/01/8230,GNA/NR/2025/07/01/2236
72,17:45-18:00,16.67,0,40.02,0,0,16,6,20.38,8.8,13.26,21.67,10,16.67,5,0,49.99,18.53,14,16.58,43.98,3.24,86.75,8.51,25.85,100.2,134.89,270.51,10.73,115.38,6.33,15.93,5.6,25.85,0,130.13,3.52,43.71,3.52,-0,20.75,28.26,15.24,19.24,2.72,10.47,224.82,81.75

73,18:00-18:15,16.67,0,40.02,0,0,12,5,0,7.05,0,20,5,16.67,3,0,49.99,18.17,8,12.83,35.26,0,86.75,8.51,9,100.2,134.89,270.51,10.73,115.38,6.33,16.39,6.06,29,0,130.13,2.82,43.71,2.82,-0,20.75,29.78,0,0,2.18,10.47,224.82,81.75

74,18:15-18:30,16.67,0,40.02,0,0,9,3,0,5.35,0,17.96,3,16.67,1,0,49.99,17.9,5,8.13,26.73,0,86.75,8.51,9,100.2,134.89,270.51,10.73,115.38,6.33,16.39,6.06,29,0,130.13,2.1,43.71,2.1,-0,20.75,29.78,0,0,1.62,10.47,224.82,81.75

75,18:30-18:45,18.33,0,43.02,0,0,6,1,0,3.98,0,13.74,1,18.33,0,0,55.01,17.61,2,3.85,19.91,0,86.75,8.51,9,100.2,134.89,270.51,10.73,115.38,6.33,16.39,6.06,29,0,130.13,0,43.71,0,-0,20.75,29.78,0,0,0,10.47,224.82,81.75

76,18:45-19:00,18,0,43.02,0,0,4,1,0,2.94,0,0.88,0,18,0,0,54,17.33,1,1.37,14.72,0,86.75,8.51,9,100.2,134.89,270.51,10.73,115.38,6.33,16.39,6.06,29,0,130.13,0,43.71,0,-0,20.75,29.78,0,0,0,10.47,224.82,81.75

77,19:00-19:15,13.52,0,43.02,0,0,2,0,0,1.96,0,0.28,0,13.52,0,0,40.53,17.27,0,0,9.79,0,86.75,8.51,29,100.2,134.89,270.51,10.73,115.38,6.33,16.84,6.53,29,0,130.13,0,43.71,0,-0,20.75,29.78,0,0,0,10.47,224.82,81.75

78,19:15-19:30,13.13,0,43.02,0,0,1,0,0,1.14,0,0.03,0,13.13,0,0,39.41,17.32,0,0,5.72,0,86.75,8.51,29,100.2,134.89,270.51,10.73,115.38,6.33,16.84,6.53,29,0,130.13,0,43.71,0,-0,20.75,30.28,0,0,0,10.47,224.82,81.75

79,19:30-19:45,12.75,0,43.02,0,0,0,0,0,0.22,0,0,0,12.75,0,0,38.25,17.4,0,0,1.07,0,86.75,8.51,29,100.2,134.89,270.51,10.73,115.38,6.33,16.84,6.53,29,0,130.13,0,43.71,0,-0,20.75,31.29,0,0,0,10.47,224.82,81.75

80,19:45-20:00,12.75,0,43.02,0,0,0,0,0,0.02,0,0,0,12.75,0,0,38.25,17.49,0,0,0.11,0,86.75,8.51,29,100.2,134.89,270.51,10.73,115.38,6.33,16.84,6.53,29,0,130.13,0,43.71,0,-0,20.75,31.29,0,0,0,10.47,224.82,81.75

81,20:00-20:15,12.75,0,43.02,0,0,0,0,0,0,0,0,0,12.75,0,0,38.25,17.33,0,0,0,0,86.75,8.51,29,100.2,134.89,270.51,10.73,115.38,6.33,17.3,6.53,29,0,130.13,0,43.71,0,-0,20.75,30.79,0,0,0,10.47,224.82,81.75

82,20:15-20:30,12.75,0,43.02,0,0,0,0,0,0,0,0,0,12.75,0,0,38.25,17.04,0,0,0,0,86.75,8.51,29,100.2,134.89,270.51,10.73,115.38,6.33,17.3,6.53,29,0,130.13,0,43.71,0,-0,20.75,30.79,0,0,0,10.47,224.82,81.75

83,20:30-20:45,12.73,0,43.02,0,0,0,0,0,0,0,0,0,12.73,0,0,38.16,16.73,0,0,0,0,86.75,8.51,29,100.2,134.89,270.51,10.73,115.38,6.33,17.3,6.53,29,0,130.13,0,43.71,0,-0,20.75,30.28,0,0,0,10.47,224.82,81.75

84,20:45-21:00,12.62,0,43.02,0,0,0,0,0,0,0,0,0,12.62,0,0,37.87,16.41,0,0,0,0,86.75,8.51,29,100.2,134.89,270.51,10.73,115.38,6.33,17.3,6.53,29,0,130.13,0,43.71,0,-0,20.75,30.28,0,0,0,10.47,224.82,81.75

85,21:00-21:15,12.42,0,43.02,0,0,0,0,0,0,0,0,0,12.42,0,0,37.23,16.14,0,0,0,0,86.75,8.51,29,100.2,134.89,270.51,10.73,115.38,6.33,17.3,6.53,29,0,130.13,0,43.71,0,-0,20.75,30.28,0,0,0,10.47,224.82,81.75

86,21:15-21:30,12.31,0,43.02,0,0,0,0,0,0,0,0,0,12.31,0,0,36.94,15.91,0,0,0,0,86.75,8.51,29,100.2,134.89,270.51,10.73,115.38,6.33,17.3,6.53,29,0,130.13,0,43.71,0,-0,20.75,29.78,0,0,0,10.47,224.82,81.75

87,21:30-21:45,11.8,0,40.02,0,0,0,0,0,0,0,0,0,11.8,0,0,35.39,19.33,0,0,0,0,86.75,8.51,29,100.2,134.89,270.51,10.73,115.38,6.33,18.69,6.06,29,0,130.13,0,43.71,0,-0,20.75,29.78,0,0,0,10.47,224.82,81.75

88,21:45-22:00,12,0,39.82,0,0,0,0,0,0,0,0,0,12,0,0,36.02,19,0,0,0,0,86.75,8.51,29,100.2,134.89,270.51,10.73,115.38,6.33,18.69,6.06,29,0,130.13,0,43.71,0,-0,20.75,29.78,0,0,0,10.47,224.82,81.75

89,22:00-22:15,15.5,0,39.62,0,0,0,0,0,0,0,0,0,15.5,0,0,46.48,18.33,0,0,0,0,86.75,8.51,29,100.2,134.89,270.51,10.73,115.38,6.33,15,5.92,29,0,130.13,0,43.71,0,-0,20.75,29.78,0,0,0,10.47,224.82,81.75

90,22:15-22:30,15.25,0,39.62,0,0,0,0,0,0,0,0,0,15.25,0,0,45.77,17.67,0,0,0,0,86.75,8.51,29,100.2,134.89,270.51,10.73,115.38,6.33,15,5.92,29,0,130.13,0,43.71,0,-0,20.75,29.27,0,0,0,10.47,224.82,81.75

91,22:30-22:45,15.17,0,39.62,0,0,0,0,0,0,0,0,0,15.17,0,0,45.49,17,0,0,0,0,86.75,8.51,29,100.2,134.89,270.51,10.13,115.38,6.33,15,5.92,29,0,130.13,0,43.71,0,-0,20.75,30.28,0,0,0,10.47,224.82,81.75

92,22:45-23:00,15.31,0,39.22,0,0,0,0,0,0,0,0,0,15.31,0,0,45.91,16.67,0,0,0,0,86.75,8.51,29,100.2,134.89,270.51,10.13,115.38,6.33,15,5.92,29,0,130.13,0,43.71,0,-0,20.75,30.28,0,0,0,10.47,224.82,81.75

93,23:00-23:15,15.22,0,39.22,0,0,0,0,0,0,0,0,0,15.22,0,0,45.68,15.67,0,0,0,0,86.75,8.51,29,100.2,134.89,270.51,9.97,115.38,6.33,15,5.73,29,0,130.13,0,43.71,0,-0,20.75,30.28,0,0,0,10.47,224.82,81.75

94,23:15-23:30,15.29,0,39.22,0,0,0,0,0,0,0,0,0,15.29,0,0,45.87,15.24,0,0,0,0,86.75,8.51,29,100.2,134.89,270.51,9.97,115.38,6.33,15,5.73,29,0,130.13,0,43.71,0,-0,20.75,30.28,0,0,0,10.47,224.82,81.75

95,23:30-23:45,15.02,0,39.22,0,0,0,0,0,0,0,0,0,15.02,0,0,45.03,14.73,0,0,0,0,86.75,8.51,29,100.2,134.89,270.51,9.97,115.38,6.33,15,5.73,29,0,130.13,0,43.71,0,-0,20.75,29.78,0,0,0,10.47,224.82,81.75

96,23:45-24:00,15.15,0,38.82,0,0,0,0,0,0,0,0,0,15.15,0,0,45.46,14.21,0,0,0,0,86.75,8.51,29,100.2,134.89,270.51,9.97,115.38,6.33,15,5.73,29,0,130.13,0,43.71,0,-0,20.75,29.78,0,0,0,10.47,224.82,81.75

