Block,Time,JHAJJAR,KGSU3AND4,KUDGI,RAPPB,URI,ANTA_RF,AURY_LF,AURY_RF,CHAMERA3,NAPP,NNTPP,RAPPC,SINGRAULI,ANTA_CRF,DADRI_GF,DULHASTI,KKNP,KOLDAM,NLCIIST1,NTPL,RAMPUR,RIHAND2,RSTPSU7,SIMHST1,SIMHST2,SINGRAULI_HYDRO,UNCHAHAR4,CHAMERA1,KGSU1AND2,KKNPPU2,TANDA2,TelanganaSTPP,VALLURNTECL,DADRI_CRF,DADRI_RF,FSTPP I & II,RSTPSU1TO6,TALA,TANAKPUR,UNCHAHAR2,BRBCL,TALST2,URI2,ANTA_GF,ANTA_LF,AURY_CRF,DHAULIGNGA,KHSTPP-I,KISHANGANGA,NJPC,NLCEXP,NLCTS2EXP,RIHAND1,SALAL,SASAN,TEHRI,UNCHAHAR3,BSIUL,CHAMERA2,DADRT2,KHSTPP-II,KOTESHWR,MAPS,NLCIIST2,PARBATI3,RIHAND3,SEWA2,UNCHAHAR1,AURY_GF,DADRI_LF
6,01:15-01:30,654.31,0,0,0,5.19,42.74,0,69.5,9.68,41.65,0,51.78,102,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,14.3,0,6.17,11.53,42.4,15,0,5.38,0,0,0,9.11,44.92,0,46.78,0,0,45,79.38,405,14.93,0,0,13.06,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

7,01:30-01:45,654.31,0,0,0,6.07,42.74,0,69.5,9.68,41.65,0,51.78,102,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,14.3,0,6.17,11.53,42.4,15,0,5.38,0,0,0,9.11,44.92,0,46.78,0,0,45,79.38,405,14.93,0,0,13.06,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

8,01:45-02:00,654.31,0,0,0,6.07,42.74,0,69.5,9.68,41.65,0,51.78,102,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,14.3,0,6.17,11.53,42.4,15,0,5.38,0,0,0,9.11,44.92,0,46.78,0,0,45,26.73,405,14.93,0,0,13.06,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

9,02:00-02:15,654.31,0,0,0,6.07,42.74,0,69.5,9.68,41.65,0,51.78,102,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,14.3,0,6.17,11.53,42.4,15,0,5.38,0,0,0,9.11,44.92,0,46.78,0,0,45,12.78,405,14.93,0,0,13.06,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

10,02:15-02:30,654.31,0,0,0,6.07,42.74,0,69.5,9.68,41.65,0,51.78,102,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,14.3,0,6.17,11.53,42.4,15,0,5.38,0,0,0,9.11,44.92,0,46.78,0,0,45,12.78,405,14.93,0,0,13.06,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

11,02:30-02:45,654.31,0,0,0,6.07,42.74,0,69.5,9.68,41.65,0,51.78,102,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,14.3,0,6.17,11.53,42.4,15,0,5.38,0,0,0,9.11,44.92,0,46.78,0,0,45,12.78,405,14.93,0,0,13.06,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

12,02:45-03:00,654.31,0,0,0,6.07,42.74,0,69.5,9.68,41.65,0,51.78,102,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,14.3,0,6.17,11.53,42.4,15,0,5.38,0,0,0,9.11,44.92,0,46.78,0,0,45,12.78,405,14.93,0,0,13.06,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

13,03:00-03:15,654.31,0,0,0,6.07,42.74,0,69.5,9.68,41.65,0,51.78,102,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,14.3,0,6.17,11.53,42.4,15,0,5.38,0,0,0,9.11,44.92,0,46.78,0,0,45,12.78,405,14.93,0,0,13.06,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

14,03:15-03:30,654.31,0,0,0,6.07,42.74,0,69.5,9.68,41.65,0,51.78,102,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,14.3,0,6.17,11.53,42.4,15,0,5.38,0,0,0,9.11,44.92,0,46.78,0,0,45,12.78,405,14.93,0,0,13.06,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

15,03:30-03:45,654.31,0,0,0,5.52,42.74,0,69.5,9.68,41.65,0,51.78,102,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,14.3,0,6.17,11.53,42.4,15,0,5.38,0,0,0,9.11,44.92,0,46.78,0,0,45,12.78,405,14.93,0,0,13.06,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

16,03:45-04:00,654.31,0,0,0,5.52,42.74,0,69.5,9.68,41.65,0,51.78,102,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,14.3,0,6.17,11.53,42.4,15,0,5.38,0,0,0,9.11,44.92,0,46.78,0,0,45,12.78,405,14.93,0,0,13.06,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

17,04:00-04:15,654.31,0,0,0,5.52,42.74,0,69.5,9.68,41.65,0,51.78,102,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,14.3,0,6.17,11.53,42.4,15,0,5.38,0,0,0,9.11,44.92,0,46.78,0,0,45,12.78,405,14.93,0,0,13.06,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

18,04:15-04:30,654.31,0,0,0,5.52,42.74,0,69.5,9.68,41.65,0,51.78,102,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,14.3,0,6.17,11.53,42.4,15,0,5.38,0,0,0,9.11,44.92,0,46.78,0,0,45,12.78,405,14.93,0,0,13.06,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

19,04:30-04:45,654.31,0,0,0,7.73,42.74,0,69.5,9.68,41.65,0,51.78,102,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,14.3,0,3.82,11.53,42.4,15,0,5.38,0,0,0,9.11,44.92,0,46.78,0,0,45,12.78,405,14.93,0,0,13.06,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

20,04:45-05:00,654.31,0,0,0,7.73,42.74,0,69.5,9.68,41.65,0,51.78,102,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,14.3,0,3.82,11.53,42.4,15,0,5.38,0,0,0,9.11,44.92,0,46.78,0,0,45,12.78,405,14.93,0,0,13.06,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

21,05:00-05:15,654.31,0,0,0,5.52,42.74,0,69.5,9.68,41.65,0,51.78,102,0,0,44.91,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,14.3,0,3.67,11.53,42.4,15,0,5.38,0,0,0,9.11,44.92,0,46.78,0,0,45,12.78,405,14.93,0,0,13.06,341.57,148.3,8.87,0,0,3.56,124.32,0,20.56,0,21.92

22,05:15-05:30,654.31,0,0,0,5.52,42.74,0,69.5,9.68,41.65,0,51.78,102,0,0,44.91,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,14.3,0,3.39,11.53,42.4,15,0,5.38,0,0,0,9.11,44.92,0,46.78,0,0,45,12.78,405,14.93,0,1.1,13.06,341.57,148.3,8.87,0,0,3.56,124.32,0,20.56,0,21.92

23,05:30-05:45,654.31,0,0,0,6.63,42.74,0,69.5,9.68,41.65,0,51.78,102,0,0,44.91,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,14.3,0,3.08,11.53,42.4,15,0,5.38,0,0,0,18.23,44.92,0,70.17,0,0,45,12.78,405,14.93,0,6.52,13.06,341.57,148.3,8.87,0,0,10.18,124.32,0,20.56,0,21.92

24,05:45-06:00,654.31,0,0,0,6.63,42.74,0,69.5,19.36,41.65,0,51.78,102,0,0,44.91,0,0,0,0,0,118.76,0,0,0,0,0,11.85,0,0,0,0,0,0,66.85,14.3,0,3.08,11.53,42.4,15,0,5.38,0,0,0,27.48,44.92,0,88.93,0,0,45,12.78,405,14.93,0,6.52,26.26,341.57,148.3,8.87,0,0,49.01,124.32,0,20.56,0,21.92

25,06:00-06:15,654.31,0,0,0,6.63,41.68,0,69.5,30.56,41.65,0,51.78,102,0,0,49.43,0,0,0,0,0,118.76,0,0,0,0,0,14.05,0,0,0,0,0,0,66.85,14.3,0,2.94,13.06,42.4,15,0,5.38,0,0,0,37.65,44.92,0,116.95,0,0,45,12.78,405,31.13,0,19.56,40.79,341.57,148.3,19.72,0,0,49.01,124.32,0,20.56,0,21.92

26,06:15-06:30,654.31,0,0,0,11.04,41.68,0,69.5,30.56,41.65,0,51.78,102,0,0,49.43,0,0,0,0,0,118.76,0,0,0,0,0,14.05,0,0,0,0,0,0,66.85,14.3,0,2.8,13.06,42.4,15,0,5.38,0,0,0,37.65,44.92,0,116.95,0,0,45,2.33,405,31.13,0,19.56,40.79,341.57,148.3,19.72,0,0,49.01,124.32,0,20.56,0,21.92

27,06:30-06:45,654.31,0,0,0,48.57,41.68,0,69.5,30.56,41.65,0,51.78,102,0,0,49.43,0,0,0,0,0,118.76,0,0,0,0,0,14.05,0,0,0,0,0,0,66.85,14.3,0,2.65,13.06,42.4,15,0,5.38,0,0,0,37.65,44.92,0,116.95,0,0,45,2.33,405,31.13,0,19.56,40.79,341.57,148.3,19.72,0,0,49.01,124.32,0,20.56,0,21.92

28,06:45-07:00,654.31,0,0,0,48.57,41.68,0,69.5,30.56,41.65,0,51.78,102,0,0,49.43,0,0,0,0,0,118.76,0,0,0,0,0,14.05,0,0,0,0,0,0,66.85,14.3,0,2.65,13.06,42.4,15,0,5.38,0,0,0,37.65,44.92,0,116.95,0,0,45,2.33,405,30.68,0,19.56,40.79,341.57,148.3,19.72,0,0,33.1,124.32,0,20.56,0,21.92

29,07:00-07:15,654.31,0,0,0,11.04,41.68,0,69.5,19.36,41.65,0,51.78,102,0,0,44.91,0,0,0,0,0,118.76,0,0,0,0,0,11.85,0,0,0,0,0,0,66.85,14.3,0,2.8,11.53,42.4,15,0,5.38,0,0,0,27.48,44.92,0,116.95,0,0,45,2.33,405,14.93,0,6.52,39.51,341.57,148.3,9.86,0,0,33.1,124.32,0,20.56,0,21.92

30,07:15-07:30,654.31,0,0,0,6.63,41.68,0,69.5,9.68,41.65,0,51.78,102,0,0,44.91,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,14.3,0,2.94,11.53,42.4,15,0,5.38,0,0,0,18.23,44.92,0,88.73,0,0,45,2.33,405,0,0,6.52,26.34,341.57,148.3,8.87,0,0,7.64,124.32,0,20.56,0,21.92

31,07:30-07:45,654.31,0,0,0,6.63,41.68,0,69.5,9.68,41.65,0,51.78,102,0,0,44.91,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,14.3,0,2.94,11.02,42.4,15,0,5.38,0,0,0,18.23,44.92,0,70.17,0,0,60,2.33,405,0,0,6.52,12,341.57,148.3,8.87,0,0,3.56,124.32,0,20.56,0,21.92

32,07:45-08:00,654.31,0,0,0,6.63,41.68,0,69.5,0,41.65,0,51.78,102,0,0,44.91,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,14.3,0,2.94,11.02,42.4,15,0,5.38,0,0,0,18.23,44.92,0,70.17,0,0,65,2.33,405,0,0,6.52,12,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

33,08:00-08:15,654.31,0,0,0,6.63,41.68,0,69.5,0,41.65,0,51.78,102,0,0,44.91,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,14.3,0,3.08,11.02,42.4,15,0,5.38,0,0,0,9.11,44.92,0,70.17,0,0,65,2.33,405,0,0,6.52,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

34,08:15-08:30,654.31,0,0,0,6.63,41.68,0,69.5,0,41.65,0,51.78,102,0,0,44.91,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,14.3,0,3.08,11.02,42.4,15,0,5.38,0,0,0,9.11,44.92,0,46.78,0,0,70,2.33,405,0,0,6.52,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

35,08:30-08:45,654.31,0,0,0,6.63,41.68,0,69.5,0,41.65,0,51.78,103.12,0,0,44.91,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,14.3,0,8.47,11.02,42.4,15,0,5.38,0,0,0,9.11,44.92,0,46.78,0,0,70,2.33,405,0,0,6.52,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

36,08:45-09:00,654.31,0,0,0,6.63,41.68,0,69.5,0,41.65,0,51.78,103.12,0,0,44.91,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,15.01,0,8.47,11.02,42.4,15,0,5.38,0,0,0,9.11,44.92,0,46.78,0,0,75,2.33,405,0,0,6.52,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

37,09:00-09:15,654.31,0,0,0,6.63,41.68,0,69.5,0,41.65,0,51.78,103.12,0,0,44.91,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,15.01,0,5.97,10.89,42.4,15,0,6.99,0,0,0,9.11,44.92,0,46.78,0,0,75,2.33,405,0,0,6.52,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

38,09:15-09:30,654.31,0,0,0,6.63,41.68,0,69.5,0,41.65,0,51.78,103.12,0,0,44.91,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,15.71,0,6.12,10.89,42.4,15,0,6.99,0,0,0,9.11,44.92,0,46.78,0,0,80,2.33,405,0,0,6.52,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

39,09:30-09:45,654.31,0,0,0,48.57,41.68,0,69.5,0,41.65,0,51.78,103.12,0,0,44.91,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,15.71,0,5.97,10.89,42.4,15,0,6.99,0,0,0,9.11,44.92,0,46.78,0,0,80,2.33,405,0,0,6.52,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

40,09:45-10:00,654.31,0,0,0,48.57,41.68,0,69.5,0,41.65,0,51.78,103.12,0,0,44.91,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,17.1,0,5.97,10.89,42.4,15,0,6.99,0,0,0,9.11,44.92,0,46.78,0,0,85,26.73,405,0,0,6.52,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

41,10:00-10:15,654.31,0,0,0,8.83,41.48,0,69.5,0,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,17.1,0,5.82,10.76,42.4,15,0,6.99,0,0,0,9.11,44.92,0,46.78,0,0,85,79.38,405,0,0,6.52,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

42,10:15-10:30,654.31,0,0,0,6.07,41.48,0,69.5,0,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,17.79,0,5.82,10.76,42.4,15,0,6.99,0,0,0,9.11,44.92,0,42.23,0,0,92,79.38,405,0,0,6.52,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

43,10:30-10:45,654.31,0,0,0,6.07,41.48,0,69.5,0,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,18.48,0,5.23,10.76,42.4,15,0,6.99,0,0,0,9.11,44.92,0,23.39,0,0,92,79.38,405,0,0,6.52,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

44,10:45-11:00,654.31,0,0,0,6.07,41.48,0,69.5,0,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,19.18,0,5.23,10.76,42.4,15,0,6.99,0,0,0,9.11,44.92,0,23.39,0,0,92,79.38,405,0,0,6.52,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

45,11:00-11:15,654.31,0,0,0,6.07,41.48,0,69.5,0,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,19.88,0,5.23,10.76,42.4,15,0,6.99,0,0,0,9.11,44.92,0,23.39,0,0,92,26.73,393.75,0,0,0,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

46,11:15-11:30,654.31,0,0,0,6.07,41.48,0,69.5,0,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,20.8,0,5.23,10.76,42.4,15,0,6.99,0,0,0,9.11,44.92,0,23.39,0,0,92,2.33,393.75,0,0,0,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

47,11:30-11:45,654.31,0,0,0,6.07,41.48,0,69.5,0,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,20.8,0,5.53,10.76,42.4,15,0,6.99,0,0,0,9.11,44.92,0,23.39,0,0,92,2.33,393.75,0,0,0,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

48,11:45-12:00,654.31,0,0,0,6.07,41.48,0,69.5,0,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,66.85,20.8,0,5.53,10.76,42.4,15,0,6.99,0,0,0,9.11,44.92,0,23.39,0,0,92,2.33,393.75,0,0,0,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

49,12:00-12:15,654.31,0,0,0,6.07,41.16,0,69.5,0,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,65.76,20.8,0,5.53,10.76,42.4,15,0,5.38,0,0,0,9.11,44.92,0,23.39,0,0,92,2.33,393.75,0,0,0,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

50,12:15-12:30,654.31,0,0,0,6.07,41.16,0,69.5,0,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,65.76,20.8,0,5.53,10.76,42.4,15,0,5.38,0,0,0,9.11,44.92,0,23.39,0,0,92,2.33,393.75,0,0,0,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

51,12:30-12:45,654.31,0,0,0,45.27,41.16,0,69.5,0,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,65.76,20.8,0,8.48,10.76,42.4,15,0,26.9,0,0,0,9.11,44.92,0,23.39,0,0,92,2.33,393.75,0,0,0,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

52,12:45-13:00,654.31,0,0,0,45.27,41.16,0,69.5,0,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,65.76,20.8,0,8.48,10.76,42.4,15,0,26.9,0,0,0,9.11,44.92,0,23.39,0,0,92,2.33,393.75,0,0,0,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

53,13:00-13:15,654.31,0,0,0,8.83,41.16,0,69.5,0,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,65.76,20.8,0,8.48,10.76,42.4,15,0,26.9,0,0,0,9.11,44.92,0,23.39,0,0,67,2.33,393.75,0,0,0,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

54,13:15-13:30,654.31,0,0,0,6.07,41.16,0,69.5,0,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,65.76,20.8,0,8.48,10.76,42.4,15,0,26.9,0,0,0,9.11,44.92,0,23.39,0,0,67,12.78,393.75,0,0,0,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

55,13:30-13:45,654.31,0,0,0,6.07,41.16,0,69.5,0,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,65.76,20.8,0,8.48,11.15,42.4,15,0,26.9,0,0,0,9.11,44.92,0,23.39,0,0,67,12.78,393.75,0,0,0,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

56,13:45-14:00,654.31,0,0,0,6.07,41.16,0,69.5,0,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,65.76,20.8,0,8.48,11.15,42.4,15,0,26.9,0,0,0,9.11,44.92,0,23.39,0,0,67,12.78,393.75,0,0,0,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

57,14:00-14:15,654.31,0,0,0,6.07,41.16,0,69.5,0,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,65.76,20.8,0,6.58,11.15,42.4,15,0,26.9,0,0,0,9.11,44.92,0,23.39,0,0,67,12.78,393.75,0,0,0,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

58,14:15-14:30,654.31,0,0,0,6.07,41.16,0,69.5,0,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,65.76,20.8,0,6.58,11.15,42.4,15,0,26.9,0,0,0,9.11,44.92,0,23.39,0,0,67,12.78,393.75,0,0,0,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

59,14:30-14:45,654.31,0,0,0,6.07,41.16,0,69.5,0,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,65.76,20.8,0,6.58,11.15,42.4,15,0,5.38,0,0,0,9.11,44.92,0,46.78,0,0,67,12.78,393.75,0,0,0,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

60,14:45-15:00,654.31,0,0,0,6.07,41.16,0,69.5,0,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,65.76,20.8,0,6.58,11.15,42.4,15,0,5.38,0,0,0,9.11,44.92,0,46.78,0,0,67,12.78,393.75,0,0,0,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

61,15:00-15:15,654.31,0,0,0,6.07,41.16,0,69.5,0,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,65.76,20.8,0,6.58,11.15,42.4,15,0,5.38,0,0,0,9.11,44.92,0,46.78,0,0,67,12.78,393.75,0,0,0,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

62,15:15-15:30,654.31,0,0,0,6.07,41.16,0,69.5,0,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,65.76,20.8,0,3.8,11.15,42.4,15,0,5.38,0,0,0,9.11,44.92,0,46.78,0,0,67,12.78,393.75,0,0,0,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

