Block,Time,BRBCL,CHAMERA2,KKNP,NAPP,NTPL,TANAKPUR,ANTA_GF,DADRI_RF,DHAULIGNGA,KISHANGANGA,NJPC,PARBATI3,RAPPC,RIHAND1,RSTPSU1TO6,RSTPSU7,TANDA2,UNCHAHAR2,UNCHAHAR4,ANTA_LF,BSIUL,FSTPP I & II,JHAJJAR,KHSTPP-I,NLCIIST2,NNTPP,RAPPB,TALST2,AURY_RF,DADRI_LF,KUDGI,SALAL,SASAN,SEWA2,SINGRAULI_HYDRO,URI2,VALLURNTECL,DADRI_CRF,CHAMERA3,DADRT2,KGSU1AND2,NLCEXP,NLCTS2EXP,SINGRAULI,TelanganaSTPP,UNCHAHAR1,URI,DADRI_GF,CHAMERA1,DULHASTI,KOLDAM,KOTESHWR,NLCIIST1,SIMHST2,TALA,TEHRI,UNCHAHAR3,ANTA_CRF,AURY_CRF,KGSU3AND4,KHSTPP-II,KKNPPU2,MAPS,RAMPUR,RIHAND2,RIHAND3,SIMHST1,ANTA_RF,AURY_GF,AURY_LF
11,02:30-02:45,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,33.69,0,0,0,0,53.75,23.56,0,1.4,270,0,0,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,8.87,0,0,0,0,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.62,0,0

12,02:45-03:00,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,33.69,0,0,0,0,53.75,23.56,0,1.4,270,0,0,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,8.87,0,0,0,0,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.84,0,0

13,03:00-03:15,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,33.69,0,0,0,0,53.75,23.56,0,1.4,270,0,0,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,8.87,0,0,0,0,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.84,0,0

14,03:15-03:30,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,33.69,0,0,0,0,53.75,23.56,0,1.4,270,0,0,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,8.87,0,0,0,0,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.84,0,0

15,03:30-03:45,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,33.69,0,0,0,0,53.75,23.56,0,1.4,270,0,0,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,8.87,0,0,0,0,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.84,0,0

16,03:45-04:00,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,33.69,0,0,0,0,53.75,23.56,0,1.4,270,0,0,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,8.87,0,0,0,0,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.84,0,0

17,04:00-04:15,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,33.69,0,0,0,0,53.75,23.56,0,1.4,270,0,0,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,8.87,0,0,0,15.31,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.84,0,0

18,04:15-04:30,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,33.69,0,0,0,0,53.75,23.56,0,1.4,270,0,0,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,8.87,0,0,0,15.31,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.84,0,0

19,04:30-04:45,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,33.69,0,0,0,0,53.75,23.56,0,1.4,270,0,0,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,8.87,0,0,0,15.31,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,45.04,0,0

20,04:45-05:00,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,33.69,0,0,0,0,53.75,23.56,0,1.4,270,0,0,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,8.87,0,0,0,15.31,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,45.04,0,0

21,05:00-05:15,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,33.69,0,0,0,0,53.75,23.56,0,1.4,270,0,0,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,8.87,0,0,0,15.31,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,45.04,0,0

22,05:15-05:30,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,33.69,0,0,0,0,53.75,23.56,0,1.4,270,0,0,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,8.87,0,0,0,30.05,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,45.04,0,0

23,05:30-05:45,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,33.69,0,0,0,0,53.75,23.56,0,1.4,270,0,0,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,8.87,0,0,0,30.62,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,45.04,0,0

24,05:45-06:00,20,0,0,44.38,0,2.05,0,69.05,0,0,18.94,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,33.69,0,0,0,0,53.75,23.56,0,1.4,270,0,0,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,8.87,0,0,0,30.62,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,45.04,0,0

25,06:00-06:15,20,0,0,44.38,0,2.05,0,0,0,0,46.78,3.82,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,33.69,0,0,0,0,53.75,23.56,0,1.4,270,0,0,4.31,0,69.05,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,8.87,0,0,0,45.93,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,45.04,0,0

26,06:15-06:30,20,3.74,0,44.38,0,2.05,0,0,0,0,70.17,16.54,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,33.69,0,0,0,0,53.75,23.56,0,1.4,270,0,0,4.31,0,69.05,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,17.75,0,0,0,45.93,26.4,2.1,0,0,148.3,0,0,0,118.76,124.33,0,42.95,0,0

27,06:30-06:45,20,7.99,0,44.38,0,2.05,0,0,7.92,0,93.56,16.54,53.17,92,0,0,0,42.39,0,0,2.2,20.8,434.65,33.69,0,0,0,0,53.75,23.56,0,1.4,270,0,0,4.31,0,69.05,1.27,683.14,0,0,0,104.15,0,10.28,1.11,0,14.05,16.48,0,26.62,0,0,0,45.93,26.4,7.35,0,0,148.3,0,0,0,118.76,124.33,0,37.7,0,0

28,06:45-07:00,20,34.66,0,44.38,0,2.05,0,0,27.41,0,116.95,16.54,53.17,92,0,0,0,42.39,0,0,13.04,20.8,434.65,33.69,0,0,0,0,53.75,23.56,0,1.4,270,7.9,0,4.31,0,69.05,19.38,683.14,0,0,0,104.15,0,10.28,1.11,0,28.05,32.96,0,39.05,0,0,0,61.23,26.4,14.7,0,0,148.3,0,0,0,118.76,124.33,0,30.55,0,0

29,07:00-07:15,20,34.66,0,44.38,0,2.05,0,0,27.41,0,116.95,16.54,53.17,92,0,0,0,42.39,0,0,13.04,20.8,434.65,33.69,0,0,0,0,53.75,23.56,0,1.4,292.5,7.9,0,4.31,0,69.05,29.06,683.14,0,0,0,104.15,0,10.28,1.11,0,28.05,32.96,0,39.05,0,0,0,61.23,26.4,18.9,0,0,148.3,0,0,0,118.76,124.33,0,26.35,0,0

30,07:15-07:30,20,34.66,0,44.38,0,2.05,0,0,27.41,0,116.95,16.54,53.17,92,0,0,0,42.39,0,0,13.04,20.8,434.65,33.69,0,0,0,0,53.75,23.56,0,1.4,303.75,7.9,0,4.31,0,69.05,29.06,683.14,0,0,0,104.15,0,10.28,1.11,0,28.05,32.96,0,39.05,0,0,0,61.23,26.4,25.2,0,0,148.3,0,0,0,118.76,124.33,0,20.05,0,0

31,07:30-07:45,20,34.66,0,44.38,0,2.05,0,0,27.41,0,116.95,16.54,53.17,92,0,0,0,42.39,0,0,13.04,20.8,434.65,33.69,0,0,0,0,53.75,23.56,0,1.4,309.38,8.19,0.36,4.31,0,69.05,29.06,683.14,0,0,0,104.15,0,10.28,1.66,0,28.05,32.96,0,39.05,0,0,0,61.23,26.4,28.88,0,0,148.3,0,0,0,118.76,124.33,0,16.38,0,0

32,07:45-08:00,20,34.66,0,44.38,0,2.05,0,0,27.41,0,116.95,3.57,53.17,92,0,0,0,42.39,0,0,13.04,20.8,434.65,33.69,0,0,0,0,53.75,23.56,0,1.4,315,8.19,0.36,4.31,0,69.05,29.06,683.14,0,0,0,104.15,0,10.28,26.49,0,28.05,32.96,0,39.05,0,0,0,61.23,26.4,28.88,0,0,148.3,0,0,0,118.76,124.33,0,16.38,0,0

33,08:00-08:15,20,34.66,0,44.38,0,2.05,0,0,27.41,0,93.56,0,53.17,92,0,0,0,42.39,0,0,13.04,20.8,434.65,33.69,0,0,0,0,53.75,23.56,0,9.29,320.62,8.19,0.36,4.31,0,69.05,19.38,683.14,0,0,0,104.15,0,10.28,26.49,0,28.05,32.96,0,39.05,0,0,0,61.23,26.4,28.88,0,0,148.3,0,0,0,118.76,124.33,0,16.38,0,0

34,08:15-08:30,20,3.34,0,44.38,0,2.05,0,0,27.41,0,70.17,0,53.17,92,0,0,0,42.39,0,0,2.2,20.8,434.65,33.69,0,0,0,0,53.75,23.56,0,41.83,326.25,8.19,0.36,4.31,0,69.05,1.27,683.14,0,0,0,104.15,0,10.28,26.49,0,28.05,16.48,0,26.62,0,0,0,61.23,26.4,28.88,0,0,148.3,0,0,0,118.76,124.33,0,16.38,0,0

35,08:30-08:45,20,0,0,44.38,0,2.05,0,0,15.92,0,46.78,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,33.69,0,0,0,0,53.75,23.56,0,41.83,331.88,0,0.36,4.31,0,69.05,0,683.14,0,0,0,104.15,0,10.28,1.33,0,14.05,0,0,26.62,0,0,0,61.23,26.4,28.88,0,0,148.3,0,0,0,118.76,124.33,0,16.38,0,0

36,08:45-09:00,20,0,0,44.38,0,2.05,0,0,7.92,0,46.78,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,33.69,0,0,0,0,53.75,23.56,0,41.83,337.5,0,0.36,4.31,0,69.05,0,683.14,0,0,0,104.15,0,10.28,1.33,0,14.05,0,0,17.75,0,0,0,61.23,26.4,28.88,0,0,148.3,0,0,0,118.76,124.33,0,16.07,0,0

37,09:00-09:15,20,0,0,44.38,0,7.81,0,0,0,0,39.78,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,33.69,0,0,0,0,53.75,23.56,0,41.83,348.75,0,0.36,4.31,0,69.05,0,683.14,0,0,0,104.15,0,10.28,1.33,0,0,0,0,17.75,0,0,0,61.23,26.4,28.88,0,0,148.3,0,0,0,118.76,124.33,0,16.07,0,0

38,09:15-09:30,20,0,0,44.38,0,7.81,0,0,0,0,20.36,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,33.69,0,0,0,0,53.75,23.56,0,41.83,360,0,0.36,4.31,0,69.05,0,683.14,0,0,0,104.15,0,10.28,1.33,0,0,0,0,17.75,0,0,0,61.23,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.42,0,0

39,09:30-09:45,20,0,0,44.38,0,7.81,0,0,0,0,18.94,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,41.83,371.25,0,0.36,4.31,0,69.05,0,683.14,0,0,0,104.15,0,10.28,1.66,0,0,0,0,8.87,0,0,0,45.93,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.42,0,0

40,09:45-10:00,20,0,0,44.38,0,7.81,0,0,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,9.29,382.5,0,0.36,4.31,0,69.05,0,683.14,0,0,0,104.15,0,10.28,1.66,0,0,0,0,8.87,0,0,0,45.93,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.1,0,0

41,10:00-10:15,20,0,0,44.38,0,7.81,0,0,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,1.4,393.75,0,0.36,10.76,0,69.05,0,683.14,0,0,0,104.15,0,10.28,26.49,0,0,0,0,8.87,0,0,0,45.93,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,43.89,0,0

42,10:15-10:30,20,0,0,44.38,0,7.81,0,0,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,1.4,393.75,0,0.36,10.76,0,69.05,0,683.14,0,0,0,104.15,0,10.28,26.49,0,0,0,0,8.87,0,0,0,45.93,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,43.89,0,0

43,10:30-10:45,20,0,0,44.38,0,2.05,0,0,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,1.4,393.75,0,0.36,10.76,0,69.05,0,683.14,0,0,0,104.15,0,10.28,26.49,0,0,0,0,8.87,0,0,0,30.62,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,43.68,0,0

44,10:45-11:00,20,0,0,44.38,0,2.05,0,0,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,1.4,393.75,0,0.36,10.76,0,69.05,0,683.14,0,0,0,104.15,0,10.28,3.31,0,0,0,0,8.87,0,0,0,30.62,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,43.68,0,0

45,11:00-11:15,20,0,0,44.38,0,2.05,0,0,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,1.4,393.75,0,0.36,10.76,0,69.05,0,683.14,0,0,0,104.15,0,10.28,1.33,0,0,0,0,8.87,0,0,0,30.62,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,43.47,0,0

46,11:15-11:30,20,0,0,44.38,0,2.05,0,0,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,1.4,393.75,0,0.36,10.76,0,69.05,0,683.14,0,0,0,104.15,0,10.28,1.33,0,0,0,0,8.87,0,0,0,30.62,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,43.47,0,0

47,11:30-11:45,20,0,0,44.38,0,2.05,0,0,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,1.4,393.75,0,0.36,4.31,0,69.05,0,683.14,0,0,0,104.15,0,10.28,1.33,0,0,0,0,8.87,0,0,0,30.62,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,43.05,0,0

48,11:45-12:00,20,0,0,44.38,0,2.05,0,0,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,1.4,393.75,0,0.36,4.31,0,69.05,0,683.14,0,0,0,104.15,0,10.28,1.33,0,0,0,0,8.87,0,0,0,30.62,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,43.05,0,0

49,12:00-12:15,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,1.4,393.75,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,4.41,0,0,0,0,8.87,0,0,0,14.68,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,42.84,0,0

50,12:15-12:30,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,1.4,393.75,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,4.41,0,0,0,0,8.87,0,0,0,14.68,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,42.84,0,0

51,12:30-12:45,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,1.4,393.75,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,2.21,0,0,0,0,8.87,0,0,0,14.68,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,42.84,0,0

52,12:45-13:00,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,1.4,393.75,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,8.87,0,0,0,0,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,42.84,0,0

53,13:00-13:15,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,1.4,393.75,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,8.87,0,0,0,0,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,42.63,0,0

54,13:15-13:30,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,1.4,393.75,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,8.87,0,0,0,0,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,42.63,0,0

55,13:30-13:45,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,1.4,393.75,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,8.87,0,0,0,0,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,42.63,0,0

56,13:45-14:00,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,1.4,393.75,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,8.87,0,0,0,0,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,42.63,0,0

57,14:00-14:15,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,1.4,393.75,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,8.87,0,0,0,14.61,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,42.52,0,0

58,14:15-14:30,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,1.4,393.75,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,8.87,0,0,0,14.61,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,42.52,0,0

59,14:30-14:45,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,1.4,393.75,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,8.87,0,0,0,29.23,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,42.52,0,0

60,14:45-15:00,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,1.4,393.75,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,8.87,0,0,0,29.23,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,42.52,0,0

61,15:00-15:15,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,1.4,393.75,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,8.87,0,0,0,29.23,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,42.73,0,0

62,15:15-15:30,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,1.4,393.75,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,8.87,0,0,0,29.23,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,42.73,0,0

63,15:30-15:45,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,1.4,382.5,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,8.87,0,0,0,45.74,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,42.73,0,0

64,15:45-16:00,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,1.4,371.25,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,8.87,0,0,0,45.74,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,42.73,0,0

