Column1,Time,NR/22102023/11042047/L_NR_2021_17,GNA/WR/2024/11/01/4200,NR/30092023/26122029/SH-06,GNA/WR/2024/10/15/7089,GNA/NR/2024/12/01/2197,NR/22102023/11042047/L_NR_2021_16,GNA/SR/2024/12/01/6968,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/12/01/1599,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/12/01/7739,GNA/NR/2024/12/01/1766,GNA/NR/2024/12/01/1899,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/12/01/1475,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/12/01/3428,NR/01102023/19072037/LT-05,NR/01082024/19092033/Chanju/TPDDL/01082024,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19
28,06:45-07:00,0,0,0,0,31.74,0,150,0,0,0,24.73,1.62,86.75,135.24,0,1.07,0,31.74,8.66,0.34,0.34,0.69,0,0.34,31.74,130.55,8.66,35.06,1.92,56,56,22,3.54,0,66,0,0,0,15,9.86,22,5,18.77,0.16

29,07:00-07:15,0,0,0,0,31.74,1,150,0,0.11,0,24.23,1.62,86.75,135.24,0,1.07,0,31.74,8.66,0.64,0.66,0.69,0,0.64,31.74,130.55,8.66,39.3,1.92,40.33,40.34,18.33,3.84,0.55,55.01,1,0,2,15.33,19.92,18.33,10,29.25,4.54

30,07:15-07:30,1,0,0,0,31.74,2,150,1,0.5,0,23.22,1.62,86.75,135.24,0,1.07,0,31.74,8.66,1.08,1.11,0.69,0,1.08,31.74,130.55,8.66,43.55,1.92,40.33,40.34,18,4.21,2.51,54,4,1,3,15,31.75,18,16,31.75,13.74

31,07:30-07:45,3,0,0,0,34.62,5,150,2,2.07,0,23.22,1.62,86.75,135.24,0,1.07,0,34.62,8.66,1.65,1.69,0.69,0,1.65,34.62,130.55,8.66,47.79,1.92,41,41,17.67,4.62,10.33,52.99,7,3,6,15,29.5,17.67,22,29.5,22.53

32,07:45-08:00,4,0,0,0,34.62,8,150,4,4.43,0,23.22,1.62,86.75,135.24,0,1.07,0,34.62,8.66,2.37,2.43,0.69,0,2.37,34.62,130.55,8.66,52.03,1.92,42.33,42.34,17,5.07,22.14,51,11,4,8,14.33,29,17,25,29,31.69

33,08:00-08:15,8,0,0,0,36.54,17,150,6,7.84,0,23.22,1.57,86.75,135.24,0,1.07,0,36.54,11.54,3.14,3.22,0.69,0,3.14,36.54,130.55,11.54,56.27,1.84,42,42,17,4.75,39.19,51,28,12,13,8,30.56,17,30.57,30.57,42.76

34,08:15-08:30,12,0,0,0,36.54,23,150,10,13.03,0,22.21,1.57,86.75,135.24,0,1.07,0,36.54,11.54,3.91,4.01,0.69,0,3.91,36.54,130.55,11.54,56.56,1.84,42,42,16.67,4.65,65.16,49.99,42,18,22,7.67,30.9,16.67,30.9,30.9,55.08

35,08:30-08:45,15,0,0,0,36.54,29,150,14,17.81,0,22.21,1.57,86.75,135.24,0,1.14,0,36.54,11.54,4.66,4.78,0.69,0,4.66,36.54,130.55,11.54,56.56,1.84,48.33,48.34,16.67,4.59,89.07,49.99,60,25,30,7.67,30.9,16.67,30.9,30.9,67.47

36,08:45-09:00,18,0,0,0,36.54,37,150,18,22.03,0,22.21,1.57,86.75,135.24,0,1.14,0,36.54,11.54,5.64,5.79,0.69,0,5.64,36.54,130.55,11.54,56.56,1.84,48.33,48.34,16.33,4.57,110.18,49.01,77,33,42,7.33,31.3,16.33,31.3,31.3,79.03

37,09:00-09:15,22,0,0,0,28.85,43,150,22,26.03,0,22.21,1.57,86.75,135.24,0,1.14,0,28.85,8.66,7.17,7.35,0.69,0,7.17,28.85,130.55,8.66,56.56,1.92,48.33,48.34,20.83,7.01,130.13,62.51,91,39,43,10,31.3,20.83,31.3,31.3,89.47

38,09:15-09:30,25,0,0,0,28.85,50,150,26,29.84,0,21.2,1.57,86.75,135.24,0,1.14,0,28.85,8.66,8.04,8.24,0.69,0,8.04,28.85,130.55,8.66,56.56,1.92,47.67,47.66,20.83,7.01,149.19,62.51,105,45,48,10,31.3,20.83,31.3,31.3,98.8

39,09:30-09:45,28,0,0,0,28.85,57,150,29,33.58,0,21.2,1.57,86.75,135.24,0,1.14,0,28.85,8.66,9.05,9.27,0.69,0,9.05,28.85,130.55,8.66,56.56,1.92,47.33,47.34,20.83,7.01,167.9,62.51,119,51,56,10,31.3,20.83,31.3,31.3,107.25

40,09:45-10:00,32,0,0,0,28.85,63,150,31,36.79,0,21.2,1.57,76.48,135.24,0,1.14,0,28.85,8.66,10.35,10.61,0.69,0,10.35,28.85,115.19,8.66,32.07,1.92,47,47,20.5,7.01,183.96,61.5,133,57,63,9.67,31.3,20.5,31.3,31.3,114.86

41,10:00-10:15,35,0,0,0,28.85,69,150,33,39.72,0,21.2,1.62,76.48,135.24,0,1.14,0,28.85,8.66,11.26,11.55,0.69,0,11.26,28.85,115.19,8.66,32.07,1.92,46.33,46.34,20.17,7.01,198.59,60.49,147,63,72,11,31.3,20.17,31.3,31.3,121.44

42,10:15-10:30,37,0,0,0,28.85,73,150,35,42.39,0,21.2,1.62,86.75,135.24,0,1.14,0,28.85,8.66,12.01,12.31,0.69,0,12.01,28.85,130.55,8.66,32.07,1.92,45.67,45.66,19.67,7.01,211.93,58.99,158,67,75,10.67,31.3,19.67,31.3,31.3,126.79

43,10:30-10:45,38,0,0,0,28.85,77,150,37,42.14,0,21.2,1.62,86.75,135.24,0,1.14,0,28.85,8.66,12.67,12.99,0.69,0,12.67,28.85,130.55,8.66,32.07,1.92,45,45,19.17,7.01,210.68,57.49,168,72,79,10.33,31.3,19.17,31.3,31.3,131.2

44,10:45-11:00,40,0,0,0,28.85,80,150,38,44.61,0,21.2,1.62,86.75,135.24,0,1.14,0,28.85,8.66,13.25,13.58,0.69,0,13.25,28.85,130.55,8.66,32.07,1.92,44.33,44.34,18.67,7.01,223.06,55.99,175,75,83,10,31.3,18.67,31.3,31.3,134.74

45,11:00-11:15,45,0,0,0,25.97,91,150,40,46.67,0,21.2,1.62,76.48,115.17,0,1.22,0,25.97,8.66,13.64,13.97,0.77,0,13.64,25.97,115.19,8.66,32.07,1.92,43.67,43.66,18.17,7.01,233.38,54.49,179,76,87,9.33,31.3,18.17,31.3,31.3,137.5

46,11:15-11:30,47,0,0,0,25.97,93,150,41,47.5,0,21.2,1.62,76.48,94.98,0,1.22,0,25.97,8.66,14.03,14.38,0.77,0,14.03,25.97,115.19,8.66,32.07,1.92,43,43,17.17,7.01,237.5,51.49,182,78,88,9,31.3,17.17,31.3,31.3,139.65

47,11:30-11:45,47,0,0,0,25.97,93,150,41,47.5,0,21.2,1.62,76.48,74.78,0,1.22,0,25.97,8.66,14.13,14.49,0.77,0,14.13,25.97,115.19,8.66,35.06,1.92,25,25,12.5,7.01,237.5,37.5,189,81,90,8.33,31.3,12.5,31.3,31.3,141.05

48,11:45-12:00,47,0,0,0,25.97,93,150,42,47.5,0,21.2,1.62,76.48,74.78,0,1.22,0,25.97,8.66,14.13,14.49,0.77,0,14.13,25.97,115.19,8.66,35.06,1.92,25,25,12.5,7.01,237.5,37.5,196,84,91,8.33,31.3,12.5,31.3,31.3,141.89

49,12:00-12:15,47,0,0,0,25.97,93,150,42,47.5,0,21.2,1.66,76.48,74.78,0,1.22,0,25.97,8.66,14.13,14.49,0.77,0,14.13,25.97,115.19,8.66,35.06,1.92,20,20,12.17,7.01,237.5,36.49,196,84,91,8.33,31.3,12.17,31.3,31.3,141.96

50,12:15-12:30,47,0,0,0,25.97,93,150,43,47.5,0,21.2,1.66,76.48,74.78,0,1.22,0,25.97,8.66,14.13,14.49,0.77,0,14.13,25.97,115.19,8.66,35.06,1.92,20.67,20.66,11.83,7.01,237.5,35.51,196,84,91,8.33,31.3,11.83,31.3,31.3,141.1

51,12:30-12:45,47,0,0,0,25.97,93,150,42,47.5,0,20.69,1.66,76.48,74.78,0,1.22,0,25.97,8.66,14.13,14.49,0.77,0,14.13,25.97,115.19,8.66,35.06,1.92,21.33,21.34,11.5,7.01,237.5,34.5,196,84,91,8.33,31.3,11.5,31.3,31.3,139.6

52,12:45-13:00,47,0,0,0,25.97,93,150,42,47.5,0,20.69,1.66,76.48,74.78,0,1.22,0,25.97,8.66,14.13,14.49,0.77,0,14.13,25.97,115.19,8.66,35.06,1.92,22,22,11.17,7.01,237.5,33.49,196,84,91,8.33,31.3,11.17,31.3,31.3,137.29

53,13:00-13:15,46,0,0,0,25.97,92,150,43,47.5,0,20.69,1.66,65.99,74.78,0,1.38,0,25.97,8.66,14.98,15.36,0.85,0,14.98,25.97,98.4,8.66,35.06,1.84,22.33,22.34,11.17,7.01,237.5,33.49,196,84,92,11.67,31.3,11.17,31.3,31.3,134.35

54,13:15-13:30,44,0,0,0,25.97,89,150,42,47.5,0,20.69,1.66,65.99,74.78,0,1.38,0,25.97,8.66,14.98,15.36,0.85,0,14.98,25.97,98.4,8.66,35.06,1.84,23,23,11.17,7.01,237.5,33.49,189,81,92,11.67,31.3,11.17,31.3,31.3,130.67

55,13:30-13:45,44,0,0,0,25.97,88,150,41,47.5,0,20.69,1.66,65.99,74.78,0,1.38,0,25.97,8.66,14.51,14.87,0.85,0,14.51,25.97,98.4,8.66,35.06,1.84,23.67,23.66,11.17,7.01,237.5,33.49,189,81,91,11.67,31.3,11.17,31.3,31.3,126.27

56,13:45-14:00,41,0,0,0,25.97,83,150,40,47.44,0,20.69,1.66,65.99,74.78,0,1.38,0,25.97,8.66,14.34,14.71,0.85,0,14.34,25.97,98.4,8.66,35.06,1.84,24,24,11.17,7.01,237.23,33.49,182,78,88,11.67,31.3,11.17,31.3,31.3,121.02

57,14:00-14:15,40,0,0,0,25.97,80,150,39,45.78,0,20.69,1.71,65.99,74.78,0,1.38,0,25.97,8.66,13.86,14.21,0.85,0,13.86,25.97,98.4,8.66,35.06,1.92,24,24,11.17,7.01,228.9,33.49,175,75,83,11.33,31.3,11.17,31.3,31.3,114.96

58,14:15-14:30,38,0,0,0,25.97,75,150,37,43.92,0,20.69,1.71,65.99,74.78,0,1.38,0,25.97,8.66,13.09,13.42,0.85,0,13.09,25.97,98.4,8.66,35.06,1.92,24,24,11.17,7.01,219.59,33.49,165,70,79,11,31.3,11.17,31.3,31.3,108.02

59,14:30-14:45,36,0,0,0,25.97,71,150,35,41.83,0,22.21,1.71,65.99,94.98,0,1.38,0,25.97,8.66,12.37,12.68,0.85,0,12.37,25.97,98.4,8.66,35.06,1.92,24,24,11.17,6.6,209.13,33.49,154,66,77,10.67,31.3,11.17,31.3,31.3,100.32

60,14:45-15:00,33,0,0,0,25.97,67,150,33,39.66,0,23.22,1.71,65.99,115.17,0,1.38,0,25.97,8.66,11.29,11.57,0.85,0,11.29,25.97,98.4,8.66,35.06,1.92,24,24,11.17,6.6,198.29,33.49,144,61,75,10.33,31.3,11.17,31.3,31.3,91.84

61,15:00-15:15,32,0,0,0,25.97,63,150,30,36.88,0,23.22,1.71,76.25,135.24,0,1.45,0,25.97,8.66,10.46,10.72,0.93,0,10.46,25.97,113.76,8.66,35.06,1.92,34.33,34.34,11.17,6.6,184.42,33.49,130,55,68,9.67,32.46,11.17,32.47,32.47,82.41

62,15:15-15:30,29,0,0,0,25.97,59,150,28,33.78,0,23.72,1.71,76.25,135.24,0,1.45,0,25.97,8.66,9.33,9.57,0.93,0,9.33,25.97,113.76,8.66,35.06,1.92,35,35,11.17,6.6,168.88,33.49,116,49,62,9.33,32.46,11.17,32.47,32.47,72.02

63,15:30-15:45,26,0,0,0,31.74,52,150,26,30.53,0,23.72,1.71,76.25,135.24,0,1.45,0,31.74,8.66,8.27,8.47,0.93,0,8.27,31.74,113.76,8.66,35.06,1.92,36,36,11.17,7,152.66,33.49,102,43,53,9,33,11.17,27,33,61.13

64,15:45-16:00,23,0,0,0,31.74,45,150,22,26.84,0,23.72,1.71,76.25,135.24,0,1.45,0,31.74,8.66,7.21,7.38,0.93,0,7.21,31.74,113.76,8.66,35.06,1.92,37.33,37.34,11.17,7,134.19,33.49,88,37,46,8.67,33,11.17,24,33,49.29

65,16:00-16:15,18,0,0,0,31.74,36,150,18,23.18,0,24.23,1.71,76.25,135.24,0,1.45,0,31.74,8.66,6.11,6.26,0.93,0,6.11,31.74,130.55,8.66,32.07,1.92,38,38,13,7,115.88,39,70,30,38,12,33,13,18,33,37.17

66,16:15-16:30,15,0,0,0,31.74,29,150,12,19.2,0,24.23,1.71,76.25,135.24,0,1.45,0,31.74,8.66,4.98,5.1,0.93,0,4.98,31.74,130.55,8.66,32.07,1.92,38.33,38.34,12.67,7,96.01,37.99,56,24,30,11.67,22.96,12.67,12,33,25.74

67,16:30-16:45,11,0,0,0,36.54,21,150,8,14.95,0,24.23,1.71,86.75,135.24,0,1.45,0,36.54,9.62,3.82,3.92,0.93,0,3.82,36.54,130.55,9.62,32.07,1.92,36.67,36.66,12.33,7,74.76,37.01,42,18,22,11.33,13.36,12.33,6,22.17,16.65

68,16:45-17:00,6,0,0,0,36.54,12,150,5,10.47,0,24.23,1.71,86.75,135.24,0,1.45,0,36.54,9.62,2.67,2.74,0.93,0,2.67,36.54,130.55,9.62,32.07,1.92,36.33,36.34,12,7,52.36,36,28,12,15,11,5.99,12,1,12.55,10.84

69,17:00-17:15,2,0,0,0,37.51,4,150,2,6.19,0,24.23,1.71,75.01,135.24,0,1.53,0,37.51,12.5,1.9,1.95,0.93,0,1.9,37.51,191.17,12.5,56.56,1.92,35.33,35.34,15,7,30.97,45,14,6,11,10.33,1.48,15,0,4.85,6.73

70,17:15-17:30,1,0,0,0,37.51,2,150,1,3.21,0,24.73,1.71,75.01,135.24,0,1.53,0,37.51,12.5,1.29,1.33,0.93,0,1.29,37.51,191.17,12.5,56.56,1.92,34.67,34.66,15,7,16.05,45,7,3,7,9.67,1.71,15,0,0.81,2.15

71,17:30-17:45,0,0,0,0,37.51,1,150,0,1.18,0,25.74,1.71,75.01,135.24,0,1.53,0,37.51,12.5,0.81,0.83,0.93,0,0.81,37.51,217.1,12.5,56.56,1.92,34.33,34.34,15,8.4,5.92,45,2,1,3,13,1,15,0,0.32,0

72,17:45-18:00,0,0,0,0,37.51,0,150,0,0.43,0,26.74,1.71,75.01,135.24,0,1.53,0,37.51,12.5,0.45,0.46,0.93,0,0.45,37.51,217.1,12.5,56.56,1.92,34,34,14.67,8.4,2.18,43.99,0,0,2,12.67,0.66,14.67,0,0.03,0

73,18:00-18:15,0,50,0,150,37.51,0,150,0,0,0,26.74,1.71,75.01,135.24,0,1.45,0,37.51,12.5,0.26,0.26,0.93,0,0.26,37.51,217.1,12.5,56.56,1.92,26.33,26.34,13.83,8.2,0.01,41.51,0,0,0,12,0,13.83,0,0,0

74,18:15-18:30,0,50,0,150,37.51,0,150,0,0,0,26.74,1.71,75.01,135.24,0,1.45,0,37.51,12.5,0,0,0.93,0,0,37.51,217.1,12.5,56.56,1.92,26.67,26.66,13.17,8.2,0,39.49,0,0,0,11.67,0,13.17,0,0,0

75,18:30-18:45,0,50,0,150,37.51,0,150,0,0,0,26.74,1.71,75.01,135.24,0,1.45,0,37.51,12.5,0,0,0.93,0,0,37.51,217.1,12.5,56.56,1.92,21.67,21.66,9.83,8,0,29.51,0,0,0,11,0,9.83,0,0,0

76,18:45-19:00,0,50,0,150,37.51,0,150,0,0,0,26.74,1.71,75.01,135.24,0,1.45,0,37.51,12.5,0,0,0.93,0,0,37.51,217.1,12.5,56.56,1.92,22.33,22.34,9.5,7.8,0,28.5,0,0,0,10.33,0,9.5,0,0,0

77,19:00-19:15,0,50,0,150,37.51,0,150,0,0,0,26.74,1.66,75.01,135.24,0,1.45,0,37.51,8.66,0,0,0.85,0,0,37.51,217.1,8.66,32.07,1.92,23,23,9.33,7.6,0,28.01,0,0,0,10,0,9.33,0,0,0

78,19:15-19:30,0,50,0,150,37.51,0,150,0,0,0,25.24,1.66,75.01,135.24,0,1.45,0,37.51,8.66,0,0,0.85,0,0,37.51,217.1,8.66,32.07,1.92,24,24,9.17,7.4,0,27.49,0,0,0,9.67,0,9.17,0,0,0

79,19:30-19:45,0,50,0,150,37.51,0,150,0,0,0,25.24,1.66,75.01,135.24,0,1.45,0,37.51,8.66,0,0,0.85,0,0,37.51,217.1,8.66,32.07,1.92,24.33,24.34,9,7.4,0,27,0,0,0,9.67,0,9,0,0,0

80,19:45-20:00,0,50,0,150,37.51,0,150,0,0,0,25.24,1.66,75.01,135.24,0,1.45,0,37.51,8.66,0,0,0.85,0,0,37.51,217.1,8.66,32.07,1.92,25,25,9,7.4,0,27,0,0,0,9.33,0,9,0,0,0

81,20:00-20:15,0,50,0,250,34.62,0,150,0,0,0,25.24,1.66,75.01,135.24,0,1.38,0,34.62,8.66,0,0,0.85,0,0,34.62,217.1,8.66,32.07,1.92,17,17,7.5,7.4,0,22.5,0,0,0,6.67,0,7.5,0,0,0

82,20:15-20:30,0,50,0,250,34.62,0,150,0,0,0,25.24,1.66,75.01,135.24,0,1.38,0,34.62,8.66,0,0,0.85,0,0,34.62,217.1,8.66,32.07,1.92,17.67,17.66,7.5,7.2,0,22.5,0,0,0,6.67,0,7.5,0,0,0

