Column1,Block,WR/2025/26047/A/52200,ER/2025/15683/A/52194,NER/2025/2918/A/52198,NR/2025/24882/A/51917,NR/2025/25166/C,NR/2025/25070/A/52214,NR/2025/25167/C,NR/2025/24992/A/51916,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/9606,GNA/NR/2025/02/01/2143,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/02/01/5886,GNA/WR/2025/01/01/8625,NR/2024/24418/A/51939,GNA/SR/2025/02/01/6460,GNA/NR/2025/02/01/4863,GNA/SR/2025/02/01/7432,GNA/NR/2025/02/01/2594,NR/30092023/31122025/SH-07,GNA/NR/2025/02/01/9969,NR/30092023/26122029/SH-06,Total
70,17:15-17:30,0,7.34,9.18,4.81,0,12.96,0,9.62,0,0,36.55,1.3,8.66,0,0.53,75,8.66,0,36.55,32,36.55,32,311.71

71,17:30-17:45,0,7.34,9.18,4.81,0,12.96,0,9.62,0,0,36.55,1.3,13.47,0,0.53,75,13.47,0,36.55,32,43.28,32,328.05999999999995

72,17:45-18:00,0,7.34,9.18,4.81,0,12.96,0,9.62,0,0,36.55,1.3,13.47,0,0.53,75,13.47,0,36.55,32,43.28,32,328.05999999999995

73,18:00-18:15,38.47,7.34,9.18,4.81,0,12.96,0,9.62,50,200,36.55,1.3,13.47,0,0.53,75,13.47,0,36.55,32,43.28,32,616.53

74,18:15-18:30,38.47,7.34,9.18,4.81,0,12.96,0,9.62,50,200,36.55,1.3,13.47,0,0.53,75,13.47,0,36.55,32,43.28,32,616.53

75,18:30-18:45,38.47,7.34,9.18,4.81,0,12.96,0,9.62,50,200,36.55,1.3,13.47,0,0.53,75,13.47,50,36.55,32,43.28,32,666.53

76,18:45-19:00,38.47,7.34,9.18,4.81,0,12.96,0,9.62,50,200,36.55,1.3,13.47,0,0.53,75,13.47,50,36.55,32,43.28,32,666.53

77,19:00-19:15,38.47,7.34,9.18,4.81,0,12.96,0,9.62,50,200,36.55,1.2,13.47,0,0.63,75,13.47,50,36.55,32,43.28,32,666.53

78,19:15-19:30,38.47,7.34,9.18,4.81,0,12.96,0,9.62,50,200,36.55,1.2,13.47,0,0.63,75,13.47,50,36.55,32,43.28,32,666.53

79,19:30-19:45,38.47,7.34,9.18,4.81,0,12.96,0,9.62,50,200,36.55,1.2,13.47,0,0.63,75,13.47,50,36.55,32,43.28,32,666.53

80,19:45-20:00,38.47,7.34,9.18,4.81,0,12.96,0,9.62,50,200,36.55,1.2,13.47,0,0.63,75,13.47,50,36.55,32,43.28,32,666.53

81,20:00-20:15,38.47,7.34,9.18,3.85,0,12.96,0,5.77,50,150,31.74,1.2,8.66,0,0.63,75,8.66,50,31.74,32,31.74,19.4,568.34

82,20:15-20:30,38.47,7.34,9.18,3.85,0,12.96,0,5.77,50,150,31.74,1.2,8.66,0,0.63,75,8.66,50,31.74,32,31.74,19.4,568.34

83,20:30-20:45,38.47,7.34,9.18,3.85,0,12.96,0,5.77,50,150,31.74,1.2,8.66,0,0.63,75,8.66,50,31.74,32,31.74,26.12,575.0600000000001

84,20:45-21:00,38.47,7.34,9.18,3.85,0,12.96,0,5.77,50,150,31.74,1.2,8.66,0,0.63,75,8.66,50,31.74,32,31.74,26.12,575.0600000000001

85,21:00-21:15,38.47,7.34,9.18,3.85,0,12.96,0,5.77,50,150,31.74,1.49,8.66,0,0.58,75,8.66,50,31.74,32,31.74,26.12,575.3000000000001

86,21:15-21:30,38.47,7.34,9.18,3.85,0,12.96,0,5.77,50,150,31.74,1.49,8.66,0,0.58,75,8.66,50,31.74,32,31.74,26.12,575.3000000000001

87,21:30-21:45,38.47,7.34,9.18,3.85,0,12.96,0,5.77,50,150,31.74,1.49,8.66,0,0.58,75,8.66,50,31.74,32,31.74,26.12,575.3000000000001

88,21:45-22:00,38.47,7.34,9.18,3.85,0,12.96,0,5.77,50,150,31.74,1.49,8.66,0,0.58,75,8.66,50,31.74,32,31.74,26.12,575.3000000000001

89,22:00-22:15,38.47,7.34,9.18,3.85,0,7.65,0,5.77,50,150,25.97,1.49,8.66,0,0.53,75,8.66,50,25.97,32,25.97,26.12,552.6300000000001

90,22:15-22:30,38.47,7.34,9.18,3.85,0,7.65,0,5.77,50,150,25.97,1.49,8.66,0,0.53,75,8.66,50,25.97,32,25.97,26.12,552.6300000000001

91,22:30-22:45,38.47,7.34,9.18,3.85,0,7.65,0,5.77,50,150,25.97,1.49,8.66,0,0.53,75,8.66,50,25.97,32,25.97,26.12,552.6300000000001

92,22:45-23:00,38.47,7.34,9.18,3.85,0,7.65,0,5.77,50,150,25.97,1.49,8.66,0,0.53,75,8.66,50,25.97,32,25.97,26.12,552.6300000000001

93,23:00-23:15,38.47,7.34,9.18,3.85,0,7.65,0,5.77,50,150,23.08,1.49,8.66,0,0.48,75,8.66,50,23.08,32,23.08,26.12,543.9100000000001

94,23:15-23:30,38.47,7.34,9.18,3.85,0,7.65,0,5.77,50,150,23.08,1.49,8.66,0,0.48,75,8.66,50,23.08,32,23.08,26.12,543.9100000000001

95,23:30-23:45,38.47,7.34,9.18,3.85,0,7.65,0,5.77,50,150,23.08,1.49,8.66,0,0.48,75,8.66,50,23.08,32,23.08,26.12,543.9100000000001

96,23:45-24:00,38.47,7.34,9.18,3.85,0,7.65,0,5.77,50,150,23.08,1.49,8.66,0,0.48,75,8.66,50,23.08,32,23.08,26.12,543.9100000000001

