Block,Time,JHAJJAR,KGSU3AND4,KUDGI,NLCIIST2,RIHAND3,TelanganaSTPP,AURY_CRF,BRBCL,DHAULIGNGA,KGSU1AND2,KISHANGANGA,NJPC,NLCEXP,RAMPUR,RIHAND2,URI,AURY_GF,CHAMERA1,DADRT2,KKNP,NTPL,RIHAND1,SIMHST2,TANDA2,BSIUL,NLCIIST1,RAPPC,RSTPSU7,SASAN,TALST2,UNCHAHAR4,ANTA_GF,AURY_RF,DULHASTI,FSTPP I & II,MAPS,RAPPB,SINGRAULI,URI2,ANTA_CRF,ANTA_RF,CHAMERA2,KHSTPP-I,KOLDAM,SALAL,TALA,TANAKPUR,CHAMERA3,KKNPPU2,PARBATI3,SEWA2,SINGRAULI_HYDRO,TEHRI,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,VALLURNTECL,ANTA_LF,AURY_LF,DADRI_LF,KHSTPP-II,KOTESHWR,NAPP,NLCTS2EXP,NNTPP,RSTPSU1TO6,SIMHST1,DADRI_CRF,DADRI_GF,DADRI_RF
31,07:30-07:45,434.65,0,0,0,62.16,0,0,15,27.41,0,0,113.64,0,0,118.76,26.49,0,28.05,682.79,0,0,92,0,0,13.04,0,26.14,0,348.98,0,0,0,70.81,32.96,20.8,0,0,139.69,4.31,0,44.73,39.51,43.71,0,55.77,0,0,19.38,0,0,10.53,0.65,53.17,19.98,42.39,26.4,0,0,0,0,148.3,39.05,43.68,0,0,0,0,0,0,90.42

32,07:45-08:00,434.65,0,0,0,62.16,0,0,15,27.41,0,0,113.64,0,0,118.76,26.49,0,24.09,682.79,0,0,92,0,0,19.56,0,26.14,0,348.98,0,0,0,70.81,32.96,20.8,0,0,139.69,4.31,0,44.73,39.51,43.71,0,9.29,0,0,19.38,0,0,10.53,0.65,53.17,19.98,42.39,26.4,0,0,0,0,148.3,39.05,43.68,0,0,0,0,0,0,90.42

33,08:00-08:15,434.65,0,0,0,62.16,0,0,15,27.41,0,0,113.64,0,0,118.76,1.11,0,24.09,682.79,0,0,92,0,0,19.56,0,26.14,0,348.98,0,0,0,70.81,32.96,20.8,0,0,139.69,4.31,0,44.52,39.51,43.71,0,1.4,0,0,19.38,0,0,10.53,0.65,53.17,19.98,42.39,26.4,0,0,0,0,148.3,39.05,43.68,0,0,0,0,0,0,90.42

34,08:15-08:30,434.65,0,0,0,62.16,0,0,15,18.27,0,0,113.64,0,0,118.76,1.11,0,13.2,682.79,0,0,92,0,0,1.1,0,26.14,0,348.98,0,0,0,70.81,32.96,20.8,0,0,139.69,4.31,0,44.42,2.66,44.92,0,1.4,0,0,9.68,0,0,10.53,0.65,39.87,19.98,42.39,26.4,0,0,0,0,148.3,29.58,43.68,0,0,0,0,0,0,90.42

35,08:30-08:45,434.65,0,0,0,62.16,0,0,15,18.27,0,0,83.43,0,0,118.76,1.11,0,13.2,682.79,0,0,92,0,0,0,0,26.14,0,348.98,0,0,0,70.81,16.48,20.8,0,0,139.69,4.31,0,44.42,0,44.92,0,1.4,0,0,9.68,0,0,5.27,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,17.75,43.68,0,0,0,0,0,0,90.42

36,08:45-09:00,434.65,0,0,0,62.16,0,0,15,9.14,0,0,62.51,0,0,118.76,1.11,0,0,682.79,0,0,92,0,0,0,0,26.14,0,348.98,0,0,0,70.81,16.48,20.8,0,0,139.69,4.31,0,44.42,0,45.53,0,1.4,0,0,9.68,0,0,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

37,09:00-09:15,434.65,0,0,0,62.16,0,0,15,0,0,0,41.67,0,0,118.76,1.11,0,0,682.79,0,0,92,0,0,0,0,26.14,0,348.98,0,0,0,70.81,16.48,20.8,0,0,139.69,4.31,0,44.21,0,45.53,0,1.4,0,0,0,0,0,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

38,09:15-09:30,434.65,0,0,0,62.16,0,0,15,0,0,0,18.94,0,0,118.76,1.11,0,0,682.79,0,0,92,0,0,0,0,26.14,0,348.98,0,0,0,70.81,16.48,20.8,0,0,139.69,4.31,0,43.99,0,45.53,0,1.4,0,0,0,0,0,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

39,09:30-09:45,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,1.11,0,0,682.79,0,0,92,0,0,0,0,26.14,0,348.98,0,0,0,70.81,16.48,20.8,0,0,139.69,10.76,0,43.57,0,45.53,0,1.4,0,6.79,0,0,0,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

40,09:45-10:00,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,1.11,0,0,682.79,0,0,92,0,0,0,0,26.14,0,348.98,0,0,0,70.81,16.48,20.8,0,0,139.69,10.76,0,43.57,0,45.53,0,1.4,0,6.79,0,0,0,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

41,10:00-10:15,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,26.49,0,0,638.72,0,0,92,0,0,0,0,26.14,0,348.98,0,0,0,70.81,0,20.8,0,0,139.69,10.76,0,43.47,0,45.53,0,1.4,0,5.76,0,0,0,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

42,10:15-10:30,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,26.49,0,0,683.14,0,0,92,0,0,0,0,26.14,0,348.98,0,0,0,70.81,0,20.8,0,0,139.69,10.76,0,43.26,0,45.53,0,1.4,0,5.76,0,0,0,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

43,10:30-10:45,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,26.49,0,0,683.14,0,0,92,0,0,0,0,26.14,0,348.98,0,0,0,70.81,0,20.8,0,0,139.69,10.76,0,43.05,0,45.53,0,1.4,0,5.76,0,0,0,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

44,10:45-11:00,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,3.31,0,0,683.14,0,0,92,0,0,0,0,26.14,0,348.98,0,0,0,70.81,0,20.8,0,0,139.69,10.76,0,42.84,0,45.53,0,1.4,0,5.76,0,0,0,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

45,11:00-11:15,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,1.11,0,0,683.14,0,0,92,0,0,0,0,26.14,0,348.98,0,0,0,70.81,0,20.8,0,0,139.69,4.31,0,42.73,0,45.53,0,1.4,0,0,0,0,0,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

46,11:15-11:30,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,1.11,0,0,683.14,0,0,92,0,0,0,0,26.14,0,348.98,0,0,0,70.81,0,20.8,0,0,139.69,4.31,0,42.52,0,45.53,0,1.4,0,0,0,0,0,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

47,11:30-11:45,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,0.66,0,0,683.14,0,0,92,0,0,0,0,26.14,0,348.98,0,0,0,70.81,0,20.8,0,0,139.69,4.31,0,42.52,0,45.53,0,1.4,0,0,0,0,0,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

48,11:45-12:00,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,0.66,0,0,683.14,0,0,92,0,0,0,0,26.14,0,348.98,0,0,0,70.81,0,20.8,0,0,139.69,4.31,0,42.32,0,45.53,0,1.4,0,0,0,0,0,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

49,12:00-12:15,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,0.66,0,0,683.14,0,0,92,0,0,0,0,26.14,0,348.98,0,0,0,70.81,0,20.8,0,0,139.69,0,0,42.32,0,45.53,0,1.4,0,0,0,0,0,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

50,12:15-12:30,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,0.66,0,0,683.14,0,0,92,0,0,0,0,26.14,0,348.98,0,0,0,70.81,0,20.8,0,0,139.69,0,0,42,0,45.53,0,1.4,0,0,0,0,0,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

51,12:30-12:45,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,0.66,0,0,683.14,0,0,92,0,0,0,0,26.14,0,376.88,0,0,0,70.81,0,20.8,0,0,139.69,0,0,41.9,0,45.53,0,1.4,0,0,0,0,0,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

52,12:45-13:00,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,0.66,0,0,683.14,0,0,92,0,0,0,0,26.14,0,382.5,0,0,0,70.81,0,20.8,0,0,139.69,0,0,41.9,0,45.53,0,1.4,0,0,0,0,0,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

53,13:00-13:15,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,0.66,0,0,683.14,0,0,92,0,0,0,0,26.14,0,388.12,0,0,0,70.81,0,20.8,0,0,139.69,0,0,41.9,0,45.53,0,1.4,0,0,0,0,0,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

54,13:15-13:30,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,0.66,0,0,683.14,0,0,92,0,0,0,0,26.14,0,399.38,0,0,0,70.81,0,20.8,0,0,139.69,0,0,41.68,0,45.53,0,1.4,0,0,0,0,0,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

55,13:30-13:45,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,0.66,0,0,683.14,0,0,92,0,0,0,0,26.14,0,410.62,0,0,0,70.81,0,20.8,0,0,139.69,0,0,41.68,0,45.53,0,9.29,0,0,0,0,0,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

56,13:45-14:00,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,0.66,0,0,683.14,0,0,92,0,0,0,0,26.14,0,418.77,0,0,0,70.81,0,20.8,0,0,139.69,0,0,41.48,0,45.53,0,55.77,0,0,0,0,0,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

57,14:00-14:15,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,0.66,0,0,683.14,0,0,92,0,0,0,0,26.14,0,418.77,0,0,0,70.81,0,20.8,0,0,139.69,0,0,41.48,0,45.53,0,55.77,0,0,0,0,0,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

58,14:15-14:30,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,0.66,0,0,683.14,0,0,92,0,0,0,0,26.14,0,418.77,0,0,0,70.81,0,20.8,0,0,139.69,0,0,41.48,0,45.53,0,55.77,0,0,0,0,0,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

59,14:30-14:45,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,0.66,0,0,683.14,0,0,92,0,0,0,0,26.14,0,418.77,0,0,0,70.81,0,20.8,0,0,139.69,0,0,41.48,0,45.53,0,55.77,0,0,0,0,0,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

60,14:45-15:00,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,0.66,0,0,683.14,0,0,92,0,0,0,0,26.14,0,418.77,0,0,0,70.81,0,20.8,0,0,139.69,0,0,41.48,0,45.53,0,9.29,0,0,0,0,0,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

61,15:00-15:15,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,0.66,0,0,683.14,0,0,92,0,0,0,0,26.14,0,418.77,0,0,0,70.81,0,20.8,0,0,139.69,0,0,41.48,0,45.53,0,1.4,0,0,0,0,0,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

62,15:15-15:30,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,0.66,0,0,683.14,0,0,92,0,0,0,0,26.14,0,418.77,0,0,0,70.81,0,20.8,0,0,139.69,0,0,41.48,0,45.53,0,1.4,0,0,0,0,0,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

63,15:30-15:45,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,0.66,0,0,683.14,0,0,92,0,0,0,0,26.14,0,418.77,0,0,0,70.81,0,20.8,0,0,139.69,0,0,41.48,0,45.53,0,1.4,0,0,0,0,0,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

64,15:45-16:00,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,0.66,0,0,683.14,0,0,92,0,0,0,0,26.14,0,418.77,0,0,0,70.81,0,20.8,0,0,139.69,0,0,41.26,0,45.53,0,1.4,0,0,0,0,0,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

65,16:00-16:15,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,0.45,0,0,683.14,0,0,92,0,0,0,0,26.14,0,418.77,0,0,0,70.81,0,20.8,0,0,139.69,0,0,41.26,0,45.53,0,1.4,0,0,0,0,0,0,0.65,39.87,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

