Block,Time,NR/01102023/22052037/LT-59,NR/01032024/22032024/HP-56,NR/01032024/22032024/HP-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01012024/31032024/ ChanjuII,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/23072042/L_NR_2012_04,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,NR/01032024/15032024/HP-62,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,NR/01032024/31032024/NVVN/OA/16997,NR/01102023/08032047/L_NR_2021_14,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,NR/01102023/02012046/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,NR/01102023/14082046/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01032024/15032024/BYPL-APPCPL-KSEB,NR/01032024/31032024/SJVN010324NR1588,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,WR/01032024/15032024/TPDDL/PMG/MSEDCL/Banking/12112023,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,NR/26072023/25122043/L_NR_2023_10,SR/01032024/15032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/01032024/31032024/SJVN010324NR1589,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,SR/01032024/31032024/SJVN010324NR1590,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13
61,15:00-15:15,1.010000,0.000000,0.000000,22.140000,5.150000,57.740000,15.300000,1.430000,14.930000,25.630000,132.070000,0.000000,1.150000,25.630000,0.000000,153.060000,14.930000,50.960000,52.190000,48.130000,92.52,48.13,0,35.5,0,0,7.21,29.5,12.7,186,32.05,96.26,24.07,11.83,32.05,241.97,144.390000,29.5,11.84,79,96.26,28.88,87,43,0,110.206759,32.05,48.39

62,15:15-15:30,1.010000,0.000000,0.000000,23.100000,5.150000,57.740000,14.510000,1.430000,14.150000,25.630000,132.070000,0.000000,1.150000,25.630000,0.000000,153.060000,14.150000,50.960000,52.190000,48.130000,90.82,48.13,0,37,0,0,7.21,30.24,13.12,179,32.05,96.26,24.07,12.33,32.05,237.68,144.390000,30.24,12.34,76,96.26,28.88,81,41,0,101.816913,32.05,47.54

63,15:30-15:45,1.010000,0.000000,0.000000,23.100000,5.150000,57.740000,13.710000,1.430000,13.380000,25.630000,132.070000,0.000000,1.150000,25.630000,0.000000,153.060000,13.380000,50.960000,52.190000,48.130000,84.66,48.13,0,38,0,0,7.61,31.74,13.36,165,32.05,96.26,0,12.67,32.05,222.47,144.390000,31.74,12.66,70,96.26,0,75,38,14.73,92.307772,32.05,44.49

64,15:45-16:00,1.010000,0.000000,0.000000,23.100000,5.150000,57.740000,12.660000,1.430000,12.360000,25.630000,132.070000,0.000000,1.150000,25.630000,0.000000,162.690000,12.360000,50.960000,52.190000,48.130000,78.5,48.13,0,40,0,0,8.01,32.86,13.94,151,32.05,96.26,0,13.33,32.05,205.72,144.390000,32.86,13.34,64,96.26,0,69,34,14.73,82.7305,32.05,41.14

65,16:00-16:15,1.010000,0.000000,0.000000,24.060000,5.150000,57.740000,11.590000,1.430000,11.320000,25.630000,132.070000,0.000000,1.150000,25.630000,0.000000,189.230000,11.320000,50.960000,52.190000,48.130000,70.93,48.13,0,43,0,0,8.01,33.77,14.76,137,32.05,96.26,0,14.33,32.05,190.58,144.390000,33.77,14.34,58,96.26,0,61,30,14.73,73.445218,32.05,38.12

66,16:15-16:30,1.010000,0.000000,0.000000,24.060000,5.150000,57.740000,10.080000,1.430000,9.830000,25.630000,132.070000,0.000000,1.150000,25.630000,0.000000,207.520000,9.830000,50.960000,75.890000,48.130000,62.59,48.13,0,46.5,0,0,8.01,34.66,16.02,119,32.05,96.26,0,15.5,32.05,171.83,144.390000,34.66,15.5,51,96.26,0,53,26,14.73,63.867946,32.05,34.37

67,16:30-16:45,1.010000,0.000000,0.000000,24.060000,5.150000,57.740000,8.730000,1.430000,8.510000,25.630000,132.070000,0.000000,1.150000,25.630000,0.000000,207.920000,8.510000,50.960000,75.890000,48.130000,53.73,48.13,0,51,0,0,8.01,36.24,17.64,102,33,96.26,0,17,33,151.01,144.390000,36.24,17,43,96.26,0,46,23,14.73,54.660528,20.87,30.2

68,16:45-17:00,1.010000,0.000000,0.000000,24.060000,5.150000,57.740000,7.260000,1.430000,7.080000,25.630000,132.070000,0.000000,1.150000,25.630000,0.000000,207.920000,7.080000,69.500000,75.890000,48.130000,44.65,48.13,0,56,0,0,8.01,38.59,19.25,84,30,96.26,0,18.67,33,131.26,144.390000,38.59,18.66,36,96.26,0,37,18,14.73,44.888596,10.97,26.25

69,17:00-17:15,1.010000,0.000000,0.000000,25.030000,5.240000,57.740000,5.730000,1.390000,5.600000,22.460000,132.070000,0.000000,1.180000,22.460000,0.000000,207.920000,5.600000,88.030000,75.890000,48.130000,34.8,48.13,0,60.5,0,0,8.01,40.07,20.05,67,17,96.26,0,20.17,33,109.53,144.390000,40.07,20.16,28,96.26,0,27,13,0,33.462054,4.08,21.91

70,17:15-17:30,1.010000,0.000000,0.000000,25.030000,5.240000,57.740000,4.180000,1.390000,4.080000,22.460000,132.070000,0.000000,1.180000,22.460000,0.000000,207.920000,4.080000,99.740000,86.830000,48.130000,26.82,48.13,0,67,0,0,7.21,41.89,21.55,49,7,96.26,0,22.33,26.68,86.39,144.390000,41.89,22.34,21,96.26,0,20,10,0,24.371432,0.58,17.28

71,17:30-17:45,1.010000,0.000000,0.000000,25.990000,5.240000,57.740000,2.800000,1.390000,2.730000,22.460000,132.070000,0.000000,1.180000,22.460000,0.000000,207.920000,2.730000,99.740000,86.830000,48.130000,21.74,48.13,0,72.5,0,0,7.21,41.75,22.44,35,1,96.26,0,24.17,13.59,64.14,144.390000,41.75,24.16,15,96.26,0,12,6,0,14.083651,0,12.83

72,17:45-18:00,1.010000,0.000000,0.000000,25.990000,5.240000,57.740000,1.780000,1.390000,1.730000,22.460000,132.070000,0.000000,1.180000,22.460000,0.000000,207.920000,1.730000,99.740000,86.830000,48.130000,16.74,48.13,0,78,0,0,7.21,42.7,23.32,18,0,96.26,0,26,4.42,44.52,144.390000,42.7,26,7,96.26,0,7,3,0,8.535841,0,8.9

73,18:00-18:15,1.010000,0.000000,0.000000,26.950000,5.240000,57.740000,0.940000,1.390000,0.910000,25.630000,132.070000,0.000000,1.180000,25.630000,0.000000,207.920000,0.910000,99.740000,86.830000,48.130000,11.82,96.26,0,78,0,0,7.21,41.37,23.71,7,0,96.26,0,26,0,27.44,144.390000,41.37,26,3,96.26,0,3,1,0,3.513613,0,5.49

74,18:15-18:30,1.010000,0.000000,0.000000,26.950000,5.240000,57.740000,0.380000,1.390000,0.370000,22.810000,132.070000,0.000000,1.180000,22.810000,0.000000,207.920000,0.370000,99.740000,86.830000,48.130000,5.08,96.26,0,76.5,0,0,7.21,40.37,23.21,1,0,96.26,0,25.5,0,14.19,144.390000,40.37,25.5,1,96.26,0,0,0,0,1.440484,0,2.84

75,18:30-18:45,1.010000,0.000000,0.000000,26.950000,5.240000,57.740000,0.020000,1.390000,0.020000,22.810000,132.070000,0.000000,1.180000,22.810000,0.000000,207.920000,0.020000,99.740000,86.830000,48.130000,2.5,96.26,0,76,0,0,7.21,41.89,22.06,1,0,96.26,0,25.33,0,5.11,144.390000,41.89,25.34,0,96.26,0,0,0,0,0,0,1.02

76,18:45-19:00,1.010000,0.000000,0.000000,26.950000,5.240000,57.740000,0.000000,1.390000,0.000000,20.410000,132.070000,0.000000,1.180000,20.410000,0.000000,207.920000,0.000000,99.740000,86.830000,48.130000,0,96.26,0,76,0,0,7.21,45.36,22.16,0,0,96.26,0,25.33,0,0.39,144.390000,45.36,25.34,0,96.26,0,0,0,0,0,0,0.08

77,19:00-19:15,1.010000,0.000000,0.000000,26.950000,5.240000,57.740000,0.000000,1.390000,0.000000,20.410000,132.070000,0.000000,1.150000,20.410000,0.000000,207.920000,0.000000,99.740000,86.830000,48.130000,0,96.26,0,73.5,0,0,7.81,47.97,21.94,0,0,96.26,0,24.5,0,0,144.390000,47.97,24.5,0,96.26,0,0,0,0,0,0,0

78,19:15-19:30,1.010000,0.000000,0.000000,26.950000,5.240000,57.740000,0.000000,1.390000,0.000000,20.410000,132.070000,0.000000,1.150000,20.410000,0.000000,207.920000,0.000000,99.740000,86.830000,48.130000,0,96.26,0,70.5,0,0,9.01,50.51,21.57,0,0,96.26,0,23.5,0,0,144.390000,50.51,23.5,0,96.26,0,0,0,0,0,0,0

79,19:30-19:45,1.010000,0.000000,0.000000,26.950000,5.240000,57.740000,0.000000,1.390000,0.000000,22.810000,132.070000,0.000000,1.150000,22.810000,0.000000,207.920000,0.000000,99.740000,86.830000,48.130000,0,96.26,0,68.5,0,0,10.01,50.23,20.8,0,0,96.26,0,22.83,0,0,144.390000,50.23,22.84,0,96.26,0,0,0,0,0,0,0

80,19:45-20:00,1.010000,0.000000,0.000000,26.950000,5.240000,57.740000,0.000000,1.390000,0.000000,22.810000,132.070000,0.000000,1.150000,22.810000,0.000000,207.920000,0.000000,99.740000,86.830000,48.130000,0,96.26,0,67.5,0,0,11.01,50.03,20.08,0,0,96.26,0,22.5,0,0,144.390000,50.03,22.5,0,96.26,0,0,0,0,0,0,0

81,20:00-20:15,1.090000,0.000000,0.000000,26.950000,5.330000,57.740000,0.000000,1.340000,0.000000,22.810000,132.070000,0.000000,1.150000,22.810000,0.000000,207.920000,0.000000,99.740000,86.830000,48.130000,0,96.26,0,67,0,0,11.21,48.49,19.12,0,0,96.26,0,22.33,0,0,144.390000,48.49,22.34,0,96.26,0,0,0,0,0,0,0

82,20:15-20:30,1.090000,0.000000,0.000000,26.950000,5.330000,57.740000,0.000000,1.340000,0.000000,22.810000,132.070000,0.000000,1.150000,22.810000,0.000000,207.920000,0.000000,99.740000,86.830000,48.130000,0,96.26,0,65.5,0,0,10.81,46.48,18.07,0,0,96.26,0,21.83,0,0,144.390000,46.48,21.84,0,96.26,0,0,0,0,0,0,0

83,20:30-20:45,1.090000,0.000000,0.000000,26.950000,5.330000,57.740000,0.000000,1.340000,0.000000,22.810000,132.070000,0.000000,1.150000,22.810000,0.000000,207.920000,0.000000,99.740000,86.830000,48.130000,0,96.26,0,63,0,0,10.61,44.99,17.09,0,0,96.26,0,21,0,0,144.390000,44.99,21,0,96.26,0,0,0,0,0,0,0

84,20:45-21:00,1.090000,0.000000,0.000000,26.950000,5.330000,57.740000,0.000000,1.340000,0.000000,22.810000,132.070000,0.000000,1.150000,22.810000,0.000000,207.920000,0.000000,99.740000,86.830000,48.130000,0,96.26,0,61,0,0,10.41,43.88,15.77,0,0,96.26,0,20.33,0,0,144.390000,43.88,20.34,0,96.26,0,0,0,0,0,0,0

85,21:00-21:15,1.090000,0.000000,0.000000,26.950000,5.330000,57.740000,0.000000,1.340000,0.000000,22.810000,132.070000,0.000000,1.150000,22.810000,0.000000,207.920000,0.000000,99.740000,86.830000,48.130000,0,96.26,0,60,0,0,9.41,43.65,15.03,0,0,96.26,0,20,0,0,144.390000,43.65,20,0,96.26,0,0,0,0,0,0,0

86,21:15-21:30,1.090000,0.000000,0.000000,26.950000,5.330000,57.740000,0.000000,1.340000,0.000000,22.810000,132.070000,0.000000,1.150000,22.810000,0.000000,207.920000,0.000000,99.740000,86.830000,48.130000,0,96.26,0,60,0,0,8.61,43.54,14.74,0,0,96.26,0,20,0,0,144.390000,43.54,20,0,96.26,0,0,0,0,0,0,0

87,21:30-21:45,1.090000,0.000000,0.000000,25.990000,5.330000,57.740000,0.000000,1.340000,0.000000,22.810000,132.070000,0.000000,1.150000,22.810000,0.000000,207.920000,0.000000,99.740000,86.830000,48.130000,0,96.26,0,62.5,0,0,8.01,45.79,15.24,0,0,96.26,0,20.83,0,0,144.390000,45.79,20.84,0,96.26,0,0,0,0,0,0,0

88,21:45-22:00,1.090000,0.000000,0.000000,25.990000,5.330000,57.740000,0.000000,1.340000,0.000000,25.630000,132.070000,0.000000,1.150000,25.630000,0.000000,207.920000,0.000000,99.740000,86.830000,48.130000,0,96.26,0,64.5,0,0,7.21,46.8,15.93,0,0,96.26,0,21.5,0,0,144.390000,46.8,21.5,0,96.26,0,0,0,0,0,0,0

89,22:00-22:15,1.010000,76.520000,32.760000,25.030000,5.330000,57.740000,0.000000,1.300000,0.000000,25.630000,132.070000,0.000000,1.110000,25.630000,98.190000,207.920000,0.000000,99.740000,86.830000,48.130000,0,96.26,0,67.5,0,0,7.21,47.52,16.4,0,0,96.26,0,22.5,0,0,144.390000,47.52,22.5,0,96.26,0,0,0,0,0,0,0

90,22:15-22:30,1.010000,76.520000,32.760000,25.030000,5.330000,57.740000,0.000000,1.300000,0.000000,25.630000,132.070000,0.000000,1.110000,25.630000,98.190000,207.920000,0.000000,99.740000,75.890000,48.130000,0,96.26,0,67,0,0,7.21,47.84,16.95,0,0,96.26,0,22.33,0,0,144.390000,47.84,22.34,0,96.26,0,0,0,0,0,0,0

91,22:30-22:45,1.010000,76.520000,32.760000,25.030000,5.330000,57.740000,0.000000,1.300000,0.000000,25.630000,132.070000,0.000000,1.110000,25.630000,98.190000,207.920000,0.000000,99.740000,75.890000,48.130000,0,96.26,0,65.5,0,0,7.21,48.07,17.64,0,0,96.26,0,21.83,0,0,144.390000,48.07,21.84,0,96.26,0,0,0,0,0,0,0

92,22:45-23:00,1.010000,76.520000,32.760000,25.030000,5.330000,57.740000,0.000000,1.300000,0.000000,25.630000,132.070000,0.000000,1.110000,25.630000,98.190000,207.920000,0.000000,99.740000,86.830000,48.130000,0,96.26,0,63,0,0,7.21,47.46,16.9,0,0,96.26,0,21,0,0,144.390000,47.46,21,0,96.26,0,0,0,0,0,0,0

93,23:00-23:15,1.010000,76.520000,32.760000,25.030000,5.420000,57.740000,0.000000,1.300000,0.000000,25.630000,132.070000,0.000000,1.110000,25.630000,98.190000,207.920000,0.000000,74.130000,75.890000,48.130000,0,96.26,0,60.5,0,0,7.21,46.57,16.22,0,0,96.26,0,20.17,0,0,144.390000,46.57,20.16,0,96.26,0,0,0,0,0,0,0

94,23:15-23:30,1.010000,76.520000,32.760000,25.030000,5.420000,57.740000,0.000000,1.300000,0.000000,25.630000,132.070000,0.000000,1.110000,25.630000,98.190000,207.920000,0.000000,74.130000,75.890000,48.130000,0,96.26,0,57.5,0,0,7.21,46.42,16.17,0,0,96.26,0,19.17,0,0,144.390000,46.42,19.16,0,96.26,0,0,0,0,0,0,0

95,23:30-23:45,1.010000,76.520000,32.760000,25.030000,5.420000,57.740000,0.000000,1.300000,0.000000,25.630000,132.070000,0.000000,1.110000,25.630000,98.190000,207.920000,0.000000,74.130000,75.890000,48.130000,0,96.26,0,55.5,0,0,7.21,45.6,16.6,0,0,96.26,0,18.5,0,0,144.390000,45.6,18.5,0,96.26,0,0,0,0,0,0,0

96,23:45-24:00,1.010000,76.520000,32.760000,25.030000,5.420000,57.740000,0.000000,1.300000,0.000000,25.630000,132.070000,0.000000,1.110000,25.630000,98.190000,207.920000,0.000000,74.130000,75.890000,48.130000,0,96.26,0,54.5,0,0,7.21,43.96,16.84,0,0,96.26,0,18.17,0,0,144.390000,43.96,18.16,0,96.26,0,0,0,0,0,0,0

