Column1,Time,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,GNARE/SR/2025/01/13/4532,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/03/01/1906,GNA/NR/2025/03/01/3469,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/03/01/6891,GNA/NR/2025/03/01/4651,NR/30092023/31122025/SH-07,GNA/NR/2025/03/01/8036,GNA/NR/2025/03/01/9482,GNA/SR/2025/03/01/7500,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,GNA/NR/2025/03/01/5143,NR/01102023/05012040/L_NR_2020_02,GNA/WR/2025/01/01/8625,GNA/WR/2025/01/01/9606,GNA/WR/2025/03/01/6406,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/03/01/2563
53,13:00-13:15,150.8,23.34,32.84,8.34,32.83,7,46,95,86,43,230,46,78,92,182,21,4.3,7,32.83,23.33,132.99,149.86,70.28,53,23.22,44.33,26.02,6.75,6.46,15.21,0,6.75,26.99,26.02,17.35,0,2.49,26.99,0,1.77,0,0,0,15.21,15.21,2.46,26.02

54,13:15-13:30,151.38,22.66,32.84,8,32.83,7,46,95,86,43,230,46,78,92,182,21,5.12,7,32.83,22.67,132.99,149.86,70.28,53,23.22,44.33,26.02,6.75,6.46,15.08,0,6.75,26.99,26.02,17.35,0,2.49,26.99,0,1.77,0,0,0,15.08,15.08,2.46,26.02

55,13:30-13:45,150.5,21.66,32.84,7.66,32.83,7,46,95,86,43,230,46,82,92,193,21,6,7,32.83,21.67,132.99,149.86,70.28,53,23.22,44.33,26.02,6.75,6.46,14.88,0,6.75,26.99,26.02,17.35,0,2.49,26.99,0,1.77,0,0,0,14.88,14.88,2.46,26.02

56,13:45-14:00,149.24,20.66,32.84,7.34,32.83,7,46,95,86,43,230,47,82,93,193,21,6.99,7,32.83,20.67,132.99,149.86,70.28,53,23.22,44.33,26.02,6.75,6.46,16.21,0,6.75,26.99,26.02,17.35,0,2.49,26.99,0,1.77,0,0,0,16.21,16.21,2.46,26.02

57,14:00-14:15,144.08,20.34,32.84,7,32.83,7,46,95,86,43,230,47,87,93,203,21,8.54,7,32.83,20.33,132.99,149.86,70.28,53,23.22,44.33,26.02,6.75,6.36,15.8,0,6.75,26.99,26.02,17.35,0,2.49,26.99,0,1.77,0,0,0,15.8,15.8,2.61,26.02

58,14:15-14:30,143.88,20,32.84,6.66,32.83,7,46,95,86,43,230,47,87,93,203,21,9.14,7,32.83,20,132.99,149.86,70.28,53,23.22,44.33,26.02,6.75,6.36,15.3,0,6.75,26.99,26.02,17.35,0,2.49,26.99,0,1.77,0,0,0,15.3,15.3,2.61,26.02

59,14:30-14:45,139.5,19.66,32.84,6.66,32.83,7,46,95,91,43,230,47,87,93,203,21,9.24,7,32.83,19.67,132.99,149.86,70.28,53,23.72,44.33,26.02,6.75,6.36,14.68,0,6.75,26.99,26.02,17.35,0,2.49,26.99,0,1.77,0,0,0,14.68,14.68,2.61,26.02

60,14:45-15:00,133.76,19.34,32.84,6.66,32.83,7,46,95,88,41,230,45,82,90,193,21,9.32,7,32.83,19.33,132.99,149.86,70.28,53,24.73,44.33,26.02,6.75,6.36,14.12,0,6.75,26.99,26.02,17.35,0,2.49,26.99,0,1.77,0,0,0,14.12,14.12,2.61,26.02

61,15:00-15:15,127.04,17,32.84,6.66,32.83,7,46,94.13,87,39,230,45,78,89,182,21,9.4,7,32.83,17,132.99,149.86,70.28,53,24.73,44.33,26.02,6.75,6.36,13.45,0,6.75,26.99,26.02,17.35,0,2.64,26.99,0,1.97,0,0,0,13.45,13.45,2.61,26.02

62,15:15-15:30,120.03,15,32.84,6.66,32.83,7,44.42,91.92,83,37,222.09,42,72,85,168,21,9.47,7,32.83,15,132.99,149.86,70.28,53,24.73,44.33,26.02,6.75,6.36,12.69,0,6.75,26.99,26.02,17.35,0,2.64,26.99,0,1.97,0,0,0,12.69,12.69,2.61,26.02

63,15:30-15:45,111.66,15,32.84,6.66,32.83,7,42,84.88,77,34,209.98,40,67,80,158,21,12.55,7,32.83,15,132.99,149.86,70.28,53,25.23,44.33,26.02,6.75,6.36,11.85,0,6.75,26.99,26.02,17.35,0,2.64,26.99,0,1.97,0,0,0,11.85,11.85,2.61,26.02

64,15:45-16:00,102.9,15,32.84,6.66,32.83,7,39.2,81.04,73,31,196.01,37,63,73,147,21,12.64,7,32.83,15,132.99,149.86,70.28,53,25.23,44.33,26.02,6.75,6.36,10.96,0,6.75,26.99,26.02,17.35,0,2.64,26.99,0,1.97,0,0,0,10.96,10.96,2.61,26.02

65,16:00-16:15,93.36,15,32.84,6.66,32.83,7,34.2,71.35,67,31,170.99,33,57,67,133,21,18.41,7,32.83,15,132.99,192.74,70.28,53,25.23,44.33,23.41,6.75,6.46,10,0,6.75,26.99,23.41,17.35,0,2.64,26.99,0,2.05,0,0,0,10,10,2.61,23.41

66,16:15-16:30,82.46,15,32.84,6.66,32.83,7,31.01,66.9,60,27,155.02,29,51,59,119,21,19.01,7,32.83,15,132.99,231.29,70.28,53,26.24,44.33,23.41,6.75,6.46,8.96,0,6.75,26.99,23.41,17.35,0,2.64,26.99,0,2.05,0,0,0,8.96,8.96,2.61,23.41

67,16:30-16:45,71.45,15,32.84,6.66,32.83,7,27.69,59.89,55,24,138.46,25,43,50,102,21,18.61,7,32.83,15,165.46,272.49,70.28,53,26.24,57.5,23.41,6.75,6.46,7.84,0,6.75,26.99,23.41,17.35,0,2.64,26.99,0,2.05,0,0,0,7.84,7.84,2.61,23.41

68,16:45-17:00,61.62,15,32.84,6.66,32.83,7,24.25,52.86,46,20,121.24,22,36,43,84,21,18.21,7,32.83,15,236.03,272.49,70.28,53,27.25,76.41,23.41,6.75,6.46,6.71,0,6.75,26.99,23.41,17.35,0,2.64,26.99,0,2.05,0,0,0,6.71,6.71,2.61,23.41

69,17:00-17:15,48.87,15,33,8.34,33,7,20.64,49.79,39,15,103.19,17,30,35,70,21,17.81,7,32,15,260.78,272.49,66.13,100.4,28.26,86.93,23.41,6.75,6.59,5.56,0,6.75,26.99,36.62,17.35,0,2.79,26.99,0,2.25,100,0,0,5.56,5.56,2.84,36.62

70,17:15-17:30,37.77,15,32.23,8,30.73,7.33,16.99,40.82,32,11,84.96,13,22,25,53,22.01,17.61,7.33,16,15,260.78,272.49,66.13,100.4,28.26,86.93,23.41,6.75,6.59,4.43,0,6.75,26.99,36.62,17.35,0,2.79,26.99,0,2.25,100,0,0,4.43,4.43,2.84,36.62

71,17:30-17:45,26.28,15,19.77,10,18.34,8.33,13.38,28.83,22,8,66.91,9,15,18,35,25.01,17.41,8.33,7,15,260.78,272.49,74.63,100.4,28.26,86.93,23.41,6.75,6.59,3.35,0,6.75,26.99,36.62,17.35,0,2.79,26.99,0,2.25,100,0,0,3.35,3.35,2.84,36.62

72,17:45-18:00,16.16,15,10.36,10,9.32,9.17,9.92,20.67,13,7,49.6,6,7,12,18,27.49,17.21,9.17,1,15,260.78,272.49,83.14,100.4,29.27,86.93,23.41,6.75,6.59,2.42,0,6.75,19.4,36.62,17.35,0,2.79,19.4,0,2.25,100,0,0,2.42,2.42,2.84,36.62

73,18:00-18:15,8.57,15,0,10,0,8,7.08,12.83,8,5,35.4,3,3,7,7,24,16.81,8,0,15,260.78,272.49,91.64,100.4,29.27,86.93,23.41,6.75,6.59,1.34,0,6.75,32,36.62,17.35,0,2.95,32,0,2.33,100,50,0,1.34,1.34,2.84,36.62

74,18:15-18:30,3.41,15,0,9.66,0,8.5,4.55,11.15,5,3,22.76,2,1,3,4,25.5,15.01,8.5,0,15,260.78,272.49,115.26,100.4,29.27,86.93,23.41,6.75,6.59,0.72,0,6.75,32,36.62,17.35,0,2.95,32,0,2.33,100,50,0,0.72,0.72,2.84,36.62

75,18:30-18:45,0.49,15,0,9.66,0,9.17,2.07,2.45,2,1,10.32,0,0,1,1,27.49,13.81,9.17,0,15,260.78,272.49,115.26,100.4,30.28,86.93,23.41,6.75,6.59,0.09,0,6.75,32,36.62,17.35,50,2.41,32,0,2.33,100,50,0,0.09,0.09,2.84,36.62

