Block,Time,DADRT2,DULHASTI,KUDGI,NJPC,RAPPB,RIHAND1,SIMHST2,TALA,AURY_CRF,AURY_LF,DADRI_GF,CHAMERA3,KHSTPP-I,KISHANGANGA,TANAKPUR,AURY_RF,BSIUL,CHAMERA2,KGSU3AND4,KOTESHWR,MAPS,NLCTS2EXP,PARBATI3,RSTPSU1TO6,SEWA2,SINGRAULI,UNCHAHAR1,ANTA_RF,KGSU1AND2,KKNPPU2,RAMPUR,SASAN,SINGRAULI_HYDRO,UNCHAHAR4,FSTPP I & II,NLCEXP,NLCIIST1,RSTPSU7,TALST2,UNCHAHAR2,UNCHAHAR3,URI2,ANTA_GF,DADRI_LF,BRBCL,DHAULIGNGA,KHSTPP-II,NTPL,RIHAND2,RIHAND3,SALAL,ANTA_LF,AURY_GF,DADRI_CRF,CHAMERA1,JHAJJAR,KKNP,NAPP,TEHRI,TelanganaSTPP,URI,ANTA_CRF,DADRI_RF,KOLDAM,NLCIIST2,NNTPP,RAPPC,SIMHST1,TANDA2,VALLURNTECL
10,02:15-02:30,341.57,32.96,0,23.39,0,92,0,0,0,0,0,0,44.31,0,12.68,69.5,0,2,0,8.87,0,0,0,0,0,139.68,20.56,42.74,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,1.32,148.3,0,118.76,98.93,79.38,0,0,0,0,654.31,0,41.76,14.93,0,2.21,0,66.85,0,0,0,51.9,0,0,0

11,02:30-02:45,341.57,32.96,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2,0,8.87,0,0,0,0,0,139.68,20.56,42.74,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,1.32,148.3,0,118.76,98.93,79.38,0,0,0,0,654.31,0,41.76,14.93,0,2.21,0,66.85,0,0,0,51.9,0,0,0

12,02:45-03:00,341.57,32.96,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2,0,8.87,0,0,0,0,0,139.68,20.56,42.74,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,1.32,148.3,0,118.76,105.53,17.44,0,0,0,0,654.31,0,41.76,14.93,0,2.21,0,66.85,0,0,0,51.9,0,0,0

13,03:00-03:15,341.57,32.96,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2,0,8.87,0,0,0,0,0,139.68,20.56,42.74,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,105.53,12.78,0,0,0,0,654.31,0,41.76,14.93,0,2.21,0,66.85,0,0,0,51.9,0,0,0

14,03:15-03:30,341.57,32.96,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2,0,8.87,0,0,0,0,0,139.68,20.56,42.74,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,105.53,12.78,0,0,0,0,654.31,0,41.76,14.93,0,2.21,0,66.85,0,0,0,51.9,0,0,0

15,03:30-03:45,341.57,32.96,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2,0,8.87,0,0,0,0,0,139.68,20.56,42.74,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,105.53,12.78,0,0,0,0,654.31,0,41.76,14.93,0,2.21,0,66.85,0,0,0,51.9,0,0,0

16,03:45-04:00,341.57,32.96,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2,0,8.87,0,0,0,0,0,139.68,20.56,42.74,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,105.53,12.78,0,0,0,0,654.31,0,41.76,14.93,0,2.21,0,66.85,0,0,0,51.9,0,0,0

17,04:00-04:15,341.57,32.96,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2,0,8.87,0,0,0,0,0,139.68,20.56,42.74,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,115.42,12.78,0,0,0,0,654.31,0,41.76,14.93,0,2.21,0,66.85,0,0,0,51.9,0,0,0

18,04:15-04:30,341.57,32.96,0,42.62,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2,0,8.87,0,0,0,0,0,139.68,20.56,42.74,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,124.32,12.78,0,0,0,0,654.31,0,41.76,14.93,0,2.21,0,66.85,0,0,0,51.9,0,0,0

19,04:30-04:45,341.57,32.96,0,42.62,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2,0,8.87,0,0,0,0,0,139.68,20.56,42.74,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,124.32,12.78,0,0,0,0,654.31,0,41.76,14.93,0,2.21,0,66.85,0,0,0,51.9,0,0,0

20,04:45-05:00,341.57,32.96,0,42.62,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2,0,8.87,0,0,0,0,0,139.68,20.56,42.74,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,124.32,12.78,0,0,0,0,654.31,0,41.76,14.93,0,2.21,0,66.85,0,0,0,51.9,0,0,0

21,05:00-05:15,341.57,32.96,0,42.62,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2,0,8.87,0,0,0,0,0,139.68,20.56,42.74,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,124.32,12.78,0,0,0,0,654.31,0,41.76,14.93,0,2.21,0,66.85,0,0,0,51.9,0,0,0

22,05:15-05:30,341.57,32.96,0,46.78,0,92,0,0,0,0,0,9.68,44.31,0,7.68,69.5,1.1,2,0,8.87,0,0,0,0,0,139.68,20.56,42.74,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,124.32,12.78,0,0,0,0,654.31,0,41.76,14.93,0,2.21,0,66.85,0,0,0,51.9,0,0,0

23,05:30-05:45,341.57,32.96,0,70.17,0,92,0,0,0,0,0,9.68,44.31,0,7.68,69.5,6.52,4,0,8.87,0,0,0,0,0,139.68,20.56,42.74,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,18.23,148.3,0,118.76,124.32,12.78,0,0,0,0,654.31,0,41.76,14.93,0,2.21,0,66.85,0,0,0,51.9,0,0,0

24,05:45-06:00,341.57,49.43,0,93.56,0,92,0,0,0,0,0,19.36,44.31,0,7.68,69.5,6.52,12,0,8.87,0,0,2.55,0,0,139.68,20.56,42.74,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,27.48,148.3,0,118.76,124.32,12.78,0,0,0,11.85,654.31,0,41.76,14.93,0,2.21,0,66.85,0,0,0,51.9,0,0,0

25,06:00-06:15,341.57,49.93,0,140.34,0,92,0,0,0,0,0,30.56,44.31,0,8.33,69.5,19.56,40.79,0,19.72,0,0,5.09,0,0,139.68,20.56,41.68,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,37.65,148.3,0,118.76,124.32,12.78,0,0,0,14.05,654.31,0,41.76,31.13,0,2.21,0,66.85,0,0,0,51.9,0,0,0

26,06:15-06:30,341.57,49.93,0,140.34,0,92,0,0,0,0,0,30.56,44.31,0,8.33,69.5,19.56,40.79,0,19.72,0,0,33.1,0,0,139.68,20.56,41.68,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,37.65,148.3,0,118.76,124.32,12.78,0,0,0,14.05,654.31,0,41.76,31.13,0,3.31,0,66.85,0,0,0,51.9,0,0,0

27,06:30-06:45,341.57,49.93,0,140.34,0,92,0,0,0,0,0,30.56,44.31,0,12.68,69.5,19.56,40.79,0,19.72,0,0,33.1,0,0,139.68,20.56,41.68,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,37.65,148.3,0,118.76,124.32,12.78,0,0,0,14.05,654.31,0,41.76,31.13,0,40.85,0,66.85,0,0,0,51.9,0,0,0

28,06:45-07:00,341.57,49.93,0,140.34,0,92,0,0,0,0,0,30.56,44.31,0,12.68,69.5,19.56,40.79,0,19.72,0,0,33.1,0,0,139.68,20.56,41.68,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,37.65,148.3,0,118.76,124.32,12.78,0,0,0,14.05,654.31,0,41.76,30.68,0,40.85,0,66.85,0,0,0,51.9,0,0,0

29,07:00-07:15,341.57,49.43,0,116.95,0,92,0,0,0,0,0,19.36,44.31,0,7.68,69.5,6.52,12,0,8.87,0,0,33.1,0,0,139.68,20.56,41.68,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,27.48,148.3,0,118.76,124.32,2.33,0,0,0,11.85,654.31,0,41.76,14.93,0,3.31,0,66.85,0,0,0,51.9,0,0,0

30,07:15-07:30,341.57,32.96,0,116.95,0,92,0,0,0,0,0,9.68,44.31,0,7.68,69.5,6.52,12,0,8.87,0,0,33.1,0,0,139.68,20.56,41.68,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,18.23,148.3,0,118.76,124.32,2.33,0,0,0,0,654.31,0,41.76,0,0,2.21,0,66.85,0,0,0,51.9,0,0,0

31,07:30-07:45,341.57,32.96,0,93.56,0,92,0,0,0,0,0,9.68,44.31,0,7.68,69.5,6.52,12,0,8.87,0,0,33.1,0,0,139.68,20.56,41.68,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,124.32,2.33,0,0,0,0,654.31,0,41.76,0,0,2.21,0,66.85,0,0,0,51.9,0,0,0

32,07:45-08:00,341.57,32.96,0,70.17,0,92,0,0,0,0,0,9.68,44.31,0,7.68,69.5,6.52,2,0,8.87,0,0,5.09,0,0,139.68,20.56,41.68,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,124.32,2.33,0,0,0,0,654.31,0,41.76,0,0,2.21,0,66.85,0,0,0,51.9,0,0,0

33,08:00-08:15,341.57,32.96,0,46.68,0,92,0,0,0,0,0,9.68,44.31,0,7.68,69.5,6.52,2,0,8.87,0,0,2.55,0,0,139.68,20.56,41.68,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,124.32,2.33,0,0,0,0,654.31,0,41.76,0,0,2.21,0,66.85,0,0,0,51.9,0,0,0

34,08:15-08:30,341.57,32.96,0,39.78,0,92,0,0,0,0,0,9.68,44.31,0,7.68,69.5,6.49,2,0,8.87,0,0,0,0,0,139.68,20.56,41.68,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,124.32,2.33,0,0,0,0,654.31,0,41.76,0,0,4.97,0,66.85,0,0,0,51.9,0,0,0

35,08:30-08:45,341.57,32.96,0,39.78,0,92,0,0,0,0,0,9.68,44.31,0,7.68,69.5,6.49,2,0,8.87,0,0,0,0,0,139.68,20.56,41.68,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,124.32,2.33,0,0,0,0,654.31,0,41.76,0,0,2.21,0,66.85,0,0,0,51.9,0,0,0

36,08:45-09:00,341.57,32.96,0,39.78,0,92,0,0,0,0,0,9.68,44.31,0,7.68,69.5,6.49,2,0,8.87,0,0,0,0,0,139.68,20.56,41.68,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,124.32,2.33,0,0,0,0,654.31,0,41.76,0,0,2.21,0,66.85,0,0,0,51.9,0,0,0

37,09:00-09:15,341.57,32.96,0,39.78,0,92,0,0,0,0,0,9.68,44.31,0,12.68,69.5,6.49,2,0,8.87,0,0,0,0,0,139.68,20.56,41.68,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,1.32,148.3,0,118.76,124.32,2.33,0,0,0,0,654.31,0,41.76,0,0,3.31,0,66.85,0,0,0,51.9,0,0,0

38,09:15-09:30,341.57,32.96,0,39.78,0,92,0,0,0,0,0,0,44.31,0,12.68,69.5,6.49,2,0,8.87,0,0,0,0,0,139.68,20.56,41.68,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,1.32,148.3,0,118.76,124.32,17.44,0,0,0,0,654.31,0,41.76,0,0,40.85,0,66.85,0,0,0,51.9,0,0,0

39,09:30-09:45,341.57,32.96,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2,0,8.87,0,0,0,0,0,139.68,20.56,41.68,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,18.83,0,21.92,15,1.32,148.3,0,118.76,124.32,79.38,0,0,0,0,654.31,0,41.76,0,0,40.85,0,66.85,0,0,0,51.9,0,0,0

40,09:45-10:00,341.57,32.96,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2,0,8.87,0,0,0,0,0,139.68,20.56,41.68,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,18.83,0,21.92,15,1.32,148.3,0,118.76,124.32,79.38,0,0,0,0,654.31,0,41.76,0,0,3.31,0,66.85,0,0,0,51.9,0,0,0

41,10:00-10:15,341.57,32.96,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2,0,8.87,0,0,0,0,0,139.68,20.56,41.48,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,18.83,0,21.92,15,1.32,148.3,0,118.76,124.32,79.38,0,0,0,0,654.31,0,41.76,0,0,3.31,0,66.85,0,0,0,51.9,0,0,0

42,10:15-10:30,341.57,32.96,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2,0,8.87,0,0,0,0,0,139.68,20.56,41.48,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,18.83,0,21.92,15,1.32,148.3,0,118.76,124.32,17.44,0,0,0,0,654.31,0,41.76,0,0,3.31,0,66.85,0,0,0,51.9,0,0,0

43,10:30-10:45,341.57,16.48,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,41.48,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,18.83,0,21.92,15,1.32,148.3,0,118.76,124.32,12.78,0,0,0,0,534.31,0,41.76,0,0,3.31,0,66.85,0,0,0,51.9,0,0,0

44,10:45-11:00,341.57,16.48,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,41.48,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,18.83,0,21.92,15,1.32,148.3,0,118.76,124.32,12.78,0,0,0,0,534.31,0,41.76,0,0,3.31,0,66.85,0,0,0,51.9,0,0,0

45,11:00-11:15,341.57,16.48,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,41.48,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,1.32,148.3,0,118.76,124.32,2.33,0,0,0,0,534.31,0,41.76,0,0,2.21,0,66.85,0,0,0,51.9,0,0,0

46,11:15-11:30,341.57,16.48,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,41.48,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,1.32,148.3,0,118.76,124.32,2.33,0,0,0,0,534.31,0,41.76,0,0,2.21,0,66.85,0,0,0,51.9,0,0,0

47,11:30-11:45,341.57,16.48,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,41.48,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,124.32,2.33,0,0,0,0,534.31,0,41.76,0,0,2.21,0,66.85,0,0,0,51.9,0,0,0

48,11:45-12:00,341.57,16.48,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,41.48,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,124.32,2.33,0,0,0,0,534.31,0,41.76,0,0,40.85,0,66.85,0,0,0,51.9,0,0,0

49,12:00-12:15,341.57,16.48,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,41.16,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,124.32,2.33,0,0,0,0,534.31,0,41.76,0,0,40.85,0,65.76,0,0,0,51.9,0,0,0

50,12:15-12:30,341.57,16.48,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,41.16,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,124.32,2.33,0,0,0,0,534.31,0,41.76,0,0,2.21,0,65.76,0,0,0,51.9,0,0,0

51,12:30-12:45,341.57,16.48,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,41.16,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,124.32,12.78,0,0,0,0,534.31,0,41.76,0,0,2.21,0,65.76,0,0,0,51.9,0,0,0

52,12:45-13:00,341.57,16.48,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,41.16,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,124.32,12.78,0,0,0,0,534.31,0,41.76,0,0,2.21,0,65.76,0,0,0,51.9,0,0,0

53,13:00-13:15,341.57,16.48,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,41.16,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,124.32,2.33,0,0,0,0,554.31,0,41.76,0,0,2.21,0,65.76,0,0,0,51.9,0,0,0

54,13:15-13:30,341.57,16.48,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,41.16,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,124.32,2.33,0,0,0,0,554.31,0,41.76,0,0,2.21,0,65.76,0,0,0,51.9,0,0,0

55,13:30-13:45,341.57,16.48,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,41.16,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,124.32,2.33,0,0,0,0,554.31,0,41.76,0,0,2.21,0,65.76,0,0,0,51.9,0,0,0

56,13:45-14:00,341.57,16.48,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,41.16,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,124.32,2.33,0,0,0,0,554.31,0,41.76,0,0,2.21,0,65.76,0,0,0,51.9,0,0,0

57,14:00-14:15,341.57,16.48,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,41.16,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,124.32,2.33,0,0,0,0,554.31,0,41.76,0,0,2.21,0,65.76,0,0,0,51.9,0,0,0

58,14:15-14:30,341.57,16.48,0,23.39,0,92,0,0,0,0,0,0,44.31,0,12.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,41.16,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,124.32,2.33,0,0,0,0,554.31,0,41.76,0,0,2.21,0,65.76,0,0,0,51.9,0,0,0

59,14:30-14:45,341.57,16.48,0,23.39,0,92,0,0,0,0,0,0,44.31,0,12.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,41.16,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,1.32,148.3,0,118.76,124.32,26.73,0,0,0,0,604.31,0,41.76,0,0,2.21,0,65.76,0,0,0,51.9,0,0,0

60,14:45-15:00,341.57,16.48,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,41.16,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,1.32,148.3,0,118.76,124.32,26.73,0,0,0,0,604.31,0,41.76,0,0,2.21,0,65.76,0,0,0,51.9,0,0,0

61,15:00-15:15,341.57,16.48,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,41.16,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,1.32,148.3,0,118.76,124.32,79.38,0,0,0,0,604.31,0,41.76,0,0,2.21,0,65.76,0,0,0,51.9,0,0,0

62,15:15-15:30,341.57,16.48,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,41.16,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,1.32,148.3,0,118.76,124.32,79.38,0,0,0,0,604.31,0,41.76,0,0,2.21,0,65.76,0,0,0,51.9,0,0,0

