Block,Time Block,KOLDAM,KOTESHWR,KKNPPU2,KISHANGANGA,KHSTPP-II,KKNP,KHSTPP-I,KGSU3AND4,KGSU1AND2,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,DADRT2,CHAMERA3,CHAMERA2,DADRI_GF,DADRI_RF,DADRI_CRF,AURY_RF,DADRI_LF,BSIUL,CHAMERA1,BRBCL,PARBATI2,PARBATI3,NNTPP,NTPL,ANTA_LF,AURY_LF,UNCHAHAR3,URI2,ANTA_GF,AURY_CRF,UNCHAHAR2,AURY_GF,URI,ANTA_CRF,ANTA_RF,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,NLCEXP,NLCIIST1,NJPC,NLCIIST2,KUDGI,NLCTS2EXP,MAPS,NAPP,SASAN,TALST2,SIMHST1,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,SIMHST2,RSTPSU7,TALA,SALAL,SEWA2,SINGRAULI,TEHRI,TANDA2,RIHAND2,RIHAND1,RAMPUR,RSTPSU1TO6,RAPPC,RIHAND3,RAPPB,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
21,05:00-05:15,0,10.02,0,8.24,114.53,0,35.16,0,0,10.52,9.41,19.07,351.34,362.04,0,31.27,0,0,0,0,17.09,6.28,0,19.25,0,16.23,0,0,0,0,17.13,36.3,0,0,17.41,0,12.75,0,0,13.48,0.96,0,0,0,53.19,0,0,0,0,49.92,335.89,0,0,0.94,0,0,0,0,0,25.73,18.17,144.62,24.37,1.66,119.86,78.25,2.1,0,65.05,125.85,0,0,0,0,0,0

22,05:15-05:30,0,10.02,0,8.24,114.53,0,35.16,0,0,10.52,9.41,19.07,351.34,362.04,0,31.27,0,0,0,0,17.09,6.28,0,19.25,0,16.23,0,0,0,0,17.14,36.3,0,0,17.42,0,5.31,0,0,13.49,0.96,0,0,0,53.19,0,0,0,0,49.92,335.89,0,0,0.94,0,0,0,0,0,25.73,18.17,144.62,24.37,1.66,119.86,78.25,2.1,0,65.05,125.85,0,0,0,0,0,0

23,05:30-05:45,0,10.02,0,8.24,114.53,0,35.16,0,0,10.52,9.41,19.07,351.34,362.04,0,31.27,0,0,0,0,17.09,6.28,0,19.25,0,16.23,0,0,0,0,17.14,36.3,0,0,17.42,0,5.31,0,0,13.49,0.96,0,0,0,53.19,0,0,0,0,49.92,335.89,0,0,0.94,0,0,0,0,0,25.73,18.17,144.62,24.37,1.66,119.86,78.25,2.1,0,65.05,125.85,0,0,0,0,0,0

24,05:45-06:00,0,10.02,0,8.24,114.53,0,35.16,0,0,10.52,9.41,19.07,351.34,362.04,0,31.27,0,0,0,0,17.09,6.28,0,19.25,0,16.23,0,0,0,0,17.14,36.3,0,0,17.42,0,12.75,0,0,13.49,0.96,0,0,0,53.19,0,0,0,0,49.92,335.89,0,0,0.94,0,0,0,0,0,25.73,18.17,144.62,24.37,1.66,119.86,78.25,2.1,0,65.05,125.85,0,0,0,0,0,0

25,06:00-06:15,0,10.02,0,8.24,114.53,0,35.16,0,0,10.52,9.41,19.07,166.54,432.46,0,31.27,0,0,0,0,1.12,6.28,0,19.25,0,16.23,0,0,0,0,17.14,36.3,0,0,16.06,0,46.75,0,0,13.49,0.96,0,0,0,53.19,0,0,0,0,49.92,335.89,0,0,0.94,6.03,0,0,0,0,25.73,18.17,144.62,24.37,1.66,119.86,78.25,2.1,0,65.05,125.85,0,0,0,0,0,0

26,06:15-06:30,0,10.02,0,8.24,114.53,0,35.16,0,0,10.52,9.41,19.07,166.54,432.46,0,31.27,0,0,0,0,0,6.28,0,19.25,0,16.23,0,0,0,0,17.14,36.3,0,0,16.06,0,46.75,0,0,13.49,0.96,0,0,0,53.19,0,0,0,0,49.92,335.89,0,0,0.94,6.03,0,0,0,0,25.73,18.17,144.62,24.37,1.66,119.86,78.25,2.1,0,65.05,125.85,0,0,0,0,0,0

27,06:30-06:45,0,10.02,0,8.24,114.53,0,35.16,0,0,10.52,9.41,19.07,179.42,432.46,0,31.27,0,0,0,0,0,6.28,0,19.25,0,16.23,0,0,0,0,17.14,36.3,0,0,16.01,0,46.75,0,0,13.49,0.96,0,0,0,23.69,0,0,0,0,49.92,335.89,0,0,0.94,6.03,0,0,0,0,25.73,18.17,144.62,24.37,1.66,119.86,78.25,0.93,0,65.05,125.85,0,0,0,0,0,0

28,06:45-07:00,0,10.02,0,8.24,114.53,0,35.16,0,0,10.52,9.41,19.07,367.11,432.46,0,31.27,0,0,0,0,0,6.28,0,19.25,0,16.23,0,0,0,0,17.14,36.3,0,0,16.01,0,46.75,0,0,13.49,0.96,0,0,0,23.69,0,0,0,0,49.92,335.89,0,0,0.94,6.03,0,0,0,0,25.73,18.17,144.62,24.37,1.66,119.86,78.25,0.93,0,65.05,125.85,0,0,0,0,0,0

29,07:00-07:15,0,10.02,0,8.24,114.53,0,35.16,0,0,10.52,9.41,19.07,367.11,425.34,0,31.27,0,0,0,0,0,6.28,0,19.25,0,16.23,0,0,0,0,14.65,36.3,0,0,17.06,0,46.75,0,0,11.86,0.96,0,0,0,23.69,0,0,0,0,49.92,335.89,0,0,0.94,0.49,0,0,0,0,25.73,18.17,144.62,24.37,2.9,119.86,78.25,0.93,0,65.05,125.85,0,0,0,0,0,0

30,07:15-07:30,0,10.02,0,8.24,114.53,0,35.16,0,0,10.52,9.41,19.07,351.34,364.59,0,31.27,0,0,0,0,0,6.28,0,19.25,0,16.23,0,0,0,0,14.65,36.3,0,0,17.06,0,46.75,0,0,11.86,0.96,0,0,0,23.69,0,0,0,0,49.92,335.89,0,0,0.94,0,0,0,0,0,25.73,18.17,144.62,24.37,2.9,119.86,78.25,0.93,0,65.05,125.85,0,0,0,0,0,0

31,07:30-07:45,0,10.02,0,8.24,114.53,0,25.69,0,0,10.52,9.41,19.07,351.34,362.04,0,46.91,0,0,0,0,0,6.28,0,19.25,0,4.13,0,0,0,0,0,36.3,0,0,0,0,46.75,0,0,11.86,0.96,0,0,0,23.69,0,0,0,0,49.92,335.89,0,0,0.94,1.72,0,0,0,0,25.73,18.17,144.62,24.37,2.9,119.86,78.25,0.93,0,65.05,125.85,0,0,0,0,0,0

32,07:45-08:00,0,10.02,0,8.24,114.53,0,24.56,0,0,10.52,9.41,19.07,332.09,362.04,0,46.91,0,0,0,0,0,6.28,0,19.25,0,0,0,0,0,0,0,36.3,0,0,0,0,46.75,0,0,11.86,0.96,0,0,0,0,0,0,0,0,49.92,335.89,0,0,0.94,1.72,0,0,0,0,25.73,0,144.62,12.19,2.9,119.86,78.25,0,0,65.05,125.85,0,0,0,0,0,0

33,08:00-08:15,0,10.02,0,8.24,78.51,0,24.56,0,0,0,9.41,19.07,332.09,362.04,0,46.91,0,0,0,0,0,12.55,0,19.25,0,0,0,0,0,0,0,36.3,0,0,0,0,46.75,0,0,11.86,0.96,0,0,0,0,0,0,0,0,49.92,335.89,0,0,0.94,1.72,0,0,0,0,25.73,0,130.03,0,2.9,95.84,49.34,0,0,65.05,92.34,0,0,0,0,0,0

34,08:15-08:30,0,10.02,0,8.24,78.51,0,24.56,0,0,0,9.41,19.07,259.9,362.04,0,46.91,0,0,0,0,0,12.55,0,19.25,0,0,0,0,0,0,0,36.3,0,0,0,0,46.75,0,0,11.86,0.96,0,0,0,0,0,0,0,0,49.92,335.89,0,0,0.94,1.72,0,0,0,0,25.73,0,130.03,0,2.91,95.84,49.34,0,0,65.05,92.34,0,0,0,0,0,0

35,08:30-08:45,0,10.02,0,8.24,78.51,0,24.56,0,0,0,9.41,19.07,259.9,362.04,0,46.91,0,0,0,0,0,12.55,0,19.25,0,0,0,0,0,0,0,36.3,0,0,0,0,46.75,0,0,11.86,0.96,0,0,0,0,0,0,0,0,49.92,335.89,0,0,0.94,1.72,0,0,0,0.57,25.73,0,125.67,0,2.91,93.46,48.32,0,0,65.05,89.69,0,0,0,0,0,0

36,08:45-09:00,0,10.02,0,8.24,78.51,0,24.56,0,0,0,9.41,19.07,259.9,362.04,0,31.27,0,0,0,0,0,12.55,0,19.25,0,0,0,0,0,0,0,36.3,0,0,0,0,46.75,0,0,11.86,0.96,0,0,0,0,0,0,0,0,49.92,335.89,0,0,0.94,1.72,0,0,0,0.57,25.73,0,125.67,0,2.91,93.46,48.32,0,0,65.05,89.69,0,0,0,0,0,0

37,09:00-09:15,0,10.02,0,8.24,78.51,0,24.56,0,0,0,9.41,19.07,259.9,285.04,0,31.27,0,0,0,0,0,12.55,0,19.25,0,0,0,0,0,0,0,38.14,0,0,0,0,46.75,0,0,11.86,0.96,0,0,0,0,0,0,0,0,49.92,335.89,0,0,0.94,1.72,0,0,0,0.57,25.73,0,125.67,0,2.91,93.46,48.32,0,0,65.05,89.69,0,0,0,0,0,0

38,09:15-09:30,0,10.02,0,8.24,78.51,0,24.56,0,0,0,9.41,19.07,259.9,285.04,0,31.27,0,0,0,0,0,12.55,0,19.25,0,0,0,0,0,0,0,38.14,0,0,0,0,46.75,0,0,11.86,0.96,0,0,0,0,0,0,0,0,49.92,335.89,0,0,0.94,1.72,0,0,0,0.57,25.73,0,125.67,0,2.91,93.46,48.32,0,0,65.05,89.69,0,0,0,0,0,0

39,09:30-09:45,0,10.02,0,8.24,78.51,0,24.56,0,0,0,9.41,19.07,168.47,285.04,0,31.27,0,0,0,0,0,12.55,0,19.25,0,0,0,0,0,0,0,38.14,0,0,0,0,46.75,0,0,11.86,0.96,0,0,0,0,0,0,0,0,49.92,335.89,0,0,0.94,2.46,0,0,0,0.57,12.86,0,125.67,0,2.91,79.83,48.32,0,0,65.05,79.74,0,0,0,0,0,0

40,09:45-10:00,0,10.02,0,8.24,78.51,0,24.56,0,0,0,9.41,19.07,168.47,285.04,0,31.27,0,0,0,0,0,12.55,0,19.25,0,0,0,0,0,0,0,38.14,0,0,0,0,46.75,0,0,11.86,0.96,0,0,0,0,0,0,0,0,49.92,335.89,0,0,0.94,2.46,0,0,0,0.57,12.86,0,107.12,0,2.91,65.92,42.47,0,0,65.05,79.05,0,0,0,0,0,0

41,10:00-10:15,0,10.02,0,8.24,78.51,0,24.56,0,0,0,9.41,19.07,168.47,285.04,0,1.59,0,0,0,0,0,12.55,0,19.25,0,0,0,0,0,0,0,36.3,0,0,0,0,47.82,0,0,11.86,0.96,0,0,0,0,0,0,0,0,49.92,335.89,0,0,0.94,2.46,0,0,0,2.26,12.86,0,107.12,0,2.93,65.92,42.47,0,0,65.05,78.91,0,0,0,0,0,0

42,10:15-10:30,0,10.02,0,8.24,78.51,0,24.56,0,0,0,9.41,19.07,139.59,285.04,0,0,0,0,0,0,0,12.55,0,19.25,0,0,0,0,0,0,0,36.3,0,0,0,0,47.82,0,0,11.86,0.96,0,0,0,0,0,0,0,0,49.92,335.89,0,0,0.94,2.46,0,0,0,2.26,12.86,0,107.12,0,2.93,65.92,42.47,0,0,65.05,78.91,0,0,0,0,0,0

43,10:30-10:45,0,10.02,0,8.24,78.51,0,24.56,0,0,0,9.41,19.07,139.59,285.04,0,0,0,0,0,0,0,12.55,0,17.66,0,0,0,0,0,0,0,36.3,0,0,0,0,47.82,0,0,12.65,0.96,0,0,0,0,0,0,0,0,49.92,320.9,0,0,0.94,2.46,0,0,0,2.26,12.86,0,107.12,0,2.93,65.92,42.47,0,0,65.05,78.91,0,0,0,0,0,0

44,10:45-11:00,0,10.02,0,8.24,78.51,0,24.56,0,0,0,9.41,19.07,139.59,285.04,0,0,0,0,0,0,0,12.55,0,19.25,0,0,0,0,0,0,0,36.3,0,0,0,0,47.82,0,0,12.65,0.96,0,0,0,0,0,0,0,0,49.92,295.85,0,0,0.94,2.46,0,0,0,2.26,12.86,0,107.12,0,2.93,65.92,42.47,0,0,65.05,78.91,0,0,0,0,0,0

45,11:00-11:15,0,10.02,0,8.24,96.54,0,27.2,0,0,0,9.41,19.07,139.59,285.04,0,0,0,0,0,0,0,12.55,0,18.28,0,0,0,0,0,0,3.48,36.3,0,0,0,0,47.82,0,0,12.65,0.96,0,0,0,0,0,0,0,0,49.92,289.63,0,0,0.94,2.46,0,0,0,2.26,12.86,0,120.37,0,3.01,77.67,42.47,0,0,65.05,89.69,0,0,0,0,0,0

46,11:15-11:30,0,4.24,0,8.24,96.54,0,27.2,0,0,0,9.41,19.07,139.59,285.04,0,0,0,0,0,0,0,12.55,0,18.32,0,0,0,0,0,0,6.97,36.3,0,0,0,0,47.82,0,0,12.65,0.96,0,0,0,0,0,0,0,0,49.92,289.63,0,0,0.94,2.46,0,0,0,2.26,12.86,0,120.37,0,3.01,77.67,42.47,0,0,65.05,89.69,0,0,0,0,0,0

47,11:30-11:45,0,0,0,8.24,96.54,0,27.2,0,0,0,9.41,19.07,139.59,285.04,0,0,0,0,0,0,0,12.55,0,19.25,0,0,0,0,0,0,9.5,36.3,0,0,0,0,45.69,0,0,12.65,0.96,0,0,0,0,0,0,0,0,49.92,289.63,0,0,0.94,2.46,0,0,0,2.26,12.86,0,120.37,0,3.01,75.68,42.47,0,0,65.05,89.1,0,0,0,0,0,0

48,11:45-12:00,0,0,0,8.24,96.54,0,27.2,0,0,0,9.41,19.07,139.59,285.04,0,0,0,0,0,0,0,12.55,0,19.25,0,0,0,0,0,0,9.5,36.3,0,0,0,0,45.69,0,0,12.65,0.96,0,0,0,0,0,0,0,0,49.92,289.63,0,0,0.94,2.46,0,0,0,2.26,16.79,0,120.37,0,3.01,75.68,42.47,0,0,65.05,89.1,0,0,0,0,0,0

49,12:00-12:15,0,0,0,8.24,96.54,0,27.2,0,0,0,9.41,19.07,139.59,285.04,0,0,0,0,0,0,0,12.55,0,19.25,0,0,0,0,0,0,12.07,36.3,0,0,0,0,46.75,0,0,12.65,0.96,0,0,0,0,0,0,0,0,49.92,289.63,0,0,0.94,2.46,0,0,0,2.26,62.63,0,120.37,0,3.01,84.93,42.47,0,0,65.05,87.72,0,0,0,0,0,0

50,12:15-12:30,0,0,0,8.24,96.54,0,27.2,0,0,0,9.41,19.07,139.59,285.04,0,0,0,0,0,0,0,12.55,0,19.25,0,0,0,0,0,0,12.07,27.8,0,0,0,0,46.75,0,0,12.65,0.96,0,0,0,0,0,0,0,0,49.92,289.63,0,0,0.94,2.46,0,0,0,2.26,16.79,0,120.37,0,3.01,84.93,42.47,0,0,65.05,87.72,0,0,0,0,0,0

51,12:30-12:45,0,0,0,8.24,96.54,0,27.2,0,0,0,9.41,19.07,139.59,285.04,0,0,0,0,0,0,0,6.28,0,19.25,0,0,0,0,0,0,14.17,27.8,0,0,3.43,0,39.32,0,0,12.65,0.96,0,0,0,0,0,0,0,0,49.92,289.63,0,0,0.94,1.72,0,0,0,2.26,76.4,0,120.37,0,3.01,81.4,42.47,0,0,65.05,86.88,0,0,0,0,0,0

52,12:45-13:00,0,0,0,8.24,96.54,0,27.2,0,0,0,9.41,19.07,139.59,285.04,0,0,0,0,0,0,0,6.28,0,19.25,0,0,0,0,0,0,14.17,27.8,0,0,5.72,0,39.32,0,0,12.65,0.96,0,0,0,0,0,0,0,0,49.92,289.63,0,0,0.94,1.72,0,0,0,2.26,76.4,0,120.37,0,3.01,69.59,42.47,0,0,65.05,86.88,0,0,0,0,0,0

53,13:00-13:15,0,0,0,8.24,96.54,0,27.2,0,0,0,9.41,19.07,139.59,285.04,0,0,0,0,0,0,0,6.28,0,19.25,0,0,0,0,0,0,14.17,27.8,0,0,5.72,0,39.32,0,0,12.65,0.96,0,0,0,0,0,0,0,0,49.92,289.63,0,0,0.94,1.72,0,0,0,2.26,14.54,0,120.37,0,3.01,69.59,42.47,0,0,65.05,86.88,0,0,0,0,0,0

54,13:15-13:30,0,0,0,8.24,96.54,0,27.2,0,0,0,9.41,19.07,139.59,285.04,0,0,0,0,0,0,0,6.28,0,19.25,0,0,0,0,0,0,14.17,36.3,0,0,8.58,0,39.32,0,0,12.65,0.96,0,0,0,0,0,0,0,0,49.92,289.63,0,0,0.94,1.72,0,0,0,2.26,12.86,0,120.37,0,3.01,69.59,42.47,0,0,65.05,86.88,0,0,0,0,0,0

55,13:30-13:45,0,10.02,0,8.24,96.54,0,27.2,0,0,0,9.41,19.07,139.59,285.04,0,0,0,0,0,0,0,6.28,0,19.25,0,0,0,0,0,0,0,36.3,0,0,8.36,0,46.75,0,0,12.65,0.96,0,0,0,0,0,0,0,0,49.92,250.88,0,0,0.94,0.74,0,0,0,2.26,12.86,0,120.37,0,3.01,74.64,42.47,0,0,65.05,88.66,0,0,0,0,0,0

56,13:45-14:00,0,10.02,0,8.24,96.54,0,27.2,0,0,0,9.41,19.07,139.59,285.04,0,0,0,0,0,0,0,6.28,0,19.25,0,0,0,0,0,0,0,36.3,0,0,10.86,0,46.75,0,0,12.65,0.96,0,0,0,0,0,0,0,0,49.92,250.88,0,0,0.94,0.74,0,0,0,2.26,12.86,0,120.37,0,3.01,74.64,42.47,0,0,65.05,88.66,0,0,0,0,0,0

57,14:00-14:15,0,10.02,0,8.24,96.54,0,27.2,0,0,0,9.41,19.07,139.59,285.04,0,0,0,0,0,0,0,6.28,0,19.25,0,0,0,0,0,0,0,36.3,0,0,10.86,0,46.75,0,0,12.65,0.96,0,0,0,0,0,0,0,0,49.92,245.67,0,0,0.94,0.74,0,0,0,4.1,12.86,0,120.37,0,3.01,71.96,42.2,0,0,68.29,87.72,0,0,0,0,0,0

