Block,Time Block,BRBCL,BSIUL,CHAMERA3,CHAMERA2,DADRT2,KISHANGANGA,KHSTPP-I,JHAJJAR,KGSU1AND2,KHSTPP-II,KKNP,KGSU3AND4,DHAULIGNGA,FSTPP I & II,DULHASTI,NAPP,NLCIIST1,NLCEXP,NJPC,UNCHAHAR1,URI2,UNCHAHAR4,UNCHAHAR3,UNCHAHAR2,URI,VALLURNTECL,KUDGI,MAPS,KOTESHWR,KOLDAM,NTPL,PARBATI3,PARBATI2,NLCIIST2,NLCTS2EXP,NNTPP,KKNPPU2,CHAMERA1,TEHRI,TelanganaSTPP,TEHRIPSP,DADRI_GF,ANTA_LF,AURY_GF,ANTA_GF,DADRI_CRF,DADRI_RF,AURY_CRF,ANTA_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,TALST2,TANAKPUR,TANDA2,SIMHST1,SIMHST2,SINGRAULI_HYDRO,SINGRAULI,TALA,RAPPB,RSTPSU1TO6,RAPPD,RSTPSU7,SALAL,SEWA2,RIHAND3,RAMPUR,RAPPC,RIHAND2,SASAN,RIHAND1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,13.3,12.55,33.77,47.07,55.46,8.38,38.47,127.99,0,142.74,0,0,42.21,16.86,55.69,24.09,0,0,174.37,14.98,38.72,2.3,19.71,31.91,36.12,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,45.82,0,64.85,0,0,0,0,0,0,0,0,0,0,0,0,0,12.33,6.14,0,0,1.12,132.66,28.41,0,0,25.16,0,82.21,0,127.41,6.78,66.15,121.42,335.89,95.35,0,0,0,0,0

7,01:30-01:45,13.44,12.55,33.77,47.07,50.65,8.38,35.68,127.99,0,142.74,0,0,42.21,14.1,55.69,24.09,0,0,174.37,14.98,28.65,2.3,19.71,31.91,36.12,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,45.82,0,64.85,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,6.14,0,0,1.12,132.66,28.41,0,0,25.16,0,82.21,0,127.41,6.78,66.15,121.42,335.89,95.35,0,0,0,0,0

8,01:45-02:00,13.3,12.55,33.77,47.07,50.65,8.38,32.42,127.99,0,142.74,0,0,42.21,14.1,55.69,24.09,0,0,174.37,14.98,28.65,2.3,19.71,31.91,36.12,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,45.82,0,64.85,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,6.14,0,0,1.12,132.66,28.41,0,0,25.16,0,82.21,0,127.41,6.78,66.15,121.42,335.89,95.35,0,0,0,0,0

9,02:00-02:15,13.5,12.55,33.77,47.07,50.65,8.38,25.79,125.11,0,110.32,0,0,42.21,10.47,55.69,24.09,0,0,174.37,12.6,28.65,1.36,16.6,26.79,36.12,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,45.82,0,64.85,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,4.08,0,0,1.12,120.79,28.41,0,0,25.16,0,82.21,0,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

10,02:15-02:30,13.46,12.55,33.77,47.07,50.65,8.38,24.56,125.11,0,103.78,0,0,42.21,10.47,55.69,24.09,0,0,174.37,12.6,28.65,1.07,16.6,26.79,36.12,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,45.82,0,64.85,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,4.08,0,0,1.12,120.79,28.41,0,0,25.16,0,82.21,0,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

11,02:30-02:45,13.47,12.55,33.77,47.07,50.65,8.38,24.56,125.11,0,103.78,0,0,42.21,10.47,55.69,24.09,0,0,174.37,12.6,28.65,1.07,16.6,26.79,36.12,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,45.82,0,64.85,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,4.08,0,0,1.12,120.79,28.69,0,0,25.16,0,82.21,0,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

12,02:45-03:00,14.01,12.55,33.77,47.07,50.65,8.38,24.56,125.11,0,103.78,0,0,42.21,10.47,55.69,24.09,0,0,174.37,12.6,28.65,1.07,16.6,26.79,36.12,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,45.82,0,64.85,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62,4.08,0,0,1.12,120.79,28.69,0,0,25.16,0,82.21,0,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

13,03:00-03:15,14.11,12.55,33.77,47.07,50.65,8.38,24.56,125.11,0,86.71,0,0,42.21,10.47,55.69,24.09,0,0,174.37,12.6,28.65,1.07,16.6,26.79,36.12,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,45.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.33,4.08,0,0,1.12,120.79,28.69,0,0,25.16,0,78.29,0,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

14,03:15-03:30,16.33,12.55,33.77,47.07,50.65,8.38,24.56,125.11,0,86.71,0,0,42.21,10.47,55.69,24.09,0,0,174.37,12.6,28.65,1.07,16.6,26.79,36.12,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,45.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.33,4.08,0,0,1.12,120.79,28.69,0,0,25.16,0,78.29,0,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

15,03:30-03:45,16.72,12.55,33.77,47.07,7.33,8.38,24.56,123.18,0,78.86,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,28.65,1.07,14.31,23.87,36.12,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,45.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.33,4.08,0,0,1.12,120.79,28.69,0,0,25.16,0,78.29,0,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

16,03:45-04:00,14.38,12.55,33.77,47.07,7.33,8.38,24.56,123.18,0,78.86,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,28.65,1.07,14.31,23.87,36.12,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,45.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.33,4.08,0,0,1.12,120.79,28.63,0,0,25.16,0,78.29,0,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

17,04:00-04:15,16.55,12.55,33.77,47.07,7.33,8.38,28.3,123.18,0,94.82,0,0,42.21,12.9,55.69,24.09,0,0,174.37,10.77,28.65,1.07,14.31,23.87,42.5,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,45.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,120.79,28.62,0,0,25.16,0,78.29,0,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

18,04:15-04:30,18.25,12.55,33.77,47.07,7.33,8.38,28.3,123.18,0,94.82,0,0,42.21,12.9,55.69,24.09,0,0,174.37,10.77,28.65,1.07,14.31,23.87,42.5,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,34.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,120.79,28.55,0,0,25.16,0,78.29,0,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

19,04:30-04:45,19.72,12.55,33.77,47.07,7.33,8.38,28.29,123.18,0,94.82,0,0,42.21,12.47,55.69,24.09,0,0,174.37,10.77,28.65,1.07,14.31,23.87,42.5,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,34.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,120.79,28.41,0,0,25.16,0,78.29,0,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

20,04:45-05:00,19.38,12.55,33.77,47.07,7.33,8.38,24.56,123.18,0,94.82,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,28.65,1.07,14.31,23.87,37.19,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,34.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,120.79,28.5,0,0,25.16,0,78.29,0,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

21,05:00-05:15,24.05,12.55,33.77,47.07,34.2,8.38,24.56,123.18,0,85.07,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,28.65,1.07,14.31,23.87,37.19,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,34.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,120.79,28.32,0,0,25.16,0,78.29,0,93.49,6.78,66.15,96.95,335.89,61.73,0,0,0,0,0

22,05:15-05:30,23.22,12.55,33.77,47.07,7.35,8.38,24.56,123.18,0,85.08,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,28.65,1.07,14.31,23.87,37.19,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,34.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,120.79,28.16,0,0,25.16,0,78.29,0,93.49,6.78,66.15,96.95,335.89,61.73,0,0,0,0,0

23,05:30-05:45,21.51,12.55,33.77,47.07,7.35,8.38,24.56,123.18,0,84.32,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,28.65,1.07,14.31,23.87,37.19,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,34.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,120.79,28.1,0,0,25.16,0,77.17,0,93.49,6.78,66.15,96.95,335.89,61.73,0,0,0,0,0

24,05:45-06:00,17.33,12.55,33.77,47.07,7.35,8.38,24.56,123.18,0,84.32,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,28.65,1.07,14.31,23.87,37.19,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,34.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,120.79,27.86,0,0,25.16,0,77.17,0,93.49,6.78,66.15,96.95,335.89,61.73,0,0,0,0,0

25,06:00-06:15,15.9,12.55,33.77,47.07,7.35,8.38,24.56,123.18,0,82.27,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,28.65,1.07,14.31,23.87,37.19,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,34.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,120.79,22.55,0,0,25.16,0,77.17,0,93.49,6.78,66.15,96.95,335.89,61.73,0,0,0,0,0

26,06:15-06:30,23.08,12.55,33.77,47.07,7.35,8.38,24.56,123.18,0,82.27,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,28.65,1.07,14.31,23.87,37.19,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,22.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,120.79,22.52,0,0,25.16,0,77.17,0,93.49,6.78,66.15,96.95,335.89,61.73,0,0,0,0,0

27,06:30-06:45,22.09,12.55,33.77,47.07,7.35,8.38,24.56,123.18,0,82.14,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,28.65,1.07,14.31,23.87,37.19,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,22.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,120.79,22.5,0,0,25.16,0,77.73,0,93.49,6.78,66.15,96.95,335.89,61.73,0,0,0,0,0

28,06:45-07:00,19.98,12.55,33.77,47.07,7.35,8.38,24.56,123.18,0,82.04,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,28.65,1.07,14.31,23.87,37.19,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,11.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,120.79,22.46,0,0,25.16,0,77.73,0,93.49,6.78,66.15,96.95,335.89,61.73,0,0,0,0,0

29,07:00-07:15,18.72,12.55,33.77,47.07,7.35,8.38,26.01,123.18,0,78.51,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,28.65,1.07,14.31,23.87,37.19,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,11.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,4.08,0,0,1.12,120.79,23.07,0,0,25.16,0,77.73,0,93.49,6.78,66.15,96.95,335.89,61.73,0,0,0,0,0

30,07:15-07:30,19.46,12.55,33.77,47.07,7.35,8.38,26.01,123.18,0,78.51,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,28.65,1.07,14.31,23.87,37.19,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,4.08,0,0,1.12,120.79,23.09,0,0,25.16,0,77.73,0,93.49,6.78,66.15,96.95,335.89,61.73,0,0,0,0,0

31,07:30-07:45,18.75,12.55,33.77,47.07,7.35,8.38,26.01,123.18,0,78.51,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,30.97,1.07,14.31,23.87,36.12,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,4.08,0,0,1.12,120.79,24.08,0,0,25.16,0,77.73,0,93.49,6.78,66.15,96.95,335.89,61.73,0,0,0,0,0

32,07:45-08:00,17.61,12.55,33.77,47.07,7.35,8.38,26.01,123.18,0,78.51,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,30.97,1.07,14.31,23.87,36.12,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,4.08,0,0,1.12,107.75,24.93,0,0,25.16,0,77.73,0,127.41,6.78,66.15,96.95,335.89,61.73,0,0,0,0,0

33,08:00-08:15,17.57,12.55,33.77,47.07,7.35,8.38,26.01,123.18,0,78.51,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,30.97,1.07,14.31,23.87,36.12,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62,4.08,0,0,1.12,76.87,24.93,0,0,25.16,0,77.17,0,127.41,6.78,66.15,121.42,335.89,95.35,0,0,0,0,0

34,08:15-08:30,19.25,12.55,33.77,47.07,7.35,8.38,26.01,123.18,0,78.51,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,30.97,1.07,14.31,23.87,36.12,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,76.87,24.96,0,0,25.16,0,77.17,0,127.41,6.78,66.15,105.63,335.89,84.26,0,0,0,0,0

35,08:30-08:45,17.76,12.55,33.77,47.07,7.35,8.38,26.01,123.18,0,78.51,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,30.97,1.07,14.31,23.87,37.19,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,88.74,24.39,0,0,25.16,0,77.17,0,127.41,6.78,66.15,105.63,335.89,83.12,0,0,0,0,0

36,08:45-09:00,17.57,12.55,33.77,47.07,7.35,8.38,26.01,123.18,0,78.51,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,30.97,1.07,14.31,23.87,37.19,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,88.74,24.48,0,0,25.16,0,77.17,0,127.41,6.78,66.15,105.63,335.89,83.12,0,0,0,0,0

37,09:00-09:15,17.78,12.55,33.77,47.07,7.35,8.38,26.01,123.18,0,83.98,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,38.72,1.07,14.31,23.87,50.4,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.33,4.08,0,0,1.12,88.74,24.58,0,0,25.16,0,77.17,0,127.41,6.78,66.15,105.8,335.89,83.12,0,0,0,0,0

38,09:15-09:30,18.38,12.55,33.77,47.07,7.35,8.38,26.01,123.18,0,83.98,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,38.72,1.07,14.31,23.87,50.4,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.33,4.08,0,0,1.12,88.74,24.78,0,0,25.16,0,77.17,0,127.41,6.78,66.15,121.42,335.89,89.19,0,0,0,0,0

39,09:30-09:45,18.8,12.55,33.77,47.07,7.35,8.38,26.01,123.18,0,87.7,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,38.72,1.07,14.31,23.87,50.4,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.33,4.08,0,0,1.12,103.86,25.1,0,0,25.16,0,77.17,0,104.07,6.78,66.15,107.27,335.89,95.35,0,0,0,0,0

40,09:45-10:00,17.38,12.55,33.77,47.07,7.35,8.38,26.01,123.18,0,96.56,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,38.72,1.07,14.31,23.87,50.4,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.33,4.08,0,0,1.12,103.86,25.13,0,0,25.16,0,77.17,0,104.07,6.78,66.15,107.27,335.89,95.35,0,0,0,0,0

41,10:00-10:15,19.71,6.28,33.77,47.07,7.35,8.38,29.81,123.18,0,96.56,0,0,42.21,11.74,55.69,24.09,0,0,174.37,10.77,38.72,1.07,14.31,23.87,36.12,0,0,0,10.05,10.25,0,0,0,0,0,0,0,27.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,132.66,25.03,0,0,25.16,0,77.17,0,104.07,6.78,66.15,107.27,335.89,95.35,0,0,0,0,0

42,10:15-10:30,18.69,6.28,33.77,47.07,7.35,8.38,26.01,123.18,0,97.52,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,38.72,1.07,14.31,23.87,36.12,0,0,0,10.05,10.25,0,0,0,0,0,0,0,13.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,132.66,25.03,0,0,25.16,0,77.17,0,104.07,6.78,66.15,107.27,335.89,95.35,0,0,0,0,0

43,10:30-10:45,16.71,6.28,33.77,47.07,7.35,8.38,26.01,123.18,0,97.52,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,30.97,1.07,14.31,23.87,36.12,0,0,0,10.05,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,132.66,29.99,0,0,25.16,0,77.17,0,126.13,6.78,66.15,121.42,335.89,95.35,0,0,0,0,0

44,10:45-11:00,16.55,6.28,33.77,47.07,7.35,8.38,26.01,123.18,0,97.52,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,30.97,1.07,14.31,23.87,36.12,0,0,0,10.05,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,132.66,30.02,0,0,25.16,0,77.17,0,127.41,6.78,66.15,121.42,335.89,95.35,0,0,0,0,0

45,11:00-11:15,17.16,6.28,33.77,47.07,7.35,8.38,26.01,123.18,0,97.52,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,30.97,1.07,14.31,23.87,27.63,0,0,0,10.05,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,120.79,29.97,0,0,25.16,0,77.17,0,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

46,11:15-11:30,17.21,6.28,33.77,47.07,7.35,8.38,26.01,123.18,0,97.52,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,30.97,1.07,14.31,23.87,27.63,0,0,0,10.05,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,120.79,29.97,0,0,25.16,0,77.17,0,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

47,11:30-11:45,17.24,6.28,33.77,47.07,7.35,8.38,26.01,123.18,0,97.52,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,30.97,1.07,14.31,23.87,27.63,0,0,0,10.05,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,120.79,24.58,0,0,25.16,0,55.92,0,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

48,11:45-12:00,18.06,6.28,33.77,47.07,7.35,8.38,26.01,123.18,0,97.52,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,30.97,1.07,14.31,23.87,27.63,0,0,0,10.05,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,120.79,24.58,0,0,25.16,0,67.11,0,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

49,12:00-12:15,21.47,6.28,33.77,47.07,7.35,8.38,26.01,123.18,0,97.52,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,30.97,1.07,14.31,23.87,27.63,0,0,0,10.05,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,120.79,29.97,0,0,25.16,0,77.17,0,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

50,12:15-12:30,20.62,6.28,33.77,47.07,7.35,8.38,26.01,123.18,0,97.52,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,30.97,1.07,14.31,23.87,27.63,0,0,0,10.05,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,120.79,29.97,0,0,25.16,0,78.29,0,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

51,12:30-12:45,17.52,6.28,33.77,47.07,7.35,8.38,26.01,123.18,0,97.52,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,30.97,1.07,14.31,23.87,36.12,0,0,0,10.05,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,120.79,30.05,0,0,25.16,0,78.29,0,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

52,12:45-13:00,19.83,6.28,33.77,47.07,7.35,8.38,26.01,123.18,0,97.52,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,30.97,1.07,14.31,23.87,36.12,0,0,0,10.05,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,120.79,30.05,0,0,25.16,0,78.29,0,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

53,13:00-13:15,20.73,6.28,33.77,47.07,7.35,8.38,26.01,123.18,0,97.52,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,27.87,1.07,14.31,23.87,36.12,0,0,0,10.05,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,105.94,29.77,0,0,25.16,0,78.29,0,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

