Block,Time Block,BRBCL,CHAMERA1,BSIUL,CHAMERA2,CHAMERA3,DHAULIGNGA,DADRT2,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-I,KHSTPP-II,KKNPPU2,KISHANGANGA,KKNP,KOLDAM,KOTESHWR,KUDGI,MAPS,NJPC,NAPP,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,PARBATI3,PARBATI2,RAMPUR,RIHAND3,RAPPB,RIHAND2,RIHAND1,RSTPSU1TO6,RAPPC,RSTPSU7,SEWA2,SALAL,SASAN,SIMHST1,SIMHST2,SINGRAULI,SINGRAULI_HYDRO,TANAKPUR,TALA,TALST2,TelanganaSTPP,TEHRI,TANDA2,UNCHAHAR3,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,URI2,URI,VALLURNTECL,ANTA_CRF,AURY_LF,ANTA_LF,AURY_GF,ANTA_GF,AURY_CRF,ANTA_RF,AURY_RF,DADRI_GF,DADRI_CRF,DADRI_RF,DADRI_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,14.22,0,12.54,0,0,0,437.49,17.51,19.06,626.66,0,0,44.08,142.65,0,5.24,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,0,0,0,121.52,0,116.06,90.21,0,67.77,0,0,68.18,402.81,0,0,102.38,0.79,0,0,0,0,0,3.25,20.01,32.43,15.08,1.39,33.95,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,11.88,0,12.54,0,0,0,437.49,17.51,19.06,626.66,0,0,44.08,142.65,0,5.24,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,0,0,0,122.14,0,116.22,91.38,0,67.77,0,0,68.18,402.81,0,0,103.45,0.79,0,0,0,0,0,3.25,20.01,32.43,15.08,1.39,33.95,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,11.34,0,12.54,0,0,0,437.49,17.51,19.06,626.66,0,0,44.08,142.65,0,5.24,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,0,0,0,122.14,0,116.22,91.38,0,67.77,0,0,68.18,402.81,0,0,103.45,0.79,0,0,0,0,0,3.25,20.01,32.43,15.08,1.39,33.95,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,10.31,0,12.54,0,0,0,390.42,14.19,19.06,518.44,0,0,30.81,93.95,0,5.24,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,0,0,0,123.1,0,117.18,92.32,0,67.77,0,0,68.18,402.81,0,0,105.43,0.79,0,0,0,0,0,2.61,14.64,23.69,11.85,1.39,33.95,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,10.54,0,12.54,0,0,0,364.7,13.67,19.06,427.08,0,0,33.38,113.67,0,5.24,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,0,0,0,123.1,0,117.18,92.32,0,67.77,0,0,68.18,402.81,0,0,105.43,0.79,0,0,0,0,0,2.61,14.64,23.69,11.85,1.39,33.95,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,11.71,0,12.54,0,0,0,364.7,13.67,19.06,351.57,0,0,33.38,113.67,0,5.24,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,0,0,0,123.1,0,117.18,92.32,0,67.77,0,0,68.18,402.81,0,0,105.43,0.79,6.78,0,0,0,0,2.61,14.64,23.69,11.85,1.39,33.95,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,12.92,0,12.54,0,0,0,364.7,13.67,19.06,351.57,0,0,33.38,113.67,0,5.24,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,0,0,0,123.1,0,117.18,92.32,0,67.77,0,0,25.71,402.81,0,0,105.43,0.79,6.78,0,0,0,0,2.61,14.64,23.69,11.85,1.39,33.95,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,13.81,0,12.54,0,0,0,364.7,13.67,19.06,351.57,0,0,33.38,113.67,0,5.24,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,0,0,0,123.1,0,117.18,92.32,0,67.77,0,0,25.71,402.81,0,0,105.43,0.79,6.03,0,0,0,0,2.61,14.64,23.69,11.85,1.39,38.12,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,13.8,0,12.54,0,0,0,364.7,13.67,19.06,351.57,0,0,33.38,113.67,0,5.24,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,0,0,0,123.1,0,117.18,92.32,0,67.77,0,0,25.71,402.81,0,0,105.43,0.79,6.03,0,0,0,0,2.61,14.64,23.69,11.85,1.39,38.12,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,15.06,0,12.54,0,0,0,364.7,13.67,19.06,351.57,0,0,33.38,113.67,0,5.24,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,0,0,0,123.1,0,117.18,92.32,0,67.77,0,0,25.71,402.81,0,0,105.43,0.79,6.03,0,0,0,0,2.61,14.64,23.69,11.85,1.39,38.12,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,15.3,0,12.54,0,0,0,364.7,13.67,19.06,351.57,0,0,33.38,113.67,0,5.24,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,0,0,0,123.1,0,117.18,92.32,0,67.77,0,0,25.71,402.81,0,0,105.43,0.79,6.03,0,0,0,0,2.61,14.64,23.69,11.85,1.39,38.12,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,16.38,0,12.54,0,0,0,364.7,13.67,19.06,364.56,0,0,33.38,113.67,0,5.24,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,0,0,0,123.1,0,117.18,92.32,0,67.77,0,0,25.71,402.81,0,0,105.43,0.79,6.03,0,0,0,0,2.61,14.64,23.69,11.85,1.39,33.95,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,19.24,0,12.54,0,0,0,364.7,13.67,19.06,441.51,0,0,33.38,113.67,0,5.24,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,0,0,0,123.1,0,117.18,92.32,0,67.77,0,0,25.71,402.81,0,0,105.43,0.79,6.03,0,0,0,0,2.61,14.64,23.69,11.85,1.39,33.95,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,19.24,0,12.54,0,0,0,368.41,13.67,19.06,521.35,0,0,33.38,113.67,0,5.24,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,0,0,0,123.1,0,117.18,92.32,0,67.77,0,0,12.85,402.81,0,0,105.43,0.79,0,0,0,0,0,2.61,20.01,31.21,15.08,1.39,33.95,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,19.24,0,12.54,0,0,0,368.41,13.67,19.06,595.78,0,0,33.38,113.67,0,5.24,0,0,10.01,0,0,26.58,51.4,0,0,0,0,0,0,0,0,1.03,123.1,0,117.18,92.32,0,67.77,0,0,12.85,402.81,0,0,105.43,0.79,0,0,0,0,0,2.61,20.01,33.39,15.08,1.39,33.95,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,19.24,0,12.54,0,0,0,368.41,15.34,19.06,595.78,0,0,44.08,142.65,0,5.24,0,0,10.01,0,0,53.15,51.4,0,0,0,0,0,0,0,0,2.07,123.1,0,117.18,92.32,0,67.77,0,0,12.85,402.81,0,0,105.43,0.79,0,0,0,0,0,3.25,20.01,33.39,15.08,1.39,33.95,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,19.24,0,12.54,0,0,0,368.41,17.51,19.06,595.78,0,0,44.08,142.65,0,5.24,0,0,10.01,0,0,53.15,51.4,0,0,0,0,0,0,0,0,2.07,123.1,0,117.18,92.32,0,67.77,0,0,12.85,402.81,0,0,105.43,0.79,0,0,0,0,0,3.25,20.01,33.39,15.08,1.39,33.95,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,19.24,0,12.54,0,0,0,368.41,17.51,38.11,595.78,0,0,44.08,142.65,0,5.24,0,0,10.01,0,0,53.15,51.4,0,0,0,0,0,0,0,0,2.07,123.1,0,117.18,92.32,0,67.77,0,0,12.85,402.81,0,0,105.43,0.79,0,0,0,0,0,3.25,20.01,33.39,15.08,1.39,38.12,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,19.24,0,12.54,0,0,0,425.13,17.51,38.11,595.78,0,0,44.08,142.65,0,5.24,0,0,10.01,0,0,53.15,51.4,0,0,0,0,0,0,0,0,2.07,123.1,0,117.18,92.32,0,67.77,0,0,12.85,402.81,0,0,105.43,0.79,0,0,0,0,0,3.25,26.09,43.05,20.45,1.39,38.12,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,19.24,0,12.54,0,0,0,503.51,17.51,38.11,626.66,0,0,44.08,142.65,0,5.24,0,0,10.01,0,0,53.15,51.4,0,0,0,0,0,0,0,0,2.07,123.1,0,117.18,92.32,0,67.77,0,0,12.85,402.81,0,0,105.43,0.79,0,0,0,0,0,3.25,26.09,43.05,20.48,1.39,38.12,38.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,19.24,0,12.54,0,0,0,561.42,17.51,38.11,626.66,0,0,44.08,142.65,0,5.24,0,0,10.01,0,0,53.15,51.4,0,0,0,0,0,0,0,0,2.07,123.1,0,117.18,92.32,0,67.77,0,0,12.85,402.81,0,0,105.43,0.79,0,0,0,0,0,3.25,26.09,43.05,20.48,1.39,38.12,38.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,19.24,0,12.54,0,11.21,0,591.38,17.51,38.11,626.66,0,0,44.08,142.65,0,5.24,0,0,10.01,0,0,53.15,51.4,0,0,0,0,0,0,0,0,2.07,123.1,0,117.18,92.32,0,67.77,0,0,68.18,402.81,0,0,105.43,0.79,0,0,0,0,0,3.25,26.09,43.05,20.48,1.39,38.12,38.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,19.24,0,12.54,0,11.21,0,606.35,17.51,38.11,626.66,0,0,44.08,142.65,0,5.24,0,0,10.01,0,0,53.15,51.4,0,0,0,0,0,0,4.42,0,2.07,123.1,0,117.18,89.25,0,67.77,0,0,68.18,402.81,0,0,105.43,0.79,0,0,0,0,0,3.25,26.09,43.05,20.48,1.39,38.12,38.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,19.15,0,12.54,0,11.21,0,606.35,17.51,38.11,626.66,0,0,44.08,142.65,0,5.24,0,0,10.01,0,0,53.15,51.4,0,0,0,0,0,0,18.42,0,2.07,123.1,0,117.18,92.32,0,67.77,0,0,68.18,402.81,0,0,105.43,0.79,0,0,0,0,0,3.25,26.09,43.05,20.48,1.39,36.27,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,19.24,0,12.54,3.16,11.21,0,623.33,17.51,38.11,626.66,0,0,44.08,142.65,0,5.24,0,0,10.01,0,0,53.15,51.4,0,0,0,0,0,0,18.42,0,2.07,123.1,0,117.18,92.32,0,67.77,0,0,68.18,402.81,0,0,105.43,0.79,0,0,0,0,0,3.25,26.09,43.05,20.48,1.39,36.27,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,19.24,0,12.54,15.63,11.21,0,607.35,17.51,38.11,542.62,0,0,44.08,142.65,0,5.24,0,0,10.01,0,0,53.15,51.4,0,0,0,0,0,0,18.42,0,2.07,123.1,0,117.18,92.32,0,67.77,0,0,25.71,402.81,0,0,105.43,0.79,0,0,0,0,0,3.25,26.09,43.05,20.48,1.39,36.27,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,19.24,0,12.54,15.63,11.21,0,547.33,17.51,38.11,456.05,0,0,44.08,142.65,0,5.24,0,0,10.01,0,0,53.15,51.4,0,0,0,0,0,0,18.42,0,2.07,123.1,0,117.18,92.32,0,67.77,0,0,12.85,402.81,0,0,105.43,0.79,0,0,0,0,0,3.25,26.09,43.05,20.48,1.33,36.27,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,19.24,0,12.54,15.63,11.21,0,483.35,17.51,38.11,379.09,0,0,44.08,142.65,0,5.24,0,0,10.01,0,0,53.15,51.4,0,0,0,0,0,0,18.42,0,2.07,123.1,0,117.18,92.32,0,67.77,0,0,12.85,402.81,0,0,105.43,0.79,1.97,0,0,0,0,3.25,22.59,37.45,17.72,1.33,36.27,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,19.24,0,12.54,15.63,11.21,0,397.41,17.51,38.11,354.94,0,0,44.08,142.65,0,5.24,0,0,10.01,0,0,43.04,51.4,0,0,0,0,0,0,4.13,0,1.67,123.1,0,117.18,92.32,0,67.77,0,0,12.85,402.81,0,0,105.43,0.79,1.97,0,0,0,0,3.25,16.5,27.82,13.88,1.33,36.27,38.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,19.24,0,12.54,15.63,11.21,0,364.7,17.51,38.11,348.21,0,0,44.08,142.65,0,5.24,0,0,10.01,0,0,43.04,51.4,0,0,0,0,0,0,0,0,1.67,123.1,0,117.18,92.32,0,67.77,0,0,12.85,402.81,0,0,105.43,0.79,1.97,0,0,0,0,3.94,14.64,23.79,11.85,1.67,36.27,38.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,19.24,0,12.54,15.63,11.21,0,364.7,14.97,38.11,348.21,0,0,44.08,142.65,0,5.24,0,0,10.01,0,0,43.04,51.4,0,0,0,0,0,0,0,0,1.67,123.1,0,117.18,92.32,0,67.77,0,0,12.85,402.81,0,0,105.43,0.79,1.97,0,0,0,0,3.94,14.64,23.79,11.85,1.67,36.27,38.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,19.24,0,12.54,31.25,11.21,0,366.13,13.67,38.11,348.21,0,0,39.32,113.67,0,5.24,0,0,10.01,0,0,43.04,51.4,0,0,0,0,0,0,0,0,1.67,123.16,0,117.26,92.32,0,67.77,0,0,12.85,402.81,0,0,105.51,0.79,0,0,0,0,0,3.93,14.64,23.79,11.85,1.67,36.27,38.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,19.24,0,12.54,31.25,11.21,0,366.13,13.67,38.11,348.21,0,0,33.38,113.67,0,5.24,0,0,10.01,0,0,43.04,51.4,0,0,0,0,0,0,0,0,1.67,123.16,0,117.26,92.32,0,67.77,0,0,12.85,402.81,0,0,105.51,0.79,0,0,0,0,0,3.93,14.64,23.79,11.85,1.67,36.27,32.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,19.24,0,12.54,31.25,11.21,0,366.13,11.81,19.06,348.21,0,0,27.29,93.95,0,5.24,0,0,10.01,0,0,43.04,51.4,0,0,0,0,0,0,0,0,1.67,123.16,0,117.26,92.32,0,67.77,0,0,36.89,402.81,0,0,105.51,0.79,0.74,0,0,0,0,3.93,17.4,23.79,11.85,1.92,36.27,32.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,19.24,0,12.54,31.25,11.21,0,366.13,11.81,19.06,348.21,0,0,24.55,78.46,0,5.24,0,0,10.01,0,0,43.04,51.4,0,0,0,0,0,0,0,0,1.67,123.16,0,117.26,92.32,0,67.77,0,0,68.18,402.81,0,0,105.51,0.79,0.74,0,0,0,0,3.93,17.4,23.79,11.85,1.92,36.27,32.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,19.24,0,12.54,31.25,11.21,0,366.13,11.81,19.06,348.21,0,0,24.55,78.46,0,5.24,0,0,10.01,0,0,43.04,51.4,0,0,0,0,0,0,0,0,1.67,123.16,0,117.26,92.32,0,67.77,0,0,68.18,402.81,0,0,105.51,0.79,0.24,0,0,0,0,3.93,17.4,23.79,11.85,1.92,36.27,32.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,19.24,0,12.54,15.63,11.21,0,366.13,11.81,19.06,348.21,0,0,24.55,78.46,0,5.24,0,0,10.01,0,0,26.58,51.4,0,0,0,0,0,0,0,0,1.03,123.16,0,117.26,92.32,0,67.77,0,0,36.89,402.81,0,0,105.51,0.79,0.24,0,0,0,0,3.93,17.4,23.79,11.85,1.92,36.27,32.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,18.3,0,12.54,15.63,11.21,0,366.13,11.81,19.06,348.21,0,0,24.55,78.46,0,5.24,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,0,0,0,123.16,0,117.26,92.32,0,67.77,0,0,25.71,402.81,0,0,105.51,0.79,1.48,0,0,0,0,3.93,17.4,23.79,13.84,1.92,36.27,32.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,18.76,0,12.54,15.63,11.21,0,366.13,11.81,19.06,348.21,0,0,24.55,78.46,0,5.24,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,0,0,0,123.16,0,117.26,92.32,0,67.77,0,0,25.71,402.81,0,0,105.51,0.79,1.48,0,0,0,0,3.93,17.4,23.79,13.84,1.92,36.27,32.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,18.54,0,12.54,15.63,11.21,0,366.13,11.81,19.06,348.21,0,0,24.55,78.46,0,8.13,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,0,0,0,123.16,0,117.26,92.32,0,67.77,0,0,25.71,402.81,0,0,105.51,0.79,0.49,0,0,0,0,3.93,17.4,28.35,13.84,1.92,36.6,32.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,17.42,0,12.54,15.63,11.21,0,366.13,11.81,19.06,348.21,0,0,24.55,78.46,0,8.13,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,0,0,0,123.16,0,117.26,92.32,0,67.77,0,0,25.71,402.81,0,0,105.51,0.79,0.49,0,0,0,0,3.93,17.4,28.38,13.84,1.92,36.6,32.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,18.11,0,12.54,15.63,11.21,0,366.13,11.81,19.06,348.21,0,0,24.55,78.46,0,8.13,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,0,7.2,0,123.16,0,117.26,92.32,0,67.77,0,0,25.71,402.81,0,0,105.51,0.79,0.49,0,0,0,0,3.93,17.4,28.38,13.84,1.92,36.6,33.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,19.24,0,12.54,15.63,11.21,0,366.13,11.81,19.06,348.21,0,0,24.55,78.46,0,8.13,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,0,7.2,0,123.16,0,117.26,92.32,0,67.77,0,0,25.71,402.81,0,0,105.51,0.79,0.49,0,0,0,0,3.93,17.4,28.38,13.84,1.92,36.6,33.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,19.24,0,6.27,15.63,11.21,0,366.13,11.81,19.06,348.21,0,0,24.55,78.46,0,8.13,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,4.42,7.2,0,123.16,0,93.21,59.67,0,67.77,0,0,25.71,402.81,0,0,105.51,0.79,0.49,0,0,0,0,3.93,17.4,28.38,13.84,1.92,36.6,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,19.24,0,6.27,15.63,11.21,0,366.13,11.81,19.06,348.21,0,0,24.55,78.46,0,8.13,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,17.69,14.41,0,123.16,0,93.21,59.67,0,67.77,0,0,25.71,402.81,0,0,105.51,0.79,0.49,0,0,0,0,3.93,17.4,28.38,13.84,1.92,36.6,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,19.24,0,6.27,15.63,0,0,366.13,11.81,19.06,348.21,0,0,24.55,78.46,0,8.13,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,17.69,14.41,0,123.16,0,93.21,59.67,0,67.77,0,0,25.71,402.81,0,0,105.51,0.79,0.49,0,0,0,0,3.93,17.4,28.38,13.84,1.92,36.6,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,19.24,0,6.27,0,0,0,366.13,11.81,19.06,348.21,0,0,24.55,78.46,0,8.13,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,17.69,14.41,0,123.16,0,93.21,59.67,0,67.77,0,0,25.71,402.81,0,0,105.51,0.79,0.49,0,0,0,0,3.93,17.4,28.38,13.84,1.92,36.6,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,19.24,0,6.27,0,0,0,366.13,11.81,19.06,348.21,0,0,24.55,78.46,0,8.13,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,16.22,2.52,0,123.16,0,93.21,59.67,0,67.77,0,0,12.85,402.81,0,0,105.51,0.79,0.49,0,0,0,0,3.93,17.4,28.38,13.84,1.92,36.6,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,19.24,0,6.27,0,0,0,366.13,11.81,19.06,348.21,0,0,24.55,78.46,0,8.13,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,15.47,0,0,123.16,0,93.21,59.67,0,67.77,0,0,12.85,402.81,0,0,105.51,0.79,0.49,0,0,0,0,3.93,17.4,28.38,13.84,1.92,36.6,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,19.24,0,6.27,0,0,0,366.13,11.81,19.06,348.21,0,0,24.55,78.46,0,8.13,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,3.68,0,0,107.94,0,93.21,59.67,0,67.77,0,0,12.85,402.81,0,0,94.93,0.79,0.49,0,0,0,0,3.93,17.4,28.38,13.84,1.92,36.6,33.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,19.24,0,6.27,0,0,0,366.13,11.81,19.06,348.21,0,0,24.55,78.46,0,8.13,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,0,0,0,107.94,0,93.21,59.67,0,67.77,0,0,12.85,402.81,0,0,94.93,0.79,0.49,0,0,0,0,3.93,17.4,28.38,13.84,1.92,36.6,33.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,19.24,0,6.27,0,0,0,366.13,11.81,19.06,348.21,0,0,24.55,78.46,0,8.13,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,0,0,0,107.94,0,93.21,59.67,0,67.77,0,0,12.85,402.81,0,0,94.93,0.79,0.49,0,0,0,0,3.93,17.4,28.38,13.84,1.92,36.6,33.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,19.24,0,6.27,0,0,0,366.13,11.81,19.06,348.21,0,0,24.55,78.46,0,8.13,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,0,0,0,107.94,0,93.21,59.67,0,67.77,0,0,12.85,402.81,0,0,94.93,0.79,0.49,0,0,0,0,3.93,17.4,28.38,13.84,1.92,36.6,33.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

