Block,Time,NAPP,NJPC,PARBATI3,RAMPUR,RAPPB,RAPPC,RIHAND1,SINGRAULI_HYDRO,TANAKPUR,TANDA2,TEHRI,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,UNCHAHAR4,URI,RIHAND2,RIHAND3,SEWA2,SINGRAULI,SALAL,URI2,BSIUL,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,JHAJJAR,KISHANGANGA,KOLDAM,DADRT2,KOTESHWR,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,FSTPP I & II,BRBCL,KHSTPP-II,KHSTPP-I,TALA,VSTPS I,VSTPS II,VSTPS III,VSTPS IV,VSTPS V,LARA-I,MOUDA,SIPAT I,SIPAT II,SOLAPUR,MOUDA_II,TAPS-II,SASAN,GADARWARA-I,KHARGONE-I,KSTPS I&II,KSTPS7,KAPS,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas
65,16:00-16:15,21.130895,50.57455,0,0.975221,0,59.009958,94.319983,1.095647,8.3265,2.525984,0,21.194999,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,66.234,35.068229,13.1076,28.09872,14.42728,10.559259,0,53.905351,467.87613,2.551476,2.12793,689.353782,8.712863,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.334884,0,3.03,2.38,3.78,0.42,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,7.38,0.24,1.83,0.84,18.765,15.00135,147.515625,31.564,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022109,0,0,0,0.007191,0,0.012943

66,16:15-16:30,21.130895,50.57455,0,0.975221,0,59.009958,94.319983,1.095647,8.3265,2.525984,18.370152,21.194999,43.545976,26.963602,1.427606,52.992,120.694688,126.520837,17.179062,137.242189,66.234,35.068229,13.1076,28.09872,0,10.559259,0,53.905351,467.87613,2.551476,2.12793,689.353782,8.712863,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.334884,0,3.03,2.38,3.78,0.42,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,7.51,0.24,1.83,0.84,18.765,15.00135,147.515625,31.564,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022109,0,0,0,0.007191,0,0.012943

67,16:30-16:45,21.130895,50.57455,0,0.975221,0,59.009958,94.319983,1.095647,8.3265,2.525984,27.555228,20.904656,43.545976,26.963602,1.427606,52.992,120.694688,126.520837,17.179062,137.242189,66.234,35.068229,13.1076,28.09872,0,10.559259,0,53.905351,467.87613,2.551476,2.12793,689.353782,8.712863,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.334884,0,3.03,2.38,3.78,0.42,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,7.51,0.24,1.83,0.84,18.765,15.00135,147.515625,31.564,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022109,0,0,0,0.007191,0,0.012943

68,16:45-17:00,21.130895,50.57455,0,0.975221,0,59.009958,94.319983,1.095647,8.3265,2.525984,27.555228,20.904656,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,66.234,35.068229,13.1076,28.09872,0,10.559259,0,53.905351,467.87613,2.551476,2.12793,689.353782,8.712863,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.334884,0,3.03,2.38,3.78,0.42,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,7.51,0.24,1.83,0.84,18.765,15.00135,147.515625,31.564,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022109,0,0,0,0.007191,0,0.012943

69,17:00-17:15,21.130895,50.57455,0,0.975221,0,59.009958,94.319983,1.095647,0.3843,2.525984,27.555228,20.904656,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,66.234,35.068229,13.1076,28.09872,0,10.559259,0,53.905351,467.87613,2.551476,2.12793,689.353782,8.712863,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.334884,0,3.03,2.38,3.42,0.42,0.88,0.19,2,1.1,1.61,0,1.61,6.05,1.94,0,7.68,0.24,1.83,0.84,18.765,15.00135,147.515625,31.564,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022109,0,0,0,0.007191,0,0.012943

70,17:15-17:30,21.130895,50.57455,0,0.975221,0,59.009958,94.319983,1.095647,0.3843,2.525984,27.555228,20.904656,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,66.234,35.068229,6.49,28.09872,0,0,0,53.905351,467.87613,2.551476,2.12793,689.353782,8.712863,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.334884,0,3.03,2.38,3.42,0.42,0.88,0.19,2,1.1,1.61,0,1.61,6.05,1.94,0,7.88,0.24,1.83,0.84,18.765,15.00135,147.515625,31.564,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022109,0,0,0,0.007191,0,0.012943

71,17:30-17:45,21.130895,73.711893,0,1.420431,0,59.009958,94.319983,1.095647,0,2.525984,27.555228,20.904656,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,66.234,35.068229,6.49,14.04936,0,0,0,53.905351,467.87613,2.551476,2.12793,689.353782,8.712863,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.334884,0,3.03,2.38,3.42,0.42,0.88,0.19,2,1.1,1.61,0,1.61,6.05,1.94,0,7.94,0.24,1.83,0.84,18.765,15.00135,147.515625,31.564,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022109,0,0,0,0.007191,0,0.012943

72,17:45-18:00,21.130895,71.664341,0,1.385097,0,59.009958,94.319983,1.095647,0,2.525984,27.555228,20.904656,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,66.234,35.068229,6.49,14.04936,0,0,0,53.905351,467.87613,2.551476,2.12793,689.353782,8.712863,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.334884,0,3.03,2.38,3.42,0.42,0.88,0.19,2,1.1,1.61,0,1.61,6.05,1.94,0,8.05,0.24,1.83,0.84,18.765,16.485,147.515625,31.564,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022109,0,0,0,0.007191,0,0.012943

73,18:00-18:15,21.130895,59.379026,0,1.144825,0,59.009958,94.319983,1.095647,0,2.525984,27.555228,20.904656,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,66.234,35.068229,6.49,12.64,4.416514,0,8.621857,46.166215,467.87613,2.551476,1.719539,689.353782,8.712863,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.334884,0,3.03,2.38,3.42,0.42,0.88,0.19,2,1.1,1.61,0,1.61,6.05,1.94,0,8.18,0.24,1.83,0.84,18.765,16.7048,147.515625,31.564,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022296,0,0,0,0.007191,0,0.012943

74,18:15-18:30,21.130895,61.426578,0,1.187226,0,59.009958,94.319983,1.095647,0,2.525984,27.555228,20.904656,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,66.234,35.068229,6.49,12.64,14.42728,2.084064,17.243714,48.964168,467.87613,2.551476,1.880746,689.353782,8.712863,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.334884,0,3.03,2.38,3.42,0.42,0.88,0.19,2,1.1,1.61,0,1.61,6.05,1.94,0,8.34,0.24,1.83,0.84,18.765,16.7048,147.515625,31.564,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022296,0,0,0,0.007191,0,0.012943

75,18:30-18:45,21.130895,101.149098,0,1.950442,0,59.009958,94.319983,1.095647,0,2.525984,29.038971,20.904656,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,66.234,35.068229,13.1076,28.09872,14.42728,21.118518,29.745407,53.905351,467.87613,2.551476,2.12793,689.353782,17.425727,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.334884,0,3.03,2.38,3.42,0.42,0.88,0.19,2,1.1,1.61,0,1.61,6.05,1.94,0,8.51,0.24,1.83,0.84,18.765,16.7048,147.515625,31.564,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022296,0,0,0,0.007191,0,0.012943

76,18:45-19:00,21.130895,126.436373,0,2.438053,0,59.009958,94.319983,1.095647,0,2.525984,29.038971,20.904656,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,66.234,35.068229,19.6614,42.14808,43.63516,31.709733,39.75251,57.63782,467.87613,2.609464,3.191894,689.353782,26.563608,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.334884,0,3.03,2.38,3.42,0.42,0.88,0.19,2,1.1,1.61,0,1.61,6.05,1.94,0,8.68,0.24,1.83,0.84,18.765,17.1444,147.515625,31.564,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022296,0,0,0,0.007191,0,0.012943

77,19:00-19:15,21.130895,151.723648,3.47244,2.883263,0,59.009958,94.319983,1.095647,0.8967,2.525984,29.038971,20.904656,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,66.234,35.068229,19.6614,42.14808,43.63516,31.709733,39.75251,57.63782,467.87613,2.609464,4.255859,689.353782,26.563608,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.334884,0,3.03,2.38,3.42,0.42,0.88,0.19,2,1.1,1.61,0,1.61,6.05,1.94,0,8.84,0.24,1.83,0.84,18.765,17.1444,147.515625,31.564,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022296,0,0,0,0.007191,0,0.012943

78,19:15-19:30,21.130895,151.723648,8.333857,2.883263,0,59.009958,94.319983,1.095647,0.8967,2.525984,29.038971,20.904656,43.545976,26.963602,1.427606,52.992,120.694688,126.520837,17.179062,137.242189,66.234,35.068229,19.6614,42.14808,43.63516,31.709733,39.75251,57.63782,467.87613,2.609464,4.255859,689.353782,26.563608,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.334884,0,3.03,2.38,3.42,0.42,0.88,0.19,2,1.1,1.61,0,1.61,6.05,1.94,0,9.01,0.24,1.83,0.84,18.765,17.584,147.515625,31.564,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022296,0,0,0,0.007191,0,0.012943

79,19:30-19:45,21.130895,151.723648,54.170072,2.883263,0,59.009958,94.319983,1.095647,0.8967,2.525984,29.038971,20.904656,43.545976,26.963602,1.427606,52.992,120.694688,126.520837,17.179062,137.242189,66.234,35.068229,19.6614,42.14808,43.63516,31.709733,39.75251,55.371478,467.87613,2.609464,4.255859,689.353782,26.563608,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.334884,0,3.03,2.38,3.42,0.42,0.88,0.19,2,1.1,1.61,0,1.61,6.05,1.94,0,9.21,0.24,1.83,0.84,18.765,17.584,147.515625,31.564,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022296,0,0,0,0.007191,0,0.012943

80,19:45-20:00,21.130895,151.723648,54.170072,2.883263,0,59.009958,94.319983,1.095647,0.8967,2.525984,29.038971,20.904656,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,66.234,35.068229,19.6614,42.14808,43.63516,31.709733,39.75251,53.905351,467.87613,2.609464,4.255859,689.353782,26.563608,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.334884,0,3.03,2.38,3.42,0.42,0.88,0.19,2,1.1,1.61,0,1.61,6.05,1.94,0,9.33,0.24,1.83,0.84,18.765,17.584,147.515625,31.564,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022296,0,0,0,0.007191,0,0.012943

81,20:00-20:15,21.130895,151.723648,54.170072,2.883263,0,59.009958,94.319983,1.095647,1.9215,2.525984,29.038971,20.904656,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,63.91,35.068229,19.6614,42.14808,43.63516,31.709733,39.75251,53.905351,467.87613,2.609464,4.255859,689.353782,26.563608,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.334884,0,3.03,2.38,3.42,0.42,0.88,0.22,2,1.1,1.61,0,1.61,6.05,1.94,0,9.33,0.24,1.83,0.84,18.765,18.0236,147.515625,31.564,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022296,0,0,0,0.007191,0,0.012943

82,20:15-20:30,21.130895,151.723648,54.170072,2.883263,0,59.009958,94.319983,1.095647,1.9215,2.525984,29.038971,20.904656,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,63.91,35.068229,19.6614,42.14808,43.63516,31.709733,39.75251,53.905351,467.87613,2.609464,4.255859,689.353782,26.563608,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.94296,0,3.03,2.38,3.42,0.42,0.88,0.22,2,1.1,1.61,0,1.61,6.05,1.94,0,9.33,0.24,1.83,0.84,18.765,18.0236,147.515625,31.564,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022296,0,0,0,0.007191,0,0.012943

83,20:30-20:45,21.130895,151.723648,54.170072,2.883263,0,59.009958,94.319983,1.095647,8.3265,2.525984,29.038971,20.904656,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,63.91,35.068229,19.6614,42.14808,43.63516,31.709733,39.75251,53.905351,467.87613,2.609464,4.255859,689.353782,26.563608,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.94296,0,3.03,2.38,3.42,0.42,0.88,0.22,2,1.1,1.61,0,1.61,6.05,1.94,0,9.33,0.24,1.83,0.84,18.765,18.0236,147.515625,31.564,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022296,0,0,0,0.007191,0,0.012943

84,20:45-21:00,21.130895,117.734275,54.170072,2.268449,0,59.009958,94.319983,1.095647,8.3265,2.525984,29.038971,20.904656,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,63.91,35.068229,13.1076,42.14808,29.001777,31.709733,29.745407,53.905351,467.87613,2.551476,4.255859,689.353782,17.425727,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.94296,0,3.03,2.38,3.42,0.42,0.88,0.22,2,1.1,1.61,0,1.61,6.05,1.94,0,9.33,0.24,1.83,0.84,18.765,18.0236,147.515625,31.564,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022296,0,0,0,0.007191,0,0.012943

85,21:00-21:15,21.130895,117.734275,16.667715,2.268449,0,59.009958,94.319983,1.095647,8.1984,2.525984,29.038971,20.904656,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,53.452,35.068229,13.1076,42.14808,29.001777,31.709733,29.745407,53.905351,467.87613,2.551476,4.255859,689.353782,17.425727,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.94296,0,3.03,2.38,3.42,0.42,0.88,0.22,2,1.1,1.61,0,1.61,6.05,1.94,0,9.33,0.24,1.83,0.84,18.765,18.0236,147.515625,31.564,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022481,0,0,0,0.007191,0,0.012943

86,21:15-21:30,21.130895,117.734275,16.667715,2.268449,0,59.009958,94.319983,1.095647,0.5124,2.525984,29.038971,20.904656,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,53.452,35.068229,13.1076,42.14808,29.001777,31.709733,29.745407,53.905351,467.87613,2.551476,4.255859,689.353782,17.425727,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.94296,0,3.03,2.38,3.42,0.42,0.88,0.22,2,1.1,1.61,0,1.61,6.05,1.94,0,9.33,0.24,1.83,0.84,18.765,18.0236,147.515625,31.564,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022296,0,0,0,0.007191,0,0.012943

87,21:30-21:45,21.130895,117.734275,16.667715,2.268449,0,59.009958,94.319983,1.095647,0.5124,2.525984,29.038971,20.904656,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,53.452,35.068229,13.1076,42.14808,29.001777,31.709733,29.745407,53.905351,467.87613,2.551476,4.255859,689.353782,17.425727,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.94296,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.61,0,1.61,6.05,1.94,0,9.33,0.24,1.83,0.84,18.765,18.0236,147.515625,31.564,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022296,0,0,0,0.007191,0,0.012943

88,21:45-22:00,21.130895,117.734275,3.47244,2.268449,0,59.009958,94.319983,1.095647,0.5124,2.525984,29.038971,20.904656,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,53.452,35.068229,13.1076,42.14808,29.001777,31.709733,29.745407,53.905351,467.87613,2.551476,4.255859,689.353782,17.425727,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.94296,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.61,0,1.61,6.05,1.94,0,9.33,0.24,1.83,0.84,18.765,18.0236,147.515625,31.564,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022296,0,0,0,0.007191,0,0.012943

89,22:00-22:15,21.130895,151.723648,0,2.883263,0,59.009958,94.319983,1.095647,0.5124,2.525984,29.038971,20.904656,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,53.452,35.068229,19.6614,42.14808,43.63516,31.709733,39.75251,53.905351,467.87613,2.609464,4.255859,689.353782,18.063254,0,37.321136,0,0,0,72.0861,0,0,0,34.052237,55.94296,0,3.03,2.38,3.42,0.44,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,9.33,0.24,1.83,0.89,18.765,18.0236,147.515625,31.564,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022296,0,0,0,0.007191,0,0.012943

90,22:15-22:30,21.130895,151.723648,0,2.883263,0,59.009958,94.319983,1.095647,0.5124,2.525984,29.038971,20.904656,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,53.452,35.068229,19.6614,42.14808,43.63516,31.709733,39.75251,53.905351,467.87613,2.609464,4.255859,689.353782,18.063254,0,37.321136,0,0,0,72.0861,0,0,0,34.052237,55.94296,0,3.03,2.38,3.42,0.44,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,9.33,0.24,1.83,0.89,18.765,18.0236,147.515625,31.564,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022668,0,0,0,0.007191,0,0.012943

91,22:30-22:45,21.130895,151.723648,0,2.883263,0,59.009958,94.319983,1.095647,0.5124,2.525984,29.038971,20.904656,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,53.452,35.068229,19.6614,42.14808,43.63516,31.709733,39.75251,53.905351,467.87613,2.609464,4.255859,689.353782,18.063254,0,37.321136,0,0,0,72.0861,0,0,0,34.052237,55.94296,0,3.03,2.38,3.42,0.44,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,9.33,0.24,1.83,0.89,18.765,18.0236,147.515625,31.564,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022668,0,0,0,0.007191,0,0.012943

92,22:45-23:00,21.130895,151.723648,0,2.883263,0,59.009958,94.319983,1.095647,0.5124,2.525984,29.038971,20.904656,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,53.452,35.068229,19.6614,42.14808,43.63516,31.709733,39.75251,53.905351,467.87613,2.609464,4.255859,689.353782,18.063254,0,37.321136,0,0,0,72.0861,0,0,0,34.052237,55.94296,0,3.03,2.38,3.42,0.42,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,9.33,0.24,1.83,0.85,18.765,18.0236,147.515625,31.564,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022668,0,0,0,0.007191,0,0.012943

93,23:00-23:15,21.130895,117.734275,0,2.268449,0,59.009958,94.319983,1.095647,0.5124,2.525984,29.038971,20.904656,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,53.452,35.068229,19.6614,42.14808,43.63516,31.709733,29.745407,53.905351,467.87613,2.551476,4.255859,689.353782,17.425727,0,37.321136,0,0,0,72.0861,0,0,0,34.052237,55.94296,0,3.03,2.38,3.42,0.42,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,9.33,0.24,1.83,0.85,18.765,18.0236,147.515625,31.564,0,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022668,0,0,0,0.007191,0,0.012943

94,23:15-23:30,21.130895,87.020985,0,1.674836,0,59.009958,94.319983,1.095647,0.5124,2.525984,29.038971,20.904656,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,53.452,35.068229,19.6614,42.14808,43.63516,31.709733,19.830272,53.905351,467.87613,2.551476,4.255859,689.353782,17.425727,0,37.321136,0,0,0,72.0861,0,0,0,34.052237,55.94296,0,3.03,2.38,3.42,0.42,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,9.33,0.24,1.83,0.85,18.765,18.0236,147.515625,31.564,0,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022853,0,0,0,0.007191,0,0.012943

95,23:30-23:45,21.130895,66.545459,0,1.286161,0,59.009958,94.319983,1.095647,0.5124,2.525984,29.038971,20.904656,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,53.452,35.068229,19.6614,42.14808,43.63516,31.709733,9.915136,53.905351,467.87613,2.551476,4.255859,689.353782,17.425727,0,37.321136,0,0,0,72.0861,0,0,0,34.052237,55.94296,0,3.03,2.38,3.42,0.42,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,9.33,0.24,1.83,0.85,18.765,18.0236,147.515625,31.564,0,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022853,0,0,0,0.007191,0,0.012943

96,23:45-24:00,21.130895,46.069933,0,0.890419,0,59.009958,94.319983,1.095647,0.5124,2.525984,29.038971,20.904656,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,53.452,35.068229,19.6614,42.14808,43.63516,31.709733,9.771438,53.905351,467.87613,2.551476,4.255859,689.353782,17.425727,0,37.321136,0,0,0,72.0861,0,0,0,34.052237,55.94296,0,3.03,2.38,3.42,0.42,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,9.33,0.24,1.83,0.85,18.765,18.0236,147.515625,31.564,0,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022853,0,0,0,0.007191,0,0.012943

