Block,Time,CHAMERA1,CHAMERA2,DULHASTI,KKNPPU2,NNTPP,RIHAND3,AURY_LF,DADRI_RF,BRBCL,KGSU1AND2,KHSTPP-II,MAPS,PARBATI2,SASAN,TALA,UNCHAHAR4,URI,CHAMERA3,KKNP,KOLDAM,KUDGI,NAPP,RAPPC,RAPPD,SIMHST1,SIMHST2,TelanganaSTPP,UNCHAHAR2,ANTA_CRF,BSIUL,KGSU3AND4,KOTESHWR,NLCTS2EXP,PARBATI3,RAMPUR,RIHAND2,RSTPSU1TO6,SINGRAULI,URI2,ANTA_RF,AURY_RF,RSTPSU7,TANDA2,TEHRI,VALLURNTECL,DADRT2,NJPC,NLCEXP,NLCIIST2,NTPL,RAPPB,TALST2,TANAKPUR,UNCHAHAR1,ANTA_GF,DADRI_CRF,DADRI_LF,DHAULIGNGA,FSTPP I & II,JHAJJAR,KISHANGANGA,SALAL,SINGRAULI_HYDRO,AURY_CRF,DADRI_GF,KHSTPP-I,NLCIIST1,RIHAND1,SEWA2,UNCHAHAR3,ANTA_LF,AURY_GF
9,02:00-02:15,42.15,48.81,58.69,0,0,95.79,0,98.41,20,0,148.3,0,39.82,405,5.43,2.3,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,13.04,0,0,0,50.64,6.98,124.58,0,150.34,38.1,51.83,80.77,0,5.7,0,0,0,180.89,0,0,0,0,0,1.79,21.94,0,0,0,43.78,18.2,240.11,8.63,84.24,1.11,0,0,45.53,0,97.23,6.3,27.68,0,0

10,02:15-02:30,42.15,48.81,58.69,0,0,95.79,0,98.41,20,0,148.3,0,39.82,405,5.43,2.3,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,13.04,0,0,0,50.64,6.98,124.58,0,150.34,38.1,51.83,80.77,0,5.7,0,0,0,180.89,0,0,0,0,0,1.79,21.94,0,0,0,43.78,18.2,240.11,8.63,84.24,1.11,0,0,45.53,0,97.23,6.02,27.68,0,0

11,02:30-02:45,42.15,48.81,58.69,0,0,95.79,0,98.41,20,0,148.3,0,39.82,405,5.43,2.3,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,13.04,0,0,0,50.64,6.98,124.58,0,150.34,38.1,51.83,80.77,0,5.7,0,0,0,180.89,0,0,0,0,0,6.27,21.94,0,0,0,43.78,18.2,240.11,8.63,84.24,1.11,0,0,45.53,0,97.23,0,27.68,0,0

12,02:45-03:00,42.15,48.81,58.69,0,0,95.79,0,98.41,20,0,148.3,0,39.82,405,5.43,2.3,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,13.04,0,0,0,50.64,6.98,124.58,0,150.34,38.1,51.83,80.77,0,5.7,0,0,0,180.89,0,0,0,0,0,6.27,21.94,0,0,0,43.78,18.2,240.11,8.63,84.24,1.11,0,0,45.53,0,97.23,0,27.68,0,0

13,03:00-03:15,42.15,48.81,58.69,0,0,95.79,0,98.41,20,0,148.3,0,39.82,405,5.43,2.3,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,13.04,0,0,0,50.64,6.98,124.58,0,150.34,38.1,52.22,80.77,0,5.7,0,0,0,180.89,0,0,0,0,0,6.27,21.94,0,0,0,43.78,18.2,240.11,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

14,03:15-03:30,42.15,48.81,58.69,0,0,95.79,0,98.41,20,0,148.3,0,39.82,405,5.43,2.3,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,13.04,0,0,0,50.64,6.98,124.58,0,150.34,38.1,52.22,80.77,0,5.7,0,0,0,180.89,0,0,0,0,0,6.27,21.94,0,0,0,43.78,18.2,240.11,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

15,03:30-03:45,42.15,48.81,58.69,0,0,95.79,0,98.41,20,0,148.3,0,39.82,393.75,5.43,2.3,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,13.04,0,0,0,50.64,6.98,124.58,0,150.34,38.1,52.22,80.77,0,5.7,0,0,0,180.89,0,0,0,0,0,3.72,21.94,0,0,0,21.88,18.2,240.11,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

16,03:45-04:00,42.15,48.81,58.69,0,0,95.79,0,98.41,20,0,148.3,0,39.82,393.75,5.43,2.3,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,13.04,0,0,0,50.64,6.98,124.58,0,150.34,38.1,52.22,80.77,0,5.7,0,0,0,180.89,0,0,0,0,0,3.72,21.94,0,0,0,21.88,18.2,240.11,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

17,04:00-04:15,42.15,48.81,58.69,0,0,130.79,0,98.41,20,0,148.3,0,39.82,393.75,5.43,2.3,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,13.04,0,0,0,42.96,6.98,124.58,0,150.34,38.1,52.22,80.77,0,5.7,0,0,0,180.89,0,0,0,0,0,3.72,21.94,0,0,0,21.88,18.2,240.11,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

18,04:15-04:30,42.15,48.81,58.69,0,0,130.79,0,98.41,20,0,148.3,0,39.82,393.75,5.43,2.3,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,13.04,0,0,0,42.96,6.98,124.58,0,150.34,38.1,52.22,80.77,0,5.7,0,0,0,180.89,0,0,0,0,0,3.72,21.94,0,0,0,21.88,18.2,240.11,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

19,04:30-04:45,42.15,48.81,58.69,0,0,130.79,0,98.41,20,0,148.3,0,39.82,393.75,3.08,2.3,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,13.04,0,0,0,42.96,6.98,124.58,0,150.34,38.1,52.22,80.77,0,5.7,0,0,0,180.89,0,0,0,0,0,3.72,21.94,0,0,0,21.88,18.2,240.11,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

20,04:45-05:00,42.15,48.81,58.69,0,0,130.79,0,98.41,20,0,148.3,0,39.82,393.75,3.08,2.3,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,13.04,0,0,0,42.96,6.98,124.58,0,150.34,38.1,52.22,80.77,0,5.7,0,0,0,180.89,0,0,0,0,0,3.72,21.94,0,0,0,21.88,18.2,240.11,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

21,05:00-05:15,42.15,48.81,58.69,0,0,130.79,0,98.41,20,0,148.3,0,39.82,393.75,3.08,3.2,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,45,0,13.04,0,0,0,42.96,6.98,124.58,0,150.34,38.1,52.22,80.77,0,5.7,0,0,0,180.89,0,0,0,0,0,3.72,21.94,0,0,0,21.88,18.2,347.11,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

22,05:15-05:30,42.15,48.81,58.69,0,0,130.79,0,98.41,20,0,148.3,0,39.82,393.75,3.08,2.3,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,44.49,0,13.04,0,0,0,42.96,6.98,124.58,0,150.34,38.1,52.22,80.77,0,5.7,0,0,0,180.89,0,0,0,0,0,3.72,21.94,0,0,0,21.88,18.2,347.11,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

23,05:30-05:45,42.15,48.81,58.69,0,0,130.79,0,98.41,20,0,148.3,0,39.82,393.75,3.08,2.3,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,44.49,0,13.04,0,0,0,42.96,6.98,124.58,0,150.34,38.1,52.22,80.77,0,5.7,0,0,0,180.89,0,0,0,0,0,3.72,21.94,0,0,0,21.88,18.2,347.11,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

24,05:45-06:00,42.15,48.81,58.69,0,0,130.79,0,98.41,20,0,148.3,0,39.82,393.75,3.08,2.3,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,45,0,13.04,0,0,0,42.96,6.98,124.58,0,150.34,38.1,52.22,80.77,0,5.7,0,0,0,180.89,0,0,0,0,0,3.72,21.94,0,0,0,21.88,18.2,347.11,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

25,06:00-06:15,42.15,48.81,58.69,0,0,130.79,0,98.41,20,0,148.3,0,39.82,393.75,3.08,2.3,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,45,0,13.04,0,0,0,42.96,6.98,124.58,0,150.34,38.1,52.22,80.77,0,5.7,0,0,0,180.89,0,0,0,0,0,3.72,21.94,0,0,0,0,18.2,347.11,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

26,06:15-06:30,42.15,48.81,58.69,0,0,130.79,0,98.41,20,0,148.3,0,39.82,393.75,3.08,3.2,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,45,0,13.04,0,0,0,42.96,6.98,124.58,0,150.34,38.1,52.22,80.77,0,5.7,0,0,0,180.89,0,0,0,0,0,3.72,21.94,0,0,0,0,18.2,447.11,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

27,06:30-06:45,42.15,48.81,58.69,0,0,130.79,0,98.41,20,0,148.3,0,39.82,393.75,0,3.2,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,45,0,13.04,0,0,0,42.96,6.98,124.58,0,150.34,38.1,52.22,80.77,0,5.7,0,0,0,180.89,0,0,0,0,0,3.72,21.94,0,0,0,0,18.2,447.11,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

28,06:45-07:00,42.15,48.81,58.69,0,0,130.79,0,98.41,20,0,148.3,0,39.82,393.75,0,3.2,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,45,0,13.04,0,0,0,42.96,6.98,124.58,0,150.34,38.1,52.22,80.77,0,5.7,0,0,0,180.89,0,0,0,0,0,3.72,21.94,0,0,0,0,18.2,447.11,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

29,07:00-07:15,42.15,48.81,58.69,0,0,130.79,0,98.41,20,0,148.3,0,36.07,393.75,0,3.2,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,45,0,13.04,0,0,0,42.96,6.98,124.58,0,150.34,38.1,51.83,80.77,0,5.7,0,0,97.48,180.89,0,0,0,0,0,3.72,21.94,0,0,0,0,18.2,447.11,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

30,07:15-07:30,42.15,48.81,58.69,0,0,130.79,0,98.41,20,0,148.3,0,36.07,393.75,0,3.2,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,45,0,13.04,0,0,0,42.96,6.98,124.58,0,150.34,38.1,51.83,80.77,0,5.7,0,0,119.98,180.89,0,0,0,0,0,3.72,21.94,0,0,0,0,18.2,447.11,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

31,07:30-07:45,42.15,48.81,58.69,0,0,130.79,0,98.41,20,0,148.3,0,36.07,393.75,0,3.2,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,45,0,13.04,0,0,0,36.83,6.98,124.58,0,150.34,38.1,51.83,80.77,0,5.7,0,0,149.96,180.89,0,0,0,0,0,3.72,21.94,0,0,0,0,18.2,447.11,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

32,07:45-08:00,42.15,48.81,58.69,0,0,130.79,0,98.41,20,0,148.3,0,36.07,393.75,0,3.2,51.01,35.03,0,6.74,0,25.38,67.71,0,0,0,0,45,0,13.04,0,0,0,36.83,6.98,124.58,0,150.34,38.1,51.83,80.77,0,5.7,0,0,179.96,180.89,0,0,0,0,0,2.05,21.94,0,0,0,0,18.2,447.11,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

33,08:00-08:15,42.15,32.53,58.69,0,0,130.79,0,98.41,20,0,148.3,0,36.07,393.75,0,3.2,52.99,23.35,0,4.78,0,25.38,67.71,0,0,0,0,45,0,13.04,0,0,0,36.83,5.54,124.58,0,150.34,38.1,51.17,80.77,0,5.7,0,0,209.95,140.57,0,0,0,0,0,3.72,21.94,0,0,0,0,18.2,427.11,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

34,08:15-08:30,28.44,32.53,58.69,0,0,130.79,0,98.41,20,0,148.3,0,36.07,393.75,0,3.2,52.99,23.35,0,4.36,0,25.38,67.71,0,0,0,0,45,0,13.04,0,0,0,36.83,6,124.58,0,150.34,38.1,51.17,80.77,0,5.7,0,0,209.95,148.3,0,0,0,0,0,3.72,21.94,0,0,0,0,18.2,427.11,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

35,08:30-08:45,28.44,32.53,58.69,0,0,130.79,0,98.41,20,0,148.3,0,36.07,393.75,0,3.2,52.99,23.35,0,1.99,0,25.38,67.71,0,0,0,0,45,0,13.04,0,0,0,36.83,5.79,124.58,0,150.34,38.1,51.17,80.77,0,5.7,0,0,149.96,144.04,0,0,0,0,0,3.72,21.94,0,0,0,0,18.2,347.11,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

36,08:45-09:00,14.22,32.53,58.69,0,0,130.79,0,98.41,20,0,148.3,0,36.07,393.75,0,3.2,52.99,23.35,0,1.99,0,25.38,67.71,0,0,0,0,45,0,13.04,0,0,0,36.83,5.57,124.58,0,150.34,38.1,51.17,80.77,0,5.7,0,0,172.46,142.92,0,0,0,0,0,3.72,21.94,0,0,0,0,18.2,347.11,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

37,09:00-09:15,0,36.23,58.69,0,0,130.79,0,98.41,20,0,148.3,0,36.07,393.75,0,3.2,52.99,23.35,0,0,0,25.38,67.71,0,0,0,0,45,0,13.04,0,0,0,36.83,5.02,124.58,0,150.34,38.1,51.17,80.77,0,5.7,0,0,194.96,126.12,0,0,0,0,0,3.72,21.94,0,0,0,0,18.2,347.11,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

38,09:15-09:30,0,39.52,50.97,0,0,130.79,0,98.41,20,0,148.3,0,36.07,393.75,0,3.2,52.99,23.35,0,0,0,25.38,67.71,0,0,0,0,45,0,19.56,0,0,0,36.83,5.02,124.58,0,150.34,38.1,51.17,80.77,0,5.7,0,0,194.96,126.79,0,0,0,0,0,3.72,21.94,0,0,0,0,18.2,277.11,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

39,09:30-09:45,0,39.52,50.97,0,0,130.79,0,98.41,20,0,148.3,0,36.07,393.75,0,3.2,52.99,35.03,0,0,0,25.38,67.71,0,0,0,0,45,0,19.56,0,0,0,8.28,5.37,124.58,0,150.34,38.1,51.17,80.77,0,5.7,0,0,194.96,133.06,0,0,0,0,0,3.72,21.94,0,0,0,0,18.2,277.11,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

40,09:45-10:00,0,39.52,50.97,0,0,130.79,0,98.41,20,0,148.3,0,36.07,393.75,0,3.2,52.99,35.03,0,0,0,25.38,67.71,0,0,0,0,45,0,19.56,0,0,0,8.28,5.05,124.58,0,150.34,38.1,51.17,80.77,0,5.7,0,0,217.45,126.23,0,0,0,0,0,3.72,21.94,0,0,0,0,18.2,277.11,8.63,58.1,1.11,0,0,45.53,0,97.23,0,27.68,0,0

41,10:00-10:15,0,24.7,50.97,0,0,130.79,0,98.41,20,0,148.3,0,24.04,393.75,0,3.2,52.99,35.03,0,0,0,25.38,67.71,0,0,0,0,45,0,13.04,0,0,0,36.83,3.9,124.58,0,150.34,38.1,51.17,80.77,0,5.7,0,0,344.46,93.97,0,0,0,0,0,3.72,21.94,0,0,0,0,18.2,277.11,8.63,58.1,1.11,0,0,45.53,0,97.23,0,27.68,0,0

42,10:15-10:30,0,0,20.85,0,0,130.79,0,98.41,20,0,148.3,0,24.04,393.75,0,3.2,52.99,0,0,0,0,25.38,67.71,0,0,0,0,45,0,0,0,0,0,36.83,2.88,124.58,0,150.34,38.1,51.17,80.77,0,5.7,0,0,344.46,68.89,0,0,0,0,0,3.72,21.94,0,0,0,0,18.2,267.11,8.63,58.1,1.11,0,0,45.53,0,97.23,0,27.68,0,0

43,10:30-10:45,0,0,10.04,0,0,130.79,0,98.41,20,0,148.3,0,24.04,393.75,9.11,3.2,52.99,0,0,0,0,25.38,67.71,0,0,0,0,45,0,0,0,0,0,36.83,1.77,124.58,0,150.34,38.1,51.17,80.77,0,5.7,0,0,344.46,42.68,0,0,0,0,0,3.72,21.94,0,0,0,0,18.2,267.11,8.63,58.1,1.11,0,0,45.53,0,97.23,0,27.68,0,0

44,10:45-11:00,0,0,10.81,0,0,130.79,0,98.41,20,0,148.3,0,24.04,393.75,9.11,3.2,52.99,0,0,0,0,25.38,67.71,0,0,0,0,45,0,0,0,0,0,36.83,1.64,124.58,0,150.34,38.1,51.17,80.77,0,5.7,0,0,344.46,42.79,0,0,0,0,0,3.72,21.94,0,0,0,0,18.2,267.11,8.63,58.1,1.11,0,0,45.53,0,97.23,0,27.68,0,0

45,11:00-11:15,0,0,10.81,0,0,130.79,0,98.41,20,0,148.3,0,12.02,393.75,9.11,3.2,26.61,0,0,0,0,25.38,67.71,0,0,0,0,45,0,0,0,0,0,36.83,1.71,124.58,0,150.34,25.39,50.51,80.77,0,5.7,0,0,344.46,44.81,0,0,0,0,0,3.72,21.94,0,0,0,0,18.2,267.11,8.63,58.1,1.11,0,0,45.53,0,97.23,0,27.68,0,0

46,11:15-11:30,0,0,10.81,0,0,130.79,0,98.41,20,0,148.3,0,12.02,393.75,9.11,3.2,26.61,0,0,0,0,25.38,67.71,0,0,0,0,45,0,0,0,0,0,9.2,1.75,124.58,0,150.34,25.39,50.51,80.77,0,5.7,0,0,344.46,44.81,0,0,0,0,0,3.72,21.94,0,0,0,0,18.2,267.11,8.63,38.35,1.11,0,0,45.53,0,97.23,0,27.68,0,0

47,11:30-11:45,0,0,24.71,0,0,130.79,0,98.41,20,0,148.3,0,12.02,393.75,9.11,3.2,26.61,0,0,0,0,25.38,67.71,0,0,0,0,45,0,0,0,0,0,9.2,1.75,124.58,0,150.34,25.39,50.51,80.77,0,5.7,0,0,344.46,44.81,0,0,0,0,0,3.72,21.94,0,0,0,10.95,18.2,267.11,8.63,38.35,1.11,0,0,45.53,0,97.23,0,27.68,0,0

48,11:45-12:00,0,0,33.2,0,0,130.79,0,98.41,20,0,148.3,0,12.02,393.75,9.11,3.2,26.61,0,0,0,0,25.38,67.71,0,0,0,0,45,0,6.52,0,0,0,9.2,1.75,124.58,0,150.34,25.39,50.51,80.77,0,5.7,0,0,344.46,44.81,0,0,0,0,0,3.72,21.94,0,0,0,10.95,18.2,267.11,8.63,38.35,1.11,0,0,45.53,0,97.23,0,27.68,0,0

49,12:00-12:15,0,0,58.69,0,0,130.79,0,98.41,20,0,148.3,0,28.56,393.75,11.47,3.2,26.61,11.68,0,0,0,25.38,67.71,0,0,0,0,45,0,6.52,0,10.43,0,9.2,1.75,124.58,0,150.34,25.39,49.86,80.77,0,5.7,0,0,344.46,44.81,0,0,0,0,0,3.72,21.94,0,0,0,10.95,18.2,267.11,8.63,38.35,1.11,0,0,45.53,0,97.23,0,27.68,0,0

50,12:15-12:30,0,32.53,58.69,0,0,130.79,0,98.41,20,0,148.3,0,28.56,393.75,11.47,3.2,26.61,11.68,0,0,0,25.38,67.71,0,0,0,0,45,0,6.52,0,10.43,0,9.2,1.75,124.58,0,150.34,25.39,49.86,80.77,0,5.7,0,0,344.46,44.81,0,0,0,0,0,3.72,21.94,0,0,0,10.95,18.2,267.11,8.63,38.35,1.11,0,0,45.53,0,97.23,0,27.68,0,0

51,12:30-12:45,0,32.53,58.69,0,0,130.79,0,98.41,20,0,148.3,0,28.56,393.75,6.33,3.2,26.61,23.35,0,0,0,25.38,67.71,0,0,0,0,45,0,6.52,0,10.43,0,9.2,1.75,124.58,0,150.34,25.39,49.86,80.77,0,5.7,0,0,344.46,44.81,0,0,0,0,0,3.72,21.94,0,0,0,10.95,18.2,267.11,8.63,38.35,1.11,0,0,45.53,0,97.23,0,27.68,0,0

52,12:45-13:00,0,32.53,58.69,0,0,130.79,0,98.41,20,0,148.3,0,28.56,393.75,6.33,3.2,26.61,23.35,0,0,0,25.38,67.71,0,0,0,0,45,0,6.52,0,0,0,36.83,1.75,124.58,0,150.34,25.39,49.86,80.77,0,5.7,0,0,344.46,44.81,0,0,0,0,0,3.72,21.94,0,0,0,10.95,18.2,267.11,8.63,38.35,1.11,0,0,45.53,0,97.23,0,27.68,0,0

53,13:00-13:15,0,49.4,58.69,0,0,130.79,0,98.41,20,0,148.3,0,28.56,393.75,6.33,3.2,26.61,35.03,0,0,0,25.38,67.71,0,0,0,0,45,0,6.52,0,0,0,36.83,1.75,124.58,0,150.34,25.39,49.86,80.77,0,5.7,0,0,274.46,44.81,0,0,0,0,0,5,21.94,0,0,0,10.95,18.2,267.11,8.63,38.35,1.11,0,0,45.53,0,97.23,0,27.68,0,0

54,13:15-13:30,0,49.4,58.69,0,0,130.79,0,98.41,20,0,148.3,0,28.56,393.75,5.74,3.2,50.79,35.03,0,0,0,25.38,67.71,0,0,0,0,45,0,6.52,0,0,0,36.83,2.19,124.58,0,150.34,25.39,49.2,80.77,0,5.7,0,0,204.46,55.33,0,0,0,0,0,5,21.94,0,0,0,10.95,18.2,267.11,8.63,38.35,1.11,0,0,45.53,0,97.23,0,27.68,0,0

55,13:30-13:45,0,49.4,58.69,0,0,130.79,0,98.41,20,0,148.3,0,28.56,354.38,4.49,3.2,38.64,35.03,0,0,0,25.38,67.71,0,0,0,0,45,0,13.04,0,0,0,36.83,3.29,124.58,0,150.34,25.39,49.2,80.77,0,5.7,0,0,239.46,82.99,0,0,0,0,0,5,21.94,0,0,0,10.95,18.2,267.11,8.63,38.35,1.11,0,0,45.53,0,97.23,0,27.68,0,0

56,13:45-14:00,14.05,49.4,58.69,0,0,130.79,0,98.41,20,0,148.3,0,28.56,354.38,4.49,3.2,38.64,35.03,0,0,0,25.38,67.71,0,0,0,0,45,0,13.04,0,0,0,36.83,4.4,124.58,0,150.34,38.1,49.2,80.77,0,5.7,0,0,229.46,110.67,0,0,0,0,0,5,21.94,0,0,0,10.95,18.2,267.11,8.63,38.35,1.11,0,0,45.53,0,97.23,0,27.68,0,0

57,14:00-14:15,28.1,49.4,58.69,0,0,130.79,0,98.41,20,0,148.3,0,28.56,354.38,3.23,3.2,38.64,35.03,0,2.05,0,25.38,67.71,0,0,0,0,45,0,13.04,0,0,0,36.83,5.5,124.58,0,150.34,38.1,48.55,80.77,0,5.7,0,0,229.46,138.33,0,0,0,0,0,5,21.94,0,0,0,10.95,18.2,267.11,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

