Column1,Time,GNA/WR/2024/10/15/7089,GNA/NR/2024/10/16/2350,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),GNA/NR/2024/10/01/8106,NR/30092023/31122025/SH-07,GNA/NR/2024/10/01/6101,GNA/NR/2024/10/16/4393,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/10/01/9072,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/01/9582,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/10/01/3642,NR/01102023/31102037/L_NR_2019_11,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10
13,03:00-03:15,0,30.57,2.97,70.29,205.86,28.77,16.78,272.57,6.67,0,0,20,0,8.76,16.78,26.29,91.71,0,26.29,0,2.55,0,67.99,5.06,8.76,0,26.29,2.83,7,0,13.33,0,0,6,13.33,0,0,0,0,6.66,0,0

14,03:15-03:30,0,30.57,2.97,70.29,205.86,28.77,25.28,272.57,6.67,0,0,20,0,8.76,25.28,26.29,91.71,0,26.29,0,2.55,0,67.99,5.06,8.76,0,26.29,2.83,7,0,13.33,0,0,6,13.33,0,0,0,0,6.66,0,0

15,03:30-03:45,0,30.57,2.97,70.29,205.86,28.77,25.28,272.57,6.67,0,0,20,0,8.76,25.28,26.29,91.71,0,26.29,0,2.55,0,86.95,5.06,8.76,0,26.29,2.83,7,0,13.33,0,0,6,13.33,0,0,0,0,6.66,0,0

16,03:45-04:00,0,30.57,2.97,70.29,205.86,28.77,25.28,272.57,6.67,0,0,20,0,8.76,25.28,26.29,91.71,0,26.29,0,2.55,0,86.95,5.06,8.76,0,26.29,2.83,7,0,13.33,0,0,6,13.33,0,0,0,0,6.66,0,0

17,04:00-04:15,0,30.57,2.97,70.29,205.86,28.77,25.28,272.57,6.67,0,0,20,0,8.76,25.28,26.29,91.71,0,26.29,0,2.48,0,86.95,5.06,8.76,0,26.29,2.76,7,0,13.33,0,0,6,13.33,0,0,0,0,6.66,0,0

18,04:15-04:30,0,30.57,2.97,70.29,205.86,28.77,26.91,272.57,6.67,0,0,20,0,8.76,26.91,26.29,91.71,0,26.29,0,2.48,0,86.95,5.06,8.76,0,26.29,2.76,7,0,13.33,0,0,6,13.33,0,0,0,0,6.66,0,0

19,04:30-04:45,0,30.57,2.97,70.29,205.86,28.77,25.28,272.57,6.67,0,0,20,0,8.76,25.28,26.29,91.71,0,26.29,0,2.87,0,86.95,5.06,8.76,0,26.29,2.76,7,0,13.33,0,0,6,13.33,0,0,0,0,6.66,0,0

20,04:45-05:00,0,30.57,2.97,70.29,205.86,28.26,25.28,272.57,6.67,0,0,20,0,8.76,25.28,26.29,91.71,0,26.29,0,2.87,0,86.95,5.06,8.76,0,26.29,2.76,7,0,13.33,0,0,6,13.33,0,0,0,0,6.66,0,0

21,05:00-05:15,0,30.57,2.87,70.29,205.86,28.26,25.28,272.57,6.67,0,0,20,0,8.76,25.28,26.29,91.71,0,26.29,0,2.87,0,86.95,5.06,8.76,0,26.29,2.83,7,0,13.33,0,0,6,13.33,0,0,0,0,6.66,0,0

22,05:15-05:30,0,30.57,2.87,70.29,205.86,28.77,25.28,272.57,6.67,0,0,20,0,8.76,25.28,26.29,91.71,0,26.29,0,2.87,0,86.95,5.06,8.76,0,26.29,2.83,7,0,13.33,0,0,6,13.33,0,0,0,0,6.66,0,0

23,05:30-05:45,0,30.57,2.87,66.13,205.86,28.77,25.28,272.57,6.67,0,0,20,0,8.76,25.28,26.29,91.71,0,26.29,0,2.87,0,86.95,5.06,8.76,0,26.29,2.83,7,0,13.33,0,0,6,13.33,0,0,0,0,6.66,0,0

24,05:45-06:00,0,30.57,2.87,66.13,205.86,28.77,25.28,272.57,6.67,0,0,20,0,8.76,25.28,26.29,91.71,0,26.29,0,2.87,0,86.95,5.06,8.76,0,26.29,2.83,7,0,13.33,0,0,6,13.33,0,0,0,0,6.66,0,0

25,06:00-06:15,0,0,2.87,66.13,205.86,28.77,18.98,272.57,6.67,8.63,7.8,20,3,8.76,18.98,26.29,0,0,26.29,0,2.87,0,86.95,5.06,8.76,0,26.29,2.83,7,0,13.33,0,0,6,13.33,1,0,0,0,6.66,0,0

26,06:15-06:30,0,0,2.87,66.13,205.86,27.75,18.98,272.57,6.67,18.45,16.7,20,9,8.76,18.98,26.29,0,0,26.29,0,2.87,0,86.95,5.06,8.76,0,26.29,2.83,7,0,13.33,0,0,6,13.33,2,1,0,1,6.66,0,0

27,06:30-06:45,0,0,2.87,66.13,234.78,27.75,18.98,272.57,6.67,28.93,27.81,20,12,8.76,18.98,26.29,0,0,26.29,0.39,2.87,0.39,86.95,5.06,8.76,0.4,26.29,2.83,7,0,13.33,0.09,3,6,13.33,5,3,0.47,4,6.66,2,1

28,06:45-07:00,0,0,2.87,66.13,234.78,27.25,18.98,272.57,6.67,31.45,31.45,20,15,8.76,18.98,26.29,0,0,26.29,0.7,2.87,0.7,86.95,5.06,8.76,0.72,26.29,2.83,7,2,13.33,0.38,8.87,6,13.33,8,4,1.89,7,6.66,3,3

29,07:00-07:15,0,0,2.87,70.29,234.78,26.75,18.98,272.57,6.67,32,32,20,18,8.76,18.98,26.29,0,0,26.29,1.17,2.87,1.17,86.95,5.06,8.76,1.2,26.29,2.83,7,5,13.33,1.72,16.43,6,13.33,10,5,8.58,14,6.66,7,6

30,07:15-07:30,0,0,2.87,70.29,234.78,26.75,18.98,272.57,6.67,33,33,20,25,8.76,18.98,26.29,0,0,26.29,2.23,2.87,2.23,86.95,5.06,8.76,2.28,26.29,2.83,7,7,13.33,3.89,25.4,6,13.33,15,7,19.43,25,6.66,10,10

31,07:30-07:45,0,0,2.87,70.29,205.86,26.75,18.98,250.64,6.67,31.1,31.1,20,31.1,8.76,18.98,26.29,0,0,26.29,3.03,2.87,3.03,67.99,5.06,8.76,3.1,26.29,2.83,7,8,13.33,6.93,34.76,6,13.33,18,9,34.64,39,6.66,15,16

32,07:45-08:00,0,0,2.87,70.29,205.86,27.75,18.98,231.36,6.67,31.6,31.6,20,31.6,8.76,18.98,26.29,0,0,26.29,3.82,2.87,3.82,67.99,5.06,8.76,3.92,26.29,2.83,7,12,13.33,10.3,44.33,6,13.33,25,12,51.53,53,6.66,19,22

33,08:00-08:15,0,0,2.87,70.29,205.86,27.75,25.28,212.08,6.67,32.1,32.1,20,32.1,8.76,25.28,26.29,0,0,26.29,4.42,2.8,4.42,67.99,5.06,8.76,4.54,26.29,2.76,7,17,13.33,14.04,53.84,6,13.33,32,15,70.22,67,6.66,27,28

34,08:15-08:30,0,0,2.87,70.29,205.86,27.75,25.28,192.8,6.67,33,33,20,33,8.76,25.28,26.29,0,0,26.29,5.29,2.8,5.29,67.99,5.06,8.76,5.41,26.29,2.76,7,21,13.33,17.7,63.29,6,13.33,39,19,88.48,81,6.66,35,34

35,08:30-08:45,0,0,2.87,70.29,205.86,28.26,25.28,192.8,6.67,33,33,20,33,8.76,25.28,26.29,0,0,26.29,6.15,2.8,6.15,67.99,5.06,8.76,6.3,26.29,2.76,7,25,13.33,21.34,72.2,6,13.33,46,22,106.72,95,6.66,44,40

36,08:45-09:00,0,0,2.87,70.29,205.86,28.26,25.28,192.8,6.67,33,33,20,33,8.76,25.28,26.29,0,0,26.29,7.01,2.8,7.01,67.99,5.06,8.76,7.19,26.29,2.76,7,28,10,25.22,80.8,6,10,53,25,126.13,109,6.66,51,46

37,09:00-09:15,0,0,2.97,70.29,205.86,28.26,25.28,192.8,6.67,33,33,20,33,8.76,25.28,26.29,0,0,26.29,7.76,2.8,7.76,67.99,5.06,8.76,7.96,26.29,2.76,7,30,10,28.97,89.22,6,10,60,28,144.86,123,6.66,60,52

38,09:15-09:30,0,0,2.97,70.29,205.86,28.26,25.28,192.8,6.67,33,33,20,33,8.76,25.28,26.29,0,0,26.29,9.21,2.8,9.21,67.99,5.06,8.76,9.44,26.29,2.76,7,33,10,32.43,96.7,6,10,66,32,162.14,137,6.66,65,58

39,09:30-09:45,0,0,2.97,70.29,205.86,28.26,25.28,211.31,6.67,33,33,20,33,8.76,25.28,26.29,0,0,26.29,10.08,2.8,10.08,67.99,5.06,8.76,10.34,26.29,2.76,7,35,11.25,35.56,103.65,6,11.25,72,35,177.79,151,6.66,71,64

40,09:45-10:00,0,0,2.97,70.29,205.86,28.26,25.28,211.31,6.67,33,33,20,33,8.76,25.28,26.29,0,0,26.29,11.2,2.8,11.2,67.99,5.06,8.76,11.49,26.29,2.76,7,37,11.25,38.4,110.07,6,11.25,77,37,192.01,161,6.66,77,69

41,10:00-10:15,0,0,2.97,70.29,234.78,28.26,25.28,211.31,6.67,33,33,20,33,8.76,25.28,26.29,0,0,26.29,11.82,2.8,11.82,86.95,5.06,8.76,12.12,26.29,2.76,7,39,11.25,41.03,115.54,6,11.25,83,39,205.17,172,6.66,83,73

42,10:15-10:30,0,0,2.97,70.29,234.78,28.26,25.28,211.31,6.67,33,33,20,33,8.76,25.28,26.29,0,0,26.29,12.92,2.8,12.92,86.95,5.06,8.76,13.25,26.29,2.76,7,41,11.25,43.34,119.86,6,11.25,87,41,216.68,182,6.66,87,78

43,10:30-10:45,0,0,2.97,70.29,234.78,28.26,15.28,211.31,6.67,33,33,20,33,8.76,15.28,26.29,0,0,26.29,13.6,2.8,13.6,86.95,5.06,8.76,13.94,26.29,2.76,7,43,11.25,45.37,137.06,6,11.25,90,43,226.86,189,6.66,89,81

44,10:45-11:00,0,0,2.97,70.29,234.78,28.26,12.78,211.31,6.67,33,33,20,33,8.76,12.78,26.29,0,0,26.29,14.34,2.8,14.34,86.95,5.06,8.76,14.7,26.29,2.76,7,44,11.25,46,140.84,6,11.25,93,44,230,196,6.66,91,84

45,11:00-11:15,0,0,3.06,70.29,234.78,27.25,7.78,211.31,6.67,33,33,20,33,8.76,7.78,26.29,0,0,26.29,14.97,2.87,14.97,86.95,5.06,8.76,15.35,26.29,2.76,7,45,11.25,46,144.05,5.66,11.25,95,45,230,196,6.66,91,84

46,11:15-11:30,0,0,3.06,70.29,234.78,27.25,2.78,211.31,6.67,33,33,20,33,8.76,2.78,26.29,0,0,26.29,15.57,2.87,15.57,86.95,5.06,8.76,15.96,26.29,2.76,7,45,11.25,46,146.57,5.66,11.25,95,45,230,196,6.66,91,84

47,11:30-11:45,0,0,3.06,70.29,234.78,27.25,2.78,211.31,6.67,33,33,20,33,8.76,2.78,26.29,0,0,26.29,15.57,2.87,15.57,86.95,5.06,8.76,15.96,26.29,2.76,7,46,11.25,46,148.33,5.66,11.25,95,45,230,196,6.66,91,84

48,11:45-12:00,0,0,3.06,70.29,234.78,27.25,2.78,211.31,6.67,33,33,20,33,8.76,2.78,26.29,0,0,26.29,15.57,2.87,15.57,86.95,5.06,8.76,15.96,26.29,2.76,7,46,11.25,46,149.4,5.66,11.25,95,45,230,196,6.66,91,84

49,12:00-12:15,0,0,3.06,70.29,234.78,27.25,2.78,211.31,6.67,33,33,20,33,8.76,2.78,26.29,0,0,26.29,15.57,2.87,15.57,86.95,4.97,8.76,15.96,26.29,2.91,7,46,11.25,46,146.43,5.66,11.25,95,45,230,196,6.66,91,84

50,12:15-12:30,0,0,3.06,70.29,234.78,27.25,2.78,211.31,6.67,33,33,20,33,8.76,2.78,26.29,0,0,26.29,15.57,2.87,15.57,86.95,4.97,8.76,15.96,26.29,2.91,7,46,11.25,46,145.21,5.66,11.25,95,45,230,196,6.66,91,84

51,12:30-12:45,0,0,3.06,70.29,234.78,27.25,2.78,211.31,6.67,33,33,20,33,8.76,2.78,26.29,0,0,26.29,15.57,2.87,15.57,86.95,4.97,8.76,15.96,26.29,2.91,7,46,11.25,46,143.06,5.66,11.25,95,45,230,196,6.66,91,84

52,12:45-13:00,0,0,3.06,70.29,234.78,27.25,2.78,211.31,6.67,33,33,20,33,8.76,2.78,26.29,0,0,26.29,15.57,2.87,15.57,86.95,4.97,8.76,15.96,26.29,2.91,7,46,11.25,46,140.05,5.66,11.25,95,45,230,196,6.66,91,84

53,13:00-13:15,0,0,3.15,70.29,205.86,27.25,2.78,190.87,6.67,33,33,20,33,8.76,2.78,26.29,0,0,26.29,15.57,2.95,15.57,67.99,4.97,8.76,15.96,26.29,2.99,7,44,11.25,46,136.27,5.66,11.25,95,45,230,196,6.66,91,84

54,13:15-13:30,0,0,3.15,70.29,205.86,27.25,2.78,170.63,6.67,33,33,20,33,8.76,2.78,26.29,0,0,26.29,15.57,2.95,15.57,67.99,4.97,8.76,15.96,26.29,2.99,7,43,11.25,46,131.79,5.66,11.25,95,45,230,196,6.66,91,84

55,13:30-13:45,0,0,3.15,70.29,205.86,27.25,2.78,149.91,6.67,33,33,20,33,8.76,2.78,26.29,0,0,26.29,15.57,2.95,15.57,67.99,4.97,8.76,15.96,26.29,2.99,7,42,11.25,46,126.56,5.66,11.25,93,45,230,193,6.66,91,82

56,13:45-14:00,0,0,3.15,70.29,205.86,27.25,2.78,149.91,6.67,33,33,20,33,8.76,2.78,26.29,0,0,26.29,14.4,2.95,14.4,67.99,4.97,8.76,14.75,26.29,2.99,7.2,42,11.25,46,120.81,5.66,11.25,91,43,230,189,6.66,91,81

57,14:00-14:15,0,0,3.15,70.29,205.86,28.26,2.78,163.88,6.67,33,33,20,33,8.76,2.78,26.29,0,0,26.29,13.98,3.03,13.98,67.99,4.97,8.76,14.33,26.29,3.07,7,39,11.25,46,114.89,5.66,11.25,85,40,230,186,6.66,90,79

58,14:15-14:30,0,0,3.15,70.29,205.86,28.26,2.78,183.16,6.67,33,33,20,33,8.76,2.78,26.29,0,0,26.29,13.45,3.03,13.45,67.99,4.97,8.76,13.78,26.29,3.07,7.2,38,11.25,46,108.56,5.66,11.25,81,39,230,182,6.66,88,78

59,14:30-14:45,0,0,3.15,70.29,205.86,28.77,2.78,202.44,6.67,33,33,20,33,8.76,2.78,26.29,0,0,26.29,13.09,3.03,13.09,67.99,4.97,8.76,13.42,26.29,3.07,8,35,8,43.37,101.68,5.66,8,76,37,216.88,172,6.66,78,73

60,14:45-15:00,0,0,3.15,70.29,205.86,29.27,2.78,221.72,6.67,33,33,20,33,8.76,2.78,26.29,0,0,26.29,12.46,3.03,12.46,67.99,4.97,8.76,12.78,26.29,3.07,8.4,34,8,40.2,93.94,5.66,8,71,34,201.01,161,6.66,73,69

61,15:00-15:15,0,0,3.15,70.29,261.73,29.27,2.78,241,6.67,33,33,20,33,8.76,2.78,26.29,0,0,26.29,11.61,3.1,11.61,86.95,4.97,8.76,11.9,26.29,3.22,14.01,32,8,35.12,84.31,5.66,8,66,32,175.59,151,6.66,67,64

62,15:15-15:30,0,0,3.15,70.29,261.73,29.27,2.78,260.28,6.67,33,33,20,33,8.76,2.78,26.29,0,0,26.29,10.75,3.1,10.75,86.95,4.97,8.76,11.02,26.29,3.22,13.81,29,8,32.45,75.19,5.66,8,60,29,162.25,140,6.66,60,60

63,15:30-15:45,0,0,3.15,66.13,261.73,29.27,2.78,272.57,6.67,33,33,20,33,8.76,2.78,26.29,0,0,26.29,9.9,3.1,9.9,86.95,4.97,8.76,10.15,26.29,3.22,13.41,25,8,28.17,65.68,5.66,8,53,26,140.86,126,6.66,54,54

64,15:45-16:00,0,0,3.15,66.13,261.73,29.27,2.78,272.57,6.67,33,33,20,33,8.76,2.78,26.29,0,0,26.29,9.04,3.1,9.04,86.95,4.97,8.76,9.27,26.29,3.22,13.01,23,8,25.7,55.71,5.66,8,47,22,128.5,112,6.66,47,48

65,16:00-16:15,0,0,2.97,66.13,261.73,29.27,2.78,272.57,6.67,33,33,20,33,12.42,2.78,37.24,0,0,37.24,8.03,3.26,8.03,86.95,5.06,12.42,8.23,37.24,3.37,14.41,18,8,22.33,45.15,5.66,8,40,19,111.65,98,6.66,42,42

66,16:15-16:30,0,0,2.97,66.13,261.73,30.78,2.78,272.57,6.67,33,33,20,33,12.42,2.78,37.24,0,0,37.24,7.22,3.26,7.22,86.95,5.06,12.42,7.4,37.24,3.37,14.21,14,8,19.03,34.44,5.66,8,32,15,95.16,84,6.66,35,36

67,16:30-16:45,0,0,2.97,66.13,261.73,30.78,2.78,272.57,6.67,33,33,20,33,12.42,2.78,37.24,0,0,37.24,6.37,3.26,6.37,86.95,5.06,12.42,6.52,37.24,3.37,13.61,11,8,15.25,24.71,5.66,8,24,11,76.24,70,6.66,27,30

68,16:45-17:00,0,0,2.97,66.13,261.73,30.78,2.78,272.57,6.67,33,32.5,20,21,12.42,2.78,37.24,0,0,37.24,5.41,3.26,5.41,86.95,5.06,12.42,5.56,37.24,3.37,13.01,8,8,11.68,15.81,5.66,8,16,8,58.43,56,6.66,20,24

69,17:00-17:15,0,0,2.97,66.13,214.01,30.78,18.98,272.57,6.67,29.6,27.24,20,15,12.42,18.98,37.24,0,0,37.24,4.51,3.49,4.51,86.95,5.06,12.42,4.62,37.24,3.53,12.21,7,8,8.96,9.44,5.66,8,12,5,44.8,42,6.66,15,18

70,17:15-17:30,0,0,2.97,66.13,214.01,30.78,18.98,272.57,6.67,12.67,12.21,20,8,12.42,18.98,37.24,0,0,37.24,3.68,3.49,3.68,86.95,5.06,12.42,3.77,37.24,3.53,11.2,5,8,6.43,5.79,5.66,8,8,4,32.13,28,6.66,12,12

71,17:30-17:45,0,0,2.97,115.26,214.01,30.78,18.98,272.57,6.67,1.17,1.99,20,2,12.42,18.98,37.24,0,0,37.24,2.81,3.49,2.81,86.95,5.06,12.42,2.87,37.24,3.07,7,2,8,3.81,2.49,5.66,8,4,2,19.07,18,6.66,10,7

72,17:45-18:00,0,0,2.97,115.26,214.01,31.29,32,272.57,6.67,0,0,20,0,12.42,5.95,37.24,0,0,37.24,1.19,3.49,1.19,86.95,5.06,12.42,1.22,37.24,3.07,7,0,8,1.76,0,5.66,8,1,0,8.82,7,6.66,8,3

73,18:00-18:15,120.5,0,2.87,115.26,214.01,31.29,31.93,272.57,6.67,0,0,20,0,12.42,31.93,37.24,0,0,37.24,0.81,3.49,0.81,86.95,5.24,12.42,0.83,37.24,3.07,7,0,13.72,0.68,0,5.66,13.72,0,0,3.43,2,6.66,4,1

74,18:15-18:30,120.5,0,2.87,115.26,214.01,31.29,31.93,272.57,6.67,0,0,20,0,12.42,31.93,37.24,0,0,37.24,0.41,3.49,0.41,86.95,5.24,12.42,0.42,37.24,3.07,7,0,13.72,0.14,0,5.66,13.72,0,0,0.73,0,6.66,2,0

75,18:30-18:45,120.5,0,2.87,115.26,214.01,31.29,31.93,272.57,6.67,0,0,20,0,12.42,31.93,37.24,0,0,37.24,0.19,3.1,0.19,86.95,5.24,12.42,0.2,37.24,3.07,7,0,13.72,0.03,0,5.66,13.72,0,0,0.14,0,6.66,0,0

76,18:45-19:00,120.5,0,2.87,115.26,214.01,31.29,31.93,272.57,6.67,0,0,20,0,12.42,31.93,37.24,0,0,37.24,0.17,3.1,0.17,86.95,5.24,12.42,0.17,37.24,3.07,7,0,13.72,0,0,5.66,13.72,0,0,0.03,0,6.66,0,0

77,19:00-19:15,120.5,0,2.87,115.26,214.01,31.29,31.93,272.57,6.83,0,0,20.5,0,12.42,31.93,37.24,0,0,37.24,0,3.1,0,86.95,5.24,12.42,0,37.24,3.53,9,0,13.72,0,0,5.66,13.72,0,0,0.02,0,6.84,0,0

78,19:15-19:30,120.5,0,2.87,115.26,214.01,31.29,31.93,272.57,6.58,0,0,19.75,0,12.42,31.93,37.24,0,0,37.24,0,3.1,0,86.95,5.24,12.42,0,37.24,3.53,9,0,13.72,0,0,5.66,13.72,0,0,0,0,6.59,0,0

79,19:30-19:45,120.5,0,2.87,115.26,214.01,31.29,31.93,272.57,6.58,0,0,19.75,0,12.42,31.93,37.24,0,0,37.24,0,3.1,0,86.95,5.24,12.42,0,37.24,3.53,8.6,0,13.72,0,0,5.66,13.72,0,0,0,0,6.59,0,0

80,19:45-20:00,120.5,0,2.87,66.13,214.01,31.29,32,272.57,6.58,0,0,19.75,0,12.42,32,37.24,0,0,37.24,0,3.1,0,86.95,5.24,12.42,0,37.24,3.53,8.4,0,13.72,0,0,5.66,13.72,0,0,0,0,6.59,0,0

81,20:00-20:15,192.8,0,2.87,66.13,214.01,31.29,32,272.57,6.58,0,0,19.75,0,12.42,0,37.24,0,0,37.24,0,2.95,0,86.95,5.24,12.42,0,37.24,3.45,7,0,13.72,0,0,5.66,13.72,0,0,0,0,6.59,0,0

82,20:15-20:30,192.8,0,2.87,66.13,214.01,31.29,32,272.57,6.58,0,0,19.75,0,12.42,0,37.24,0,0,37.24,0,2.95,0,86.95,5.24,12.42,0,37.24,3.45,7,0,13.72,0,0,5.66,13.72,0,0,0,0,6.59,0,0

83,20:30-20:45,192.8,0,2.87,66.13,214.01,31.29,32,272.57,6.58,0,0,19.75,0,12.42,0,37.24,0,0,37.24,0,2.95,0,86.95,5.24,12.42,0,37.24,3.45,7,0,13.72,0,0,5.66,13.72,0,0,0,0,6.59,0,0

84,20:45-21:00,192.8,0,2.87,66.13,214.01,31.29,32,272.57,6.58,0,0,19.75,0,12.42,0,37.24,0,0,37.24,0,2.95,0,86.95,5.24,12.42,0,37.24,3.45,7,0,13.72,0,0,5.66,13.72,0,0,0,0,6.59,0,0

85,21:00-21:15,192.8,0,2.87,66.13,214.01,31.29,0,272.57,6.58,0,0,19.75,0,12.42,0,37.24,0,0,37.24,0,2.95,0,86.95,5.16,12.42,0,37.24,3.3,7,0,13.72,0,0,6,13.72,0,0,0,0,6.59,0,0

