Block,Time,DADRT2,DHAULIGNGA,KHSTPP-I,KISHANGANGA,NJPC,NLCEXP,NLCIIST1,TelanganaSTPP,URI,BRBCL,MAPS,PARBATI3,RIHAND3,RSTPSU1TO6,RSTPSU7,SALAL,TEHRI,CHAMERA1,JHAJJAR,KGSU3AND4,KHSTPP-II,KKNP,SIMHST2,ANTA_LF,ANTA_RF,AURY_GF,AURY_LF,AURY_RF,DADRI_CRF,DADRI_RF,NTPL,SEWA2,TANAKPUR,TANDA2,URI2,DULHASTI,KUDGI,NLCIIST2,SINGRAULI,KKNPPU2,NLCTS2EXP,RAMPUR,RAPPB,RIHAND1,RIHAND2,SINGRAULI_HYDRO,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,VALLURNTECL,ANTA_GF,DADRI_GF,DADRI_LF,CHAMERA3,KOLDAM,RAPPC,SIMHST1,TALA,UNCHAHAR4,ANTA_CRF,BSIUL,CHAMERA2,FSTPP I & II,KGSU1AND2,KOTESHWR,NAPP,NNTPP,SASAN,TALST2,AURY_CRF
10,02:15-02:30,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,44.83,0,0,71.46,0,69.38,0,0,0,0,4.31,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,348.98,0,0

11,02:30-02:45,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,44.83,0,0,71.46,0,69.38,0,0,0,0,4.31,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,348.98,0,0

12,02:45-03:00,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,45.05,0,0,71.46,0,69.38,0,0,0,0,4.31,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,348.98,0,0

13,03:00-03:15,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,45.05,0,0,71.46,0,69.38,0,0,0,0,4.31,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,348.98,0,0

14,03:15-03:30,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,45.05,0,0,71.46,0,69.38,0,0,0,0,4.31,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,348.98,0,0

15,03:30-03:45,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,45.05,0,0,71.46,0,69.38,0,0,0,0,4.31,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,348.98,0,0

16,03:45-04:00,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,45.05,0,0,71.46,0,69.38,0,0,0,0,4.31,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,348.98,0,0

17,04:00-04:15,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,45.05,0,0,71.46,0,69.38,0,0,0,0,4.31,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,348.98,0,0

18,04:15-04:30,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,45.05,0,0,71.46,0,69.38,0,0,0,0,4.31,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,348.98,0,0

19,04:30-04:45,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,45.25,0,0,71.46,0,69.38,0,0,0,0,4.31,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

20,04:45-05:00,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,45.25,0,0,71.46,0,69.38,0,0,0,0,4.31,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

21,05:00-05:15,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,45.25,0,0,71.46,0,69.38,0,0,0,0,4.31,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

22,05:15-05:30,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,45.25,0,0,71.46,0,69.38,0,0,0,0,4.31,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

23,05:30-05:45,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,45.25,0,0,71.46,0,69.38,0,0,0,0,4.31,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,9.67,0,26.39,0,0,0,0,0,3.33,17.52,0,8.88,44.21,0,279.18,0,0

24,05:45-06:00,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,15.56,0,654.3,0,148.3,0,0,0,45.25,0,0,71.46,0,69.38,0,0,0,0,4.31,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,9.67,0,26.39,0,0,0,0,0,13.17,17.52,0,8.88,44.21,0,279.18,0,0

25,06:00-06:15,683.14,0,33.69,0,20.55,0,0,0,1.11,20,0,0,124.32,0,0,1.4,15.56,0,654.3,0,148.3,0,0,0,45.25,0,0,71.46,0,69.38,0,0,0,0,4.31,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,9.67,0,26.39,0,0,0,0,0,13.17,17.52,0,8.88,44.21,0,279.18,0,0

26,06:15-06:30,683.14,7.92,33.69,0,46.79,0,0,0,1.11,20,0,0,124.32,0,0,1.4,31.12,0,654.3,0,148.3,0,0,0,45.47,0,0,71.46,0,69.38,0,0,0,0,4.31,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,9.67,0,26.39,0,0,0,0,0,13.17,17.52,0,8.88,44.21,0,279.18,0,0

27,06:30-06:45,683.14,10.57,33.69,0,70.17,0,0,0,26.49,20,0,0,124.32,0,0,9.29,46.68,12.01,624.3,0,148.3,0,0,0,45.47,0,0,71.46,0,69.38,0,0,0.51,0,4.31,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,9.67,0,26.39,0,0,0,0,1.1,13.17,17.52,0,8.88,44.21,0,279.18,0,0

28,06:45-07:00,683.14,16.59,33.69,0,93.56,0,0,0,26.49,20,0,0,124.32,0,0,41.83,62.24,12.25,594.3,0,148.3,0,0,0,45.47,0,0,71.46,0,69.38,0,0,0.51,0,4.31,32.95,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,19.38,0,26.39,0,0,0,0,13.04,26.34,17.52,0,9.86,44.21,0,279.18,0,0

29,07:00-07:15,683.14,19.81,33.69,0,93.56,0,0,0,26.49,20,0,0,124.32,0,0,41.83,62.24,28.1,594.3,0,148.3,0,0,0,45.47,0,0,71.46,13.7,55.68,0,7.9,5.76,0,4.31,32.95,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,19.38,0,26.39,0,0,0,0,13.04,26.34,17.52,0,9.86,44.21,0,279.18,0,0

30,07:15-07:30,683.14,27.41,33.69,0,116.96,0,0,0,4.41,20,0,0,124.32,0,0,41.83,62.24,28.1,574.3,0,148.3,0,0,0,45.47,0,0,71.46,13.7,55.68,0,7.9,5.76,0,4.31,32.95,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,19.38,0,26.39,0,0,0,0,13.04,26.34,17.52,0,9.86,44.21,0,279.18,0,0

31,07:30-07:45,683.14,27.41,33.69,0,116.96,0,0,0,3.31,20,0,0,124.32,0,0,41.83,62.24,28.1,574.3,0,148.3,0,0,0,45.47,0,0,71.46,13.7,55.68,0,8.19,5.76,0,4.31,32.95,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,19.38,0,26.39,0,0,0,0,13.04,26.34,17.52,0,9.86,44.21,0,279.18,0,0

32,07:45-08:00,683.14,27.41,33.69,0,116.96,0,0,0,3.31,20,0,0,124.32,0,0,41.83,62.24,28.1,574.3,0,148.3,0,0,0,45.47,0,0,71.46,13.7,55.68,0,8.19,5.76,0,4.31,32.95,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,19.38,0,26.39,0,0,0,0,13.04,26.34,17.52,0,9.86,44.21,0,279.18,0,0

33,08:00-08:15,683.14,27.41,33.69,0,116.96,0,0,0,3.31,20,0,0,124.32,0,0,41.83,62.24,28.1,554.3,0,148.3,0,0,0,45.47,0,0,71.46,13.7,55.68,0,8.19,5.76,0,4.31,32.95,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,19.38,0,26.39,0,0,0,0,13.04,26.34,17.52,0,9.86,44.21,0,279.18,0,0

34,08:15-08:30,683.14,27.41,33.69,0,116.96,0,0,0,3.31,20,0,0,124.32,0,0,9.29,62.24,28.1,554.3,0,148.3,0,0,0,40.21,0,0,71.46,13.7,55.68,0,8.19,5.76,0,4.31,32.95,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,19.38,0,26.39,0,0,0,5.25,13.04,26.34,17.52,0,9.86,44.21,0,279.18,0,0

35,08:30-08:45,683.14,15.98,33.69,0,100.19,0,0,0,1.66,20,0,0,124.32,0,0,1.4,62.24,12.01,554.3,0,148.3,0,0,0,40.01,0,0,71.46,13.7,55.68,0,0,5.76,0,18.83,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,9.67,0,26.39,0,0,0,5.25,2.2,26.34,17.52,0,8.88,44.21,0,279.18,0,0

36,08:45-09:00,683.14,7.92,33.69,0,75.76,0,0,0,26.49,20,0,0,124.32,0,0,1.4,62.24,0,554.3,0,148.3,0,0,0,39.79,0,0,71.46,13.7,55.68,0,0,0,0,18.83,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,5.25,0,26.34,17.52,0,8.88,44.21,0,279.18,0,0

37,09:00-09:15,683.14,0,33.69,0,70.17,0,0,0,26.49,20,0,0,124.32,0,0,1.4,31.12,0,524.3,0,148.3,0,0,0,39.59,0,0,71.46,0,69.38,0,0,0.51,0,18.83,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,5.25,0,26.34,17.52,0,8.88,44.21,0,279.18,0,0

38,09:15-09:30,683.14,0,33.69,0,70.17,0,0,0,26.49,20,0,0,124.32,0,0,1.4,31.12,0,524.3,0,148.3,0,0,0,39.59,0,0,71.46,0,69.38,0,0,0.51,0,18.83,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,5.25,0,13.17,17.52,0,8.88,44.21,0,279.18,0,0

39,09:30-09:45,683.14,0,33.69,0,46.79,0,0,0,4.41,20,0,0,124.32,0,0,1.4,31.12,0,524.3,0,148.3,0,0,0,39.37,0,0,71.46,0,69.38,0,0,0.51,0,18.83,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,5.25,0,0,17.52,0,8.88,44.21,0,279.18,0,0

40,09:45-10:00,683.14,0,33.69,0,23.39,0,0,0,4.41,20,0,0,124.32,0,0,1.4,15.56,0,524.3,0,148.3,0,0,0,44.41,0,0,71.46,0,69.38,0,0,0.51,0,18.83,0,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

41,10:00-10:15,683.14,0,33.69,0,0,0,0,0,2.21,20,0,0,124.32,0,0,1.4,0,0,494.3,0,148.3,0,0,0,44.31,0,0,71.46,0,69.38,0,0,0.51,0,4.31,0,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

42,10:15-10:30,683.14,0,33.69,0,0,0,0,0,2.21,20,0,0,124.32,0,0,1.4,0,0,494.3,0,148.3,0,0,0,44.31,0,0,71.46,0,69.38,0,0,0.51,0,4.31,0,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

43,10:30-10:45,683.14,0,33.69,0,0,0,0,0,2.21,20,0,0,124.32,0,0,1.4,0,0,494.3,0,148.3,0,0,0,44.1,0,0,71.46,0,69.38,0,0,0.51,0,4.31,0,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

44,10:45-11:00,683.14,0,33.69,0,0,0,0,0,2.21,20,0,0,124.32,0,0,1.4,0,0,494.3,0,148.3,0,0,0,43.89,0,0,71.46,0,69.38,0,0,0.51,0,4.31,0,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

45,11:00-11:15,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,43.68,0,0,71.46,0,69.38,0,0,0.51,0,4.31,0,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

46,11:15-11:30,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,43.68,0,0,71.46,0,69.38,0,0,0.51,0,4.31,0,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

47,11:30-11:45,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,43.47,0,0,71.46,0,69.38,0,0,0.51,0,4.31,0,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

48,11:45-12:00,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,43.47,0,0,71.46,0,69.38,0,0,0.51,0,4.31,0,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

49,12:00-12:15,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,43.36,0,0,71.46,0,69.38,0,0,0.51,0,4.31,0,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

50,12:15-12:30,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,43.16,0,0,71.46,0,69.38,0,0,0.51,0,4.31,0,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

51,12:30-12:45,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,43.16,0,0,71.46,0,69.38,0,0,0.51,0,4.31,0,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

52,12:45-13:00,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,42.94,0,0,71.46,0,69.38,0,0,0.51,0,4.31,0,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

53,13:00-13:15,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,42.94,0,0,71.46,0,69.38,0,0,0.51,0,4.31,0,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

54,13:15-13:30,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,42.94,0,0,71.46,0,69.38,0,0,0.51,0,4.31,0,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

55,13:30-13:45,683.14,0,33.69,0,0,0,0,0,5.52,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,42.94,0,0,71.46,0,69.38,0,0,0.51,0,4.31,0,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

56,13:45-14:00,683.14,0,33.69,0,0,0,0,0,5.52,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,42.74,0,0,71.46,0,69.38,0,0,0.51,0,4.31,0,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

57,14:00-14:15,683.14,0,33.69,0,0,0,0,0,5.52,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,42.94,0,0,71.46,0,69.38,0,0,0.51,0,4.31,0,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

58,14:15-14:30,683.14,0,33.69,0,0,0,0,0,5.52,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,42.94,0,0,71.46,0,69.38,0,0,0.51,0,4.31,0,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

59,14:30-14:45,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,42.94,0,0,71.46,0,69.38,0,0,0.51,0,4.31,0,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

60,14:45-15:00,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,42.94,0,0,71.46,0,69.38,0,0,0.51,0,4.31,0,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

61,15:00-15:15,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,42.94,0,0,71.46,0,69.38,0,0,0.51,0,4.31,0,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

62,15:15-15:30,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,42.94,0,0,71.46,0,69.38,0,0,0.51,0,4.31,0,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

63,15:30-15:45,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,15.06,0,654.3,0,148.3,0,0,0,42.94,0,0,71.46,0,69.38,0,0,0.51,0,4.31,0,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

64,15:45-16:00,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,15.56,0,654.3,0,148.3,0,0,0,42.94,0,0,71.46,0,69.38,0,0,0.51,0,4.31,0,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

