Block,Time,NR/30092023/26122029/SH-06,NR/27012024/27012024/HPX-TAMCTG-260124-05930,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,NR/01102023/06022042/L_NR_2012_02,NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,NR/01012024/31012024/HP-26,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/31102037/L_NR_2019_11,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,NR/01012024/31032024/ ChanjuII,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01012024/31012024/HP-28,NR/01012024/31012024/HP-27,NR/06012024/31012024/NVVN/OA/16855,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/30092023/31122025/SH-07,NR/27012024/27012024/IEX_240126-06199,NR/01012024/31012024/52,NR/01102023/30042040/GNA_LT_36,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61,NR/05012024/31012024/SJVN050124NR1342,NR/05012024/31012024/SJVN050124NR1341,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02012046/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07
12,02:45-03:00,23.150000,0.000000,18.260000,113.420000,148.680000,0.000000,70.070000,1.340000,53.830000,6.730000,33.640000,0.000000,152.330000,11.530000,0.950000,5.770000,1.290000,23.070000,0.690000,0.000000,24.500000,57.240000,48.060000,8.170000,48.060000,23.150000,0.000000,0.000000,0.000000,0,0,65.62,0,0,0,15.19,0,0,27.59,65.62,19.14,0,0,0,27.59,0,0,82.77,0,0,0,0

13,03:00-03:15,23.150000,0.000000,18.260000,113.420000,148.680000,0.000000,70.070000,1.340000,53.830000,6.730000,33.640000,0.000000,152.330000,11.530000,0.950000,5.770000,1.290000,23.070000,0.650000,0.000000,24.500000,57.240000,48.060000,8.170000,48.060000,23.150000,0.000000,0.000000,0.000000,0,0,64.18,0,0,0,21.85,0,0,31.52,64.18,14.13,0,0,0,31.53,0,0,94.56,0,0,0,0

14,03:15-03:30,23.150000,0.000000,18.260000,113.420000,148.680000,0.000000,70.070000,1.340000,53.830000,6.730000,33.640000,0.000000,152.330000,11.530000,0.950000,5.770000,1.290000,23.070000,0.650000,0.000000,24.500000,57.240000,48.060000,8.170000,48.060000,23.150000,0.000000,0.000000,0.000000,0,0,62.75,0,0,0,21.22,0,0,30.46,62.75,13.53,0,0,0,30.45,0,0,91.38,0,0,0,0

15,03:30-03:45,23.150000,0.000000,18.260000,113.420000,148.680000,0.000000,70.070000,1.340000,53.830000,6.730000,33.640000,0.000000,152.330000,11.530000,0.950000,5.770000,1.290000,23.070000,0.650000,0.000000,24.500000,57.240000,48.060000,8.170000,48.060000,23.150000,0.000000,0.000000,0.000000,0,0,61.32,0,0,0,20.88,0,0,30.42,61.32,13.11,0,0,0,30.43,0,0,91.26,0,0,0,0

16,03:45-04:00,23.150000,0.000000,18.260000,113.420000,148.680000,0.000000,70.070000,1.340000,53.830000,6.730000,33.640000,0.000000,152.330000,11.530000,0.950000,5.770000,1.290000,23.070000,0.650000,0.000000,24.500000,57.240000,48.060000,8.170000,48.060000,23.150000,0.000000,0.000000,0.000000,0,0,59.88,0,0,0,20.51,0,0,29.75,59.88,12.51,0,0,0,29.77,0,0,89.26,0,0,0,0

17,04:00-04:15,23.150000,0.000000,18.260000,113.420000,148.680000,0.000000,70.070000,1.340000,53.830000,6.730000,33.640000,0.000000,152.330000,11.530000,0.950000,5.770000,1.290000,23.070000,0.000000,0.000000,24.500000,57.240000,48.060000,8.170000,48.060000,23.150000,0.000000,0.000000,0.000000,0,0,58.88,0,0,0,20.13,0,0,29.45,58.88,12.33,0,0,0,29.46,0,0,88.36,0,0,0,0

18,04:15-04:30,23.150000,0.000000,18.260000,113.420000,148.680000,0.000000,70.070000,1.340000,53.830000,6.730000,33.640000,0.000000,152.330000,11.530000,0.950000,5.770000,1.290000,23.070000,0.000000,0.000000,24.500000,57.240000,48.060000,8.170000,48.060000,23.150000,0.000000,0.000000,0.000000,0,0,58.22,0,0,0,19.22,0,0,28.83,58.22,12.12,0,0,0,28.82,0,0,86.49,0,0,0,0

19,04:30-04:45,23.150000,0.000000,18.260000,113.420000,148.680000,0.000000,70.070000,1.340000,53.830000,6.730000,33.640000,0.000000,152.330000,11.530000,0.000000,5.770000,1.290000,23.070000,0.000000,0.000000,24.500000,57.240000,48.060000,8.170000,48.060000,23.150000,0.000000,0.000000,0.000000,0,0,57.52,0,0,0,22.56,0,0,30.46,57.52,11.12,0,0,0,30.45,0,0,91.38,0,0,0,0

20,04:45-05:00,23.150000,0.000000,18.260000,113.420000,148.680000,0.000000,65.930000,1.340000,53.830000,6.730000,33.640000,0.000000,152.330000,11.530000,0.000000,5.770000,1.290000,23.070000,0.000000,0.000000,24.500000,57.240000,48.060000,8.170000,48.060000,23.150000,0.000000,0.000000,0.000000,0,0,57.12,0,0,0,22.19,0,0,30.42,57.12,10.12,0,0,0,30.43,0,0,91.26,0,0,0,0

21,05:00-05:15,23.150000,0.000000,18.260000,113.420000,148.680000,0.000000,65.930000,1.300000,53.830000,6.730000,33.640000,0.000000,152.330000,11.530000,0.950000,5.770000,1.370000,23.070000,0.650000,0.000000,24.500000,57.240000,48.060000,8.170000,48.060000,23.150000,0.000000,0.000000,0.000000,0,0,50.68,0,0,0,21.79,0,0,25.59,50.68,9.72,0,0,0,25.59,0,0,76.76,0,0,0,0

22,05:15-05:30,23.150000,0.000000,18.260000,113.420000,148.680000,0.000000,65.930000,1.300000,53.830000,6.730000,33.640000,0.000000,152.330000,11.530000,0.950000,5.770000,1.370000,23.070000,0.650000,0.000000,24.500000,57.240000,48.060000,8.170000,48.060000,23.150000,0.000000,0.000000,0.000000,0,0,47.89,0,0,0,20.88,0,0,25.29,47.89,9.13,0,0,0,25.28,0,0,75.86,0,0,0,0

23,05:30-05:45,25.740000,0.000000,18.260000,113.420000,192.240000,0.000000,65.930000,1.300000,53.830000,6.730000,33.640000,0.000000,152.330000,11.530000,0.950000,5.770000,1.370000,23.070000,0.650000,0.000000,24.500000,57.240000,48.060000,8.170000,48.060000,25.740000,0.000000,0.000000,0.000000,0,0,30.99,0,0,0,12.56,0,0,24.66,30.99,9.9,0,0,0,24.66,0,0,73.99,0,0,0,0

24,05:45-06:00,25.740000,0.000000,18.260000,161.480000,230.690000,0.000000,82.870000,1.300000,62.480000,6.730000,33.640000,0.000000,152.330000,11.530000,0.950000,5.770000,1.370000,23.070000,0.650000,0.000000,24.500000,57.240000,48.060000,8.170000,48.060000,25.740000,0.000000,0.000000,0.000000,0,0,30.1,0,0,0,12.55,0,0,24.22,30.1,10.37,0,0,0,24.21,0,0,72.64,0,0,0,0

25,06:00-06:15,13.410000,0.000000,18.260000,209.540000,270.340000,0.000000,114.910000,1.300000,91.310000,6.730000,57.670000,0.000000,77.520000,11.530000,0.950000,5.770000,1.290000,23.070000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,0.000000,96.120000,0.000000,0,0,29.21,0,0,0,7.34,0,0,14.27,29.21,10.32,0,0,0,14.28,0,0,42.81,0,0,0,0

26,06:15-06:30,3.800000,0.000000,18.260000,257.520000,270.340000,0.000000,114.910000,1.300000,97.080000,6.730000,81.700000,0.000000,77.520000,11.530000,0.950000,5.770000,1.290000,23.070000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,0.000000,96.120000,0.000000,0,0,28.54,0,0,0,7.34,0,0,13.71,28.54,10.54,0,0,0,13.72,0,0,41.13,0,0,0,0

27,06:30-06:45,30.760000,0.000000,18.260000,257.520000,270.340000,0.000000,114.910000,1.300000,97.080000,6.730000,85.830000,0.000000,77.520000,11.530000,0.950000,5.770000,1.290000,23.070000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,24.830000,0.000000,96.120000,0.000000,0,0,27.42,0,0,0,7.34,0,0,12.94,27.42,10.74,0,0,0,12.94,0,0,38.81,0,0,0,0

28,06:45-07:00,30.760000,0.000000,18.260000,257.520000,270.340000,0.000000,114.910000,1.300000,97.080000,6.730000,85.830000,0.000000,77.520000,11.530000,0.950000,5.770000,1.290000,23.070000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,24.830000,0.000000,96.120000,0.000000,0,0.89,25.04,0,0,1.9,7.34,0,0,12.52,25.04,10.97,0,0,0,12.51,0,0,37.56,0,0,0,0

29,07:00-07:15,30.760000,0.000000,18.260000,257.520000,270.340000,0.000000,114.910000,1.300000,97.080000,6.730000,85.830000,0.000000,77.520000,11.530000,0.950000,5.770000,1.290000,23.070000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,0.000000,96.120000,0.000000,0,3.44,24.51,0,2.55,6.6,7.34,0,0,12.28,24.51,15.57,0,0,0,12.27,0,0.02,36.83,0,0,0.505388,0

30,07:15-07:30,30.760000,0.000000,18.260000,257.520000,270.340000,0.000000,114.910000,1.300000,97.080000,6.730000,85.830000,0.000000,77.520000,11.530000,0.950000,5.770000,1.290000,22.110000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,0.000000,96.120000,0.000000,0.2,10.4,22.89,0.33,7.45,13.2,7.34,0,0,11.42,22.89,15.77,0,0,1,11.42,0,1.01,34.26,0,0,4.344393,0

31,07:30-07:45,24.060000,0.000000,18.260000,257.520000,270.340000,0.100000,114.910000,1.300000,97.080000,6.730000,85.830000,0.100000,77.520000,11.530000,0.950000,5.770000,1.290000,22.110000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,100.930000,96.120000,0.100000,0.73,18.45,21.17,1.78,15.48,19,7.34,0.55,1,10.59,21.17,16,0,0,3,10.58,0,3.67,31.76,1,0,10.30214,2

32,07:45:08:00,24.060000,0.000000,18.260000,257.520000,270.340000,0.420000,114.910000,1.300000,97.080000,6.730000,85.830000,0.420000,77.520000,11.530000,0.950000,5.770000,1.290000,22.110000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,100.930000,96.120000,0.440000,2.06,25.43,17.14,3.33,24.47,25.6,7.34,3.72,3,10.24,17.14,16.14,0,0,5,10.24,0,10.3,30.71,3,0,16.211292,7

33,08:00-08:15,30.760000,102.850000,18.260000,257.520000,270.340000,2.870000,114.910000,1.300000,97.080000,6.730000,86.700000,2.870000,77.520000,11.530000,0.950000,5.770000,1.290000,22.110000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,100.930000,48.060000,2.940000,5.22,30.51,16.89,5,30.52,30.52,7.34,5,7,9.28,16.89,16.67,0,0,8,9.27,0,26.13,27.83,4,0,22.995154,18

34,08:15-08:30,30.760000,102.850000,18.260000,257.520000,270.340000,2.870000,114.910000,1.300000,97.080000,6.730000,86.700000,2.870000,77.520000,11.530000,0.950000,5.770000,1.290000,22.110000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,100.930000,48.060000,2.940000,7.06,30.51,16.07,6.67,30.52,30.52,7.34,5,10,8.87,16.07,16.74,0,0,10,8.87,0,35.29,26.61,5,0,31.810287,25

35,08:30-08:45,30.760000,102.850000,18.260000,260.100000,270.340000,2.870000,114.910000,1.300000,99.600000,6.730000,86.700000,2.870000,77.520000,11.530000,0.950000,5.770000,1.290000,22.110000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,100.930000,48.060000,2.940000,7.56,31.01,15,5.05,31.02,31.02,7.34,5,16,8.33,15,16.84,0,0,21,8.34,0,37.79,25,10,0,42.685848,37

36,08:45:09:00,30.760000,102.850000,18.260000,260.100000,270.340000,2.870000,114.910000,1.300000,99.600000,6.730000,86.700000,2.870000,77.520000,11.530000,0.950000,5.770000,1.290000,22.110000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,100.930000,48.060000,2.940000,9.72,31.01,15,8.42,31.02,31.02,7.34,5,22,8.33,15,17.1,0,0,29,8.34,0,48.63,25,14,0,54.951226,53

37,09:00:09:15,30.760000,102.850000,18.260000,260.100000,270.340000,3.030000,114.910000,1.300000,99.600000,6.730000,86.700000,3.030000,77.520000,11.530000,0.950000,5.770000,1.290000,22.110000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,100.930000,48.060000,3.100000,12.56,31.01,14.36,10.75,31.02,31.02,6.34,5,34,7.85,14.36,17.12,0,0,43,7.85,0,62.79,23.56,21,0,68.344008,81

38,09:15-09:30,30.760000,102.850000,18.260000,260.100000,270.340000,3.290000,114.910000,1.300000,99.600000,6.730000,86.700000,3.290000,77.520000,11.530000,0.950000,5.770000,1.290000,22.110000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,100.930000,48.060000,3.370000,14.51,31.01,15.25,13.45,31.02,31.02,6.34,5,42,7.37,15.25,17.74,0,0,50,7.39,0,72.57,22.12,25,0,80.628824,98

39,09:30-09:45,30.760000,102.850000,18.260000,260.100000,270.340000,3.730000,114.910000,1.300000,99.600000,6.730000,86.700000,3.730000,77.520000,11.530000,0.950000,5.770000,1.290000,0.000000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,100.930000,48.060000,3.830000,17.71,32.2,14.68,16.22,32.2,32.2,6.34,5,47,7.34,14.68,18,0,0,59,7.35,0,88.54,22.02,29,0,92.262467,110

40,09:45-10:00,30.760000,102.850000,18.260000,260.100000,270.340000,3.350000,114.910000,1.300000,99.600000,6.730000,86.700000,3.350000,77.520000,11.530000,0.950000,5.770000,1.290000,0.000000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,100.930000,48.060000,3.440000,25.29,32.2,14.35,18.55,32.2,32.2,6.34,6,53,7.17,14.35,18.09,0,0,65,7.18,0,126.44,21.52,33,0,103.031119,124

41,10:00-10:15,30.760000,102.850000,18.260000,260.100000,270.340000,3.790000,114.910000,1.300000,99.600000,6.730000,86.700000,3.790000,77.520000,11.530000,0.950000,5.770000,1.290000,0.000000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,100.930000,48.060000,3.890000,27.34,32.2,13.33,23.42,32.2,32.2,6.34,7,55,6.67,13.33,12.08,0,0,71,6.66,0,136.73,20,35,0,112.730681,130

42,10:15-10:30,30.760000,102.850000,18.260000,260.100000,270.340000,4.250000,114.910000,1.300000,99.600000,6.730000,86.700000,4.250000,77.520000,11.530000,0.950000,5.770000,1.290000,0.000000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,100.930000,48.060000,4.360000,29.23,32.2,13.33,25.12,32.2,32.2,6.34,8,61,6.67,13.33,12.48,0,0,76,6.66,0,146.15,20,38,0,120.875203,144

43,10:30-10:45,30.760000,102.850000,18.260000,260.100000,270.340000,5.170000,114.910000,1.300000,99.600000,6.730000,86.700000,5.170000,77.520000,11.530000,0.950000,5.770000,1.290000,0.000000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,100.930000,48.060000,5.300000,32.56,32.2,13.33,26.78,32.2,32.2,6.34,13,64,6.67,13.33,12.73,0,0,77,6.66,0,162.79,20,38,0,133.1503,148

44,10:45-11:00,30.760000,102.850000,18.260000,260.100000,270.340000,6.450000,114.910000,1.300000,99.600000,6.730000,86.700000,6.450000,77.520000,11.530000,0.950000,5.770000,1.290000,0.000000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,100.930000,48.060000,6.610000,34.67,32.16,13.33,28.55,32.17,32.17,6.34,16,68,6.67,13.33,13,0,0,79,6.66,0,173.33,20,40,0,138.0098,159

45,11:00-11:15,30.760000,0.000000,18.260000,260.100000,270.340000,7.740000,114.910000,1.300000,99.600000,6.730000,86.700000,7.740000,77.520000,11.530000,0.950000,5.770000,1.370000,0.000000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,100.930000,96.120000,7.930000,39,32.16,13.33,31.88,32.17,32.17,6.34,20,72,6.67,13.33,13.66,0,0,85,6.66,0,195,20,42,0,141.819648,168

46,11:15-11:30,30.760000,0.000000,18.260000,260.100000,270.340000,13.910000,114.910000,1.300000,99.600000,6.730000,86.700000,13.910000,77.520000,11.530000,0.950000,5.770000,1.370000,0.000000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,100.930000,96.120000,14.270000,40.83,32.16,13.33,35,32.17,32.17,6.34,25,75,6.67,13.33,14.13,0,0,88,6.66,0,204.17,20,44,0,144.793662,175

47,11:30-11:45,30.760000,0.000000,18.260000,260.100000,270.340000,14.430000,114.910000,1.300000,99.600000,6.730000,86.700000,14.430000,77.520000,11.530000,0.950000,5.770000,1.370000,0.000000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,0.000000,96.120000,14.790000,36.67,32.16,13.33,90,32.17,32.17,6.34,33,78,6.67,13.33,14.33,0,0,90,6.66,0,183.33,20,45,0,147.388635,182

48,11:45-12:00,30.760000,0.000000,18.260000,260.100000,270.340000,14.800000,114.910000,1.300000,99.600000,6.730000,86.700000,14.800000,77.520000,11.530000,0.950000,5.770000,1.370000,0.000000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,0.000000,96.120000,15.170000,38.37,32.16,13.33,90.4,32.17,32.17,6.34,40,79,6.67,13.33,14.47,0,0,90,6.66,0,191.88,20,45,0,149.312997,186

49,12:00-12:15,30.760000,0.000000,18.260000,260.100000,270.340000,14.970000,114.910000,1.340000,99.600000,6.730000,86.700000,14.970000,77.520000,11.530000,0.950000,5.770000,1.290000,0.000000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,0.000000,96.120000,15.350000,39.17,32.16,13.33,90.77,32.17,32.17,6.34,43,81,6.67,13.33,14.93,0,0,90,6.66,0,195.83,20,45,0,149.118617,189

50,12:15-12:30,30.760000,0.000000,18.260000,260.100000,270.340000,14.970000,114.910000,1.340000,99.600000,6.730000,86.700000,14.970000,77.520000,11.530000,0.950000,5.770000,1.290000,0.000000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,0.000000,96.120000,15.350000,40,32.16,13.33,91.08,32.17,32.17,6.34,45,81,6.67,13.33,15.33,0,0,90,6.66,0,200,20,45,0,149.419906,189

51,12:30-12:45,30.760000,0.000000,18.260000,260.100000,270.340000,14.970000,114.910000,1.340000,99.600000,6.730000,86.700000,14.970000,77.520000,11.530000,0.950000,5.770000,1.290000,0.000000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,24.840000,0.000000,96.120000,15.350000,40.83,32.16,13.33,91.12,32.17,32.17,6.34,45,81,6.67,13.33,16.13,23.07,20.19,90,6.66,0,204.17,20,45,0,149.361592,189

52,12:45-13:00,30.760000,0.000000,18.260000,260.100000,270.340000,14.970000,114.910000,1.340000,99.600000,6.730000,76.210000,14.970000,77.520000,11.530000,0.950000,5.770000,1.290000,0.000000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,24.840000,0.000000,96.120000,15.350000,40.83,32.16,13.33,91.12,32.17,32.17,6.34,45,81,6.67,13.33,16.24,23.07,20.19,90,6.66,0,204.17,20,45,0,148.486882,189

