Block,Time Block,KHSTPP-II,KHSTPP-I,TEHRI,TANDA2,TANAKPUR,TEHRIPSP,TALA,TALST2,KGSU3AND4,RSTPSU1TO6,DULHASTI,FSTPP I & II,KGSU1AND2,JHAJJAR,SINGRAULI_HYDRO,SIMHST1,SIMHST2,SINGRAULI,DADRI_LF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_RF,RIHAND2,RAPPC,RIHAND1,RAPPD,RIHAND3,RAMPUR,RAPPB,SALAL,SEWA2,SASAN,VALLURNTECL,ANTA_RF,ANTA_GF,URI2,ANTA_LF,ANTA_CRF,URI,AURY_CRF,RSTPSU7,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,MAPS,NTPL,PARBATI2,PARBATI3,NLCTS2EXP,NNTPP,CHAMERA3,DHAULIGNGA,DADRT2,KOTESHWR,KUDGI,BRBCL,BSIUL,CHAMERA2,CHAMERA1,KKNP,KISHANGANGA,KOLDAM,KKNPPU2,NAPP,NLCEXP,NLCIIST1,NJPC,NLCIIST2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,142.74,32.43,0,4.41,11.46,0,24.48,0,0,0,36.31,20.02,0,181.18,0.65,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,335.89,0,0,0,24,0,0,25.5,0,0,17.97,0,29.46,13.53,2.44,0,0,0,30.05,0,0,32.67,40.87,8.14,9.76,0,20.92,0,45.35,37.26,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

55,13:30-13:45,142.74,32.43,0,4.41,11.46,0,24.48,0,0,0,53.3,20.02,0,209.57,0.65,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,335.89,0,0,0,24,0,0,33.48,0,0,23,0,37.55,17.52,2.44,0,0,0,21.46,0,0,32.67,40.87,77.92,9.76,0,21.94,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

56,13:45-14:00,142.74,32.43,0,4.41,11.46,0,24.48,0,0,0,53.3,20.02,0,209.57,0.65,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,335.89,0,0,0,24,0,0,33.48,0,0,23,0,37.55,17.52,2.44,0,0,0,21.46,0,0,32.67,40.87,180.13,9.76,0,20.67,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

57,14:00-14:15,142.74,32.43,0,4.41,3.71,0,24.48,0,0,0,53.3,20.02,0,209.57,0.65,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.17,0,335.89,0,0,0,24,0,0,33.48,0,0,23,0,37.55,17.52,2.44,0,0,0,21.46,0,0,32.67,40.87,116.75,9.76,0,20.34,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

58,14:15-14:30,142.74,32.43,0,4.41,3.71,0,24.48,0,0,0,53.3,20.02,0,209.57,0.65,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.17,0,335.89,0,0,0,24,0,0,33.48,0,0,23,0,37.55,17.52,2.44,0,0,0,21.46,0,0,32.67,40.87,184.13,19.53,0,22.08,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

59,14:30-14:45,142.74,32.43,0,4.41,3.71,0,24.9,0,0,0,53.3,20.02,0,209.57,0.65,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.17,0,335.89,0,0,0,24,0,0,33.48,0,0,23,0,37.55,17.52,2.44,0,0,0,21.46,0,0,32.67,40.87,184.13,19.53,0,21.7,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

60,14:45-15:00,142.74,32.43,0,4.41,8.62,0,24.9,0,0,0,53.3,20.02,0,209.57,0.65,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.17,0,335.89,0,0,0,24,0,0,33.48,0,0,23,0,37.55,17.52,2.44,0,0,0,21.46,0,0,32.67,40.87,184.13,19.53,0,20.27,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

61,15:00-15:15,142.74,32.43,0,4.41,11.46,0,23.91,0,0,0,53.3,20.02,0,209.57,0.65,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.17,0,335.89,0,0,0,24,0,0,33.48,0,0,23,0,37.55,17.52,2.44,0,0,0,21.46,0,0,32.67,40.87,184.13,19.53,0,20.63,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

62,15:15-15:30,142.74,32.43,0,4.41,11.46,0,24.9,0,0,0,53.3,20.02,0,209.57,0.65,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.17,0,335.89,0,0,0,24,0,0,33.48,0,0,23,0,37.55,17.52,2.44,0,0,0,21.46,0,0,32.67,40.87,184.13,19.53,0,22.42,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

63,15:30-15:45,142.74,32.43,12.17,4.17,11.46,0,23.91,0,0,0,53.3,20.02,0,209.57,0.65,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.17,0,331.34,0,0,0,24,0,0,33.48,0,0,23,0,37.55,17.52,2.44,0,0,0,30.05,0,0,32.67,40.87,251.5,19.53,0,22.54,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

64,15:45-16:00,142.74,32.43,24.34,4.17,11.46,0,23.91,0,0,0,53.3,20.02,0,209.57,0.65,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.17,0,331.34,0,0,0,24,0,0,33.48,0,0,23,0,37.55,17.52,2.44,0,0,0,30.05,0,0,32.67,40.87,318.88,19.53,0,20.17,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

65,16:00-16:15,142.74,32.43,36.51,4.17,11.46,0,20.09,0,0,0,53.3,20.02,0,209.09,0.65,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,50.32,0,331.34,0,0,0,24,0,0,33.48,0,0,26.2,0,41.45,20.37,2.44,0,0,0,21.46,0,0,32.67,40.87,357.38,19.53,0,19.37,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

66,16:15-16:30,142.74,32.43,48.68,4.17,11.46,0,20.09,0,0,0,53.3,20.02,0,209.09,0.65,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,50.32,0,331.34,0,0,0,24,0,0,33.48,0,0,26.39,0,42.79,20.69,2.44,0,0,0,21.46,0,0,32.67,40.87,357.38,19.53,0,20.29,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

67,16:30-16:45,142.74,32.43,48.68,4.17,11.46,0,22.72,0,0,0,53.3,20.02,0,209.09,1.07,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.17,0,331.34,0,0,0,23.25,0,0,31.88,0,0,26.39,0,42.79,20.69,2.44,0,0,0,21.46,0,0,32.67,40.87,318.88,19.53,0,19.73,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

68,16:45-17:00,142.74,32.43,48.68,4.17,11.46,0,22.64,0,0,0,53.3,20.02,0,209.09,1.07,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.17,0,331.34,0,0,0,23.25,0,0,31.88,0,0,26.39,0,42.79,20.69,2.44,0,0,0,21.46,0,0,32.67,40.87,318.88,19.53,0,18.2,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

69,17:00-17:15,142.74,32.43,48.68,4.17,11.46,0,22.64,0,0,0,53.3,20.02,0,209.36,1.07,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.17,0,331.34,0,0,0,23.25,0,0,50.4,0,0,26.39,0,42.79,20.69,2.44,0,0,0,21.46,0,0,32.67,40.87,388.66,19.53,0,22.28,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

70,17:15-17:30,142.74,32.43,48.68,4.17,11.46,0,22.64,0,0,0,53.3,20.02,0,208.6,1.07,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.17,0,331.34,0,0,0,23.25,0,0,50.4,0,0,26.39,0,42.79,20.69,2.44,0,0,0,21.46,0,0,32.67,40.87,409.26,19.53,0,21.48,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

71,17:30-17:45,142.74,32.43,48.68,4.17,11.46,0,27.31,0,0,0,53.3,20.02,0,208.6,1.07,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.17,0,331.34,0,0,0,23.25,0,0,50.4,0,0,26.39,0,42.79,20.69,2.44,0,0,0,31.48,0,0,32.67,40.87,409.26,19.53,0,21.79,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

72,17:45-18:00,142.74,32.43,48.68,4.17,11.46,0,27.16,0,0,0,53.3,20.02,0,208.6,1.07,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.17,0,331.34,0,0,0,23.25,0,0,50.4,0,0,26.39,0,42.79,20.69,2.44,0,0,0,31.48,0,0,32.67,40.87,448.72,19.53,0,21.49,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

73,18:00-18:15,142.74,32.43,48.68,4.17,3.71,0,26.01,0,0,0,53.3,20.02,0,237.48,1.07,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.17,0,331.34,0,0,0,24,0,0,36.12,0,0,26.39,0,42.79,20.69,2.44,0,0,0,31.48,0,0,32.67,40.87,487.22,19.53,0,21.62,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

74,18:15-18:30,142.74,32.43,48.68,4.17,3.71,0,26.01,0,0,0,53.3,20.02,0,237.48,1.07,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.17,0,331.34,0,0,0,24,0,0,36.12,0,0,26.39,0,42.79,20.69,2.44,0,0,0,31.48,0,0,32.67,40.87,525.62,19.53,0,19.14,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

75,18:30-18:45,142.74,32.43,48.68,4.17,3.71,68.06,21.37,0,0,0,53.3,20.02,0,237.48,1.07,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.17,0,331.34,0,0,0,24,0,0,36.12,0,0,26.39,0,42.79,20.69,2.44,0,0,0,31.48,0,0,32.67,40.87,525.62,29.29,0,20.48,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

76,18:45-19:00,142.74,32.43,48.68,4.17,8.62,68.06,21.03,0,0,0,53.3,20.02,0,237.48,1.07,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.17,5.89,331.34,0,0,0,24,0,0,36.12,0,0,26.39,0,42.79,20.69,2.44,0,0,0,31.48,0,0,32.67,40.87,525.62,39.05,0,19.2,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

77,19:00-19:15,142.74,32.43,48.68,5.34,11.46,68.06,21.3,0,0,0,53.3,20.02,0,238.77,1.07,0,0,143.49,0,0,0,0,0,0,0,120.57,31.57,94.63,23.69,125.93,5.49,0,78.29,11.76,331.34,0,0,0,24,0,0,38.26,0,0,26.65,0,43.31,20.84,3.1,0,0,0,11.44,0,0,32.67,40.87,528.78,39.05,0,19.48,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

78,19:15-19:30,142.74,32.43,49.87,5.34,11.46,68.06,21.22,0,0,0,55.51,20.02,0,238.77,1.07,0,0,143.49,0,0,0,0,0,0,0,120.57,31.57,94.63,23.69,125.93,5.62,0,78.29,17.65,331.34,0,0,0,24,0,0,38.26,0,0,26.65,0,43.31,20.84,3.1,0,0,0,55.81,0,0,34.35,42.91,528.78,42.97,0,20.69,0,47.73,40.68,0,6.91,8.3,0,23.7,0,0,170.79,0,0,0,0,0,0

79,19:30-19:45,142.74,32.43,49.87,5.34,11.46,68.06,21.22,0,0,0,55.51,20.02,0,238.77,1.07,0,0,143.49,0,0,0,0,0,0,15.7,120.57,31.57,94.63,23.69,125.93,5.62,0,78.29,18.76,331.34,0,0,0,24,0,0,36.12,0,0,26.65,0,43.31,20.84,3.1,0,0,0,55.81,0,0,34.35,42.91,528.78,42.97,0,24.05,0,47.73,40.68,0,6.91,8.3,0,23.7,0,0,170.79,0,0,0,0,0,0

80,19:45-20:00,142.74,32.43,49.87,5.34,11.46,68.06,21.37,0,0,0,55.51,20.02,0,238.77,1.07,0,0,143.49,0,0,0,0,0,0,36.26,120.57,31.57,94.63,23.69,125.93,5.62,0,78.29,18.76,331.34,0,0,0,24,0,0,36.12,0,0,26.65,0,43.31,20.84,3.1,0,0,0,55.81,0,0,34.35,42.91,528.78,42.97,0,24.05,0,47.73,40.68,0,6.91,8.3,0,23.7,0,0,170.79,0,0,0,0,0,0

81,20:00-20:15,142.74,32.43,49.87,5.34,11.46,68.06,21.5,0,0,0,55.51,20.02,0,238.77,1.07,0,0,143.49,0,0,0,0,0,76.08,58.81,120.57,31.57,94.63,23.69,125.93,5.62,0,78.29,18.76,331.34,0,28.95,0,22.5,0,0,29.75,0,0,26.65,0,43.31,20.84,3.1,0,0,0,55.81,0,0,34.35,42.91,528.78,42.97,0,24.05,0,47.73,40.68,0,6.91,8.3,0,23.7,0,0,170.79,0,0,0,0,0,0

82,20:15-20:30,142.74,32.43,49.87,5.34,11.46,68.06,21.65,0,0,0,55.51,20.02,0,238.77,1.07,0,0,143.49,0,0,0,0,0,76.08,72.51,120.57,31.57,94.63,23.69,125.93,5.62,0,78.29,18.76,331.34,0,44.42,0,22.5,0,0,29.75,0,0,26.65,0,43.31,20.84,3.1,0,0,0,55.81,0,0,34.35,42.91,528.78,42.97,0,23.03,0,47.73,40.68,0,6.91,8.3,0,23.7,0,0,170.79,0,0,0,0,0,0

83,20:30-20:45,142.74,32.43,49.87,5.34,11.46,68.06,21.85,0,0,0,55.51,20.02,0,268.24,1.07,0,0,143.49,0,0,0,0,0,76.08,72.51,120.57,31.57,94.63,23.69,125.93,5.62,0,78.29,18.76,331.34,0,44.42,0,22.5,0,0,29.75,0,0,26.65,0,43.31,20.84,3.1,0,0,0,37.2,0,0,34.35,42.91,528.78,42.97,0,22.97,0,47.73,40.68,0,6.91,8.3,0,23.7,0,0,170.79,0,0,0,0,0,0

84,20:45-21:00,142.74,32.43,49.87,5.34,11.46,68.06,21.98,0,0,0,55.51,20.02,0,268.24,1.07,0,0,143.49,0,0,0,0,0,76.08,72.51,120.57,31.57,94.63,23.69,125.93,5.62,0,78.29,18.76,331.34,0,44.42,0,22.5,0,0,29.75,0,0,26.65,0,43.31,20.84,3.1,0,0,0,37.2,0,0,34.35,42.91,528.78,42.97,0,24.05,0,47.73,40.68,0,6.91,8.3,0,23.7,0,0,170.79,0,0,0,0,0,0

85,21:00-21:15,142.74,32.43,49.87,5.34,11.46,68.06,22.32,0,0,0,55.51,20.02,0,268.24,1.07,0,0,143.49,0,0,0,0,0,76.08,72.5,120.57,31.57,94.63,23.69,125.93,5.62,0,78.29,18.76,331.34,0,45.02,0,22.5,0,0,29.75,0,0,26.65,0,43.31,20.84,3.1,0,0,0,37.2,0,0,34.35,42.91,528.78,42.97,0,21.93,0,47.73,40.68,0,6.91,8.3,0,23.7,0,0,170.79,0,0,0,0,0,0

86,21:15-21:30,142.74,32.43,48.68,5.34,11.46,68.06,22.44,0,0,0,53.3,20.02,0,268.24,1.07,0,0,131.71,0,0,0,0,0,76.08,72.5,120.57,31.57,94.63,23.69,125.93,5.49,0,78.29,17.65,331.34,0,45.02,0,22.5,0,0,29.75,0,0,26.65,0,43.31,20.84,3.1,0,0,0,36.49,0,0,32.67,40.87,528.78,39.05,0,22.43,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

87,21:30-21:45,142.74,32.43,48.68,5.34,11.46,68.06,22.72,0,0,0,53.3,20.02,0,268.24,1.07,0,0,131.71,0,0,0,0,0,76.08,72.5,120.57,31.57,94.63,23.69,125.93,5.49,0,78.29,17.65,331.34,0,31.64,0,22.5,0,0,29.75,0,0,26.65,0,43.31,20.84,3.1,0,0,0,36.49,0,0,32.67,40.87,528.78,39.05,0,20.54,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

88,21:45-22:00,142.74,32.43,49.87,5.34,11.46,68.06,22.72,0,0,0,55.51,20.02,0,268.24,1.07,0,0,131.71,0,0,0,0,0,76.08,72.5,120.57,31.57,94.63,23.69,125.93,5.62,0,78.29,18.76,331.34,0,14.97,0,22.5,0,0,29.75,0,0,26.65,0,43.31,20.84,3.1,0,0,0,37.2,0,0,34.35,42.91,528.78,42.97,0,20.1,0,47.73,40.68,0,6.91,8.3,0,23.7,0,0,170.79,0,0,0,0,0,0

89,22:00-22:15,142.74,32.43,49.87,5.34,11.46,68.06,23.29,0,0,0,55.51,20.02,0,268.24,1.09,0,0,131.71,0,0,0,0,0,76.08,72.5,120.57,31.57,94.63,23.69,125.93,5.62,0,77.73,18.76,331.34,0,14.97,0,25.51,0,0,33.48,0,0,26.65,0,43.31,20.84,3.1,0,0,0,55.81,0,0,34.35,42.91,528.78,42.97,0,20.32,0,47.73,40.68,0,6.91,8.3,0,23.7,0,0,170.79,0,0,0,0,0,0

90,22:15-22:30,142.74,32.43,49.87,5.34,11.46,68.06,23.48,0,0,0,55.51,20.02,0,268.24,1.09,0,0,131.71,0,0,0,0,0,76.08,72.5,120.57,31.57,94.63,23.69,125.93,5.62,0,77.73,18.76,331.34,0,14.97,0,25.51,0,0,33.48,0,0,26.65,0,43.31,20.84,3.1,0,0,0,55.81,0,0,34.35,42.91,528.78,42.97,0,21.71,0,47.73,40.68,0,6.91,8.3,0,23.7,0,0,170.79,0,0,0,0,0,0

91,22:30-22:45,142.74,32.43,49.87,5.34,11.46,68.06,23.48,0,0,0,55.51,20.02,0,268.24,1.09,0,0,143.49,0,0,0,0,0,76.08,72.5,120.57,31.57,94.63,23.69,125.93,5.62,0,77.73,18.76,331.34,0,30.3,0,30,0,0,34.01,0,0,26.65,0,43.31,20.84,3.1,0,0,0,55.81,0,0,34.35,42.91,528.78,42.97,0,22,0,47.73,40.68,0,6.91,8.3,0,23.7,0,0,170.79,0,0,0,0,0,0

92,22:45-23:00,142.74,32.43,48.68,5.34,11.46,68.06,23.48,0,0,0,53.3,20.02,0,268.24,1.09,0,0,143.49,0,0,0,0,0,76.08,72.5,120.57,31.57,94.63,23.69,125.93,5.49,0,77.73,17.65,331.34,0,30.3,0,30,0,0,34.01,0,0,26.65,0,43.31,20.84,3.1,0,0,0,31.48,0,0,32.67,40.87,528.78,29.29,0,21.1,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

93,23:00-23:15,142.74,32.43,48.68,5.34,11.46,68.06,23.48,0,0,0,53.3,20.02,0,268.24,1.09,0,0,143.49,0,0,0,0,0,76.08,72.5,120.57,31.57,94.63,23.69,125.93,5.49,0,77.73,17.65,331.34,0,31.64,0,30,0,0,34.01,0,0,26.65,0,43.31,20.84,3.1,0,0,0,31.48,0,0,32.67,40.87,528.78,29.29,0,22.34,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

94,23:15-23:30,142.74,32.43,48.68,5.34,11.46,68.06,23.48,0,0,0,53.3,20.02,0,268.24,1.09,0,0,143.49,0,0,0,0,0,76.08,72.5,120.57,31.57,94.63,23.69,125.93,5.49,0,77.73,17.65,331.34,0,31.64,0,30,0,0,34.01,0,0,26.65,0,43.31,20.84,3.1,0,0,0,31.48,0,0,32.67,40.87,528.78,29.29,0,19.41,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

95,23:30-23:45,142.74,32.43,48.68,5.34,11.46,68.06,23.48,0,0,0,53.3,20.02,0,268.24,1.09,0,0,143.49,0,0,0,0,0,76.08,72.5,120.57,31.57,94.63,23.69,125.93,5.49,0,77.73,17.65,331.34,0,31.64,0,30,0,0,42.5,0,0,26.65,0,43.31,20.84,3.1,0,0,0,31.48,0,0,32.67,40.87,528.78,29.29,0,17.45,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

96,23:45-24:00,142.74,32.43,48.68,5.34,11.46,68.06,23.48,0,0,0,53.3,20.02,0,268.24,1.09,0,0,143.49,0,0,0,0,0,76.08,72.5,120.57,31.57,94.63,23.69,125.93,5.49,0,77.73,17.65,331.34,0,31.64,0,30,0,0,42.5,0,0,26.65,0,43.31,20.84,3.1,0,0,0,31.48,0,0,32.67,40.87,528.78,29.29,0,16.47,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

