Column1,Time,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/05/01/9252,GNA/NR/2025/04/01/8510,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/01/8964,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),GNA/NR/2025/05/01/4138,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/6363,NR/01102023/22052037/LT-59,GNA/NR/2025/05/01/7791,GNA/NR/2025/04/01/8456,NR/01102023/31052040/LT-31,GNA/NR/2025/05/16/9317,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/05/16/1698,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/05/01/6957,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/05/01/2474,GNA/NR/2025/05/01/9395,NR/30092023/26122029/SH-06,GNA/NR/2025/05/01/6160,NR/30092023/31122025/SH-07,GNA/NR/2025/05/01/8068,NR/01102023/06022042/L_NR_2012_02,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12
11,02:30-02:45,38.64,70.46,4.69,13.53,4.35,13.03,2.17,40,88.33,43.42,88.33,120,38.33,40,0,0,0,0,71.67,96.61,28.98,0,0,0,0,5.45,0,3.24,0,0,238.91,0,0,0,164.24,5.78,28.26,17.56,0,30,14.49,26.26,10.63,110.14,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,38.64,70.46,4.69,13.53,4.35,13.03,2.17,40,88.33,43.22,88.33,120,38.33,40,0,0,0,0,53.14,96.61,28.98,0,0,0,0,5.45,0,3.24,0,0,207.43,0,0,0,164.24,5.78,28.26,17.56,0,30,14.49,26.26,10.63,110.14,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,38.64,70.46,4.59,13.53,4.35,12.85,2.17,40,88.33,43.02,88.33,120,38.33,40,0,0,0,0,53.14,96.61,28.98,0,0,0,0,5.45,0,3.24,0,0,246.08,0,0,0,164.24,5.78,28.26,17.56,0,30,14.49,26.26,10.63,124.63,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,38.64,70.46,4.59,13.53,4.35,12.85,2.17,40,88.33,43.02,88.33,120,38.33,40,0,0,0,0,53.14,96.61,28.98,0,0,0,0,5.45,0,3.24,0,0,207.43,0,0,0,164.24,5.78,29.27,17.56,0,30,14.49,26.26,10.63,110.14,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,38.64,70.46,4.59,13.53,4.35,12.85,2.17,40,88.33,38.02,88.33,120,38.33,40,0,0,0,0,53.14,96.61,28.98,0,0,0,0,5.45,0,3.24,0,0,212.54,0,0,0,164.24,5.78,29.27,17.56,0,26.93,14.49,26.93,10.63,110.14,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,38.64,70.46,4.59,13.53,4.35,12.85,2.17,40,88.33,38.02,88.33,120,38.33,40,0,0,0,0,53.14,96.61,28.98,0,0,0,0,5.45,0,3.24,0,0,212.54,0,0,0,164.24,5.78,29.27,17.56,0,26.93,14.49,26.93,10.63,110.14,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,38.64,70.46,4.59,13.53,4.35,12.76,2.17,40,88.33,38.02,88.33,120,38.33,40,0,0,0,0,53.14,96.61,28.98,0,0,0,0,5.45,0,3.24,0,0,212.54,0,0,0,164.24,5.62,29.27,17.56,0,26.93,14.49,26.93,10.63,110.14,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,38.64,70.46,4.59,13.53,4.35,12.76,2.17,40,88.33,38.42,88.33,120,38.33,40,0,0,0,0,53.14,96.61,28.98,0,0,0,0,5.45,0,3.24,0,0,212.54,0,0,0,164.24,5.62,29.27,17.56,0,26.93,14.49,26.93,10.63,110.14,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,38.64,70.46,4.59,13.53,4.35,12.76,2.17,40,88.33,42.02,88.33,120,38.33,40,0,0,0,0,53.14,96.61,28.98,0,0,0,0,5.45,0,3.24,0,0,212.54,0,0,0,164.24,6.4,29.27,17.56,0,26.93,14.49,26.93,10.63,110.14,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,38.64,70.46,4.59,13.53,4.35,12.76,2.17,40,88.33,42.02,88.33,120,38.33,40,0,0,0,0,53.14,96.61,28.98,0,0,0,0,5.45,0,3.24,0,0,212.54,0,0,0,164.24,6.4,29.27,17.56,0,26.93,14.49,26.93,10.63,110.14,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,38.64,70.46,4.59,13.53,4.35,12.58,2.17,40,88.33,42.02,88.33,120,38.33,40,0,0,0,0,53.14,96.61,28.98,0,0,0,0,5.45,0,3.24,0,0,212.54,0,0,0,164.24,6.4,29.27,17.56,0,26.93,14.49,26.93,10.63,110.14,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,38.64,70.46,4.59,13.53,4.35,12.58,2.17,40,88.33,42.02,88.33,120,38.33,40,0,0,0,0,53.14,96.61,28.98,0,0,0,0,5.45,0,3.24,0,0,212.54,0,0,0,164.24,6.4,29.27,17.56,0,26.93,14.49,26.93,10.63,110.14,0,0,0,0.02,0,0,0,0,0,0

23,05:30-05:45,38.64,70.46,4.59,13.53,4.35,12.58,2.17,40,88.33,42.02,88.33,120,38.33,40,0,0,0,0,53.14,96.61,28.98,0,0,0,0,5.45,0,3.24,0,0,212.54,0,0,0,164.24,6.4,30.28,17.56,0,26.93,14.49,26.93,10.63,110.14,0.27,0,0,0.11,0,0,0,0,0,0

24,05:45-06:00,38.64,70.46,4.59,13.53,4.35,12.58,2.17,40,88.33,42.02,88.33,120,38.33,40,0,0,0,0,53.14,96.61,28.98,0,0,0,0,5.45,0,3.24,0,0,212.54,0,0,0,164.24,6.4,30.28,17.56,0,26.93,14.49,26.93,10.63,110.14,1.94,0,0,0.13,0,0,0,0,0,0

25,06:00-06:15,38.64,70.46,4.59,13.53,4.35,12.48,2.17,40,88.33,42.02,88.33,120,38.33,40,0,4.31,4.58,0,53.14,96.61,28.98,0,0,0,0,5.29,0,3.24,0,0,212.54,0,0,0,164.24,6.32,29.78,17.56,0,26.93,14.49,26.93,10.63,110.14,4.12,1,0,0.67,0,1,0,1,0.45,2.26

26,06:15-06:30,58.61,94.92,4.59,13.53,4.35,12.48,2.17,40,88.33,42.02,88.33,120,38.33,40,0,16.38,12.35,0,53.14,96.61,28.98,0,0,0,0,5.29,0,3.24,0,0,251.19,0,0,0,164.24,6.32,29.78,17.56,0,26.93,14.49,26.93,10.63,165.87,8.13,2,1,1.41,1,2,0,2,0.75,3.77

27,06:30-06:45,38.64,70.46,3.93,13.53,4.35,12.48,2.17,40,88.33,41.82,88.33,120,38.33,40,3,24.78,27.95,0,53.14,96.61,28.98,0,0,0,0,5.29,0,3.24,0.74,0,212.54,0.58,0,0.74,164.24,6.32,29.78,17.56,0,26.93,14.49,26.93,10.63,110.14,13,3,3,4.68,2,3,0,3,2.15,10.76

28,06:45-07:00,38.64,70.46,3.93,13.53,8.55,12.48,3.99,40,88.33,41.62,88.33,120,38.33,40,6,33,33,0,53.14,96.61,28.98,0,0,0,0,5.29,0,5.76,1.17,0,193.22,0.91,0,1.17,164.24,6.32,29.78,17.56,0,26.93,14.49,26.93,10.63,110.14,18.96,5,6,7.81,3,6,0,7,3.66,18.33

29,07:00-07:15,38.64,70.46,3.93,13.53,8.55,12.39,3.99,40,88.33,38.02,88.33,120,38.33,40,10,33,33,0,53.14,96.61,28.98,0,0,0,0,5.29,0,5.66,1.69,0,193.22,1.31,0,1.69,164.24,6.47,29.78,17.56,0,26.93,14.49,26.93,10.63,110.14,25.95,7,10,11.75,7,9,0,15,5.81,29.05

30,07:15-07:30,38.64,70.46,3.93,13.53,8.17,12.39,3.93,40,88.33,38.42,88.33,120,38.33,40,12,33,33,0,53.14,96.61,28.98,0,0,0,0,5.29,0,4.7,2.29,0,193.22,1.78,0,2.29,164.24,6.47,29.26,17.56,0,26.93,14.49,26.93,10.63,110.14,33.55,9,15,16.85,9,13,0,19,8.34,41.69

31,07:30-07:45,38.64,70.46,3.93,13.53,8.2,12.39,3.93,40,88.33,43.02,88.33,120,38.33,40,20,33,33,0,53.14,96.61,28.98,0,0,0,0,5.29,0,5.46,3,0,193.22,2.32,0,3,164.24,6.47,29.26,17.56,0,26.93,14.49,26.93,10.63,110.14,40.2,12,22,22.91,13,21,0,27,11.15,55.78

32,07:45-08:00,38.64,70.46,3.93,13.53,8.2,12.39,3.93,40,88.33,43.02,88.33,120,38.33,40,28,33,33,0,53.14,96.61,28.98,0,0,0,0,5.29,0,5.46,4.27,0,193.22,3.29,0,4.27,164.24,6.47,29.26,17.56,0,26.93,14.49,26.93,10.63,110.14,48.11,16,28,29.65,17,27,0,33,14.53,72.67

33,08:00-08:15,38.64,70.46,4.13,13.53,8.2,12.3,3.93,40,88.33,43.02,88.33,120,38.33,40,32.67,32.66,32.67,0,53.14,0,28.98,0,0,0,0,5.29,0,5.46,5.56,0,193.22,4.3,0,5.56,164.24,5.93,29.26,17.56,0,26.93,14.49,26.93,10.63,110.14,56.17,21,33,36.89,20,37,0,40,18.48,92.42

34,08:15-08:30,38.64,70.46,4.13,13.53,8.2,12.3,3.93,40,88.33,43.02,88.33,120,38.33,40,33,33,33,0,53.14,0,28.98,0,0,0,0,5.29,0,5.46,6.56,0,193.22,5.07,0,6.56,164.24,5.93,29.26,17.56,0,26.93,14.49,26.93,10.63,110.14,64.26,25,39,44.19,23,42,0,47,22.25,111.27

35,08:30-08:45,38.64,70.46,4.13,13.53,8.2,12.3,3.93,40,88.33,43.02,88.33,120,38.33,40,33,33,33,0,53.14,0,28.98,0,0,0,0,5.29,0,5.46,7.53,0,150.24,5.83,0,7.53,164.24,5.93,30.28,17.56,0,26.93,14.49,26.93,10.63,110.14,72.2,27,45,51.47,25,47,0,50,25.87,129.38

36,08:45-09:00,38.64,70.46,4.13,13.53,8.2,12.3,3.93,40,88.33,43.02,88.33,120,38.33,40,33,33,33,0,53.14,0,28.98,0,0,0,0,5.29,0,5.46,8.51,0,150.24,6.58,0,8.51,164.24,5.93,30.78,17.56,0,26.93,14.49,26.93,10.63,110.14,93.54,30,51,58.9,28,54,0,57,29.36,146.82

37,09:00-09:15,38.64,70.46,4.13,13.53,4.35,12.2,2.17,40,88.33,43.02,88.33,120,38.33,40,33,33,33,0,53.14,0,28.98,0,0,0,0,5.29,0,3.24,9.44,0,150.24,7.29,0,9.44,164.24,5.85,28.76,17.56,0,26.94,14.49,26.94,10.63,110.14,102.07,32,57,66.11,31,59,0,63,32.92,164.61

38,09:15-09:30,38.64,70.46,4.13,13.53,4.35,12.2,2.17,40,88.33,43.02,88.33,120,38.33,40,33,33,33,0,53.14,0,28.98,0,0,0,0,5.29,0,3.24,10.31,0,150.24,7.96,0,10.31,164.24,5.85,28.76,17.56,0,26.94,14.49,26.94,10.63,110.14,108.89,34,63,72.26,34,64,0,68,36.18,180.88

39,09:30-09:45,38.64,70.46,4.13,13.53,4.35,12.2,2.17,40.83,90,43.02,90,122.51,40,40.83,33,33,33,0,53.14,0,28.98,0,0,0,0,5.29,0,3.24,11.14,0,150.24,8.61,0,11.14,164.24,5.85,27.24,17.56,0,26.94,14.49,26.94,10.63,110.14,114.86,36,67,78.16,36,67,0,72,39.02,195.12

40,09:45-10:00,38.64,70.46,4.13,13.53,4.35,12.2,2.17,40.83,90,43.02,90,122.51,40,40.83,33,33,33,0,53.14,0,28.98,0,0,0,0,5.29,0,3.24,11.91,0,150.24,9.21,0,11.91,164.24,5.85,27.24,17.56,0,26.94,14.49,26.94,10.63,110.14,120.91,38,72,83.74,38,71,0,77,41.71,208.58

41,10:00-10:15,38.64,70.46,4.21,13.53,4.35,12.11,2.17,40.83,90,43.02,90,122.51,43.22,40.83,33,33,33,0,53.14,0,28.98,0,0,0,0,5.29,0,3.24,12.61,0,150.24,9.74,0,12.61,164.24,5.78,26.24,17.56,0,26.94,14.49,26.94,10.63,110.14,126.8,40,76,88.76,41,77,0,81,44.39,221.96

42,10:15-10:30,38.64,70.46,4.21,13.53,4.35,12.11,2.17,40.83,90,43.62,90,122.51,43.12,40.83,33,33,33,0,53.14,0,28.98,0,0,0,0,5.29,0,3.24,13.26,0,150.24,10.25,0,13.26,164.24,5.78,26.24,17.56,0,26.94,14.49,26.94,10.63,110.14,118.56,41,79,93.42,42,80,0,85,46.92,234.6

43,10:30-10:45,38.64,70.46,4.21,13.53,4.35,12.11,2.17,42.5,93.33,44.02,93.33,127.5,43.12,42.5,33,33,33,0,53.14,0,28.98,0,0,0,0,5.29,0,3.24,13.85,0,150.24,10.7,0,13.85,164.24,5.78,26.24,17.56,0,26.94,14.49,26.94,10.63,110.14,120.17,42,81,97.58,44,87,0,87,48.33,241.67

44,10:45-11:00,38.64,70.46,4.21,13.53,4.35,12.11,2.17,42.5,93.33,44.02,93.33,127.5,43.34,42.5,33,33,33,0,53.14,0,28.98,0,0,0,0,5.29,0,3.24,14.35,0,150.24,11.09,0,14.35,164.24,5.78,26.24,17.56,0,26.94,14.49,26.94,10.63,110.14,122.57,43,82,100,46,88,0,92,48.33,241.67

45,11:00-11:15,38.64,70.46,3.28,13.53,4.35,12.02,2.17,42.5,93.33,44.02,93.33,127.5,43.65,42.5,33,33,33,0,53.14,0,28.98,0,0,0,0,4.68,0,3.24,14.79,0,150.24,11.43,0,14.79,164.24,5.85,25.22,17.56,0,26.94,14.49,26.94,10.63,110.14,124.56,44,84,100,47,92,0,93,48.33,241.67

46,11:15-11:30,38.64,70.46,3.28,13.53,4.35,12.02,2.17,42.5,93.33,44.02,93.33,127.5,43.96,42.5,33,33,33,0,53.14,0,28.98,0,0,0,0,4.83,0,3.24,15.16,0,150.24,11.71,0,15.16,164.24,5.85,25.22,17.56,0,26.94,14.49,26.94,10.63,110.14,124.72,45,84,100,47,92,0,93,48.33,241.67

47,11:30-11:45,38.64,70.46,3.28,13.53,4.35,12.02,2.17,42.5,93.33,44.02,93.33,127.5,43.14,42.5,33,33,33,0,53.14,0,28.98,0,0,0,0,4.83,0,3.24,15.45,0,150.24,11.94,0,15.45,164.24,5.85,23.21,17.56,0,26.94,14.49,26.94,10.63,110.14,124.72,45,84,100,47,92,0,93,49.78,248.92

48,11:45-12:00,38.64,70.46,3.28,13.53,4.35,12.02,2.17,42.5,93.33,44.02,93.33,127.5,43.52,42.5,33,33,33,0,53.14,0,28.98,0,0,0,0,4.83,0,3.24,15.68,0,150.24,12.12,0,15.68,164.24,5.85,23.21,17.56,0,26.94,14.49,26.94,10.63,110.14,124.72,45,84,100,47,92,0,93,49.78,248.92

49,12:00-12:15,38.64,70.46,4.31,13.53,4.35,11.93,2.17,42.5,93.33,44.02,93.33,127.5,43.56,42.5,33,33,33,0,53.14,0,28.98,0,0,0,0,4.83,0,3.24,15.85,0,150.24,12.25,0,15.85,164.24,5.93,23.21,17.56,0,26.95,14.49,26.95,10.63,110.14,104.48,45,84,100,47,92,0,93,49.78,248.92

50,12:15-12:30,38.64,70.46,4.31,13.53,4.35,11.93,2.17,42.5,93.33,44.02,93.33,127.5,43.3,42.5,33,33,33,0,53.14,0,28.98,0,0,0,0,4.83,0,3.24,15.96,0,150.24,12.33,0,15.96,164.24,5.93,23.21,17.56,0,26.95,14.49,26.95,10.63,110.14,105.01,45,84,100,47,92,0,93,49.78,248.92

51,12:30-12:45,38.64,70.46,4.31,13.53,4.35,11.93,2.17,42.5,93.33,44.02,93.33,127.5,43.5,42.5,33,33,33,0,53.14,0,28.98,0,0,0,0,4.83,0,3.24,16.02,0,150.24,12.38,0,16.02,164.24,5.93,23.21,17.56,0,26.95,14.49,26.95,10.63,110.14,106.34,45,84,100,47,92,0,93,49.78,248.92

52,12:45-13:00,38.64,70.46,4.31,13.53,4.35,11.93,2.17,42.5,93.33,44.02,93.33,127.5,43.21,42.5,33,33,33,0,53.14,0,28.98,0,0,0,0,4.83,0,3.24,15.96,0,150.24,12.33,0,15.96,164.24,5.93,23.21,17.56,0,26.95,14.49,26.95,10.63,110.14,107.08,45,84,100,47,92,0,93,49.78,248.92

53,13:00-13:15,38.64,70.46,2.99,13.53,4.35,11.83,2.17,42.5,93.33,44.02,93.33,127.5,43.67,42.5,33,33,33,0,53.14,0,28.98,0,0,0,0,4.99,0,3.24,15.86,0,150.24,12.26,0,15.86,164.24,6.01,23.72,17.56,0,26.95,14.49,26.95,10.63,110.14,107.02,45,84,100,47,92,0,93,49.78,248.92

54,13:15-13:30,38.64,70.46,2.99,13.53,4.35,11.83,2.17,42.5,93.33,44.02,93.33,127.5,44.19,42.5,33,33,33,0,53.14,0,28.98,0,0,0,0,4.99,0,3.24,15.71,0,150.24,12.14,0,15.71,164.24,6.01,23.72,17.56,0,26.95,14.49,26.95,10.63,110.14,105.86,45,84,100,47,92,0,93,49.78,248.92

55,13:30-13:45,38.64,70.46,2.99,13.53,4.35,11.83,2.17,42.5,93.33,44.02,93.33,127.5,43.44,42.5,33,33,33,0,53.14,0,28.98,0,0,0,0,4.99,0,3.24,15.45,0,150.24,11.95,0,15.45,164.24,6.01,23.72,17.56,0,26.95,14.49,26.95,10.63,110.14,93.47,44,84,100,47,92,0,93,49.78,248.92

56,13:45-14:00,38.64,70.46,2.99,13.53,4.35,11.83,2.17,42.5,93.33,44.02,93.33,127.5,44.24,42.5,33,33,33,0,53.14,0,28.98,0,0,0,0,4.99,0,3.24,15.15,0,150.24,11.7,0,15.15,164.24,6.01,23.72,17.56,0,26.95,14.49,26.95,10.63,110.14,89.77,43,84,100,46,92,0,91,49.78,248.92

57,14:00-14:15,38.64,70.46,3.47,13.53,4.35,11.83,2.17,42.5,93.33,41.42,93.33,127.5,42.98,42.5,33,33,33,0,53.14,0,28.98,0,0,0,0,4.99,0,3.24,14.74,0,150.24,11.38,0,14.74,164.24,6.01,22.71,17.56,0,26.95,14.49,26.95,10.63,110.14,85.81,43,79,100,42,91,0,84,45.77,228.83

58,14:15-14:30,38.64,70.46,3.47,13.53,4.35,11.83,2.17,42.5,93.33,42.02,93.33,127.5,43.15,42.5,33,33,33,0,53.14,0,28.98,0,0,0,0,4.99,0,3.24,14.28,0,150.24,11.03,0,14.28,164.24,6.01,22.71,17.56,0,26.95,14.49,26.95,10.63,110.14,81.49,42,76,100,40,90,0,81,43.21,216.04

59,14:30-14:45,38.64,70.46,3.47,13.53,4.35,11.83,2.17,42.5,93.33,39.02,93.33,127.5,43.16,42.5,33,33,33,0,53.14,0,28.98,0,0,0,0,5.22,0,5.81,13.73,0,150.24,10.61,0,13.73,164.24,6.01,22.71,17.56,0,26.95,14.49,26.95,10.63,110.14,79.62,40,72,88.36,39,87,0,77,41.6,207.99

60,14:45-15:00,38.64,70.46,3.47,13.53,4.35,11.83,2.17,42.5,93.33,39.42,93.33,127.5,43.64,42.5,33,33,33,0,53.14,0,28.98,0,0,0,0,5.22,0,5.81,13.03,0,150.24,10.07,0,13.03,164.24,6.01,22.71,17.56,0,26.95,14.49,26.95,10.63,110.14,82.05,38,67,84.87,37,86,0,74,39.91,199.56

61,15:00-15:15,38.64,70.46,3.56,13.53,4.35,12.11,2.17,42.5,93.33,33.61,93.33,127.5,43,42.5,33,33,33,0,53.14,0,28.98,0,0,0,0,5.22,0,5.81,12.37,0,150.24,9.56,0,12.37,164.24,6.16,21.7,17.56,0,26.95,14.49,26.95,10.63,110.14,61.47,36,64,84.22,34,84,0,69,38.01,190.05

62,15:15-15:30,38.64,70.46,3.56,13.53,4.35,12.11,2.17,42.5,93.33,34.41,93.33,127.5,43.21,42.5,33,33,33,0,53.14,0,28.98,0,0,0,0,5.22,0,5.81,11.69,0,170.69,9.03,0,11.69,164.24,6.16,22.2,17.56,0,26.95,14.49,26.95,10.63,110.14,61.12,34,58,79.5,32,78,0,63,35.94,179.67

63,15:30-15:45,38.64,70.46,4.31,13.53,8.63,12.11,3.96,42.5,93.33,36.01,93.33,127.5,43.37,42.5,33,33,33,0,53.14,0,28.98,0,0,0,0,5.22,0,3.24,10.92,0,212.54,8.43,0,10.92,164.24,6.16,22.2,17.56,0,26.95,14.49,26.95,10.63,110.14,57.43,33,55,74.66,30,72,0,60,33.59,167.92

64,15:45-16:00,38.64,70.46,4.31,13.53,8.63,12.11,3.96,42.5,93.33,37.42,93.33,127.5,43.59,42.5,33,33,33,0,53.14,0,28.98,0,0,0,0,5.22,0,3.24,10.09,0,251.19,7.8,0,10.09,164.24,6.16,22.2,17.56,0,26.95,14.49,26.95,10.63,110.14,53.46,30,51,69.34,28,67,0,55,30.92,154.61

65,16:00-16:15,38.64,70.46,4.49,13.53,8.63,12.39,3.96,42.5,93.33,27.01,93.33,127.5,43.18,42.5,25,33,33,0,53.14,0,28.98,0,0,0,0,5.45,0,3.24,9.35,0,251.19,7.22,0,9.35,164.24,6.16,23.21,17.56,0,26.95,14.49,26.95,10.63,110.14,48.89,29,42,63.45,24,60,0,49,28.99,144.94

