Block,Time Block,NLCIIST1,NLCIIST2,NLCTS2EXP,NLCEXP,KHSTPP-I,KGSU1AND2,KGSU3AND4,MAPS,NJPC,KUDGI,NAPP,JHAJJAR,FSTPP I & II,DULHASTI,DHAULIGNGA,DADRT2,KOTESHWR,KKNPPU2,KOLDAM,KKNP,KISHANGANGA,KHSTPP-II,CHAMERA3,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,BRBCL,CHAMERA1,BSIUL,CHAMERA2,URI2,UNCHAHAR3,ANTA_LF,TelanganaSTPP,UNCHAHAR2,ANTA_GF,URI,AURY_CRF,UNCHAHAR1,VALLURNTECL,ANTA_CRF,UNCHAHAR4,ANTA_RF,RSTPSU1TO6,RSTPSU7,RIHAND3,TALA,SASAN,RIHAND2,SIMHST1,SINGRAULI_HYDRO,TALST2,SIMHST2,SALAL,SEWA2,SINGRAULI,TANAKPUR,TEHRI,TANDA2,NNTPP,RIHAND1,RAMPUR,RAPPC,RAPPB,NTPL,PARBATI3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
7,01:30-01:45,0,0,0,0,21.14,0,0,0,0,0,42.32,229.34,13.25,0,0,361.64,17.07,0,0,0,0,113.66,0,0,0,0,0,0,0,0,13.59,0,0,0,4.15,16.26,0,0,27.07,0,0.63,0,6.53,0,0,0,0,0,0,58.36,0,194.76,114.22,0,0.6,0,0,1.35,0,134.35,0,0,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

8,01:45-02:00,0,0,0,0,21.14,0,0,0,0,0,42.32,229.34,13.25,0,0,361.64,17.07,0,0,0,0,93.96,0,0,0,0,0,0,0,0,12.67,0,0,0,4.15,16.26,0,0,27.07,0,0.63,0,6.53,0,0,0,0,0,0,58.36,0,194.76,114.22,0,0.6,0,0,1.35,0,134.35,0,0,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

9,02:00-02:15,0,0,0,0,21.14,0,0,0,0,0,42.32,229.34,13.25,0,0,361.64,17.07,0,0,0,0,93.96,0,0,0,0,0,0,0,0,14.01,0,0,0,4.15,16.26,0,0,27.07,0,0.63,0,6.53,0,0,0,0,0,0,58.36,0,194.76,114.22,0,0.6,0,0,1.35,0,134.35,0,0,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

10,02:15-02:30,0,0,0,0,21.14,0,0,0,0,0,42.32,229.34,13.25,0,0,361.64,17.07,0,0,0,0,93.96,0,0,0,0,0,0,0,0,13.6,0,0,0,4.15,16.26,0,0,27.07,0,0.63,0,6.53,0,0,0,0,0,0,58.36,0,194.76,114.22,0,0.6,0,0,1.35,0,134.35,0,0,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

11,02:30-02:45,0,0,0,0,21.14,0,0,0,0,0,42.32,229.34,13.25,0,0,361.64,17.07,0,0,0,0,93.96,0,0,0,0,0,0,0,0,12.58,0,0,0,4.15,16.26,0,0,27.07,0,0.63,0,6.53,0,0,0,0,0,0,58.36,0,194.76,114.22,0,0.6,0,0,1.35,0,134.35,0,0,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

12,02:45-03:00,0,0,0,0,21.14,0,0,0,0,0,42.32,229.34,13.25,0,0,361.64,17.07,0,0,0,0,93.96,0,0,0,0,0,0,0,0,12.69,0,0,0,4.15,16.26,0,0,27.07,0,0.63,0,6.53,0,0,0,0,0,0,58.36,0,194.76,114.22,0,0.6,0,0,1.35,0,134.35,0,0,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

13,03:00-03:15,0,0,0,0,21.14,0,0,0,0,0,42.32,229.34,13.25,0,0,361.64,17.07,0,0,0,0,93.96,0,0,0,0,0,0,0,0,14.73,0,0,0,4.15,16.26,0,0,27.07,0,0.63,0,6.53,0,0,0,0,0,0,58.36,0,194.76,114.22,0,0.6,0,0,1.35,0,134.35,0,0,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

14,03:15-03:30,0,0,0,0,21.14,0,0,0,0,0,42.32,229.34,13.25,0,0,361.64,17.07,0,0,0,0,93.96,0,0,0,0,0,0,0,0,15.99,0,0,0,4.15,16.26,0,0,27.07,0,0.63,0,6.53,0,0,0,0,0,0,58.36,0,194.76,114.22,0,0.6,0,0,1.35,0,134.35,0,0,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

15,03:30-03:45,0,0,0,0,21.14,0,0,0,0,0,42.32,229.34,13.25,0,0,361.64,17.07,0,0,0,0,93.96,0,0,0,0,0,0,0,0,14.14,0,0,0,4.15,16.26,0,0,27.07,0,0.63,0,6.53,0,0,0,0,0,0,58.36,0,194.76,114.22,0,0.6,0,0,1.35,0,134.35,0,0,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,0,0,21.14,0,0,0,0,0,42.32,229.34,13.25,0,0,361.64,17.07,0,0,0,0,93.96,0,0,0,0,0,0,0,0,15.04,0,0,0,4.15,16.26,0,0,27.07,0,0.63,0,6.53,0,0,0,0,0,0,58.36,0,194.76,114.22,0,0.6,0,0,1.35,0,134.35,0,0,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,0,0,21.14,0,0,0,0,0,42.32,229.34,13.25,0,0,361.64,17.07,0,0,0,0,93.96,0,0,0,0,0,0,0,0,14.81,0,0,0,4.15,16.26,0,0,27.07,0,0.63,0,6.53,0,0,0,0,0,0,58.36,0,194.76,114.22,0,0.6,0,0,1.35,0,134.35,0,14.42,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,0,0,21.14,0,0,0,0,0,42.32,229.34,13.25,0,0,361.64,17.07,0,0,0,0,93.96,0,0,0,0,0,0,0,0,17.01,0,0,0,4.15,16.26,0,0,27.07,0,0.63,0,6.53,0,0,0,0,0,0,58.36,0,194.76,114.22,0,0.6,0,0,1.35,0,134.35,0,14.42,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,0,0,21.14,0,0,0,0,0,42.32,229.34,13.25,0,0,361.64,17.07,0,0,0,0,93.96,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,16.26,0,0,27.07,0,0.63,0,6.53,0,0,0,0,0,0,58.36,0,194.76,114.22,0,0.6,0,0,1.35,0,134.35,5.54,14.42,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,0,0,21.14,0,0,0,0,0,42.32,248.97,13.25,0,0,402.03,17.07,0,0,0,0,93.96,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,16.26,0,0,27.07,0,0.63,0,6.53,0,0,0,0,0,0,58.36,0,194.76,114.22,0,0.6,0,0,1.35,0,134.35,5.54,14.42,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

21,05:00-05:15,0,0,0,0,21.14,0,0,0,0,0,42.32,248.97,13.25,0,0,432,17.07,0,0,0,0,109.2,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,16.26,0,0,27.07,0,0.63,0,6.53,0,0,0,0,0,0,58.36,0,194.76,114.22,0,0.6,0,0,1.35,0,134.35,5.54,14.42,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

22,05:15-05:30,0,0,0,0,21.14,0,0,0,20.13,0,42.32,248.97,13.25,0,0,432,17.07,0,0,0,0,113.66,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,16.26,0,0,27.07,0,0.63,0,6.53,0,0,0,0,0,0,58.36,0,194.76,114.22,0,0.6,0,0,1.35,0,134.35,5.54,28.83,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

23,05:30-05:45,0,0,0,0,25.54,0,0,0,40.08,0,42.32,248.97,13.25,0,0,432,17.07,0,0,0,0,113.66,9.31,0,0,0,0,0,0,0,19.24,0,0,0,4.15,16.26,0,0,27.07,0,0.63,0,6.53,0,0,0,0,0,0,58.36,0,194.76,114.22,0,0.6,0,0,1.35,0,100.17,5.54,28.83,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

24,05:45-06:00,0,0,0,0,32.1,0,0,0,40.08,0,42.32,283.1,13.25,0,0,432,17.07,0,0,0,0,142.63,9.31,0,0,0,0,0,0,0,19.24,0,0,1.92,4.15,16.26,0,0,27.07,0,0.63,0,6.53,0,0,0,0,0,0,58.36,0,194.76,114.22,0,0.6,0,0,1.35,0,100.17,5.54,28.83,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

25,06:00-06:15,0,0,0,0,32.1,0,0,0,40.08,0,42.32,351.99,20.01,15.85,0,432,17.07,0,0,0,0,142.63,9.31,0,0,0,0,0,0,0,19.24,0,0,12.67,4.15,19.46,0,0,32.48,0,0.63,0,7.54,0,0,0,0,0,0,58.36,0,108.2,114.22,0,0.6,0,0,1.35,0,100.17,0,43.27,0,0,88.49,0,51.38,0,0,3.67,0,0,0,0,0

26,06:15-06:30,0,0,0,0,32.1,0,0,0,40.08,0,42.32,415.31,20.01,31.7,7.62,432,17.07,0,0,0,0,142.63,9.31,0,0,0,0,0,0,0,19.24,0,0,12.67,4.15,24.88,0,0,40.06,0,0.63,0,9.52,0,0,0,0,0,0,58.36,0,108.2,114.22,0,0.6,0,0,1.35,0,100.17,0,43.27,0,0,88.49,0,51.38,0,0,15.91,0,0,0,0,0

27,06:30-06:45,0,0,0,0,32.1,0,0,0,65.59,0,42.32,418.05,20.01,47.54,15.24,497.27,17.07,0,0,0,0,142.63,9.31,0,0,0,0,0,0,0,19.24,13.51,2.12,12.67,4.15,25.39,0,0,40.77,0,0.63,0,9.89,0,0,0,0,0,0,58.36,0,108.2,114.22,0,0.6,0,0,1.35,0,100.17,0,43.27,0,0,88.49,0,51.38,0,0,15.91,0,0,0,0,0

28,06:45-07:00,0,0,0,0,32.1,0,0,0,89.99,0,42.32,418.05,20.01,47.54,26.36,560.54,17.07,0,0,0,0,142.63,18.64,0,0,0,0,0,0,0,19.24,26.98,12.54,38,4.15,25.39,0,0,40.77,0,0.63,0,9.89,0,0,0,0,0,0,58.36,0,108.2,114.22,0,0.6,0,0,1.35,7.6,100.17,0,57.69,0,0,88.49,0,51.38,0,0,15.91,0,0,0,0,0

29,07:00-07:15,0,0,0,0,32.1,0,0,0,89.99,0,42.32,418.05,20.01,47.54,26.36,609.23,17.07,0,0,0,0,142.63,18.64,0,0,0,0,0,0,0,19.24,26.98,12.54,38,4.15,25.39,0,0,40.77,0,3.18,0,9.89,0,0,0,0,0,0,58.36,0,64.92,114.22,0,0.6,0,0,1.35,7.6,100.17,0,57.69,0,0,88.49,0,51.38,0,0,15.91,0,0,0,0,0

30,07:15-07:30,0,0,0,0,32.1,0,0,0,89.99,0,42.32,418.05,20.01,47.54,26.36,638.09,17.07,0,0,0,0,142.63,18.64,0,0,0,0,0,0,0,19.24,26.98,12.54,38,10.35,25.39,0,0,40.77,0,7.43,0,9.89,0,0,0,0,0,0,58.36,0,64.92,114.22,0,0.6,0,0,1.35,7.88,100.17,0,57.69,0,0,88.49,0,51.38,0,0,15.91,0,0,0,0,0

31,07:30-07:45,0,0,0,0,32.1,0,0,0,89.99,0,42.32,418.05,20.01,47.54,26.36,656.71,17.07,0,0,0,0,142.63,18.64,0,0,0,0,0,0,0,19.24,26.98,12.54,38,10.35,25.39,0,0,40.77,0,25.48,0,9.89,0,0,0,0,0,0,58.36,0,51.94,114.22,0,0.6,0,0,1.35,7.88,100.17,0,57.69,0,0,88.49,0,51.38,0,0,15.91,0,0,0,0,0

32,07:45-08:00,0,0,0,0,32.1,0,0,0,89.99,0,42.32,418.05,20.01,47.54,26.36,656.71,17.07,0,0,0,0,142.63,18.64,0,0,0,0,0,0,0,19.24,26.98,12.54,38,10.35,25.39,0,0,40.77,0,25.48,0,9.89,0,0,0,0,0,0,58.36,0,51.94,114.22,0,0.6,0,0,1.35,7.88,100.17,0,57.69,0,0,88.49,0,51.38,0,0,3.43,0,0,0,0,0

33,08:00-08:15,0,0,0,0,31.89,0,0,0,89.99,0,42.32,418.05,20.01,47.54,15.31,656.71,17.07,0,0,0,0,142.63,18.64,0,0,0,0,0,0,0,19.24,26.98,12.54,38,10.35,25.39,0,0,40.77,0,25.48,0,9.89,0,0,0,0,0,0,58.36,0,51.94,114.22,0,0.6,0,0,1.35,7.88,100.17,0,57.69,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

34,08:15-08:30,0,0,0,0,31.89,0,0,0,89.99,0,42.32,418.05,20.01,31.7,7.62,656.71,17.07,0,0,0,0,142.63,9.31,0,0,0,0,0,0,0,19.24,26.98,12.54,12.67,10.35,25.39,0,0,40.77,0,25.48,0,9.89,0,0,0,0,0,0,58.36,0,51.94,114.22,0,0.6,0,0,1.35,0,100.17,0,57.69,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

35,08:30-08:45,0,0,0,0,31.89,0,0,0,87.44,0,42.32,418.05,20.01,15.85,7.62,656.71,17.07,0,0,0,0,142.63,9.31,0,0,0,0,0,0,0,19.24,13.51,12.54,12.67,10.35,25.39,0,0,40.77,0,3.4,0,9.89,0,0,0,0,0,0,58.36,0,51.94,114.22,0,0.6,0,0,1.35,0,100.17,0,57.69,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

36,08:45-09:00,0,0,0,0,31.89,0,0,0,65.59,0,42.32,418.05,20.01,15.85,7.62,656.71,17.07,0,0,0,0,142.63,9.31,0,0,0,0,0,0,0,19.24,13.51,2.12,0,4.15,25.39,0,0,40.77,0,1.07,0,9.89,0,0,0,0,0,0,58.36,0,51.94,114.22,0,0.6,0,0,1.35,0,100.17,0,57.69,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

37,09:00-09:15,0,0,0,0,31.89,0,0,0,43.72,0,42.32,418.05,20.01,15.85,0,656.71,17.07,0,0,0,0,142.63,9.31,0,0,0,0,0,0,0,19.24,0,0,0,4.15,25.39,0,0,40.77,0,1.07,0,9.89,0,0,0,0,0,0,58.36,0,51.94,114.22,0,0.6,0,0,1.35,0,100.17,5.54,57.69,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

38,09:15-09:30,0,0,0,0,31.89,0,0,0,43.72,0,42.32,418.05,20.01,15.85,0,656.71,17.07,0,0,0,0,142.63,9.31,0,0,0,0,0,0,0,19.24,0,0,0,4.15,25.39,0,0,40.77,0,1.07,0,9.89,0,0,0,0,0,0,58.36,0,51.94,114.22,0,0.6,0,0,1.35,0,100.17,5.54,57.69,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

39,09:30-09:45,0,0,0,0,32.02,0,0,0,43.72,0,42.32,418.05,20.01,0,0,609.23,17.07,0,0,0,0,142.63,9.31,0,0,0,0,0,0,0,19.24,0,0,0,4.15,25.39,0,0,40.77,0,3.18,0,9.89,0,0,0,0,0,0,58.36,0,51.94,114.22,0,0.6,0,0,1.35,0,100.17,5.54,43.27,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

40,09:45-10:00,0,0,0,0,32.02,0,0,0,21.86,0,42.32,418.05,20.01,0,0,551.52,17.07,0,0,0,0,142.63,9.31,0,0,0,0,0,0,0,19.24,0,0,0,4.15,25.39,0,0,40.77,0,25.48,0,9.89,0,0,0,0,0,0,58.36,0,51.94,114.22,0,0.6,0,0,1.35,0,100.17,5.54,43.27,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

41,10:00-10:15,0,0,0,0,32.02,0,0,0,21.86,0,42.32,370.95,20.01,0,0,595.51,8.53,0,0,0,0,142.63,9.31,0,0,0,0,0,0,0,19.24,0,0,0,4.15,25.39,0,0,40.77,0,25.48,0,9.89,0,0,0,0,0,0,58.36,0,51.94,114.22,0,0.6,0,0,1.35,0,100.17,5.54,43.27,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

42,10:15-10:30,0,0,0,0,32.02,0,0,0,0,0,42.32,311.32,20.01,0,0,547.42,8.53,0,0,0,0,142.63,9.31,0,0,0,0,0,0,0,19.24,0,0,3.85,4.15,25.39,0,0,40.77,0,25.48,0,9.89,0,0,0,0,0,0,58.36,0,51.94,114.22,0,0.6,0,0,1.35,0,100.17,5.54,43.27,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

43,10:30-10:45,0,0,0,0,32.02,0,0,0,0,0,42.32,251.68,20.01,0,0,499.33,8.53,0,0,0,0,142.63,9.31,0,0,0,0,0,0,0,19.24,0,0,12.67,4.15,21.45,0,0,35.14,0,3.18,0,8.49,0,0,0,0,0,0,58.36,0,51.94,114.22,0,0.6,0,0,1.35,0,100.17,0.24,28.83,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

44,10:45-11:00,0,0,0,0,32.02,0,0,0,0,0,42.32,251.68,20.01,0,0,492.27,8.53,0,0,0,0,142.63,9.31,0,0,0,0,0,0,0,19.24,0,0,12.67,4.15,21.45,0,0,35.14,0,1.07,0,8.49,0,0,0,0,0,0,58.36,0,51.94,114.22,0,0.6,0,0,1.35,0,100.17,0.24,28.83,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

45,11:00-11:15,0,0,0,0,32.02,0,0,0,0,0,42.32,251.68,20.01,0,0,432,8.53,0,0,0,0,142.63,9.31,0,0,0,0,0,0,0,18.45,0,0,12.67,4.15,21.45,0,0,35.14,0,1.07,0,8.49,0,0,0,0,0,0,58.36,0,62.76,114.22,0,0.6,0,0,1.35,0,100.17,0.24,28.83,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

46,11:15-11:30,0,0,0,0,32.02,0,0,0,0,0,42.32,251.68,20.01,0,0,432,8.53,0,0,0,0,142.63,9.31,0,0,0,0,0,0,0,17.23,0,0,12.67,4.15,21.45,0,0,35.14,0,1.07,0,8.49,0,0,0,0,0,0,58.36,0,73.58,114.22,0,0.6,0,0,1.35,0,100.17,0.24,28.83,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

47,11:30-11:45,0,0,0,0,32.02,0,0,0,0,0,42.32,251.68,20.01,0,0,432,8.53,0,0,0,0,142.63,9.31,0,0,0,0,0,0,0,18.58,0,0,12.67,4.15,21.45,0,0,35.14,0,1.07,0,8.49,0,0,0,0,0,0,58.36,0,84.4,114.22,0,0.6,0,0,1.35,0,100.17,0.24,28.83,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

48,11:45-12:00,0,0,0,0,32.02,0,0,0,0,0,42.32,251.68,17.24,0,0,432,8.53,0,0,0,0,142.63,9.31,0,0,0,0,0,0,0,19.24,0,0,12.67,4.15,21.45,0,0,35.14,0,1.07,0,8.49,0,0,0,0,0,0,58.36,0,95.22,114.22,0,0.6,0,0,1.35,0,100.17,0.24,28.83,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

49,12:00-12:15,0,0,0,0,32.02,0,0,0,0,0,42.32,249.02,17.24,0,0,432,8.53,0,0,0,0,142.63,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,21.45,0,0,29.78,0,6.38,0,8.49,0,0,0,0,0,0,58.36,0,106.04,114.22,0,0.6,0,0,1.35,0,100.17,0.24,28.72,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

50,12:15-12:30,0,0,0,0,32.02,0,0,0,0,0,42.32,249.02,17.24,0,0,432,8.53,0,0,0,0,142.63,0,0,0,0,0,0,0,0,18.87,0,0,0,4.15,16.55,0,0,27.09,0,6.38,0,8.49,0,0,0,0,0,0,58.36,0,116.86,114.22,0,0.6,0,0,1.35,0,100.17,0.24,14.37,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

51,12:30-12:45,0,0,0,0,32.02,0,0,0,0,0,42.32,249.02,13.28,0,0,389.53,8.53,0,0,0,0,142.63,0,0,0,0,0,0,0,0,17.39,0,0,0,4.15,16.55,0,0,27.09,0,1.07,0,6.55,0,0,0,0,0,0,58.36,0,127.68,114.22,0,0.6,0,0,1.35,0,100.17,0.24,14.37,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

52,12:45-13:00,0,0,0,0,32.02,0,0,0,0,0,42.32,249.02,13.28,0,0,361.64,8.53,0,0,0,0,142.63,0,0,0,0,0,0,0,0,19.1,0,0,0,4.15,16.55,0,0,27.09,0,1.07,0,6.55,0,0,0,0,0,0,58.36,0,138.5,114.22,0,0.6,0,0,1.35,0,100.17,0.24,0,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

53,13:00-13:15,0,0,0,0,21.31,0,0,0,0,0,42.32,249.02,13.28,0,0,361.64,8.53,0,0,0,0,114.62,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,16.55,0,0,27.09,0,6.38,0,6.55,0,0,0,0,0,0,58.36,0,151.48,114.22,0,0.6,0,0,1.35,0,100.17,0.49,0,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

54,13:15-13:30,0,0,0,0,21.31,0,0,0,0,0,42.32,249.02,13.28,0,0,361.64,8.53,0,0,0,0,94.92,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,16.55,0,0,27.09,0,6.38,0,6.55,0,0,0,0,0,0,58.36,0,161.58,114.22,0,0.6,0,0,1.35,0,91.44,0.49,0,0,0,60.91,0,51.38,0,0,0,0,0,0,0,0

55,13:30-13:45,0,0,0,0,21.31,0,0,0,0,0,42.32,249.02,13.28,0,0,361.64,8.53,0,0,0,0,94.92,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,16.55,0,0,27.09,0,8.49,0,6.55,0,0,0,0,0,0,59.79,0,162.3,91.95,0,0.6,0,0,1.35,0,91.44,0.49,0,0,0,60.91,0,51.38,0,0,0,0,0,0,0,0

56,13:45-14:00,0,0,0,0,21.31,0,0,0,0,0,42.32,249.02,13.28,0,0,361.64,8.53,0,0,0,0,94.92,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,16.55,0,0,27.09,0,8.49,0,6.55,0,0,0,0,0,0,59.79,0,162.3,91.95,0,0.6,0,0,1.35,0,91.44,0.49,0,0,0,60.91,0,51.38,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,0,0,21.31,0,0,0,0,0,42.32,249.02,13.28,0,0,361.64,8.53,0,0,0,0,114.62,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,16.55,0,0,27.09,0,8.49,0,6.55,0,0,0,0,0,0,59.79,0,168.61,91.95,0,0.6,0,0,1.35,0,91.44,0.49,14.37,0,0,60.91,0,51.38,0,0,0,0,0,0,0,0

58,14:15-14:30,0,0,0,0,21.31,0,0,0,0,0,42.32,249.02,13.28,0,0,361.64,8.53,0,0,0,0,114.62,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,16.55,0,0,27.09,0,8.49,0,6.55,0,0,0,0,0,0,59.79,0,173.05,91.95,0,0.6,0,0,8.94,0,91.44,0.49,14.37,0,0,60.91,0,51.38,0,0,0,0,0,0,0,0

59,14:30-14:45,0,0,0,0,21.31,0,0,0,0,0,42.32,249.02,13.28,0,0,361.64,8.53,0,0,0,0,114.62,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,16.55,0,0,27.09,0,1.07,0,6.55,0,0,0,0,0,0,59.79,0,173.12,91.95,0,0.6,0,0,26.82,0,91.44,0.49,28.72,0,0,60.84,0,51.38,0,0,0,0,0,0,0,0

60,14:45-15:00,0,0,0,0,21.31,0,0,0,0,0,42.32,249.02,13.28,0,0,361.64,8.53,0,0,0,0,114.62,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,16.55,0,0,27.09,0,1.07,0,6.55,0,0,0,0,0,0,59.79,0,173.12,91.95,0,0.6,0,0,26.82,0,91.44,0.49,28.72,0,0,60.84,0,51.38,0,0,0,0,0,0,0,0

61,15:00-15:15,0,0,0,0,25.42,0,0,0,0,0,42.32,249.02,13.28,0,0,361.64,8.53,0,0,0,0,114.62,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,16.55,0,0,27.09,0,1.07,0,6.55,0,0,0,0,0,0,59.79,0,173.12,91.95,0,0.6,0,0,26.82,0,91.44,0.49,28.72,0,0,60.91,0,51.38,0,0,0,0,0,0,0,0

