Block,Time Block,RAMPUR,NNTPP,RAPPB,NTPL,PARBATI3,KOTESHWR,NLCIIST2,NLCTS2EXP,NAPP,KOLDAM,KUDGI,NLCEXP,NLCIIST1,MAPS,NJPC,KHSTPP-I,KISHANGANGA,KKNPPU2,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNP,DHAULIGNGA,FSTPP I & II,DULHASTI,CHAMERA3,CHAMERA2,DADRT2,JHAJJAR,BSIUL,BRBCL,CHAMERA1,DADRI_RF,DADRI_LF,UNCHAHAR4,UNCHAHAR3,VALLURNTECL,UNCHAHAR2,URI2,ANTA_CRF,URI,ANTA_LF,ANTA_GF,ANTA_RF,DADRI_CRF,AURY_RF,AURY_LF,AURY_GF,DADRI_GF,AURY_CRF,SIMHST1,RSTPSU7,RAPPC,RIHAND3,SALAL,SEWA2,SASAN,RIHAND2,RIHAND1,RSTPSU1TO6,TALST2,SIMHST2,TANAKPUR,UNCHAHAR1,SINGRAULI,TALA,TEHRI,TANDA2,TelanganaSTPP,SINGRAULI_HYDRO,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
16,03:45-04:00,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,68.07,43.58,0,0,0,0,136.36,0,10.13,20.18,47.95,9.39,9.69,217.94,251.42,0,14.55,0,0,0,0,0,0,41.13,8.49,0,6.43,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,37.2,0,338.55,115.21,44.62,0,0,0,11.19,17.19,134.6,11.29,14.54,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,91.87,43.58,0,0,0,0,136.36,0,17.68,20.18,47.95,9.39,9.69,217.94,207.77,0,14.55,0,0,0,0,0,0,41.13,8.49,0,6.43,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,37.2,0,338.55,115.21,44.62,0,0,0,11.19,17.19,134.6,10.87,15.09,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,91.87,43.58,0,0,0,0,136.36,0,17.68,20.18,47.95,9.39,9.69,217.94,207.77,0,14.55,0,0,0,0,0,0,41.13,8.49,0,6.43,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,37.2,0,338.55,115.21,44.62,0,0,0,11.19,17.19,134.6,10.87,15.09,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,91.87,43.58,0,0,0,0,136.36,0,17.68,20.18,47.95,9.39,9.69,217.94,207.77,0,14.55,0,0,0,0,0,0,41.13,8.49,0,6.43,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,37.2,0,348.36,115.21,44.62,0,0,0,11.19,17.19,134.6,10.87,15.09,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,0,0,3.45,8.6,0,0,39.26,0,0,0,0,0,91.87,43.58,0,0,0,0,136.36,0,17.68,20.18,47.95,9.39,9.69,217.94,207.77,0,14.55,0,0,0,0,0,0,41.13,8.49,0,6.43,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,37.2,0,368.01,115.21,44.62,0,0,0,11.19,17.19,134.6,10.87,15.09,0,0,0,0,0,0,0,0

21,05:00-05:15,0,0,0,0,3.45,8.6,0,0,39.26,0,0,0,0,0,91.87,43.58,0,0,0,0,136.36,0,17.68,20.18,47.95,9.39,9.69,217.94,183.58,1.07,14.55,11.5,0,0,0,0,0,41.13,8.49,0,6.43,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,37.2,0,377.87,115.21,44.62,0,0,0,11.19,17.19,134.6,10.44,15.09,0,0,0,0,0,0,0,0

22,05:15-05:30,0,0,0,0,4.94,8.6,0,0,39.26,0,0,0,0,0,91.87,43.58,0,0,0,0,136.36,0,17.68,20.18,47.95,9.39,9.69,217.94,183.58,6.33,14.55,11.96,0,0,0,0,0,41.13,8.49,0,6.43,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,50.72,0,380.18,115.21,44.62,0,0,0,11.19,17.19,134.6,10.01,15.09,0,0,0,0,0,0,0,0

23,05:30-05:45,0,0,0,0,7.41,17.22,0,0,39.26,0,0,0,0,0,91.87,43.58,0,0,0,0,136.36,0,26.66,20.18,47.95,9.39,9.69,217.94,183.58,6.33,14.55,13.03,0,0,0,0,0,41.13,8.49,0,6.43,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,50.72,0,390.6,115.21,44.62,0,0,0,11.19,17.19,134.6,9.72,30.2,0,0,0,0,0,0,0,0

24,05:45-06:00,0,0,0,0,47.54,25.82,0,0,39.26,0,0,0,0,0,91.87,43.58,0,0,0,0,136.36,0,26.66,20.18,47.95,18.78,9.69,217.94,183.58,6.33,14.55,13.03,0,0,0,0,0,41.13,8.49,0,6.43,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,50.72,0,403.8,115.21,44.62,0,0,0,11.19,17.19,134.6,9.29,30.2,0,0,0,0,0,0,0,0

25,06:00-06:15,0,0,0,0,47.54,38.26,0,0,39.26,0,0,0,0,0,113.45,43.58,0,0,0,0,136.36,0,36.52,20.18,48.44,29.65,39.57,217.94,144.78,18.98,14.55,13.63,0,0,0,0,0,41.13,8.49,0,6.43,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,77.01,0,403.8,115.21,44.62,0,0,0,12.55,17.19,134.6,9.29,30.2,0,0,0,0,0,0,0,0

26,06:15-06:30,0,0,0,0,47.54,38.26,0,0,39.26,0,0,0,0,0,113.45,43.58,0,0,0,0,136.36,0,36.52,20.18,48.44,29.65,39.57,217.94,115.67,18.98,14.55,13.63,0,0,0,0,0,41.13,8.49,0,6.43,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,77.01,0,403.8,115.21,44.62,0,0,0,12.55,17.19,134.6,8.88,30.2,0,0,0,0,0,0,0,0

27,06:30-06:45,0,0,0,0,47.54,38.26,0,0,39.26,0,0,0,0,0,113.45,43.58,0,0,0,0,136.36,0,36.52,20.18,48.44,29.65,39.57,217.94,79.78,18.98,14.55,13.63,0,0,0,0,0,41.13,8.49,0,49.27,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,77.01,0,403.8,115.21,44.62,0,0,0,12.55,17.19,134.6,8.73,30.2,0,0,0,0,0,0,0,0

28,06:45-07:00,0,0,0,0,47.54,38.26,0,0,39.26,0,0,0,0,0,113.45,43.58,0,0,0,0,136.36,0,36.52,20.18,48.44,29.65,39.57,217.94,79.78,18.98,14.55,13.63,0,0,0,0,0,41.13,8.49,0,49.27,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,77.01,0,403.8,115.21,44.62,0,0,0,12.55,17.19,134.6,8.73,30.2,0,0,0,0,0,0,0,0

29,07:00-07:15,0,0,0,0,47.54,19.13,0,0,39.26,0,0,0,0,0,113.45,43.58,0,0,0,0,136.36,0,26.66,20.18,47.95,18.78,25.55,217.94,79.78,6.33,14.55,11.5,0,0,0,0,0,41.13,8.49,0,8.57,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,49.6,0,403.8,115.21,44.62,0,0,0,11.19,17.19,134.6,8.73,15.09,0,0,0,0,0,0,0,0

30,07:15-07:30,0,0,0,0,6.17,8.6,0,0,39.26,0,0,0,0,0,82.68,43.58,0,0,0,0,136.36,0,26.66,20.18,47.95,9.39,10.35,217.94,79.78,6.33,14.55,0,0,0,0,0,0,41.13,8.49,0,6.43,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,49.6,0,403.8,115.21,44.62,0,0,0,11.19,17.19,134.6,8.73,0,0,0,0,0,0,0,0,0

31,07:30-07:45,0,0,0,0,3.45,8.6,0,0,39.26,0,0,0,0,0,68.07,43.58,0,0,0,0,136.36,0,26.66,20.18,47.95,9.39,10.35,253.35,79.78,6.33,14.55,0,0,0,0,0,0,41.13,8.49,0,6.43,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,49.6,0,403.8,115.21,44.62,0,0,0,11.19,17.19,134.6,8.88,0,0,0,0,0,0,0,0,0

32,07:45-08:00,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,68.07,43.58,0,0,0,0,136.36,0,26.66,20.18,47.95,0,1.94,295.55,79.78,6.33,14.55,0,0,0,0,0,0,41.13,8.49,0,6.43,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,49.6,0,403.8,115.21,44.62,0,0,0,11.19,17.19,134.6,8.88,0,0,0,0,0,0,0,0,0

33,08:00-08:15,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,68.07,43.58,0,0,0,0,136.36,0,17.68,20.18,47.95,0,1.94,322.45,60.21,6.33,14.55,0,0,0,0,0,0,41.13,8.49,0,6.43,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,49.6,0,403.8,115.21,44.62,0,0,0,11.19,17.19,134.6,9.01,0,0,0,0,0,0,0,0,0

34,08:15-08:30,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,68.07,43.58,0,0,0,0,136.36,0,17.68,20.18,47.95,0,1.94,313.94,60.21,6.33,14.55,0,0,0,0,0,0,41.13,8.49,0,6.43,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,49.6,0,403.8,115.21,44.62,0,0,0,11.19,17.19,134.6,9.01,0,0,0,0,0,0,0,0,0

35,08:30-08:45,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,68.07,43.58,0,0,0,0,136.36,0,17.68,20.18,47.95,0,1.94,303.05,54.08,6.33,14.55,0,0,0,0,0,0,41.13,26.1,0,49.27,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,49.6,0,403.8,115.21,44.62,0,0,0,11.19,17.19,134.6,9.45,0,0,0,0,0,0,0,0,0

36,08:45-09:00,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,68.07,43.58,0,0,0,0,136.36,0,17.68,20.18,47.95,0,1.94,303.05,54.08,6.33,14.55,0,0,0,0,0,0,41.13,26.1,0,49.27,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,49.6,0,403.8,115.21,44.62,0,0,0,11.19,17.19,134.6,9.45,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,68.07,43.58,0,0,0,0,136.36,0,17.68,20.18,47.95,0,1.94,322.45,54.08,6.33,14.55,0,0,0,0,0,0,41.13,26.1,0,8.57,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,49.6,0,403.8,115.21,44.62,0,0,0,11.19,17.19,134.6,9.45,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,68.07,43.58,0,0,0,0,136.36,0,17.68,20.18,47.95,0,1.94,312.75,54.08,6.33,14.55,0,0,0,0,0,0,41.13,26.1,0,6.43,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,49.6,0,403.8,115.21,44.62,0,0,0,11.19,17.19,134.6,9.45,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,68.07,43.58,0,0,0,0,136.36,0,17.68,20.18,47.95,0,1.94,322.45,54.08,6.33,14.55,0,0,0,0,0,0,41.13,26.1,0,6.43,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,49.6,0,403.8,115.21,44.62,0,0,0,11.19,17.19,134.6,8.99,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,43.58,0,0,0,0,136.36,0,17.68,20.18,47.95,0,1.94,329.32,54.08,6.33,14.55,0,0,0,0,0,0,41.13,26.1,0,6.43,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,49.6,0,403.8,115.21,44.62,0,0,0,11.19,17.19,134.6,8.99,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,43.58,0,0,0,0,136.36,0,17.68,20.18,47.95,0,1.94,300.78,38.59,6.33,14.55,0,0,0,0,0,0,36.5,10.44,0,6.43,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,37.2,0,403.8,115.21,44.62,0,0,0,11.19,15.04,134.6,8.99,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,43.58,0,0,0,0,136.36,0,17.68,20.18,47.95,0,1.94,290.44,38.59,6.33,14.55,0,0,0,0,0,0,36.5,26.1,0,49.27,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,37.2,0,403.8,115.21,44.62,0,0,0,11.19,15.04,134.6,8.99,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,38.33,0,0,0,0,123.07,0,17.68,17.97,47.95,0,1.94,290.44,39.01,6.33,14.55,0,0,0,0,0,0,36.5,26.1,0,49.27,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,37.2,0,403.8,115.21,44.62,0,0,0,11.19,15.04,123.69,8.99,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,38.33,0,0,0,0,123.07,0,17.68,17.97,47.95,0,1.94,290.44,39.01,6.33,14.55,0,0,0,0,0,0,36.5,8.49,0,8.57,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,37.2,0,403.8,115.21,44.62,0,0,0,11.19,15.04,123.69,8.99,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,43.58,0,0,0,0,136.36,0,17.68,20.18,47.95,0,1.94,325.85,57.4,6.33,14.55,0,0,0,0,0,0,41.13,8.49,0,5.57,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,25.36,0,371.06,115.21,44.62,0,0,0,11.19,17.19,123.69,8.99,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,43.58,0,0,0,0,136.36,0,17.68,20.18,47.95,0,1.94,329.32,57.4,6.33,14.55,0,0,0,0,0,0,41.13,8.49,0,5.57,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,25.36,0,371.06,115.21,44.62,0,0,0,11.19,17.19,123.69,8.99,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,43.58,0,0,0,0,136.36,0,17.68,20.18,47.95,0,1.94,329.32,105.91,0,14.55,0,0,0,0,0,0,41.13,8.49,0,5.57,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,25.36,0,371.06,115.21,44.62,0,0,0,11.19,17.19,123.69,9.9,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,43.58,0,0,0,0,136.36,0,17.68,20.18,47.95,0,1.94,329.32,105.91,0,14.55,0,0,0,0,0,0,41.13,8.49,0,5.57,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,25.36,0,371.06,115.21,44.62,0,0,0,11.19,17.19,123.69,9.9,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,43.58,0,0,0,0,136.36,0,17.68,20.18,47.95,0,1.94,329.32,105.91,0,14.55,0,0,0,0,0,0,41.13,8.49,0,5.57,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,25.36,0,371.06,115.21,44.62,0,0,0,11.19,17.19,123.69,10.04,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,43.58,0,0,0,0,136.36,0,17.68,20.18,47.95,0,1.94,329.32,105.91,0,14.55,0,0,0,0,0,0,41.13,8.49,0,5.57,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,25.36,0,371.06,115.21,44.62,0,0,0,11.19,17.19,123.69,10.04,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,43.58,0,0,0,0,136.36,0,17.68,20.18,47.95,0,1.94,329.32,105.91,0,14.55,0,0,0,0,0,0,41.13,8.49,0,5.57,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,25.36,0,371.06,115.21,44.62,0,0,0,11.19,17.19,123.69,10.04,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,43.58,0,0,0,0,136.36,0,17.68,20.18,47.95,0,1.94,329.32,105.91,0,14.55,0,0,0,0,0,0,41.13,8.49,0,5.57,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,25.36,0,371.06,115.21,44.62,0,0,0,11.19,17.19,123.69,10.04,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,43.58,0,0,0,0,136.36,0,17.68,20.18,47.95,0,1.94,329.32,105.91,0,14.55,0,0,0,0,0,0,41.13,8.49,0,7.39,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,25.36,0,371.06,115.21,44.62,0,0,0,11.19,17.19,123.69,10.04,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,43.58,0,0,0,0,136.36,0,17.68,20.18,47.95,0,1.94,329.32,105.91,0,14.55,0,0,0,0,0,0,41.13,8.49,0,7.39,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,25.36,0,371.06,115.21,44.62,0,0,0,11.19,17.19,123.69,10.04,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,43.58,0,0,0,0,136.36,0,17.68,20.18,47.95,0,1.94,329.32,105.91,0,14.55,0,0,0,0,0,0,41.13,8.49,0,7.39,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,25.36,0,371.06,115.21,44.62,0,0,0,11.19,17.19,123.69,9.75,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,43.58,0,0,0,0,136.36,0,17.68,20.18,47.95,0,1.94,329.32,105.91,0,14.55,0,0,0,0,0,0,41.13,8.49,0,7.39,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,25.36,0,371.06,115.21,44.62,0,0,0,11.19,17.19,123.69,9.75,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,43.58,0,0,0,0,136.36,0,8.84,20.18,47.95,0,1.94,295.55,105.91,0,14.55,0,0,0,0,0,0,41.13,8.49,0,7.39,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,25.36,0,386.98,115.21,44.62,0,0,0,11.19,17.19,123.69,9.75,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,43.58,0,0,0,0,136.36,0,8.84,20.18,47.95,0,1.94,266.45,105.91,0,14.55,0,0,0,0,0,0,41.13,8.49,0,7.39,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,25.36,0,401.81,115.21,44.62,0,0,0,11.19,17.19,123.69,9.75,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,43.58,0,0,0,0,136.36,0,8.84,20.18,47.95,0,1.94,237.34,105.91,0,14.55,0,0,0,0,0,0,41.13,8.49,0,7.39,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,25.36,0,403.8,115.21,44.62,0,0,0,11.19,17.19,123.69,9.6,0,0,0,0,0,0,0,0,0

