Block,Time Block,NAPP,MAPS,KOTESHWR,KOLDAM,KUDGI,AURY_RF,DADRI_LF,DADRI_GF,DADRI_CRF,DADRI_RF,KHSTPP-II,KKNP,KISHANGANGA,KKNPPU2,NLCIIST1,NLCIIST2,NLCTS2EXP,AURY_GF,AURY_LF,ANTA_GF,ANTA_RF,ANTA_LF,AURY_CRF,KHSTPP-I,KGSU3AND4,ANTA_CRF,JHAJJAR,KGSU1AND2,VALLURNTECL,UNCHAHAR4,TelanganaSTPP,URI2,UNCHAHAR3,TEHRI,UNCHAHAR1,UNCHAHAR2,URI,FSTPP I & II,DULHASTI,DHAULIGNGA,NJPC,NLCEXP,TANDA2,SINGRAULI,TANAKPUR,TALA,SINGRAULI_HYDRO,SIMHST2,TALST2,CHAMERA1,BSIUL,BRBCL,DADRT2,CHAMERA3,CHAMERA2,PARBATI3,SEWA2,RIHAND3,SALAL,NNTPP,RAPPB,RIHAND2,RIHAND1,RAMPUR,SASAN,SIMHST1,RSTPSU1TO6,NTPL,RAPPC,RSTPSU7,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
18,04:15-04:30,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,203.04,0,0,0,0,9.1,0,14.43,17.02,40.98,8.53,20.1,47.77,17.62,73.21,0,0,108.72,11.14,9.89,0,0,0,11.45,0,14.5,290.7,9.35,10.31,0,0,120.14,49.41,0,0,114.77,44.45,0,397.92,0,0,0,49.66,0,0,0,0,0,0

19,04:30-04:45,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,203.04,0,0,0,0,9.1,0,14.43,17.02,40.98,8.53,20.1,47.77,17.62,73.21,0,0,114.8,11.14,9.83,0,0,0,11.45,0,14.5,290.7,9.35,10.31,0,0,120.14,37.06,0,0,114.77,44.45,0,397.92,0,0,0,49.66,0,0,0,0,0,0

20,04:45-05:00,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,203.04,0,0,0,0,9.1,0,15.04,17.02,40.98,8.53,20.1,47.77,17.62,73.21,0,0,121.77,11.14,9.8,0,0,0,11.45,0,14.5,290.7,9.35,10.31,0,0,120.14,37.06,0,0,114.77,44.45,0,397.92,0,0,0,49.66,0,0,0,0,0,0

21,05:00-05:15,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,203.04,0,0,0,0,9.1,0,30.08,17.02,40.98,8.53,20.1,47.77,17.62,73.21,0,0,127.56,11.14,9.75,0,0,0,13.58,1.06,14.5,290.7,9.35,10.31,3.44,0,120.14,37.06,0,0,114.77,44.45,0,399.48,0,0,0,49.66,0,0,0,0,0,0

22,05:15-05:30,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,203.04,0,0,0,0,9.1,0,30.08,17.02,40.98,8.53,20.1,47.77,17.62,73.21,0,0,127.56,11.14,9.41,0,0,0,13.58,6.3,14.5,290.7,9.35,10.31,4.92,0,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

23,05:30-05:45,39.32,0,17.15,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,203.04,0,0,0,0,9.1,0,15.04,17.02,40.98,8.53,20.1,47.77,26.56,73.21,0,0,127.56,11.14,8.98,0,0,0,13.58,6.3,14.5,290.7,18.71,11.6,7.38,0,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

24,05:45-06:00,39.32,0,25.73,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,203.04,0,0,0,0,9.1,0,15.04,17.02,40.98,8.53,20.1,47.77,26.56,73.21,0,0,127.56,11.14,8.76,0,0,0,13.58,6.3,14.5,290.7,18.71,16.11,47.36,0,120.14,61.77,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

25,06:00-06:15,39.32,0,38.11,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,203.04,0,0,0,0,9.1,0,15.04,14.78,40.98,49.08,20.1,48.25,36.38,113.02,0,0,127.56,11.14,8.52,0,0,0,13.58,18.9,14.5,290.7,29.53,39.42,47.36,0,120.14,76.71,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

26,06:15-06:30,39.32,0,38.11,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,203.04,0,0,0,0,9.1,0,15.04,14.78,40.98,49.08,20.1,48.25,36.38,113.02,0,0,127.56,11.14,8.41,0,0,0,12.98,18.9,14.5,290.7,29.53,39.42,47.36,0,120.14,76.71,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

27,06:30-06:45,39.32,0,38.11,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,174.29,0,0,0,0,9.1,0,15.04,14.78,36.37,12.8,20.1,48.25,36.38,113.02,0,0,127.56,11.14,8.32,0,0,0,0,18.9,14.5,290.7,29.53,39.42,47.36,0,120.14,76.71,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

28,06:45-07:00,39.32,0,38.11,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,174.29,0,0,0,0,9.1,0,15.04,14.78,36.37,10.67,20.1,48.25,36.38,113.02,0,0,127.56,11.14,8.32,0,0,0,0,18.9,14.5,290.7,29.53,39.42,47.36,0,120.14,76.71,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

29,07:00-07:15,39.32,0,19.06,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,174.29,0,0,0,0,8.46,0,0,14.78,36.37,10.67,20.1,47.77,26.56,113.02,0,0,130.46,11.14,9.37,0,0,0,0,6.3,14.5,290.7,18.71,38.18,47.36,0,120.14,61.77,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

30,07:15-07:30,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,174.29,0,0,0,0,8.46,0,0,14.78,36.37,10.67,20.1,47.77,26.56,113.02,0,0,134.09,11.14,9.37,0,0,0,0,6.3,14.5,290.7,9.35,25.45,14.77,0,120.14,49.41,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

31,07:30-07:45,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,173.83,0,0,0,0,8.46,0,0,14.78,36.37,10.67,20.1,47.77,26.56,82.37,0,0,134.09,11.14,9.37,0,0,0,0,6.3,14.5,290.7,9.35,25.45,3.44,0,120.14,49.41,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

32,07:45-08:00,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,173.83,0,0,0,0,8.46,0,0,14.78,36.37,13.87,20.1,47.77,26.56,82.37,0,0,134.09,11.14,9.37,0,0,0,0,6.3,14.5,290.7,9.35,25.45,3.44,0,120.14,49.41,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

33,08:00-08:15,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,129.82,0,0,0,0,8.46,0,0,14.78,30.56,13.87,20.1,47.77,26.56,82.37,0,0,134.09,11.14,8.8,0,0,0,0,6.3,14.5,290.7,9.35,25.45,0,0,120.14,49.41,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

34,08:15-08:30,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,129.82,0,0,0,0,8.46,0,0,14.78,30.56,49.08,20.1,47.77,26.56,82.37,0,0,134.09,11.14,8.8,0,0,0,0,6.3,14.5,290.7,9.35,25.45,0,0,120.14,49.41,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

35,08:30-08:45,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,129.82,0,0,0,0,8.46,0,0,14.78,30.56,49.08,16.83,47.77,26.56,82.37,0,0,134.09,11.14,8.8,0,0,0,0,6.3,14.5,290.7,9.35,9.02,0,0,120.14,49.41,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

36,08:45-09:00,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,129.82,0,0,0,0,8.46,0,0,14.78,30.56,12.8,16.83,47.77,26.56,82.37,0,0,134.09,11.14,8.8,0,0,0,0,6.3,14.5,290.7,9.35,9.02,0,0,120.14,49.41,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

37,09:00-09:15,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,129.82,0,0,0,0,8.46,0,0,14.78,30.56,10.67,16.83,47.77,17.62,82.37,0,0,134.09,11.14,8.8,0,0,0,0,6.3,14.5,255.43,9.35,9.02,0,0,120.14,49.41,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

38,09:15-09:30,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,129.82,0,0,0,0,8.46,0,0,14.78,30.56,10.67,20.1,47.77,17.62,82.37,0,0,134.09,11.14,8.8,0,0,0,0,6.3,14.5,237.73,9.35,9.02,0,0,120.14,49.41,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

39,09:30-09:45,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,129.82,0,0,0,0,8.46,0,0,14.78,30.56,10.67,20.1,47.77,17.62,82.37,0,0,134.09,11.14,9.23,0,0,0,0,6.3,14.5,237.73,9.35,9.02,0,0,120.14,49.41,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

40,09:45-10:00,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,129.82,0,0,0,0,8.46,0,0,14.78,36.37,10.67,20.1,47.77,17.62,82.37,0,0,134.09,11.14,9.23,0,0,0,0,6.3,14.5,237.73,9.35,9.02,0,0,120.14,49.41,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

41,10:00-10:15,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,129.82,0,0,0,0,8.46,0,0,14.78,36.37,10.67,20.1,47.77,17.62,59.49,0,0,134.09,11.14,9.23,0,0,0,0,6.3,14.5,247.4,9.35,9.02,0,0,120.14,49.41,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

42,10:15-10:30,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,129.82,0,0,0,0,8.46,0,0,14.78,30.56,10.67,20.1,47.77,17.62,59.49,0,0,134.09,11.14,11.94,0,0,0,0,6.3,14.5,247.4,9.35,9.02,0,0,120.14,49.41,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

43,10:30-10:45,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,129.82,0,0,0,0,8.46,0,0,14.78,30.56,8.53,20.1,47.77,17.62,59.49,0,0,134.09,11.14,11.94,0,0,0,0,6.3,14.5,290.7,9.35,9.02,0,0,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

44,10:45-11:00,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,129.82,0,0,0,0,8.46,0,0,14.78,30.56,8.53,20.1,47.77,17.62,59.49,0,0,134.09,11.14,11.94,0,0,0,0,6.3,14.5,290.7,9.35,9.02,0,0,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

45,11:00-11:15,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,129.82,0,0,0,0,8.46,0,0,14.78,30.56,8.53,20.1,47.77,17.62,59.49,0,0,134.09,11.14,11.94,0,0,0,0,6.3,14.5,290.7,9.35,9.02,0,0,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

46,11:15-11:30,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,129.82,0,0,0,0,8.46,0,0,14.78,36.37,8.53,20.1,47.77,17.62,59.49,0,0,134.09,11.14,11.94,0,0,0,0,6.3,14.5,290.7,9.35,9.02,0,0,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

47,11:30-11:45,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,129.82,0,0,0,0,24.18,0,0,14.78,30.56,49.08,20.1,47.77,17.62,59.49,0,0,134.09,11.14,11.94,0,0,0,0,0,14.5,290.7,9.35,10.31,0,0,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

48,11:45-12:00,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,129.82,0,0,0,0,24.18,0,0,14.78,30.56,49.08,20.1,47.77,17.62,67.81,0,0,134.09,11.14,11.94,0,0,0,0,0,14.5,290.7,9.35,10.31,0,0,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

49,12:00-12:15,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,129.82,0,0,0,0,24.18,0,0,14.78,30.56,10.67,20.1,47.77,17.62,67.81,0,0,128.29,11.14,11.94,0,0,0,0,0,14.5,290.7,9.35,10.31,0,0,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

50,12:15-12:30,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,129.82,0,0,0,0,24.18,0,0,14.78,30.56,10.67,20.1,47.77,17.62,67.81,0,0,128.29,11.14,11.94,0,0,0,0,0,14.5,290.7,9.35,10.31,0,0,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

51,12:30-12:45,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,129.82,0,0,0,0,24.18,0,0,14.78,30.56,10.67,20.1,47.77,17.62,67.81,0,0,128.29,11.14,11.94,0,0,0,0,0,14.5,290.7,9.35,10.31,0,0,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

52,12:45-13:00,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,129.82,0,0,0,0,24.18,0,0,14.78,30.56,10.67,20.1,47.77,17.62,67.81,0,0,128.29,11.14,11.94,0,0,0,0,0,14.5,290.7,9.35,10.31,0,0,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

53,13:00-13:15,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,128.85,0,0,0,0,8.46,0,0,14.68,30.36,10.67,20.1,47.77,17.62,67.81,0,0,128.29,11.14,11.94,0,0,0,0,0,14.5,290.7,9.35,10.31,0,0,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

54,13:15-13:30,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,128.85,0,0,0,0,8.46,0,0,14.68,30.36,10.67,20.1,47.77,17.62,67.81,0,0,128.29,11.14,11.94,0,0,0,0,0,14.5,290.7,9.35,10.31,0,0,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

55,13:30-13:45,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,128.85,0,0,0,0,8.46,0,0,14.68,30.36,10.67,20.1,47.77,17.62,67.81,0,0,128.29,11.14,11.94,0,0,0,0,0,14.5,290.7,9.35,10.31,0,0,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

56,13:45-14:00,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,128.85,0,0,0,0,8.46,0,0,14.68,30.56,10.67,20.1,47.77,17.62,67.81,0,0,128.29,11.14,11.94,0,0,0,0,0,14.5,290.7,9.35,10.31,0,0,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

57,14:00-14:15,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,128.85,0,0,0,0,8.46,0,0,14.68,30.56,8.53,20.1,47.77,17.62,67.81,0,0,128.29,11.14,9.18,0,0,0,0,0,14.5,290.7,9.35,10.31,0,0,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

58,14:15-14:30,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,128.85,0,0,0,0,8.46,0,0,14.87,30.56,8.53,20.1,47.77,17.62,67.81,0,0,128.29,11.14,9.18,0,0,0,0,0,14.5,290.7,9.35,10.31,0,0,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

59,14:30-14:45,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,158.39,0,0,0,0,8.46,0,0,17.02,40.98,8.53,20.1,47.77,17.62,67.81,0,0,128.29,11.14,9.52,0,0,0,0,0,14.5,325.98,9.35,2.07,0,0,120.14,49.41,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

