Block,Time,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02012046/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,WR/01102023/24112044/L_NR_2020_07,NR/01102023/14082046/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/16072024/31072024/NR/16072024/31072024/717758,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01102023/31052040/LT-31,NR/22072024/22072024/IEX_240721_01662,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01102023/31102037/L_NR_2019_11,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01072024/31072024/R2,NR/22072024/22072024/IEX_240721_01661,NR/30092023/26122029/SH-06,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/22052037/LT-59,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01042024/31072024/LT_MEJA_DELHI
46,11:15-11:30,14,0,230,33,87,33,14,31.82,109.162445,44.5,76,7,0,85,33,42,6.66,46,7,21,179,0.000000,66.160000,13.170000,0.000000,57.590000,272.740000,0.000000,16.080000,110.930000,15.060000,5.330000,0.000000,12.420000,15.060000,0.000000,0.000000,8.750000,0.000000,0.000000,0.000000,16.080000,0.000000,15.430000,30.280000,53.050000,0.000000,8.920000,15.140000,11.810000

47,11:30-11:45,14,0,230,33,88,33,14,32.62,118.503903,45.5,76,7,0,86,33,42,6.66,46,7,21,179,0.000000,66.160000,13.170000,0.000000,57.590000,272.740000,0.000000,24.430000,110.930000,15.170000,5.330000,0.000000,12.420000,15.170000,0.000000,0.000000,8.750000,0.000000,0.000000,0.000000,24.430000,0.000000,15.560000,30.280000,53.050000,0.000000,8.540000,15.140000,11.810000

48,11:45-12:00,14,0,230,33,88,33,14,33.42,127.143289,45.5,76,7,0,86,33,42,6.66,46,7,21,179,0.000000,66.160000,13.170000,0.000000,57.590000,272.740000,0.000000,24.430000,139.870000,15.290000,5.330000,0.000000,12.420000,15.290000,0.000000,0.000000,8.750000,0.000000,0.000000,0.000000,24.430000,0.000000,15.670000,30.280000,53.050000,0.000000,8.540000,15.140000,11.810000

49,12:00-12:15,14,0,230,33,88,33,14,21.01,122.618825,45.5,79,7,0,87,33,42,6.66,46,7,21,186,0.000000,66.160000,13.170000,0.000000,57.590000,272.740000,0.000000,24.430000,110.930000,15.310000,5.150000,0.000000,12.420000,15.310000,0.000000,0.000000,8.750000,0.000000,0.000000,0.000000,24.430000,0.000000,15.690000,30.280000,53.050000,0.000000,8.540000,15.140000,11.810000

50,12:15-12:30,14,0,230,33,88,33,14,21.01,129.044734,45.5,79,7,0,87,33,42,6.66,46,7,21,186,0.000000,66.160000,13.170000,0.000000,57.590000,272.740000,0.000000,24.430000,110.930000,15.330000,5.150000,0.000000,12.420000,15.330000,0.000000,0.000000,8.750000,0.000000,0.000000,0.000000,24.430000,0.000000,15.710000,30.280000,53.050000,0.000000,8.540000,15.140000,11.810000

51,12:30-12:45,14,0,230,33,88,33,14,21.81,129.405521,45.5,79,7,0,88,33,42,6.66,46,7,21,186,0.000000,66.160000,13.170000,0.000000,57.590000,272.740000,0.000000,24.430000,125.400000,15.360000,5.150000,0.000000,12.420000,15.360000,0.000000,0.000000,9.360000,0.000000,0.000000,0.000000,24.430000,0.000000,15.750000,30.790000,53.050000,0.000000,8.310000,15.140000,11.810000

52,12:45-13:00,14,0,230,33,88,33,14,23.01,129.317762,45.5,79,7,0,88,33,42,6.66,46,7,21,186,0.000000,66.160000,13.170000,0.000000,57.590000,272.740000,0.000000,24.430000,125.400000,15.390000,5.150000,0.000000,12.420000,15.390000,0.000000,0.000000,9.360000,0.000000,0.000000,0.000000,24.430000,0.000000,15.780000,30.790000,53.050000,0.000000,8.310000,15.140000,11.810000

53,13:00-13:15,14,0,226.67,33,88,33,14,24.01,128.410919,44.5,79,7,0,88,33,42,6.66,45.33,7,21,186,0.000000,66.160000,13.170000,0.000000,57.590000,272.740000,0.000000,24.430000,163.980000,15.340000,5.150000,0.000000,12.420000,15.340000,0.000000,0.000000,9.590000,0.000000,0.000000,0.000000,24.430000,0.000000,15.720000,30.790000,53.050000,0.000000,8.310000,15.140000,11.810000

54,13:15-13:30,14,0,225,33,88,33,14,25.01,126.460719,44.5,79,7,0,88,33,42,6.66,45,7,21,186,0.000000,66.160000,13.170000,0.000000,57.590000,272.740000,0.000000,24.430000,174.520000,15.290000,5.150000,0.000000,12.420000,15.290000,0.000000,0.000000,9.590000,0.000000,0.000000,0.000000,24.430000,0.000000,15.670000,30.790000,53.050000,0.000000,8.310000,15.140000,11.810000

55,13:30-13:45,14,0,228.33,33,88,33,14,23.01,126.743498,43.5,79,7,0,87,33,42,6.66,45.67,7,21,186,0.000000,66.160000,13.170000,0.000000,57.590000,272.740000,0.000000,24.430000,234.930000,15.230000,5.150000,0.000000,12.420000,15.230000,0.000000,0.000000,9.590000,0.000000,0.000000,0.000000,24.430000,0.000000,15.610000,30.790000,53.050000,0.000000,8.690000,15.140000,11.810000

