Column1,Time,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),GNA/NR/2024/11/01/3646,GNA/NR/2024/11/01/5444,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/11/01/9042,WR/01102023/29112042/L_NR_2019_05,NR/30092023/26122029/SH-06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,GNA/NR/2024/11/01/5428,GNA/NR/2024/11/01/1868,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,NR/01102023/30042040/GNA_LT_36,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,GNA/WR/2024/10/15/7089,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/11/01/5474,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/11/01/4503,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/11/01/9061,GNA/WR/2024/11/01/4200,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31
41,10:00-10:15,63,61,32,36.86,68,6.67,35,144,184.3,20,32.5,0,26.03,57.56,17.35,32.5,0,32.5,0,1.4,26.03,8.68,8.8,6.66,11.31,96.26,11.31,6.66,12.1,272.6,70.29,11.8,0,1.9,0,53.03,0,0,8.68,1.76,26.03,0,171.26,11.8

42,10:15-10:30,69,67,34,39.16,73,6.67,37,158,195.79,20,32.5,0,26.03,57.56,17.35,32.5,0,32.5,0,1.4,26.03,8.68,8.4,6.66,11.31,101.15,11.31,6.66,12.93,272.6,70.29,12.62,0,1.9,0,53.03,0,0,8.68,1.76,26.03,0,171.26,12.62

43,10:30-10:45,75,70,38,40.64,77,6.67,38,165,203.21,20,32.67,0,26.03,57.56,17.35,32.66,0,32.67,0,1.4,26.03,8.68,7.8,6.66,11.31,104.24,11.31,6.66,13.6,272.6,70.29,13.26,0,1.9,0,53.03,0,0,8.68,1.76,26.03,0,171.26,13.26

44,10:45-11:00,80,73,40,42.67,79,6.67,39,172,213.33,20,32.83,0,26.03,57.56,17.35,32.84,0,32.83,0,1.4,26.03,8.68,7.4,6.66,11.31,107.32,11.31,6.66,14.06,272.6,70.29,13.71,0,1.9,0,53.03,0,0,8.68,1.76,26.03,0,171.26,13.71

45,11:00-11:15,87,76,43,43.66,82,6.67,41,179,218.3,20,32.83,0,26.03,57.56,17.35,32.84,0,32.83,0,1.4,26.03,8.68,7,6.66,11.31,109.94,11.31,6.66,14.29,231.38,70.29,13.94,0,1.9,0,53.03,0,0,8.68,1.76,26.03,0,171.26,13.94

46,11:15-11:30,90,78,45,44.32,83,6.67,41,182,221.61,20,32.83,0,26.03,57.56,17.35,32.84,0,32.83,0,1.4,26.03,8.68,7,6.66,11.31,112.23,11.31,6.66,14.4,231.38,70.29,14.05,0,1.9,0,53.03,0,0,8.68,1.76,26.03,0,171.26,14.05

47,11:30-11:45,90,78,45,44.83,85,6.67,42,182,224.17,20,32.83,0,26.03,57.56,17.35,32.84,0,32.83,0,1.24,26.03,8.68,7,6.66,11.31,114.05,11.31,6.66,14.52,231.38,70.29,14.16,0,1.9,0,53.03,0,0,8.68,1.76,26.03,0,171.26,14.16

48,11:45-12:00,90,78,45,45.3,87,6.67,42,182,226.53,20,32.83,0,26.03,57.56,17.35,32.84,0,32.83,0,1.24,26.03,8.68,7,6.66,11.31,115.38,11.31,6.66,14.64,231.38,70.29,14.29,0,1.9,0,53.03,0,0,8.68,1.76,26.03,0,171.26,14.29

49,12:00-12:15,90,78,45,45.28,87,6.67,42,182,226.39,20,32.83,0,26.03,57.56,17.35,32.84,0,32.83,0,1.24,26.03,8.68,7,6.66,11.31,116.88,11.31,6.66,14.59,231.38,70.29,14.24,0,1.95,0,53.03,0,0,8.68,1.92,26.03,0,139.79,14.24

50,12:15-12:30,90,78,45,44.39,87,6.67,42,182,221.96,20,32.83,0,26.03,57.56,17.35,32.84,0,32.83,0,1.24,26.03,8.68,7,6.66,11.31,116.71,11.31,6.66,14.55,231.38,70.29,14.2,0,1.95,0,53.03,0,0,8.68,1.92,26.03,0,110.87,14.2

51,12:30-12:45,90,76,45,44.07,87,6.67,42,179,220.37,20,32.83,0,26.03,57.56,17.35,32.84,0,32.83,0,1.24,26.03,8.68,7,6.66,11.31,115.61,11.31,6.66,14.53,192.82,70.29,14.17,0,1.95,0,53.03,0,0,8.68,1.92,26.03,0,110.87,14.17

52,12:45-13:00,90,76,45,44.26,87,6.67,42,179,221.28,20,32.83,0,26.03,57.56,17.35,32.84,0,32.83,0,1.24,26.03,8.68,7,6.66,11.31,113.98,11.31,6.66,14.51,149.93,70.29,14.15,0,1.95,0,53.03,0,0,8.68,1.92,26.03,0,110.87,14.15

53,13:00-13:15,79,76,39,43.77,87,6.67,41,179,218.87,20,32.83,0,26.03,57.56,17.35,32.84,0,32.83,0,1.32,26.03,8.68,7,6.66,11.31,111.1,11.31,6.66,14.34,149.93,70.29,14,0,1.95,27.26,53.03,0,0,8.68,1.92,26.03,0,110.87,14

54,13:15-13:30,77,75,38,44.5,87,6.67,40,175,222.52,20,32.83,0,26.03,57.56,17.35,32.84,0,32.83,0,1.32,26.03,8.68,7,6.66,11.31,106.97,11.31,6.66,13.87,149.93,70.29,13.52,0,1.95,27.26,53.03,0,0,8.68,1.92,26.03,0,110.87,13.52

55,13:30-13:45,73,72,37,43.35,83,6.67,38,168,216.78,20,32.83,0,26.03,57.56,17.35,32.84,0,32.83,0,1.32,26.03,8.68,9.4,6.66,11.31,106.45,11.31,6.66,13.62,149.93,70.29,13.28,0,1.95,27.76,53.03,0,0,8.68,1.92,26.03,0,110.87,13.28

56,13:45-14:00,69,69,34,42.85,82,6.67,37,161,214.25,20,32.83,0,26.03,57.56,17.35,32.84,0,32.83,0,1.32,26.03,8.68,9.2,6.66,11.31,100.47,11.31,6.66,13.34,149.93,70.29,13.02,0,1.95,27.76,53.03,0,0,8.68,1.92,26.03,0,110.87,13.02

57,14:00-14:15,65,66,33,39.93,78,6.67,36,154,199.67,20,32.83,0,26.03,57.56,17.35,32.84,0,32.83,0,1.4,26.03,8.68,10.6,6.66,11.31,94.09,11.31,6.66,12.88,192.82,70.29,12.57,0,2,27.76,53.03,0,0,8.68,2.07,26.03,0,110.87,12.57

58,14:15-14:30,61,61,31,36.61,75,6.67,34,144,183.07,20,32.83,0,26.03,57.56,17.35,32.84,0,32.83,0,1.4,26.03,8.68,10.4,6.66,11.31,87.52,11.31,6.66,12.3,231.38,70.29,12,0,2,27.76,53.03,0,0,8.68,2.07,26.03,0,110.87,12

59,14:30-14:45,57,58,29,34.72,67,6.67,31,137,173.6,20,32.83,0,26.03,57.56,17.35,32.84,0,32.83,0,1.4,26.03,8.68,10,6.66,10.97,80.75,10.97,6.66,11.61,272.6,70.29,11.34,0,2,28.26,53.03,0,0,8.68,2.07,26.03,0,110.87,11.34

60,14:45-15:00,51,52,25,33.74,60,6.67,29,123,168.73,20,32.83,0,26.03,57.56,17.35,32.84,0,32.83,0,1.4,26.03,8.68,9.4,6.66,10.97,73.82,10.97,6.66,10.83,272.6,70.29,10.56,0,2,28.26,53.03,0,0,8.68,2.07,26.03,0,110.87,10.56

61,15:00-15:15,46,46,23,31.38,55,6.67,25,109,156.88,20,32.83,0,26.03,57.56,17.35,32.84,0,32.83,0,1.4,26.03,8.68,8.8,6.66,10.97,65.96,10.97,6.66,9.87,272.6,70.29,9.63,0,2,28.77,53.03,0,0,8.68,2.07,26.03,0,159.08,9.63

62,15:15-15:30,40,40,20,28.52,48,6.67,23,95,142.6,20,32.83,0,26.03,57.56,17.35,32.84,0,32.83,0,1.4,26.03,8.68,8.4,6.66,10.97,58.6,10.97,6.66,8.83,272.6,70.29,8.61,0,2,28.77,53.03,0,0,8.68,2.07,26.03,0,180.9,8.61

63,15:30-15:45,35,34,17,25.48,40,6.67,20,81,127.42,20,32.83,0,26.03,57.56,17.35,32.84,0,32.83,0,1.55,26.03,8.68,8,6.66,10.97,51.07,10.97,6.66,7.83,272.6,70.29,7.64,0,2,29.27,53.03,0,0,8.68,2.07,26.03,0,180.9,7.64

64,15:45-16:00,28,28,14,22.32,33,6.67,18,67,111.61,20,32.83,0,26.03,57.56,17.35,32.84,0,32.83,0,1.55,26.03,8.68,8,6.66,10.97,43.5,10.97,6.66,6.88,272.6,70.29,6.71,0,2,29.27,53.03,0,0,8.68,2.07,26.03,0,180.9,6.71

65,16:00-16:15,21,24,11,18.92,27,6.67,14,56,94.6,20,27,0,26.03,76.44,17.35,33,0,33,0,1.55,26.03,8.68,8,6.66,10.97,35.1,10.97,6.66,5.97,272.6,66.14,5.83,0,2,28.76,53.03,0,0,8.68,2.15,26.03,0,227.12,5.83

66,16:15-16:30,15,19,7,15.2,21,6.67,8,46,76.02,20,19,0,28.92,76.44,17.35,33,0,33,0,1.55,28.92,8.68,8.4,6.66,10.97,26.34,10.97,6.66,5.05,272.6,66.14,4.93,0,2,28.76,53.03,0,0,8.68,2.15,28.92,0,227.12,4.93

67,16:30-16:45,9,13,4,11.98,14,6.67,7,32,59.89,20,10,0,31.82,76.44,17.35,27.13,0,24.52,0,1.55,31.82,8.68,8.6,6.66,10.97,17.91,10.97,6.66,4.13,272.6,66.14,4.03,0,2,28.76,53.03,0,0,8.68,2.15,31.82,0,227.12,4.03

68,16:45-17:00,7,9,3,8.56,12,6.67,5,21,42.82,20,5,0,31.82,76.44,17.35,19.52,0,14.93,0,1.55,31.82,8.68,9,6.66,10.97,11.72,10.97,6.66,3.23,272.6,66.14,3.15,0,2,28.76,53.03,0,0,8.68,2.15,31.82,0,261.75,3.15

69,17:00-17:15,3,4,2,6.02,10,6.67,2,11,30.11,20,1,0,36.64,86.96,17.35,10.03,0,7.25,0,1.71,36.64,8.68,9,6.66,10.97,5.53,10.97,6.66,2.61,272.6,83.12,2.54,0,2,29.27,70.38,0,0,8.68,2.15,36.64,0,261.75,2.54

70,17:15-17:30,1,3,0,3.39,7,6.67,1,7,16.94,20,0,0,36.64,86.96,17.35,3.38,0,3.4,0,1.71,36.64,8.68,9.4,6.66,10.97,0,10.97,6.66,2,272.6,85.03,1.95,0,2,29.27,100.44,0,2.94,8.68,2.15,36.64,0,261.75,1.95

71,17:30-17:45,0,1,0,1.51,3,6.67,0,4,7.53,20,0,0,36.64,86.96,17.35,0.96,0,1.93,0,1.71,36.64,8.68,9.4,6.66,10.97,0,10.97,6.66,1.39,272.6,115.27,1.36,0,2,29.27,85.71,0,2.94,8.68,2.15,36.64,0,261.75,1.36

72,17:45-18:00,0,0,0,0.26,2,6.67,0,1,1.32,20,0,0,36.64,86.96,17.35,0.81,0,0.82,0,1.71,36.64,8.68,9.4,6.66,10.97,0,10.97,6.66,0.78,272.6,115.27,0.76,0,2,29.27,85.71,0,2.94,8.68,2.15,36.64,0,261.75,0.76

73,18:00-18:15,0,0,0,0,0,6.67,0,0,0,20,0,0,36.64,86.96,17.35,0,0,0,0,1.78,36.64,8.68,8.2,6.66,12.5,0,12.5,6.66,0.45,272.6,115.27,0.43,150,1.95,29.27,85.71,0,2.94,8.68,2.3,36.64,50,261.75,0.43

74,18:15-18:30,0,0,0,0,0,6.67,0,0,0,20,0,0,36.64,86.96,17.35,0,0,0,0,1.78,36.64,8.68,7.6,6.66,12.5,0,12.5,6.66,0,272.6,115.27,0,150,1.95,29.27,85.71,0,2.94,8.68,2.3,36.64,50,261.75,0

75,18:30-18:45,0,0,0,0,0,6.67,0,0,0,20,0,0,36.64,86.96,17.35,0,0,0,0,1.78,36.64,8.68,7.4,6.66,12.98,0,12.98,6.66,0,272.6,115.27,0,150,1.95,28.27,85.71,0,2.94,8.68,2.3,36.64,50,261.75,0

76,18:45-19:00,0,0,0,0,0,6.67,0,0,0,20,0,0,36.64,86.96,17.35,0,0,0,0,1.78,36.64,8.68,7.4,6.66,12.98,0,12.98,6.66,0,272.6,85.03,0,150,1.95,28.27,85.71,0,2.94,8.68,2.3,36.64,50,261.75,0

77,19:00-19:15,0,0,0,0,0,6.67,0,0,0,20,0,0,36.64,86.96,17.35,0,0,0,0,1.71,36.64,8.68,7.6,6.66,12.98,0,12.98,6.66,0,272.6,85.03,0,150,1.95,28.27,85.71,0,3.04,8.68,2.3,36.64,50,261.75,0

78,19:15-19:30,0,0,0,0,0,6.67,0,0,0,20,0,0,36.64,86.96,17.35,0,0,0,0,1.71,36.64,8.68,8,6.66,12.98,0,12.98,6.66,0,272.6,66.14,0,150,1.95,28.27,85.71,0,3.04,8.68,2.3,36.64,50,261.75,0

79,19:30-19:45,0,0,0,0,0,6.67,0,0,0,20,0,0,36.64,86.96,17.35,0,0,0,0,1.71,36.64,8.68,8.4,6.66,12.98,0,12.98,6.66,0,272.6,66.14,0,150,1.95,28.27,85.71,0,3.04,8.68,2.3,36.64,50,261.75,0

80,19:45-20:00,0,0,0,0,0,6.67,0,0,0,20,0,0,36.64,86.96,17.35,0,0,0,0,1.71,36.64,8.68,8.4,6.66,12.98,0,12.98,6.66,0,272.6,66.14,0,150,1.95,28.27,85.71,0,3.04,8.68,2.3,36.64,50,261.75,0

