Block,Time Block,MAPS,KOTESHWR,KUDGI,DADRI_LF,DADRI_GF,DADRI_RF,UNCHAHAR2,ANTA_GF,URI,AURY_CRF,AURY_RF,UNCHAHAR1,VALLURNTECL,ANTA_CRF,UNCHAHAR4,ANTA_RF,AURY_LF,URI2,UNCHAHAR3,ANTA_LF,AURY_GF,DADRI_CRF,TEHRI,TANDA2,SASAN,TALST2,SIMHST1,SINGRAULI_HYDRO,TANAKPUR,SIMHST2,TelanganaSTPP,TALA,SALAL,SEWA2,SINGRAULI,RIHAND2,RIHAND1,RSTPSU1TO6,RAPPC,RSTPSU7,RIHAND3,JHAJJAR,KOLDAM,RAMPUR,PARBATI3,RAPPB,FSTPP I & II,DHAULIGNGA,DULHASTI,KKNP,KHSTPP-I,KKNPPU2,KISHANGANGA,KGSU1AND2,KGSU3AND4,KHSTPP-II,CHAMERA1,BSIUL,CHAMERA3,CHAMERA2,DADRT2,NTPL,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NAPP,NNTPP,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,17.04,0,0,0,0,22.38,0,0.95,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,0,0,402.06,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.05,0,15.82,0,24.5,0,0,0,0,78.75,0,0,0,0,265.13,0,0,0,0,0,0,42.35,0,14.71,0,0,0,0,0

7,01:30-01:45,0,17.04,0,0,0,0,22.38,0,0.95,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,0,0,402.06,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.05,0,15.82,0,24.5,0,0,0,0,78.75,0,0,0,0,265.13,0,0,0,0,0,0,42.35,0,13.73,0,0,0,0,0

8,01:45-02:00,0,17.04,0,0,0,0,22.38,0,0.95,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,0,0,402.06,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.05,0,15.82,0,24.5,0,0,0,0,78.75,0,0,0,0,265.13,0,0,0,0,0,0,42.35,0,11.74,0,0,0,0,0

9,02:00-02:15,0,17.04,0,0,0,0,22.38,0,0.95,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,0,0,402.06,0,0,0.62,5.53,0,0,0,8.92,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.05,0,15.82,0,24.5,0,0,0,0,78.75,0,0,0,0,265.13,0,0,0,0,0,0,42.35,0,11.92,0,0,0,0,0

10,02:15-02:30,0,17.04,0,0,0,0,22.38,0,0.95,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,0,0,402.06,0,0,0.62,5.53,0,0,0,40.16,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.05,0,15.82,0,24.5,0,0,0,0,78.75,0,0,0,0,265.13,0,0,0,0,0,0,42.35,0,11.67,0,0,0,0,0

11,02:30-02:45,0,17.04,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,0,0,402.06,0,0,0.62,5.53,0,0,0,40.16,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.05,0,15.82,0,24.5,0,0,0,0,78.75,0,0,0,0,265.13,0,0,0,0,0,0,42.35,0,11.99,0,0,0,0,0

12,02:45-03:00,0,17.04,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,0,0,402.06,0,0,0.62,5.53,0,0,0,40.16,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.05,0,15.82,0,24.5,0,0,0,0,78.75,0,0,0,0,265.13,0,0,0,0,0,0,42.35,0,11.68,0,0,0,0,0

13,03:00-03:15,0,17.04,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,13.49,0,402.06,0,0,0.62,5.53,0,0,0,40.16,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.05,0,15.82,0,24.5,0,0,0,0,78.75,0,0,0,0,265.13,0,0,0,0,0,0,42.35,0,13.5,0,0,0,0,0

14,03:15-03:30,0,17.04,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,13.49,0,402.06,0,0,0.62,5.53,0,0,0,40.16,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.05,0,15.82,0,24.5,0,0,0,0,78.75,0,0,0,0,265.13,0,0,0,0,0,0,42.35,0,16.64,0,0,0,0,0

15,03:30-03:45,0,17.04,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,13.49,0,402.06,0,0,0.62,0,0,0,0,40.16,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.05,0,15.82,0,24.5,0,0,0,0,78.75,0,0,0,0,265.13,0,0,0,0,0,0,42.35,0,18.78,0,0,0,0,0

16,03:45-04:00,0,17.04,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,26.98,0,402.06,0,0,0.62,0,0,0,0,8.92,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.05,0,15.82,0,24.5,0,0,0,0,78.75,0,0,0,0,265.13,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

17,04:00-04:15,0,17.04,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,40.47,0,402.06,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.05,0,15.82,0,24.5,0,0,0,0,78.75,0,0,0,0,265.13,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

18,04:15-04:30,0,17.04,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,40.47,0,402.06,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.05,0,15.82,0,24.5,0,0,0,0,78.75,0,0,0,0,265.13,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

19,04:30-04:45,0,17.04,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,40.47,0,402.06,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.05,0,15.82,0,24.5,0,0,0,0,78.75,0,0,0,0,265.13,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

20,04:45-05:00,0,17.04,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,40.47,0,402.06,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.05,0,15.82,0,24.5,0,0,0,0,98.41,0,0,0,0,332.34,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

21,05:00-05:15,0,17.04,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,40.47,0,402.06,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.05,0,15.82,0,29.13,0,0,0,0,114.42,0,0,0,0,361.14,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

22,05:15-05:30,0,17.04,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,40.47,0,402.06,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.05,0,15.82,0,35.24,0,0,0,0,114.42,0,0,0,0,361.14,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

23,05:30-05:45,0,17.04,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,40.47,0,402.06,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,285.15,0,0,0,0,11.05,0,15.82,0,35.24,0,0,0,0,114.42,0,0,0,0,361.14,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

24,05:45-06:00,0,17.04,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,40.47,0,402.06,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,342.76,0,0,0,0,11.05,0,15.82,0,35.24,0,0,0,0,114.42,0,0,9.29,0,361.14,0,0,0,20.01,0,0,42.35,0,19.2,0,0,0,0,0

25,06:00-06:15,0,17.04,0,0,0,0,28.56,0,0.63,0,0,6.41,0,0,0,0,0,4.14,17.43,0,0,0,40.47,0,402.06,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,407.35,0,0,0,0,19.97,7.74,15.82,0,43.7,0,0,0,0,141.27,0,0,9.29,0,384.39,0,0,0,40.01,0,0,42.35,0,19.2,0,0,0,0,0

26,06:15-06:30,0,25.56,0,0,0,0,40.03,0,0.63,0,0,8.08,0,0,0,0,0,4.14,24.93,0,0,0,40.47,0,402.06,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,417.31,0,0,3.43,0,19.97,7.86,15.82,0,44,0,0,0,0,142.38,13.49,0,9.29,0,491.71,0,0,0,55.73,0,0,42.35,0,19.2,0,0,0,0,0

27,06:30-06:45,0,25.56,0,0,0,0,40.7,0,0.63,0,0,8.78,0,0,0,0,0,4.14,25.35,0,0,0,40.47,0,402.06,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,417.31,0,0,3.43,0,19.97,7.86,31.64,0,44,0,0,0,0,142.38,26.93,2.11,9.29,7.67,579.44,0,0,0,80.01,0,0,42.35,0,19.2,0,0,0,0,0

28,06:45-07:00,0,37.49,0,0,0,0,40.7,0,0.63,0,0,8.78,0,0,0,0,0,4.14,25.35,0,0,0,53.96,0,402.06,0,0,0.62,0,0,0,0,1.34,7.58,134.12,114.02,88.33,0,51.05,0,59.68,417.31,0,0,3.43,0,19.97,15.34,31.64,0,44,0,0,0,0,142.38,40.47,12.52,18.61,37.93,655.88,0,0,0,109.11,0,0,42.35,0,18.93,0,0,0,0,0

29,07:00-07:15,0,37.49,0,0,0,0,40.7,0,0.63,0,0,8.78,0,0,0,0,0,4.14,25.35,0,0,0,53.96,0,402.06,0,0,0.62,0,0,0,0,1.34,7.58,134.12,114.02,88.33,0,51.05,0,59.68,417.31,0,0,15.88,0,19.97,17.54,31.64,0,44,0,0,0,0,142.38,40.47,12.52,18.61,37.93,598.64,0,0,0,109.11,0,0,42.35,0,19.2,0,0,0,0,0

30,07:15-07:30,0,37.49,0,0,0,0,40.7,0,0.63,0,0,8.78,0,0,0,0,0,4.14,25.35,0,0,0,53.96,0,402.06,0,0,0.62,0,0,0,0,1.34,7.86,134.12,114.02,88.33,0,51.05,0,59.68,417.31,0,0,15.88,0,19.97,17.54,31.64,0,44,0,0,0,0,142.38,40.47,12.52,18.61,37.93,598.64,0,0,0,109.11,0,0,42.35,0,19.2,0,0,0,0,0

31,07:30-07:45,0,37.49,0,0,0,0,40.7,0,3.18,0,0,8.78,0,0,0,0,0,4.14,25.35,0,0,0,53.96,0,402.06,0,0,0.62,0,0,0,0,1.34,7.86,134.12,114.02,88.33,0,51.05,0,59.68,417.31,0,0,3.43,0,19.97,17.54,31.64,0,44,0,0,0,0,142.38,40.47,12.52,18.61,37.93,647.4,0,0,0,109.11,0,0,42.35,0,19.2,0,0,0,0,0

32,07:45-08:00,0,37.49,0,0,0,0,40.7,0,29.15,0,0,8.78,0,0,0,0,0,4.14,25.35,0,0,0,53.96,0,402.06,0,0,0.62,0,0,0,0,1.34,7.86,134.12,114.02,88.33,0,51.05,0,59.68,417.31,0,0,0,0,19.97,17.54,31.64,0,44,0,0,0,0,142.38,40.47,12.52,18.61,37.93,655.88,0,0,0,109.11,0,0,42.35,0,19.2,0,0,0,0,0

33,08:00-08:15,0,37.49,0,0,0,0,40.7,0,29.15,0,0,8.78,0,0,0,0,0,4.14,25.35,0,0,0,53.96,0,402.06,0,0,0.62,0,0,0,0,1.34,7.86,134.12,114.02,88.33,0,51.05,0,59.68,417.31,0,0,0,0,19.97,17.54,31.64,0,44,0,0,0,0,142.38,40.47,12.52,18.61,37.93,655.88,0,0,0,109.11,0,0,42.35,0,19.2,0,0,0,0,0

34,08:15-08:30,0,25.56,0,0,0,0,40.7,0,29.15,0,0,8.78,0,0,0,0,0,4.14,25.35,0,0,0,53.96,0,402.06,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,417.31,0,0,0,0,19.97,17.54,15.82,0,44,0,0,0,0,142.38,26.93,2.11,9.29,2.55,655.88,0,0,0,109.11,0,0,42.35,0,19.2,0,0,0,0,0

35,08:30-08:45,0,25.56,0,0,0,0,40.7,0,3.18,0,0,8.78,0,0,0,0,0,4.14,25.35,0,0,0,53.96,0,402.06,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,417.31,0,0,0,0,19.97,8.78,0,0,44,0,0,0,0,142.38,13.49,0,0,0,598.64,0,0,0,80.1,0,0,42.35,0,19.2,0,0,0,0,0

36,08:45-09:00,0,25.56,0,0,0,0,40.7,0,1.07,0,0,8.78,0,0,0,0,0,4.14,25.35,0,0,0,53.96,0,402.06,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,417.31,0,0,0,0,19.97,8.78,0,0,44,0,0,0,0,142.38,13.49,0,0,0,598.64,0,0,0,60.02,0,0,42.35,0,19.2,0,0,0,0,0

37,09:00-09:15,0,25.56,0,0,0,0,36.12,0,1.07,0,0,7.51,0,0,0,0,0,4.14,22.74,0,0,0,53.96,0,402.06,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,397.71,0,0,0,0,19.97,0,0,0,44,0,0,0,0,142.38,0,0,0,0,514.79,0,0,0,40.01,0,0,42.35,0,19.2,0,0,0,0,0

38,09:15-09:30,0,25.56,0,0,0,0,36.12,0,1.07,0,0,7.51,0,0,0,0,0,4.14,22.74,0,0,0,53.96,0,402.06,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,397.71,0,0,0,0,19.97,0,0,0,44,0,0,0,0,142.38,0,0,0,0,480.4,0,0,0,18.18,0,0,42.35,0,19.2,0,0,0,0,0

39,09:30-09:45,0,25.56,0,0,0,0,36.12,0,1.07,0,0,7.51,0,0,0,0,0,4.14,22.74,0,0,0,53.96,0,402.06,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,397.71,0,0,0,0,19.97,0,0,0,44,0,0,0,0,142.38,0,0,0,0,480.4,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

40,09:45-10:00,0,25.56,0,0,0,0,36.12,0,1.07,0,0,7.51,0,0,0,0,0,4.14,22.74,0,0,0,53.96,0,402.06,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,344.94,0,0,0,0,19.97,0,0,0,44,0,0,0,0,142.38,0,0,0,0,476.35,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

41,10:00-10:15,0,25.56,0,0,0,0,32.11,0,1.07,0,0,6.6,0,0,0,0,0,4.14,20.66,0,0,0,53.96,0,402.06,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,287.33,0,0,0,0,15.02,0,0,0,44,0,0,0,0,142.38,0,0,0,0,466.75,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

42,10:15-10:30,0,25.56,0,0,0,0,30.5,0,3.18,0,0,6.29,0,0,0,0,0,4.14,19.24,0,0,0,53.96,0,402.06,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,231.64,0,0,0,0,15.02,0,0,0,44,0,0,0,0,142.38,0,0,0,0,428.35,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

43,10:30-10:45,0,25.56,0,0,0,0,30.5,0,29.15,0,0,6.29,0,0,0,0,0,4.14,19.24,0,0,0,53.96,0,402.06,0,0,0.62,5.53,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,231.64,0,0,0,0,15.02,0,0,0,44,0,0,0,0,142.38,0,0,0,0,389.94,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

44,10:45-11:00,0,25.56,0,0,0,0,30.5,0,29.15,0,0,6.29,0,0,0,0,0,4.14,19.24,0,0,0,53.96,0,402.06,0,0,0.62,5.53,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,231.64,0,0,0,0,15.02,0,0,0,44,0,0,0,0,142.38,0,0,0,0,380.34,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

45,11:00-11:15,0,25.56,0,0,0,0,30.5,0,3.18,0,0,6.29,0,0,0,0,0,4.14,19.24,0,0,0,53.96,0,402.06,0,0,0.62,5.53,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,15.02,0,0,0,38.59,0,0,0,0,125.42,0,0,0,0,361.14,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

46,11:15-11:30,0,25.56,0,0,0,0,30.5,0,0.63,0,0,6.29,0,0,0,0,0,10.33,19.24,0,0,0,53.96,0,402.06,0,0,0.62,5.53,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,15.02,0,0,0,38.59,0,0,0,0,125.42,0,0,0,0,361.14,0,0,0,0,0,0,42.35,0,18.46,0,0,0,0,0

47,11:30-11:45,0,25.56,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,10.33,13.94,0,0,0,53.96,0,394.24,0,0,0.62,5.53,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.04,0,0,0,38.59,0,0,0,0,125.42,0,0,0,0,361.14,0,0,0,0,0,0,42.35,0,18.35,0,0,0,0,0

48,11:45-12:00,0,25.56,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,10.33,13.94,0,0,0,53.96,0,394.24,0,0,0.62,5.53,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.04,0,0,0,38.59,0,0,0,0,125.42,0,0,0,0,361.14,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

49,12:00-12:15,0,25.56,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,10.33,13.94,0,0,0,53.71,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.04,0,0,0,32.51,0,0,0,0,105.76,0,0,0,0,361.14,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

50,12:15-12:30,0,25.56,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,10.33,13.94,0,0,0,53.71,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.04,0,0,0,32.51,0,0,0,0,105.76,0,0,0,0,291.53,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

51,12:30-12:45,0,25.56,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,10.33,13.94,0,0,0,53.71,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.04,0,0,0,24.5,0,0,0,0,81.36,0,0,0,0,265.13,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

52,12:45-13:00,0,25.56,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,53.71,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.04,0,0,0,24.5,0,0,0,0,78.32,0,0,0,0,265.13,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

53,13:00-13:15,0,25.56,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,53.71,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.04,0,0,0,24.5,0,0,0,0,78.32,0,0,0,0,265.13,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

54,13:15-13:30,0,25.56,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,40.47,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.04,0,0,0,24.5,0,0,0,0,78.32,0,0,0,0,265.13,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

55,13:30-13:45,0,25.56,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,40.47,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.04,0,0,0,24.5,0,0,0,0,78.32,0,0,0,0,265.13,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

56,13:45-14:00,0,25.56,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,40.47,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.04,0,0,0,24.5,0,0,0,0,78.32,0,0,0,0,265.13,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

57,14:00-14:15,0,25.56,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,40.47,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.04,0,0,0,24.5,0,0,0,0,78.32,0,0,0,0,265.13,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

58,14:15-14:30,0,25.56,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,40.82,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.04,0,0,0,24.5,0,0,0,0,78.32,0,0,0,0,265.13,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

59,14:30-14:45,0,25.56,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,40.82,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.04,0,0,0,24.5,0,0,0,0,78.32,0,0,0,0,265.13,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

60,14:45-15:00,0,25.56,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,40.82,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.04,0,0,0,24.5,0,0,0,0,78.32,0,0,0,0,332.34,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

61,15:00-15:15,0,25.56,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,40.82,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.04,0,0,0,24.5,0,0,0,0,97.75,0,0,0,0,361.14,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

