Block,Time,BSIUL,DADRT2,JHAJJAR,NNTPP,RAPPC,TALA,VALLURNTECL,ANTA_CRF,AURY_LF,MAPS,NAPP,NLCTS2EXP,RIHAND1,RIHAND3,TANAKPUR,ANTA_LF,AURY_GF,AURY_RF,KKNPPU2,KOTESHWR,PARBATI3,RAMPUR,SIMHST1,TelanganaSTPP,DHAULIGNGA,KHSTPP-II,KKNP,KUDGI,NLCIIST1,NTPL,CHAMERA2,DULHASTI,KGSU3AND4,KOLDAM,NJPC,RSTPSU7,TALST2,TANDA2,UNCHAHAR1,UNCHAHAR3,UNCHAHAR4,URI,ANTA_GF,AURY_CRF,BRBCL,CHAMERA3,FSTPP I & II,NLCEXP,NLCIIST2,RAPPB,RSTPSU1TO6,SASAN,SINGRAULI,URI2,ANTA_RF,DADRI_GF,KHSTPP-I,KISHANGANGA,RIHAND2,SALAL,SIMHST2,TEHRI,DADRI_LF,CHAMERA1,KGSU1AND2,SEWA2,SINGRAULI_HYDRO,UNCHAHAR2,DADRI_CRF,DADRI_RF
57,14:00-14:15,6.52,686.07,413.81,0,60.23,12.32,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,77.58,0,28.98,17.56,3.54,0,0,40.4,98.87,0,0,0,0,29.48,53.79,0,2.1,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,140.21,32.51,46.37,0,33.69,2.88,121.71,79.6,0,76.9,0,12.64,0,0,0,43.71,0,96.19

58,14:15-14:30,6.52,686.07,413.81,0,60.23,12.32,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,77.58,0,28.98,3.94,3.54,0,0,40.4,98.87,0,0,0,0,29.48,53.79,0,2.43,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,140.21,32.51,46.37,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,0,0,43.71,0,96.19

59,14:30-14:45,6.52,686.07,413.81,0,60.23,12.32,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,77.58,0,28.98,3.94,3.54,0,0,40.4,98.87,0,0,0,0,29.48,53.79,0,3.64,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,140.21,32.51,46.37,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,0,0,43.71,0,96.19

60,14:45-15:00,6.52,686.07,413.81,0,60.23,12.32,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,77.58,0,28.98,3.94,3.54,0,0,40.4,98.87,0,0,0,0,29.48,53.79,0,3.64,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,140.21,32.51,46.37,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,0,0,43.71,0,96.19

61,15:00-15:15,6.52,686.07,413.81,0,60.23,9.47,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,77.58,0,28.98,3.94,3.54,0,0,40.4,98.87,0,0,0,0,29.48,53.79,0,3.64,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,141.78,32.51,46.37,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,5.79,0,43.71,0,96.19

62,15:15-15:30,6.52,686.07,413.81,0,60.23,9.47,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,77.58,0,28.98,17.56,3.54,0,0,40.4,98.87,0,0,0,0,29.48,53.79,0,3.64,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,141.78,32.51,46.37,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,11.58,0,43.71,0,96.19

63,15:30-15:45,6.52,686.07,413.81,0,60.23,9.47,0,0,0,0,45.1,0,45.27,127.6,11.53,0,0,77.58,0,28.98,17.56,3.54,0,0,40.4,98.87,0,0,0,0,29.48,53.79,0,3.64,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,141.78,33.98,46.37,0,33.69,2.88,121.71,80.18,0,76.9,0,28.1,0,17.37,0,43.71,0,96.19

64,15:45-16:00,6.52,686.07,413.81,0,60.23,9.47,0,0,0,0,45.1,0,45.27,127.6,11.53,0,0,77.58,0,28.98,17.56,3.54,0,0,40.4,98.87,0,0,0,0,29.48,53.79,0,3.64,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,141.78,33.98,46.37,0,33.69,2.88,121.71,80.18,0,76.9,0,28.1,0,17.37,0,43.71,0,96.19

65,16:00-16:15,13.04,686.07,413.81,0,60.23,9.58,0,0,0,0,45.1,0,45.27,127.6,11.53,0,0,77.58,0,28.98,17.56,3.54,0,0,40.4,98.87,0,0,0,0,28.34,53.79,0,3.64,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,141.78,33.98,45.18,0,33.69,2.88,121.71,80.18,0,76.9,0,28.1,0,17.37,0,43.71,0,96.19

66,16:15-16:30,13.04,686.07,413.81,0,60.23,9.55,0,0,0,0,45.1,0,45.27,127.6,11.53,0,0,77.58,0,28.98,17.56,3.54,0,0,40.4,98.87,0,0,0,0,28.34,53.79,0,3.64,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,141.78,33.98,45.18,0,33.69,2.88,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.71,0,96.19

67,16:30-16:45,13.04,686.07,413.81,0,60.23,9.5,0,0,0,0,45.1,0,45.27,127.6,11.53,0,0,77.58,0,28.98,17.56,3.54,0,0,40.4,98.87,0,0,0,0,28.34,53.79,0,3.64,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,141.78,33.98,45.18,0,33.69,2.88,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.71,0,96.19

68,16:45-17:00,13.04,686.07,413.81,0,60.23,9.41,0,0,0,0,45.1,0,45.27,127.6,11.53,0,0,77.58,0,28.98,17.56,3.54,0,0,40.4,98.87,0,0,0,0,28.34,53.79,0,4.85,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,141.78,33.98,45.18,0,33.69,2.88,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.71,0,96.19

69,17:00-17:15,13.04,686.07,413.81,0,60.23,9.31,0,0,0,0,45.1,0,45.27,127.6,11.53,0,0,77.58,0,28.98,17.56,3.54,0,0,40.4,98.87,0,0,0,0,28.34,53.79,0,4.85,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,141.78,33.98,45.18,0,33.69,2.88,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.71,0,96.19

70,17:15-17:30,13.04,686.07,413.81,0,60.23,9.17,0,0,0,0,45.1,0,45.27,127.6,11.53,0,0,77.58,0,28.98,17.56,3.54,0,0,40.4,98.87,0,0,0,0,28.34,53.79,0,4.85,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,141.78,33.98,45.18,0,33.69,2.88,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.71,0,96.19

71,17:30-17:45,6.52,686.07,413.81,0,60.23,8.61,0,0,0,0,45.1,0,45.27,127.6,11.53,0,0,77.58,0,38.64,17.56,3.54,0,0,40.4,98.87,0,0,0,0,28.34,53.79,0,4.85,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,141.78,33.98,45.18,0,33.69,2.88,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.71,0,96.19

72,17:45-18:00,6.52,686.07,413.81,0,60.23,8.49,0,0,0,0,45.1,0,45.27,127.6,11.53,0,0,77.58,0,38.64,17.56,3.54,0,0,40.4,98.87,0,0,0,0,28.34,53.79,0,4.85,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20,21.37,11.7,0,0,0,0,416.25,141.78,33.98,45.18,0,33.69,2.88,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.71,0,96.19

73,18:00-18:15,6.52,686.07,413.81,0,60.23,8.37,0,0,0,0,45.1,0,45.27,127.6,11.53,0,0,77.58,0,38.64,8.43,3.54,0,0,40.4,98.87,0,0,0,0,28.34,53.79,0,4.85,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20,21.37,11.7,0,0,0,0,416.25,141.78,33.98,2.36,0,33.69,2.88,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.71,0,4.94

74,18:15-18:30,13.04,686.07,413.81,0,60.23,8.17,0,0,0,0,45.1,0,45.27,127.6,11.53,0,0,77.58,0,38.64,54.11,3.54,0,0,40.4,98.87,0,0,0,0,28.34,53.79,0,4.85,167.1,0,0,2.89,20.96,27.05,0,44.16,0,0,20,22.5,11.7,0,0,0,0,416.25,141.78,33.98,8.28,0,33.69,2.88,121.71,80.18,0,76.9,0,42.15,0,17.37,0,42.4,0,12.33

75,18:30-18:45,19.56,686.07,413.81,0,60.23,8.11,0,0,0,0,45.1,0,45.27,127.6,12.43,0,0,77.58,0,42.94,54.11,3.62,0,0,41.42,98.87,0,0,0,0,45.65,55.08,0,5.35,168.66,0,0,2.89,20.96,15.81,1.62,44.16,0,0,20,33.74,11.7,0,0,0,0,416.25,141.78,33.98,15.38,0,33.69,4.32,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.05,0,29.59

76,18:45-19:00,19.56,611.56,413.81,0,60.23,8.09,0,0,0,0,45.1,0,45.27,127.6,12.43,0,0,77.58,0,42.94,54.11,3.62,0,0,41.42,98.87,0,0,0,0,45.65,55.08,0,5.35,168.66,0,0,2.89,17.1,15.27,1.62,44.16,0,0,20,33.74,11.7,0,0,0,0,416.25,141.78,33.98,22.47,0,33.69,4.32,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.05,0,44.4

77,19:00-19:15,19.56,685.72,413.81,0,60.23,8.09,0,0,0,0,45.1,0,45.27,127.6,12.43,0,0,77.58,0,42.94,54.11,3.62,0,0,41.42,98.87,0,0,0,0,45.65,55.08,0,5.35,168.66,0,0,2.89,16.31,15.27,1.62,44.16,0,0,20,33.74,11.7,0,0,0,0,416.25,141.78,33.98,28.39,0,33.69,4.32,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.05,0,44.4

78,19:15-19:30,19.56,685.72,413.81,0,60.23,8.17,0,0,0,0,45.1,0,45.27,127.6,10.37,0,0,77.58,0,42.94,54.11,3.62,0,0,41.42,98.87,0,0,0,0,45.65,55.08,0,5.35,168.66,0,0,2.89,16.69,15.27,1.62,44.16,0,0,20,33.74,11.7,0,0,0,0,416.25,141.78,33.98,29.21,0,33.69,4.32,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.06,0,49.32

79,19:30-19:45,19.56,685.72,413.81,0,60.23,8.23,0,0,0,0,45.1,0,45.27,127.6,3.07,0,0,77.58,0,42.94,54.11,3.62,0,0,41.42,98.87,0,0,0,0,45.65,55.08,0,5.35,168.66,0,0,2.89,16.99,15.27,1.62,44.16,0,0,20,33.74,11.7,0,0,0,0,416.25,141.78,33.98,29.21,0,33.69,4.32,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.06,0,59.19

80,19:45-20:00,19.56,685.72,413.81,0,60.23,8.35,0,0,0,0,45.1,0,45.27,127.6,3.07,0,0,77.58,0,42.94,21.08,3.62,0,0,41.42,98.87,0,0,0,0,45.65,55.08,0,5.35,168.66,0,0,2.89,18.22,15.27,1.62,44.16,0,0,20,33.74,11.7,0,0,0,0,416.25,141.78,33.98,29.21,0,33.69,4.32,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.05,0,59.19

81,20:00-20:15,19.56,685.72,413.81,0,60.23,8.49,0,0,0,0,45.1,0,45.27,127.6,3.07,0,0,77.58,0,42.94,21.08,3.62,0,0,41.42,98.87,0,0,0,0,45.65,55.08,0,5.35,168.66,0,0,2.89,18.39,15.27,1.62,44.16,0,0,20,33.74,12.37,0,0,0,0,416.25,141.78,33.98,29.21,0,33.69,4.32,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.05,0,96.19

82,20:15-20:30,19.56,685.72,413.81,0,60.23,8.7,0,0,0,0,45.1,0,45.27,127.6,10.37,0,0,77.58,0,42.94,21.08,3.62,0,0,41.42,98.87,0,0,0,0,45.65,55.08,0,5.35,168.66,0,0,2.89,18.51,15.27,1.62,44.16,0,0,20,33.74,13.07,0,0,0,0,416.25,141.78,33.98,29.21,0,33.69,4.32,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.06,0,96.19

83,20:30-20:45,13.04,685.72,413.81,0,60.23,8.88,0,0,0,0,45.1,0,45.27,127.6,9.48,0,0,77.58,0,38.64,21.08,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,19.68,15.27,1.62,44.16,0,0,20,32.08,13.07,0,0,0,0,416.25,141.78,33.98,29.21,0,33.69,3.28,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.06,0,96.19

84,20:45-21:00,3.3,685.72,413.81,0,60.23,9.08,0,0,0,0,45.1,0,45.27,127.6,9.48,0,0,77.58,0,38.64,21.08,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,19.76,15.27,1.62,44.16,0,0,20,32.08,13.76,0,0,0,0,416.25,141.78,33.98,29.21,0,33.69,3.28,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.05,0,96.19

85,21:00-21:15,3.3,685.72,413.81,0,60.23,9.11,0,0,0,0,45.1,0,45.27,127.6,9.48,0,0,77.58,0,38.64,21.08,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,19.81,15.27,1.62,44.16,0,0,20,32.08,13.76,0,0,0,0,416.25,141.78,33.98,29.56,0,33.69,3.28,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.06,0,96.19

86,21:15-21:30,3.3,685.72,413.81,0,60.23,9.15,0,0,0,0,45.1,0,45.27,127.6,9.48,0,0,77.58,0,38.64,21.08,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,19.89,15.27,1.62,44.16,0,0,20,32.08,14.3,0,0,0,0,416.25,141.78,33.98,29.56,0,33.69,3.28,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.06,0,96.19

87,21:30-21:45,3.3,685.72,413.81,0,60.23,9.15,0,0,0,0,45.1,0,45.27,127.6,9.48,0,0,77.58,0,38.64,21.08,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,19.97,15.27,1.62,44.16,0,0,20,32.08,14.3,0,0,0,0,416.25,141.78,33.98,46.37,0,33.69,3.28,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.06,0,96.19

88,21:45-22:00,3.3,685.72,413.81,0,60.23,9.17,0,0,0,0,45.1,0,45.27,127.6,9.48,0,0,77.58,0,38.64,21.08,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.1,15.27,1.62,44.16,0,0,20,32.08,14.3,0,0,0,0,416.25,141.78,33.98,46.37,0,33.69,3.28,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.06,0,96.19

89,22:00-22:15,19.56,685.72,413.81,0,60.23,8.73,0,0,0,0,45.1,0,45.27,127.6,11.53,0,0,77.58,0,42.94,21.08,3.62,0,0,41.42,98.87,0,0,0,0,45.65,55.08,0,5.35,168.66,0,0,2.89,19.18,15.27,1.62,44.16,0,0,20,33.74,14.3,0,0,0,0,416.25,141.78,33.98,46.96,0,33.69,4.32,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.06,0,96.19

90,22:15-22:30,19.56,685.72,413.81,0,60.23,8.68,0,0,0,0,45.1,0,45.27,127.6,11.53,0,0,77.58,0,42.94,21.08,3.62,0,0,41.42,98.87,0,0,0,0,45.65,55.08,0,5.35,168.66,0,0,2.89,19.3,15.27,1.62,44.16,0,0,20,33.74,14.3,0,0,0,0,416.25,141.78,33.98,46.96,0,33.69,4.32,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.05,0,96.19

91,22:30-22:45,19.56,685.72,413.81,0,60.23,8.7,0,0,0,0,45.1,0,39.1,127.6,11.53,0,0,77.58,0,42.94,21.08,3.62,0,0,41.42,98.87,0,0,0,0,45.65,55.08,0,5.35,168.66,0,0,2.89,19.39,15.27,1.62,44.16,0,0,20,33.74,14.3,0,0,0,0,416.25,141.78,33.98,46.96,0,33.69,4.32,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.05,0,96.19

92,22:45-23:00,19.56,685.72,413.81,0,60.23,8.7,0,0,0,0,45.1,0,39.1,127.6,11.53,0,0,77.58,0,42.94,21.08,3.62,0,0,41.42,98.87,0,0,0,0,45.65,55.08,0,5.35,168.66,0,0,2.89,19.4,15.27,1.62,44.16,0,0,20,33.74,14.3,0,0,0,0,416.25,141.78,33.98,46.96,0,33.69,4.32,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.06,0,96.19

93,23:00-23:15,13.04,686.07,413.81,0,60.23,9.47,0,0,0,0,45.1,0,39.1,127.6,11.53,0,0,77.58,0,38.64,21.08,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.5,15.25,1.62,44.16,0,0,20,32.08,14.3,0,0,0,0,416.25,141.78,33.98,48.13,0,33.69,2.88,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.1,0,96.19

94,23:15-23:30,13.04,686.07,413.81,0,60.23,9.62,0,0,0,0,45.1,0,39.1,127.6,11.53,0,0,77.58,0,38.64,21.08,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.52,15.25,1.62,44.16,0,0,20,32.08,14.3,0,0,0,0,416.25,141.78,33.98,48.13,0,33.69,1.44,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.09,0,96.19

95,23:30-23:45,13.04,686.07,413.81,0,60.23,9.76,0,0,0,0,45.1,0,28.29,127.6,11.53,0,0,77.58,0,38.64,21.08,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20,32.08,14.3,0,0,0,0,416.25,141.78,33.98,48.13,0,33.69,1.44,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.07,0,96.19

96,23:45-24:00,13.04,686.07,413.81,0,60.23,9.79,0,0,0,0,45.1,0,28.29,127.6,11.53,0,0,77.58,0,38.64,21.08,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.17,20.96,27.05,1.62,44.16,0,0,20,32.08,14.3,0,0,0,0,416.25,141.78,33.98,48.13,0,33.69,1.44,121.71,80.18,0,76.9,0,42.15,0,17.37,0,43.07,0,96.19

