Block,Time,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,WR/01102023/24112044/L_NR_2020_07,NR/01102023/19072037/LT-05,SR/01122023/31122023/BYPL_KSEB_DEC23,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,NR/26072023/25122043/L_NR_2023_10,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02012046/L_NR_2021_17,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,NR/30092023/31122025/SH-07,NR/01122023/15122023/HP-15,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/30042040/GNA_LT_35,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_16,NR/01102023/06022042/L_NR_2012_07,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_17,NR/01102023/23072042/L_NR_2012_04,NR/01122023/07122023/HP-18,NR/30092023/26122029/SH-06,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,NR/01102023/22052037/LT-59,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02122045/L_NR_2021_13,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/14082046/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/01102023/05012040/L_NR_2020_02
73,18:00-18:15,1.690000,0.000000,0.000000,0.000000,27.81,118.010000,48.20,0,0,0,96.410000,82.57,0,260.890000,100.980000,27.82,19.7,25.410000,0.000000,0.1,0,0.000000,82.57,0,86.320000,83.44,0,271.150000,123.290000,30.850000,0,0,1.320000,7.01,0,0.02,26.030000,0,0,2.000000

74,18:15-18:30,1.690000,0.000000,0.000000,0.000000,28.33,118.010000,48.20,0,0,0,96.410000,82.6,0,260.890000,100.980000,28.32,19.83,25.410000,0.000000,0,0,0.000000,82.6,0,86.320000,84.98,0,271.150000,123.290000,30.850000,0,0,1.320000,7.01,0,0,26.030000,0,0,2.000000

75,18:30-18:45,1.690000,0.000000,0.000000,0.000000,28.01,115.640000,48.20,0,0,0,96.410000,82.48,0,260.890000,100.980000,28.01,19.97,25.410000,0.000000,0,0,0.000000,82.48,0,86.320000,84.03,0,271.150000,123.290000,30.850000,0,0,1.320000,7.01,0,0,26.030000,0,0,2.000000

76,18:45-19:00,1.690000,0.000000,0.000000,0.000000,29.44,115.640000,48.20,0,0,0,96.410000,82.37,0,260.890000,100.980000,29.43,20.36,25.410000,0.000000,0,0,0.000000,82.37,0,86.320000,88.32,0,271.150000,123.290000,30.850000,0,0,1.320000,7.01,0,0,26.030000,0,0,2.000000

77,19:00-19:15,1.610000,0.000000,0.000000,0.000000,33.33,85.030000,48.20,0,0,0,96.410000,82.51,0,260.890000,100.980000,33.34,24.63,26.020000,0.000000,0,0,0.000000,82.51,0,86.320000,100,0,271.150000,123.290000,26.020000,0,0,1.320000,7.01,0,0,26.030000,0,0,1.950000

78,19:15-19:30,1.610000,0.000000,0.000000,0.000000,33.33,115.640000,48.20,0,0,0,96.410000,83.32,0,260.890000,100.980000,33.34,24.79,26.020000,0.000000,0,0,0.000000,83.32,0,86.320000,100,0,271.150000,123.290000,26.020000,0,0,1.320000,7.01,0,0,26.030000,0,0,1.950000

79,19:30-19:45,1.610000,0.000000,0.000000,0.000000,33.54,115.640000,48.20,0,0,0,96.410000,83.52,0,260.890000,100.980000,33.53,24.88,26.020000,0.000000,0,0,0.000000,83.52,0,86.320000,100.61,0,271.150000,123.290000,26.020000,0,0,1.320000,7.01,0,0,26.030000,0,0,1.950000

80,19:45-20:00,1.610000,0.000000,0.000000,0.000000,34.01,115.640000,48.20,0,0,0,96.410000,83.54,0,260.890000,100.980000,34,24.81,26.020000,0.000000,0,0,0.000000,83.54,0,86.320000,102.02,0,271.150000,123.290000,26.020000,0,0,1.320000,7.01,0,0,26.030000,0,0,1.950000

81,20:00-20:15,1.610000,0.000000,0.000000,0.000000,34.77,109.330000,48.20,0,0,0,96.410000,83.81,0,260.890000,77.130000,34.79,24.97,26.020000,0.000000,0,0,0.000000,83.81,0,86.320000,104.32,0,271.150000,123.290000,26.020000,0,0,1.320000,7.01,0,0,26.030000,0,0,1.950000

82,20:15-20:30,1.610000,0.000000,0.000000,0.000000,34.88,100.650000,48.20,0,0,0,96.410000,83.97,0,260.890000,48.200000,34.89,25.1,26.020000,0.000000,0,0,0.000000,83.97,0,86.320000,104.65,0,271.150000,123.290000,26.020000,0,0,1.320000,7.01,0,0,26.030000,0,0,1.950000

83,20:30-20:45,1.610000,0.000000,0.000000,0.000000,34.74,71.730000,48.20,0,0,0,96.410000,83.96,0,236.130000,48.200000,34.74,25.21,26.020000,0.000000,0,0,0.000000,83.96,0,62.210000,104.21,0,271.150000,123.290000,26.020000,0,0,1.320000,7.01,0,0,26.030000,0,0,1.950000

84,20:45-21:00,1.610000,0.000000,0.000000,0.000000,34.35,71.730000,48.20,0,0,0,96.410000,84.63,0,236.130000,48.200000,34.34,25.3,26.020000,0.000000,0,0,0.000000,84.63,0,55.550000,103.04,0,271.150000,123.290000,26.020000,0,0,1.320000,7.01,0,0,26.030000,0,0,1.950000

85,21:00-21:15,1.530000,0.000000,0.000000,0.000000,34.52,71.730000,48.20,0,0,0,96.410000,85.76,0,188.930000,48.200000,34.51,25.38,26.020000,0.000000,0,0,0.000000,85.76,0,55.550000,103.56,0,271.150000,123.290000,26.020000,0,0,1.400000,7.01,0,0,26.030000,0,0,1.900000

86,21:15-21:30,1.530000,0.000000,0.000000,0.000000,34.66,71.730000,48.20,0,0,0,96.410000,85.7,0,169.650000,48.200000,34.65,26.75,26.020000,0.000000,0,0,0.000000,85.7,0,55.550000,103.97,0,271.150000,123.290000,26.020000,0,0,1.400000,7.01,0,0,26.030000,0,0,1.900000

87,21:30-21:45,1.530000,0.000000,0.000000,0.000000,34.94,71.730000,48.20,0,0,0,96.410000,86.91,0,169.650000,48.200000,34.94,32.94,26.020000,0.000000,0,0,0.000000,86.91,0,55.550000,104.82,0,271.150000,123.290000,26.020000,0,0,1.400000,7.01,0,0,26.030000,0,0,1.900000

88,21:45-22:00,1.530000,0.000000,0.000000,0.000000,35.01,71.730000,48.20,0,0,0,96.410000,86.81,0,169.650000,48.200000,35.02,33.21,26.020000,0.000000,0,0,0.000000,86.81,0,55.550000,105.04,0,271.150000,123.290000,26.020000,0,0,1.400000,7.01,0,0,26.030000,0,0,1.900000

89,22:00-22:15,1.530000,0.000000,0.000000,0.000000,34.73,71.730000,48.20,0,0,0,96.410000,86.59,0,169.650000,48.200000,34.73,32.95,26.020000,57.410000,0,0,0.000000,86.59,0,55.550000,104.18,0,231.380000,123.290000,26.020000,0,0,1.400000,7.01,0,0,25.070000,0,0,1.900000

90,22:15-22:30,1.530000,0.000000,0.000000,0.000000,34.28,71.730000,48.20,0,0,0,96.410000,86.32,0,169.650000,48.200000,34.28,32.35,26.020000,57.410000,0,0,0.000000,86.32,0,55.550000,102.83,0,231.380000,123.290000,26.020000,0,0,1.400000,7.01,0,0,25.070000,0,0,1.900000

91,22:30-22:45,1.530000,0.000000,0.000000,0.000000,34.04,71.730000,48.20,0,0,0,96.410000,87.02,0,169.650000,48.200000,34.05,31.81,26.020000,57.410000,0,0,0.000000,87.02,0,55.550000,102.13,0,231.380000,123.290000,26.020000,0,0,1.400000,7.41,0,0,25.070000,0,0,1.900000

92,22:45-23:00,1.530000,0.000000,0.000000,0.000000,33.63,71.730000,48.20,0,0,0,96.410000,86.81,0,169.650000,48.200000,33.64,31.38,26.020000,57.410000,0,0,0.000000,86.81,0,55.550000,100.89,0,231.380000,123.290000,26.020000,0,0,1.400000,7.41,0,0,25.070000,0,0,1.900000

93,23:00-23:15,1.460000,0.000000,0.000000,0.000000,33.17,71.730000,48.20,0,0,0,96.410000,86.19,0,121.450000,48.200000,33.15,31.03,26.020000,57.410000,0,0,0.000000,86.19,0,31.820000,99.5,0,212.100000,123.290000,26.020000,0,0,1.320000,7.41,0,0,25.070000,0,0,1.900000

94,23:15-23:30,1.460000,0.000000,0.000000,0.000000,32.87,71.730000,48.20,0,0,0,96.410000,84.84,0,108.940000,48.200000,32.86,30.24,26.020000,57.410000,0,0,0.000000,84.84,0,31.820000,98.61,0,192.820000,123.290000,26.020000,0,0,1.320000,7.41,0,0,25.070000,0,0,1.900000

95,23:30-23:45,1.460000,0.000000,0.000000,0.000000,32.1,71.730000,48.20,0,0,0,96.410000,84.06,0,108.940000,48.200000,32.08,29.4,26.020000,57.410000,0,0,0.000000,84.06,0,31.820000,96.29,0,192.820000,123.290000,26.020000,0,0,1.320000,7.41,0,0,25.070000,0,0,1.900000

96,23:45-24:00,1.460000,0.000000,0.000000,0.000000,31.36,71.730000,48.20,0,0,0,96.410000,82.49,0,108.940000,48.200000,31.37,29.26,26.020000,57.410000,0,0,0.000000,82.49,0,31.820000,94.08,0,183.180000,123.290000,26.020000,0,0,1.320000,7.41,0,0,25.070000,0,0,1.900000

