Column1,Time,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,GNARE/NR/2024/12/20/3668,NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),GNARE/SR/2025/01/13/4532,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/8964,GNA/NR/2025/04/01/8510,NR/01102023/30042040/GNA_LT_35,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/06/01/2868,GNA/NR/2025/06/01/9257,NR/01102023/19072037/LT-05,GNA/NR/2025/06/01/4973,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,GNA/NR/2025/06/01/7762,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/15/6656,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/06/01/7786,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/15/8348,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/07/5932,GNA/NR/2025/06/01/7782,GNA/NR/2025/04/01/8456,GNA/NR/2025/06/01/7663
68,16:45-17:00,37.32,33,6.67,0,13.58,7,0,1.67,0,17,8,8.58,10,42.89,16,6.67,19.99,33,5,42.02,3.47,49.19,0,4.35,3.47,13.41,193.26,2.68,100.67,17.39,24.16,70.45,48.32,26.24,10.78,21.28,24.16,7.5,11.91,0,70.87,48.32,10.6,21.28,62.81,24.16,0,193.26,-0,11.9,10.34,48.32

69,17:00-17:15,33.13,33,7.33,0,14.24,7,0,1.67,0,15,7,7.85,19,39.24,15,7.33,22.01,33,2,42.02,3.06,49.19,0,4.35,3.06,13.88,225.23,2.36,100.67,17.39,24.16,70.45,48.32,27.25,10.78,10.57,24.16,8.9,11.91,0,70.87,48.32,10.6,32,62.81,24.16,0,193.26,-0,11.9,7.77,48.32

70,17:15-17:30,28.04,33,7.33,0,12,6,0,1.67,0,12,6,6.73,18,33.64,13,7.33,22.01,33,0,42.02,2.64,49.19,0,4.35,2.64,13.88,214.32,2.04,100.67,17.39,24.16,70.45,48.32,27.25,10.78,10.57,24.16,8.9,11.91,0,98.75,48.32,10.6,32,62.81,24.16,0,193.26,-0,11.9,7.77,48.32

71,17:30-17:45,22.54,29.79,7.33,0,36.67,6,0,1.67,0,10,5,11.99,15,59.96,12,7.33,22.01,29.76,0,42.02,2.23,38.65,0.59,4.35,2.23,13.88,175.66,1.72,100.67,17.39,24.16,70.45,48.32,26.24,10.78,10.57,24.16,8.9,11.91,0,52.18,48.32,8.57,32,62.81,24.16,0,193.26,-0,11.9,7.77,48.32

72,17:45-18:00,17.06,19.77,7.33,0,35,5,0,1.67,0,7,3,10.83,10,54.17,10,7.33,22.01,20.04,0,42.02,1.8,38.65,1.17,4.35,1.8,13.88,150.27,1.39,100.67,17.39,24.16,70.45,48.32,26.24,10.78,10.57,24.16,8.9,11.91,0,52.18,48.32,9.89,32,62.81,24.16,0,193.26,-0,11.9,7.77,48.32

73,18:00-18:15,12.96,0,7.33,0,23.49,5,0,1.67,0,3,2,10,6,50,9,7.33,22.01,0,0,39.92,1.5,38.65,1.41,11.07,1.5,14.33,150.27,1.17,100.67,17.39,24.16,70.45,48.32,27.25,10.78,21.28,24.16,10.3,11.91,0,52.18,48.32,9.89,21.28,62.81,24.16,0,193.26,-0,11.9,7.77,48.32

74,18:15-18:30,9.42,0,7.33,0,21.6,3,0,1.67,0,2,1,8.67,3,43.33,6,7.33,22.01,0,0,39.92,1.2,38.65,1.41,11.07,1.2,14.33,150.27,0.93,100.67,17.39,24.16,70.45,48.32,27.25,10.78,21.28,24.16,10.3,11.91,0,52.18,48.32,9.89,21.28,62.81,24.16,0,193.26,-0,11.9,7.77,48.32

75,18:30-18:45,6.19,0,7.33,0,0.3,1,0,4.89,0,1,0,5.99,2,29.97,4,7.33,22.01,0,0,39.62,0.9,38.65,1.41,11.07,0.9,14.33,188.92,0.7,100.67,17.39,24.16,70.45,48.32,27.25,10.78,21.28,24.16,5.62,11.91,0,52.18,48.32,9.89,21.28,62.81,24.16,0,193.26,-0,11.9,7.77,48.32

76,18:45-19:00,3.01,0,7.33,0,0.3,1,0,6.98,0,0,0,4.08,1,20.4,3,7.33,22.01,0,0,39.42,0.59,38.65,1.41,11.07,0.59,14.33,227.57,0.46,100.67,17.39,24.16,70.45,48.32,27.25,10.78,21.28,24.16,5.62,11.91,0,52.18,48.32,9.89,21.28,62.81,24.16,0,193.26,-0,11.9,7.77,48.32

77,19:00-19:15,0.73,0,7.33,0,0.3,0,0,7.5,0,0,0,2.68,0,13.39,2,7.33,22.01,0,0,39.22,0,38.65,1.99,11.07,0,16.92,266.23,0,69.57,29.16,24.16,70.45,48.32,28.26,10.78,32,24.16,5.62,11.91,96.63,52.18,48.32,9.89,32,62.81,24.16,96.63,193.26,-0,11.9,7.77,48.32

78,19:15-19:30,0,0,7.33,0,0.3,0,0,7.83,0,0,0,2.17,0,10.83,1,7.33,22.01,0,0,39.02,0,38.65,2.58,11.07,0,16.92,273.22,0,53.15,29.16,24.16,70.45,48.32,28.26,10.78,32,24.16,5.62,11.91,96.63,52.18,48.32,9.89,32,62.81,24.16,96.63,193.26,-0,11.9,7.77,48.32

79,19:30-19:45,0,0,7.33,0,0,0,0,8.42,0,0,0,0.89,0,4.47,0,7.33,22.01,0,0,38.62,0,38.65,2.93,11.07,0,16.92,273.22,0,53.15,29.16,24.16,70.45,48.32,28.26,10.78,32,24.16,5.62,11.91,96.63,52.18,48.32,10.52,6.93,62.81,24.16,96.63,193.26,-0,11.9,7.77,48.32

80,19:45-20:00,0,0,7.33,0,0,0,0,9.08,0,0,0,0.26,0,1.27,0,7.33,22.01,0,0,38.22,0,38.65,3.51,11.07,0,16.92,273.22,0,82.14,29.16,24.16,70.45,48.32,28.26,10.78,32,24.16,5.62,11.91,96.63,70.87,48.32,10.52,6.93,62.81,24.16,96.63,193.26,-0,11.9,7.77,48.32

81,20:00-20:15,0,0,7.33,0,0,0,0,6.67,0,0,0,0,0,0,0,7.33,22.01,0,0,37.62,0,69.17,4.1,11.07,0,17.11,273.22,0,100.67,29.16,24.16,115.91,48.32,28.26,10.78,19.46,24.16,6.09,11.91,96.63,98.74,48.32,10.52,19.46,62.81,24.16,96.63,0,-0,11.9,7.77,48.32

82,20:15-20:30,0,0,7.33,0,0,0,0,6.67,0,0,0,0,0,0,0,7.33,22.01,0,0,37.22,0,69.17,4.68,11.07,0,17.11,273.22,0,100.67,29.16,24.16,115.91,48.32,28.26,10.78,19.46,24.16,6.09,11.91,96.63,98.74,48.32,10.52,19.46,62.81,24.16,96.63,0,-0,11.9,7.77,48.32

83,20:30-20:45,0,0,7.33,0,0,0,0,1.67,0,0,0,0,0,0,0,7.33,22.01,0,0,37.02,0,69.17,5.27,11.07,0,17.11,273.22,0,100.67,29.16,24.16,115.91,48.32,28.26,10.78,19.46,24.16,6.09,11.91,96.63,98.74,48.32,10.52,19.46,62.81,24.16,96.63,0,-0,11.9,7.77,48.32

84,20:45-21:00,0,0,7.33,0,0,0,0,1.67,0,0,0,0,0,0,0,7.33,22.01,0,0,36.82,0,69.17,5.3,11.07,0,17.11,273.22,0,100.67,29.16,24.16,115.91,48.32,28.26,10.78,19.46,24.16,6.09,11.91,96.63,98.74,48.32,10.52,19.46,62.81,24.16,96.63,0,-0,11.9,7.77,48.32

85,21:00-21:15,0,0,7.33,0,0,0,0,1.67,0,0,0,0,0,0,0,7.33,22.01,0,0,29.61,0,69.17,5.3,11.07,0,17.11,273.22,0,100.67,29.16,24.16,115.91,48.32,28.26,10.78,14.66,24.16,6.09,11.91,96.63,98.74,48.32,10.52,14.66,62.81,24.16,96.63,0,-0,11.9,7.77,48.32

86,21:15-21:30,0,0,7.33,0,0,0,0,1.67,0,0,0,0,0,0,0,7.33,22.01,0,0,29.61,0,69.17,5.3,11.07,0,17.11,273.22,0,100.67,29.16,24.16,115.91,48.32,28.26,10.78,14.66,24.16,6.09,11.91,96.63,98.74,48.32,10.52,14.66,62.81,24.16,96.63,0,-0,11.9,7.77,48.32

87,21:30-21:45,0,0,7.33,0,0,0,0,1.67,0,0,0,0,0,0,0,7.33,22.01,0,0,20.21,0,87.16,5.3,11.07,0,17.11,273.22,0,100.67,29.16,24.16,115.91,48.32,27.76,10.78,14.66,24.16,6.09,11.91,96.63,130.74,48.32,10.52,14.66,62.81,24.16,96.63,0,-0,11.9,7.77,48.32

88,21:45-22:00,0,0,7.33,0,0,0,0,1.67,0,0,0,0,0,0,0,7.33,22.01,0,0,20.81,0,87.16,5.3,11.07,0,17.11,273.22,0,100.67,29.16,24.16,115.91,48.32,27.76,10.78,14.66,24.16,6.09,11.91,96.63,130.74,48.32,10.52,14.66,62.81,24.16,96.63,0,-0,11.9,7.77,48.32

89,22:00-22:15,0,0,7.33,0,0,0,0,1.67,0,0,0,0,0,0,0,7.33,22.01,0,0,29.61,0,87.16,5.3,11.07,0,16.92,273.22,0,100.67,29.16,24.16,115.91,48.32,27.76,10.78,14.66,24.16,5.62,11.91,193.26,130.74,48.32,10.64,14.66,62.81,24.16,96.63,0,-0,11.9,7.77,48.32

90,22:15-22:30,0,0,7.33,0,0,0,0,1.67,0,0,0,0,0,0,0,7.33,22.01,0,0,29.81,0,87.16,5.3,11.07,0,16.92,273.22,0,100.67,29.16,24.16,115.91,48.32,27.25,10.78,14.66,24.16,5.62,11.91,193.26,130.74,48.32,10.64,14.66,62.81,24.16,96.63,0,-0,11.9,7.77,48.32

91,22:30-22:45,0,0,7.33,0,0,0,0,1.67,0,0,0,0,0,0,0,7.33,22.01,0,0,30.01,0,87.16,5.3,11.07,0,16.92,273.22,0,100.67,29.16,24.16,115.91,48.32,27.25,10.78,14.66,24.16,5.62,11.91,193.26,130.74,48.32,10.64,14.66,62.81,24.16,96.63,0,-0,11.9,7.77,48.32

92,22:45-23:00,0,0,7.33,0,0,0,0,1.67,0,0,0,0,0,0,0,7.33,22.01,0,0,30.21,0,87.16,5.3,11.07,0,16.92,273.22,0,100.67,29.16,24.16,115.91,48.32,27.25,10.78,14.66,24.16,5.62,11.91,193.26,130.74,48.32,10.64,14.66,62.81,24.16,96.63,0,-0,11.9,7.77,48.32

93,23:00-23:15,0,0,7.33,0,0,0,0,1.67,0,0,0,0,0,0,0,7.33,22.01,0,0,38.42,0,87.16,5.3,11.07,0,16.47,273.22,0,100.67,29.16,24.16,115.91,48.32,27.25,10.78,14.66,24.16,5.62,11.91,193.26,130.74,48.32,10.64,14.66,62.81,24.16,96.63,0,-0,11.9,7.77,48.32

94,23:15-23:30,0,0,7.33,0,0,0,0,1.67,0,0,0,0,0,0,0,7.33,22.01,0,0,38.62,0,87.16,5.3,11.07,0,16.47,273.22,0,100.67,29.16,24.16,115.91,48.32,27.25,10.78,14.66,24.16,5.62,11.91,193.26,130.74,48.32,10.64,14.66,62.81,24.16,96.63,0,-0,11.9,7.77,48.32

95,23:30-23:45,0,0,7.33,0,0,0,0,1.67,0,0,0,0,0,0,0,7.33,22.01,0,0,38.42,0,87.16,5.3,11.07,0,16.47,273.22,0,100.67,29.16,24.16,115.91,48.32,27.25,10.78,14.66,24.16,5.62,11.91,193.26,130.74,48.32,10.64,14.66,62.81,24.16,96.63,0,-0,11.9,7.77,48.32

96,23:45-24:00,0,0,7.33,0,0,0,0,1.67,0,0,0,0,0,0,0,7.33,22.01,0,0,37.42,0,87.16,5.3,11.07,0,16.47,273.22,0,100.67,29.16,24.16,115.91,48.32,27.25,10.78,14.66,24.16,5.62,11.91,193.26,130.74,48.32,10.64,14.66,62.81,24.16,96.63,0,-0,12.18,7.77,48.32

