Block,Time Block,DHAULIGNGA,DADRT2,CHAMERA3,FSTPP I & II,DULHASTI,BRBCL,CHAMERA2,CHAMERA1,BSIUL,KHSTPP-II,KHSTPP-I,JHAJJAR,KGSU1AND2,KGSU3AND4,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,SINGRAULI,SINGRAULI_HYDRO,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,TANDA2,TEHRIPSP,URI2,UNCHAHAR3,TALST2,TANAKPUR,TEHRI,TelanganaSTPP,UNCHAHAR2,TALA,URI,NLCEXP,KOTESHWR,NJPC,KKNPPU2,KOLDAM,KUDGI,NAPP,MAPS,NNTPP,NLCIIST1,NLCIIST2,NLCTS2EXP,RAPPC,NTPL,PARBATI3,RIHAND2,PARBATI2,SASAN,RIHAND1,RAPPB,SIMHST1,RSTPSU1TO6,RAPPD,SIMHST2,RSTPSU7,SALAL,SEWA2,RAMPUR,RIHAND3,KISHANGANGA,KKNP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
14,03:15-03:30,40.75,295.76,32.58,17.61,36.49,15.01,45.23,40.46,0,93.62,41.37,239.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,17.61,1.46,0,2.51,0,25.43,25.91,0,11.43,71.04,0,39.03,19.61,50.26,0,19.47,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,39.95,120.23,15.53,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,3.07,0,0,0,0,0,0

15,03:30-03:45,40.75,273.69,32.58,17.61,36.49,15.05,45.23,40.46,0,93.62,41.37,239.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,17.61,1.46,0,2.51,0,25.43,25.91,0,11.43,71.04,0,38.81,19.61,31.79,0,19.47,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,39.95,120.23,15.53,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,3.07,0,0,0,0,0,0

16,03:45-04:00,40.75,253.53,32.58,17.61,36.49,15.74,45.23,40.46,0,93.62,41.37,239.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,17.61,1.46,0,2.51,0,25.43,25.91,0,11.43,71.04,0,38.28,19.61,31.79,0,19.47,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,39.95,120.23,15.53,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,3.07,0,0,0,0,0,0

17,04:00-04:15,40.75,236.25,32.58,15.58,36.49,16.99,45.23,40.46,0,93.62,41.37,239.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,17.61,1.46,0,2.51,0,25.43,22.42,0,11.43,71.04,0,36.25,19.61,38.15,0,19.47,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,39.95,120.23,15.53,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,3.07,0,0,0,0,0,0

18,04:15-04:30,40.75,225.7,32.58,15.58,36.49,18.19,45.23,40.46,0,93.62,41.37,239.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,17.61,1.46,0,2.51,0,25.43,22.42,0,11.43,71.04,0,36.25,19.61,38.15,0,19.47,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,39.95,120.23,15.53,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,3.07,0,0,0,0,0,0

19,04:30-04:45,40.75,208.42,32.58,15.58,36.49,17.87,45.23,40.46,0,93.62,41.37,239.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,17.61,1.46,0,2.51,0,25.43,22.42,0,11.43,71.04,0,36.25,19.74,38.15,0,19.47,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,49.94,120.23,15.53,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,3.07,0,0,0,0,0,0

20,04:45-05:00,40.75,193.06,32.58,15.58,36.49,21.68,45.23,40.46,0,93.62,41.37,239.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,17.61,1.46,0,2.51,0,25.43,22.42,0,11.43,71.04,0,36.25,19.74,38.15,0,19.47,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,49.94,120.23,15.53,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,3.07,0,0,0,0,0,0

21,05:00-05:15,40.75,177.71,32.58,15.58,36.49,23.42,45.23,40.46,0,93.62,41.37,239.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,17.61,1.46,0,2.51,0,35.92,22.42,0,11.43,71.04,0,36.25,19.35,50.26,0,19.47,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,49.94,120.23,15.53,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,3.07,0,0,0,0,0,0

22,05:15-05:30,40.75,208.42,32.58,15.58,36.49,23.26,45.23,40.46,0,93.62,41.37,239.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,17.61,1.46,0,2.51,0,35.92,22.42,0,11.43,71.04,0,36.25,19.35,50.26,0,19.47,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,49.94,120.23,15.53,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,3.07,0,0,0,0,0,0

23,05:30-05:45,40.75,218.98,32.58,17.61,53.15,23.99,45.23,40.46,0,93.62,41.37,239.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,17.61,1.46,0,2.51,0,31.42,22.42,0,11.43,71.04,0,36.25,19.22,50.26,0,19.47,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,49.94,120.23,15.53,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,3.07,0,0,0,0,0,0

24,05:45-06:00,40.75,221.86,32.58,17.61,53.15,20.51,45.23,40.46,0,93.62,41.37,239.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,17.61,1.46,0,2.51,0,31.42,22.42,0,11.43,71.04,0,36.25,19.07,42.38,0,19.47,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,49.94,120.23,15.53,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,3.07,0,0,0,0,0,0

25,06:00-06:15,40.75,294.51,32.58,17.61,53.15,21.89,45.23,40.46,0,93.62,41.37,281.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,18.98,1.08,0,0.56,0,35.92,25.36,0,11.43,71.04,0,38.78,19.1,42.38,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,22.29,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

26,06:15-06:30,40.75,397.18,32.58,17.61,53.15,23.99,45.23,40.46,0,93.62,41.37,339.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,19.97,1.55,0,1.35,0,35.92,25.36,0,11.43,71.04,0,41.86,18.96,42.38,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,22.29,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

27,06:30-06:45,30.57,386.41,32.58,17.61,53.15,23.5,45.23,40.46,0,93.62,41.37,397.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,19.97,1.55,0,1.36,0,31.42,25.36,0,3.7,71.04,0,41.86,18.65,42.38,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,22.29,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

28,06:45-07:00,10.19,388.21,32.58,17.61,53.15,18.11,45.23,40.46,0,93.62,41.37,401.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,19.97,1.55,0,1.36,0,31.42,25.36,0,3.7,71.04,0,41.86,18.49,42.38,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,22.29,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

29,07:00-07:15,0,334.67,32.58,17.61,53.15,16.78,45.23,40.46,0,93.62,41.37,343.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,17.61,1.71,0,1.36,0,35.92,22.42,0,3.7,71.04,0,38.45,18.49,42.38,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,22.29,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

30,07:15-07:30,0,227.71,32.58,17.61,53.15,18.77,45.23,40.46,0,93.62,41.37,242.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,17.61,1.46,0,2.86,0,35.92,24.57,0,3.7,71.04,0,37.68,18.49,42.38,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,22.29,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

31,07:30-07:45,0,121.68,32.58,15.51,53.15,17.8,45.23,40.46,0,93.62,41.37,237.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,13.25,0.96,0,2.51,0,31.42,20.94,0,11.43,71.04,0,32.98,18.62,38.15,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,22.29,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

32,07:45-08:00,0,45.25,32.58,12.28,53.15,18.08,45.23,40.46,0,81.14,36.05,237.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.09,0,13.25,0.96,0,2.51,0,31.42,17.43,0,11.43,71.04,0,27.76,18.62,38.15,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,22.29,401.94,93.47,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

33,08:00-08:15,0,4.94,32.58,12.28,53.15,16.87,45.23,40.46,0,93.62,36.05,237.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,13.25,0.96,0,2.51,0,31.42,17.43,0,11.43,53.29,0,27.76,18.76,38.15,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,22.29,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

34,08:15-08:30,0,4.94,32.58,12.28,53.15,19.74,45.23,40.46,0,93.62,37.08,237.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,13.25,0.96,0,2.51,0,31.42,17.43,0,11.43,35.52,0,27.76,18.76,38.15,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,22.29,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

35,08:30-08:45,0,4.94,32.58,11.68,53.15,18.9,45.23,40.46,0,93.62,37.08,237.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,13.25,0.96,0,2.51,0,31.42,17.43,0,11.43,17.76,0,27.76,18.76,38.15,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,22.29,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

36,08:45-09:00,0,4.94,32.58,11.68,53.15,19.82,45.23,40.46,0,93.62,43.7,237.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,13.25,0.96,0,2.51,0,31.42,17.43,0,11.43,0,0,27.76,18.9,38.15,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,22.29,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

37,09:00-09:15,0,4.94,32.58,15.58,53.15,16.85,45.23,40.46,0,93.62,43.7,239.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,15.54,1.46,0,2.51,0,31.42,19.46,0,11.43,0,0,32.54,18.9,42.38,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,22.29,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

38,09:15-09:30,0,4.94,32.58,15.58,53.15,18.08,45.23,40.46,0,93.62,43.7,239.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,15.54,1.46,0,2.51,0,31.42,19.46,0,11.43,0,0,32.54,18.9,42.38,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,22.29,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

39,09:30-09:45,0,4.94,32.58,15.58,53.15,17.88,45.23,40.46,0,93.62,43.7,239.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,15.54,1.46,0,2.51,0,31.42,19.46,0,11.43,0,0,32.54,19.17,50.26,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,22.29,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

40,09:45-10:00,0,4.94,32.58,15.58,53.15,19.64,45.23,40.46,0,93.62,43.7,239.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,15.54,1.46,0,2.51,0,31.42,19.46,0,11.43,0,0,32.54,21.5,50.26,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,22.29,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

41,10:00-10:15,0,4.94,32.58,15.58,53.15,17.34,45.23,40.46,0,93.62,43.7,239.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,15.54,1.46,0,2.51,0,31.42,19.46,0,11.43,0,0,32.54,21.5,50.26,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,48.52,120.23,22.29,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

42,10:15-10:30,0,4.94,32.58,14.72,53.15,14.55,45.23,40.46,0,93.62,43.7,239.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,15.54,1.46,0,2.51,0,31.42,19.46,0,11.43,0,0,32.54,21.5,38.15,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,48.52,120.23,22.29,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

43,10:30-10:45,0,4.94,32.58,14.72,53.15,14.01,45.23,40.46,0,93.62,43.7,239.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,15.54,1.46,0,2.51,0,31.42,19.46,0,11.43,0,0,32.54,21.5,38.15,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,52.8,120.23,22.29,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

44,10:45-11:00,0,4.94,32.58,14.72,53.15,15.44,45.23,40.46,0,93.62,43.7,239.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,15.54,1.46,0,2.51,0,31.42,19.46,0,11.43,0,0,32.54,21.5,38.15,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,52.8,120.23,22.29,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

45,11:00-11:15,0,4.94,32.58,10.92,53.15,15.11,45.23,40.46,0,73.05,35.06,237.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,12.86,0.96,0,1.58,0,31.42,15.44,0,11.43,0,0,24.69,21.5,38.15,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,52.8,120.23,22.29,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

46,11:15-11:30,0,4.94,32.58,10.92,53.15,14.72,45.23,40.46,6.29,73.05,35.06,237.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,12.86,0.96,0,1.58,0,31.42,15.44,0,11.43,0,0,24.69,21.5,38.15,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,52.8,120.23,22.29,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

47,11:30-11:45,0,4.94,32.58,11.52,53.15,13.29,45.23,40.46,6.29,81.03,38.36,241.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,12.86,0.96,0,2.51,0,31.42,15.44,0,11.43,0,0,23.76,21.5,36.02,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,52.8,120.23,22.29,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

48,11:45-12:00,0,4.94,32.58,11.52,53.15,16.12,45.23,40.46,12.49,81.03,38.36,241.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,12.86,0.96,0,2.51,0,31.42,15.44,0,11.43,0,0,23.76,21.5,38.15,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,52.8,120.23,22.29,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

49,12:00-12:15,0,4.94,32.58,16.32,36.49,18.45,45.23,40.46,18.77,81.03,38.36,241.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,15.54,1.46,0,2.51,0,31.42,19.46,0,11.43,0,0,32.54,21.79,50.26,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,52.8,120.23,22.29,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

50,12:15-12:30,0,4.94,32.58,16.3,36.49,18.58,45.23,40.46,18.77,81.03,38.36,241.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,15.54,1.46,0,2.51,0,31.42,19.46,0,11.43,0,0,32.54,21.79,50.26,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,52.8,120.23,22.29,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

51,12:30-12:45,0,4.94,32.58,16.3,36.49,16.81,45.23,40.46,18.77,81.03,38.36,241.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,15.54,1.46,0,2.51,0,31.42,19.46,0,11.43,0,0,32.54,21.87,38.15,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,52.8,120.23,22.29,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

52,12:45-13:00,0,4.94,32.58,16.32,36.49,19.04,45.23,40.46,18.77,81.03,38.36,241.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,15.54,1.46,0,2.51,0,31.42,19.46,0,11.43,0,0,32.54,21.87,38.15,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,52.8,120.23,22.29,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

53,13:00-13:15,0,4.94,32.58,13.93,36.49,20.37,45.23,40.46,18.77,81.14,37.66,241.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.09,0,15.54,1.46,0,2.51,0,31.42,19.46,0,11.43,0,0,32.54,21.87,41.32,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,52.8,110.76,22.29,401.94,82.18,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

