Column1,Time,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/16082024/31082024/APL-Raigarh_august,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/16082024/31082024/MPL/24-25/STOA/128,NR/01102023/30042040/GNA_LT_36,NR/01082024/31082024/SKS-Raigarh,NR/01102023/30042040/GNA_LT_35,NR/16082024/31082024/IIPL/JPL-T-BRPL/05/Aug'24,NR/01082024/31082024/jitpl,NR/16082024/31082024/1000011627-ACBL-BRPL(DISCOM),NR/01102023/05012040/L_NR_2020_02,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/30092023/31122025/SH-07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16
9,02:00-02:15,0,70.6,57.84,32.94,82.36,172.12,0,17.44,0,12.48,0,82.36,24.77,20.35,5.49,14.16,0,29.76,0,26.8708,68.79,0,193.78,40.69,26.8708,11.66,6.66,0,11.67,0,0,0,35,0,13.33,0,13.33,0,0,0,0,30.21,0,0

10,02:15-02:30,0,70.6,57.84,32.94,82.36,172.12,0,17.44,0,12.48,0,82.36,24.77,20.35,5.49,14.16,0,29.76,0,26.8708,53.29,0,193.78,40.69,26.8708,11.66,6.66,0,11.67,0,0,0,35,0,14,0,14,0,0,0,0,29.41,0,0

11,02:30-02:45,0,70.6,57.84,32.94,82.36,123.67,0,17.44,0,12.48,0,82.36,24.77,20.35,5.49,14.16,0,29.76,0,26.8708,53.29,0,193.78,40.69,26.8708,7.5,6.66,0,7.5,0,0,0,22.5,0,14.33,0,14.33,0,0,0,0,15.01,0,0

12,02:45-03:00,0,70.6,57.84,32.94,82.36,111.42,0,17.44,0,12.48,0,82.36,24.77,20.35,5.49,14.16,0,29.76,0,26.8708,53.29,0,193.78,40.69,26.8708,7.5,6.66,0,7.5,0,0,0,22.5,0,14.67,0,14.67,0,0,0,0,15.01,0,0

13,03:00-03:15,0,70.6,57.84,0,82.36,111.42,0,17.44,0,12.48,0,82.36,24.77,20.35,5.31,13.87,0,29.26,0,26.8708,53.29,0,193.78,40.69,26.8708,7.5,15.34,0,7.5,0,0,0,22.5,0,29,0,29,0,0,0,0,15.01,0,0

14,03:15-03:30,0,70.6,57.84,0,82.36,111.42,0,17.44,0,12.48,0,82.36,24.77,20.35,5.31,13.87,0,29.26,0,26.8708,53.29,0,193.78,40.69,26.8708,7.5,16,0,7.5,0,0,0,22.5,0,29,0,29,0,0,0,0,15.01,0,0

15,03:30-03:45,0,70.6,57.84,0,82.36,111.42,0,17.44,0,12.48,0,82.36,24.77,20.35,5.31,13.87,0,29.26,0,26.8708,53.29,0,193.78,40.69,26.8708,16.66,20.34,0,16.67,0,0,0,50,0,29.67,0,29.67,0,0,0,0,15.01,0,0

16,03:45-04:00,0,70.6,57.84,0,82.36,111.42,0,17.44,0,12.48,0,82.36,24.77,20.35,5.31,13.87,0,29.26,0,26.8708,53.29,0,193.78,40.69,26.8708,17,20.66,0,17,0,0,0,51,0,29.67,0,29.67,0,0,0,0,15.01,0,0

17,04:00-04:15,0,70.6,57.84,0,82.36,111.42,0,17.44,0,12.48,0,82.36,24.77,20.35,5.13,13.87,0,29.26,0,26.8708,53.29,0,150.67,40.69,26.8708,17.34,12.66,0,17.33,0,0,0,52,0,30.33,0,30.33,0,0,0,0,22.01,0,0

18,04:15-04:30,0,70.6,57.84,0,82.36,111.42,0,17.44,0,12.48,0,82.36,24.77,20.35,5.13,13.87,0,29.26,0,26.8708,53.29,0,150.67,40.69,26.8708,17.5,13,0,17.5,0,0,0,52.5,0,30.67,0,30.67,0,0,0,0,22.21,0,0

19,04:30-04:45,0,70.6,57.84,0,82.36,111.42,0,17.44,0,12.48,0,82.36,24.77,20.35,5.13,13.87,0,28.25,0,26.8708,53.29,0,150.67,40.69,26.8708,11.66,8.34,0,11.67,0,0,0,35,0,20,0,20,0,0,0,0,22.81,0,0

20,04:45-05:00,0,70.6,57.84,0,82.36,111.42,0,17.44,0,12.48,0,82.36,24.77,20.35,5.13,13.87,0,28.25,0,26.8708,53.29,0,150.67,40.69,26.8708,10.84,8.34,0,10.83,0,0,0,32.5,0,20.67,0,20.67,0,0,0,0,23.21,0,0

21,05:00-05:15,0,70.6,57.84,0,82.36,111.42,0,17.44,0,12.48,0,82.36,24.77,20.35,5.13,13.69,0,28.25,0,26.8708,53.29,0,150.67,40.69,26.8708,10,8.34,0,10,0,0,0,30,0,20.67,0,20.67,0,0,0,0,19.01,0,0

22,05:15-05:30,0,70.6,57.84,0,82.36,111.42,0,17.44,0,12.48,0,82.36,24.77,20.35,5.13,13.69,0,28.25,0,26.8708,53.29,0,150.67,40.69,26.8708,9.16,8.34,0,9.17,0,0,0,27.5,0,21,0,21,0,0,0,0,19.21,0,0

23,05:30-05:45,0,70.6,57.84,0,82.36,111.42,0,17.44,0,12.48,0,82.36,24.77,20.35,5.13,13.69,0,28.25,0,26.8708,53.29,0,150.67,40.69,26.8708,13.34,8.34,0,13.33,0,0,0,40,0,8.33,0,8.33,0,0,0,0,19.21,0,0

24,05:45-06:00,0,70.6,57.84,0,82.36,111.42,0,17.44,0,12.48,0,82.36,24.77,20.35,5.13,13.69,0,29.27,0,26.8708,82.36,0,150.67,40.69,26.8708,13.34,8.34,0,13.33,0,0,0,40,0,8.33,0,8.33,0,0,0,0,19.61,0,0

25,06:00-06:15,0,70.6,57.84,0,82.36,111.42,0,17.44,0,12.48,0,82.36,24.77,20.35,4.94,13.69,-4.39,28.77,0,26.8708,100.94,0,150.67,40.69,26.8708,13.34,18.34,2.36,13.33,0.49,0.82,4,40,13.96,8.33,3.56,8.33,1,0,0.47,1,20.21,1,1

26,06:15-06:30,0,70.6,57.84,0,82.36,146.23,0,17.44,0,12.48,0,82.36,24.77,20.35,4.94,13.69,-4.31,28.77,0,26.8708,100.94,0,150.67,40.69,26.8708,13.34,18.66,5.35,13.33,2.92,2.92,9,40,24.54,8.33,9.56,8.33,1,1,1.07,4,20.21,2,2

27,06:30-06:45,0,70.6,57.84,0,82.36,146.23,0,17.44,0.72,12.48,0.7,82.36,24.77,20.35,4.94,13.69,-3.87,28.77,0,26.8708,100.94,0.7,150.67,40.69,26.8708,26.66,18.66,9.1,26.67,6.89,4.94,12,80,33,30,15.56,30,3,3,1.82,7,20.21,3,5

28,06:45-07:00,0,70.6,57.84,0,82.36,146.23,0,17.44,1.03,12.48,1.01,82.36,24.77,20.35,4.94,13.69,-3.87,28.77,0,26.8708,100.94,1.01,150.67,40.69,26.8708,26.66,18.66,13.59,26.67,12.26,7.94,16,80,33,30.67,25.56,30.67,6,4,2.72,14,20.21,5,8

29,07:00-07:15,0,70.6,57.84,0,82.36,146.23,0,17.44,1.5,12.48,1.46,82.36,24.77,20.35,4.94,10.73,-3.87,28.77,0,26.8708,100.94,1.46,150.67,40.69,26.8708,26.66,19,21.07,26.67,19.05,10,19,80,33,31.67,33,31.67,9,5,4.21,21,20.21,7,10

30,07:15-07:30,0,70.6,57.84,0,82.36,146.23,0,17.44,2.02,12.48,1.97,82.36,24.77,20.35,4.94,10.73,-3.87,28.77,0,26.8708,100.94,1.97,150.67,40.69,26.8708,26.66,19,30.87,26.67,26.98,13,27,80,33,33.33,33,33.33,12,6,6.17,28,20.21,8,12

31,07:30-07:45,0,70.6,57.84,0,82.36,111.42,0,17.44,2.59,12.48,2.53,82.36,24.77,20.35,4.94,10.73,-3.87,29.27,0,26.8708,100.94,2.53,150.67,40.69,26.8708,26.66,19,60.53,26.67,34.27,17,32.67,80,32.66,33.33,32.67,33.33,19,10,12.11,46,20.21,12.5,20

32,07:45-08:00,0,70.6,57.84,0,82.36,111.42,0,17.44,3.37,12.48,3.28,82.36,24.77,20.35,4.94,10.73,-3.87,29.27,0,26.8708,100.94,3.28,150.67,40.69,26.8708,26.66,19.34,74.65,26.67,42.55,20,33,80,33,33.33,33,33.33,25,13,14.93,58,20.21,15.5,27

33,08:00-08:15,0,70.6,57.84,0,82.36,111.42,0,17.44,4.17,12.48,4.06,82.36,24.77,20.35,4.84,10.73,-3.87,28.25,0,26.8708,71.87,4.06,150.67,40.69,26.8708,16.66,9,89.93,16.67,51.05,24,33,50,33,33.33,33,33.33,30,16,17.99,70,20.61,20,32

34,08:15-08:30,0,70.6,57.84,0,82.36,111.42,0,17.44,4.96,12.48,4.83,82.36,24.77,20.35,4.84,10.73,-3.87,29.26,0,26.8708,53.29,4.83,150.67,40.69,26.8708,17.16,9.66,106.66,17.17,60.03,31,33,51.5,33,33.33,33,33.33,36,19,21.33,84,21.21,23,39

35,08:30-08:45,0,70.6,57.84,0,82.36,111.42,0,17.44,5.76,12.48,5.63,82.36,24.77,20.35,4.84,10.73,-3.87,29.26,0,26.8708,53.29,5.63,150.67,40.69,26.8708,17.5,11,122.13,17.5,68.42,35,33,52.5,33,33.33,33,33.33,42,22,24.42,99,15.01,26,46

36,08:45-09:00,0,70.6,57.84,0,82.36,111.42,0,17.44,6.53,12.48,6.38,82.36,24.77,20.35,4.84,10.73,-3.87,29.27,0,26.8708,53.29,6.38,150.67,40.69,26.8708,17.84,11.66,137.88,17.83,76.79,42,33,53.5,33,33.33,33,33.33,48,25,27.57,113,15.41,29,53

37,09:00-09:15,0,70.6,57.84,0,0,111.42,0,0,7.23,12.48,7.05,0,24.77,0,4.84,10.73,-3.87,30.28,0,26.8708,53.29,7.05,150.67,0,26.8708,14.16,6.66,152.75,14.17,84.63,50,33,42.5,33,31.67,33,31.67,54,28,30.55,127,16.01,30,60

38,09:15-09:30,0,70.6,57.84,0,0,111.42,0,0,7.91,12.48,7.71,0,24.77,0,4.84,10.73,-3.87,29.27,0,26.8708,53.29,7.71,150.67,0,26.8708,14.16,6.66,166.14,14.17,91.45,56,33,42.5,33,31.67,33,31.67,60,31,33.23,141,16.41,32,65

39,09:30-09:45,0,70.6,57.84,0,0,111.42,0,0,8.96,12.48,8.74,0,24.77,0,4.84,10.73,-3.87,29.77,0,26.8708,53.29,8.74,150.67,0,26.8708,14.16,6.66,179.52,14.17,98.19,65,33,42.5,33,31.67,33,31.67,61,34,35.9,144,20.41,38,71

40,09:45-10:00,0,70.6,57.84,0,0,111.42,0,0,10.09,12.48,9.84,0,24.77,0,4.84,10.73,-3.87,29.77,0,26.8708,53.29,9.84,150.67,0,26.8708,14.16,7,193.15,14.17,104.67,72,33,42.5,33,31.67,33,31.67,65,37,38.63,153,20.01,39,76

41,10:00-10:15,0,70.6,57.84,0,0,111.42,0,0,11.05,12.48,10.78,0,24.77,0,4.75,10.73,-3.87,29.77,0,26.8708,53.29,10.78,150.67,0,26.8708,14.34,7.66,186.73,14.33,109.61,75,33,43,33,31.67,33,31.67,69,39,37.35,161,19.01,40,81

42,10:15-10:30,0,70.6,57.84,0,0,111.42,0,0,11.67,12.48,11.38,0,24.77,0,4.75,10.73,-3.87,28.26,0,26.8708,53.29,11.38,150.67,0,26.8708,14.66,8.34,197.19,14.67,112.66,80,33,44,33,31.67,33,31.67,72,41,39.44,168,17.61,41,87

43,10:30-10:45,0,70.6,57.84,0,0,111.42,0,0,12.31,12.48,12.02,0,24.77,0,4.75,10.73,-3.87,27.76,0,26.8708,53.29,12.02,150.67,0,26.8708,8.34,8.66,210.17,8.33,111.38,83,33,25,33,31.67,33,31.67,75,44,42.03,175,24.81,42,91

44,10:45-11:00,0,70.6,57.84,0,0,111.42,0,0,12.96,12.48,12.64,0,24.77,0,4.75,10.73,-3.87,27.76,0,26.8708,53.29,12.64,150.67,0,26.8708,8.84,10,218.25,8.83,113.14,84,33,26.5,33,28.67,33,28.67,76,44,43.65,179,25.21,43,91

45,11:00-11:15,0,70.6,57.84,0,0,111.42,0,0,14.68,12.48,14.31,0,24.77,0,4.75,10.73,-3.87,27.76,0,26.8708,53.29,14.31,193.78,0,26.8708,9.34,16.66,203.11,9.33,114.35,88,33,28,33,28.67,33,28.67,78,44,40.62,182,34.01,44,91

46,11:15-11:30,0,70.6,57.84,0,0,111.42,0,0,14.81,12.48,14.46,0,24.77,0,4.75,10.73,-3.87,27.76,0,26.8708,53.29,14.46,213.16,0,26.8708,9.5,17.66,205.15,9.5,115.01,88,33,28.5,33,28.67,33,28.67,79,44,41.03,186,34.41,44,91

47,11:30-11:45,0,70.6,57.84,0,0,111.42,0,0,14.93,12.48,14.57,0,24.77,0,4.75,10.73,-3.87,27.76,0,26.8708,53.29,14.57,213.16,0,26.8708,9.84,18.66,176.67,9.83,116.58,85,33,29.5,33,18.33,33,18.33,81,43,35.33,189,35.01,43,90

48,11:45-12:00,0,70.6,57.84,0,0,111.42,0,0,15.05,12.48,14.69,0,24.77,0,4.75,10.73,-3.87,27.76,0,26.8708,53.29,14.69,213.16,0,26.8708,10.16,19.66,179.17,10.17,117.42,85,33,30.5,33,18.33,33,18.33,81,43,35.83,189,36.01,43,90

49,12:00-12:15,0,70.6,57.84,0,0,111.42,0,0,15.07,12.48,14.7,0,24.77,0,4.84,10.73,-3.87,27.76,0,26.8708,53.29,14.7,174.4,0,26.8708,10.5,7.34,183.33,10.5,117.36,85,33,31.5,33,16.67,33,16.67,72,43,36.67,168,37.02,40,90

50,12:15-12:30,0,70.6,57.84,0,0,111.42,0,0,15.09,12.48,14.71,0,24.77,0,4.84,10.73,-3.87,27.76,0,26.8708,53.29,14.71,174.4,0,26.8708,10.84,7.34,183.33,10.83,117.1,85,33,32.5,33,16.67,33,16.67,75,43,36.67,175,38.02,40,90

51,12:30-12:45,0,70.6,57.84,0,0,111.42,0,0,15.11,12.48,14.75,0,24.77,0,4.84,10.73,-3.87,27.76,0,26.8708,53.29,14.75,174.4,0,26.8708,11,6,183.33,11,109.28,77,33,33,33,16.67,33,16.67,76,39,36.67,179,38.42,40,81

52,12:45-13:00,0,70.6,57.84,0,0,111.42,0,0,15.13,12.48,14.77,0,24.77,0,4.84,10.73,-3.87,28.26,0,26.8708,53.29,14.77,174.4,0,26.8708,11.16,6,183.33,11.17,100.95,76,33,33.5,33,17,33,17,78,39,36.67,182,38.82,40,81

53,13:00-13:15,0,70.6,57.84,0,0,111.42,0,0,12.33,12.48,12.03,0,24.77,0,4.94,10.73,-3.87,28.26,0,26.8708,53.29,12.03,150.67,0,26.8708,11.34,6,183.33,11.33,92.04,78,33,34,33,17.67,33,17.67,72,38,36.67,168,39.22,38,79

54,13:15-13:30,0,70.6,57.84,0,0,111.42,0,0,12.33,12.48,12.03,0,24.77,0,4.94,10.73,-3.87,28.26,0,26.8708,53.29,12.03,150.67,0,26.8708,11.5,6,183.33,11.5,82.42,78,33,34.5,33,18.33,33,18.33,72,38,36.67,168,40.02,38,80

55,13:30-13:45,0,70.6,57.84,0,0,111.42,0,0,12.33,12.48,12.03,0,24.77,0,4.94,10.73,-3.87,29.27,0,26.8708,53.29,12.03,174.4,0,26.8708,11.84,6,183.33,11.83,93.56,72,33,35.5,33,0,33,0,76,42,36.67,179,41.02,35,88

56,13:45-14:00,0,70.6,57.84,0,0,140.49,0,0,12.33,12.48,12.03,0,24.77,0,4.94,10.73,-3.87,29.27,0,26.8708,53.29,12.03,174.4,0,26.8708,12,6,183.33,12,95.59,70,33,36,33,0,33,0,76,42,36.67,179,42.02,34,88

57,14:00-14:15,0,53.81,57.84,0,0,172.12,0,0,12.33,12.48,12.03,0,24.77,0,5.22,12.76,-3.87,29.27,0,26.8708,53.29,12.03,174.4,0,26.8708,9.16,6,179.17,9.17,96.78,70,33,27.5,33,0,33,0,76,42,35.83,179,43.02,33,88

58,14:15-14:30,0,49.54,57.84,0,0,172.12,0,0,12.33,12.48,12.03,0,24.77,0,5.22,12.76,-3.87,29.27,0,26.8708,53.29,12.03,174.4,0,26.8708,9.16,6,173.94,9.17,97.02,70,33,27.5,33,0,33,0,73,42,34.79,172,43.02,32,88

59,14:30-14:45,0,45.27,57.84,0,0,172.12,0,0,8.7,12.48,8.49,0,24.77,0,5.22,12.76,-3.87,29.27,0,26.8708,53.29,8.49,174.4,0,26.8708,9.16,6,162.28,9.17,87.28,65,33,27.5,33,0,33,0,70,41,32.46,165,43.02,33,86

60,14:45-15:00,0,40.99,57.84,0,0,172.12,0,0,8.7,12.48,8.49,0,24.77,0,5.22,12.76,-3.87,29.27,0,26.8708,53.29,8.49,174.4,0,26.8708,9.16,6,150.62,9.17,77.39,62,33,27.5,33,0,33,0,67,40,30.12,158,43.02,32,83

61,15:00-15:15,0,36.73,68.34,0,0,206.91,0,0,8.7,12.48,8.49,0,24.77,0,5.69,12.76,-3.87,29.27,0,26.8708,82.36,8.49,213.16,0,26.8708,9.16,6,147.1,9.17,62.03,58,33,27.5,33,0,33,0,63,37,29.42,147,43.02,35,78

62,15:15-15:30,0,35.31,87.39,0,0,263.06,0,0,8.39,12.48,8.19,0,24.77,0,5.69,12.76,-3.87,29.27,0,26.8708,100.94,8.19,232.54,0,26.8708,9.16,6.34,143.58,9.17,53.11,55,33,27.5,33,0,33,0,60,35,28.72,140,43.02,33,73

63,15:30-15:45,0,43.84,87.39,0,0,263.06,0,0,7.66,12.48,7.48,0,24.77,0,5.69,12.76,4.39,29.27,0,26.8708,100.94,7.48,273.96,0,26.8708,13.34,23.34,140.07,13.33,52.43,55,33,40,33,0,33,0,55,32,28.01,130,36.01,33,68

64,15:45-16:00,0,52.39,87.39,0,0,263.06,0,0,6.69,12.48,6.51,0,24.77,0,5.69,12.76,4.31,28.26,0,26.8708,100.94,6.51,273.96,0,26.8708,13.66,23.34,136.55,13.67,51.12,53,33,41,33,0,33,0,51,30,27.31,119,36.42,30,63

65,16:00-16:15,0,60.92,76.47,0,0,263.06,0,0,5.69,12.48,5.55,0,24.77,0,5.96,12.76,3.87,28.26,0,26.8708,100.94,5.55,273.96,0,26.8708,14.16,23.34,126.74,14.17,48.86,52,33,42.5,33,0,33,0,52,28,25.35,123,37.02,26,60

66,16:15-16:30,0,69.47,76.47,0,0,263.06,0,0,5.24,12.48,5.13,0,24.77,0,5.96,12.76,3.87,28.26,0,26.8708,100.94,5.13,273.96,0,26.8708,14.66,23.34,116.93,14.67,45.75,48,33,44,33,0,33,0,46,25,23.39,109,38.02,24,53

67,16:30-16:45,0,70.6,76.47,0,0,263.06,0,0,4.81,12.48,4.69,0,24.77,0,5.96,12.76,3.87,28.26,0,26.8708,100.94,4.69,273.96,0,26.8708,15,23.34,107.13,15,35.79,45,33,45,33,0,33,0,40,22,21.42,95,39.02,23,46

68,16:45-17:00,0,70.6,76.47,0,0,263.06,0,0,4.6,12.48,4.49,0,24.77,0,5.96,12.76,3.87,28.26,0,26.8708,100.94,4.49,273.96,0,26.8708,15,23.34,97.32,15,27.67,40,23,45,33,0,33,0,34,19,19.46,81,40.02,20,39

69,17:00-17:15,0,70.6,76.47,0,82.36,263.06,0,17.44,4.4,12.48,4.28,82.36,24.77,20.35,6.34,15.08,3.87,28.26,0,26.8708,100.94,4.28,273.96,40.69,26.8708,15.34,25.34,82.34,15.33,20.34,31,16,46,33,0,29.86,0,30,16,16.47,70,41.02,17,34

70,17:15-17:30,0,70.6,76.47,0,82.36,263.06,0,17.44,3.52,12.48,3.42,82.36,24.77,20.35,6.34,15.08,3.87,28.26,0,26.8708,100.94,3.42,273.96,40.69,26.8708,16.34,25.34,67.37,16.33,14.18,27,8,49,33,0,23.19,0,24,13,13.47,56,42.02,14,27

71,17:30-17:45,0,70.6,76.47,0,82.36,263.06,0,17.44,2.63,12.48,2.57,82.36,24.77,20.35,6.34,15.08,0,28.26,0,26.8708,100.94,2.57,273.96,40.69,26.8708,19.16,25.34,52.38,19.17,10.67,20,3,57.5,33,0,17.4,0,19,10,10.48,46,44.02,11,20

72,17:45-18:00,0,70.6,57.84,0,82.36,206.91,0,17.44,1.93,12.48,1.88,82.36,24.77,20.35,6.34,15.08,0,28.26,0,26.8708,100.94,1.88,273.96,40.69,26.8708,20.84,25.34,37.41,20.83,6.95,15,0,62.5,24.56,0,12.53,0,13,7,7.48,32,44.02,7,15

73,18:00-18:15,0,70.6,75.57,0,82.36,263.06,0,17.44,1.21,12.48,1.18,82.36,24.77,20.35,6.7,15.08,0,29.27,0,26.8708,100.94,1.18,273.96,40.69,26.8708,21.34,25.34,28.97,21.33,3.21,12,0,64,0,0,0,0,9,5,5.79,21,44.02,7,10

74,18:15-18:30,0,70.6,75.57,0,82.36,263.06,0,17.44,0.72,12.48,0.71,82.36,24.77,20.35,6.7,15.08,0,29.27,0,26.8708,100.94,0.71,273.96,40.69,26.8708,22.5,25.34,20.53,22.5,1.02,8,0,67.5,0,0,0,0,6,3,4.1,14,44.02,5,5

75,18:30-18:45,0,70.6,75.57,0,82.36,263.06,0,17.44,0.22,12.48,0.22,82.36,24.77,20.35,6.7,15.08,0,29.27,0,26.8708,80.75,0.22,273.96,40.69,26.8708,24.16,25.34,12.09,24.17,0,6,0,72.5,0,0,0,0,3,1,2.42,7,44.02,3,3

76,18:45-19:00,0,70.6,75.57,0,82.36,263.06,0,17.44,0.11,12.48,0.11,82.36,24.77,20.35,6.7,15.08,0,29.27,0,26.8708,80.75,0.11,273.96,40.69,26.8708,25,25.34,3.65,25,0,4,0,75,0,0,0,0,1,0,0.73,4,44.02,2,1

77,19:00-19:15,0,66.44,75.57,0,82.36,263.06,0,17.44,0,12.48,0,82.36,24.77,20.35,6.06,15.08,0,29.27,0,25.9614,80.75,0,273.96,40.69,32,25,25.34,2.05,25,0,2,0,75,0,0,0,0,0,0,0.41,1,44.02,1,0

78,19:15-19:30,0,66.44,75.57,0,82.36,263.06,0,17.44,0,12.48,0,82.36,24.77,20.35,6.06,15.08,0,28.77,0,21.5632,80.75,0,273.96,40.69,32,25,25.34,0.91,25,0,1,0,75,0,0,0,0,0,0,0.18,1,44.02,0,0

79,19:30-19:45,0,83.5,75.57,0,82.36,263.06,0,17.44,0,12.48,0,82.36,24.77,20.35,6.06,15.08,0,28.77,0,21.5632,80.75,0,273.96,40.69,32,25,25.34,0.23,25,0,0,0,75,0,0,0,0,0,0,0.04,0,44.02,0,0

