Block,Time,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/31052040/LT-31,WR/01102023/16072048/L_NR_2022_08,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/L_NR_2019_05,NR/01102023/14082046/L_NR_2021_16,NR/01102023/22052037/LT-59,NR/01102023/02012046/L_NR_2021_17,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/30052048/L_NR_2022_10,NR/30092023/31122025/SH-07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/30042040/GNA_LT_35,WR/01102023/31032046/L_NR_2020_05,NR/30092023/26122029/SH-06,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61
86,21:15-21:30,31.890000,3.230000,208.760000,271.830000,3.490000,0,7.5,0.000000,74.110000,7.5,0,0.000000,7.34,0,0,0,3.580000,0,101.230000,106.800000,0,0.000000,30.67,2.110000,0,0.000000,22.5,30.930000,0,0,0,30.67,0,7.01

87,21:30-21:45,31.890000,3.230000,208.760000,271.830000,3.490000,0,7.5,0.000000,74.110000,7.5,0,0.000000,7.34,0,0,0,3.580000,0,101.230000,106.800000,0,0.000000,30.16,16.520000,0,0.000000,22.5,16.520000,0,0,0,30.16,0,7.01

88,21:45-22:00,31.890000,3.230000,208.760000,271.830000,3.490000,0,7.5,0.000000,74.110000,7.5,0,0.000000,7.34,0,0,0,3.580000,0,101.230000,106.800000,0,0.000000,29.49,16.520000,0,0.000000,22.5,16.520000,0,0,0,29.49,0,7.01

89,22:00-22:15,31.890000,3.230000,208.760000,271.830000,3.490000,0,7.5,0.000000,74.110000,7.5,0,0.000000,7.34,0,0,0,3.580000,0,101.230000,106.800000,0,0.000000,29.31,16.520000,0,0.000000,22.5,16.520000,0,0,0,29.31,0,7.01

90,22:15-22:30,31.890000,3.230000,208.760000,271.830000,3.490000,0,7.5,0.000000,74.110000,7.5,0,0.000000,7.34,0,0,0,3.580000,0,101.230000,106.800000,0,0.000000,28.84,16.520000,0,0.000000,22.5,16.520000,0,0,0,28.84,0,7.01

91,22:30-22:45,31.890000,3.230000,208.760000,271.830000,3.490000,0,7.5,0.000000,74.110000,7.5,0,0.000000,7.34,0,0,0,3.580000,0,101.230000,106.800000,0,0.000000,28.34,16.520000,0,0.000000,22.5,16.520000,0,0,0,28.34,0,7.01

92,22:45-23:00,31.890000,3.230000,208.760000,271.830000,3.490000,0,7.5,0.000000,74.110000,7.5,0,0.000000,7.34,0,0,0,3.580000,0,101.230000,106.800000,0,0.000000,28.28,16.520000,0,0.000000,22.5,16.520000,0,0,0,28.28,0,7.01

93,23:00-23:15,30.930000,3.230000,208.760000,271.830000,3.490000,0,7.5,0.000000,74.110000,7.5,0,0.000000,7.34,0,0,0,3.420000,0,101.230000,106.800000,0,0.000000,28.01,16.520000,0,0.000000,22.5,16.520000,0,0,0,28.01,0,7.01

94,23:15-23:30,30.930000,3.230000,208.760000,271.830000,3.490000,0,7.5,0.000000,74.110000,7.5,0,0.000000,7.34,0,0,0,3.420000,0,101.230000,106.800000,0,0.000000,27.95,16.520000,0,0.000000,22.5,16.520000,0,0,0,27.95,0,7.01

95,23:30-23:45,30.930000,3.230000,208.760000,271.830000,3.490000,0,7.5,0.000000,74.110000,7.5,0,0.000000,7.34,0,0,0,3.420000,0,101.230000,106.800000,0,0.000000,27.75,16.520000,0,0.000000,22.5,16.520000,0,0,0,27.75,0,7.01

96,23:45-24:00,30.930000,3.230000,208.760000,271.830000,3.490000,0,7.5,0.000000,74.110000,7.5,0,0.000000,7.34,0,0,0,3.420000,0,101.230000,106.800000,0,0.000000,27.62,16.520000,0,0.000000,22.5,16.520000,0,0,0,27.62,0,7.01

