Block,Time,DULHASTI,KGSU1AND2,KHSTPP-I,KKNPPU2,NAPP,RAMPUR,RIHAND3,TANAKPUR,UNCHAHAR3,URI2,ANTA_RF,AURY_CRF,AURY_RF,DADRI_RF,BSIUL,CHAMERA2,MAPS,NLCEXP,SASAN,TEHRI,TelanganaSTPP,DADRI_GF,DHAULIGNGA,KHSTPP-II,KKNP,NLCIIST1,PARBATI3,RAPPD,RSTPSU1TO6,SIMHST1,TANDA2,ANTA_GF,DADRI_CRF,DADRI_LF,DADRT2,KGSU3AND4,KOLDAM,KOTESHWR,NJPC,NLCTS2EXP,NNTPP,PARBATI2,RSTPSU7,SINGRAULI_HYDRO,TEHRIPSP,AURY_LF,BRBCL,CHAMERA1,JHAJJAR,RAPPC,RIHAND2,TALST2,URI,NLCIIST2,RAPPB,SALAL,SEWA2,SINGRAULI,UNCHAHAR1,UNCHAHAR4,NTPL,RIHAND1,SIMHST2,UNCHAHAR2,ANTA_CRF,ANTA_LF,CHAMERA3,FSTPP I & II,KISHANGANGA,KUDGI,TALA,VALLURNTECL,AURY_GF
6,01:15-01:30,55.38,0,44.62,0,24.48,0,130.84,13.06,27.69,38.97,34.64,0,80.26,79.04,0,47.12,0,0,337.5,62.61,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,549.38,0,8.62,40.57,0,0,0,0,0,0.66,83.18,0,24.99,42.15,667.25,65.75,125.27,0,47.47,0,0,72.05,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,18.76,7.05,0,23.81,0,0

7,01:30-01:45,55.38,0,44.62,0,24.48,0,130.84,13.06,27.69,38.97,34.64,0,80.26,79.04,0,47.12,0,0,337.5,62.61,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,549.38,0,8.62,40.57,0,0,0,0,0,0.66,83.18,0,24.99,42.15,667.25,65.75,125.27,0,47.47,0,0,72.05,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,18.76,7.05,0,23.81,0,0

8,01:45-02:00,55.38,0,44.62,0,24.48,0,130.84,13.06,27.69,38.97,34.64,0,80.26,79.04,0,47.12,0,0,337.5,62.61,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,549.38,0,8.62,40.57,0,0,0,0,0,0.66,83.18,0,24.99,42.15,667.25,65.75,125.27,0,47.47,0,0,72.05,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,18.76,7.05,0,23.81,0,0

9,02:00-02:15,55.38,0,44.62,0,24.48,0,130.84,13.06,27.69,38.97,34.64,0,80.26,79.04,0,47.12,0,0,337.5,62.61,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,549.38,0,8.62,30.43,0,0,0,0,0,0.66,83.18,0,24.99,42.15,667.25,65.75,125.27,0,47.47,0,0,72.05,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,18.76,7.05,0,23.76,0,0

10,02:15-02:30,55.38,0,44.62,0,24.48,0,130.84,13.06,27.69,38.97,34.64,0,80.26,79.04,0,47.12,0,0,337.5,62.61,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,549.38,0,8.62,30.43,0,0,0,0,0,0.66,83.18,0,24.99,42.15,667.25,65.75,125.27,0,47.47,0,0,72.05,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,18.76,7.05,0,23.76,0,0

11,02:30-02:45,55.38,0,44.62,0,24.48,0,130.84,13.06,27.69,38.97,34.64,0,80.26,79.04,0,47.12,0,0,337.5,62.61,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,549.38,0,8.62,20.29,0,0,0,0,0,0.66,83.18,0,24.99,42.15,667.25,65.75,125.27,0,47.47,0,0,72.05,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,18.76,7.05,0,23.76,0,0

12,02:45-03:00,55.38,0,44.62,0,24.48,0,130.84,13.06,27.69,38.97,34.64,0,80.26,79.04,0,47.12,0,0,337.5,62.61,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,549.38,0,8.62,20.29,0,0,0,0,0,0.66,83.18,0,24.99,42.15,667.25,65.75,125.27,0,47.47,0,0,72.05,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,18.76,7.05,0,23.76,0,0

13,03:00-03:15,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,35.02,0,80.26,79.04,0,47.12,0,0,337.5,62.61,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,20.29,0,0,0,0,0,0.66,83.18,0,24.99,42.15,667.25,65.75,125.27,0,47.47,0,0,66.23,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,18.76,7.05,0,23.76,0,0

14,03:15-03:30,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,35.02,0,80.26,79.04,0,47.12,0,0,337.5,62.61,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,20.29,0,0,0,0,0,0.66,83.18,0,24.99,42.15,667.25,65.75,125.27,0,47.47,0,0,66.23,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,18.76,7.05,0,23.76,0,0

15,03:30-03:45,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,35.02,0,80.26,79.04,0,47.12,0,0,337.5,62.61,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,20.29,0,0,0,0,0,0.66,83.18,0,24.99,42.15,667.25,65.75,125.27,0,47.47,0,0,65.07,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,18.76,7.05,0,28.55,0,0

16,03:45-04:00,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,35.02,0,80.26,79.04,0,47.12,0,0,337.5,62.61,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,20.29,0,0,0,0,0,0.66,83.18,0,24.99,42.15,667.25,65.75,125.27,0,47.47,0,0,65.07,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,18.76,7.05,0,28.52,0,0

17,04:00-04:15,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,35.02,0,80.26,79.04,0,47.12,0,0,337.5,62.61,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,20.29,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,47.47,0,0,65.07,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,18.76,7.05,0,28.37,0,0

18,04:15-04:30,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,35.02,0,80.26,79.04,0,47.12,0,0,337.5,62.61,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,20.29,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,47.47,0,0,65.07,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,18.76,7.05,0,28.37,0,0

19,04:30-04:45,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,35.02,0,80.26,79.04,0,47.12,0,0,337.5,62.61,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,20.29,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,47.47,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,18.76,7.05,0,28.25,0,0

20,04:45-05:00,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,35.02,0,80.26,79.04,0,47.12,0,0,337.5,62.61,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,20.29,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,47.47,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,18.76,7.05,0,28.2,0,0

21,05:00-05:15,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,35.02,0,80.26,79.04,0,47.12,0,0,337.5,62.61,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,20.29,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,47.47,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,18.76,7.05,0,27.96,0,0

22,05:15-05:30,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,35.02,0,80.26,79.04,0,47.12,0,0,337.5,62.61,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,20.29,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,47.47,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,18.76,7.05,0,27.52,0,0

23,05:30-05:45,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,35.02,0,80.26,79.04,0,47.12,0,0,337.5,62.61,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,20.29,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,47.47,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,18.76,7.05,0,27.22,0,0

24,05:45-06:00,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,35.02,0,80.26,79.04,0,47.12,0,0,337.5,62.61,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,20.29,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,47.47,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,18.76,7.05,0,26.95,0,0

25,06:00-06:15,55.38,0,44.62,0,24.48,0.9,130.84,11.91,27.69,36.97,35.02,0,80.26,79.04,0,47.12,0,0,337.5,62.61,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,20.29,26.88,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,47.47,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,18.76,7.05,0,26.64,0,0

26,06:15-06:30,55.38,0,44.62,0,24.48,1.8,130.84,11.91,27.69,36.97,35.02,0,80.26,79.04,0,47.12,0,0,337.5,62.61,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,53.77,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,52.36,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,18.76,7.05,0,26.72,0,0

27,06:30-06:45,55.38,0,44.62,0,24.48,2.69,130.84,11.91,27.69,36.97,35.02,0,80.26,79.04,0,47.12,0,0,337.5,62.61,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,80.65,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,52.36,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,18.76,7.05,0,26.79,0,0

28,06:45-07:00,55.38,0,44.62,0,24.48,3.59,130.84,11.91,27.69,36.97,35.02,0,80.26,79.04,0,47.12,0,0,337.5,62.61,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,107.54,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,52.36,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,18.76,7.05,0,26.87,0,0

29,07:00-07:15,55.38,0,44.62,0,24.48,4.49,130.84,11.91,27.69,36.97,51.96,0,80.26,79.04,0,47.12,0,0,337.5,62.61,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,134.43,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,47.47,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,18.76,7.05,0,28.05,0,0

30,07:15-07:30,55.38,0,44.62,0,24.48,5.39,130.84,11.91,27.69,36.97,51.96,0,80.26,79.04,0,47.12,0,0,337.5,62.61,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,161.31,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,47.47,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,18.76,7.05,0,28.25,0,0

31,07:30-07:45,55.38,0,44.62,0,24.48,5.7,130.84,11.91,27.69,36.97,51.96,0,80.26,79.04,0,47.12,0,0,337.5,62.61,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,175.79,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,47.47,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,18.76,7.05,0,28.55,0,0

32,07:45-08:00,55.38,0,44.62,0,24.48,5.7,130.84,11.91,27.69,36.97,51.96,0,80.26,79.04,0,47.12,0,0,337.5,46.95,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,175.79,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,47.47,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,18.76,7.05,0,28.6,0,0

33,08:00-08:15,55.38,0,44.62,0,24.48,5.7,130.84,11.91,27.69,36.97,51.33,0,80.26,79.04,0,47.12,0,0,337.5,31.31,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,175.79,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,47.47,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,7.05,0,28.95,0,0

34,08:15-08:30,55.38,0,44.62,0,24.48,5.7,130.84,11.91,27.69,36.97,51.33,0,80.26,79.04,0,47.12,0,0,337.5,15.65,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,175.79,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,52.36,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,7.05,0,28.64,0,0

35,08:30-08:45,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,51.33,0,80.26,79.04,0,47.12,0,0,337.5,0,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,52.36,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,7.05,0,28.52,0,0

36,08:45-09:00,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,51.33,0,80.26,79.04,0,47.12,0,0,337.5,0,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,52.36,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,7.05,0,28.58,0,0

37,09:00-09:15,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,50.06,0,79.87,79.04,0,47.12,0,0,337.5,0,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,52.36,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,7.05,0,28.6,0,0

38,09:15-09:30,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,50.06,0,79.87,79.04,0,47.12,0,0,337.5,0,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,46.92,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,7.05,0,28.75,0,0

39,09:30-09:45,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,50.06,0,79.87,79.04,0,47.12,0,0,337.5,0,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,46.92,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,7.05,0,24.11,0,0

40,09:45-10:00,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,50.06,0,79.87,79.04,0,47.12,0,0,337.5,0,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,46.92,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,7.05,0,24.11,0,0

41,10:00-10:15,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,50.06,0,79.87,79.04,0,47.12,0,0,337.5,0,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,46.92,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,7.05,0,24.99,0,0

42,10:15-10:30,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,50.06,0,79.87,79.04,0,47.12,0,0,337.5,0,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,46.92,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,7.05,0,24.99,0,0

43,10:30-10:45,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,50.06,0,79.87,79.04,0,47.12,0,0,343.12,0,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,35.88,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,7.05,0,24.99,0,0

44,10:45-11:00,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,50.06,0,79.87,79.04,0,47.12,0,0,343.12,0,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,46.92,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,7.05,0,24.99,0,0

45,11:00-11:15,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,49.43,0,78.96,79.04,0,47.12,0,0,343.12,0,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,48.57,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,7.05,0,25.99,0,0

46,11:15-11:30,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,49.43,0,78.96,79.04,0,47.12,0,0,343.12,0,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,48.57,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,7.05,0,25.99,0,0

47,11:30-11:45,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,49.43,0,78.96,79.04,0,47.12,0,0,343.12,0,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,48.57,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,7.05,0,25.4,0,0

48,11:45-12:00,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,49.43,0,78.96,79.04,0,47.12,0,0,343.12,0,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,48.57,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,7.05,0,24.52,0,0

49,12:00-12:15,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,48.8,0,78.96,79.04,0,47.12,0,0,343.12,0,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,48.57,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,7.05,0,24.52,0,0

50,12:15-12:30,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,48.8,0,78.96,79.04,0,47.12,0,0,343.12,0,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,48.57,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,7.05,0,24.52,0,0

51,12:30-12:45,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,48.8,0,77.92,79.04,0,47.12,0,0,343.12,0,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,35.33,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,6.96,0,25.4,0,0

52,12:45-13:00,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,48.8,0,77.92,79.04,0,47.12,0,0,343.12,0,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,35.33,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,6.96,0,25.4,0,0

53,13:00-13:15,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,48.8,0,77.92,79.04,0,47.12,0,0,343.12,0,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,35.33,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,6.96,0,25.4,0,0

54,13:15-13:30,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,48.16,0,77.92,79.04,0,47.12,0,0,343.12,0,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,35.33,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,6.96,0,25.4,0,0

55,13:30-13:45,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,48.16,0,77.92,79.04,0,47.12,0,0,343.12,0,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,48.57,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,6.96,0,25.4,0,0

