Block,Time,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_02,NR/27062024/27062024/HPX-TAMCTG-260624-01490,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/20062024/30062024/1000011400-GOHP-BRPL(DISCOM),NR/01102023/31102037/L_NR_2019_11,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01062024/30062024/IEPL01,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/16062024/30062024/1000011196-KWHPS-BRPL(DISCOM),NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/23072042/L_NR_2012_04,NR/01062024/30062024/R2,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/30092023/26122029/SH-06,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01062024/30062024/1000011034-ACBL-BRPL,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02012046/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05
20,04:45-05:00,100.500000,7.790000,272.770000,0.000000,31.290000,16.090000,261.920000,0.000000,103.990000,87.020000,48.240000,24.150000,10.400000,0.000000,0.000000,21.750000,67.530000,10.210000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,30.870000,48.240000,16.120000,15.680000,24.120000,7.34,0,0,0,0,0,6.83,0,43.01,0,0,0,0,0,0,15,15,6.84,0,0,20.5

21,05:00-05:15,100.500000,7.520000,272.770000,0.000000,31.290000,16.090000,230.430000,0.000000,103.990000,63.270000,48.240000,30.870000,10.400000,0.000000,0.000000,21.750000,67.530000,9.820000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,30.870000,48.240000,15.740000,24.120000,24.120000,7.34,0,0,0,0,0,6.83,0,43.01,0,0,0,0,0,0,15,15,6.84,0,0,20.5

22,05:15-05:30,100.500000,7.520000,272.770000,0.000000,31.290000,12.290000,201.490000,0.000000,103.990000,63.270000,48.240000,30.870000,10.400000,0.000000,0.000000,21.750000,67.530000,9.820000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,30.870000,48.240000,15.740000,24.120000,24.120000,7.34,0,0,0,0,0,6.83,0,43.01,0,0,0,0,0,0,15,15,6.84,0,0,20.5

23,05:30-05:45,100.500000,7.520000,272.770000,0.000000,31.290000,12.290000,201.490000,0.000000,103.990000,63.270000,48.240000,30.870000,10.400000,0.000000,0.000000,21.750000,67.530000,9.820000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,30.870000,48.240000,15.740000,24.120000,24.120000,7.34,0,0,0,1.140048,0,6.83,0,43.01,0,0,0,0,0,0,15,15,6.84,0,0,20.5

24,05:45-06:00,100.500000,7.520000,272.770000,0.000000,30.780000,12.290000,201.490000,0.000000,103.990000,63.270000,48.240000,30.870000,10.400000,0.000000,0.000000,21.750000,67.530000,9.820000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,30.870000,48.240000,15.740000,24.120000,24.120000,7.34,0,0,0,1.65648,0,6.83,0.17,43.01,0,0.2,0,0,0,0,15,15,6.84,0.53,0.11,20.5

25,06:00-06:15,71.560000,7.330000,272.770000,0.000000,30.780000,12.290000,166.840000,0.000000,112.500000,57.590000,48.240000,30.870000,10.400000,0.000000,0.000000,21.750000,67.530000,9.430000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,30.870000,48.240000,15.380000,24.120000,24.120000,7.34,0,0,1,4.375056,8.99,6.83,1.56,43.01,1,1,0,1,0,6.94,15,15,6.84,3.49,0.7,20.5

26,06:15-06:30,53.060000,7.330000,272.770000,0.090000,30.280000,12.290000,166.840000,0.000000,115.720000,57.590000,48.240000,30.870000,10.400000,0.080000,0.080000,21.750000,67.530000,9.430000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,30.870000,48.240000,15.380000,24.120000,24.120000,7.34,1,0,4,7.756224,16.97,6.83,3.56,43.01,2,2,0,1,2,10.1,15,15,6.84,7.53,1.51,20.5

27,06:30-06:45,53.060000,7.330000,272.770000,0.640000,30.280000,12.290000,166.840000,0.000000,115.720000,57.590000,48.240000,30.870000,10.400000,0.630000,0.630000,21.750000,67.530000,9.430000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,30.870000,48.240000,15.380000,24.120000,24.120000,7.34,3,0,7,11.49792,23.3,6.83,6.13,43.01,5,5,0,3,5.7,14.55,15,15,6.84,12.05,2.41,20.5

28,06:45-07:00,53.060000,7.330000,272.770000,1.030000,30.280000,12.290000,166.840000,0.000000,115.720000,57.590000,48.240000,30.870000,10.400000,1.000000,1.000000,21.750000,67.530000,9.430000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,30.870000,48.240000,15.380000,24.120000,24.120000,7.34,4,0,14,15.941184,31.52,6.83,8.91,43.01,8,6,0,6,10.45,24.48,15,15,6.84,17.96,3.59,20.5

29,07:00-07:15,53.060000,7.140000,231.530000,1.510000,30.280000,12.290000,120.590000,0.000000,107.210000,57.590000,48.240000,25.280000,10.400000,1.480000,1.480000,21.750000,67.530000,9.430000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,25.280000,48.240000,15.010000,24.120000,24.120000,7.34,5,0,21,20.959344,31.92,6.83,12.1,43.01,11,7,0,9,19,31.92,15,15,6.84,26.53,5.3,20.5

30,07:15-07:30,53.060000,7.140000,231.530000,2.100000,30.780000,12.290000,120.590000,0.000000,98.700000,57.590000,48.240000,25.280000,10.400000,2.040000,2.040000,21.750000,67.530000,9.430000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,25.280000,48.240000,15.010000,24.120000,24.120000,7.34,8,0,35,26.464704,30.15,6.83,15.67,43.01,16,10,0,15,30.15,30.15,15,15,6.84,37.59,7.52,20.5

31,07:30-07:45,53.060000,7.140000,231.530000,2.760000,31.290000,12.290000,110.940000,0.000000,90.190000,57.590000,48.240000,25.280000,10.400000,2.690000,2.690000,21.750000,67.530000,9.430000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,25.280000,48.240000,15.010000,24.120000,24.120000,7.34,11,0,42,33.119856,31.49,6.83,20.05,42.81,22,14,0,18,31.48,31.48,15,15,6.84,45.57,9.11,20.5

32,07:45:08:00,53.060000,7.140000,231.530000,3.680000,31.290000,12.290000,110.940000,0.000000,81.680000,57.590000,48.240000,25.280000,10.400000,3.580000,3.580000,21.750000,67.530000,9.430000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,25.280000,48.240000,15.010000,24.120000,24.120000,7.34,14,0,53,39.443712,32.16,6.83,24.11,42.61,29,17,0,22,32.17,32.17,15,15,6.84,57.92,11.58,20.5

33,08:00-08:15,53.060000,6.960000,231.530000,4.570000,31.290000,12.290000,110.940000,0.000000,73.170000,57.590000,48.240000,25.280000,10.090000,4.460000,4.460000,21.750000,67.530000,9.200000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,25.280000,48.240000,14.640000,24.120000,24.120000,7.34,16,0,63,46.079376,32.34,6.83,29.35,42.21,34,19,0,27,32.33,32.33,15,15,6.84,73.86,14.77,20.5

34,08:15-08:30,53.060000,6.960000,231.530000,5.490000,31.290000,12.290000,110.940000,0.000000,70.340000,57.590000,48.240000,25.280000,10.090000,5.360000,5.360000,21.750000,67.530000,9.200000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,25.280000,48.240000,14.640000,24.120000,24.120000,7.34,19,0,77,53.00736,32.84,6.83,34.28,41.81,41,22,0,33,32.83,32.83,15,15,6.84,87.58,17.52,20.5

35,08:30-08:45,53.060000,6.960000,192.940000,6.360000,31.290000,12.290000,110.940000,0.000000,70.340000,57.590000,48.240000,25.280000,10.090000,6.210000,6.210000,21.750000,67.530000,9.200000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,25.280000,48.240000,14.640000,24.120000,24.120000,7.34,21,0,91,59.574816,32.84,6.83,41.88,41.81,44,25,0,39,32.83,32.83,13.33,13.33,6.84,101.31,20.26,20.5

36,08:45:09:00,53.060000,6.960000,150.020000,7.190000,31.290000,12.290000,110.940000,0.000000,70.340000,57.590000,48.240000,25.280000,10.090000,7.010000,7.010000,21.750000,67.530000,9.200000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,25.280000,48.240000,14.640000,24.120000,24.120000,7.34,24,0,102,66.152016,33,6.83,48.27,41.81,49,28,0,43,33,33,13.33,13.33,6.84,114.65,22.93,20.5

37,09:00:09:15,53.060000,6.770000,150.020000,7.990000,31.290000,12.290000,110.940000,0.000000,70.340000,57.590000,0.000000,25.280000,8.920000,7.800000,7.800000,21.750000,67.530000,9.060000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,24.120000,0.000000,25.280000,0.000000,14.280000,24.120000,24.120000,6.66,27,0,112,72.553824,33,6.67,54.28,43.01,56,31,0,48,33,33,13.33,13.33,6.66,127.43,25.49,20

38,09:15-09:30,53.060000,6.770000,150.020000,8.750000,31.290000,12.290000,110.940000,0.000000,70.340000,57.590000,0.000000,25.280000,8.920000,8.540000,8.540000,21.750000,67.530000,9.060000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,24.120000,0.000000,25.280000,0.000000,14.280000,24.120000,24.120000,6.66,29,0,123,78.575616,33,6.67,59.9,43.01,61,33,0,52,33,33,13.33,13.33,6.66,139.54,27.91,20

39,09:30-09:45,53.060000,6.770000,150.020000,9.430000,31.290000,12.290000,110.940000,0.000000,70.340000,57.590000,0.000000,25.280000,8.920000,9.200000,9.200000,21.750000,67.530000,9.060000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,24.120000,0.000000,25.280000,0.000000,14.280000,24.120000,24.120000,6.66,31,0,133,83.759424,33,6.67,58.33,43.01,64,37,0,57,33,33,13.33,13.33,6.66,150.86,30.17,20

40,09:45-10:00,53.060000,6.770000,150.020000,10.060000,31.290000,12.290000,110.940000,0.000000,70.340000,57.590000,0.000000,25.280000,8.920000,9.810000,9.810000,21.750000,67.530000,9.060000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,24.120000,0.000000,25.280000,0.000000,14.280000,24.120000,24.120000,6.66,33,0,144,88.758096,33,6.67,61.67,43.01,70,35,0,61,33,33,13.33,13.33,6.66,161.41,32.28,20

41,10:00-10:15,53.060000,6.770000,150.020000,10.660000,30.780000,12.290000,110.940000,0.000000,70.340000,57.590000,0.000000,25.280000,8.540000,10.400000,10.400000,21.750000,0.000000,9.060000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.280000,0.000000,13.910000,0.000000,0.000000,6.66,36,0,151,92.694672,33,6.67,65,43.01,76,38,0,64,33,33,13.33,13.33,6.66,133.33,26.67,20

42,10:15-10:30,53.060000,6.770000,150.020000,11.180000,31.290000,12.290000,110.940000,0.000000,70.340000,57.590000,0.000000,25.280000,8.540000,10.910000,10.910000,21.750000,0.000000,9.060000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.280000,0.000000,13.910000,0.000000,0.000000,6.66,38,0,158,95.530176,33,6.67,68.33,43.01,80,39,0,67,33,33,13.33,13.33,6.66,150,30,20

43,10:30-10:45,53.060000,6.770000,150.020000,11.690000,31.290000,3.860000,110.940000,0.000000,70.340000,57.590000,0.000000,25.280000,8.540000,11.400000,11.400000,21.750000,0.000000,9.060000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.280000,0.000000,13.910000,0.000000,0.000000,6.66,40,0,158,98.102592,33,6.67,73.33,43.01,85,40,0,67,33,33,12.67,12.67,6.66,162.5,32.5,20

44,10:45-11:00,53.060000,6.770000,150.020000,12.080000,30.270000,3.860000,110.940000,0.000000,70.340000,57.590000,0.000000,25.280000,8.540000,11.780000,11.780000,21.750000,0.000000,9.060000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.280000,0.000000,13.910000,0.000000,0.000000,6.66,42,0,165,101.941728,33,6.67,78.33,43.01,87,41,0,70,33,33,12.67,12.67,6.66,170.83,34.17,20

45,11:00-11:15,53.060000,6.640000,150.020000,13.990000,30.270000,3.860000,109.980000,0.000000,70.340000,57.590000,0.000000,25.830000,8.150000,13.660000,13.660000,21.750000,0.000000,8.830000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.830000,0.000000,13.530000,0.000000,0.000000,6.66,42,0,168,105.352128,33,6.67,85.88,43.01,89,42,0,72,33,33,12.67,12.67,6.66,214.87,42.97,20

46,11:15-11:30,53.060000,6.640000,150.020000,14.110000,30.270000,3.860000,109.980000,0.000000,70.340000,57.590000,0.000000,25.830000,8.150000,13.770000,13.770000,21.750000,0.000000,8.830000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.830000,0.000000,13.530000,0.000000,0.000000,6.66,43,0,172,107.973264,33,6.67,85.85,43.01,89,42,0,73,33,33,12.67,12.67,6.66,215.97,43.19,20

47,11:30-11:45,53.060000,6.640000,150.020000,14.240000,30.270000,3.860000,109.980000,0.000000,70.340000,57.590000,0.000000,25.830000,8.150000,13.890000,13.890000,21.750000,0.000000,8.830000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.830000,0.000000,13.530000,0.000000,0.000000,6.66,43,0,179,108.528672,33,6.67,85.92,43.01,89,41,0,76,33,33,12.67,12.67,6.66,227.5,45.5,20

48,11:45-12:00,53.060000,6.640000,150.020000,14.260000,30.270000,3.860000,109.980000,0.000000,70.340000,57.590000,0.000000,25.830000,8.150000,13.900000,13.900000,21.750000,0.000000,8.830000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.830000,0.000000,13.530000,0.000000,0.000000,6.66,43,0,179,108.772272,33,6.67,86.09,43.01,89,43,0,76,33,33,12.67,12.67,6.66,227.5,45.5,20

49,12:00-12:15,53.060000,6.490000,150.020000,14.260000,30.270000,3.860000,109.980000,0.000000,70.340000,57.590000,0.000000,25.830000,8.150000,13.900000,13.900000,21.750000,0.000000,8.830000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.830000,0.000000,13.350000,0.000000,0.000000,6.66,43,0,179,108.470208,33,6.67,86.18,43.01,89,42,0,76,33,33,12.67,12.67,6.66,227.5,45.5,20

50,12:15-12:30,53.060000,6.490000,150.020000,14.260000,30.270000,3.860000,109.980000,0.000000,70.340000,57.590000,0.000000,25.830000,8.150000,13.900000,13.900000,21.750000,0.000000,8.830000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.830000,0.000000,13.350000,0.000000,0.000000,6.66,43,0,179,107.310672,33,6.67,86.15,43.01,89,41,0,76,33,33,12.67,12.67,6.66,227.5,45.5,20

51,12:30-12:45,53.060000,6.490000,150.020000,14.260000,28.760000,3.860000,109.980000,0.000000,70.340000,57.590000,0.000000,25.960000,9.310000,13.900000,13.900000,21.750000,0.000000,8.830000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.960000,0.000000,11.790000,0.000000,0.000000,6.66,43,0,179,106.6968,33,6.67,86.1,43.01,89,43.5,0,76,33,33,12.67,12.67,6.66,208.33,41.67,20

