Block,Time,NR/01102023/31052040/LT-31,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_35,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/19072037/LT-05,SR/01102023/07102043/L_NR_2018_61,WR/01102023/30052048/L_NR_2022_10,NR/01102023/06022042/L_NR_2012_02,WR/01102023/01102023/L_NR_2020_06,NR/01102023/30042040/GNA_LT_36,NR/01102023/02012046/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,NR/01102023/14082046/L_NR_2021_16,NR/01102023/05012040/L_NR_2020_02,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15
25,06:00-06:15,0.000000,0.000000,0.000000,27.980000,3.770000,26.050000,71.510000,26.050000,0,0,0,1.01,271.770000,4.120000,27.93,0,0,96.630000,7.41,34.67,168.140000,9.3,0.000000,0,8.95,0,0,101.210000,1.21,34.67,0,4.180000,9.31,0

26,06:15-06:30,0.000000,0.000000,0.000000,27.980000,3.770000,26.050000,71.510000,26.050000,0,0,2.04,2.09,271.770000,4.120000,27.5,0,0,96.630000,7.41,33.34,168.140000,9.16,0.000000,2,8.84,3.18498,0,101.210000,3.42,33.34,3,4.180000,9.17,0

27,06:30-06:45,0.030000,0.000000,0.030000,27.980000,3.770000,26.050000,71.510000,26.050000,1.48,0.33,5.85,5.58,271.770000,4.120000,27.5,0.64,0.04,96.630000,7.41,33.01,168.140000,9.16,0.030000,2,8.75,12.52564,0.23,101.210000,8.55,33.01,4,4.180000,9.17,0.32

28,06:45-07:00,0.280000,0.000000,0.280000,27.980000,3.770000,26.050000,71.510000,24.520000,5.47,1.67,14.25,10.46,271.770000,4.120000,27.5,2.34,1.06,117.890000,7.41,32.01,168.140000,9.16,0.290000,3,8.84,21.59358,5.31,101.210000,16.88,32.01,7,4.180000,9.17,1.08

29,07:00-07:15,0.790000,0.000000,0.790000,27.020000,3.610000,26.050000,71.510000,26.050000,12.29,3.33,26.29,15.33,271.770000,4.120000,27.5,5.27,2.83,117.890000,7.41,31.34,168.140000,9.16,0.810000,6,8.82,30.74918,14.15,101.210000,29.78,31.34,11,4.180000,9.17,2.55

30,07:15-07:30,1.510000,0.000000,1.510000,27.020000,3.610000,26.050000,71.510000,26.050000,21,6.67,31.73,20.91,271.770000,4.120000,27.01,9,5.32,117.890000,7.41,27.53,168.140000,9.01,1.550000,6,7.66,41.19046,26.58,101.210000,31.73,27.53,13,4.180000,9,4.69

31,07:30-07:45,2.460000,0.000000,2.460000,26.050000,3.610000,26.080000,71.510000,26.050000,39,10,31.31,27.88,271.770000,4.120000,26.51,16,8.59,117.890000,7.41,26.77,168.140000,8.83,2.520000,10,7.66,52.73236,42.98,101.210000,31.31,26.77,20,4.180000,8.84,7.47

32,07:45:08:00,3.630000,0.000000,3.630000,26.050000,3.610000,26.080000,71.510000,26.050000,53,21.36,30.66,30.67,271.770000,4.120000,26.01,22,12.24,117.890000,7.41,26.37,168.140000,8.67,3.720000,11,7.66,64.70282,61.18,101.210000,30.67,26.37,22,4.180000,8.67,11.72

33,08:00-08:15,4.810000,0.000000,4.810000,26.050000,3.610000,26.080000,63.000000,26.050000,67,28.41,31.84,31.83,271.770000,4.120000,25.51,28,16.24,96.630000,7.41,31.09,168.140000,8.51,4.930000,14,7.66,75.86486,81.18,101.210000,31.83,31.09,27,4.180000,8.5,15.27

34,08:15-08:30,6.120000,0.000000,6.120000,26.050000,3.610000,26.080000,46.870000,26.050000,81,35.83,32.16,32.17,271.770000,4.120000,24.9,34,20.38,67.640000,7.41,30.02,137.250000,8.3,6.270000,17,7.66,86.1016,101.92,101.210000,32.17,30.02,34,4.180000,8.3,18.99

35,08:30-08:45,7.650000,0.000000,7.650000,26.050000,3.610000,26.080000,46.870000,26.050000,95,43.22,32.16,32.17,271.770000,4.120000,24.43,40,26.15,67.640000,7.41,29.26,137.250000,8.14,7.840000,20,7.66,95.60784,130.75,101.210000,32.17,29.26,41,4.180000,8.14,22.66

36,08:45:09:00,8.990000,0.000000,8.990000,26.050000,3.610000,26.080000,46.870000,26.050000,109,50.42,32.16,32.17,271.770000,4.120000,24.25,46,30.1,67.640000,7.41,28.21,137.250000,8.09,9.220000,22,7.66,104.38358,150.52,101.210000,32.17,28.21,44,4.180000,8.08,26.01

37,09:00:09:15,10.080000,0.000000,10.080000,27.020000,3.460000,26.080000,46.870000,26.080000,126,57.2,32.16,32.17,271.770000,4.120000,24.63,54,33.85,67.640000,8.01,36.41,127.600000,8.2,10.330000,27,10.18,104.0719,169.27,101.210000,32.17,36.41,53,4.090000,8.21,29.02

38,09:15-09:30,11.250000,0.000000,11.250000,27.020000,3.460000,26.080000,46.870000,26.080000,137,63.69,32.16,32.17,271.770000,4.120000,39.26,58,37.29,96.630000,8.12,35.97,127.600000,13.08,11.530000,31,10.1,111.22106,186.48,101.210000,32.17,35.97,61,4.090000,13.09,31.75

39,09:30-09:45,12.130000,0.000000,12.130000,27.020000,3.460000,26.080000,63.000000,26.080000,147,69.83,32.34,32.33,271.770000,4.120000,48.76,63,40.38,117.890000,7.41,35.46,148.380000,16.26,12.430000,31,10,118.4871,201.93,101.210000,32.33,35.46,63,4.090000,16.25,34.19

40,09:45-10:00,12.920000,0.000000,12.920000,27.020000,3.460000,26.080000,63.000000,26.080000,158,75.23,32.34,32.33,271.770000,4.120000,49.76,67,43.26,117.890000,7.41,34.95,148.380000,16.58,13.250000,34,9.88,124.95446,216.3,101.210000,32.33,34.95,68,4.090000,16.59,36.33

41,10:00-10:15,13.510000,0.000000,13.510000,27.980000,3.460000,26.080000,63.000000,26.080000,168,80.23,32.34,32.33,271.770000,4.040000,51.76,72,45.96,117.890000,7.41,34.3,148.380000,17.26,13.860000,38,10.31,130.86664,229.81,53.150000,32.33,34.3,77,4.090000,17.25,38.19

42,10:15-10:30,14.080000,0.000000,14.080000,27.980000,3.460000,26.080000,63.000000,26.080000,175,84.59,32.34,32.33,271.770000,4.040000,53.26,75,45.96,117.890000,7.41,33.75,148.380000,17.76,14.430000,39,10.64,135.99962,229.81,53.150000,32.33,33.75,77,4.090000,17.75,39.8

43,10:30-10:45,14.500000,0.000000,14.500000,27.980000,3.460000,26.080000,71.510000,26.080000,186,86.49,32.34,32.33,271.770000,4.040000,32.5,79,45.96,117.890000,7.41,33.59,168.140000,10.84,14.860000,40,10.93,142.3501,229.81,82.140000,32.33,33.59,80,4.090000,10.83,40.25

44,10:45-11:00,14.860000,0.000000,14.860000,27.980000,3.460000,26.080000,71.510000,26.080000,193,88.57,32.66,32.67,271.770000,4.040000,32.5,82,45.96,117.890000,7.41,33.42,168.140000,10.84,15.230000,40,11.08,146.51882,229.81,101.210000,32.67,33.42,80,4.090000,10.83,41.61

45,11:00-11:15,15.020000,0.000000,15.020000,27.980000,3.610000,30.920000,71.510000,26.080000,193,89.45,32.66,32.67,271.770000,4.040000,32.5,82,45.96,117.890000,7.41,33.31,168.140000,10.84,15.390000,41,11.18,149.64536,229.81,101.210000,32.67,33.31,82,4.090000,10.83,44

46,11:15-11:30,15.020000,0.000000,15.020000,27.980000,3.610000,30.920000,71.510000,26.080000,193,91.13,32.66,32.67,271.770000,4.040000,32.5,82,45.96,117.890000,7.41,33.15,168.140000,10.84,15.390000,41,11.21,151.56414,229.81,101.210000,32.67,33.15,82,4.090000,10.83,45

47,11:30-11:45,15.020000,0.000000,15.020000,27.980000,3.610000,30.920000,71.510000,26.080000,196,91.33,32.66,32.67,271.770000,4.040000,32.5,84,45.96,117.890000,7.68,32,168.140000,10.84,15.390000,41,11.24,152.93748,229.81,101.210000,32.67,32,82,4.090000,10.83,45.5

48,11:45-12:00,15.020000,0.000000,15.020000,27.980000,3.610000,30.920000,71.510000,26.080000,196,91.32,32.66,32.67,271.770000,4.040000,32.5,84,45.96,117.890000,8.54,32.6,168.140000,10.84,15.390000,41,9.57,153.37578,229.81,101.210000,32.67,32.6,82,4.090000,10.83,46

49,12:00-12:15,15.020000,0.000000,15.020000,27.980000,3.610000,30.920000,71.510000,25.530000,196,91.33,32.66,32.67,271.770000,3.880000,32.5,84,45.96,119.820000,9.68,33.65,168.140000,10.84,15.390000,41,9.73,162.08334,229.81,101.210000,32.67,33.65,82,4.090000,10.83,46

50,12:15-12:30,15.020000,0.000000,15.020000,27.980000,3.610000,24.660000,71.510000,24.660000,196,91.35,32.66,32.67,271.770000,3.880000,33.69,84,45.96,119.820000,11.01,41.84,168.140000,11.23,15.390000,41,10.07,161.04116,229.81,101.210000,32.67,41.84,82,4.090000,11.23,46

51,12:30-12:45,15.020000,0.000000,15.020000,27.980000,3.610000,24.660000,71.510000,24.660000,196,91.38,32.66,32.67,271.770000,3.880000,34.89,84,48.33,119.820000,12.07,42.17,168.140000,11.63,15.390000,41,14.54,159.37562,241.67,101.210000,32.67,42.17,82,4.090000,11.63,46

52,12:45-13:00,15.020000,0.000000,15.020000,27.980000,3.610000,24.660000,71.510000,24.660000,196,91.32,32.66,32.67,271.770000,3.880000,34.75,84,48.33,119.820000,14.13,42.29,168.140000,11.59,15.390000,41,14.43,157.2523,241.67,101.210000,32.67,42.29,82,4.090000,11.58,46

53,13:00-13:15,15.020000,0.000000,15.020000,27.980000,3.770000,26.080000,71.510000,26.080000,196,91.32,32.66,32.67,271.770000,4.040000,60.33,84,48.33,119.820000,17.61,42.51,168.140000,20.1,15.390000,41,14.22,153.93096,241.67,101.210000,32.67,42.51,82,4.090000,20.11,46

54,13:15-13:30,15.020000,0.000000,15.020000,27.980000,3.770000,26.080000,71.510000,26.080000,196,91.31,32.66,32.67,271.770000,4.040000,60.18,84,48.33,119.820000,23.72,42.84,168.140000,20.05,15.390000,40,14.01,149.7038,241.67,101.210000,32.67,42.84,80,4.090000,20.06,46

55,13:30-13:45,15.020000,0.000000,15.020000,27.980000,3.770000,26.080000,71.510000,26.080000,196,91.13,29.67,29.66,271.770000,4.040000,59.93,84,48.33,119.820000,24.54,43.17,168.140000,19.96,15.390000,40,13.88,139.56446,241.67,101.210000,29.67,43.17,80,4.090000,19.98,44.5

56,13:45-14:00,15.020000,0.000000,15.020000,27.980000,3.770000,26.080000,71.510000,26.080000,196,89.99,29.67,29.66,271.770000,4.040000,59.83,84,48.33,119.820000,23.17,43.51,168.140000,19.94,15.390000,40,13.84,133.59384,241.67,101.210000,29.67,43.51,79,4.090000,19.94,42

57,14:00-14:15,14.610000,0.000000,14.610000,27.980000,3.770000,24.520000,71.510000,24.520000,193,89.26,29.67,29.66,271.770000,4.040000,59.26,82,48.33,119.820000,26.51,43.85,168.140000,19.76,14.980000,39,13.71,127.36998,241.67,101.210000,29.67,43.85,78,4.140000,19.75,40

58,14:15-14:30,14.110000,0.000000,14.110000,27.980000,3.770000,24.520000,71.510000,24.520000,189,87.98,29.67,29.66,271.770000,4.040000,59.11,81,48.33,119.820000,28.92,43.96,168.140000,19.71,14.460000,36,13.53,120.66886,241.67,101.210000,29.67,43.96,73,4.140000,19.7,39

59,14:30-14:45,13.670000,0.000000,13.670000,27.980000,3.770000,24.520000,71.510000,24.520000,179,85.93,29.67,29.66,271.770000,4.040000,58.26,76,48.33,119.820000,30.78,44.11,168.140000,19.42,14.000000,35,15.18,113.30542,241.67,101.210000,29.67,44.11,69,4.140000,19.42,38.8

60,14:45-15:00,13.110000,0.000000,13.110000,27.980000,3.770000,24.520000,71.510000,24.520000,168,84.02,29.67,29.66,271.770000,4.040000,56.76,72,45.96,119.820000,18.11,44.28,168.140000,18.92,13.450000,34,15.25,104.93876,229.81,101.210000,29.67,44.28,68,4.140000,18.92,37

61,15:00-15:15,12.370000,0.000000,12.370000,28.950000,3.850000,24.660000,71.510000,24.650000,161,79.72,29.67,29.66,271.770000,4.120000,55.76,69,43.53,119.820000,18.5,44.51,168.140000,18.58,12.670000,31,15.16,97.34156,217.63,101.210000,29.67,44.51,61,4.180000,18.59,35

62,15:15-15:30,11.700000,0.000000,11.700000,28.950000,3.850000,24.660000,71.510000,24.650000,147,74.93,29.67,29.66,271.770000,4.120000,54.26,63,40.5,119.820000,20.25,44.25,168.140000,18.08,11.990000,28,15.09,87.39702,202.52,101.210000,29.67,44.25,57,4.180000,18.09,33

63,15:30-15:45,10.860000,0.000000,10.860000,29.920000,3.850000,23.360000,71.510000,24.650000,137,69.69,29.67,29.66,271.770000,4.120000,52.76,58,37.68,119.820000,21.53,44.51,168.140000,17.58,11.130000,27,14.92,77.13106,188.4,101.210000,29.67,44.51,53,4.180000,17.59,31

64,15:45-16:00,9.650000,0.000000,9.650000,29.920000,3.850000,23.360000,71.510000,24.650000,126,63.77,29.67,29.66,271.770000,4.120000,51.76,54,34.87,119.820000,22.62,43.98,168.140000,17.26,9.880000,24,14.93,66.5242,174.37,101.210000,29.67,43.98,48,4.180000,17.25,28

65,16:00-16:15,8.410000,0.000000,8.410000,29.920000,4.000000,23.360000,71.510000,30.920000,112,57.71,29.67,29.66,271.770000,4.190000,40.98,48,30.9,119.820000,36.18,36.01,168.140000,13.66,8.620000,19,14.82,55.7128,154.52,101.210000,29.67,36.01,39,4.270000,13.66,25.5

66,16:15-16:30,7.130000,0.000000,7.130000,29.920000,4.000000,23.360000,71.510000,30.920000,98,51.33,29.67,29.66,271.770000,4.190000,39.36,42,26.8,119.820000,37.09,34.88,168.140000,13.12,7.320000,18,14.75,44.52154,133.98,101.210000,29.67,34.88,35,4.270000,13.12,23

67,16:30-16:45,5.780000,0.000000,5.780000,30.880000,4.000000,23.360000,71.510000,30.920000,84,44.8,30.21,28.58,271.770000,4.190000,37.71,36,22.84,119.820000,37.19,33.55,168.140000,12.57,5.920000,16,14.84,33.80754,114.21,101.210000,30.21,33.55,32,4.270000,12.57,19.18

68,16:45-17:00,4.640000,0.000000,4.640000,30.880000,4.000000,23.360000,71.510000,30.920000,74,37.92,33,17.43,271.770000,4.190000,35.7,31,18.83,119.820000,40.55,32.66,168.140000,11.9,4.760000,12,14.86,22.96692,94.15,101.210000,33,32.66,25,4.270000,11.9,15.44

69,17:00-17:15,3.420000,0.000000,3.420000,30.880000,4.000000,23.360000,71.510000,30.920000,56,30.86,29.5,13.95,271.770000,4.190000,33.55,24,14.63,119.820000,42.39,31.62,168.140000,11.18,3.500000,9,14.7,14.42494,73.17,101.210000,26.35,31.62,19,4.270000,11.18,12

70,17:15-17:30,2.340000,0.000000,2.340000,30.880000,4.000000,23.360000,71.510000,30.920000,42,23.99,15.84,10.46,271.770000,4.190000,31.79,18,10.63,119.820000,43.97,30.4,168.140000,10.58,2.400000,9,14.32,7.72382,53.14,101.210000,14.85,30.4,18,4.270000,10.6,9.82

71,17:30-17:45,1.420000,0.000000,1.420000,30.880000,4.000000,30.920000,71.510000,30.920000,28,17.15,6.63,6.09,271.770000,4.190000,29.34,12,6.94,119.820000,44.03,28.67,168.140000,9.77,1.460000,8,13.84,3.3603,34.7,101.210000,6.67,28.67,15,3.860000,9.78,6.46

72,17:45-18:00,0.710000,0.000000,0.710000,30.880000,4.000000,30.920000,71.510000,30.920000,25,11.05,1.12,1.88,271.770000,4.190000,27.97,10,3.9,119.820000,44.15,27.71,168.140000,9.33,0.730000,6,13.6,1.11036,19.49,101.210000,1.07,27.71,11,3.860000,9.32,3.79

73,18:00-18:15,0.230000,0.000000,0.230000,28.950000,4.150000,30.920000,71.510000,30.920000,14,1.01,0,0,271.770000,4.270000,27.35,6,1.73,119.820000,42.54,27.34,168.140000,9.11,0.240000,3,13.24,0,8.63,101.210000,0,27.34,6,4.090000,9.12,1.92

74,18:15-18:30,0.010000,0.000000,0.010000,30.880000,4.150000,30.920000,71.510000,30.920000,7,0.33,0,0,271.770000,4.270000,26.73,3,1.08,119.820000,36.96,27.05,168.140000,8.9,0.010000,2,13.06,0,5.43,101.210000,0,27.05,3,4.090000,8.91,0.6

75,18:30-18:45,0.000000,0.000000,0.000000,30.880000,4.150000,30.700000,71.510000,30.690000,0,0,0,0,271.770000,4.270000,26.22,0,0.47,119.820000,28.42,26.81,168.140000,8.74,0.000000,0,12.77,0,2.38,101.210000,0,26.81,0,4.090000,8.74,0

76,18:45-19:00,0.000000,0.000000,0.000000,30.880000,4.150000,30.700000,71.510000,30.690000,0,0,0,0,271.770000,4.270000,26.12,0,0.05,119.820000,23.42,26.71,168.140000,8.69,0.000000,0,12.6,0,0.26,101.210000,0,26.71,0,4.090000,8.71,0

77,19:00-19:15,0.000000,0.000000,0.000000,30.880000,3.770000,30.920000,71.510000,30.920000,0,0,0,0,271.770000,4.270000,26.73,0,0,119.820000,21.12,26.81,168.140000,8.9,0.000000,0,12.64,0,0,85.900000,0,26.81,0,4.090000,8.91,0

78,19:15-19:30,0.000000,0.000000,0.000000,30.880000,3.770000,30.920000,71.510000,30.920000,0,0,0,0,271.770000,4.270000,26.89,0,0,119.820000,18.18,27.33,168.140000,8.96,0.000000,0,12.75,0,0,85.900000,0,27.33,0,4.090000,8.96,0

79,19:30-19:45,0.000000,0.000000,0.000000,30.880000,3.770000,30.920000,71.510000,30.920000,0,0,0,0,271.770000,4.270000,26.97,0,0,119.820000,16.32,27.44,168.140000,8.98,0.000000,0,12.82,0,0,85.900000,0,27.44,0,4.090000,8.99,0

80,19:45-20:00,0.000000,0.000000,0.000000,30.880000,3.770000,30.920000,71.510000,30.920000,0,0,0,0,271.770000,4.270000,27.12,0,0,119.820000,15.29,27,168.140000,9.04,0.000000,0,12.79,0,0,85.900000,0,27,0,4.090000,9.04,0

81,20:00-20:15,0.000000,0.000000,0.000000,30.880000,3.770000,30.920000,71.510000,30.920000,0,0,0,0,271.770000,4.270000,27.53,0,0,119.820000,15.08,27.5,168.140000,9.16,0.000000,0,9.77,0,0,85.900000,0,27.5,0,4.000000,9.18,0

82,20:15-20:30,0.000000,0.000000,0.000000,30.880000,3.770000,30.920000,71.510000,30.920000,0,0,0,0,271.770000,4.270000,27.62,0,0,119.820000,12.96,26.98,168.140000,9.2,0.000000,0,9.63,0,0,85.900000,0,26.98,0,4.000000,9.21,0

83,20:30-20:45,0.000000,0.000000,0.000000,30.880000,3.770000,30.920000,71.510000,30.920000,0,0,0,0,271.770000,4.270000,27.8,0,0,119.820000,10.59,26.5,168.140000,9.25,0.000000,0,9.75,0,0,85.900000,0,26.5,0,4.000000,9.27,0

84,20:45-21:00,0.000000,0.000000,0.000000,30.880000,3.770000,30.920000,71.510000,30.920000,0,0,0,0,271.770000,4.270000,27.96,0,0,119.820000,8.65,25.45,168.140000,9.31,0.000000,0,9.64,0,0,85.900000,0,25.45,0,4.000000,9.32,0

85,21:00-21:15,0.000000,0.000000,0.000000,30.880000,3.770000,30.920000,71.510000,30.920000,0,0,0,0,271.770000,3.880000,27.91,0,0,119.820000,7.82,25.25,168.140000,9.3,0.000000,0,9.73,0,0,85.900000,0,25.25,0,4.000000,9.3,0

