Column1,Time,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),GNA/NR/2024/09/01/8090,GNA/NR/2024/09/01/7196,GNA/NR/2024/09/03/9052,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/09/01/6020,GNA/NR/2024/09/01/6566,GNA/NR/2024/09/01/7119,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/09/01/4802,NR/01102023/30042040/GNA_LT_36,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/09/01/7908,GNA/NR/2024/09/01/3451,GNA/NR/2024/09/01/2171,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,GNA/NR/2024/09/01/9821,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,NR/26072023/25122043/L_NR_2023_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,NR/01102023/25072045/L_NR_2021_15,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10
7,01:30-01:45,0,0,12.47,48.4,0,0,31.29,0,76.74,96.79,24.2,24.74,273.67,0,62.08,0,0,237.7,0,21.78,48.4,2.42,24.0835,24.0835,5.58,70.55,32.91,0,100.84,42.82,0,6.67,0,6.34,6.66,0,20,13.33,0,0,0,0,0,0,0,13.33

8,01:45-02:00,0,0,12.47,48.4,0,0,31.29,0,76.74,96.79,24.2,24.74,273.67,0,62.08,0,0,227.05,0,21.78,48.4,2.42,24.0835,24.0835,5.58,70.55,32.91,0,53.23,42.82,0,6.67,0,6.34,6.66,0,20,13,0,0,0,0,0,0,0,13

9,02:00-02:15,0,0,12.47,48.4,0,0,31.29,0,57.78,96.79,24.2,24.74,273.67,0,62.08,0,0,227.05,0,21.78,48.4,2.42,24.0835,24.0835,5.4,70.55,32.91,0,53.23,42.82,0,6.67,0,6.34,6.66,0,20,12.67,0,0,0,0,0,0,0,12.67

10,02:15-02:30,0,0,12.47,48.4,0,0,31.29,0,57.78,96.79,24.2,24.74,273.67,0,62.08,0,0,170.97,0,21.78,48.4,2.42,24.0835,24.0835,5.4,70.55,32.91,0,53.23,42.82,0,6.67,0,6.34,6.66,0,20,12.33,0,0,0,0,0,0,0,12.33

11,02:30-02:45,0,0,12.47,48.4,0,0,31.29,0,57.78,96.79,24.2,24.74,273.67,0,62.08,0,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,5.4,70.55,32.91,0,53.23,42.82,0,6.67,0,6.34,6.66,0,20,12.33,0,0,0,0,0,0,0,12.33

12,02:45-03:00,0,0,12.47,48.4,0,0,31.29,0,57.78,96.79,24.2,24.74,273.67,0,62.08,0,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,5.4,70.55,32.91,0,53.23,42.82,0,6.67,0,6.34,6.66,0,20,11.67,0,0,0,0,0,0,0,11.67

13,03:00-03:15,0,0,12.47,48.4,0,0,31.29,0,57.78,96.79,24.2,24.74,232.3,0,62.08,0,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,5.3,70.55,0,0,53.23,35.22,0,6.67,0,6.34,6.66,0,20,11,0,0,0,0,0,0,0,11

14,03:15-03:30,0,0,12.47,48.4,0,0,31.29,0,57.78,96.79,24.2,24.74,232.3,0,62.08,0,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,5.3,70.55,0,0,53.23,35.62,0,6.67,0,6.34,6.66,0,20,10.67,0,0,0,0,0,0,0,10.67

15,03:30-03:45,0,0,12.47,48.4,0,0,31.29,0,57.78,96.79,24.2,24.74,232.3,0,62.08,0,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,5.3,70.55,0,0,53.23,35.02,0,6.67,0,6.34,6.66,0,20,9.67,0,0,0,0,0,0,0,9.67

16,03:45-04:00,0,0,12.47,48.4,0,0,31.29,0,57.78,96.79,24.2,24.74,193.58,0,62.08,0,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,5.3,70.55,0,0,53.23,35.02,0,6.67,0,6.34,6.66,0,20,9.67,0,0,0,0,0,0,0,9.67

17,04:00-04:15,0,0,12.47,48.4,0,0,31.29,0,57.78,96.79,24.2,24.74,193.58,0,62.08,0,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,5.12,70.55,0,0,53.23,41.61,0,6.67,0,6.34,6.66,0,20,9.67,0,0,0,0,0,0,0,9.67

18,04:15-04:30,0,0,12.47,48.4,0,0,31.29,0,57.78,96.79,24.2,24.74,193.58,0,62.08,0,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,5.12,70.55,0,0,53.23,42.01,0,6.67,0,6.34,6.66,0,20,9.67,0,0,0,0,0,0,0,9.67

19,04:30-04:45,0,0,12.47,48.4,0,0,31.29,0,57.78,96.79,24.2,24.74,150.52,0,62.08,0,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,5.12,70.55,0,0,53.23,42.21,0,6.67,0,6.34,6.66,0,20,9.67,0,0,0,0,0,0,0,9.67

20,04:45-05:00,0,0,12.47,48.4,0,0,31.29,0,57.78,96.79,24.2,24.74,150.52,0,62.08,0,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,5.12,70.55,0,0,53.23,42.61,0,6.67,0,6.34,6.66,0,20,9.67,0,0,0,0,0,0,0,9.67

21,05:00-05:15,0,0,12.47,48.4,0,0,31.29,0,57.78,96.79,24.2,24.74,150.52,0,62.08,0,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,4.94,70.55,0,0,53.23,42.21,0,6.67,0,6.34,6.66,0,20,9.67,0,0,0,0,0,0,0,9.67

22,05:15-05:30,0,0,12.47,48.4,0,0,31.29,0,57.78,96.79,24.2,24.74,150.52,0,62.08,0,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,4.94,70.55,0,0,53.23,42.61,0,6.67,0,6.34,6.66,0,20,9.67,0,0,0,0,0,0,0,9.67

23,05:30-05:45,0,0,12.47,48.4,0,0,31.29,0,57.78,96.79,24.2,24.74,150.52,0,62.08,0,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,4.94,70.55,0,0,53.23,38.21,0,6.67,0,6.34,6.66,0,20,9.67,0,0,0,0,0,0,0,9.67

24,05:45-06:00,0,0,12.47,48.4,0,0,31.29,0,57.78,96.79,24.2,24.74,150.52,0,62.08,0,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,4.94,70.55,0,0,53.23,37.81,0,6.67,0,6.34,6.66,0,20,9.67,0,0,0,0,0,0,0,9.67

25,06:00-06:15,13.59,14.01,12.47,48.4,0,0,31.29,0,57.78,96.79,24.2,24.74,150.52,0,62.08,0,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,4.94,70.55,0,0,53.23,37.61,0.82,6.67,1,6.34,6.66,1,20,9.67,1,1,0,0,1.53,1,0.31,9.67

26,06:15-06:30,23.89,24.63,12.47,48.4,0,0,31.29,0,57.78,96.79,24.2,24.74,150.52,0,62.08,0,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,4.94,70.55,0,0,53.23,36.82,2.92,6.67,1,6.34,6.66,2,20,9.67,2,4.38,1,1,4.12,4,0.82,9.67

27,06:30-06:45,32.9,33,12.47,48.4,0,0,31.29,0.68,57.78,96.79,24.2,24.74,150.52,0.68,62.08,0.7,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,4.94,70.55,0,0,53.23,38.01,4.94,6.67,3,6.34,6.66,5,20,9.67,3,8.16,3,5,7.82,7,1.56,9.67

28,06:45-07:00,33,33,12.47,48.4,0,0,31.29,0.98,57.78,96.79,24.2,24.74,150.52,0.98,62.08,1.01,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,4.94,70.55,0,0,53.23,37.81,7.94,6.67,6,6.34,6.66,8,20,9.67,5,12.23,4,12,12.63,14,2.52,9.67

29,07:00-07:15,33,33,12.47,48.4,0,0,31.29,1.43,57.78,96.79,24.2,24.74,150.52,1.43,62.08,1.47,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,4.74,70.55,0,0,79.37,37.42,10,6.67,9,6.34,6.66,10,20,9.67,7,16.93,5,20,16.59,21,3.32,9.67

30,07:15-07:30,33,33,12.47,48.4,0,0,31.29,1.93,57.78,96.79,24.2,24.74,150.52,1.93,62.08,1.96,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,4.74,70.55,0,0,79.37,37.61,13,6.67,12,6.34,6.66,12,20,9.67,8,22.34,6,30,25.29,28,5.06,9.67

31,07:30-07:45,32.67,32.66,12.47,48.4,0,0,31.29,2.47,57.78,96.79,24.2,24.74,150.52,2.47,62.08,2.54,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,4.74,70.55,0,0,79.37,37.81,17,6.67,19,6.34,6.66,19,20,9.67,9,25.03,9,32.67,25.29,43,5.06,9.67

32,07:45-08:00,33,33,12.47,48.4,0,0,31.29,3.21,57.78,96.79,24.2,24.74,150.52,3.21,62.08,3.29,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,4.74,70.55,0,0,79.37,37.61,20,6.67,23,6.34,6.66,24,20,9.67,11,30.57,12,33,30.28,54,6.05,9.67

33,08:00-08:15,33,33,12.47,48.4,0,0,31.29,3.98,57.78,96.79,24.2,24.74,150.52,3.98,62.08,4.07,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,4.66,70.55,0,0,62.91,37.81,23,6.67,27,6.34,6.66,32,20,9.67,14,36.81,15,33,37.1,63,7.42,9.67

34,08:15-08:30,33,33,12.47,48.4,0,0,31.29,4.73,57.78,96.79,24.2,24.74,150.52,4.73,62.08,4.84,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,4.66,70.55,0,0,66.79,38.01,29,6.67,33,6.34,6.66,39,20,9.67,17,43.7,18,33,44.38,77,8.87,9.67

35,08:30-08:45,33,33,12.47,48.4,0,0,31.29,5.5,57.78,96.79,24.2,24.74,150.52,5.5,62.08,5.64,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,4.66,70.55,0,0,53.23,40.01,35,6.67,34,6.34,6.66,37,20,9.67,22,51,18,33,51.92,79,10.38,9.67

36,08:45-09:00,33,33,12.47,48.4,0,0,30.28,6.23,57.78,96.79,24.2,24.74,150.52,6.23,62.08,6.39,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,4.66,70.55,0,0,53.23,40.01,43,6.67,38,6.34,6.66,43,20,9.67,25,58.61,20,33,59.18,90,11.83,9.67

37,09:00-09:15,33,33,12.47,48.4,0,0,30.28,6.89,57.78,96.79,24.2,24.74,150.52,6.89,62.08,7.07,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,4.66,70.55,0,0,53.23,40.01,52,6.67,46,7.66,6.66,52,20,13.33,29,66.04,25,33,67.79,109,13.56,13.33

38,09:15-09:30,33,33,12.47,48.4,0,0,29.27,7.53,57.78,96.79,24.2,24.74,150.52,7.53,62.08,7.71,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,4.66,70.55,0,0,53.23,40.01,57,6.67,51,7.66,6.66,59,20,13,32,73.27,28,33,75.68,119,15.14,13

39,09:30-09:45,33,33,12.47,48.4,0,0,29.77,8.55,57.78,96.79,24.2,24.74,150.52,8.55,62.08,8.76,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,4.66,70.55,0,0,53.23,40.01,66,8.83,55,7.34,8.84,54,26.5,12.67,35,80.37,26,33,131.3,130,26.26,12.67

40,09:45-10:00,33,33,12.47,48.4,0,0,30.29,9.62,57.78,96.79,24.2,24.74,150.52,9.62,62.08,9.86,0,170.97,0,21.78,48.4,2.42,26.9071,26.9071,4.66,70.55,0,0,53.23,40.01,73,8.83,60,7.34,8.84,58,26.5,12.33,36,87.01,27,33,152.26,140,30.45,12.33

41,10:00-10:15,33,33,12.47,48.4,0,13.69,30.79,10.54,57.78,96.79,24.2,24.74,150.52,10.54,0,10.79,0,170.97,0,21.78,0,2.42,26.9071,26.9071,4.47,70.55,0,0,53.23,40.01,77,6.67,60,6.34,6.66,61,20,9.67,38,91.68,29,33,173.77,140,34.75,9.67

42,10:15-10:30,33,33,12.47,48.4,0,13.69,29.77,11.65,57.78,96.79,24.2,24.74,150.52,11.65,0,11.95,0,170.97,0,21.78,0,2.42,26.9071,26.9071,4.47,70.55,0,0,53.23,40.01,80,6.67,63,6.34,6.66,79,20,9.67,40,94.37,38,33,193.25,147,38.65,9.67

43,10:30-10:45,33,33,12.47,48.4,0,13.69,29.77,12.3,57.78,96.79,24.2,24.74,150.52,12.3,0,12.62,0,170.97,0,21.78,0,2.42,26.9071,26.9071,5.4,70.55,0,0,53.23,32.22,82,6.67,61,6.34,6.66,71,20,9.67,41,96.59,34,33,205.97,144,41.19,9.67

44,10:45-11:00,33,33,12.47,48.4,0,13.69,29.77,12.95,57.78,96.79,24.2,24.74,150.52,12.95,0,13.27,0,170.97,0,21.78,0,2.42,26.9071,26.9071,5.4,70.55,0,0,53.23,32.02,85,6.67,63,6.34,6.66,71,20,9.67,43,99,34,33,216.67,147,43.33,9.67

45,11:00-11:15,33,33,12.47,48.4,0,13.69,29.27,13.33,57.78,96.79,24.2,24.74,150.52,13.33,0,13.66,0,170.97,0,21.78,0,2.42,26.9071,26.9071,5.58,70.55,0,0,51.52,37.02,85,6.67,63,6.34,6.66,71,20,9.67,40,100.36,34,33,229.17,147,45.83,9.67

46,11:15-11:30,33,33,12.47,48.4,0,13.69,29.27,14.12,57.78,96.79,24.2,24.74,150.52,14.12,0,14.48,0,170.97,0,21.78,0,2.42,26.9071,26.9071,5.58,70.55,0,0,72.14,37.22,85,6.67,66,6.34,6.66,74,20,9.67,40,99.76,36,33,229.17,154,45.83,9.67

47,11:30-11:45,33,33,12.47,48.4,0,13.69,28.76,14.56,57.78,96.79,24.2,24.74,150.52,14.56,0,14.92,0,170.97,0,21.78,0,2.42,26.9071,26.9071,5.58,70.55,0,0,53.23,40.21,86,6.67,66,6.34,6.66,76,20,9.67,43,98.88,36,33,229.17,154,45.83,9.67

48,11:45-12:00,33,33,12.47,48.4,0,13.69,28.76,14.71,57.78,96.79,24.2,24.74,150.52,14.71,0,15.09,0,170.97,0,21.78,0,2.42,26.9071,26.9071,5.58,70.55,0,0,53.23,40.41,86,6.67,66,6.34,6.66,78,20,9.67,43,98.11,37,33,229.17,154,45.83,9.67

49,12:00-12:15,33,33,12.47,48.4,0,13.69,28.76,14.81,57.78,96.79,24.2,24.74,150.52,14.81,0,15.18,0,170.97,0,21.78,0,2.42,26.9071,26.9071,5.77,70.55,0,0,53.23,41.01,86,6.67,66,6.34,6.66,54,20,9.67,43,98.06,26,33,208.33,154,41.67,9.67

50,12:15-12:30,33,33,12.47,48.4,0,13.69,28.76,14.81,57.78,96.79,24.2,24.74,150.52,14.81,0,15.18,0,170.97,0,21.78,0,2.42,26.9071,26.9071,5.77,70.55,0,0,53.23,41.81,86,6.67,66,6.34,6.66,54,20,9.67,43,102.24,26,33,208.33,154,41.67,9.67

51,12:30-12:45,33,33,12.47,48.4,0,13.69,28.76,14.81,57.78,96.79,24.2,24.74,150.52,14.81,0,15.18,0,170.97,0,21.78,0,2.42,26.9071,26.9071,5.77,70.55,0,0,53.23,41.41,88,6.67,66,6.34,6.66,27,20,9.67,44.5,104.7,13,33,208.33,154,41.67,9.67

52,12:45-13:00,33,33,12.47,48.4,0,13.69,28.76,14.81,57.78,96.79,24.2,24.74,150.52,14.81,0,15.18,0,170.97,0,21.78,0,2.42,26.9071,26.9071,5.77,70.55,0,0,53.23,42.01,88,6.67,66,6.34,6.66,34,20,9.67,44.5,104.81,16,33,208.33,154,41.67,9.67

53,13:00-13:15,33,33,12.47,48.4,0,13.69,28.76,14.81,57.78,96.79,24.2,24.74,150.52,14.81,0,15.18,0,170.97,0,21.78,0,2.42,26.9071,26.9071,5.77,66.38,0,0,53.23,42.41,88,6.67,36,6.34,6.66,46,20,10,44,103.98,22,33,220.83,84,44.17,10

54,13:15-13:30,33,33,12.47,48.4,0,13.69,28.76,14.81,57.78,96.79,24.2,24.74,150.52,14.81,0,15.18,0,170.97,0,21.78,0,2.42,26.9071,26.9071,5.77,66.38,0,0,53.23,42.81,88,6.67,39,6.34,6.66,47,20,10.67,44,101.52,23,33,220.83,91,44.17,10.67

55,13:30-13:45,33,33,12.47,48.4,0,13.69,28.25,14.81,57.78,96.79,24.2,24.74,150.52,14.81,0,15.18,0,170.97,0,21.78,0,2.42,26.9071,26.9071,5.77,66.38,0,0,53.23,42.81,85,6.67,30,6.34,6.66,41,20,11.33,42,97.48,19,33,220.83,70,44.17,11.33

56,13:45-14:00,33,33,12.47,48.4,0,13.69,28.76,14.59,57.78,96.79,24.2,24.74,150.52,14.59,0,14.94,0,170.97,0,21.78,0,2.42,26.9071,26.9071,5.77,66.38,0,0,53.23,42.81,85,6.67,31,6.34,6.66,44,20,12,42,91.01,21,33,220.83,74,44.17,12

57,14:00-14:15,33,33,12.47,48.4,0,13.69,28.76,13.98,57.78,96.79,24.2,24.74,150.52,13.98,0,14.32,0,170.97,0,21.78,0,2.42,26.9071,26.9071,5.95,66.38,0,0,53.23,42.81,80,6.67,39,6.34,6.66,64,20,10,41,84.87,31,33,220.83,91,44.17,10

58,14:15-14:30,33,33,12.47,48.4,0,13.69,28.76,13.32,57.78,96.79,24.2,24.74,150.52,13.32,0,13.66,0,170.97,0,21.78,0,2.42,24.0835,24.0835,5.95,66.38,0,0,62.91,42.81,78,6.67,42,6.34,6.66,68,20,10,40,78.99,32,33,220.83,98,44.17,10

59,14:30-14:45,33,33,12.47,48.4,0,13.69,28.76,12.82,57.78,96.79,24.2,24.74,150.52,12.82,0,13.13,0,171.94,0,21.78,0,2.42,24.0835,24.0835,5.95,70.55,0,0,100.84,42.81,67,6.67,48,6.34,6.66,68,20,10,30,75.69,32,33,185.43,112,37.09,10

60,14:45-15:00,33,33,12.47,48.4,0,13.69,28.76,9.55,57.78,96.79,24.2,24.74,193.58,9.55,0,9.79,0,171.94,0,21.78,0,2.42,24.0835,24.0835,5.95,70.55,0,0,100.84,42.81,63,6.67,51,6.34,6.66,68,20,10,29,74.59,32,33,180.28,119,36.05,10

61,15:00-15:15,33,33,12.47,48.4,0,13.69,28.76,9.26,57.78,96.79,24.2,24.74,232.3,9.26,0,9.5,0,171.94,0,21.78,0,2.42,24.0835,24.0835,6.23,70.55,0,0,100.84,42.81,50,6.67,49,6.34,6.66,58,20,10,25,79.11,27,33,182.82,115,36.56,10

62,15:15-15:30,33,33,12.47,48.4,0,13.69,28.76,9.17,57.78,96.79,24.2,24.74,273.67,9.17,0,9.4,0,171.94,0,21.78,0,2.42,24.0835,24.0835,6.23,70.55,0,0,100.84,42.81,47,6.67,46,6.34,6.66,54,20,10,25,73.85,26,33,168.69,108,33.74,10

63,15:30-15:45,33,33,12.47,48.4,0,15.53,29.27,8.55,57.78,96.79,24.2,24.74,273.67,8.55,0,8.76,0,171.94,0,21.78,0,2.42,24.0835,24.0835,6.23,70.55,0,0,100.84,42.81,47,6.67,57,6.34,6.66,64,20,10,20,67.52,31,33,160.28,133,32.06,10

64,15:45-16:00,33,33,12.47,48.4,0,15.53,29.27,6.72,57.78,96.79,24.2,24.74,273.67,6.72,0,6.88,0,171.94,0,21.78,0,2.42,24.0835,24.0835,6.23,70.55,0,0,100.84,42.81,45,6.67,52,6.34,6.66,60,20,10,17,60.06,28,33,143.19,123,28.64,10

65,16:00-16:15,33,33,12.47,48.4,0,15.53,29.77,6.23,57.78,96.79,24.2,24.74,273.67,6.23,0,6.39,0,178.71,0,21.78,0,2.42,24.0835,24.0835,6.43,70.55,0,0,100.84,44.01,17,6.67,48,6.34,6.66,54,20,10,10,52.01,26,33,45.83,112,9.17,10

66,16:15-16:30,33,33,12.47,48.4,0,15.53,29.77,5.56,57.78,96.79,24.2,24.74,273.67,5.56,0,5.69,0,178.71,0,21.78,0,2.42,24.0835,24.0835,6.43,70.55,0,0,100.84,44.01,16,6.67,43,6.34,6.66,49,20,10,8,44,24,33,41.67,102,8.33,10

67,16:30-16:45,33,33,12.47,48.4,0,15.53,29.77,5,57.78,96.79,24.2,24.74,273.67,5,0,5.13,0,178.71,0,21.78,0,2.42,24.0835,24.0835,6.43,70.55,0,0,100.84,44.01,15,6.67,40,6.34,6.66,43,20,10,7,36.26,20,22,37.5,95,7.5,10

68,16:45-17:00,33,33,12.47,48.4,0,15.53,29.77,2.78,57.78,96.79,24.2,24.74,273.67,2.78,0,2.85,0,192.26,0,21.78,0,2.42,24.0835,24.0835,6.43,70.55,0,0,100.84,44.01,13,6.67,36,6.34,6.66,36,20,10,7,28.76,17,12,37.5,84,7.5,10

69,17:00-17:15,33,33,12.47,48.4,0,15.53,30.28,2.78,68.27,96.79,24.2,24.74,273.67,2.78,62.08,2.85,0,206.7,0,21.78,48.4,2.42,24.0835,24.0835,6.7,70.55,0,0,100.84,44.01,13,6.67,31,6.34,6.66,30,20,10,7,21.89,15,7,33.33,74,6.67,10

70,17:15-17:30,33,33,12.47,48.4,0,15.53,30.28,2.78,87.3,96.79,24.2,24.74,273.67,2.78,62.08,2.85,0,262.78,0,21.78,48.4,2.42,24.0835,24.0835,6.7,70.55,0,0,100.84,44.01,12,6.67,27,6.34,6.66,24,20,10,7,15.78,11,1,29.17,63,5.83,10

71,17:30-17:45,33,33,12.47,48.4,0,15.53,30.28,2.18,87.3,96.79,24.2,24.74,273.67,2.18,62.08,2.24,0,262.78,0,21.78,48.4,2.42,24.0835,24.0835,6.7,70.55,0,0,100.84,44.01,12,6.67,21,6.34,6.66,17,20,10,7,10.53,8,0,25,49,5,10

72,17:45-18:00,23.91,24.65,12.47,48.4,0,15.53,30.28,1.62,87.3,96.79,24.2,24.74,273.67,1.62,62.08,1.66,0,262.78,0,21.78,48.4,2.42,24.0835,24.0835,6.7,70.55,0,0,100.84,44.01,10,6.67,16,6.34,6.66,12,20,10,7,6.47,6,0,23.33,39,4.67,10

73,18:00-18:15,0,0,12.47,48.4,0,15.53,30.79,1.23,87.3,96.79,24.2,24.74,273.67,1.23,62.08,1.27,0,262.78,0,21.78,48.4,2.42,24.0835,24.0835,7.08,94.83,0,0,100.84,44.01,8,6.67,7,6.34,6.66,7,20,10,7,3.66,3,0,21.98,18,4.4,10

74,18:15-18:30,0,0,12.47,48.4,0,15.53,30.79,0.91,87.3,96.79,24.2,24.74,273.67,0.91,62.08,0.93,0,262.78,0,21.78,48.4,2.42,24.0835,24.0835,7.08,115.68,0,0,100.84,44.01,8,6.67,4,6.34,6.66,3,20,10,5,1.9,2,0,13.46,11,2.69,10

75,18:30-18:45,0,0,12.47,48.4,0,15.53,30.79,0.44,87.3,96.79,24.2,24.74,273.67,0.44,62.08,0.45,0,262.78,0,21.78,48.4,2.42,0,0,7.08,115.68,0,0,100.84,44.01,6,6.67,3,6.34,6.66,1,20,10,3,0.26,1,0,8.01,7,1.6,10

76,18:45-19:00,0,0,12.47,48.4,0,15.53,30.79,0.26,87.3,96.79,24.2,24.74,273.67,0.26,62.08,0.26,0,262.78,0,21.78,48.4,2.42,0,0,7.08,115.68,0,0,100.84,44.01,4,6.67,1,6.34,6.66,0,20,10,2,0,0,0,2.2,4,0.44,10

