Block,Time,UNCHAHAR3,RAPPB,DADRI_CRF,SEWA2,RIHAND1,NJPC,ANTA_RF,TANDA2,SALAL,DULHASTI,RAMPUR,AURY_CRF,TEHRI,UNCHAHAR1,ANTA_CRF,URI2,DHAULIGNGA,NAPP,UNCHAHAR4,RAPPC,SINGRAULI_HYDRO,AURY_RF,URI,JHAJJAR,PARBATI3,DADRI_LF,TANAKPUR,RIHAND3,KOTESHWR,CHAMERA2,KOLDAM,CHAMERA1,ANTA_LF,CHAMERA3,RIHAND2,SINGRAULI,NLCEXP,KAWAS-NAPM,KGSU3AND4,VSTPS I,KUDGI,KHARGONE-I,KAWAS-RLNG,GANDHAR-NAPM,KKNP,KAWAS-zLIQ,AURY_LF,ANTA_GF,KHSTPP-I,VALLURNTECL,VSTPS IV,GADARWARA-I,SIPAT I,KHSTPP-II,NTPL,KGSU1AND2,SIPAT II,KSTPS I&II,TALA,NLCIIST2,NNTPP,SOLAPUR,VSTPS III,BSIUL,DADRT2,NLCTS2EXP,MOUDA_II,AURY_GF,MAPS,MOUDA,KSTPS7,KAWAS-APM,KAPS,NLCIIST1,VSTPS II,SIMHST2,SASAN,TAPS-II,LARA-I,GANDHAR-RLNG,BRBCL,RSTPSU1TO6,KAWAS-ComGas,DADRI_RF,DADRI_GF,RSTPSU7,VSTPS V,FSTPP I & II,TALST2,UNCHAHAR2,KISHANGANGA,GANDHAR-ComGas,GANDHAR-APM,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
27,06:30-06:45,11.952670,0.000000,0.000000,17.465872,90.377315,76.878687,0.000000,2.150281,34.743219,36.478524,2.364833,0.000000,0.000000,5.002958,0.000000,35.210761,30.254983,45.932912,0.000000,62.645227,0.975637,0.000000,51.110784,241.320408,3.538243,0.000000,0.000000,123.890121,8.812865,29.760103,1.720022,40.651823,0.000000,21.518384,118.083735,103.958952,1.74,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,16.565480,0.00,2.570658,2.056526,5.089903,94.259813,3.65,1.92,1.791457,2.607879,0.000000,0.84,0.19,0.000000,1.877149,18.884910,362.768059,0.00,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.81,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,7.971978,0.00,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

28,06:45-07:00,11.952670,0.000000,0.000000,17.465872,90.377315,76.878687,0.000000,2.145447,34.743219,36.478524,2.364833,0.000000,0.000000,5.002958,0.000000,35.210761,30.254983,45.932912,0.000000,62.645227,0.975637,0.000000,51.110784,241.320408,3.538243,0.000000,0.000000,123.890121,8.812865,29.760103,1.720022,40.651823,0.000000,21.518384,118.083735,103.958952,1.74,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,16.565480,0.00,2.570658,2.056526,5.089903,94.259813,3.65,1.92,1.791457,2.607879,0.000000,0.84,0.19,0.000000,1.877149,18.884910,362.768059,0.00,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.81,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,7.971978,0.00,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

29,07:00-07:15,11.952670,0.000000,0.000000,17.465872,90.377315,76.878687,0.000000,2.145447,34.743219,36.478524,2.364833,0.000000,0.000000,5.002958,0.000000,35.210761,30.254983,45.932912,0.000000,62.645227,0.975637,0.000000,47.916360,241.320408,3.538243,0.000000,0.000000,123.890121,8.812865,29.760103,1.720022,40.651823,0.000000,21.518384,118.083735,103.958952,1.74,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,16.565480,3.44,2.570658,2.056526,5.089903,65.074911,3.65,1.92,1.791457,2.607879,0.000000,0.83,0.19,0.000000,1.877149,18.884910,362.899374,0.93,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.78,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,7.971978,2.92,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

30,07:15-07:30,11.952670,0.000000,0.000000,17.465872,90.377315,51.252458,0.000000,2.135780,34.743219,36.478524,1.576556,0.000000,0.000000,5.002958,0.000000,35.210761,20.169989,45.932912,0.000000,62.645227,0.975637,0.000000,47.916360,241.320408,3.538243,0.000000,0.000000,123.890121,8.812865,29.760103,1.720022,40.651823,0.000000,21.518384,118.083735,103.958952,1.74,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,16.565480,3.44,2.570658,2.056526,5.089903,65.074911,3.65,1.92,1.791457,2.607879,0.000000,0.83,0.19,0.000000,1.877149,18.884910,362.899374,0.93,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.78,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,7.971978,2.92,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

31,07:30-07:45,11.952670,0.000000,0.000000,17.465872,91.428620,25.626229,0.000000,2.145447,23.535729,36.478524,0.788278,0.000000,0.000000,5.002958,0.000000,35.210761,10.084994,45.932912,0.000000,62.645227,0.975637,0.000000,47.916360,241.320408,3.538243,0.000000,0.000000,123.890121,8.812865,29.760103,1.720022,40.651823,0.000000,21.518384,118.083735,103.958952,1.74,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,11.574000,3.44,2.570658,2.056526,5.089903,65.074911,3.65,1.92,1.791457,2.607879,0.000000,0.83,0.19,0.000000,1.877149,12.642280,362.899374,0.93,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.78,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,4.681535,2.92,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

32,07:45:08:00,11.952670,0.000000,0.000000,17.465872,91.525070,0.000000,0.000000,2.135780,23.535729,36.478524,0.000000,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,47.916360,241.320408,3.538243,0.000000,0.000000,123.890121,8.812865,29.760103,0.000000,27.101215,0.000000,21.518384,118.083735,103.958952,1.74,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,11.574000,3.44,2.570658,2.056526,5.089903,65.074911,3.65,1.92,1.791457,2.607879,0.000000,0.83,0.19,0.000000,1.877149,12.642280,362.899374,0.93,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.78,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,2.893500,2.92,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

33,08:00-08:15,11.952670,0.000000,0.000000,17.465872,91.525070,0.000000,0.000000,2.135780,23.535729,36.478524,0.000000,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,47.916360,241.320408,3.538243,0.000000,0.000000,123.890121,8.812865,29.760103,0.000000,13.486604,0.000000,21.518384,118.083735,103.958952,1.74,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,11.574000,3.18,2.570658,2.056526,5.089903,65.074911,3.65,1.92,1.791457,2.607879,0.000000,0.83,0.19,0.000000,1.877149,12.642280,362.899374,0.93,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.78,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,2.893500,2.92,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

34,08:15-08:30,11.952670,0.000000,0.000000,17.465872,91.525070,0.000000,0.000000,2.135780,23.535729,36.478524,0.000000,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,47.916360,241.320408,7.076486,0.000000,0.000000,123.890121,8.812865,29.760103,0.000000,13.486604,0.000000,21.518384,118.083735,103.958952,1.74,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,11.574000,3.18,2.570658,2.056526,5.089903,45.331500,3.65,1.92,1.791457,2.607879,0.000000,0.83,0.19,0.000000,1.877149,12.642280,362.899374,0.93,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.78,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,2.893500,2.92,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

35,08:30-08:45,12.949388,0.000000,0.000000,17.465872,56.330369,0.000000,0.000000,2.146395,23.535729,36.478524,0.000000,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,47.916360,241.320408,36.797731,0.000000,0.000000,123.890121,8.812865,29.760103,0.000000,0.000000,0.000000,21.518384,89.256952,103.958952,1.74,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,11.574000,3.44,2.570658,2.056526,5.089903,45.331500,3.65,1.92,1.791457,2.607879,0.000000,0.83,0.19,0.000000,1.877149,12.642280,363.351236,0.93,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.78,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,2.893500,2.92,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

36,08:45:09:00,12.949388,0.000000,0.000000,17.465872,56.330369,0.000000,0.000000,2.146395,23.535729,36.478524,0.000000,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,51.110784,241.320408,36.797731,0.000000,0.000000,123.890121,8.812865,29.760103,0.000000,0.000000,0.000000,21.518384,89.256952,103.958952,1.74,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,11.574000,3.44,2.570658,2.056526,5.089903,45.331500,3.65,1.92,1.791457,2.607879,0.000000,0.83,0.19,0.000000,1.877149,12.642280,363.351236,0.93,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.78,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,2.893500,2.92,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

37,09:00:09:15,12.949388,0.000000,0.000000,17.465872,56.330369,0.000000,0.000000,2.155398,23.535729,18.239262,0.000000,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,51.110784,241.320408,36.797731,0.000000,5.806965,123.890121,8.812865,29.760103,0.000000,0.000000,0.000000,21.518384,89.256952,103.958952,1.74,0.000000,2.10,2.273860,9.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,11.419680,3.44,2.570658,2.056526,5.089903,45.331500,3.65,1.92,1.791457,2.607879,0.000000,0.93,0.19,0.000000,1.877149,12.642280,363.359736,0.93,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.81,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,2.893500,2.92,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

38,09:15-09:30,12.949388,0.000000,0.000000,17.465872,56.330369,0.000000,0.000000,2.155398,23.535729,18.239262,0.000000,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,48.448764,241.320408,36.797731,0.000000,5.806965,123.890121,8.812865,29.760103,0.000000,0.000000,0.000000,10.759192,89.256952,103.958952,1.74,0.000000,2.10,2.273860,9.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,11.400390,3.44,2.570658,2.056526,5.089903,45.331500,3.65,1.92,1.791457,2.607879,0.000000,0.93,0.19,0.000000,1.877149,12.642280,363.357340,0.93,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.82,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,2.893500,2.92,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

39,09:30-09:45,12.314882,0.000000,0.000000,17.465872,56.330369,0.000000,0.000000,2.155398,23.535729,18.239262,0.000000,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,48.448764,241.320408,36.797731,0.000000,5.806965,123.890121,8.812865,29.760103,0.000000,0.000000,0.000000,10.759192,89.256952,103.958952,1.78,0.000000,2.10,2.273860,9.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,11.400390,3.44,2.570658,2.056526,5.089903,45.331500,3.65,1.92,1.791457,2.607879,0.000000,0.95,0.19,0.000000,1.877149,12.642280,363.359736,0.93,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.84,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,2.893500,2.92,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

40,09:45-10:00,12.314882,0.000000,0.000000,17.465872,56.330369,0.000000,0.000000,2.155398,23.535729,18.239262,0.000000,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,48.448764,241.320408,36.797731,0.000000,5.806965,123.890121,8.812865,14.804518,0.000000,0.000000,0.000000,10.759192,89.256952,103.958952,1.78,0.000000,2.10,2.273860,9.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,11.400390,3.44,2.570658,2.056526,5.089903,74.516402,3.65,1.92,1.791457,2.607879,0.000000,0.96,0.19,0.000000,1.877149,12.642280,363.357340,0.93,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.86,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,2.893500,2.92,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

41,10:00-10:15,13.155108,0.000000,0.000000,17.465872,56.330369,0.000000,0.000000,2.160938,23.535729,18.239262,0.000000,0.000000,0.000000,5.002958,0.000000,36.232396,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,48.448764,241.320408,4.245892,0.000000,5.806965,123.890121,8.812865,14.804518,0.000000,0.000000,0.000000,10.759192,89.256952,103.958952,1.78,0.000000,2.10,2.273860,9.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,11.400390,3.44,2.570658,2.056526,5.089903,74.516402,3.65,1.92,1.791457,2.607879,0.000000,0.96,0.19,0.000000,1.877149,12.642280,364.365226,0.93,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,0.545755,0.86,1.861130,1.78,265.659469,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,2.893500,2.92,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

42,10:15-10:30,13.155108,0.000000,0.000000,17.465872,56.330369,0.000000,0.000000,2.160938,23.535729,18.239262,0.000000,0.000000,0.000000,5.002958,0.000000,36.232396,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,48.448764,241.320408,0.000000,0.000000,5.806965,123.890121,8.812865,14.804518,0.000000,0.000000,0.000000,10.759192,89.256952,103.958952,1.78,0.000000,2.10,2.273860,9.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,21.325481,3.44,2.570658,2.056526,5.089903,74.516402,3.65,1.92,1.791457,2.607879,0.000000,0.99,0.19,0.000000,1.877149,12.642280,364.362043,0.93,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,0.545755,0.89,1.861130,1.78,265.840312,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,9.027720,2.92,22.753616,6.187132,0.000000,0.000000,0,0,0,0,0

43,10:30-10:45,13.155108,0.000000,0.000000,17.465872,56.330369,0.000000,0.000000,2.161117,23.535729,18.239262,0.000000,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,48.448764,241.320408,0.000000,0.000000,0.000000,123.890121,8.812865,14.804518,0.000000,0.000000,0.000000,10.759192,89.256952,103.958952,1.78,0.000000,2.10,2.273860,9.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,11.400390,3.44,2.570658,2.056526,5.089903,74.516402,3.65,1.92,1.791457,2.607879,0.000000,0.93,0.19,0.000000,1.877149,12.642280,364.364431,0.93,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,0.545755,0.89,1.861130,1.78,265.840312,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,9.027720,2.92,17.107289,6.187132,0.000000,0.000000,0,0,0,0,0

44,10:45-11:00,13.155108,0.000000,0.000000,17.465872,56.330369,0.000000,0.000000,2.161117,23.535729,18.239262,0.000000,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,48.448764,241.320408,0.000000,0.000000,0.000000,123.890121,8.812865,14.804518,0.000000,0.000000,0.000000,10.759192,89.256952,103.958952,1.78,0.000000,2.10,2.273860,9.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,11.400390,3.44,2.570658,2.056526,5.089903,74.516402,3.65,1.92,1.791457,2.607879,0.000000,0.93,0.19,0.000000,1.877149,12.642280,364.362043,0.93,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,0.545755,0.89,1.861130,1.78,265.840312,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,9.027720,2.92,10.442571,6.187132,0.000000,0.000000,0,0,0,0,0

45,11:00-11:15,13.691823,0.000000,0.000000,17.465872,56.330369,0.000000,0.000000,2.166969,23.535729,18.239262,0.000000,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,48.448764,241.320408,0.000000,0.000000,0.000000,123.890121,8.812865,14.804518,0.000000,0.000000,0.000000,10.759192,89.256952,103.958952,1.78,0.000000,2.10,2.273860,9.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,11.400390,3.44,2.570658,2.056526,5.089903,74.516402,3.65,1.92,1.791457,2.607879,0.000000,0.93,0.19,0.000000,1.877149,12.642280,364.364431,0.93,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,0.545755,0.89,1.861130,1.78,265.840312,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,9.027720,2.92,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

46,11:15-11:30,13.691823,0.000000,0.000000,17.465872,56.330369,0.000000,0.000000,2.166969,23.535729,18.239262,0.000000,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,48.448764,241.320408,0.000000,0.000000,0.000000,123.890121,8.812865,14.804518,0.000000,0.000000,0.000000,10.759192,89.256952,103.958952,1.78,0.000000,2.10,2.273860,9.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,11.400390,3.44,2.570658,2.056526,5.089903,74.516402,3.65,1.92,1.791457,2.607879,0.000000,0.93,0.19,0.000000,1.877149,12.642280,364.362043,0.93,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,0.545755,0.89,1.861130,1.78,265.840312,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,9.027720,2.92,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

47,11:30-11:45,13.690820,0.000000,0.000000,17.465872,56.330369,0.000000,0.000000,2.166969,23.535729,18.239262,0.000000,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,48.448764,241.320408,0.000000,0.000000,0.000000,123.890121,8.812865,14.804518,0.000000,0.000000,0.000000,10.759192,89.256952,103.958952,1.78,0.000000,2.10,2.273860,9.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,11.400390,3.44,2.570658,2.056526,4.414677,74.516402,3.65,1.92,1.791457,2.607879,0.000000,0.93,0.19,0.138291,1.877149,12.642280,364.364431,0.93,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,0.545755,0.89,1.861130,1.78,268.688602,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,9.027720,2.92,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

48,11:45-12:00,13.690820,0.000000,0.000000,17.465872,56.330369,0.000000,0.000000,2.166969,23.535729,18.239262,0.000000,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,48.448764,241.320408,0.000000,0.000000,0.000000,123.890121,8.812865,14.804518,0.000000,0.000000,0.000000,10.759192,89.256952,103.958952,1.78,0.000000,2.10,2.273860,9.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,11.400390,3.44,2.570658,2.056526,4.414677,74.516402,3.65,1.92,1.791457,2.607879,0.000000,0.93,0.19,0.274203,1.877149,12.642280,364.362043,0.93,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,0.545755,0.89,1.861130,1.78,269.095500,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,9.027720,2.92,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

49,12:00-12:15,13.688815,0.000000,0.000000,17.465872,56.330369,0.000000,0.000000,2.166969,23.535729,18.239262,0.000000,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,48.448764,241.320408,0.000000,0.000000,0.000000,123.890121,8.812865,14.804518,0.000000,0.000000,0.000000,0.000000,89.256952,103.958952,1.78,0.000000,2.10,2.273860,9.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,11.400390,3.44,2.570658,2.056526,4.414677,74.516402,3.65,1.92,1.791457,2.607879,0.000000,0.93,0.19,0.438725,1.877149,12.642280,364.364431,0.93,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,0.545755,0.89,1.861130,1.78,269.095500,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,9.027720,2.92,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

50,12:15-12:30,13.688815,0.000000,0.000000,17.465872,56.330369,0.000000,0.000000,2.166969,23.535729,18.239262,0.000000,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,48.448764,241.320408,0.000000,0.000000,0.000000,123.890121,8.812865,0.000000,0.000000,0.000000,0.000000,0.000000,89.256952,103.958952,1.78,0.000000,2.10,2.273860,9.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,11.400390,3.44,2.570658,2.056526,4.414677,74.516402,3.65,1.92,1.791457,2.607879,0.000000,0.93,0.19,0.603247,1.877149,12.642280,364.362043,0.93,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,0.545755,0.89,1.861130,1.78,269.095500,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,9.027720,2.92,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

51,12:30-12:45,13.688815,0.000000,0.000000,17.465872,56.330369,0.000000,0.000000,2.165389,23.535729,18.239262,0.000000,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,48.448764,241.320408,0.000000,0.000000,0.000000,88.565984,8.812865,0.000000,0.000000,0.000000,0.000000,0.000000,89.256952,95.094299,1.78,0.000000,2.10,2.273860,9.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,11.400390,3.44,2.570658,2.056526,4.414677,74.516402,3.65,1.92,1.791457,2.607879,0.000000,0.93,0.19,0.850031,1.877149,12.642280,364.364431,0.93,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,0.545755,0.89,1.861130,1.78,269.095500,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,9.027720,2.92,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

52,12:45-13:00,13.688815,0.000000,0.000000,17.465872,56.330369,0.000000,0.000000,2.165389,23.535729,18.239262,0.000000,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,51.110784,241.320408,0.000000,0.000000,0.000000,88.565984,8.812865,0.000000,0.000000,0.000000,0.000000,0.000000,89.256952,95.094299,1.78,0.000000,2.10,2.273860,9.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,11.400390,3.44,2.570658,2.056526,4.414677,74.516402,3.65,1.92,1.791457,2.607879,0.000000,0.90,0.19,1.096814,1.877149,12.642280,364.356136,0.93,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,0.545755,0.85,1.861130,1.78,269.095500,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,9.027720,2.92,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

53,13:00-13:15,13.681805,0.000000,0.000000,17.465872,56.330369,0.000000,0.000000,2.165389,23.535729,18.239262,0.000000,0.000000,0.000000,5.002958,0.000000,36.232396,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,51.110784,241.320408,0.000000,0.000000,0.000000,88.565984,8.812865,0.000000,0.000000,0.000000,0.000000,0.000000,89.256952,95.094299,1.78,0.000000,2.10,2.273860,9.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,11.400390,3.44,2.570658,2.056526,4.414677,45.331500,3.65,1.92,1.791457,2.607879,0.000000,0.90,0.10,1.343597,1.877149,12.642280,364.358530,0.93,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,0.545755,0.85,1.861130,1.78,269.095500,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,2.893500,2.92,22.033709,6.187132,0.000000,0.000000,0,0,0,0,0

54,13:15-13:30,13.681805,0.000000,0.000000,17.465872,56.330369,0.000000,0.000000,2.165389,23.535729,18.239262,0.000000,0.000000,0.000000,5.002958,0.000000,36.232396,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,48.448764,241.320408,0.000000,0.000000,0.000000,88.565984,8.812865,0.000000,0.000000,0.000000,0.000000,0.000000,89.256952,95.094299,1.78,0.000000,2.10,2.273860,9.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,11.400390,3.44,2.570658,2.056526,4.414677,45.331500,3.65,1.92,1.791457,2.607879,0.000000,0.90,0.10,1.590380,1.877149,12.642280,364.356136,0.93,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,0.545755,0.85,1.861130,1.78,269.095500,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,2.893500,2.92,22.033709,6.187132,0.000000,0.000000,0,0,0,0,0

