Block,Time,L_NR_2012_07,L_NR_2012_02,LT-36,L_NR_2019_11,L_NR_2012_01,SH-07,L_NR_2020_02,LT-35,LT-59,SH-06,LT-31,LT-05,L_NR_2012_04,L_NR_2023_04,L_NR_2019_07,L_NR_2018_61,L_NR_2019_06,L_NR_2021_15,L_NR_2022_08,L_NR_2021_12,L_NR_2020_05,L_NR_2021_14,L_NR_2020_07,L_NR_2022_10,L_NR_2021_17,L_NR_2021_13,L_NR_2022_09,L_NR_2019_05,L_NR_2019_19,L_NR_2020_06,L_NR_2021_16
49,12:00-12:15,51.640000,165.610000,10.320000,0.000000,101.040000,0.000000,0.000000,10.080000,0.000000,0.000000,10.080000,74.920000,271.290000,0.000000,32.66,7.37,32.67,47.21,19.32,233.33,59.47,91.27,19.83,51.22,41,46.67,51.22,32.67,77.179716,19.82,82

50,12:15-12:30,51.640000,165.610000,11.460000,0.000000,101.040000,0.000000,0.000000,11.180000,0.000000,0.000000,11.180000,74.920000,271.290000,0.000000,32.66,15.6,32.67,46.49,19.02,233.33,59.72,91.27,19.91,51.41,41.66,46.67,51.41,32.67,76.174848,19.9,83.34

51,12:30-12:45,51.640000,165.610000,11.460000,0.000000,101.040000,0.000000,0.000000,11.180000,0.000000,0.000000,11.180000,79.170000,271.290000,0.000000,32.66,15.8,32.67,47.4,19.07,233.33,58.76,91.27,19.59,57.86,42.33,46.67,57.86,32.67,76.750452,19.58,84.67

52,12:45-13:00,51.640000,165.610000,11.460000,0.000000,101.040000,0.000000,0.000000,11.180000,0.000000,0.000000,11.180000,83.440000,271.290000,0.000000,32.66,15.6,32.67,47.88,19.61,233.33,59.26,91.23,19.75,57.51,42.33,46.67,57.51,32.67,76.92606,19.75,84.67

53,13:00-13:15,51.640000,165.610000,11.460000,0.000000,101.040000,0.000000,0.000000,11.180000,0.000000,0.000000,11.180000,87.690000,271.290000,0.000000,32.66,15.74,32.67,47.93,20.52,233.33,59.78,91.13,19.92,57.96,42.33,46.67,57.96,32.67,78.038244,19.93,84.67

54,13:15-13:30,51.640000,165.610000,11.460000,0.000000,101.040000,0.000000,0.000000,11.180000,0.000000,0.000000,11.180000,91.950000,271.290000,0.000000,32.66,34.09,32.67,47.52,21.16,233.33,61.03,91.1,20.36,57.91,42.33,46.67,57.91,32.67,79.989444,20.34,84.67

55,13:30-13:45,51.640000,165.610000,11.460000,0.000000,101.040000,0.000000,0.000000,11.180000,0.000000,0.000000,11.180000,96.210000,271.290000,0.000000,32.66,35.33,32.67,46.09,22.63,233.33,60.17,91.13,20.05,57.96,42,46.67,57.96,32.67,64.272528,20.06,84

56,13:45-14:00,51.640000,165.610000,11.460000,0.000000,101.040000,0.000000,0.000000,11.180000,0.000000,0.000000,11.180000,100.460000,271.290000,0.000000,32.66,36.09,32.67,44.57,24.46,233.33,60.74,90.9,20.25,58,41.33,46.67,58,32.67,61.667676,20.25,82.67

57,14:00-14:15,51.640000,165.610000,11.460000,0.000000,101.040000,0.000000,0.000000,11.180000,0.000000,0.000000,11.180000,104.720000,271.290000,0.000000,32.66,36.74,32.67,43.08,25.42,233.33,47.63,90,15.87,47.31,40.66,46.67,47.31,32.67,58.87746,15.88,81.34

58,14:15-14:30,51.640000,165.610000,11.460000,0.000000,101.040000,0.000000,0.000000,11.180000,0.000000,0.000000,11.180000,108.980000,271.290000,0.000000,32.66,37.55,32.67,41.09,26.35,233.17,48.81,89.43,16.27,47.16,40,46.63,47.16,32.67,55.550664,16.27,80

59,14:30-14:45,51.640000,165.610000,11.460000,0.000000,101.040000,0.000000,0.000000,11.180000,0.000000,0.000000,11.180000,113.230000,271.290000,0.000000,32.66,38.29,32.67,40.55,27.51,229.33,49.29,88.37,16.44,46.84,39.33,45.87,46.84,32.67,57.979908,16.43,78.67

60,14:45-15:00,51.640000,165.610000,11.460000,0.000000,101.040000,0.000000,0.000000,11.180000,0.000000,0.000000,11.180000,115.790000,271.290000,0.000000,32.66,38.95,32.67,39.68,17.56,207.23,50.6,86.57,16.87,46.29,38.33,41.44,46.29,32.67,60.04818,16.87,76.67

61,15:00-15:15,51.640000,165.610000,11.460000,0.000000,101.040000,0.000000,0.000000,11.180000,0.000000,0.000000,11.180000,115.790000,271.290000,0.000000,32.66,39.75,32.67,38.42,17.85,198.65,51.72,82.47,17.25,46.48,36,39.73,46.48,32.67,49.921452,17.24,72

62,15:15-15:30,51.640000,165.610000,11.460000,0.000000,101.040000,0.000000,0.000000,11.180000,0.000000,0.000000,11.180000,115.790000,271.290000,0.000000,32.66,28.32,32.67,36.9,17.92,188.12,51.31,76.87,17.12,46.08,33.33,37.62,46.08,32.67,50.58486,17.1,66.67

63,15:30-15:45,51.640000,165.610000,9.410000,0.000000,101.040000,0.000000,0.000000,9.180000,0.000000,0.000000,9.180000,115.790000,271.290000,0.000000,32.66,28,32.67,39.62,18.21,177.41,51.87,66.57,17.29,46.21,30.66,35.48,46.21,32.67,48.97512,17.29,61.34

64,15:45-16:00,51.640000,165.610000,9.230000,0.000000,101.040000,0.000000,0.000000,9.000000,0.000000,0.000000,9.000000,115.790000,271.290000,0.000000,32.66,27.54,32.67,37.44,18.47,166.55,52.83,62.27,17.62,46.59,28,33.31,46.59,32.67,46.955628,17.61,56

65,16:00-16:15,50.330000,193.390000,9.000000,0.000000,101.040000,0.000000,0.000000,8.780000,0.000000,0.000000,8.780000,115.790000,271.290000,0.000000,32.66,27.03,32.67,34.98,18.89,172.26,53.87,57.1,17.96,46.86,24.66,34.45,46.86,32.67,44.019072,17.96,49.34

66,16:15-16:30,50.330000,224.480000,8.530000,0.000000,101.040000,0.000000,0.000000,8.320000,0.000000,0.000000,8.320000,115.790000,271.290000,0.000000,32.66,26.24,32.67,31.92,19.16,158.24,54.87,52.3,18.29,47.11,23.33,31.65,47.11,32.67,40.29228,18.29,46.67

67,16:30-16:45,73.970000,261.020000,7.960000,0.000000,101.040000,0.000000,0.000000,7.760000,0.000000,0.000000,7.760000,115.790000,271.290000,0.000000,21.42,38.68,33,27.86,19.56,143.48,56.66,47,18.88,47.72,20.33,28.7,47.72,33,30.038724,18.89,40.67

68,16:45-17:00,73.970000,261.020000,7.140000,0.000000,101.040000,0.000000,0.000000,6.970000,0.000000,0.000000,6.970000,115.790000,271.290000,0.000000,7.77,39.14,33,22.52,21.7,128.78,55.69,41.07,18.57,47.62,19.33,25.75,47.62,33,27.46314,18.56,38.67

69,17:00-17:15,73.970000,261.020000,6.310000,0.000000,101.040000,0.000000,0.000000,6.160000,0.000000,0.000000,6.160000,115.790000,271.290000,0.000000,2.22,38.94,33,19.25,21.47,109.6,55.96,35.2,18.66,50.04,18,21.92,50.04,33,24.594876,18.65,36

70,17:15-17:30,73.970000,261.020000,5.030000,0.000000,101.040000,0.000000,0.000000,4.910000,0.000000,0.000000,4.910000,115.790000,271.290000,0.000000,0.77,38.74,31.28,16.06,21.38,94.08,57.03,29.77,19,50.5,15,18.81,50.5,33,21.433932,19.01,30

71,17:30-17:45,73.970000,261.020000,3.910000,0.000000,101.040000,0.000000,0.000000,3.810000,0.000000,0.000000,3.810000,115.790000,271.290000,0.000000,0,37.67,18.4,13.31,21.51,77.18,58.23,21.84,19.41,50.61,13.67,15.44,50.61,21.74,17.814456,19.41,27.33

72,17:45-18:00,73.970000,261.020000,3.040000,0.000000,101.040000,0.000000,0.000000,2.960000,0.000000,0.000000,2.960000,115.790000,271.290000,0.000000,0,37.88,11.04,10.56,21.47,57.78,59.87,17.25,19.96,50.69,12,11.55,50.69,12.44,14.107176,19.95,24

73,18:00-18:15,73.970000,261.020000,2.310000,0.000000,101.040000,0.000000,0.000000,2.250000,0.000000,0.000000,2.250000,115.790000,271.290000,0.000000,0,37.94,0,8.11,21.22,45.69,60.86,12.99,20.28,50.67,8.67,9.14,50.67,0,9.092592,20.29,17.33

74,18:15-18:30,73.970000,261.020000,1.690000,0.000000,101.040000,0.000000,0.000000,1.640000,0.000000,0.000000,1.640000,115.790000,271.290000,0.000000,0,40.88,0,6.03,21.17,37.59,60.19,9.42,20.06,50.54,5,7.52,50.54,0,6.253596,20.06,10

75,18:30-18:45,73.970000,261.020000,0.800000,0.000000,101.040000,0.000000,0.000000,0.780000,0.000000,0.000000,0.780000,115.790000,271.290000,0.000000,0,40.66,0,4.17,21.07,27.93,59.81,5.76,19.94,53.88,3,5.59,53.88,0,3.004848,19.94,6

76,18:45-19:00,73.970000,261.020000,0.520000,0.000000,101.040000,0.000000,0.000000,0.510000,0.000000,0.000000,0.510000,115.790000,271.290000,0.000000,0,40.59,0,2.57,20.99,17.1,59.44,0.3,19.82,53.21,2,3.42,53.21,0,0.848772,19.81,4

77,19:00-19:15,73.970000,261.020000,0.280000,0.000000,101.040000,0.000000,0.000000,0.270000,0.000000,0.000000,0.270000,115.790000,271.290000,0.000000,0,40.46,0,1.34,20.85,10.74,58.69,0.03,19.56,52.88,1,2.15,52.88,0,0,19.57,2

78,19:15-19:30,73.970000,261.020000,0.030000,0.000000,101.040000,0.000000,0.000000,0.030000,0.000000,0.000000,0.030000,115.790000,271.290000,0.000000,0,40.39,0,0.39,20.3,5.03,58.08,0,19.35,52.43,0.33,1,52.43,0,0,19.36,0.67

79,19:30-19:45,73.970000,261.020000,0.000000,0.000000,101.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,115.790000,271.290000,0.000000,0,39.94,0,0,19.89,0.92,56,0,18.66,51.51,0.33,0.18,51.51,0,0,18.67,0.67

80,19:45-20:00,73.970000,261.020000,0.000000,0.000000,101.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,115.790000,271.290000,0.000000,0,23.5,0,0,19.95,0,56.31,0,18.77,50.6,0,0,50.6,0,0,18.77,0

81,20:00-20:15,73.970000,261.020000,0.000000,0.000000,101.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,115.790000,271.290000,0.000000,0,22.94,0,0,19.87,0,57.75,0,19.25,49.43,0,0,49.43,0,0,19.25,0

82,20:15-20:30,73.970000,261.020000,0.000000,0.000000,101.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,115.790000,271.290000,0.000000,0,22.55,0,0,19.84,0,58.19,0,19.4,48.38,0,0,48.38,0,0,19.4,0

83,20:30-20:45,73.970000,261.020000,0.000000,0.000000,101.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,115.790000,271.290000,0.000000,0,22.31,0,0,19.69,0,56.26,0,18.77,47.68,0,0,47.68,0,0,18.75,0

84,20:45-21:00,73.970000,261.020000,0.000000,0.000000,101.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,115.790000,271.290000,0.000000,0,22.15,0,0,19.47,0,55.78,0,18.61,46.92,0,0,46.92,0,0,18.59,0

85,21:00-21:15,73.970000,261.020000,0.000000,8.440000,101.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,115.790000,271.290000,0.000000,0,18.73,0,0,19.41,0,56.26,0,18.75,46.41,0,0,46.41,0,0,18.75,0

86,21:15-21:30,73.970000,261.020000,0.000000,8.440000,101.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,115.790000,271.290000,0.000000,0,18.71,0,0,19.05,0,56.72,0,18.9,46.14,0,0,46.14,0,0,18.91,0

87,21:30-21:45,73.970000,261.020000,0.000000,8.440000,101.040000,0.000000,0.000000,0.000000,4.970000,0.000000,0.000000,115.790000,271.290000,0.000000,0,18.53,0,0,16.75,0,57.74,0,19.24,42.59,0,0,42.59,0,0,19.25,0

88,21:45-22:00,73.970000,261.020000,0.000000,8.440000,101.040000,0.000000,0.000000,0.000000,10.280000,0.000000,0.000000,115.790000,271.290000,0.000000,0,18.51,0,0,16.85,0,58.44,0,19.49,42.25,0,0,42.25,0,0,19.48,0

89,22:00-22:15,73.970000,261.020000,0.000000,8.440000,101.040000,0.000000,0.000000,0.000000,10.280000,0.000000,0.000000,115.790000,271.290000,0.000000,0,18.32,0,0,16.93,0,58.73,0,19.57,42.9,0,0,42.9,0,0,19.58,0

90,22:15-22:30,73.970000,261.020000,0.000000,8.440000,101.040000,0.000000,0.000000,0.000000,10.280000,0.000000,0.000000,115.790000,271.290000,0.000000,0,8.6,0,0,17.38,0,59.18,0,19.72,43.39,0,0,43.39,0,0,19.73,0

91,22:30-22:45,73.970000,261.020000,0.000000,8.440000,101.040000,0.000000,0.000000,0.000000,10.280000,0.000000,0.000000,115.790000,271.290000,0.000000,0,8.79,0,0,17.7,0,67.32,0,22.43,57.37,0,0,57.37,0,0,22.44,0

92,22:45-23:00,73.970000,261.020000,0.000000,8.440000,101.040000,0.000000,0.000000,0.000000,10.280000,0.000000,0.000000,115.790000,271.290000,0.000000,0,9,0,0,18.38,0,68.32,0,22.77,56.55,0,0,56.55,0,0,22.77,0

93,23:00-23:15,73.970000,261.020000,0.000000,8.440000,101.040000,0.000000,0.000000,0.000000,10.280000,0.000000,0.000000,115.790000,271.290000,0.000000,0,9.21,0,0,18.66,0,68.76,0,22.92,55.8,0,0,55.8,0,0,22.92,0

94,23:15-23:30,73.970000,261.020000,0.000000,8.440000,101.040000,0.000000,0.000000,0.000000,10.280000,0.000000,0.000000,115.790000,271.290000,0.000000,0,9.3,0,0,18.9,0,69.33,0,23.11,55.45,0,0,55.45,0,0,23.11,0

95,23:30-23:45,73.970000,261.020000,0.000000,8.440000,101.040000,0.000000,0.000000,0.000000,10.280000,0.000000,0.000000,115.790000,271.290000,0.000000,0,9.6,0,0,18.73,0,69.5,0,23.15,54.9,0,0,54.9,0,0,23.17,0

96,23:45-24:00,73.970000,261.020000,0.000000,8.440000,101.040000,0.000000,0.000000,0.000000,10.280000,0.000000,0.000000,115.790000,271.290000,0.000000,0,9.71,0,0,19.16,0,69.76,0,23.26,54.39,0,0,54.39,0,0,23.25,0

