Time,Block,NR/2023/17545/C,NR/2023/17531/D,ER/2023/11230/C,ER/2023/11226/C,NR/2023/16077/A,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/2023/17538/C,NR/2023/16185/A,NR/2023/17555/C,NR/2023/17546/C,NR/2023/13383/A,NR/2023/13253/A,NR/2023/16191/A,NR/2023/13254/A,NR/2023/13150/A,NR/2023/13387/A,NR/2023/17544/C,NR/2023/17537/C,NR/2023/13148/A,NR/2023/16291/F,NR/2023/13168/A,NR/2023/13165/A,NR/2023/17554/C,NR/2023/13385/A,NR/2023/15770/A,NR/2023/16073/A,Total

3,00:30-00:45,0,0,0.000000,0.000000,85.930000,0.000000,0.000000,6.050000,38.660000,203.950000,6.820000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.870000,32.860000,21.270000,125.660000,50.020000,43.500000,24.160000,1098.52

4,00:45-01:00,0,0,0.000000,0.000000,85.930000,0.000000,0.000000,6.050000,38.660000,163.360000,6.820000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.870000,32.860000,21.270000,125.660000,50.020000,43.500000,24.160000,1057.93

5,01:00-01:15,0,0,0.000000,0.000000,85.930000,0.000000,0.000000,6.050000,38.660000,104.390000,6.820000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.630000,32.860000,21.270000,125.660000,50.020000,43.500000,24.160000,998.72

6,01:15-01:30,0,0,0.000000,0.000000,85.930000,0.000000,0.000000,6.050000,38.660000,39.630000,6.820000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.630000,32.860000,21.270000,125.660000,50.020000,43.500000,24.160000,933.96

7,01:30-01:45,0,0,0.000000,0.000000,85.930000,0.000000,0.000000,6.050000,38.660000,0.000000,6.820000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.630000,32.860000,21.270000,125.660000,50.020000,43.500000,24.160000,894.33

8,01:45-02:00,0,0,0.000000,0.000000,85.930000,0.000000,0.000000,6.050000,38.660000,0.000000,6.820000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.630000,32.860000,21.270000,125.660000,50.020000,43.500000,24.160000,894.33

9,02:00-02:15,0,0,0.000000,0.000000,85.930000,0.000000,0.000000,5.050000,38.660000,0.000000,6.740000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.630000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,767.59

10,02:15-02:30,0,0,0.000000,0.000000,85.930000,0.000000,0.000000,5.050000,38.660000,0.000000,6.740000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.630000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,767.59

11,02:30-02:45,0,0,0.000000,0.000000,85.930000,0.000000,0.000000,5.050000,38.660000,0.000000,6.740000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.630000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,767.59

12,02:45-03:00,0,0,0.000000,0.000000,85.930000,0.000000,0.000000,5.050000,38.660000,0.000000,6.740000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.630000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,767.59

13,03:00-03:15,0,0,0.000000,0.000000,85.930000,0.000000,0.000000,5.050000,38.660000,0.000000,6.740000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,0.000000,0.630000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,731.12

14,03:15-03:30,0,0,0.000000,0.000000,85.930000,0.000000,0.000000,5.050000,38.660000,0.000000,6.740000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,0.000000,0.630000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,731.12

15,03:30-03:45,0,0,0.000000,0.000000,85.930000,0.000000,0.000000,5.050000,38.660000,0.000000,6.740000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,0.000000,0.630000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,731.12

16,03:45-04:00,0,0,0.000000,0.000000,85.930000,0.000000,0.000000,5.050000,38.660000,0.000000,6.740000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,0.000000,0.630000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,731.12

17,04:00-04:15,0,0,130.000000,0.000000,85.930000,0.000000,0.000000,5.050000,38.660000,0.000000,6.740000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,0.000000,0.580000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,861.07

18,04:15-04:30,0,0,130.000000,0.000000,85.930000,0.000000,0.000000,5.050000,38.660000,0.000000,6.740000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,0.000000,0.580000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,861.07

19,04:30-04:45,0,0,130.000000,0.000000,85.930000,0.000000,0.000000,5.050000,38.660000,0.000000,6.740000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,0.000000,0.580000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,861.07

20,04:45-05:00,0,0,130.000000,0.000000,85.930000,0.000000,0.000000,5.050000,38.660000,0.000000,6.740000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,0.000000,0.580000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,861.07

21,05:00-05:15,0,0,130.000000,18.000000,85.930000,0.000000,0.000000,5.050000,38.660000,0.000000,6.640000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,0.000000,0.580000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,878.97

22,05:15-05:30,0,0,130.000000,18.000000,85.930000,0.000000,0.000000,5.050000,38.660000,0.000000,6.640000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,0.000000,0.580000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,878.97

23,05:30-05:45,0,0,130.000000,18.000000,85.930000,0.000000,0.000000,5.050000,38.660000,0.000000,6.640000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,0.000000,0.580000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,878.97

24,05:45-06:00,0,0,130.000000,18.000000,85.930000,0.000000,0.000000,5.050000,38.660000,0.000000,6.640000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,0.000000,0.580000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,878.97

25,06:00-06:15,0,0,130.000000,18.000000,0.000000,0.000000,0.000000,5.050000,38.660000,0.000000,6.640000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,0.000000,0.680000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,756.31

26,06:15-06:30,0,0,130.000000,18.000000,0.000000,0.000000,0.000000,5.050000,38.660000,0.000000,6.640000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,0.000000,0.680000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,756.31

27,06:30-06:45,0,0.1,130.000000,18.000000,0.000000,0.000000,0.000000,3.030000,38.660000,0.000000,6.640000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,0.000000,0.680000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,754.39

28,06:45-07:00,0,0.51,130.000000,18.000000,0.000000,0.000000,0.000000,3.030000,38.660000,0.000000,6.640000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,0.000000,0.680000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,754.8

29,07:00-07:15,0,0.86,130.000000,18.000000,0.000000,0.000000,0.000000,3.030000,38.660000,0.000000,6.640000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,0.000000,0.680000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,755.15

30,07:15-07:30,0,1.26,130.000000,18.000000,0.000000,0.000000,0.000000,3.030000,38.660000,0.000000,6.640000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,0.000000,0.680000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,755.55

31,07:30-07:45,0,1.59,130.000000,18.000000,0.000000,0.000000,0.000000,3.030000,38.660000,0.000000,6.640000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,0.000000,0.680000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,755.88

32,07:45:08:00,0,1.86,130.000000,18.000000,0.000000,0.000000,0.000000,3.030000,38.660000,0.000000,6.640000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,0.000000,0.680000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,756.15

33,08:00-08:15,0,2.26,130.000000,18.000000,0.000000,0.000000,0.000000,3.030000,38.660000,0.000000,6.640000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,0.000000,0.970000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,756.84

34,08:15-08:30,0,2.84,130.000000,18.000000,0.000000,0.000000,0.000000,3.030000,38.660000,0.000000,6.640000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,0.000000,0.970000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,757.42

35,08:30-08:45,0,3.4,130.000000,0.000000,0.000000,0.000000,0.000000,4.030000,38.660000,0.000000,6.640000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,0.000000,0.970000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,740.98

36,08:45:09:00,0,3.74,130.000000,0.000000,0.000000,0.000000,0.000000,4.030000,38.660000,0.000000,6.640000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,0.000000,0.970000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,741.32

37,09:00:09:15,15.95,4.3,130.000000,0.000000,0.000000,0.000000,0.000000,4.030000,38.660000,0.000000,6.640000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.970000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,766.05

38,09:15-09:30,15.95,4.64,130.000000,0.000000,0.000000,0.000000,0.000000,4.030000,38.660000,0.000000,6.640000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.970000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,766.39

39,09:30-09:45,15.95,4.83,130.000000,0.000000,0.000000,0.000000,0.000000,4.030000,38.660000,0.000000,6.640000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.970000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,766.58

40,09:45-10:00,15.95,5.32,130.000000,0.000000,0.000000,0.000000,0.000000,4.030000,38.660000,0.000000,6.640000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.970000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,767.07

41,10:00-10:15,15.95,5.41,130.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,0.000000,6.550000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.970000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,770.11

42,10:15-10:30,15.95,5.69,130.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,0.000000,6.550000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.970000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,770.39

43,10:30-10:45,15.95,5.8,130.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,0.000000,6.550000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.970000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,770.5

44,10:45-11:00,15.95,5.99,130.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,0.000000,6.550000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.970000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,770.69

45,11:00-11:15,15.95,6.19,100.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,0.000000,6.550000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.970000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,740.89

46,11:15-11:30,15.95,6.28,100.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,0.000000,6.550000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.970000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,740.98

47,11:30-11:45,15.95,6.48,100.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,0.000000,6.550000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.970000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,741.18

48,11:45-12:00,15.95,6.57,100.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,0.000000,6.550000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.970000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,741.27

49,12:00-12:15,15.95,6.67,80.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,0.000000,6.550000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.970000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,721.37

50,12:15-12:30,15.95,6.96,80.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,0.000000,6.550000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.970000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,721.66

51,12:30-12:45,15.95,7.15,80.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,0.000000,6.550000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.970000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,721.85

52,12:45-13:00,15.95,7.54,80.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,0.000000,6.550000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.970000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,722.24

53,13:00-13:15,15.95,8.22,80.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,0.000000,6.550000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.970000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,722.92

54,13:15-13:30,15.95,8.51,80.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,0.000000,6.550000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.970000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,723.21

55,13:30-13:45,15.95,9.18,80.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,0.000000,6.550000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.970000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,723.88

56,13:45-14:00,15.95,8.7,80.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,0.000000,6.550000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.970000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,723.4

57,14:00-14:15,15.95,8.22,50.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,0.000000,6.550000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.970000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,692.92

58,14:15-14:30,15.95,7.73,50.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,0.000000,6.550000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.970000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,692.43

59,14:30-14:45,15.95,7.54,50.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,0.000000,6.550000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.970000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,692.24

60,14:45-15:00,15.95,6.96,50.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,0.000000,6.550000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.970000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,691.66

61,15:00-15:15,15.95,6.28,50.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,0.000000,6.640000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.870000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,690.97

62,15:15-15:30,15.95,5.32,50.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,5.800000,6.640000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.870000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,695.81

63,15:30-15:45,15.95,4.06,50.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,30.930000,6.640000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.870000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,719.68

64,15:45-16:00,15.95,3.67,50.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,55.100000,6.640000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.870000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,743.46

65,16:00-16:15,15.95,3.63,0.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,77.330000,6.740000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.820000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,715.7

66,16:15-16:30,15.95,3.5,0.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,93.760000,6.740000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.820000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,732

67,16:30-16:45,15.95,3.09,0.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,104.390000,6.740000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.820000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,742.22

68,16:45-17:00,15.95,2.41,0.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,102.460000,6.740000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,8.220000,112.610000,0.000000,0.820000,32.860000,21.270000,0.000000,50.020000,43.500000,24.160000,739.61

69,17:00-17:15,0,1.4,0.000000,30.000000,0.000000,0.000000,0.000000,7.070000,38.660000,79.260000,6.820000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,0.000000,0.820000,32.860000,21.270000,48.330000,50.020000,43.500000,24.160000,769.64

70,17:15-17:30,0,1.06,0.000000,30.000000,0.000000,0.000000,0.000000,7.070000,38.660000,108.260000,6.820000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,0.000000,0.820000,32.860000,21.270000,48.330000,50.020000,43.500000,24.160000,798.3

71,17:30-17:45,0,0.8,0.000000,30.000000,0.000000,0.000000,0.000000,7.070000,38.660000,128.560000,6.820000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,0.000000,0.820000,32.860000,21.270000,48.330000,50.020000,43.500000,24.160000,818.34

72,17:45-18:00,0,0.44,0.000000,30.000000,0.000000,0.000000,0.000000,7.070000,38.660000,133.390000,6.820000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,0.000000,0.820000,32.860000,21.270000,48.330000,50.020000,43.500000,24.160000,822.81

73,18:00-18:15,0,0.18,0.000000,40.000000,0.000000,0.000000,0.000000,7.070000,38.660000,268.710000,6.820000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.820000,32.860000,21.270000,96.660000,50.020000,43.500000,0.000000,1028.51

74,18:15-18:30,0,0,0.000000,40.000000,0.000000,0.000000,0.000000,7.070000,38.660000,243.580000,6.820000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.820000,32.860000,21.270000,96.660000,50.020000,43.500000,0.000000,1003.2

75,18:30-18:45,0,0,0.000000,40.000000,0.000000,0.000000,0.000000,7.070000,38.660000,255.180000,6.820000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.820000,32.860000,21.270000,96.660000,50.020000,43.500000,0.000000,1014.8

76,18:45-19:00,0,0,0.000000,40.000000,0.000000,0.000000,0.000000,7.070000,38.660000,261.950000,6.820000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.820000,32.860000,21.270000,96.660000,50.020000,43.500000,0.000000,1021.57

77,19:00-19:15,0,0,0.000000,40.000000,0.000000,0.000000,0.000000,7.070000,38.660000,216.520000,6.740000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.820000,32.860000,21.270000,125.660000,50.020000,43.500000,0.000000,1005.06

78,19:15-19:30,0,0,0.000000,40.000000,0.000000,0.000000,0.000000,7.070000,38.660000,215.550000,6.740000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.820000,32.860000,21.270000,125.660000,50.020000,43.500000,0.000000,1004.09

79,19:30-19:45,0,0,0.000000,40.000000,0.000000,0.000000,0.000000,7.070000,38.660000,224.250000,6.740000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.820000,32.860000,21.270000,125.660000,50.020000,43.500000,0.000000,1012.79

80,19:45-20:00,0,0,0.000000,40.000000,0.000000,0.000000,0.000000,7.070000,38.660000,218.450000,6.740000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.820000,32.860000,21.270000,125.660000,50.020000,43.500000,0.000000,1006.99

81,20:00-20:15,0,0,0.000000,40.000000,0.000000,0.000000,0.000000,7.070000,38.660000,228.120000,6.740000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.770000,32.860000,21.270000,125.660000,50.020000,43.500000,0.000000,1016.61

82,20:15-20:30,0,0,0.000000,40.000000,0.000000,0.000000,0.000000,7.070000,38.660000,212.650000,6.740000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.770000,32.860000,21.270000,125.660000,50.020000,43.500000,0.000000,1001.14

83,20:30-20:45,0,0,0.000000,40.000000,0.000000,0.000000,0.000000,7.070000,38.660000,234.880000,6.740000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.770000,32.860000,21.270000,125.660000,50.020000,43.500000,0.000000,1023.37

84,20:45-21:00,0,0,0.000000,40.000000,0.000000,0.000000,0.000000,7.070000,38.660000,283.210000,6.740000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.770000,32.860000,21.270000,125.660000,50.020000,43.500000,0.000000,1071.7

