Block,Time,CHAMERA3,KKNPPU2,MAPS,RAPPB,TelanganaSTPP,URI2,KOLDAM,NLCTS2EXP,PARBATI3,RAPPC,RIHAND3,SINGRAULI,TEHRI,CHAMERA1,KHSTPP-I,KKNP,KOTESHWR,RSTPSU7,TALA,TANAKPUR,URI,DADRI_RF,BRBCL,BSIUL,FSTPP I & II,JHAJJAR,KISHANGANGA,SIMHST1,SIMHST2,TANDA2,ANTA_LF,DADRT2,NJPC,NLCEXP,NLCIIST1,NLCIIST2,NNTPP,RIHAND2,SINGRAULI_HYDRO,UNCHAHAR2,DADRI_CRF,DHAULIGNGA,DULHASTI,KGSU1AND2,KHSTPP-II,KUDGI,NAPP,UNCHAHAR1,UNCHAHAR4,ANTA_RF,AURY_GF,AURY_LF,DADRI_GF,DADRI_LF,CHAMERA2,RSTPSU1TO6,SASAN,UNCHAHAR3,VALLURNTECL,ANTA_CRF,AURY_CRF,AURY_RF,KGSU3AND4,NTPL,RAMPUR,RIHAND1,SALAL,SEWA2,TALST2,ANTA_GF
20,04:45-05:00,0,0,0,0,0,31.9,0,0,0,25.89,62.16,139.69,11.72,0,45.53,0,8.87,0,0,0,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,16.48,0,148.3,0,20.19,18.85,0,43.57,0,0,0,0,0,0,393.75,26.4,0,0,0,69.51,0,0,0,92,13.36,15.81,0,0

21,05:00-05:15,0,0,0,0,0,31.9,0,0,0,25.89,62.16,139.69,23.44,0,45.53,0,8.87,0,0,0,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,16.48,0,148.3,0,20.19,18.85,0,43.89,0,0,0,0,0,0,393.75,26.4,0,0,0,69.51,0,0,0,92,13.36,15.81,0,0

22,05:15-05:30,0,0,0,0,0,31.9,0,0,0,25.89,62.16,139.69,35.15,0,45.53,0,8.87,0,0,0,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,19.88,0,0,0,0,118.76,0.75,42.39,0,0,16.48,0,148.3,0,20.19,18.85,0,43.89,0,0,0,0,0,0,393.75,26.4,0,0,0,69.51,0,0,0,92,13.36,15.81,0,0

23,05:30-05:45,0,0,0,0,0,29.6,0,0,0,25.89,62.16,139.69,35.15,0,45.53,0,8.87,0,0,0,36.43,59.73,20,13.04,18.2,434.65,0,0,0,0,0,683.14,43.56,0,0,0,0,118.76,0.75,42.39,0,9.14,16.48,0,148.3,0,20.19,18.85,0,43.89,0,0,0,0,0,0,393.75,26.4,0,0,0,69.51,0,0,0,92,13.36,15.81,0,0

24,05:45-06:00,0,0,0,0,0,29.6,0,0,0,25.89,62.16,139.69,35.15,13.03,45.53,0,8.87,0,0,0,36.43,59.73,20,13.04,18.2,434.65,0,0,0,0,0,683.14,70.17,0,0,0,0,118.76,0.75,42.39,0,9.14,16.48,0,148.3,0,20.19,18.85,0,43.89,0,0,0,0,2.66,0,393.75,26.4,0,0,0,69.51,0,0,0,92,13.36,15.81,0,0

25,06:00-06:15,9.68,0,0,0,0,26.9,0,0,3.82,25.89,62.16,139.69,35.15,13.43,45.53,0,8.87,0,0,0,36.43,59.73,20,13.04,18.2,434.65,0,0,0,0,0,683.14,70.17,0,0,0,0,118.76,0.75,42.39,0,9.14,16.48,0,148.3,0,20.19,18.85,0,43.89,0,0,0,0,13.17,0,393.75,26.4,0,0,0,69.51,0,0,0,92,13.36,15.81,0,0

26,06:15-06:30,19.35,0,0,0,0,26.9,0,0,16.54,25.89,62.16,139.69,46.87,28.05,45.53,0,17.75,0,0,0,36.43,59.73,20,13.04,18.2,434.65,0,0,0,0,0,683.14,93.56,0,0,0,0,118.76,0.75,42.39,0,18.27,32.96,0,148.3,0,20.19,18.85,0,43.89,0,0,0,0,26.34,0,393.75,26.4,0,0,0,69.51,0,0,0,92,13.36,15.81,0,0

27,06:30-06:45,29.06,0,0,0,0,26.9,0,0,16.54,25.89,62.16,133.5,46.87,42.15,45.53,0,39.05,0,0,0,36.43,59.73,20,19.56,18.2,434.65,0,0,0,0,0,683.14,116.95,0,0,0,0,118.76,0.75,42.39,0,27.41,49.43,0,148.3,0,20.19,19.98,0,43.89,0,0,0,0,39.51,0,393.75,26.4,0,0,0,69.51,0,0,0,92,17.44,15.81,0,0

28,06:45-07:00,29.06,0,0,0,0,26.9,0,0,16.54,25.89,62.16,133.5,46.87,42.15,45.53,0,39.05,0,0,0,36.43,59.73,20,19.56,18.2,434.65,0,0,0,0,0,683.14,140.35,0,0,0,0,118.76,0.75,42.39,0,27.41,49.43,0,148.3,0,20.19,19.98,0,43.89,0,0,0,0,39.51,0,393.75,26.4,0,0,0,69.51,0,0,0,92,69.72,15.81,0,0

29,07:00-07:15,29.06,0,0,0,0,26.9,0,0,16.54,25.89,62.16,133.5,46.87,42.15,45.53,0,39.05,0,0,0,36.43,59.73,20,19.56,18.2,434.65,0,0,0,0,0,683.14,140.35,0,0,0,0,118.76,0.75,42.39,0,27.41,49.43,0,148.3,0,20.19,19.98,0,43.89,0,0,0,0,39.51,0,393.75,26.4,0,0,0,69.51,0,0,0,92,69.72,15.81,0,0

30,07:15-07:30,29.06,0,0,0,0,26.9,0,0,16.54,25.89,62.16,133.5,46.87,42.15,45.53,0,39.05,0,0,0,36.43,59.73,20,19.56,18.2,434.65,0,0,0,0,0,683.14,140.35,0,0,0,0,118.76,0.75,42.39,0,27.41,49.43,0,148.3,0,20.19,19.98,0,43.89,0,0,0,0,39.51,0,393.75,26.4,0,0,0,69.51,0,0,0,92,69.72,15.81,0,0

31,07:30-07:45,29.06,0,0,0,0,26.9,0,0,16.54,25.89,62.16,133.5,46.87,42.15,45.53,0,39.05,0,0,0,39.75,59.73,20,19.56,18.2,434.65,0,0,0,0,0,683.14,140.35,0,0,0,0,118.76,0.75,42.39,0,27.41,49.43,0,148.3,0,20.19,19.98,0,43.89,0,0,0,0,39.51,0,393.75,26.4,0,0,0,69.51,0,0,0,92,13.95,15.81,0,0

32,07:45-08:00,29.06,0,0,0,0,26.9,0,0,3.57,25.89,62.16,133.5,46.87,42.15,45.53,0,39.05,0,0,0,39.75,59.73,20,19.56,18.2,434.65,0,0,0,0,0,683.14,140.35,0,0,0,0,118.76,0.75,42.39,0,27.41,49.43,0,148.3,0,20.19,19.98,0,44.1,0,0,0,0,39.51,0,393.75,26.4,0,0,0,69.51,0,0,0,92,13.36,15.81,0,0

33,08:00-08:15,19.35,0,0,0,0,26.9,0,0,0,25.89,62.16,127.5,46.87,42.15,45.53,0,17.75,0,0,0,39.75,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,116.95,0,0,0,0,118.76,0.75,42.39,0,18.27,32.96,0,148.3,0,20.19,19.98,0,44.52,0,0,0,0,39.51,0,393.75,26.4,0,0,0,69.51,0,0,0,92,13.36,15.81,0,0

34,08:15-08:30,9.68,0,0,0,0,26.9,0,0,0,25.89,62.16,127.5,46.87,42.15,45.53,0,8.87,0,0,0,39.75,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,93.56,0,0,0,0,118.76,0.75,42.39,0,18.27,16.48,0,148.3,0,20.19,19.98,0,44.42,0,0,0,0,39.51,0,393.75,26.4,0,0,0,69.51,0,0,0,92,13.36,15.81,0,0

35,08:30-08:45,0,0,0,0,0,26.9,0,0,0,25.89,62.16,127.5,46.87,24.49,45.53,0,8.87,0,0,5.76,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,70.17,0,0,0,0,118.76,0.75,42.39,0,9.14,0,0,148.3,0,20.19,19.98,0,44.42,0,0,0,0,26.34,0,393.75,26.4,0,0,0,69.51,0,0,0,92,13.36,15.81,0,0

36,08:45-09:00,0,0,0,0,0,26.9,0,0,0,25.89,62.16,127.5,35.15,12.25,45.53,0,8.87,0,0,5.76,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,43.56,0,0,0,0,118.76,0.75,42.39,0,9.14,0,0,148.3,0,20.19,19.98,0,44.42,0,0,0,0,13.17,0,393.75,26.4,0,0,0,69.51,0,0,0,92,13.36,15.81,0,0

37,09:00-09:15,0,0,0,0,0,26.9,0,0,0,25.89,62.16,127.5,35.15,0,45.53,0,8.87,0,0,5.76,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,19.8,0,0,0,0,118.76,0.75,42.39,0,0,0,0,148.3,0,20.19,19.98,0,44.21,0,0,0,0,13.17,0,393.75,26.4,0,0,0,69.51,0,0,0,92,13.36,10.53,0,0

38,09:15-09:30,0,0,0,0,0,26.9,0,0,0,25.89,62.16,127.5,23.44,0,45.53,0,8.87,0,0,5.76,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,0,0,148.3,0,20.19,19.98,0,43.99,0,0,0,0,13.17,0,393.75,26.4,0,0,0,69.51,0,0,0,92,13.36,10.53,0,0

39,09:30-09:45,0,0,0,0,0,28.25,0,0,0,25.89,62.16,127.5,11.72,0,45.53,0,8.87,0,0,5.76,39.75,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,0,0,148.3,0,20.19,19.98,0,43.57,0,0,0,0,13.17,0,393.75,26.4,0,0,0,69.51,0,0,0,92,13.36,10.53,0,0

40,09:45-10:00,0,0,0,0,0,28.25,0,0,0,25.89,62.16,127.5,11.72,0,45.53,0,8.87,0,0,5.76,39.75,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,0,0,148.3,0,20.19,19.98,0,43.57,0,0,0,0,13.17,0,393.75,26.4,0,0,0,69.51,0,0,0,92,13.36,10.53,0,0

41,10:00-10:15,0,0,0,0,0,28.25,0,0,0,25.89,62.16,127.5,0,0,45.53,0,8.87,0,0,0,39.75,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,0,0,148.3,0,20.19,19.98,0,43.47,0,0,0,0,0,0,400.5,26.4,0,0,0,69.51,0,0,0,92,13.36,8,0,0

42,10:15-10:30,0,0,0,0,0,28.25,0,0,0,25.89,62.16,127.5,0,0,45.53,0,8.87,0,0,0,39.75,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,0,0,148.3,0,20.19,19.98,0,43.26,0,0,0,0,0,0,400.5,26.4,0,0,0,69.51,0,0,0,92,13.36,8,0,0

43,10:30-10:45,0,0,0,0,0,28.25,0,0,0,25.89,62.16,127.5,0,0,45.53,0,8.87,0,0,0,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,0,0,148.3,0,20.19,19.98,0,43.05,0,0,0,0,0,0,400.5,26.4,0,0,0,69.51,0,0,0,92,13.36,8,0,0

44,10:45-11:00,0,0,0,0,0,28.25,0,0,0,25.89,62.16,127.5,0,0,45.53,0,8.87,0,0,0,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,0,0,148.3,0,20.19,19.98,0,42.84,0,0,0,0,0,0,400.5,26.4,0,0,0,69.51,0,0,0,92,13.36,8,0,0

45,11:00-11:15,0,0,0,0,0,28.25,0,0,0,25.89,62.16,127.5,0,0,45.53,0,8.87,0,0,0,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,0,0,148.3,0,20.19,20.85,0,42.73,0,0,0,0,0,0,400.5,26.4,0,0,0,69.51,0,0,0,92,69.72,8,0,0

46,11:15-11:30,0,0,0,0,0,28.25,0,0,0,25.89,62.16,127.5,0,0,45.53,0,8.87,0,0,0,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,0,0,148.3,0,20.19,20.85,0,42.52,0,0,0,0,0,0,400.5,26.4,0,0,0,69.51,0,0,0,92,69.72,8,0,0

47,11:30-11:45,0,0,0,0,0,28.25,0,0,0,25.89,62.16,127.5,0,0,45.53,0,8.87,0,0,0,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,0,0,148.3,0,20.19,20.85,0,42.52,0,0,0,0,0,0,400.5,26.4,0,0,0,69.51,0,0,0,92,69.72,8,0,0

48,11:45-12:00,0,0,0,0,0,28.25,0,0,0,25.89,62.16,127.5,0,0,45.53,0,8.87,0,0,0,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,0,0,148.3,0,20.19,20.85,0,42.21,0,0,0,0,0,0,400.5,26.4,0,0,0,69.51,0,0,0,92,26.73,8,0,0

49,12:00-12:15,0,0,0,0,0,28.25,0,0,0,25.89,62.16,127.5,0,0,45.53,0,8.87,0,0,0,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,0,0,148.3,0,20.19,20.85,0,42.21,0,0,0,0,0,0,400.5,26.4,0,0,0,69.51,0,0,0,92,26.73,8,0,0

50,12:15-12:30,0,0,0,0,0,28.25,0,0,0,25.89,62.16,127.5,0,0,45.53,0,8.87,0,0,0,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,0,0,148.3,0,20.19,20.85,0,42,0,0,0,0,0,0,400.5,26.4,0,0,0,69.51,0,0,0,92,26.73,8,0,0

51,12:30-12:45,0,0,0,0,0,33.09,0,0,0,25.89,62.16,127.5,0,0,45.53,0,8.87,0,0,0,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,0,0,148.3,0,20.19,20.85,0,41.37,0,0,0,0,0,0,400.5,26.4,0,0,0,69.51,0,0,0,92,26.73,8,0,0

52,12:45-13:00,0,0,0,0,0,33.09,0,0,0,25.89,62.16,127.5,0,0,45.53,0,8.87,0,0,0,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,0,0,148.3,0,20.19,20.85,0,41.37,0,0,0,0,0,0,400.5,26.4,0,0,0,69.51,0,0,0,92,26.73,8,0,0

53,13:00-13:15,0,0,0,0,0,33.09,0,0,0,25.89,62.16,127.5,0,0,45.53,0,8.87,0,0,0,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,0,0,148.3,0,20.19,20.85,0,41.37,0,0,0,0,0,0,400.5,26.4,0,0,0,69.51,0,0,0,92,26.73,8,0,0

54,13:15-13:30,0,0,0,0,0,33.09,0,0,0,25.89,62.16,127.5,0,0,45.53,0,8.87,0,0,0,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,0,0,148.3,0,20.19,20.85,0,41.37,0,0,0,0,0,0,400.5,26.4,0,0,0,69.51,0,0,0,92,26.73,8,0,0

55,13:30-13:45,0,0,0,0,0,33.09,0,0,0,25.89,62.16,127.5,0,0,45.53,0,8.87,0,0,0,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,0,0,148.3,0,20.19,20.85,0,41.37,0,0,0,0,0,0,400.5,26.4,0,0,0,69.51,0,0,0,92,26.73,8,0,0

56,13:45-14:00,0,0,0,0,0,33.09,0,0,0,25.89,62.16,127.5,0,0,45.53,0,8.87,0,0,0,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,0,0,148.3,0,20.19,20.85,0,41.37,0,0,0,0,0,0,400.5,26.4,0,0,0,69.51,0,0,0,92,26.73,8,0,0

57,14:00-14:15,0,0,0,0,0,33.09,0,0,0,25.89,62.16,127.5,0,0,45.53,0,8.87,0,0,0,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,0,0,148.3,0,20.19,20.85,0,41.37,0,0,0,0,0,0,400.5,26.4,0,0,0,69.51,0,0,0,92,26.73,8,0,0

58,14:15-14:30,0,0,0,0,0,33.09,0,0,0,25.89,62.16,127.5,11.4,0,45.53,0,8.87,0,0,0,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,0,0,148.3,0,20.19,20.85,0,41.37,0,0,0,0,0,0,400.5,26.4,0,0,0,69.51,0,0,0,92,26.73,8,0,0

59,14:30-14:45,0,0,0,0,0,33.09,0,0,0,25.89,62.16,127.5,11.59,0,45.53,0,8.87,0,0,0,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,0,0,148.3,0,20.19,20.85,0,41.37,0,0,0,0,0,0,400.5,26.4,0,0,0,69.51,0,0,0,92,13.36,8,0,0

60,14:45-15:00,0,0,0,0,0,33.09,0,0,0,25.89,62.16,127.5,23.44,0,45.53,0,8.87,0,0,0,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,0,0,148.3,0,20.19,20.85,0,40.95,0,0,0,0,0,0,400.5,26.4,0,0,0,69.51,0,0,0,92,13.36,5.27,0,0

61,15:00-15:15,0,0,0,0,0,33.09,0,0,0,25.89,62.16,127.5,23.44,0,45.53,0,8.87,0,0,0,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,0,0,148.3,0,20.19,20.85,0,40.95,0,0,0,0,0,0,400.5,26.4,0,0,0,69.51,0,0,0,92,13.36,10.53,0,0

62,15:15-15:30,0,0,0,0,0,33.09,0,0,0,25.89,62.16,127.5,23.44,0,45.53,0,8.87,0,0,0,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,0,0,148.3,0,20.19,20.85,0,40.95,0,0,0,0,0,0,400.5,26.4,0,0,0,69.51,0,0,0,92,13.36,10.53,0,0

63,15:30-15:45,0,0,0,0,0,26.9,0,0,0,25.89,62.16,127.5,23.44,0,45.53,0,8.87,0,0,1.54,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,16.48,0,148.3,0,20.19,20.85,0,40.95,0,0,0,0,0,0,400.5,26.4,0,0,0,69.51,0,0,0,92,13.36,10.53,0,0

