Block,Time,KGSU1AND2,KOLDAM,NAPP,NTPL,RIHAND3,RSTPSU7,UNCHAHAR3,URI2,AURY_GF,AURY_LF,FSTPP I & II,KHSTPP-I,KUDGI,NJPC,NLCEXP,NLCTS2EXP,RIHAND2,SASAN,SINGRAULI,ANTA_CRF,ANTA_GF,BRBCL,CHAMERA2,MAPS,RAPPC,SIMHST1,TelanganaSTPP,KHSTPP-II,KISHANGANGA,KOTESHWR,SINGRAULI_HYDRO,TANDA2,TEHRI,UNCHAHAR2,UNCHAHAR4,URI,CHAMERA1,DHAULIGNGA,JHAJJAR,KGSU3AND4,RAPPB,RSTPSU1TO6,SEWA2,TALA,UNCHAHAR1,DADRI_GF,DULHASTI,KKNP,NNTPP,PARBATI3,SIMHST2,AURY_CRF,AURY_RF,KKNPPU2,SALAL,TALST2,ANTA_LF,DADRI_CRF,DADRI_LF,BSIUL,CHAMERA3,DADRT2,NLCIIST1,NLCIIST2,RAMPUR,RIHAND1,TANAKPUR,VALLURNTECL,ANTA_RF,DADRI_RF
6,01:15-01:30,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,44.1,0,20,0,0,53.93,0,0,148.3,0,17.75,0,0,0,42.39,0,1.11,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,5.76,0,0,0

7,01:30-01:45,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,44.1,0,20,0,0,53.93,0,0,148.3,0,17.75,0,0,0,42.39,0,1.11,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,5.76,0,0,0

8,01:45-02:00,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,44.1,0,20,0,0,53.93,0,0,148.3,0,17.75,0,0,0,42.39,0,1.11,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,5.76,0,0,0

9,02:00-02:15,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,44.1,0,20,0,0,53.93,0,0,148.3,0,17.75,0,0,0,42.39,0,1.11,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,5.76,0,0,0

10,02:15-02:30,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,44.1,0,20,0,0,53.93,0,0,148.3,0,17.75,0,0,0,42.39,0,1.11,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,5.76,0,0,0

11,02:30-02:45,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,44.1,0,20,0,0,53.93,0,0,148.3,0,17.75,0,0,0,42.39,0,1.11,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

12,02:45-03:00,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,44.1,0,20,0,0,53.93,0,0,148.3,0,17.75,0,0,0,42.39,0,1.11,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

13,03:00-03:15,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,44.42,0,20,0,0,53.93,0,0,148.3,0,17.75,0.54,0,0,42.39,0,1.11,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

14,03:15-03:30,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,44.42,0,20,0,0,53.93,0,0,148.3,0,17.75,0.54,0,0,42.39,0,1.11,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

15,03:30-03:45,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,44.42,0,20,0,0,53.93,0,0,148.3,0,17.75,0.54,0,0,42.39,0,1.11,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

16,03:45-04:00,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,44.42,0,20,0,0,53.93,0,0,148.3,0,17.75,0.54,0,0,42.39,0,1.11,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

17,04:00-04:15,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,44.42,0,20,0,0,53.93,0,0,148.3,0,17.75,0.54,0,0,42.39,0,1.11,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

18,04:15-04:30,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,44.42,0,20,0,0,53.93,0,0,148.3,0,17.75,0.54,0,14.94,42.39,0,1.11,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

19,04:30-04:45,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,44.62,0,20,0,0,53.93,0,0,148.3,0,17.75,0.54,0,14.94,42.39,0,1.11,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

20,04:45-05:00,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,44.62,0,20,0,0,53.93,0,0,148.3,0,17.75,0.54,0,14.94,42.39,0,1.11,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

21,05:00-05:15,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,44.62,0,20,0,0,53.93,0,0,148.3,0,17.75,0.54,0,14.94,42.39,0,1.11,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

22,05:15-05:30,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,44.62,0,20,0,0,53.93,0,0,148.3,0,17.75,0.54,0,29.86,42.39,0,1.11,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

23,05:30-05:45,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,44.62,0,20,0,0,53.93,0,0,148.3,0,17.75,0.54,0,29.86,42.39,0,1.11,0,0,434.65,0,0,0,0,0,10.28,0,16.48,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

24,05:45-06:00,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,20.84,0,0,118.76,418.77,104.15,44.62,0,20,0,0,53.93,0,0,148.3,0,17.75,0.54,0,29.86,42.39,0,1.11,0,0,434.65,0,0,0,0,0,10.28,0,16.48,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

25,06:00-06:15,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,41.67,0,0,118.76,418.77,104.15,44.62,0,20,0,0,53.93,0,0,148.3,0,17.75,0.54,0,44.8,42.39,0,1.11,0,0,434.65,0,0,0,0,0,10.28,0,16.48,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

26,06:15-06:30,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,62.59,0,0,118.76,418.77,104.15,44.62,0,20,2,0,53.93,0,0,148.3,0,17.75,0.54,0,44.8,42.39,0,1.11,0,7.92,434.65,0,0,0,0,0,10.28,0,32.96,0,0,3.82,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

27,06:30-06:45,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,86.18,0,0,118.76,418.77,104.15,44.84,0,20,4,0,53.93,0,0,148.3,0,17.75,0.54,0,44.8,42.39,0,1.11,14.05,15.85,434.65,0,0,0,0,0,10.28,0,49.43,0,0,16.54,0,53.75,0,0,1.4,0,0,92.62,0,2.2,9.68,683.14,0,0,0,92,0,0,0,0

28,06:45-07:00,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,113.64,0,0,118.76,418.77,104.15,44.84,0,20,39.51,0,53.93,0,0,148.3,0,17.75,0.54,0,59.72,42.39,0,1.11,28.05,27.41,434.65,0,0,0,7.9,0,10.28,0,49.43,0,0,16.54,0,53.75,0,0,1.4,0,0,92.62,0,13.04,19.38,683.14,0,0,0,92,0,0,0,0

29,07:00-07:15,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,113.64,0,0,118.76,418.77,104.15,44.84,0,20,39.51,0,53.93,0,0,148.3,0,17.75,0.54,0,59.72,42.39,0,1.11,28.05,27.41,434.65,0,0,0,7.9,0,10.28,0,49.43,0,0,16.54,0,53.75,0,0,1.4,0,0,92.62,0,13.04,19.38,683.14,0,0,0,92,0,0,0,0

30,07:15-07:30,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,113.64,0,0,118.76,418.77,104.15,44.84,0,20,39.51,0,53.93,0,0,148.3,0,17.75,0.54,0,59.72,42.39,0,1.11,28.05,27.41,434.65,0,0,0,8.19,0,10.28,0,49.43,0,0,16.54,0,53.75,0,0,1.4,0,0,92.62,0,13.04,19.38,683.14,0,0,0,92,0,0,0,0

31,07:30-07:45,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,113.64,0,0,118.76,418.77,104.15,44.84,0,20,39.51,0,53.93,0,0,148.3,0,17.75,0.54,0,59.72,42.39,0,26.49,28.05,27.41,434.65,0,0,0,8.19,0,10.28,0,49.43,0,0,16.54,0,53.75,0,0,1.4,0,0,92.62,0,13.04,19.38,683.14,0,0,0,92,5.76,0,0,0

32,07:45-08:00,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,113.64,0,0,118.76,418.77,104.15,44.84,0,20,39.51,0,53.93,0,0,148.3,0,17.75,0.54,0,59.72,42.39,0,26.49,28.05,15.85,434.65,0,0,0,8.19,0,10.28,0,49.43,0,0,3.57,0,53.75,0,0,1.4,0,0,92.62,0,13.04,19.38,683.14,0,0,0,92,5.76,0,0,0

33,08:00-08:15,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,113.64,0,0,118.76,418.77,104.15,44.84,0,20,39.51,0,53.93,0,0,148.3,0,17.75,0.54,0,59.72,42.39,0,26.49,28.05,15.92,434.65,0,0,0,8.19,0,10.28,0,49.43,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,13.04,19.38,683.14,0,0,0,92,5.76,0,0,0

34,08:15-08:30,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,113.64,0,0,118.76,418.77,104.15,44.84,0,20,3.34,0,53.93,0,0,148.3,0,17.75,0.54,0,59.72,42.39,0,26.49,28.05,7.92,434.65,0,0,0,0,0,10.28,0,32.96,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,2.2,1.27,683.14,0,0,0,92,5.76,0,0,0

35,08:30-08:45,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,86.27,0,0,118.76,418.77,104.15,44.52,0,20,0,0,53.93,0,0,148.3,0,17.75,0.54,0,59.72,42.39,0,3.53,14.05,0,434.65,0,0,0,0,0,10.28,0,16.48,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,5.76,0,0,0

36,08:45-09:00,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,62.51,0,0,118.76,418.77,104.15,44.52,0,20,0,0,53.93,0,0,148.3,0,17.75,0.54,0,59.72,42.39,0,2.21,14.05,0,434.65,0,0,0,0,0,10.28,0,16.48,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,5.76,0,0,0

37,09:00-09:15,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,41.67,0,0,118.76,418.77,104.15,43.99,0,20,0,0,53.93,0,0,148.3,0,17.75,0.54,0,59.72,42.39,0,2.21,0,0,434.65,0,0,0,0,0,10.28,0,16.48,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0.51,0,0,0

38,09:15-09:30,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,20.84,0,0,118.76,418.77,104.15,43.99,0,20,0,0,53.93,0,0,148.3,0,17.75,0.54,0,59.72,42.39,0,2.21,0,0,434.65,0,0,0,0,0,10.28,0,16.48,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0.51,0,0,0

39,09:30-09:45,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,43.99,0,20,0,0,53.93,0,0,148.3,0,17.75,0.54,0,44.8,42.39,0,2.21,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0.51,0,0,0

40,09:45-10:00,0,0,43.89,0,60.68,0,26.4,10.76,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,43.68,0,20,0,0,53.93,0,0,148.3,0,17.75,0.54,0,44.8,42.39,0,26.49,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0.51,0,0,0

41,10:00-10:15,0,0,43.89,0,60.68,0,26.4,10.76,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,43.47,0,20,0,0,53.93,0,0,148.3,0,8.87,0.54,0,44.8,42.39,0,26.49,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0.51,0,0,0

42,10:15-10:30,0,0,43.89,0,60.68,0,26.4,18.83,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,43.47,0,20,0,0,53.93,0,0,148.3,0,8.87,0.54,0,44.8,42.39,0,26.49,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0.51,0,0,0

43,10:30-10:45,0,0,43.89,0,60.68,0,26.4,18.83,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,43.26,0,20,0,0,53.93,0,0,148.3,0,8.87,0.54,0,29.86,42.39,0,3.31,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0.51,0,0,0

44,10:45-11:00,0,0,43.89,0,60.68,0,26.4,18.83,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,43.26,0,20,0,0,53.93,0,0,148.3,0,8.87,0.54,0,29.86,42.39,0,3.31,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0.51,0,0,0

45,11:00-11:15,0,0,43.89,0,60.68,0,26.4,18.83,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,43.05,0,20,0,0,53.93,0,0,148.3,0,8.87,0.54,0,29.86,42.39,0,3.31,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0.51,0,0,0

46,11:15-11:30,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,43.05,0,20,0,0,53.93,0,0,148.3,0,8.87,0.54,0,29.86,42.39,0,3.31,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0.51,0,0,0

47,11:30-11:45,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,42.63,0,20,0,0,53.93,0,0,148.3,0,8.87,0.54,0,29.86,42.39,0,1.33,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0.51,0,0,0

48,11:45-12:00,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,42.63,0,20,0,0,53.93,0,0,148.3,0,8.87,0.54,0,29.86,42.39,0,1.33,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0.51,0,0,0

49,12:00-12:15,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,42.42,0,20,0,0,53.93,0,0,148.3,0,8.87,0.54,0,29.74,42.39,0,1.33,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0.51,0,0,0

50,12:15-12:30,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,42.42,0,20,0,0,53.93,0,0,148.3,0,8.87,0.54,0,14.87,42.39,0,1.33,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0.51,0,0,0

51,12:30-12:45,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,42.42,0,20,0,0,53.93,0,0,148.3,0,8.87,0.62,0,14.87,42.39,0,1.33,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0.51,0,0,0

52,12:45-13:00,0,0,43.89,0,60.68,0,26.4,4.31,0,0,17.79,33.69,0,0,0,0,118.76,418.77,104.15,42.42,0,20,0,0,53.93,0,0,148.3,0,8.87,0.62,0,0,42.39,0,1.33,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0.51,0,0,0

53,13:00-13:15,0,0,43.89,0,60.68,0,26.4,4.31,0,0,18.76,33.69,0,0,0,0,118.76,418.77,104.15,42.21,0,20,0,0,53.93,0,0,148.3,0,8.87,0.62,0,0,42.39,0,1.33,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0.51,0,0,0

54,13:15-13:30,0,0,43.89,0,60.68,0,26.4,4.31,0,0,18.76,33.69,0,0,0,0,118.76,418.77,104.15,42.21,0,20,0,0,53.93,0,0,148.3,0,8.87,0.62,0,0,42.39,0,1.33,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0.51,0,0,0

55,13:30-13:45,0,0,43.89,0,60.68,0,26.4,4.31,0,0,18.76,33.69,0,0,0,0,118.76,418.77,104.15,42.21,0,20,0,0,53.93,0,0,148.3,0,8.87,0.62,0,0,42.39,0,1.33,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0.51,0,0,0

56,13:45-14:00,0,0,43.89,0,60.68,0,26.4,4.31,0,0,18.76,33.69,0,0,0,0,118.76,418.77,104.15,42.21,0,20,0,0,53.93,0,0,148.3,0,8.87,0.62,0,0,42.39,0,1.33,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0.51,0,0,0

57,14:00-14:15,0,0,43.89,0,60.68,0,26.4,4.31,0,0,18.76,33.69,0,0,0,0,118.76,418.77,104.15,42.1,0,20,0,0,53.93,0,0,148.3,0,8.87,0.62,0,12.6,42.39,0,1.33,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0.51,0,0,0

58,14:15-14:30,0,0,43.89,0,60.68,0,26.4,4.31,0,0,18.76,33.69,0,0,0,0,118.76,418.77,104.15,42.1,0,20,0,0,53.93,0,0,148.3,0,8.87,0.62,0,14.24,42.39,0,1.33,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0.51,0,0,0

59,14:30-14:45,0,0,43.89,0,60.68,0,26.4,4.31,0,0,18.76,33.69,0,0,0,0,118.76,418.77,104.15,42.1,0,20,0,0,53.93,0,0,148.3,0,8.87,0.62,0,29.74,42.39,0,1.33,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,4.65,0,0,92.62,0,0,0,683.14,0,0,0,92,0.51,0,0,0

60,14:45-15:00,0,0,43.89,0,60.68,0,26.4,4.31,0,0,18.76,33.69,0,0,0,0,118.76,418.77,104.15,42.1,0,20,0,0,53.93,0,0,148.3,0,8.87,0.62,0,29.74,42.39,0,1.33,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,27.89,0,0,92.62,0,0,0,683.14,0,0,0,92,0.51,0,0,0

61,15:00-15:15,0,0,43.89,0,60.68,0,26.4,4.31,0,0,18.76,33.69,0,0,0,0,118.76,418.77,104.15,42.32,0,20,0,0,53.93,0,0,148.3,0,8.87,0.56,0,29.74,42.39,0,1.33,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,27.89,0,0,92.62,0,0,0,683.14,0,0,0,92,0.51,0,0,0

62,15:15-15:30,0,0,43.89,0,60.68,0,26.4,4.31,0,0,18.76,33.69,0,0,0,0,118.76,418.77,104.15,42.32,0,20,0,0,53.93,0,0,148.3,0,8.87,0.56,0,29.74,42.39,0,1.33,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,27.89,0,0,92.62,0,0,0,683.14,0,0,0,92,0.51,0,0,0

63,15:30-15:45,0,0,43.89,0,60.68,0,26.4,4.31,0,0,18.76,33.69,0,0,0,0,118.76,418.77,104.15,42.32,0,20,0,0,53.93,0,0,148.3,0,8.87,0.56,0,44.61,42.39,0,1.33,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,27.89,0,0,92.62,0,0,0,683.14,0,0,0,92,0.25,0,0,0

64,15:45-16:00,0,0,43.89,0,60.68,0,26.4,4.31,0,0,18.76,33.69,0,0,0,0,118.76,418.77,104.15,42.32,0,20,0,0,53.93,0,0,148.3,0,8.87,0.56,0,44.61,42.39,0,1.33,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,27.89,0,0,92.62,0,0,0,683.14,0,0,0,92,0.25,0,0,0

