Block,Time Block,ANTA_LF,AURY_GF,UNCHAHAR2,URI,ANTA_GF,AURY_CRF,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,ANTA_CRF,ANTA_RF,AURY_LF,UNCHAHAR3,URI2,AURY_RF,DADRI_LF,DADRI_GF,DADRI_CRF,DADRI_RF,TANDA2,TelanganaSTPP,SIMHST2,TALA,SALAL,SEWA2,SINGRAULI,TEHRI,TANAKPUR,SASAN,TALST2,SIMHST1,SINGRAULI_HYDRO,JHAJJAR,FSTPP I & II,DULHASTI,NAPP,NJPC,RSTPSU1TO6,NNTPP,RAPPC,NTPL,PARBATI3,RIHAND3,RSTPSU7,RAPPB,NLCEXP,RIHAND2,NLCIIST1,NLCIIST2,RIHAND1,NLCTS2EXP,RAMPUR,DHAULIGNGA,KOLDAM,MAPS,KKNP,KOTESHWR,KISHANGANGA,KKNPPU2,KUDGI,DADRT2,CHAMERA1,BSIUL,CHAMERA3,CHAMERA2,BRBCL,KHSTPP-II,KHSTPP-I,KGSU1AND2,KGSU3AND4,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
27,06:30-06:45,0,0,40.69,38.15,0,0,9.32,0,0,0,0,0,25.34,31.89,0,0,0,0,0,0,0,0,0,25.66,15.17,128.13,44.02,0.24,369.52,0,0,0.74,414.47,11.23,47.44,19.47,112.25,0,0,24.61,0,31.77,119.33,0,0,0,113.99,0,0,88.3,0,0,26.31,0,0,0,37.48,0,0,0,651.7,40.46,18.77,27.89,37.92,19.2,142.34,43.7,0,0,0,0,0,0,0

28,06:45-07:00,0,0,40.69,38.15,0,0,9.32,0,0,0,0,0,25.34,31.89,0,0,0,0,0,0,0,0,0,25.66,15.17,128.13,44.02,0.24,380.77,0,0,0.74,414.47,11.23,47.44,19.47,134.71,0,0,24.61,0,31.77,119.33,0,0,0,113.99,0,0,88.3,0,0,26.31,0,0,0,37.48,0,0,0,651.7,40.46,18.77,27.89,37.92,19.2,142.34,43.7,0,0,0,0,0,0,0

29,07:00-07:15,0,0,40.69,33.91,0,0,9.32,0,0,0,0,0,25.34,31.89,0,0,0,0,0,0,0,0,0,25.66,15.17,128.13,44.02,0.24,384.4,0,0,0.74,414.47,11.23,47.44,19.47,134.71,0,0,24.61,0,31.77,119.33,0,0,0,113.99,0,0,88.3,0,0,26.31,0,0,0,37.48,0,0,0,655.68,40.46,18.77,27.89,37.92,19.2,142.34,43.7,0,0,0,0,0,0,0

30,07:15-07:30,0,0,40.69,33.91,0,0,9.32,0,0,0,0,0,25.34,31.89,0,0,0,0,0,0,0,0,0,25.66,15.17,128.13,44.02,0.24,384.4,0,0,0.74,414.47,11.23,47.44,19.47,134.71,0,0,24.61,0,31.77,119.33,0,0,0,113.99,0,0,88.3,0,0,26.31,0,0,0,37.48,0,0,0,655.68,40.46,18.77,27.89,37.92,19.2,142.34,43.7,0,0,0,0,0,0,0

31,07:30-07:45,0,0,35.28,33.91,0,0,8.03,0,0,0,0,0,21.84,31.89,0,0,0,0,0,0,0,0,0,14.5,15.17,128.13,44.02,0.24,384.4,0,0,0.74,380.88,11.23,47.44,19.47,134.71,0,0,24.61,0,31.77,119.33,0,0,0,113.99,0,0,88.3,0,0,26.31,0,0,0,37.48,0,0,0,651.64,40.46,18.77,27.89,37.92,19.2,142.34,43.7,0,0,0,0,0,0,0

32,07:45-08:00,0,0,35.07,33.91,0,0,8.03,0,0,0,0,0,21.84,31.89,0,0,0,0,0,0,0,0,0,14.5,15.17,128.13,44.02,0.24,384.4,0,0,0.74,313.94,11.23,47.44,19.47,134.71,0,0,24.61,0,6.11,119.33,0,0,0,113.99,0,0,88.3,0,0,26.31,0,0,0,37.48,0,0,0,584.82,40.46,18.77,27.89,37.92,19.2,142.34,43.7,0,0,0,0,0,0,0

33,08:00-08:15,0,0,28.1,33.91,0,0,6.89,0,0,0,0,0,17.98,30.62,0,0,0,0,0,0,0,0,0,14.5,15.17,128.13,44.02,0.24,384.4,0,0,0.74,244.81,11.23,31.64,19.47,112.25,0,0,24.61,0,3.43,119.33,0,0,0,113.99,0,0,88.3,0,0,17.54,0,0,0,17.04,0,0,0,466.61,40.46,6.26,9.29,37.92,19.2,142.34,43.7,0,0,0,0,0,0,0

34,08:15-08:30,0,0,27.5,38.15,0,0,6.58,0,0,0,0,0,17.24,30.62,0,0,0,0,0,0,0,0,0,14.5,15.17,128.13,44.02,0.24,384.4,0,0,0.74,229.39,11.23,31.64,19.47,89.8,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,17.54,0,0,0,8.51,0,0,0,418.62,40.46,6.26,0,25.28,19.2,142.34,43.7,0,0,0,0,0,0,0

35,08:30-08:45,0,0,22.37,38.15,0,0,5.7,0,0,0,0,0,13.94,30.62,0,0,0,0,0,0,0,0,0,14.5,15.17,128.13,44.02,0.24,384.4,0,0,0.74,227.9,9.67,15.82,19.47,67.35,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,8.77,0,0,0,8.51,0,0,0,361.03,40.46,6.26,0,12.64,19.2,142.34,37.66,0,0,0,0,0,0,0

36,08:45-09:00,0,0,22.37,38.15,0,0,5.7,0,0,0,0,0,13.94,30.62,0,0,0,0,0,0,0,0,0,14.5,15.17,128.13,43.54,0.24,384.4,0,0,0.74,227.9,9.67,15.82,19.47,41.81,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,8.77,0,0,0,8.51,0,0,0,361.03,40.46,6.26,0,12.64,19.2,122.68,37.66,0,0,0,0,0,0,0

37,09:00-09:15,0,0,22.37,38.15,0,0,5.78,0,0,0,0,0,13.94,30.62,0,0,0,0,0,0,0,0,0,14.5,15.17,128.13,32.65,0.24,384.4,0,0,0,227.9,9.67,15.82,19.47,19,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,361.03,23.51,6.26,0,0,19.2,122.68,37.66,0,0,0,0,0,0,0

38,09:15-09:30,0,0,22.37,34.97,0,0,5.78,0,0,0,0,0,13.94,30.62,0,0,0,0,0,0,0,0,0,68.03,10.11,128.13,21.77,0.24,384.4,0,0,0,227.9,9.67,15.82,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,361.03,23.51,6.26,0,0,19.2,142.34,37.66,0,0,0,0,0,0,0

39,09:30-09:45,0,0,22.37,34.97,0,0,5.78,0,0,0,0,0,13.94,30.62,0,0,0,0,0,0,0,0,0,68.03,10.11,128.13,21.64,5.53,384.4,0,0,0,227.9,8.74,15.82,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,361.03,11.78,6.26,0,0,19.2,142.34,37.66,0,0,0,0,0,0,0

40,09:45-10:00,0,0,22.37,34.97,0,0,5.78,0,0,0,0,0,13.94,30.62,0,0,0,0,0,0,0,0,0,68.03,0,128.13,10.76,5.53,384.4,0,0,0,227.9,8.74,15.82,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,361.03,0,6.26,0,0,19.2,142.34,37.66,0,0,0,0,0,0,0

41,10:00-10:15,0,0,22.37,35.07,0,0,5.84,0,0,0,0,0,13.94,30.62,0,0,0,0,0,0,0,0,0,14.5,0,128.13,0,5.53,384.4,0,0,0,227.9,8.74,0,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,361.03,0,6.26,0,0,19.2,122.68,37.66,0,0,0,0,0,0,0

42,10:15-10:30,0,0,22.37,34.97,0,0,5.84,0,0,0,0,0,13.94,30.62,0,0,0,0,0,0,0,0,0,12.82,0,128.13,0,5.53,384.4,0,0,0,227.9,8.74,0,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,361.03,0,6.26,0,0,19.2,122.68,37.66,0,0,0,0,0,0,0

43,10:30-10:45,0,0,22.61,34.97,0,0,5.84,0,0,0,0,0,16.57,30.62,0,0,0,0,0,0,0,0,0,12.82,0,128.13,0,5.53,384.4,0,0,0,227.9,8.74,0,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,361.03,0,6.26,0,0,19.2,122.68,37.66,0,0,0,0,0,0,0

44,10:45-11:00,0,0,22.61,34.97,0,0,5.84,0,0,0,0,0,16.57,30.62,0,0,0,0,0,0,0,0,0,12.82,0,128.13,0,5.53,384.4,0,0,0,227.9,8.74,0,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,361.03,0,6.26,0,0,19.2,122.68,37.66,0,0,0,0,0,0,0

45,11:00-11:15,0,0,22.61,34.97,0,0,5.84,0,0,0,0,0,16.57,30.62,0,0,0,0,0,0,0,0,0,12.82,0,128.13,0,0.24,384.4,0,0,0,227.9,8.74,0,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,361.03,0,6.26,0,0,19.2,122.68,37.66,0,0,0,0,0,0,0

46,11:15-11:30,0,0,22.61,34.97,0,0,5.84,0,0,0,0,0,16.57,30.62,0,0,0,0,0,0,0,0,0,12.82,0,128.13,0,0.24,384.4,0,0,0,227.9,8.74,0,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,361.03,0,6.26,0,0,19.2,122.68,37.66,0,0,0,0,0,0,0

47,11:30-11:45,0,0,22.61,34.44,0,0,5.84,0,0,0,0,0,16.57,30.62,0,0,0,0,0,0,0,0,0,12.82,0,128.13,0,0.24,384.4,0,0,0,227.9,8.34,0,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,361.03,0,6.26,0,0,19.2,122.68,37.66,0,0,0,0,0,0,0

48,11:45-12:00,0,0,22.61,34.44,0,0,5.84,0,0,0,0,0,16.57,30.62,0,0,0,0,0,0,0,0,0,12.82,0,128.13,0,0.24,384.4,0,0,0,227.9,8.34,0,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,361.03,0,6.26,0,0,19.2,122.68,24.49,0,0,0,0,0,0,0

49,12:00-12:15,0,0,23.4,34.44,0,0,5.84,0,0,0,0,0,16.57,30.62,0,0,0,0,0,0,0,0,0,12.82,0,128.13,0,0.24,384.4,0,0,0,227.9,8.34,0,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,361.03,0,6.26,0,0,19.2,122.68,29.02,0,0,0,0,0,0,0

50,12:15-12:30,0,0,23.4,34.44,0,0,5.84,0,0,0,0,0,16.57,30.62,0,0,0,0,0,0,0,0,0,12.82,0,128.13,0,0.24,384.4,0,0,0,227.9,8.34,0,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,361.03,0,6.26,0,0,19.2,122.68,24.49,0,0,0,0,0,0,0

51,12:30-12:45,0,0,23.4,34.44,0,0,5.84,0,0,0,0,0,16.57,30.62,0,0,0,0,0,0,0,0,0,12.82,0,128.13,0,0.24,384.4,0,0,0,227.9,8.34,0,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,303.44,0,6.26,0,0,19.2,122.68,24.49,0,0,0,0,0,0,0

52,12:45-13:00,0,0,23.4,34.44,0,0,5.84,0,0,0,0,0,16.57,30.62,0,0,0,0,0,0,0,0,0,12.82,0,128.13,0,0.24,384.4,0,0,0,227.9,8.34,0,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,303.44,0,6.26,0,0,19.2,122.68,24.49,0,0,0,0,0,0,0

53,13:00-13:15,0,0,23.4,34.44,0,0,5.84,0,0,0,0,0,16.57,30.62,0,0,0,0,0,0,0,0,0,12.82,0,128.13,0,0.24,384.4,0,0,0,227.9,8.34,0,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,303.44,0,6.26,0,0,19.2,94.56,24.49,0,0,0,0,0,0,0

54,13:15-13:30,0,0,23.4,34.44,0,0,5.84,0,0,0,0,0,16.57,30.62,0,0,0,0,0,0,0,0,0,12.82,0,128.13,0,0.24,384.4,0,0,0,227.9,8.34,0,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,303.44,0,6.26,0,0,19.2,78.29,24.49,0,0,0,0,0,0,0

55,13:30-13:45,0,0,23.4,34.44,0,0,5.84,0,0,0,0,0,16.57,30.62,0,0,0,0,0,0,0,0,0,12.82,0,128.13,0,0.24,384.4,0,0,0,227.9,8.34,0,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,303.44,0,6.26,0,0,19.2,78.29,24.49,0,0,0,0,0,0,0

56,13:45-14:00,0,0,23.4,34.44,0,0,5.84,0,0,0,0,0,16.57,30.62,0,0,0,0,0,0,0,0,0,12.82,0,128.13,0,0.24,391.42,0,0,0,227.9,8.34,0,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,303.44,0,6.26,0,0,19.2,78.29,24.49,0,0,0,0,0,0,0

57,14:00-14:15,0,0,23.4,34.44,0,0,5.84,0,0,0,0,0,16.57,30.62,0,0,0,0,0,0,0,0,0,12.82,0,128.13,0,0.24,391.42,0,0,0,227.9,8.34,0,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,303.44,0,6.26,0,0,19.2,78.29,24.49,0,0,0,0,0,0,0

58,14:15-14:30,0,0,23.4,34.44,0,0,5.84,0,0,0,0,0,16.57,30.62,0,0,0,0,0,0,0,0,0,12.82,0,128.13,0,0.24,391.42,0,0,0,227.9,8.34,0,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,303.44,0,6.26,0,0,19.2,86.11,24.49,0,0,0,0,0,0,0

59,14:30-14:45,0,0,23.4,34.44,0,0,5.84,0,0,0,0,0,16.57,30.62,0,0,0,0,0,0,0,0,0,12.82,0,128.13,10.76,0.24,391.42,0,0,0,227.9,8.34,0,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.11,0,0,0,0,0,0,8.51,0,0,0,303.44,0,0,0,0,19.2,84.81,24.49,0,0,0,0,0,0,0

60,14:45-15:00,0,0,23.4,34.44,0,0,5.84,0,0,0,0,0,16.57,30.62,0,0,0,0,0,0,0,0,0,25.66,0,128.13,21.77,0.24,391.42,0,0,0,227.9,8.34,0,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.11,0,0,0,0,0,0,8.51,0,0,0,303.44,0,0,0,0,19.2,83.32,24.49,0,0,0,0,0,0,0

61,15:00-15:15,0,0,23.4,33.91,0,0,5.84,0,0,0,0,0,16.57,30.62,0,0,0,0,0,0,0,0,0,25.66,0,128.13,21.77,0.24,391.42,0,0,0,227.9,8.34,15.82,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,303.44,0,0,0,0,19.2,94.56,28.72,0,0,0,0,0,0,0

