Block,Time,BRBCL,KOTESHWR,RSTPSU1TO6,SALAL,SASAN,TANAKPUR,URI2,BSIUL,DADRT2,FSTPP I & II,KHSTPP-II,KKNP,KKNPPU2,RAMPUR,SEWA2,TALA,UNCHAHAR4,CHAMERA2,JHAJJAR,KGSU1AND2,NAPP,NTPL,PARBATI3,TANDA2,UNCHAHAR1,UNCHAHAR2,ANTA_GF,DADRI_LF,DULHASTI,KHSTPP-I,KOLDAM,RAPPB,RAPPC,RIHAND2,SIMHST1,TALST2,TelanganaSTPP,VALLURNTECL,AURY_GF,RSTPSU7,SIMHST2,DADRI_GF,DADRI_RF,CHAMERA3,KISHANGANGA,KUDGI,MAPS,NLCIIST1,NLCTS2EXP,RIHAND1,TEHRI,UNCHAHAR3,URI,ANTA_CRF,AURY_LF,AURY_RF,CHAMERA1,NJPC,NNTPP,SINGRAULI_HYDRO,ANTA_LF,DADRI_CRF,DHAULIGNGA,KGSU3AND4,NLCEXP,NLCIIST2,RIHAND3,SINGRAULI,ANTA_RF,AURY_CRF
10,02:15-02:30,20,8.87,0,70.88,405,2.05,31.9,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,20.4,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,0,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,125.96,28.66,0

11,02:30-02:45,20,8.87,0,70.88,405,2.05,26.9,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,20.4,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,0,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,28.66,0

12,02:45-03:00,20,8.87,0,15.11,405,2.05,26.9,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,20.4,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,0,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,28.66,0

13,03:00-03:15,20,8.87,0,12.78,405,2.05,24.21,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,20.4,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,0,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,28.66,0

14,03:15-03:30,20,8.87,0,12.78,405,2.05,24.21,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,20.4,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,0,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,28.66,0

15,03:30-03:45,20,8.87,0,12.78,405,2.05,24.21,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,20.4,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,0,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,28.56,0

16,03:45-04:00,20,8.87,0,12.78,405,2.05,24.21,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,33.53,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,0,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,28.56,0

17,04:00-04:15,20,8.87,0,26.73,405,2.05,24.21,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,33.53,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,0,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,28.56,0

18,04:15-04:30,20,8.87,0,26.73,405,2.05,24.21,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,33.53,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,0,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,28.56,0

19,04:30-04:45,20,8.87,0,13.36,405,2.05,24.21,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,33.53,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,0,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,28.56,0

20,04:45-05:00,20,8.87,0,13.36,405,2.05,24.21,6.52,683.14,18.2,148.3,0,0,0,10.53,0,0,0,434.65,0,33.53,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,11.21,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,28.56,0

21,05:00-05:15,20,8.87,0,13.36,405,0,24.21,6.52,683.14,18.2,148.3,0,0,0,10.53,0,0,0,434.65,0,33.53,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,22.05,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,28.56,0

22,05:15-05:30,20,8.87,0,13.36,405,0,24.21,6.52,683.14,18.2,148.3,0,0,0,10.53,0,0,0,434.65,0,33.75,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,22.05,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,28.56,0

23,05:30-05:45,20,8.87,0,13.36,405,0,24.21,6.52,683.14,18.2,148.3,0,0,0,10.53,0,0,0,434.65,0,33.75,0,0,0,20.85,42.39,0,0,16.48,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,34.02,26.4,34.78,0,0,68.96,0,18.94,0,0.8,0,0,0,0,0,0,124.33,139.69,28.56,0

24,05:45-06:00,20,8.87,0,13.36,405,0,24.21,6.52,683.14,18.2,148.3,0,0,0,10.53,0,0,2.66,434.65,0,33.75,0,0,0,20.85,42.39,0,0,16.48,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,34.02,26.4,34.78,0,0,68.96,12.25,38.45,0,0.8,0,0,9.14,0,0,0,124.33,139.69,28.56,0

25,06:00-06:15,20,8.87,0,13.36,405,2.05,24.21,6.52,683.14,18.2,148.3,0,0,0,10.53,0,0,13.17,434.65,0,33.75,0,3.82,0,20.85,42.39,0,0,16.48,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,9.68,0,0,0,0,0,92,34.02,26.4,39.75,0,0,68.96,12.25,62.51,0,0.8,0,0,9.14,0,0,0,124.33,139.69,28.98,0

26,06:15-06:30,20,17.75,0,13.36,405,2.05,24.21,6.52,683.14,18.2,148.3,0,0,0,10.53,0,0,13.17,434.65,0,33.97,0,16.54,0,20.85,42.39,0,0,32.96,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,19.35,0,0,0,0,0,92,44.73,26.4,39.75,0,0,68.96,28.05,83.33,0,0.8,0,0,18.27,0,0,0,124.33,139.69,28.98,0

27,06:30-06:45,20,39.05,0,13.36,405,2.05,24.21,19.56,683.14,18.2,148.3,0,0,0,10.53,0,0,39.51,434.65,0,33.97,0,16.54,0,20.85,42.39,0,0,49.43,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,29.06,0,0,0,0,0,92,44.73,26.4,39.75,0,0,68.96,42.15,116.95,0,0.8,0,0,27.41,0,0,0,124.33,139.69,28.98,0

28,06:45-07:00,20,39.05,0,13.36,405,2.05,24.21,19.56,683.14,18.2,148.3,0,0,0,10.53,0,0,39.51,434.65,0,33.97,0,16.54,0,20.85,42.39,0,0,49.43,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,29.06,0,0,0,0,0,92,44.73,26.4,39.75,0,0,68.96,42.15,116.95,0,0.8,0,0,27.41,0,0,0,124.33,139.69,29.08,0

29,07:00-07:15,20,39.05,0,13.36,405,2.05,26.9,19.56,683.14,18.2,148.3,0,0,0,2.67,0,0,39.51,434.65,0,33.97,0,16.54,0,20.85,42.39,0,0,49.43,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,29.06,0,0,0,0,0,92,44.73,26.4,34.78,0,0,68.96,42.15,116.95,0,0.8,0,0,27.41,0,0,0,124.33,139.69,29.08,0

30,07:15-07:30,20,39.05,0,13.36,405,2.05,26.9,19.56,683.14,18.2,148.3,0,0,0,2.67,0,0,39.51,434.65,0,34.17,0,16.54,0,20.85,42.39,0,0,49.43,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,29.06,0,0,0,0,0,92,44.73,26.4,34.78,0,0,68.96,42.15,116.95,0,0.8,0,0,27.41,0,0,0,124.33,139.69,29.08,0

31,07:30-07:45,20,39.05,0,2.33,405,2.05,26.9,19.56,683.14,18.2,148.3,0,0,0,8.4,0,0,39.51,434.65,0,34.17,0,16.54,0,20.85,42.39,0,0,49.43,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,29.06,0,0,0,0,0,92,44.73,26.4,34.78,0,0,68.96,42.15,116.95,0,0.8,0,0,27.41,0,0,0,124.33,139.69,29.08,0

32,07:45-08:00,20,39.05,0,2.33,405,2.05,26.9,19.56,683.14,18.2,148.3,0,0,0,8.4,0,0,39.51,434.65,0,34.17,0,3.57,0,20.85,42.39,0,0,49.43,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,29.06,0,0,0,0,0,92,44.73,26.4,34.78,0,0,68.96,42.15,116.95,0,0.8,0,0,27.41,0,0,0,124.33,139.69,28.98,0

33,08:00-08:15,20,17.75,0,2.33,405,2.05,33.23,6.52,683.14,18.2,148.3,0,0,0,0,0,0,39.51,434.65,0,34.17,0,0,0,20.85,42.39,0,0,32.96,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,9.68,0,0,0,0,0,92,44.73,26.4,34.78,0,0,68.96,24.49,93.56,0,0.8,0,0,9.24,0,0,0,124.33,139.69,28.88,0

34,08:15-08:30,20,8.87,0,2.33,405,2.05,33.23,6.52,683.14,18.2,148.3,0,0,0,0,0,0,13.17,434.65,0,34.39,0,0,0,20.85,42.39,0,0,32.96,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,44.73,26.4,39.75,0,0,68.96,23.7,70.17,0,0.8,0,0,9.24,0,0,0,124.33,139.69,28.66,0

35,08:30-08:45,20,8.87,0,2.33,405,2.05,33.23,6.52,683.14,18.2,148.3,0,0,0,0,0,0,13.17,434.65,0,34.39,0,0,0,20.85,42.39,0,0,16.48,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,44.73,26.4,39.75,0,0,68.96,12.26,23.39,0,0.8,0,0,0,0,0,0,124.33,139.69,28.56,0

36,08:45-09:00,20,8.87,0,9.29,405,2.05,33.23,6.52,683.14,18.2,148.3,0,0,0,0,0,0,13.17,434.65,0,34.39,0,0,0,20.85,42.39,0,0,16.48,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,44.73,26.4,39.75,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,28.56,0

37,09:00-09:15,20,8.87,0,55.77,405,2.05,33.23,6.52,683.14,18.2,148.3,0,0,0,0,0,0,13.17,434.65,0,34.39,0,0,0,20.85,42.39,0,0,16.48,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,34.02,26.4,39.75,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,28.35,0

38,09:15-09:30,20,8.87,0,55.77,405,2.05,33.23,6.52,683.14,18.2,148.3,0,0,0,0,0,0,13.17,434.65,0,34.61,0,0,0,20.85,42.39,0,0,16.48,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,22.68,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,28.14,0

39,09:30-09:45,20,8.87,0,55.77,405,2.05,26.9,6.52,683.14,18.2,148.3,0,0,0,0,0,0,13.17,434.65,0,34.61,0,0,0,20.85,42.39,0,0,16.48,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,22.55,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,27.93,0

40,09:45-10:00,20,8.87,0,55.77,405,2.05,26.9,6.52,683.14,18.2,148.3,0,0,0,0,0,0,13.17,434.65,0,34.61,0,0,0,20.85,42.39,0,0,16.48,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,11.21,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,27.93,0

41,10:00-10:15,20,8.87,0,9.29,405,2.05,33.23,6.52,683.14,18.2,148.3,0,0,0,0,0,0,13.17,434.65,0,34.61,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,0,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,27.72,0

42,10:15-10:30,20,8.87,0,2.33,405,2.05,33.23,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,34.82,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,0,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,27.62,0

43,10:30-10:45,20,8.87,0,2.33,405,8.33,33.23,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,34.82,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,0,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,27.41,0

44,10:45-11:00,20,8.87,0,2.33,405,8.33,33.23,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,34.82,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,0,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,27.41,0

45,11:00-11:15,20,8.87,0,2.33,405,8.33,26.9,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,34.82,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,0,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,27.3,0

46,11:15-11:30,20,8.87,0,2.33,405,8.33,26.9,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,35.03,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,0,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,27.3,0

47,11:30-11:45,20,8.87,0,2.33,405,8.33,33.23,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,35.03,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,0,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,27.19,0

48,11:45-12:00,20,8.87,0,2.33,405,8.33,33.23,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,35.03,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,0,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,27.19,0

49,12:00-12:15,20,8.87,0,13.36,405,8.33,29.6,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,35.03,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,0,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,27.19,0

50,12:15-12:30,20,8.87,0,13.36,405,8.33,29.6,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,35.24,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,0,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,27.09,0

51,12:30-12:45,20,8.87,0,13.36,405,1.79,29.6,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,35.24,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,0,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,27.09,0

52,12:45-13:00,20,8.87,0,13.36,405,1.79,29.6,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,35.24,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,0,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,27.09,0

53,13:00-13:15,20,8.87,0,13.36,405,1.79,31.9,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,35.24,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,0,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,26.88,0

54,13:15-13:30,20,8.87,0,13.36,405,1.79,31.9,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,35.46,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,0,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,26.88,0

55,13:30-13:45,20,8.87,0,13.36,405,1.79,31.9,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,35.46,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,82,0,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,26.88,0

56,13:45-14:00,20,8.87,0,13.36,405,1.79,31.9,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,35.46,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,72,10.97,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,26.77,0

57,14:00-14:15,20,8.87,0,13.36,405,1.79,31.9,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,35.46,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,67,10.97,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,26.77,0

58,14:15-14:30,20,8.87,0,13.36,405,1.79,31.9,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,35.46,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,67,10.97,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,26.77,0

59,14:30-14:45,20,8.87,0,13.36,405,1.79,31.9,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,35.68,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,67,10.97,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,26.77,0

60,14:45-15:00,20,8.87,0,13.36,405,1.79,31.9,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,35.68,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,67,22.05,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,26.77,0

61,15:00-15:15,20,8.87,0,15.11,405,2.05,26.9,0,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,35.68,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,67,22.05,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,26.77,0

62,15:15-15:30,20,8.87,0,70.88,405,2.05,26.9,0,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,35.88,0,0,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,67,22.05,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,26.77,0

63,15:30-15:45,20,8.87,0,70.88,405,1.79,28.25,0,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,35.88,0,3.57,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,67,22.05,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,26.77,0

64,15:45-16:00,20,8.87,0,70.88,405,1.79,28.25,0,683.14,18.2,148.3,0,0,0,10.53,0,0,0,434.65,0,35.88,0,3.57,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,67,22.55,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,26.77,0

